Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,MIA,10,37,1,3,25,2.5,12,1.2,2,5.0
Tua Tagovailoa,MIA,5,5,0,1,5,1.0,0,0.0,0,
Salvon Ahmed,MIA,3,11,0,,3,1.0,8,2.7,1,3.0
Erik Ezukanma,MIA,2,17,0,1,11,5.5,6,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,16,117,1,4,61,3.8,56,3.5,2,8.0
Joshua Kelley,LAC,16,91,1,8,64,4.0,27,1.7,3,5.3
Justin Herbert,LAC,5,17,1,4,17,3.4,0,0.0,0,
Keenan Allen,LAC,2,6,0,1,6,3.0,0,0.0,0,
Gerald Everett,LAC,1,2,0,0,2,2.0,0,0.0,0,
