Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
2,10:25,1,10,ATL 32,7,3,Michael Turner left tackle for no gain (tackle by Junior Siavii),1.070,0.530
2,9:49,2,10,ATL 32,7,3,Michael Turner right end for 15 yards (tackle by Ken Hamlin),0.530,2.060
2,9:05,1,10,ATL 47,7,3,Matt Ryan pass incomplete short left intended for Verron Haynes (defended by Gerald Sensabaugh),2.060,1.520
2,8:59,2,10,ATL 47,7,3,Matt Ryan pass incomplete short left intended for Roddy White is intercepted by Mike Jenkins at DAL-46,1.520,-1.990
2,8:54,1,10,DAL 46,7,3,Felix Jones left tackle for 10 yards (tackle by Chris Houston),1.990,2.650
2,8:20,1,10,ATL 44,7,3,"Felix Jones middle for 1 yard (tackle by Thomas Johnson). Felix Jones fumbles (forced by Thomas Johnson), recovered by Brent Grimes at ATL-42",2.650,-1.730
2,8:10,1,10,ATL 42,7,3,"Penalty on Jay Ratliff: Encroachment, 5 yards (no play)",1.730,2.460
2,8:10,1,5,ATL 47,7,3,Jason Snelling right tackle for 5 yards (tackle by Bradie James),2.460,2.390
2,7:28,1,10,DAL 48,7,3,Michael Turner middle for no gain (tackle by Bradie James),2.390,1.850
2,6:47,2,10,DAL 48,7,3,Matt Ryan pass incomplete short left intended for Roddy White,1.850,1.160
2,6:42,3,10,DAL 48,7,3,Matt Ryan pass complete short left to Tony Gonzalez for 17 yards (tackle by Orlando Scandrick),1.160,3.510
2,6:07,1,10,DAL 31,7,3,"Matt Ryan sacked by DeMarcus Ware for -7 yards. Matt Ryan fumbles (forced by DeMarcus Ware), recovered by Anthony Spencer at DAL-41",3.510,-1.660
2,5:59,1,10,DAL 41,7,9,"Tony Romo pass complete deep left to Miles Austin for 59 yards, touchdown",1.660,7.000
2,,,,ATL 2,7,10,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,7,10,"David Buehler kicks off 67 yards, returned by Eric Weems for 25 yards (tackle by Deon Anderson). Penalty on Jamaal Fudge: Offensive Holding, 10 yards",0.000,0.040
2,5:44,1,10,ATL 18,7,10,Michael Turner left guard for 4 yards (tackle by Bradie James and Jay Ratliff),0.040,0.140
2,5:05,2,6,ATL 22,7,10,Matt Ryan pass incomplete short right intended for Michael Jenkins (defended by Terence Newman),0.140,-0.660
2,4:59,3,6,ATL 22,7,10,Matt Ryan pass complete short middle to Eric Weems for 3 yards (tackle by Gerald Sensabaugh),-0.660,-1.700
2,4:20,4,3,ATL 25,7,10,"Michael Koenen punts 40 yards, returned by Patrick Crayton for 2 yards (tackle by Kroy Biermann)",-1.700,-1.400
2,4:09,1,10,DAL 37,7,10,Tony Romo pass complete short left to Jason Witten for 4 yards (tackle by Stephen Nicholas),1.400,1.400
2,3:34,2,6,DAL 41,7,10,Marion Barber left tackle for -2 yards (tackle by Thomas DeCoud),1.400,0.430
2,2:48,3,8,DAL 39,7,10,Tony Romo pass complete deep middle to Tashard Choice for 23 yards (tackle by Erik Coleman and Thomas DeCoud),0.430,3.050
2,2:00,1,10,ATL 38,7,10,"Penalty on Kyle Kosier: False Start, 5 yards (no play)",3.050,2.720
2,2:00,1,15,ATL 43,7,10,"Tony Romo pass complete short left to Roy Williams for 8 yards (tackle by Brent Grimes). Penalty on Roy Williams: Offensive Pass Interfere, 10 yards (no play)",2.720,2.060
2,1:53,1,25,DAL 47,7,10,Tony Romo pass complete short left to Martellus Bennett for 11 yards (tackle by Mike Peterson),2.060,1.970
2,1:10,2,14,ATL 42,7,10,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Thomas DeCoud),1.970,1.290
2,1:05,3,14,ATL 42,7,10,Tony Romo pass complete short left to Martellus Bennett for 15 yards (tackle by Chris Houston and Mike Peterson),1.290,3.780
2,0:52,,,,7,10,Timeout #1 by Dallas Cowboys,0.000,3.780
2,0:52,1,10,ATL 27,7,10,Tony Romo pass complete short left to Marion Barber for 1 yard (tackle by Chris Houston),3.780,3.370
2,0:28,2,9,ATL 26,7,10,Tony Romo pass complete short middle to Miles Austin for 17 yards (tackle by Chevis Jackson),3.370,5.140
2,0:22,,,,7,10,Timeout #2 by Dallas Cowboys,0.000,5.140
2,0:22,1,9,ATL 9,7,10,Tony Romo pass complete short middle to Felix Jones for 4 yards (tackle by Curtis Lofton),5.140,5.150
2,0:15,,,,7,10,Timeout #3 by Dallas Cowboys,0.000,5.150
2,0:15,2,5,ATL 5,7,16,"Tony Romo pass complete short middle to Patrick Crayton for 5 yards, touchdown",5.150,7.000
2,,,,ATL 2,7,17,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,7,17,"David Buehler kicks off 30 yards, returned by Keith Zinger for 7 yards (tackle by Alan Ball)",0.000,0.940
Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,7,17,"Michael Koenen kicks off 77 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,7,17,Tony Romo pass complete short middle to Martellus Bennett for 6 yards (tackle by John Abraham),0.280,0.540
3,14:34,,,,7,17,Timeout #1 by Atlanta Falcons,0.000,0.540
3,14:34,2,4,DAL 26,7,17,Marion Barber middle for 5 yards (tackle by Erik Coleman),0.540,1.000
3,13:57,1,10,DAL 31,7,17,Tony Romo pass complete short right to Miles Austin for 14 yards (tackle by Brent Grimes),1.000,1.930
3,13:22,1,10,DAL 45,7,17,Marion Barber right end for no gain (tackle by Erik Coleman),1.930,1.380
3,12:38,2,10,DAL 45,7,17,Tony Romo pass incomplete short middle intended for Jason Witten. Penalty on Martellus Bennett: Illegal Shift (Declined),1.380,0.700
3,12:33,3,10,DAL 45,7,17,Tony Romo sacked by Thomas DeCoud for -8 yards,0.700,-0.910
3,12:07,4,18,DAL 37,7,17,"Mat McBriar punts 49 yards, returned by Eric Weems for -1 yards (tackle by Pat Watkins)",-0.910,0.320
3,11:58,1,10,ATL 13,7,17,Michael Turner left tackle for 2 yards (tackle by Igor Olshansky),-0.320,-0.570
3,11:19,2,8,ATL 15,7,17,Matt Ryan pass complete short middle to Michael Jenkins for 9 yards (tackle by Mike Jenkins and Gerald Sensabaugh),-0.570,0.540
3,10:38,1,10,ATL 24,7,17,Michael Turner right tackle for -2 yards (tackle by Jay Ratliff),0.540,-0.270
3,9:57,2,12,ATL 22,7,17,Michael Turner middle for 10 yards (tackle by Anthony Spencer and Mike Jenkins),-0.270,0.370
3,9:14,3,2,ATL 32,7,17,"Matt Ryan pass incomplete short left intended for Michael Jenkins. Penalty on Stephen Bowen: Defensive Offside, 5 yards (no play)",0.370,1.400
3,9:09,1,10,ATL 37,7,17,Michael Turner left guard for 1 yard (tackle by Bradie James),1.400,0.990
3,7:59,2,9,ATL 38,7,17,Jason Snelling right end for 31 yards (tackle by Mike Jenkins),0.990,3.510
3,7:59,1,10,DAL 31,7,17,Matt Ryan pass incomplete short left intended for Tony Gonzalez (defended by Gerald Sensabaugh),3.510,2.970
3,7:49,2,10,DAL 31,7,17,Jason Snelling left end for 5 yards (tackle by Mike Jenkins),2.970,2.940
3,7:05,3,5,DAL 26,7,17,Matt Ryan pass complete short right to Roddy White for 11 yards,2.940,4.580
3,7:05,1,10,DAL 15,7,17,Jason Snelling left tackle for 7 yards (tackle by Anthony Spencer and Bradie James),4.580,5.220
3,6:07,2,3,DAL 8,7,17,Michael Turner left guard for 6 yards (tackle by Bradie James),5.220,6.740
3,5:33,1,2,DAL 2,13,17,"Michael Turner right guard for 2 yards, touchdown",6.740,7.000
3,,,,DAL 2,14,17,Jason Elam kicks extra point good,0.000,0.000
3,,,,ATL 30,14,17,"Michael Koenen kicks off 79 yards, touchback",0.000,0.280
3,5:26,1,10,DAL 20,14,17,Tony Romo pass complete deep left to Miles Austin for 32 yards. Penalty on Chris Houston: Illegal Contact (Declined),0.280,2.390
3,4:58,1,10,ATL 48,14,17,Tony Romo pass incomplete short right intended for Roy Williams,2.390,1.850
3,4:52,2,10,ATL 48,14,17,Felix Jones right tackle for 9 yards (tackle by Thomas DeCoud),1.850,2.340
3,4:14,3,1,ATL 39,14,17,Felix Jones left end for 12 yards (tackle by Erik Coleman),2.340,3.780
3,3:46,1,10,ATL 27,14,17,Felix Jones middle for 1 yard (tackle by Curtis Lofton),3.780,3.370
3,3:04,2,9,ATL 26,14,17,"Tony Romo middle for 14 yards (tackle by Erik Coleman). Penalty on Martellus Bennett: Offensive Holding, 10 yards",3.370,3.910
3,2:37,2,5,ATL 22,14,23,"Tony Romo pass complete short right to Miles Austin for 22 yards, touchdown. Penalty on Brent Grimes: Defensive Holding (Declined)",3.910,7.000
3,,,,ATL 2,14,24,Nick Folk kicks extra point good,0.000,0.000
3,,,,DAL 30,14,24,"David Buehler kicks off 73 yards, touchback",0.000,0.280
3,2:32,1,10,ATL 20,14,24,Michael Turner right end for 3 yards (tackle by Anthony Spencer),0.280,0.140
3,1:50,2,7,ATL 23,14,24,Michael Turner middle for no gain (tackle by Keith Brooking),0.140,-0.560
3,1:12,3,7,ATL 23,14,24,Matt Ryan pass incomplete deep middle intended for Tony Gonzalez,-0.560,-1.830
3,1:04,4,7,ATL 23,14,24,"Michael Koenen punts 53 yards, returned by Terence Newman for -11 yards (tackle by Jason Snelling)",-1.830,0.320
3,0:51,1,10,DAL 13,14,24,Marion Barber left tackle for 7 yards (tackle by Erik Coleman),-0.320,0.220
3,0:14,2,3,DAL 20,14,24,Marion Barber left guard for 13 yards (tackle by Erik Coleman and Trey Lewis),0.220,1.140
Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 33,14,24,Tony Romo middle for 2 yards (tackle by Curtis Lofton),1.140,0.860
4,14:12,2,8,DAL 35,14,24,Marion Barber right guard for 2 yards (tackle by Erik Coleman),0.860,0.430
4,13:27,3,6,DAL 37,14,24,Tony Romo pass complete short right to Jason Witten for 6 yards (tackle by Chevis Jackson),0.430,1.800
4,13:02,1,10,DAL 43,14,24,Marion Barber left guard for 2 yards (tackle by Erik Coleman),1.800,1.520
4,12:18,2,8,DAL 45,14,24,Tony Romo pass incomplete short right intended for Roy Williams,1.520,0.830
4,12:14,3,8,DAL 45,14,24,"Tony Romo pass complete short left to Miles Austin for 27 yards. Miles Austin fumbles, ball out of bounds at ATL-28",0.830,3.710
4,12:14,1,10,ATL 28,14,24,Tony Romo sacked by Stephen Nicholas for -4 yards,3.710,2.630
4,11:03,2,14,ATL 32,14,24,Tony Romo pass incomplete short left intended for Miles Austin,2.630,1.950
4,10:57,3,14,ATL 32,14,24,Tony Romo pass complete short right to Patrick Crayton for 4 yards (tackle by Thomas DeCoud),1.950,1.590
4,10:15,4,10,ATL 28,14,27,Nick Folk 46 yard field goal good,1.590,3.000
4,,,,DAL 30,14,27,"David Buehler kicks off 76 yards, touchback",0.000,0.280
4,10:10,1,10,ATL 20,14,27,"Matt Ryan sacked by Jay Ratliff for -5 yards. Matt Ryan fumbles (forced by Jay Ratliff), recovered by Justin Peelle at ATL-15. Penalty on Harvey Dahl: Face Mask (15 Yards) (Declined)",0.280,-1.070
4,9:40,2,15,ATL 15,14,27,Matt Ryan pass incomplete short right intended for Roddy White,-1.070,-1.860
4,9:37,3,15,ATL 15,14,27,Matt Ryan pass complete short middle to Michael Jenkins for 13 yards (tackle by Bobby Carpenter),-1.860,-1.500
4,8:55,4,2,ATL 28,14,33,"Michael Koenen punts 45 yards, returned by Patrick Crayton for 73 yards, touchdown",-1.500,-7.000
4,,,,ATL 2,14,34,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,14,34,"David Buehler kicks off 76 yards, touchback",0.000,0.280
4,8:38,1,10,ATL 20,14,34,Matt Ryan pass complete short middle to Roddy White for 12 yards (tackle by Orlando Scandrick and Bobby Carpenter),0.280,1.070
4,8:11,1,10,ATL 32,14,34,Matt Ryan pass complete short middle to Jason Snelling for 10 yards (tackle by Bobby Carpenter),1.070,1.730
4,7:43,1,10,ATL 42,14,34,Matt Ryan pass incomplete,1.730,1.190
4,7:35,2,10,ATL 42,14,34,Matt Ryan pass complete short left to Marty Booker for 14 yards (tackle by Mike Jenkins),1.190,2.650
,,,,,,,"ATL challenged the fumble ruling, and the original play was overturned.",,
4,7:07,1,10,DAL 44,14,34,"Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Terence Newman). Roddy White fumbles (forced by Terence Newman), ball out of bounds at DAL-39",2.650,2.780
4,6:37,2,5,DAL 39,14,34,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards (tackle by Terence Newman),2.780,3.580
4,6:12,1,10,DAL 30,14,34,Matt Ryan pass incomplete,3.580,3.030
4,6:06,2,10,DAL 30,14,34,Matt Ryan pass complete short left to Brian Finneran for 5 yards (tackle by Orlando Scandrick),3.030,3.010
4,6:06,3,5,DAL 25,14,34,"Penalty on Justin Blalock: False Start, 5 yards (no play)",3.010,2.340
4,5:19,3,10,DAL 30,14,34,Matt Ryan pass incomplete short middle intended for Michael Jenkins (defended by Alan Ball),2.340,1.410
4,5:13,4,10,DAL 30,20,34,"Matt Ryan pass complete short left to Eric Weems for 30 yards, touchdown",1.410,7.000
4,,,,DAL 2,21,34,Jason Elam kicks extra point good,0.000,0.000
4,,,,ATL 30,21,34,Michael Koenen kicks onside 13 yards,0.000,2.720
4,5:06,1,10,ATL 43,21,34,Marion Barber left end for 3 yards (tackle by Erik Coleman),2.720,2.580
4,4:18,2,7,ATL 40,21,34,Felix Jones right tackle for 1 yard (tackle by Stephen Nicholas),2.580,2.010
4,4:13,,,,21,34,Timeout #2 by Atlanta Falcons,0.000,2.010
4,4:13,3,6,ATL 39,21,34,Tony Romo pass complete short right to Jason Witten for 15 yards (tackle by Thomas DeCoud),2.010,3.970
4,4:07,1,10,ATL 24,21,34,Marion Barber middle for no gain (tackle by Erik Coleman and Mike Peterson),3.970,3.430
4,3:22,2,10,ATL 24,21,34,Marion Barber right guard for 1 yard (tackle by Curtis Lofton and Mike Peterson),3.430,2.870
4,3:15,,,,21,34,Timeout #3 by Atlanta Falcons,0.000,2.870
4,3:15,3,9,ATL 23,21,34,Marion Barber left tackle for 7 yards (tackle by Erik Coleman),2.870,2.500
4,2:26,,,,21,34,Timeout #1 by Dallas Cowboys,0.000,2.500
4,2:26,4,2,ATL 16,21,37,Nick Folk 34 yard field goal good,2.500,3.000
4,,,,DAL 30,21,37,"David Buehler kicks off 75 yards, returned by Eric Weems for 29 yards (tackle by Pat Watkins)",0.000,0.540
4,2:16,1,10,ATL 24,21,37,Matt Ryan pass incomplete deep right intended for Roddy White is intercepted by Orlando Scandrick at ATL-41,0.540,-2.850
4,2:09,1,10,ATL 41,21,37,Marion Barber right end for 11 yards (tackle by Thomas DeCoud),2.850,3.580
4,2:00,1,10,ATL 30,21,37,Tony Romo kneels for -1 yards,3.580,2.900
4,1:10,2,11,ATL 31,21,37,Tony Romo kneels for no gain,2.900,2.210
4,0:30,3,11,ATL 31,21,37,Tony Romo kneels for -1 yards,2.210,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
