Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
1,9:16,3,1,DEN 42,0,7,Jake Plummer pass incomplete intended for Stephen Alexander,1.090,-0.590
1,9:10,4,1,DEN 42,0,7,Todd Sauerbrun punts 38 yards,-0.590,-0.280
1,9:02,1,10,BUF 20,0,7,"Kelly Holcomb pass complete to Roscoe Parrish for 11 yards (tackle by D.J. Williams). Penalty on D.J. Williams: Unnecessary Roughness, 15 yards",0.280,1.990
1,8:46,1,10,BUF 46,0,7,"Willis McGahee right guard for 4 yards (tackle by John Lynch and Ian Gold). Penalty on Chris Villarrial: Offensive Holding, 10 yards (no play)",1.990,1.330
1,8:23,1,20,BUF 36,0,7,"Shaud Williams right tackle for 3 yards (tackle by Curome Cox). Penalty on Gerard Warren: Defensive Offside, 5 yards (no play)",1.330,1.660
1,8:03,1,15,BUF 41,0,7,Shaud Williams right end for -2 yards (tackle by Al Wilson),1.660,0.510
1,7:21,2,17,BUF 39,0,7,Kelly Holcomb pass incomplete intended for Eric Moulds (defended by Al Wilson),0.510,-0.160
1,7:17,3,17,BUF 39,0,7,Shaud Williams left guard for 9 yards (tackle by Ebenezer Ekuban and Nick Ferguson),-0.160,-0.190
1,6:41,4,8,BUF 48,0,7,"Brian Moorman punts 52 yards, touchback",-0.190,-0.280
1,6:33,1,10,DEN 20,0,7,Mike Anderson left tackle for no gain (tackle by Angelo Crowell and Justin Bannan),0.280,-0.270
1,5:57,2,10,DEN 20,0,7,Mike Anderson left guard for 15 yards (tackle by Nate Clements and Terrence McGee),-0.270,1.270
1,5:18,1,10,DEN 35,0,7,Jake Plummer pass complete to Rod Smith for 24 yards (tackle by Nate Clements),1.270,2.850
1,4:33,1,10,BUF 41,0,7,"Tatum Bell left guard for 1 yard (tackle by Justin Bannan and Tim Anderson). Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",2.850,2.190
1,4:15,1,20,DEN 49,0,7,Jake Plummer pass incomplete intended for Ashley Lelie,2.190,0.960
1,4:09,2,20,DEN 49,0,7,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Terrence McGee and Angelo Crowell),0.960,1.350
1,3:24,3,12,BUF 43,0,7,Jake Plummer pass incomplete intended for Rod Smith,1.350,0.400
1,3:20,4,12,BUF 43,0,7,"Todd Sauerbrun punts 32 yards, fair catch by Roscoe Parrish",0.400,0.370
1,3:12,1,10,BUF 11,0,7,"Kelly Holcomb sacked by Gerard Warren for -10 yards. Penalty on Gerard Warren: Defensive Offside, 5 yards (no play)",-0.370,0.170
1,2:48,1,5,BUF 16,0,7,Kelly Holcomb pass complete to Lee Evans for 2 yards (tackle by Champ Bailey),0.170,0.000
1,2:10,2,3,BUF 18,0,7,Kelly Holcomb pass incomplete (defended by Gerard Warren),0.000,-0.600
1,2:05,3,3,BUF 18,0,7,Kelly Holcomb pass complete to Eric Moulds for 15 yards (tackle by Nick Ferguson),-0.600,1.140
1,1:20,1,10,BUF 33,0,7,Kelly Holcomb pass incomplete intended for Lee Evans,1.140,0.590
1,1:14,2,10,BUF 33,0,7,Willis McGahee left guard for 3 yards (tackle by Al Wilson and Demetrin Veal),0.590,0.300
1,0:34,3,7,BUF 36,0,7,Kelly Holcomb pass incomplete intended for Eric Moulds,0.300,-0.980
1,0:30,4,7,BUF 36,0,7,"Brian Moorman punts 40 yards, fair catch by Charlie Adams",-0.980,-0.540
1,0:21,1,10,DEN 24,0,7,Jake Plummer pass incomplete intended for Mike Anderson (defended by Tim Anderson),0.540,0.000
1,0:16,2,10,DEN 24,0,7,"Jake Plummer pass complete to Rod Smith for 11 yards (tackle by Nate Clements). Rod Smith fumbles (forced by Nate Clements), recovered by Nate Clements at DEN-35",0.000,-3.250
1,0:07,1,10,DEN 35,0,7,Willis McGahee up the middle for -2 yards (tackle by Champ Bailey),3.250,2.430
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,DEN 37,0,7,Kelly Holcomb pass complete to Daimon Shelton for 9 yards (tackle by Al Wilson and Nick Ferguson),2.430,2.940
2,14:21,3,3,DEN 28,0,7,"Penalty on BUF: Illegal Substitution, 5 yards (no play)",2.940,2.280
2,13:59,3,8,DEN 33,0,7,Kelly Holcomb pass incomplete intended for Lee Evans,2.280,1.150
2,13:54,4,8,DEN 33,0,7,"Brian Moorman punts 33 yards, touchback",1.150,-0.280
2,13:45,1,10,DEN 20,0,7,Mike Anderson right tackle for 5 yards (tackle by Aaron Schobel),0.280,0.410
2,13:08,2,5,DEN 25,0,7,Mike Anderson right tackle for 4 yards (tackle by London Fletcher and Angelo Crowell),0.410,0.230
2,12:32,3,1,DEN 29,0,7,Mike Anderson left guard for no gain (tackle by Justin Bannan),0.230,-1.440
2,11:42,4,1,DEN 29,0,7,Todd Sauerbrun punts 30 yards,-1.440,-1.660
2,11:39,1,10,BUF 41,0,7,Kelly Holcomb pass complete to Eric Moulds for 27 yards (tackle by Nick Ferguson and Ian Gold),1.660,3.450
2,10:56,1,10,DEN 32,0,7,"Penalty on Chris Villarrial: False Start, 5 yards (no play)",3.450,3.120
2,10:37,1,15,DEN 37,0,7,Kelly Holcomb sacked by Al Wilson for -5 yards,3.120,1.550
2,10:04,2,20,DEN 42,0,7,Kelly Holcomb pass incomplete intended for Lee Evans,1.550,0.890
2,10:00,3,20,DEN 42,0,7,"Penalty on Chris Villarrial: False Start, 5 yards (no play)",0.890,0.230
2,10:00,3,25,DEN 47,0,7,Kelly Holcomb pass complete to Willis McGahee for 2 yards,0.230,0.270
2,9:41,4,23,DEN 45,0,7,"Brian Moorman punts 38 yards. Penalty on Jim Leonhard: Ineligible Downfield Kic (Offsetting), Penalty on Charlie Adams: Unnecessary Roughness (Offsetting) (no play)",0.270,0.270
2,9:28,4,23,DEN 45,0,7,"Brian Moorman punts 30 yards, fair catch by Charlie Adams",0.270,0.220
2,9:23,1,10,DEN 15,0,7,Jake Plummer pass complete to Rod Smith for 34 yards (tackle by Troy Vincent),-0.220,2.190
2,9:02,1,10,DEN 49,0,7,Jake Plummer pass incomplete intended for Stephen Alexander (defended by Jeff Posey),2.190,1.650
2,8:56,2,10,DEN 49,0,7,Jake Plummer pass complete to Rod Smith for 14 yards (tackle by Troy Vincent),1.650,3.120
2,8:23,1,10,BUF 37,0,7,Tatum Bell right guard for no gain (tackle by Justin Bannan and Aaron Schobel),3.120,2.570
2,7:46,2,10,BUF 37,0,7,Jake Plummer pass incomplete intended for Rod Smith,2.570,1.880
2,7:42,3,10,BUF 37,0,7,Jake Plummer pass incomplete intended for Charlie Adams,1.880,0.790
2,7:38,4,10,BUF 37,0,7,"Todd Sauerbrun punts 22 yards, fair catch by Roscoe Parrish",0.790,0.220
2,7:30,1,10,BUF 15,0,7,Willis McGahee up the middle for 7 yards (tackle by D.J. Williams),-0.220,0.350
2,6:51,2,3,BUF 22,0,7,Kelly Holcomb pass incomplete intended for Lee Evans (defended by Domonique Foxworth),0.350,-0.510
2,6:48,3,3,BUF 22,0,7,"Kelly Holcomb pass complete to Roscoe Parrish for 5 yards (tackle by Curome Cox). Penalty on BUF: Illegal Shift, 5 yards (no play)",-0.510,-1.120
2,6:21,3,8,BUF 17,0,7,Kelly Holcomb pass complete to Lee Evans for 3 yards (tackle by John Engelberger),-1.120,-2.030
2,5:45,4,5,BUF 20,0,7,"Brian Moorman punts 52 yards, returned by Charlie Adams for -1 yards (tackle by Jabari Greer)",-2.030,-0.740
2,5:34,1,10,DEN 27,0,7,"Jake Plummer pass incomplete intended for Jeb Putzier. Penalty on Cooper Carlisle: Offensive Holding, 10 yards (no play)",0.740,-0.170
2,5:29,1,20,DEN 17,0,7,Jake Plummer sacked by Jeff Posey for 0 yards,-0.170,-1.290
2,4:45,2,20,DEN 17,0,7,Jake Plummer pass complete to Jeb Putzier for 28 yards (tackle by Lawyer Milloy),-1.290,1.930
2,4:01,1,10,DEN 45,0,7,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Angelo Crowell and Nate Clements),1.930,2.460
2,3:24,2,2,BUF 47,0,7,Mike Anderson right tackle for 4 yards (tackle by Terrence McGee and Jeff Posey),2.460,2.720
2,2:42,1,10,BUF 43,0,7,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Chris Kelsay),2.720,3.260
2,2:07,2,2,BUF 35,0,7,Tatum Bell right guard for 8 yards (tackle by Troy Vincent and Lawyer Milloy),3.260,3.780
2,2:00,1,10,BUF 27,0,7,Jake Plummer left end for 18 yards (tackle by Angelo Crowell),3.780,5.140
2,1:52,1,9,BUF 9,0,7,"Tatum Bell left tackle for 5 yards. Penalty on Jeb Putzier: Offensive Holding, 10 yards",5.140,4.440
2,1:47,1,14,BUF 14,0,7,Jake Plummer pass incomplete intended for Rod Smith (defended by Tim Anderson),4.440,3.580
2,1:44,2,14,BUF 14,0,7,Jake Plummer pass incomplete intended for Rod Smith,3.580,3.000
2,1:37,3,14,BUF 14,0,7,"Jake Plummer pass incomplete intended for Stephen Alexander. Penalty on Eric King: Roughing the Passer, 7 yards",3.000,5.600
2,1:34,1,7,BUF 7,0,7,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Terrence McGee),5.600,4.760
2,1:29,2,7,BUF 7,0,7,Mike Anderson right tackle for 4 yards (tackle by Tim Anderson and Angelo Crowell),4.760,4.720
2,0:51,,,,0,7,Timeout #2 by Denver Broncos,0.000,4.720
2,0:51,3,3,BUF 3,6,7,"Jake Plummer pass complete to Rod Smith for 3 yards, touchdown",4.720,7.000
2,,,,BUF 2,7,7,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,7,"Todd Sauerbrun kicks off 63 yards, returned by Terrence McGee for 27 yards (tackle by Todd Devoe)",0.000,1.200
2,0:35,1,10,BUF 34,7,7,Kelly Holcomb pass incomplete intended for Shaud Williams (defended by Al Wilson),1.200,0.660
2,0:28,2,10,BUF 34,7,7,Kelly Holcomb pass complete to Eric Moulds for 9 yards (tackle by Nick Ferguson and John Engelberger),0.660,1.160
2,0:12,3,1,BUF 43,7,7,"Kelly Holcomb up the middle for 2 yards (tackle by Ebenezer Ekuban). Penalty on Chris Villarrial: Unnecessary Roughness, 15 yards",1.160,0.940
2,0:09,1,10,BUF 30,7,7,Shaud Williams right guard for 28 yards (tackle by Trevor Pryce),0.940,2.790
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,7,7,"Rian Lindell kicks off 52 yards, returned by Cecil Sapp for 8 yards (tackle by Mario Haggan). Penalty on Sam Aiken: Offside on Free Kick, 5 yards",0.000,1.000
3,14:55,1,10,DEN 31,7,7,Ashley Lelie left end for 13 yards (tackle by Nate Clements),1.000,1.860
3,14:28,1,10,DEN 44,7,7,Jake Plummer pass incomplete intended for Rod Smith,1.860,1.320
3,14:25,2,10,DEN 44,7,7,Jake Plummer pass complete to Stephen Alexander for 7 yards (tackle by Angelo Crowell and Jeff Posey),1.320,1.550
3,13:46,3,3,BUF 49,7,7,Jake Plummer pass complete to Jeb Putzier for 5 yards (tackle by Eric King),1.550,2.650
3,13:07,1,10,BUF 44,7,7,Mike Anderson right guard for no gain (tackle by London Fletcher and Tim Anderson),2.650,2.110
3,12:27,2,10,BUF 44,7,7,Jake Plummer pass incomplete intended for Mike Anderson,2.110,1.420
3,12:23,3,10,BUF 44,7,7,Jake Plummer pass complete to Ashley Lelie for 40 yards,1.420,6.280
3,11:42,1,4,BUF 4,7,7,Mike Anderson left guard for 3 yards (tackle by London Fletcher and Tim Anderson),6.280,5.910
3,11:05,,,,7,7,Timeout #1 by Denver Broncos,0.000,5.910
3,11:05,2,1,BUF 1,7,7,Jake Plummer pass incomplete intended for Stephen Alexander,5.910,5.170
3,10:59,3,1,BUF 1,13,7,"Jake Plummer pass complete to Wesley Duke for 1 yard, touchdown",5.170,7.000
3,,,,BUF 2,14,7,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,14,7,"Todd Sauerbrun kicks off 64 yards, returned by Terrence McGee for 19 yards (tackle by Todd Devoe)",0.000,0.610
3,10:46,1,10,BUF 25,14,7,"Kelly Holcomb pass complete to Willis McGahee for 14 yards (tackle by Michael Myers). Penalty on Trevor Pryce: Roughing the Passer, 15 yards",0.610,2.520
3,10:16,,,,14,7,Timeout #1 by Buffalo Bills,0.000,2.520
3,10:16,1,10,DEN 46,14,7,Josh Reed right end for -3 yards (tackle by Ian Gold),2.520,1.570
3,9:31,2,13,DEN 49,14,7,Kelly Holcomb pass complete to Eric Moulds for 12 yards (tackle by Ian Gold),1.570,2.480
3,8:46,3,1,DEN 37,14,7,Willis McGahee right end for 5 yards (tackle by D.J. Williams),2.480,3.450
3,8:04,1,10,DEN 32,14,7,Kelly Holcomb pass complete to Eric Moulds for 8 yards (tackle by D.J. Williams),3.450,3.980
3,7:24,2,2,DEN 24,14,7,Willis McGahee up the middle for 6 yards (tackle by Nick Ferguson),3.980,4.370
3,6:42,1,10,DEN 18,14,7,Shaud Williams up the middle for 5 yards (tackle by Trevor Pryce and D.J. Williams),4.370,4.610
3,6:02,2,5,DEN 13,14,7,Shaud Williams up the middle for no gain (tackle by Al Wilson),4.610,3.820
3,5:20,3,5,DEN 13,14,7,Kelly Holcomb pass incomplete intended for Josh Reed (defended by Al Wilson),3.820,2.620
3,5:14,4,5,DEN 13,14,10,Rian Lindell 31 yard field goal good,2.620,3.000
3,,,,BUF 30,14,10,"Rian Lindell kicks off 45 yards, returned by John Engelberger for 5 yards",,
3,5:08,1,10,DEN 30,14,10,Jake Plummer pass incomplete intended for Rod Smith,0.940,0.390
,,,,,,,"BUF challenged the ruling, and the original play was overturned.",,
3,5:03,2,10,DEN 30,14,10,"Jake Plummer pass complete to Jeb Putzier for 7 yards (tackle by Angelo Crowell). Penalty on Angelo Crowell: Illegal Contact, 5 yards (no play)",0.390,1.270
3,4:36,1,10,DEN 35,14,10,Tatum Bell left tackle for 22 yards (tackle by Angelo Crowell),1.270,2.720
3,4:06,1,10,BUF 43,14,10,Tatum Bell left guard for 1 yard (tackle by Chris Kelsay and Tim Anderson),2.720,2.310
3,3:25,2,9,BUF 42,14,10,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Nate Clements),2.310,3.380
3,2:58,1,10,BUF 33,14,10,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Terrence McGee),3.380,4.050
3,2:21,2,1,BUF 24,14,10,Tatum Bell right tackle for 2 yards (tackle by London Fletcher),4.050,4.110
3,1:42,1,10,BUF 22,14,10,Mike Anderson left guard for 9 yards (tackle by Angelo Crowell and Aaron Schobel),4.110,5.060
3,1:09,2,1,BUF 13,14,10,Mike Anderson up the middle for 2 yards (tackle by Sam Adams),5.060,4.840
3,0:27,1,10,BUF 11,20,10,"Mike Anderson right guard for 11 yards, touchdown",4.840,7.000
3,,,,BUF 2,21,10,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,21,10,"Todd Sauerbrun kicks off 58 yards, returned by Terrence McGee for 19 yards (tackle by Keith Burns). Penalty on Coy Wire: Offensive Holding, 10 yards",0.000,0.280
3,0:11,1,10,BUF 20,21,10,Kelly Holcomb pass incomplete intended for Eric Moulds,0.280,-0.270
3,0:05,2,10,BUF 20,21,10,Kelly Holcomb pass complete to Willis McGahee for -2 yards (tackle by Michael Myers),-0.270,-1.330
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,BUF 18,21,10,Kelly Holcomb pass complete to Shaud Williams for 10 yards (tackle by Al Wilson),-1.330,-1.500
4,14:25,4,2,BUF 28,21,10,"Brian Moorman punts 47 yards, returned by Charlie Adams for 4 yards (tackle by Coy Wire). Charlie Adams fumbles, recovered by Keith Burns at DEN-29",-1.500,-0.870
4,14:11,1,10,DEN 29,21,10,Tatum Bell left tackle for -1 yards (tackle by Aaron Schobel),0.870,0.190
4,13:33,2,11,DEN 28,21,10,Tatum Bell up the middle for 5 yards (tackle by Tim Anderson),0.190,0.170
4,12:52,3,6,DEN 33,21,10,Jake Plummer pass complete to Tatum Bell for 9 yards (tackle by Tim Anderson and Jim Leonhard),0.170,1.730
4,12:10,1,10,DEN 42,21,10,Tatum Bell left tackle for -2 yards (tackle by Ryan Denney and Tim Anderson),1.730,0.920
4,11:29,2,12,DEN 40,21,10,"Jake Plummer pass complete to Jeb Putzier for 23 yards (tackle by Terrence McGee). Jeb Putzier fumbles (forced by Terrence McGee), recovered by Jeb Putzier at BUF-37",0.920,3.120
4,10:55,1,10,BUF 37,21,10,Jake Plummer pass complete to Stephen Alexander for 5 yards (tackle by Lawyer Milloy),3.120,3.250
4,10:17,2,5,BUF 32,21,10,Jake Plummer pass incomplete intended for Ashley Lelie,3.250,2.540
4,10:08,3,5,BUF 32,21,10,Jake Plummer pass complete to Mike Anderson for 4 yards (tackle by Ryan Denney and Angelo Crowell),2.540,1.720
4,9:21,4,1,BUF 28,21,10,Jake Plummer up the middle for 2 yards (tackle by Justin Bannan),1.720,3.840
4,8:39,1,10,BUF 26,21,10,Tatum Bell left tackle for 2 yards (tackle by London Fletcher),3.840,3.570
4,7:58,2,8,BUF 24,21,10,Tatum Bell left guard for 6 yards (tackle by Justin Bannan),3.570,3.750
4,7:15,3,2,BUF 18,21,10,Tatum Bell up the middle for 1 yard (tackle by London Fletcher and Aaron Schobel),3.750,2.460
4,6:44,,,,21,10,Timeout #2 by Denver Broncos,0.000,2.460
4,6:44,4,1,BUF 17,21,10,Mike Anderson right guard for 2 yards (tackle by Lawyer Milloy),2.460,4.580
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
4,6:11,1,10,BUF 15,21,10,Mike Anderson left tackle for 9 yards (tackle by Troy Vincent),4.580,5.600
4,5:55,2,1,BUF 6,27,10,"Mike Anderson left guard for 6 yards, touchdown",5.600,7.000
4,,,,BUF 2,28,10,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,28,10,"Todd Sauerbrun kicks off 56 yards, returned by Terrence McGee for 28 yards (tackle by Domonique Foxworth)",0.000,1.730
4,5:42,1,10,BUF 42,28,10,Kelly Holcomb pass complete to Shaud Williams for 5 yards (tackle by Curome Cox),1.730,1.860
4,5:13,2,5,BUF 47,28,10,Kelly Holcomb pass complete to Eric Moulds for 4 yards (tackle by Domonique Foxworth),1.860,1.690
4,4:45,3,1,DEN 49,28,10,Kelly Holcomb pass complete to Josh Reed for 10 yards (tackle by John Lynch and Sam Brandon),1.690,2.980
4,4:18,1,10,DEN 39,28,10,Kelly Holcomb pass incomplete intended for Lee Evans (defended by Champ Bailey),2.980,2.440
4,4:13,2,10,DEN 39,28,10,"Penalty on Kelly Holcomb: Delay of Game, 5 yards (no play)",2.440,1.770
4,4:13,2,15,DEN 44,28,10,"Penalty on Trevor Pryce: Encroachment, 5 yards (no play)",1.770,2.440
4,4:13,2,10,DEN 39,28,10,"Kelly Holcomb pass complete to Eric Moulds for 5 yards. Penalty on Ebenezer Ekuban: Unnecessary Roughness, 15 yards",2.440,4.310
4,4:05,1,10,DEN 19,28,10,Kelly Holcomb pass incomplete intended for Roscoe Parrish (defended by Sam Brandon),4.310,3.750
4,4:00,2,10,DEN 19,28,16,"Kelly Holcomb pass complete to Joe Burns for 19 yards, touchdown",3.750,7.000
4,,,,DEN 2,28,17,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,28,17,Rian Lindell kicks onside 9 yards,0.000,2.980
4,3:47,1,10,BUF 39,28,17,Mike Anderson up the middle for no gain (tackle by Aaron Schobel),2.980,2.440
4,3:05,2,10,BUF 39,28,17,Mike Anderson up the middle for 3 yards (tackle by Justin Bannan),2.440,2.150
4,2:20,3,7,BUF 36,28,17,Mike Anderson left guard for 8 yards (tackle by London Fletcher and Justin Bannan),2.150,3.710
4,2:00,1,10,BUF 28,28,17,Mike Anderson up the middle for 5 yards (tackle by Angelo Crowell),3.710,3.840
4,1:55,,,,28,17,Timeout #3 by Buffalo Bills,0.000,3.840
4,1:55,2,5,BUF 23,28,17,Mike Anderson up the middle for 2 yards (tackle by Lawyer Milloy and Justin Bannan),3.840,3.400
4,1:09,3,3,BUF 21,28,17,Mike Anderson left tackle for 5 yards (tackle by Lawyer Milloy),3.400,4.510
4,0:25,1,10,BUF 16,28,17,Jake Plummer kneels for -1 yards,4.510,3.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
