Quarter,Time,Down,ToGo,Location,CIN,DET,Detail,EPB,EPA
1,10:30,2,10,CIN 32,3,0,Carson Palmer pass complete to T.J. Houshmandzadeh for 8 yards (tackle by Wali Rainer),0.530,0.890
1,9:56,3,2,CIN 40,3,0,Carson Palmer pass complete to Kelley Washington for 12 yards (tackle by Dre' Bly and James Davis),0.890,2.390
1,9:26,1,10,DET 48,3,0,Rudi Johnson left end for 7 yards (tackle by Kenoy Kennedy),2.390,2.790
1,9:01,2,3,DET 41,3,0,Carson Palmer pass complete to Chad Johnson for 19 yards (tackle by Dre' Bly),2.790,4.110
1,8:39,1,10,DET 22,3,0,Rudi Johnson left end for 4 yards (tackle by Bracy Walker and LeVar Woods),4.110,4.130
1,7:58,2,6,DET 18,9,0,"Carson Palmer pass complete to Kelley Washington for 18 yards, touchdown",4.130,7.000
1,,,,DET 2,10,0,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,10,0,"Shayne Graham kicks off 47 yards, muffed catch by Bill Swancutt, recovered by Shawn Bryson and returned for no gain",0.000,0.480
1,7:47,1,10,DET 23,10,0,Jeff Garcia pass complete to Scottie Vines for 8 yards (tackle by Tory James),0.480,1.010
1,7:14,2,2,DET 31,10,0,Artose Pinner up the middle for 2 yards (tackle by Shaun Smith),1.010,1.140
1,6:31,1,10,DET 33,10,0,Artose Pinner left tackle for 1 yard (tackle by Kevin Kaesviharn),1.140,0.730
1,5:53,2,9,DET 34,10,0,Jeff Garcia pass incomplete intended for Sean McHugh is intercepted by John Thornton at DET-45,0.730,-2.590
1,5:47,1,10,DET 45,10,0,Carson Palmer pass complete to Reggie Kelly for 7 yards (tackle by Dre' Bly),2.590,2.990
1,5:20,2,3,DET 38,10,0,Carson Palmer pass complete to Chad Johnson for 9 yards (tackle by Dre' Bly),2.990,3.640
1,4:53,1,10,DET 29,10,0,Carson Palmer pass incomplete intended for Kelley Washington,3.640,3.100
1,4:47,2,10,DET 29,10,0,Carson Palmer pass complete to T.J. Houshmandzadeh for 11 yards (tackle by R.W. McQuarters),3.100,4.370
1,4:16,1,10,DET 18,10,0,Carson Palmer pass complete to Reggie Kelly for 16 yards (tackle by Bracy Walker),4.370,6.740
1,3:48,,,,10,0,Timeout #1 by Detroit Lions,0.000,6.740
1,3:48,1,2,DET 2,10,0,Rudi Johnson left tackle for 1 yard (tackle by Dan Wilkinson),6.740,5.910
1,3:05,2,1,DET 1,16,0,"Carson Palmer pass complete to Chad Johnson for 1 yard, touchdown",5.910,7.000
1,,,,DET 2,17,0,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,17,0,"Shayne Graham kicks off 62 yards, returned by R.W. McQuarters for 18 yards (tackle by Tony Stewart)",0.000,0.670
1,2:53,1,10,DET 26,17,0,Artose Pinner right tackle for -1 yards (tackle by John Thornton),0.670,-0.010
1,2:13,2,11,DET 25,17,0,Jeff Garcia for 2 yards (tackle by Brian Simmons),-0.010,-0.430
1,1:37,3,9,DET 27,17,0,Jeff Garcia pass complete to Shawn Bryson for 13 yards (tackle by Deltha O'Neal),-0.430,1.600
1,0:54,1,10,DET 40,17,0,Jeff Garcia sacked by Brian Simmons for -4 yards,1.600,0.510
1,0:16,2,14,DET 36,17,0,Jeff Garcia pass complete to Artose Pinner for 10 yards (tackle by Anthony Mitchell),0.510,1.160
Quarter,Time,Down,ToGo,Location,CIN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,DET 46,17,0,Jeff Garcia pass complete to Marcus Pollard for 17 yards (tackle by Landon Johnson),1.160,3.120
2,14:18,1,10,CIN 37,17,0,Artose Pinner left tackle for 6 yards (tackle by Kevin Kaesviharn and Landon Johnson),3.120,3.380
2,13:34,2,4,CIN 31,17,0,Jeff Garcia pass complete to Charles Rogers for 26 yards (tackle by Tory James and Keiwan Ratliff),3.380,6.060
2,12:46,1,5,CIN 5,17,6,"Jeff Garcia pass complete to Roy Williams for 5 yards, touchdown",6.060,7.000
2,,,,CIN 2,17,7,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,17,7,"Jason Hanson kicks off 70 yards, returned by Tab Perry for 29 yards (tackle by Andre' Goodman)",0.000,0.870
2,12:35,1,10,CIN 29,17,7,Rudi Johnson right tackle for no gain (tackle by James Hall),0.870,0.330
2,12:02,2,10,CIN 29,17,7,Carson Palmer pass incomplete intended for Tony Stewart,0.330,-0.360
2,11:56,3,10,CIN 29,17,7,"Carson Palmer pass complete to Chad Johnson for 20 yards (tackle by R.W. McQuarters). Penalty on Shaun Rogers: Roughing the Passer, 15 yards",-0.360,3.180
2,11:30,1,10,DET 36,17,7,Rudi Johnson right tackle for 14 yards (tackle by R.W. McQuarters and Keith Smith),3.180,4.110
2,11:01,1,10,DET 22,17,7,Carson Palmer pass incomplete intended for Chad Johnson (defended by Dre' Bly),4.110,3.560
2,10:53,2,10,DET 22,17,7,Carson Palmer pass complete to T.J. Houshmandzadeh for 13 yards,3.560,5.140
2,10:27,1,9,DET 9,17,7,Rudi Johnson up the middle for no gain (tackle by LeVar Woods),5.140,4.380
2,9:51,2,9,DET 9,17,7,Carson Palmer pass complete to Jeremi Johnson for 2 yards (tackle by Kenoy Kennedy and James Davis),4.380,3.810
2,9:27,3,7,DET 7,23,7,"Carson Palmer pass complete to T.J. Houshmandzadeh for 7 yards, touchdown",3.810,7.000
2,,,,DET 2,24,7,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,24,7,"Shayne Graham kicks off 64 yards, returned by R.W. McQuarters for 15 yards (tackle by Patrick Body)",0.000,0.340
2,9:15,1,10,DET 21,24,7,Jeff Garcia pass complete to Marcus Pollard for 22 yards (tackle by Deltha O'Neal),0.340,1.800
2,8:44,1,10,DET 43,24,7,Artose Pinner up the middle for 1 yard (tackle by Landon Johnson),1.800,1.390
2,8:07,2,9,DET 44,24,7,Jeff Garcia pass incomplete intended for Roy Williams is intercepted by Deltha O'Neal at CIN-43 and returned for 9 yards,1.390,-2.390
2,8:00,1,10,DET 48,24,7,Carson Palmer pass complete to Chad Johnson for 5 yards (tackle by Dre' Bly),2.390,2.520
2,7:29,2,5,DET 43,24,7,Rudi Johnson right end for no gain (tackle by Bracy Walker),2.520,1.820
2,6:47,3,5,DET 43,24,7,Carson Palmer pass complete to Kelley Washington for 10 yards (tackle by R.W. McQuarters),1.820,3.380
2,6:17,1,10,DET 33,24,7,"Carson Palmer pass complete to Chad Johnson for 15 yards (tackle by R.W. McQuarters). Penalty on Levi Jones: Offensive Holding, 10 yards (no play)",3.380,2.720
2,5:46,1,20,DET 43,24,7,Carson Palmer sacked by Shaun Rogers for -8 yards,2.720,0.410
2,5:12,2,28,CIN 49,24,7,Carson Palmer pass complete to Matt Schobel for 6 yards (tackle by Kenoy Kennedy),0.410,0.560
2,4:41,3,22,DET 45,24,7,"Carson Palmer pass incomplete intended for Chad Johnson. Penalty on Shaun Cody: Roughing the Passer (Offsetting), Penalty on Chad Johnson: Offensive Pass Interfere (Offsetting) (no play)",0.560,0.560
2,4:23,3,22,DET 45,24,7,Carson Palmer pass incomplete intended for Kelley Washington is intercepted by Andre' Goodman at DET-18 and returned for 21 yards,0.560,-1.530
2,4:19,1,10,DET 39,24,7,Jeff Garcia pass complete to Scottie Vines for 7 yards (tackle by Kevin Kaesviharn),1.530,1.930
2,3:46,2,3,DET 46,24,7,Shawn Bryson left tackle for 2 yards (tackle by John Thornton and Odell Thurman),1.930,1.490
2,3:05,3,1,DET 48,24,7,Jeff Garcia pass incomplete intended for Shawn Bryson (defended by Rashad Bauman),1.490,-0.190
2,3:00,4,1,DET 48,24,7,"Nick Harris punts 40 yards, returned by Keiwan Ratliff for 3 yards (tackle by Sean McHugh)",-0.190,0.220
2,2:48,1,10,CIN 15,24,7,Carson Palmer pass incomplete intended for Kelley Washington (defended by Shaun Rogers),-0.220,-0.710
2,2:48,2,10,CIN 15,24,7,"Penalty on Shaun Rogers: Defensive Offside, 5 yards (no play)",-0.710,0.080
2,2:44,2,5,CIN 20,24,7,Rudi Johnson right tackle for 14 yards (tackle by Shaun Rogers),0.080,1.200
2,2:15,1,10,CIN 34,24,7,Carson Palmer pass complete to Kelley Washington for 8 yards (tackle by Andre' Goodman),1.200,1.740
2,2:00,2,2,CIN 42,24,7,Carson Palmer pass complete to Chad Johnson for 8 yards (tackle by Dre' Bly),1.740,2.260
2,1:53,1,10,DET 50,24,7,Carson Palmer pass incomplete intended for Chad Johnson is intercepted by Dre' Bly at DET-34 and returned for 4 yards,2.260,-1.470
2,1:46,1,10,DET 38,24,7,Jeff Garcia pass complete to Roy Williams for 14 yards (tackle by Kevin Kaesviharn). Penalty on Rashad Bauman: Defensive Holding (Declined),1.470,2.390
2,1:39,1,10,CIN 48,24,7,Jeff Garcia pass incomplete intended for Roy Williams is intercepted by Tory James at CIN-19,2.390,-0.150
2,1:28,1,10,CIN 19,24,7,Rudi Johnson up the middle for 8 yards (tackle by Nate Wayne),0.150,0.750
2,0:47,2,2,CIN 27,24,7,Rudi Johnson left tackle for 5 yards (tackle by Nate Wayne),0.750,1.070
2,0:40,,,,24,7,Timeout #1 by Cincinnati Bengals,0.000,1.070
2,0:40,1,10,CIN 32,24,7,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by Keith Smith),1.070,0.530
2,0:34,2,10,CIN 32,24,7,"Penalty on Bobbie Williams: False Start, 5 yards (no play)",0.530,-0.150
2,0:34,2,15,CIN 27,24,7,Rudi Johnson up the middle for 2 yards (tackle by Kalimba Edwards),-0.150,-0.560
Quarter,Time,Down,ToGo,Location,CIN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,24,7,"Jason Hanson kicks off 38 yards, returned by Matt Schobel for 4 yards (tackle by Wali Rainer)",0.000,1.330
3,14:58,1,10,CIN 36,24,7,Rudi Johnson up the middle for 2 yards (tackle by Dan Wilkinson),1.330,1.060
3,14:17,2,8,CIN 38,24,7,Carson Palmer pass complete to Chad Johnson for 20 yards (tackle by Dre' Bly),1.060,2.790
3,14:04,1,10,DET 42,24,7,Carson Palmer pass incomplete intended for Rudi Johnson,2.790,2.240
3,13:57,2,10,DET 42,24,7,Rudi Johnson up the middle for -3 yards (tackle by Shaun Cody),2.240,1.160
3,13:16,3,13,DET 45,24,7,Carson Palmer pass complete to T.J. Houshmandzadeh for 16 yards (tackle by R.W. McQuarters),1.160,3.640
3,12:42,1,10,DET 29,24,7,Carson Palmer right end for 8 yards (tackle by Andre' Goodman),3.640,4.180
3,11:55,2,2,DET 21,24,7,Carson Palmer pass complete to Chad Johnson for 3 yards (tackle by Dre' Bly),4.180,4.370
3,11:35,1,10,DET 18,24,7,Rudi Johnson left tackle for no gain (tackle by James Hall),4.370,3.800
3,10:59,2,10,DET 18,24,7,Carson Palmer pass complete to Jeremi Johnson for no gain,3.800,3.050
3,10:18,3,10,DET 18,24,7,Carson Palmer pass complete to Matt Schobel for 14 yards (tackle by R.W. McQuarters and Andre' Goodman),3.050,6.280
3,9:37,1,4,DET 4,30,7,"Rudi Johnson right end for 4 yards, touchdown",6.280,7.000
3,,,,DET 2,31,7,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,31,7,"Shayne Graham kicks off 62 yards, returned by R.W. McQuarters for 27 yards (tackle by Caleb Miller)",0.000,1.270
3,9:25,1,10,DET 35,31,7,Artose Pinner up the middle for 3 yards (tackle by Robert Geathers),1.270,1.130
3,8:54,2,7,DET 38,31,7,Artose Pinner left tackle for 19 yards (tackle by Kevin Kaesviharn),1.130,2.720
3,8:12,1,10,CIN 43,31,7,Artose Pinner right tackle for 2 yards (tackle by Justin Smith),2.720,2.450
3,7:33,2,8,CIN 41,31,7,Jeff Garcia pass complete to Artose Pinner for 1 yard (tackle by Rashad Bauman),2.450,1.880
3,6:48,3,7,CIN 40,31,7,Jeff Garcia pass complete to Scottie Vines for 12 yards (tackle by Keiwan Ratliff),1.880,3.710
3,6:19,1,10,CIN 28,31,7,Jeff Garcia pass incomplete intended for Roy Williams,3.710,3.170
3,6:13,2,10,CIN 28,31,7,Artose Pinner left tackle for 1 yard (tackle by Kevin Kaesviharn),3.170,2.610
3,5:33,3,9,CIN 27,31,7,Jeff Garcia pass incomplete intended for Roy Williams (defended by Odell Thurman),2.610,1.670
3,5:27,4,9,CIN 27,31,10,Jason Hanson 45 yard field goal good,1.670,3.000
3,,,,DET 30,31,10,"Jason Hanson kicks off 65 yards, returned by Tab Perry for 15 yards (tackle by Matt Grootegoed)",0.000,0.280
3,5:16,1,10,CIN 20,31,10,Chad Johnson right end for 9 yards (tackle by Kenoy Kennedy),0.280,0.950
3,4:49,2,1,CIN 29,31,10,"Penalty on Kalimba Edwards: Defensive Offside, 5 yards (no play)",0.950,1.200
3,4:27,1,10,CIN 34,31,10,Rudi Johnson up the middle for 2 yards (tackle by LeVar Woods),1.200,0.930
3,3:58,2,8,CIN 36,31,10,Rudi Johnson up the middle for 2 yards (tackle by LeVar Woods),0.930,0.500
3,3:19,3,6,CIN 38,31,10,Carson Palmer pass complete to Kevin Walter for 12 yards (tackle by Andre' Goodman),0.500,2.260
3,2:54,1,10,DET 50,31,10,"Carson Palmer pass complete to Jeremi Johnson for 9 yards (tackle by R.W. McQuarters and Andre' Goodman). Penalty on Rich Braham: Chop Block, 15 yards (no play)",2.260,1.270
3,2:25,1,25,CIN 35,31,10,Carson Palmer sacked by LeVar Woods for -1 yards,1.270,-0.450
3,1:56,2,26,CIN 34,31,10,Carson Palmer pass complete to Rudi Johnson for 14 yards (tackle by Dre' Bly),-0.450,0.760
3,1:07,3,12,CIN 48,31,10,Carson Palmer pass incomplete intended for Kevin Walter (defended by Kalimba Edwards),0.760,-0.190
3,1:02,4,12,CIN 48,31,10,Kyle Larson punts 51 yards,-0.190,0.380
3,0:50,1,10,DET 1,31,10,Jeff Garcia pass complete to Scottie Vines for no gain,-0.380,-0.780
3,0:14,2,10,DET 1,31,10,Artose Pinner left tackle for 4 yards (tackle by Anthony Mitchell),-0.780,-0.950
Quarter,Time,Down,ToGo,Location,CIN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,DET 5,31,10,Jeff Garcia pass complete to Marcus Pollard for 3 yards (tackle by Landon Johnson),-0.950,-2.490
4,14:24,4,3,DET 8,31,10,"Nick Harris punts 47 yards, returned by Keiwan Ratliff for 3 yards (tackle by Cory Schlesinger)",-2.490,-2.130
4,14:12,1,10,CIN 48,31,10,Rudi Johnson left end for -1 yards (tackle by Cory Redding),2.130,1.450
4,13:31,2,11,CIN 47,31,10,Rudi Johnson up the middle for 33 yards (tackle by Keith Smith),1.450,4.240
4,12:54,1,10,DET 20,31,10,"Carson Palmer pass complete to Chad Johnson for no gain. Chad Johnson fumbles (forced by Dre' Bly), ball out of bounds at DET-20",4.240,3.690
4,12:29,2,10,DET 20,31,10,Jeremi Johnson right tackle for 5 yards (tackle by Dan Wilkinson),3.690,3.700
4,11:51,3,5,DET 15,31,10,Carson Palmer pass complete to Chad Johnson for 9 yards (tackle by Dre' Bly),3.700,5.830
4,11:34,,,,31,10,Timeout #1 by Detroit Lions,0.000,5.830
4,11:34,1,6,DET 6,31,10,"Rudi Johnson left end for -1 yards (tackle by Kenoy Kennedy and Shaun Cody). Penalty on Eric Steinbach: Offensive Holding, 10 yards (no play)",5.830,4.310
4,11:08,1,16,DET 16,37,10,"Rudi Johnson left tackle for 16 yards, touchdown",4.310,7.000
4,,,,DET 2,38,10,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,38,10,"Shayne Graham kicks off 57 yards, returned by Glenn Martinez for 18 yards (tackle by Marcus Wilkins)",0.000,1.000
4,10:53,1,10,DET 31,38,10,Joey Harrington pass complete to Artose Pinner for 7 yards (tackle by Odell Thurman and Jonathan Fanene),1.000,1.410
4,10:12,2,3,DET 38,38,10,Artose Pinner right tackle for 6 yards (tackle by Deltha O'Neal),1.410,1.860
4,9:32,1,10,DET 44,38,10,Joey Harrington pass complete to Cory Schlesinger for 8 yards (tackle by Brian Simmons and Odell Thurman),1.860,2.400
4,8:46,2,2,CIN 48,38,10,Joey Harrington pass complete to Charles Rogers for 10 yards (tackle by Deltha O'Neal),2.400,3.050
4,8:04,1,10,CIN 38,38,10,Joey Harrington pass complete to Roy Williams for 8 yards (tackle by Caleb Miller),3.050,3.590
4,7:22,2,2,CIN 30,38,10,"Penalty on Damien Woody: False Start, 5 yards (no play)",3.590,2.910
4,6:58,2,7,CIN 35,38,10,Joey Harrington pass incomplete intended for Shawn Bryson,2.910,2.210
4,6:54,3,7,CIN 35,38,16,"Joey Harrington pass complete to Charles Rogers for 35 yards, touchdown",2.210,7.000
4,,,,CIN 2,38,17,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,38,17,Jason Hanson kicks onside 7 yards,0.000,3.120
4,6:43,1,10,DET 37,38,17,Jeremi Johnson right tackle for 5 yards (tackle by James Davis),3.120,3.250
4,6:05,2,5,DET 32,38,17,Jon Kitna pass complete to Chad Johnson for 5 yards,3.250,3.780
4,5:45,1,10,DET 27,38,17,Jon Kitna pass complete to Jeremi Johnson for 1 yard (tackle by LeVar Woods),3.780,3.370
4,5:08,2,9,DET 26,38,17,Jeremi Johnson up the middle for -1 yards (tackle by Marcus Bell),3.370,2.540
4,4:29,3,10,DET 27,38,17,Jon Kitna up the middle for 11 yards (tackle by Bracy Walker),2.540,4.510
4,3:42,1,10,DET 16,38,17,Jeremi Johnson left tackle for 2 yards (tackle by Dre' Bly),4.510,4.210
4,3:00,2,8,DET 14,38,17,"Jeremi Johnson up the middle for -1 yards (tackle by Marcus Bell). Jeremi Johnson fumbles (forced by Marcus Bell), recovered by Levi Jones at DET-15",4.210,3.220
4,2:03,3,9,DET 15,38,17,Jon Kitna pass incomplete intended for Tab Perry (defended by Andre' Goodman),3.220,2.440
4,1:59,4,9,DET 15,41,17,Shayne Graham 33 yard field goal good,2.440,3.000
4,,,,CIN 30,41,17,"Shayne Graham kicks off 66 yards, returned by Glenn Martinez for 24 yards (tackle by Caleb Miller)",0.000,0.810
4,1:48,1,10,DET 28,41,17,Artose Pinner left tackle for 5 yards (tackle by Robert Geathers),0.810,0.940
4,1:09,2,5,DET 33,41,17,Artose Pinner right end for no gain (tackle by Justin Smith),0.940,0.230
4,0:27,3,5,DET 33,41,17,Joey Harrington pass complete to Mike Williams for 9 yards (tackle by Tory James),0.230,1.730
4,0:21,1,10,DET 42,41,17,Artose Pinner up the middle for no gain (tackle by Landon Johnson),1.730,1.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
