Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
1,8:28,3,1,IND 32,0,7,Joseph Addai left guard for 3 yards (tackle by James Harrison and Larry Foote),0.430,1.270
1,7:52,1,10,IND 35,6,7,"Peyton Manning pass complete deep left to Reggie Wayne for 65 yards, touchdown",1.270,7.000
1,,,,PIT 2,7,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,IND 30,7,7,"Adam Vinatieri kicks off 64 yards, returned by Gary Russell for 23 yards (tackle by Nick Graham)",0.000,0.870
1,7:34,1,10,PIT 29,7,7,Mewelde Moore right guard for 2 yards (tackle by Bob Sanders and Freddie Keiaho),0.870,0.600
1,6:55,2,8,PIT 31,7,7,Ben Roethlisberger pass incomplete short middle intended for Matt Spaeth,0.600,-0.100
1,6:50,3,8,PIT 31,7,7,"Ben Roethlisberger sacked by Dwight Freeney for -6 yards. Ben Roethlisberger fumbles (forced by Dwight Freeney), recovered by Ben Roethlisberger at PIT-25",-0.100,-1.700
1,6:23,4,14,PIT 25,7,7,"Paul Ernster punts 43 yards, returned by Keiwan Ratliff for 3 yards (tackle by James Harrison). Penalty on Nick Graham: Offensive Holding, 10 yards",-1.700,-0.610
1,6:15,1,10,IND 25,7,7,Joseph Addai right end for -1 yards (tackle by Lawrence Timmons),0.610,-0.070
1,5:49,2,11,IND 24,7,7,Peyton Manning pass incomplete short left intended for Dallas Clark,-0.070,-0.760
1,5:45,3,11,IND 24,7,7,Peyton Manning pass complete short left to Dallas Clark for 14 yards (tackle by Lawrence Timmons),-0.760,1.470
1,5:24,1,10,IND 38,7,7,Joseph Addai up the middle for no gain (tackle by Aaron Smith and Lawrence Timmons),1.470,0.920
1,4:48,2,10,IND 38,7,7,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Deshea Townsend),0.920,1.420
1,4:11,3,1,IND 47,7,7,Joseph Addai right guard for 2 yards (tackle by James Harrison),1.420,2.190
1,3:35,1,10,IND 49,7,7,Peyton Manning sacked by Aaron Smith for -11 yards,2.190,0.160
1,2:59,2,21,IND 38,7,7,Peyton Manning pass incomplete short right intended for Joseph Addai,0.160,-0.490
1,2:55,3,21,IND 38,7,7,"Penalty on Mike Pollak: False Start, 5 yards (no play)",-0.490,-1.150
1,2:55,3,26,IND 33,7,7,Peyton Manning pass incomplete deep left intended for Reggie Wayne,-1.150,-1.180
1,2:50,4,26,IND 33,7,7,Hunter Smith punts 52 yards (tackle by Tyjuan Hagler),-1.180,-0.480
1,2:40,1,10,PIT 23,7,7,Mewelde Moore right tackle for -2 yards (tackle by Keyunta Dawson and Clint Session),0.480,-0.340
1,2:01,2,12,PIT 21,7,7,Ben Roethlisberger pass complete short middle to Hines Ward for 4 yards (tackle by Freddie Keiaho),-0.340,-0.490
1,1:23,3,8,PIT 25,7,7,Ben Roethlisberger pass complete deep middle to Hines Ward for 22 yards (tackle by Matt Giordano),-0.490,2.060
1,0:42,1,10,PIT 47,7,7,Mewelde Moore right guard for 1 yard (tackle by Darrell Reid and Josh Thomas),2.060,1.650
1,0:02,2,9,PIT 48,7,7,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,1.650,0.960
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,PIT 48,7,7,Ben Roethlisberger pass complete short left to Mewelde Moore for 10 yards (tackle by Robert Mathis),0.960,2.790
2,14:14,1,10,IND 42,7,7,Ben Roethlisberger pass complete deep right to Hines Ward for 41 yards (tackle by Bob Sanders),2.790,6.970
2,13:23,1,1,IND 1,7,13,"Mewelde Moore left guard for 1 yard, touchdown",6.970,7.000
2,,,,IND 2,7,14,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,14,"Jeff Reed kicks off 66 yards, returned by Pierre Garcon for 18 yards (tackle by Patrick Bailey)",0.000,0.410
2,13:16,1,10,IND 22,7,14,Dominic Rhodes right end for 4 yards (tackle by Deshea Townsend and Aaron Smith),0.410,0.410
2,12:38,2,6,IND 26,7,14,Peyton Manning pass complete short left to Reggie Wayne for 8 yards (tackle by James Harrison),0.410,1.200
2,12:03,1,10,IND 34,7,14,Peyton Manning pass incomplete deep left intended for Reggie Wayne (defended by Ike Taylor),1.200,0.660
2,11:59,2,10,IND 34,7,14,Peyton Manning pass incomplete short middle intended for Dallas Clark,0.660,-0.030
2,11:54,3,10,IND 34,7,14,Peyton Manning pass incomplete short middle intended for Reggie Wayne (defended by Ike Taylor),-0.030,-1.110
2,11:49,4,10,IND 34,7,14,"Penalty on Philip Wheeler: False Start, 5 yards (no play)",-1.110,-1.440
2,11:49,4,15,IND 29,7,14,"Hunter Smith punts 40 yards, returned by Santonio Holmes for 5 yards (tackle by Nick Graham)",-1.440,-1.330
2,11:40,1,10,PIT 36,7,14,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes,1.330,0.790
2,11:35,2,10,PIT 36,7,14,Mewelde Moore left guard for 1 yard (tackle by Bob Sanders),0.790,0.230
2,10:52,3,9,PIT 37,7,14,Ben Roethlisberger pass complete short right to Matt Spaeth for 6 yards (tackle by Gary Brackett),0.230,-0.520
2,10:14,4,3,PIT 43,7,14,"Paul Ernster punts 41 yards, fair catch by Keiwan Ratliff",-0.520,0.140
2,10:06,1,10,IND 16,7,14,Peyton Manning sacked by James Harrison for -1 yards,-0.140,-0.780
2,9:42,2,11,IND 15,7,14,Joseph Addai left tackle for 5 yards (tackle by Lawrence Timmons),-0.780,-0.820
2,9:00,3,6,IND 20,7,14,Peyton Manning pass incomplete deep right intended for Marvin Harrison,-0.820,-2.030
2,8:54,4,6,IND 20,7,14,"Hunter Smith punts 38 yards, fair catch by Santonio Holmes",-2.030,-1.730
2,8:46,1,10,PIT 42,7,14,Mewelde Moore left end for 2 yards (tackle by Keiwan Ratliff),1.730,1.460
2,8:05,2,8,PIT 44,7,14,Mewelde Moore left tackle for 9 yards (tackle by Freddie Keiaho and Robert Mathis),1.460,2.460
2,7:20,1,10,IND 47,7,14,Ben Roethlisberger pass complete short left to Mewelde Moore for 5 yards (tackle by Freddie Keiaho),2.460,2.590
2,6:36,2,5,IND 42,7,14,Ben Roethlisberger pass incomplete short right intended for Hines Ward,2.590,1.880
2,6:33,3,5,IND 42,7,14,Ben Roethlisberger pass complete short middle to Matt Spaeth for 13 yards (tackle by Antoine Bethea),1.880,3.640
2,5:51,1,10,IND 29,7,14,Mewelde Moore right tackle for 1 yard (tackle by Freddie Keiaho and Gary Brackett),3.640,3.240
2,5:10,2,9,IND 28,7,14,Ben Roethlisberger pass complete short right to Mewelde Moore for 4 yards (tackle by Freddie Keiaho),3.240,3.070
2,4:26,3,5,IND 24,7,14,Ben Roethlisberger pass incomplete short right intended for Hines Ward,3.070,1.920
2,4:22,4,5,IND 24,7,17,Jeff Reed 42 yard field goal good,1.920,3.000
2,,,,PIT 30,7,17,"Jeff Reed kicks off 65 yards, returned by Pierre Garcon for 25 yards (tackle by Ike Taylor)",0.000,0.940
2,4:12,1,10,IND 30,7,17,Joseph Addai left end for 1 yard (tackle by James Farrior and Larry Foote),0.940,0.530
2,3:33,2,9,IND 31,7,17,Peyton Manning pass incomplete short right intended for Joseph Addai,0.530,-0.160
2,3:27,3,9,IND 31,7,17,Peyton Manning pass complete deep middle to Marvin Harrison for 19 yards (tackle by Ike Taylor),-0.160,2.260
2,2:54,1,10,IND 50,7,17,Peyton Manning pass incomplete deep middle intended for Marvin Harrison,2.260,1.710
2,2:48,2,10,IND 50,7,17,Joseph Addai right end for 11 yards (tackle by Troy Polamalu),1.710,2.980
2,2:08,1,10,PIT 39,7,17,Peyton Manning pass complete short left to Dominic Rhodes for 7 yards (tackle by Larry Foote),2.980,3.390
2,2:00,2,3,PIT 32,7,17,"Penalty on Ryan Diem: False Start, 5 yards (no play)",3.390,2.710
2,2:00,2,8,PIT 37,7,17,Peyton Manning pass incomplete short left intended for Dallas Clark,2.710,2.020
2,1:56,3,8,PIT 37,7,17,Peyton Manning pass incomplete short right intended for Dallas Clark (defended by Troy Polamalu),2.020,0.790
2,1:52,,,,7,17,Timeout #1 by Pittsburgh Steelers,0.000,0.790
2,1:52,4,8,PIT 37,7,17,Hunter Smith punts 29 yards,0.790,0.380
2,1:43,1,10,PIT 8,7,17,Mewelde Moore left guard for 1 yard (tackle by Robert Mathis),-0.380,-0.710
2,1:37,,,,7,17,Timeout #1 by Indianapolis Colts,0.000,-0.710
2,1:37,2,9,PIT 9,7,17,Ben Roethlisberger pass complete short middle to Matt Spaeth for 7 yards (tackle by Gary Brackett),-0.710,-0.480
2,1:30,,,,7,17,Timeout #2 by Indianapolis Colts,0.000,-0.480
2,1:30,3,2,PIT 16,7,17,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes is intercepted by Keiwan Ratliff at PIT-32 and returned for 2 yards (tackle by Sean McHugh),-0.480,-3.580
2,1:24,1,10,PIT 30,7,17,Peyton Manning pass incomplete deep right intended for Marvin Harrison,3.580,3.030
2,1:19,2,10,PIT 30,7,17,Peyton Manning pass complete short right to Marvin Harrison for 12 yards (tackle by William Gay),3.030,4.370
2,0:55,1,10,PIT 18,7,17,Peyton Manning pass complete short left to Anthony Gonzalez for 4 yards (tackle by Ike Taylor),4.370,4.430
2,0:35,2,6,PIT 14,7,17,"Peyton Manning pass incomplete short middle intended for Dallas Clark. Penalty on Deshea Townsend: Defensive Holding, 5 yards (no play)",4.430,5.140
2,0:28,1,9,PIT 9,7,17,Peyton Manning pass incomplete short right intended for Dallas Clark,5.140,4.380
2,0:23,2,9,PIT 9,7,17,Dominic Rhodes left end for 7 yards (tackle by Ike Taylor),4.380,4.950
2,0:09,,,,7,17,Timeout #3 by Indianapolis Colts,0.000,4.950
2,0:09,3,2,PIT 2,13,17,"Peyton Manning pass complete short middle to Dallas Clark for 2 yards, touchdown",4.950,7.000
2,,,,PIT 2,14,17,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,14,17,"Adam Vinatieri kicks off 39 yards, returned by Matt Spaeth for 3 yards (tackle by Chad Simpson)",0.000,1.200
2,0:06,1,10,PIT 34,14,17,Ben Roethlisberger kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,14,17,"Jeff Reed kicks off 59 yards, returned by Pierre Garcon for 15 yards (tackle by Patrick Bailey)",0.000,0.670
3,14:56,1,10,IND 26,14,17,Joseph Addai left guard for 1 yard (tackle by Aaron Smith and Brett Keisel),0.670,0.270
3,14:21,2,9,IND 27,14,17,Peyton Manning pass complete short right to Dallas Clark for 8 yards (tackle by Lawrence Timmons),0.270,0.630
3,13:44,3,1,IND 35,14,17,Peyton Manning pass complete short left to Anthony Gonzalez for 12 yards (tackle by Ike Taylor). Penalty on Deshea Townsend: Defensive Holding (Declined),0.630,2.060
3,13:29,1,10,IND 47,14,17,Peyton Manning pass complete short middle to Anthony Gonzalez for 6 yards (tackle by Brett Keisel),2.060,2.330
3,12:46,2,4,PIT 47,14,17,Peyton Manning pass complete short left to Reggie Wayne for 12 yards (tackle by Ryan Clark),2.330,3.250
3,12:00,1,10,PIT 35,14,17,Peyton Manning pass complete short right to Marvin Harrison for 6 yards (tackle by James Harrison),3.250,3.510
3,11:21,2,4,PIT 29,14,17,Peyton Manning pass complete short left to Pierre Garcon for 2 yards (tackle by Ike Taylor),3.510,3.070
3,10:35,3,2,PIT 27,14,17,Joseph Addai up the middle for 2 yards (tackle by Nick Eason and Chris Hoke),3.070,3.910
3,9:38,1,10,PIT 25,14,17,Dominic Rhodes right guard for 3 yards (tackle by James Farrior),3.910,3.770
3,9:01,2,7,PIT 22,14,17,Peyton Manning pass complete short middle to Anthony Gonzalez for 4 yards (tackle by Troy Polamalu),3.770,3.660
3,8:23,3,3,PIT 18,14,17,Peyton Manning pass incomplete deep right intended for Marvin Harrison,3.660,2.350
3,8:18,4,3,PIT 18,17,17,Adam Vinatieri 36 yard field goal good,2.350,3.000
3,,,,IND 30,17,17,"Adam Vinatieri kicks off 69 yards, returned by Gary Russell for 39 yards (tackle by Adam Vinatieri)",0.000,1.600
3,8:07,1,10,PIT 40,17,17,Ben Roethlisberger pass complete short right to Sean McHugh for 2 yards (tackle by Tim Jennings),1.600,1.320
3,7:29,2,8,PIT 42,17,17,Mewelde Moore right guard for 4 yards (tackle by Eric Foster),1.320,1.160
3,6:44,3,4,PIT 46,17,17,Ben Roethlisberger pass complete short right to Mewelde Moore for 6 yards (tackle by Melvin Bullitt),1.160,2.390
3,6:02,1,10,IND 48,17,17,Ben Roethlisberger pass incomplete short middle intended for Mewelde Moore,2.390,1.850
3,5:56,2,10,IND 48,17,17,Ben Roethlisberger pass complete short left to Hines Ward for 5 yards (tackle by Melvin Bullitt),1.850,1.820
3,5:25,3,5,IND 43,17,17,Ben Roethlisberger pass incomplete short right intended for Hines Ward (defended by Bob Sanders),1.820,0.400
3,5:21,4,5,IND 43,17,17,"Paul Ernster punts 29 yards, fair catch by Keiwan Ratliff",0.400,0.280
3,5:14,1,10,IND 14,17,17,Joseph Addai right guard for -1 yards (tackle by James Harrison and Brett Keisel),-0.280,-0.850
3,4:32,2,11,IND 13,17,17,Peyton Manning pass complete short right to Joseph Addai for 12 yards (tackle by James Farrior),-0.850,0.610
3,4:01,1,10,IND 25,17,17,Joseph Addai left end for 2 yards (tackle by Troy Polamalu and James Harrison),0.610,0.330
3,3:16,2,8,IND 27,17,17,Peyton Manning pass incomplete short left intended for Reggie Wayne,0.330,-0.360
3,3:13,3,8,IND 27,17,17,Peyton Manning pass complete deep middle to Reggie Wayne for 16 yards (tackle by Ryan Clark),-0.360,1.800
3,2:27,1,10,IND 43,17,17,Dominic Rhodes right end for -1 yards (tackle by James Harrison and Nick Eason),1.800,1.120
3,1:51,2,11,IND 42,17,17,Peyton Manning pass incomplete deep middle intended for Anthony Gonzalez (defended by Deshea Townsend),1.120,0.430
3,1:47,3,11,IND 42,17,17,Peyton Manning pass incomplete deep left intended for Anthony Gonzalez (defended by Tyrone Carter),0.430,-0.590
3,1:39,4,11,IND 42,17,17,"Hunter Smith punts 51 yards, returned by Santonio Holmes for 23 yards (tackle by Clint Session)",-0.590,-0.940
3,1:24,1,10,PIT 30,17,17,Mewelde Moore right tackle for -1 yards (tackle by Tim Jennings),0.940,0.260
3,0:48,2,11,PIT 29,17,17,Ben Roethlisberger pass complete short middle to Matt Spaeth for 12 yards (tackle by Antoine Bethea),0.260,1.660
3,0:07,1,10,PIT 41,17,17,Mewelde Moore left tackle for 1 yard (tackle by Freddie Keiaho and Keyunta Dawson),1.660,1.260
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,PIT 42,17,17,Ben Roethlisberger pass complete short middle to Hines Ward for 7 yards (tackle by Antoine Bethea),1.260,1.490
4,14:19,3,2,PIT 49,17,17,Ben Roethlisberger pass complete deep middle to Hines Ward for 17 yards (tackle by Freddie Keiaho),1.490,3.310
4,13:38,1,10,IND 34,17,17,Mewelde Moore left tackle for no gain (tackle by Keyunta Dawson and Antoine Bethea),3.310,2.770
4,12:58,2,10,IND 34,17,17,Ben Roethlisberger pass complete short left to Nate Washington for 8 yards (tackle by Keiwan Ratliff),2.770,3.140
4,12:15,3,2,IND 26,17,17,Ben Roethlisberger pass complete short right to Nate Washington for 6 yards (tackle by Keiwan Ratliff),3.140,4.240
4,11:35,1,10,IND 20,17,17,Mewelde Moore left guard for 6 yards (tackle by Matt Giordano),4.240,4.640
4,11:00,2,4,IND 14,17,17,Mewelde Moore left tackle for 9 yards (tackle by Antoine Bethea and Darrell Reid),4.640,6.060
4,10:16,,,,17,17,Timeout #1 by Pittsburgh Steelers,0.000,6.060
4,10:16,1,5,IND 5,17,17,Mewelde Moore right guard for 4 yards (tackle by Antoine Bethea),6.060,5.910
4,9:41,2,1,IND 1,17,17,Mewelde Moore left guard for no gain (tackle by Eric Foster and Robert Mathis),5.910,5.170
4,9:04,3,1,IND 1,17,17,Mewelde Moore up the middle for no gain (tackle by Eric Foster),5.170,3.550
4,8:18,4,1,IND 1,17,17,"Penalty on Jeff Reed: Delay of Game, 5 yards (no play)",3.550,2.990
4,8:01,4,6,IND 6,17,20,Jeff Reed 24 yard field goal good,2.990,3.000
4,,,,PIT 30,17,20,"Jeff Reed kicks off 58 yards, returned by Pierre Garcon for 14 yards (tackle by Anthony Madison)",0.000,0.670
4,7:54,1,10,IND 26,17,20,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.670,0.130
4,7:49,2,10,IND 26,17,20,Peyton Manning pass complete short left to Reggie Wayne for 4 yards (tackle by Travis Kirschke),0.130,-0.030
4,7:06,3,6,IND 30,17,20,Peyton Manning pass complete short right to Joseph Addai for 1 yard (tackle by James Harrison),-0.030,-1.310
4,6:26,4,5,IND 31,17,20,"Hunter Smith punts 45 yards, returned by Santonio Holmes for 4 yards (tackle by Philip Wheeler)",-1.310,-0.810
4,6:13,1,10,PIT 28,17,20,Ben Roethlisberger pass complete short left to Santonio Holmes for -3 yards (tackle by Keiwan Ratliff),0.810,-0.140
4,5:35,2,13,PIT 25,17,20,Ben Roethlisberger pass complete short middle to Hines Ward for 9 yards (tackle by Antoine Bethea),-0.140,0.370
4,4:51,3,4,PIT 34,17,20,Ben Roethlisberger pass incomplete short middle intended for Santonio Holmes is intercepted by Tim Jennings at PIT-38 and returned for 6 yards (tackle by Ben Roethlisberger),0.370,-3.450
4,4:44,1,10,PIT 32,17,20,Dominic Rhodes left tackle for 9 yards (tackle by Tyrone Carter and William Gay),3.450,4.120
4,4:16,2,1,PIT 23,17,20,Dominic Rhodes right guard for no gain (tackle by Troy Polamalu and James Harrison),4.120,3.400
4,3:43,3,1,PIT 23,17,20,Dominic Rhodes right guard for 6 yards (tackle by James Harrison and Nick Eason),3.400,4.440
4,3:10,1,10,PIT 17,23,20,"Peyton Manning pass complete short right to Dominic Rhodes for 17 yards, touchdown",4.440,7.000
4,,,,PIT 2,24,20,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,24,20,"Adam Vinatieri kicks off 67 yards, returned by Gary Russell for 24 yards (tackle by Philip Wheeler)",0.000,0.740
4,2:56,1,10,PIT 27,24,20,Ben Roethlisberger pass complete short middle to Hines Ward for 7 yards (tackle by Bob Sanders),0.740,1.140
4,2:26,2,3,PIT 34,24,20,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,1.140,0.430
4,2:22,3,3,PIT 34,24,20,Ben Roethlisberger pass complete short middle to Matt Spaeth for 10 yards (tackle by Melvin Bullitt),0.430,1.860
4,2:00,1,10,PIT 44,24,20,Ben Roethlisberger pass complete short middle to Matt Spaeth for 5 yards (tackle by Gary Brackett),1.860,1.990
4,1:34,2,5,PIT 49,24,20,Ben Roethlisberger pass complete short middle to Mewelde Moore for 7 yards (tackle by Melvin Bullitt),1.990,2.650
4,1:06,1,10,IND 44,24,20,"Ben Roethlisberger pass incomplete short left intended for Santonio Holmes. Penalty on Robert Mathis: Defensive Offside, 5 yards (no play)",2.650,3.380
4,1:01,1,5,IND 39,24,20,Ben Roethlisberger pass complete short left to Santonio Holmes for 4 yards (tackle by Melvin Bullitt),3.380,3.330
4,0:55,2,1,IND 35,24,20,Ben Roethlisberger pass incomplete short left intended for Dallas Baker,3.330,2.610
4,0:51,3,1,IND 35,24,20,Mewelde Moore right guard for 3 yards (tackle by Gary Brackett and Eric Foster),2.610,3.450
4,0:48,1,10,IND 32,24,20,"Ben Roethlisberger pass incomplete short left intended for Mewelde Moore. Penalty on Max Starks: Offensive Holding, 10 yards (no play)",3.450,2.790
4,0:43,1,20,IND 42,24,20,Ben Roethlisberger sacked by Dwight Freeney for -7 yards,2.790,0.610
4,0:35,,,,24,20,Timeout #2 by Pittsburgh Steelers,0.000,0.610
4,0:35,2,27,IND 49,24,20,Ben Roethlisberger pass complete short left to Dallas Baker for 6 yards (tackle by Antoine Bethea),0.610,0.760
4,0:28,3,21,IND 43,24,20,Ben Roethlisberger pass complete short middle to Mewelde Moore for 16 yards (tackle by Bob Sanders),0.760,1.720
4,0:01,4,5,IND 27,24,20,Ben Roethlisberger pass incomplete deep right intended for Nate Washington is intercepted by Melvin Bullitt,1.720,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
