Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
1,0:28,1,10,NYG 25,0,0,Ricky Williams left guard for no gain (tackle by Brandon Short and Keith Hamilton),3.910,3.360
Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,NYG 25,0,0,Jay Fiedler pass incomplete intended for Derrius Thompson,3.360,2.680
2,14:57,3,10,NYG 25,0,0,Jay Fiedler pass incomplete intended for Charlie Rogers,2.680,1.800
2,14:52,4,10,NYG 25,3,0,Olindo Mare 43 yard field goal good,1.800,3.000
2,,,,MIA 30,3,0,"Olindo Mare kicks off 62 yards, returned by Brian Mitchell for no gain. Brian Mitchell fumbles, recovered by Brian Mitchell at NYG-8",0.000,0.150
2,14:38,1,10,NYG 19,3,0,Kerry Collins pass complete to Jim Finn for 5 yards (tackle by Sam Madison),0.150,0.340
2,14:12,2,5,NYG 24,3,0,Kerry Collins pass complete to Tiki Barber for 9 yards (tackle by Adewale Ogunleye),0.340,1.140
2,13:39,1,10,NYG 33,3,0,Tiki Barber right guard for 2 yards (tackle by Sammy Knight and Morlon Greenwood),1.140,0.860
2,13:04,2,8,NYG 35,3,0,Kerry Collins pass complete to Ike Hilliard for 4 yards (tackle by Sam Madison),0.860,0.700
2,12:26,3,4,NYG 39,3,0,Kerry Collins pass incomplete intended for Amani Toomer,0.700,-0.780
2,12:18,4,4,NYG 39,3,0,"Jeff Feagles punts 37 yards, fair catch by Charlie Rogers",-0.780,-0.540
2,12:10,1,10,MIA 24,3,0,Ricky Williams up the middle for no gain (tackle by Cornelius Griffin and Lance LeGree),0.540,0.000
2,11:34,2,10,MIA 24,3,0,Ricky Williams right guard for 1 yard (tackle by Keith Washington),0.000,-0.560
2,10:56,3,9,MIA 25,3,0,"Jay Fiedler sacked by Michael Strahan for -9 yards. Jay Fiedler fumbles (forced by Michael Strahan), recovered by Cornelius Griffin at MIA-16 (tackle by Seth McKinney)",-0.560,-4.510
2,10:45,1,10,MIA 16,3,0,Tiki Barber left end for 6 yards (tackle by Jamar Fletcher),4.510,4.970
2,10:10,2,4,MIA 10,3,0,Tiki Barber up the middle for 8 yards (tackle by Sammy Knight and Terrell Buckley),4.970,6.740
2,9:32,1,2,MIA 2,3,0,Kerry Collins pass incomplete intended for Amani Toomer,6.740,5.720
2,9:22,2,2,MIA 2,3,6,"Tiki Barber right end for 2 yards, touchdown",5.720,7.000
2,,,,MIA 2,3,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,NYG 30,3,7,"Matt Bryant kicks off 64 yards, returned by Charlie Rogers for 15 yards (tackle by David Tyree)",0.000,0.340
2,9:09,1,10,MIA 21,3,7,Jay Fiedler pass complete to Chris Chambers for 4 yards (tackle by Will Allen),0.340,0.340
2,8:33,2,6,MIA 25,3,7,Jay Fiedler pass complete to Rob Konrad for 7 yards (tackle by Micheal Barrow),0.340,1.070
2,8:02,1,10,MIA 32,9,7,"James McKnight right end for 68 yards, touchdown",1.070,7.000
2,,,,NYG 2,10,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,10,7,"Olindo Mare kicks off 50 yards, returned by Nick Greisen for 13 yards (tackle by Obafemi Ayanbadejo)",0.000,1.140
2,7:31,1,10,NYG 33,10,7,Kerry Collins sacked by Rob Burnett for -3 yards,1.140,0.190
2,7:19,2,13,NYG 30,10,7,Tiki Barber left tackle for -2 yards (tackle by Larry Chester),0.190,-0.760
2,6:40,3,15,NYG 28,10,7,"Kerry Collins pass incomplete intended for Ike Hilliard (defended by Terrell Buckley). Penalty on Rob Burnett: Defensive Offside (Declined), Penalty on Terrell Buckley: Illegal Contact, 5 yards (no play)",-0.760,1.140
2,6:30,1,10,NYG 33,10,7,Tiki Barber up the middle for 5 yards (tackle by Jeff Zgonina and Zach Thomas),1.140,1.270
2,5:59,2,5,NYG 38,10,7,Kerry Collins pass complete to Jeremy Shockey for 7 yards (tackle by Terrell Buckley),1.270,1.930
2,5:28,1,10,NYG 45,10,7,Delvin Joyce right guard for 2 yards (tackle by Jeff Zgonina and Zach Thomas),1.930,1.650
2,4:51,2,8,NYG 47,10,7,"Kerry Collins pass complete to Ike Hilliard for -1 yards (tackle by Terrell Buckley). Ike Hilliard fumbles (forced by Terrell Buckley), recovered by Terrell Buckley at NYG-46 (tackle by Rich Seubert)",1.650,-2.520
2,4:43,1,10,NYG 46,10,7,Ricky Williams left end for 1 yard (tackle by Shaun Williams and Nick Greisen),2.520,2.110
2,4:13,2,9,NYG 45,10,7,Jay Fiedler pass complete to Derrius Thompson for 6 yards (tackle by Will Allen),2.110,2.210
2,3:39,3,3,NYG 39,10,7,"Jay Fiedler pass complete to Ricky Williams for 9 yards (tackle by Omar Stoutmire). Ricky Williams fumbles (forced by Omar Stoutmire), ball out of bounds at NYG-30",2.210,3.580
2,2:55,1,10,NYG 30,10,7,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Shaun Williams),3.580,3.030
2,2:37,2,10,NYG 30,10,7,Jay Fiedler pass complete to Rob Konrad for 25 yards (tackle by Cornelius Griffin),3.030,6.060
2,2:00,1,5,NYG 5,10,7,Ricky Williams right end for no gain (tackle by Will Allen and Cornelius Griffin),6.060,5.150
2,1:46,,,,10,7,Timeout #1 by New York Giants,0.000,5.150
2,1:46,2,5,NYG 5,10,7,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Shaun Williams),5.150,4.260
2,1:38,3,5,NYG 5,10,7,Jay Fiedler pass incomplete intended for James McKnight (defended by Ralph Brown),4.260,3.010
2,1:33,4,5,NYG 5,13,7,Olindo Mare 23 yard field goal good,3.010,3.000
2,,,,MIA 30,13,7,"Olindo Mare kicks off 68 yards, returned by Tim Carter for 9 yards (tackle by Sam Simmons). Penalty on Wesly Mallard: Illegal Block Above the Waist, 5 yards",0.000,-0.380
2,1:20,1,10,NYG 6,13,7,Kerry Collins pass complete to Jim Finn for 4 yards (tackle by Junior Seau),-0.380,-0.490
2,1:08,,,,13,7,Timeout #1 by Miami Dolphins,0.000,-0.490
2,1:08,2,6,NYG 10,13,7,Kerry Collins pass complete to Amani Toomer for 21 yards (tackle by Sam Madison). Penalty on Patrick Surtain: Defensive Holding (Declined),-0.490,1.000
2,1:01,1,10,NYG 31,13,7,Kerry Collins pass complete to Tiki Barber for 5 yards (tackle by Zach Thomas),1.000,1.140
2,0:44,2,5,NYG 36,13,7,Kerry Collins pass complete to Tiki Barber for 5 yards (tackle by Sam Madison),1.140,1.660
2,0:36,1,10,NYG 41,13,7,Kerry Collins pass incomplete intended for Ike Hilliard,1.660,1.120
2,0:31,2,10,NYG 41,13,7,"Kerry Collins sacked by Jeff Zgonina and Adewale Ogunleye for -8 yards. Penalty on Arturo Freeman: Defensive Holding, 5 yards (no play)",1.120,1.990
2,0:23,1,10,NYG 46,13,7,Kerry Collins pass complete to Ike Hilliard for 12 yards (tackle by Terrell Buckley),1.990,2.790
2,0:17,1,10,MIA 42,13,7,Kerry Collins pass complete to Jeremy Shockey for 7 yards (tackle by Arturo Freeman),2.790,3.190
2,0:10,,,,13,7,Timeout #2 by New York Giants,0.000,3.190
2,0:10,2,3,MIA 35,13,7,Tiki Barber up the middle for 10 yards (tackle by Brock Marion),3.190,3.910
2,0:04,,,,13,7,Timeout #3 by New York Giants,0.000,3.910
2,0:04,1,10,MIA 25,13,10,Matt Bryant 43 yard field goal good,3.910,3.000
Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,13,10,"Jeff Feagles kicks off 50 yards, returned by Travis Minor for 19 yards (tackle by Kato Serwanga)",0.000,1.530
3,14:54,1,10,MIA 39,13,10,Jay Fiedler pass complete to Chris Chambers for 6 yards (tackle by Will Allen),1.530,1.800
3,14:21,2,4,MIA 45,13,10,Ricky Williams up the middle for no gain (tackle by Brandon Short and Michael Strahan),1.800,1.090
3,13:47,3,4,MIA 45,13,10,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Dhani Jones),1.090,-0.390
3,13:31,4,4,MIA 45,13,10,Matt Turk punts 39 yards,-0.390,0.140
3,13:17,1,10,NYG 16,13,10,Tiki Barber up the middle for 1 yard (tackle by Junior Seau and Jason Taylor),-0.140,-0.510
3,12:45,2,9,NYG 17,13,10,Kerry Collins pass complete to Jeremy Shockey for 20 yards (tackle by Junior Seau),-0.510,1.400
3,12:08,1,10,NYG 37,13,10,Tiki Barber up the middle for no gain (tackle by Jason Taylor),1.400,0.860
3,11:27,2,10,NYG 37,13,10,Kerry Collins pass incomplete intended for Tiki Barber,0.860,0.170
3,11:18,3,10,NYG 37,13,10,"Kerry Collins pass complete to Jeremy Shockey for 16 yards (tackle by Sam Madison). Penalty on Jeremy Shockey: Taunting, 15 yards",0.170,1.470
3,10:48,1,10,NYG 38,13,10,Kerry Collins pass complete to Jeremy Shockey for 4 yards (tackle by Junior Seau),1.470,1.460
3,10:10,2,6,NYG 42,13,10,Tiki Barber right tackle for 11 yards (tackle by Sammy Knight),1.460,2.460
3,9:31,1,10,MIA 47,13,10,Kerry Collins pass complete to Tiki Barber for 9 yards (tackle by Junior Seau),2.460,3.130
3,8:55,2,1,MIA 38,13,10,Tiki Barber left guard for -1 yards (tackle by Junior Seau),3.130,2.280
3,8:17,3,2,MIA 39,13,10,Kerry Collins pass complete to Jeremy Shockey for 5 yards (tackle by Junior Seau),2.280,3.310
3,7:43,1,10,MIA 34,13,10,Kerry Collins pass complete to Jim Finn for 5 yards (tackle by Brock Marion),3.310,3.450
3,7:18,2,5,MIA 29,13,10,Tiki Barber left guard for 1 yard (tackle by Jeff Zgonina),3.450,2.870
3,6:34,3,4,MIA 28,13,10,Kerry Collins pass complete to Amani Toomer for 10 yards (tackle by Arturo Freeman),2.870,4.370
3,5:47,1,10,MIA 18,13,10,"Kerry Collins pass complete to Marcellus Rivers for 6 yards (tackle by Brock Marion). Penalty on Sam Madison: Defensive Holding, 5 yards (no play)",4.370,4.710
3,5:18,1,10,MIA 13,13,10,Delvin Joyce up the middle for 2 yards (tackle by Jeff Zgonina and Zach Thomas),4.710,4.390
3,4:36,2,8,MIA 11,13,10,Kerry Collins pass incomplete intended for Jim Finn,4.390,3.450
3,4:28,3,8,MIA 11,13,10,Kerry Collins pass incomplete intended for Tim Carter,3.450,2.700
3,4:28,4,8,MIA 11,13,10,Jeff Feagles 29 yard field goal no good,2.700,-0.280
3,4:16,1,10,MIA 20,13,10,Ricky Williams right guard for 3 yards (tackle by Michael Strahan and Cornelius Griffin),0.280,0.140
3,3:44,2,7,MIA 23,13,10,Jay Fiedler pass complete to Obafemi Ayanbadejo for no gain,0.140,-0.560
3,3:03,3,7,MIA 23,13,10,Jay Fiedler pass complete to Ricky Williams for 11 yards (tackle by Michael Strahan),-0.560,1.200
3,2:24,1,10,MIA 34,13,10,Jay Fiedler pass complete to Derrius Thompson for 16 yards (tackle by Will Allen),1.200,2.260
3,1:39,1,10,NYG 50,13,10,"Ricky Williams left tackle for -3 yards (tackle by Will Allen). Penalty on Keith Hamilton: Defensive Holding, 5 yards (no play)",2.260,2.590
3,1:13,1,10,NYG 45,13,10,Jay Fiedler pass incomplete intended for Randy McMichael,2.590,2.040
3,0:57,2,10,NYG 45,13,10,Ricky Williams up the middle for 3 yards (tackle by Keith Hamilton and Keith Washington),2.040,1.750
3,0:19,3,7,NYG 42,13,10,Jay Fiedler pass complete to Chris Chambers for 9 yards (tackle by Will Allen),1.750,3.380
Quarter,Time,Down,ToGo,Location,MIA,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 33,13,10,Ricky Williams left end for 9 yards (tackle by Omar Stoutmire),3.380,4.050
4,14:25,2,1,NYG 24,13,10,"Jay Fiedler pass incomplete intended for Derrius Thompson. Penalty on Ricky Williams: Chop Block, 15 yards (no play)",4.050,2.030
4,14:12,2,16,NYG 39,13,10,Ricky Williams up the middle for 8 yards (tackle by Dhani Jones and Omar Stoutmire),2.030,2.410
4,13:30,3,8,NYG 31,13,10,Ricky Williams left guard for 1 yard (tackle by Michael Strahan and Kenny Holmes),2.410,1.410
4,13:30,4,7,NYG 30,16,10,Olindo Mare 48 yard field goal good,1.410,3.000
4,,,,MIA 30,16,10,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,12:46,1,10,NYG 20,16,10,Kerry Collins pass complete to Delvin Joyce for 5 yards (tackle by Sammy Knight),0.280,0.410
4,12:21,2,5,NYG 25,16,10,Delvin Joyce up the middle for 2 yards (tackle by Zach Thomas and Junior Seau),0.410,-0.030
4,11:40,3,3,NYG 27,16,10,Kerry Collins pass incomplete intended for Delvin Joyce,-0.030,-1.570
4,11:28,4,3,NYG 27,16,10,"Jeff Feagles punts 40 yards, returned by Charlie Rogers for 3 yards (tackle by Brian Mitchell)",-1.570,-1.330
4,11:15,1,10,MIA 36,16,10,"Jay Fiedler for 1 yard. Jay Fiedler fumbles, recovered by Jay Fiedler at MIA-36",1.330,0.930
4,10:36,2,9,MIA 37,16,10,Jay Fiedler pass complete to James McKnight for 8 yards (tackle by Will Allen),0.930,1.290
4,9:46,3,1,MIA 45,16,10,Jay Fiedler up the middle for 2 yards (tackle by William Joseph and Michael Strahan),1.290,2.060
4,9:08,1,10,MIA 47,16,10,Rob Konrad up the middle for 11 yards (tackle by Shaun Williams),2.060,2.790
4,8:30,1,10,NYG 42,16,10,Ricky Williams left end for 1 yard (tackle by Shaun Williams and Will Allen),2.790,2.380
4,7:45,2,9,NYG 41,16,10,Ricky Williams right guard for no gain (tackle by Keith Hamilton and Cornelius Griffin),2.380,1.680
4,6:57,3,9,NYG 41,16,10,Jay Fiedler pass complete to Randy McMichael for 24 yards (tackle by Shaun Williams),1.680,4.440
4,6:13,1,10,NYG 17,16,10,Ricky Williams left end for 7 yards (tackle by Shaun Williams),4.440,5.100
4,5:38,2,3,NYG 10,16,10,Rob Konrad left guard for 2 yards (tackle by Keith Hamilton and Brandon Short),5.100,4.800
4,4:51,3,1,NYG 8,16,10,"Ricky Williams left guard for 2 yards (tackle by Dhani Jones and Cornelius Griffin). Penalty on Keith Hamilton: Defensive Holding, 5 yards (no play)",4.800,6.510
4,4:41,1,3,NYG 3,16,10,Ricky Williams left guard for 2 yards (tackle by Kenny Holmes and Will Allen),6.510,5.910
4,4:26,,,,16,10,Timeout #1 by New York Giants,0.000,5.910
4,4:26,2,1,NYG 1,16,10,Jay Fiedler right guard for no gain (tackle by Michael Strahan and Kenny Holmes),5.910,5.170
4,4:20,,,,16,10,Timeout #2 by New York Giants,0.000,5.170
4,4:20,3,1,NYG 1,22,10,"Ricky Williams right guard for 1 yard, touchdown",5.170,7.000
4,,,,NYG 2,23,10,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,23,10,"Olindo Mare kicks off 69 yards, returned by Brian Mitchell for 29 yards (tackle by Tommy Hendricks)",0.000,0.940
4,4:08,1,10,NYG 30,23,10,Kerry Collins pass incomplete intended for Ike Hilliard,0.940,0.390
4,4:05,2,10,NYG 30,23,10,Kerry Collins pass complete to Jeremy Shockey for 19 yards (tackle by Sammy Knight),0.390,2.190
4,3:37,1,10,NYG 49,23,10,Kerry Collins pass complete to Tim Carter for 8 yards (tackle by Arturo Freeman),2.190,2.730
4,3:12,2,2,MIA 43,23,10,Kerry Collins pass complete to Jeremy Shockey for 6 yards (tackle by Arturo Freeman),2.730,3.120
4,2:55,1,10,MIA 37,23,10,Kerry Collins pass complete to Ike Hilliard for 22 yards (tackle by Terrell Buckley),3.120,4.580
4,2:33,1,10,MIA 15,23,10,Kerry Collins pass incomplete intended for Tim Carter is intercepted by Patrick Surtain at MIA-0,4.580,-0.280
4,2:22,1,10,MIA 20,23,10,Rob Konrad left guard for 2 yards (tackle by Cornelius Griffin),0.280,0.000
4,2:00,2,8,MIA 22,23,10,Ricky Williams left guard for 2 yards (tackle by Micheal Barrow and Dhani Jones),0.000,-0.430
4,1:54,,,,23,10,Timeout #3 by New York Giants,0.000,-0.430
4,1:54,3,6,MIA 24,23,10,Ricky Williams left guard for no gain (tackle by Kenny Holmes and Michael Strahan),-0.430,-1.770
4,1:08,,,,23,10,Timeout #1 by Miami Dolphins,0.000,-1.770
4,1:08,4,6,MIA 24,23,10,"Matt Turk punts 44 yards, returned by Brian Mitchell for 12 yards (tackle by Tommy Hendricks)",-1.770,-1.860
4,0:59,1,10,NYG 44,23,10,Kerry Collins pass complete to Ike Hilliard for 13 yards (tackle by Brock Marion),1.860,2.720
4,0:41,1,10,MIA 43,23,10,Kerry Collins pass complete to Ike Hilliard for 17 yards (tackle by Sam Madison). Penalty on Jason Taylor: Defensive Offside (Declined),2.720,3.840
4,0:33,1,10,MIA 26,23,10,Kerry Collins pass complete to Amani Toomer for 7 yards (tackle by Patrick Surtain),3.840,4.270
4,0:15,2,3,MIA 19,23,10,"Kerry Collins pass incomplete intended for Amani Toomer. Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",4.270,4.650
4,0:07,1,10,MIA 14,23,10,Kerry Collins pass complete to Jeremy Shockey for 8 yards (tackle by Zach Thomas),4.650,5.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
