0,1
Game Info,Game Info
Won Toss,Panthers
Won OT Toss,Panthers
Roof,dome
Surface,astroturf
Duration,3:18
Attendance,57082
Vegas Line,Indianapolis Colts -4.0
Over/Under,37.5 (over)
