Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
2,2:22,2,6,NWE 35,10,7,Ronnie Brown right guard for 3 yards (tackle by James Sanders),2.980,2.680
2,2:00,3,3,NWE 32,10,7,Ricky Williams up the middle for 4 yards (tackle by Matt Chatham),2.680,3.710
2,1:29,1,10,NWE 28,10,7,Gus Frerotte pass incomplete intended for Marty Booker,3.710,3.170
2,1:24,2,10,NWE 28,10,7,Gus Frerotte pass complete to Marty Booker for 9 yards (tackle by Ellis Hobbs),3.170,3.720
2,1:16,,,,10,7,Timeout #1 by Miami Dolphins,0.000,3.720
2,1:16,3,1,NWE 19,10,7,Ronnie Brown up the middle for -1 yards (tackle by Michael Stone),3.720,2.250
2,0:43,,,,10,7,Timeout #1 by New England Patriots,0.000,2.250
2,0:43,4,2,NWE 20,13,7,Olindo Mare 38 yard field goal good,2.250,3.000
2,,,,MIA 30,13,7,"Olindo Mare kicks off 63 yards, returned by Andre' Davis for 24 yards (tackle by Lester Towns)",0.000,1.000
2,0:33,1,10,NWE 31,13,7,Matt Cassel pass complete to Bam Childress for 7 yards (tackle by Reggie Howard),1.000,1.410
2,0:24,,,,13,7,Timeout #2 by New England Patriots,0.000,1.410
2,0:24,2,3,NWE 38,13,7,Matt Cassel pass incomplete intended for Patrick Pass (defended by Vonnie Holliday),1.410,0.700
2,0:21,3,3,NWE 38,13,7,Matt Cassel pass complete to Tim Dwight for 17 yards,0.700,2.590
2,0:14,1,10,MIA 45,13,7,"Matt Cassel pass incomplete intended for Bam Childress. Penalty on Travares Tillman: Defensive Pass Interfere, 13 yards (no play)",2.590,3.450
2,0:09,1,10,MIA 32,13,7,Patrick Pass right tackle for 1 yard (tackle by David Bowens and Jason Taylor),3.450,3.040
2,0:04,,,,13,7,Timeout #3 by New England Patriots,0.000,3.040
2,0:04,2,9,MIA 31,13,10,Adam Vinatieri 49 yard field goal good,3.040,3.000
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,13,10,"Adam Vinatieri kicks off 68 yards, returned by Wes Welker for 21 yards (tackle by Don Davis)",0.000,0.480
3,14:54,1,10,MIA 23,13,10,Ricky Williams up the middle for 5 yards (tackle by Matt Chatham),0.480,0.610
3,14:13,2,5,MIA 28,13,10,Gus Frerotte sacked by Matt Chatham for -5 yards,0.610,-0.760
3,13:40,3,10,MIA 23,13,10,"Gus Frerotte pass incomplete intended for Randy McMichael (defended by Mike Wright). Penalty on Larry Izzo: Defensive Holding, 5 yards (no play)",-0.760,0.810
3,13:35,1,10,MIA 28,13,10,Gus Frerotte pass complete to Chris Chambers for 20 yards (tackle by Ellis Hobbs),0.810,2.130
3,13:00,1,10,MIA 48,13,10,Ricky Williams up the middle for 2 yards (tackle by Mike Wright),2.130,1.850
3,12:28,2,8,NWE 50,13,10,Gus Frerotte pass complete to Chris Chambers for 11 yards (tackle by Hank Poteat),1.850,2.980
3,11:52,1,10,NWE 39,13,10,Ricky Williams right end for no gain (tackle by Mike Wright and Hank Poteat),2.980,2.440
3,11:18,2,10,NWE 39,13,10,Gus Frerotte pass complete to Randy McMichael for 7 yards (tackle by Hank Poteat),2.440,2.680
3,10:34,3,3,NWE 32,13,10,Gus Frerotte pass complete to Marty Booker for 5 yards (tackle by Bam Childress and Don Davis),2.680,3.780
3,9:53,1,10,NWE 27,13,10,Gus Frerotte pass incomplete intended for Bryan Gilmore,3.780,3.230
3,9:45,2,10,NWE 27,13,10,Ricky Williams right guard for 4 yards (tackle by James Sanders),3.230,3.070
3,9:07,3,6,NWE 23,13,10,Gus Frerotte pass incomplete intended for Wes Welker,3.070,1.950
3,9:02,4,6,NWE 23,16,10,Olindo Mare 41 yard field goal good,1.950,3.000
3,,,,MIA 30,16,10,"Olindo Mare kicks off 52 yards, returned by Patrick Pass for 21 yards (tackle by Jason Glenn)",0.000,1.530
3,8:53,1,10,NWE 39,16,10,Patrick Pass right guard for no gain (tackle by Kevin Carter),1.530,0.990
3,8:21,2,10,NWE 39,16,10,Matt Cassel pass complete to Bam Childress for 4 yards (tackle by Zach Thomas and Sam Madison),0.990,0.830
3,7:44,3,6,NWE 43,16,10,Patrick Pass right end for 11 yards (tackle by Sam Madison),0.830,2.520
3,7:17,1,10,MIA 46,16,10,Tim Dwight right end for -5 yards (tackle by Matt Roth),2.520,1.300
3,6:40,2,15,NWE 49,16,10,Matt Cassel pass complete to Andre' Davis for 36 yards (tackle by Sam Madison),1.300,4.580
3,6:05,1,10,MIA 15,16,10,Heath Evans up the middle for 2 yards (tackle by Zach Thomas),4.580,4.280
3,5:34,2,8,MIA 13,16,10,Heath Evans right end for -2 yards (tackle by Donnie Spragan and Zach Thomas),4.280,3.100
3,4:50,,,,16,10,Timeout #1 by New England Patriots,0.000,3.100
3,4:50,3,10,MIA 15,16,10,Matt Cassel pass incomplete intended for Ben Watson,3.100,2.440
3,4:45,4,10,MIA 15,16,13,Adam Vinatieri 33 yard field goal good,2.440,3.000
3,,,,NWE 30,16,13,"Adam Vinatieri kicks off 50 yards, returned by Travis Minor for 3 yards (tackle by Patrick Pass)",0.000,0.480
3,4:37,1,10,MIA 23,16,13,Gus Frerotte pass complete to Randy McMichael for 8 yards (tackle by Hank Poteat),0.480,1.010
3,4:16,2,2,MIA 31,16,13,Ricky Williams left guard for 6 yards (tackle by Dan Klecko and Marquise Hill),1.010,1.400
3,3:43,1,10,MIA 37,16,13,Ricky Williams left tackle for 4 yards (tackle by Tully Banta-Cain),1.400,1.400
3,3:25,2,6,MIA 41,16,13,Gus Frerotte pass complete to Chris Chambers for 13 yards (tackle by Hank Poteat),1.400,2.520
3,2:50,1,10,NWE 46,16,13,Gus Frerotte pass complete to Ronnie Brown for 7 yards (tackle by Matt Chatham),2.520,2.920
3,2:16,2,3,NWE 39,16,13,Ronnie Brown left tackle for 1 yard (tackle by Michael Stone),2.920,2.350
3,1:41,3,2,NWE 38,16,13,Gus Frerotte pass incomplete intended for Wes Welker,2.350,0.720
3,1:35,4,2,NWE 38,16,13,Donnie Jones punts 37 yards,0.720,0.380
3,1:28,1,10,NWE 1,18,13,"Matt Cassel sacked by Reggie Howard for -1 yards. Matt Cassel fumbles (forced by Reggie Howard), safety",-0.380,-2.000
3,,,,NWE 20,18,13,"Josh Miller kicks off 58 yards, returned by Wes Welker for 22 yards (tackle by James Sanders)",0.000,1.860
3,1:17,1,10,MIA 44,18,13,Gus Frerotte pass complete to Randy McMichael for 8 yards (tackle by Matt Chatham),1.860,2.400
3,0:41,2,2,NWE 48,18,13,Ricky Williams right end for 1 yard (tackle by Michael Stone),2.400,1.820
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NWE 47,18,13,Ricky Williams right tackle for -3 yards (tackle by Matt Chatham and Tully Banta-Cain),1.820,-0.060
4,14:32,4,4,NWE 50,18,13,Donnie Jones punts 40 yards,-0.060,0.380
4,14:21,1,10,NWE 10,18,13,Patrick Pass left tackle for 4 yards (tackle by Donnie Spragan),-0.380,-0.460
4,13:46,2,6,NWE 14,18,13,Patrick Pass left guard for 2 yards (tackle by Zach Thomas),-0.460,-0.720
4,13:08,3,4,NWE 16,18,13,Matt Cassel pass incomplete intended for Andre' Davis,-0.720,-2.390
4,13:05,4,4,NWE 16,18,13,"Josh Miller punts 35 yards, fair catch by Wes Welker",-2.390,-2.190
4,12:58,1,10,MIA 49,18,13,Ricky Williams left guard for 7 yards (tackle by Bam Childress),2.190,2.590
4,12:20,2,3,NWE 44,18,13,Gus Frerotte pass incomplete intended for Chris Chambers,2.590,1.880
4,12:14,3,3,NWE 44,18,13,Gus Frerotte pass complete to Wes Welker for 9 yards (tackle by James Sanders),1.880,3.250
4,11:44,1,10,NWE 35,18,13,Ronnie Brown up the middle for 6 yards (tackle by James Sanders),3.250,3.510
4,11:12,2,4,NWE 29,18,13,Gus Frerotte pass complete to Ronnie Brown for 6 yards (tackle by Monty Beisel),3.510,4.040
4,10:41,1,10,NWE 23,18,13,Ronnie Brown right guard for 3 yards (tackle by Dan Klecko and Monty Beisel),4.040,3.900
4,10:01,2,7,NWE 20,18,13,Gus Frerotte pass complete to Lorenzo Diamond for 10 yards (tackle by Hank Poteat),3.900,4.910
4,9:37,1,10,NWE 10,18,13,"Penalty on Alonzo Ephraim: False Start, 5 yards (no play)",4.910,4.370
4,9:13,1,15,NWE 15,24,13,"Gus Frerotte pass complete to Marty Booker for 15 yards, touchdown. Penalty on Marty Booker: Unsportsmanlike Conduct, 15 yards",4.370,7.000
4,,,,NWE 2,25,13,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 15,25,13,"Olindo Mare kicks off 68 yards, returned by Tim Dwight for 29 yards (tackle by Yeremiah Bell)",0.000,1.990
4,9:02,1,10,NWE 46,25,13,"Penalty on Vonnie Holliday: Encroachment, 5 yards (no play)",1.990,2.720
4,9:02,1,5,MIA 49,25,13,Matt Cassel pass complete to Ben Watson for 30 yards (tackle by Zach Thomas),2.720,4.310
4,8:13,1,10,MIA 19,25,13,Matt Cassel right tackle for 9 yards (tackle by Donnie Spragan),4.310,5.360
4,7:34,2,1,MIA 10,25,13,Heath Evans left guard for no gain (tackle by Kevin Carter and Donnie Spragan),5.360,4.690
4,6:58,3,1,MIA 10,25,13,Matt Cassel up the middle for 1 yard (tackle by Zach Thomas and Jeff Zgonina),4.690,5.140
4,6:15,1,9,MIA 9,25,19,"Matt Cassel pass complete to Tim Dwight for 9 yards, touchdown",5.140,7.000
4,6:10,,,,25,19,Timeout #1 by Miami Dolphins,0.000,0.000
4,,,,MIA 2,25,20,Doug Flutie kicks extra point good,0.000,0.000
4,,,,NWE 30,25,20,Adam Vinatieri kicks off 57 yards,0.000,1.600
4,6:10,1,10,MIA 40,25,20,Ricky Williams up the middle for 4 yards (tackle by Marquise Hill),1.600,1.590
4,5:44,2,6,MIA 44,25,20,Ricky Williams up the middle for 7 yards (tackle by Ty Warren),1.590,2.320
4,5:04,1,10,NWE 49,25,20,Ricky Williams left guard for 1 yard (tackle by Tully Banta-Cain),2.320,1.920
4,4:28,2,9,NWE 48,25,20,Gus Frerotte pass complete to Randy McMichael for 3 yards (tackle by Tully Banta-Cain),1.920,1.620
4,3:47,3,6,NWE 45,25,20,Gus Frerotte pass complete to Chris Chambers for 20 yards (tackle by Larry Izzo),1.620,3.910
4,3:03,1,10,NWE 25,25,20,Ricky Williams up the middle for -1 yards (tackle by Ty Warren),3.910,3.230
4,2:28,2,11,NWE 26,25,20,Gus Frerotte pass incomplete intended for Wes Welker,3.230,2.540
4,2:23,3,11,NWE 26,25,20,Ronnie Brown up the middle for 2 yards (tackle by Bam Childress),2.540,1.870
4,2:00,4,9,NWE 24,28,20,Olindo Mare 42 yard field goal good,1.870,3.000
4,,,,MIA 30,28,20,"Olindo Mare kicks off 70 yards, returned by Tim Dwight for 38 yards (tackle by Olindo Mare)",0.000,1.470
4,1:46,1,10,NWE 38,28,20,Matt Cassel for 1 yard,1.470,1.060
4,1:40,2,9,NWE 39,28,20,Matt Cassel pass complete to Heath Evans for 5 yards (tackle by Zach Thomas),1.060,1.020
4,1:17,3,4,NWE 44,28,20,"Matt Cassel pass complete to Deion Branch for 6 yards. Penalty on Tim Dwight: Illegal Motion, 5 yards (no play)",1.020,0.370
4,1:13,3,9,NWE 39,28,20,Matt Cassel pass complete to Bam Childress for 21 yards (tackle by Jason Taylor),0.370,2.920
4,1:02,,,,28,20,Timeout #2 by New England Patriots,0.000,2.920
4,1:02,1,10,MIA 40,28,20,Matt Cassel pass complete to Andre' Davis for 11 yards (tackle by Travis Daniels),2.920,3.640
4,0:47,1,10,MIA 29,28,20,Matt Cassel spiked the ball,3.640,3.100
4,0:46,2,10,MIA 29,28,20,Matt Cassel pass incomplete intended for Bam Childress,3.100,2.410
4,0:40,3,10,MIA 29,28,20,"Matt Cassel pass complete to Heath Evans for 19 yards (tackle by Travares Tillman). Penalty on Andre' Davis: Offensive Holding, 10 yards",2.410,3.600
4,0:29,3,1,MIA 20,28,20,Matt Cassel pass incomplete intended for Andre' Davis,3.600,2.270
4,0:22,4,1,MIA 20,28,20,Matt Cassel right guard for 2 yards (tackle by Zach Thomas and Vonnie Holliday),2.270,4.370
4,0:16,,,,28,20,Timeout #3 by New England Patriots,0.000,4.370
4,0:16,1,10,MIA 18,28,20,"Matt Cassel pass incomplete intended for Andre' Davis is intercepted by Reggie Howard at MIA--4. Penalty on Jason Taylor: Roughing the Passer, 9 yards (no play)",4.370,5.140
4,0:09,1,9,MIA 9,28,20,Matt Cassel pass incomplete intended for Tim Dwight,5.140,4.380
4,0:04,2,9,MIA 9,28,26,"Matt Cassel pass complete to Ben Watson for 9 yards, touchdown",4.380,7.000
4,0:00,,,,28,26,Timeout #2 by Miami Dolphins,0.000,0.000
4,,,,,28,26,"Two Point Attempt: Matt Cassel pass incomplete intended for Bam Childress, conversion fails",1.000,-1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
