Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Avonte Maddox,,,1,1,100.0%,,,0.0,,79.2,,,,0,0,0,,0,,0,
Eli Apple,MIA,0,11,8,72.7%,104,13.0,9.5,1,132.4,6.5,40,64,0,0,0,0.0,0,4,1,20.0%
Kader Kohou,MIA,0,10,8,80.0%,101,12.6,10.1,1,142.1,10.4,82,19,1,0,0,0.0,0,6,1,14.3%
Jerome Baker,MIA,1,4,4,100.0%,30,7.5,7.5,0,58.3,1.3,5,25,5,0,0,0.0,0,11,1,8.3%
David Long,MIA,0,2,1,50.0%,4,4.0,2.0,0,56.2,-1.5,-4,8,4,0,0,0.0,0,4,1,20.0%
Parry Nickerson,MIA,0,2,1,50.0%,32,32.0,16.0,0,95.8,17.0,25,7,2,0,0,0.0,0,2,0,0.0%
Jevon Holland,MIA,0,1,1,100.0%,8,8.0,8.0,0,100.0,8.0,8,0,1,0,0,0.0,0,6,0,0.0%
Bradley Chubb,MIA,0,0,0,,,,,,,,,,0,0,0,2.0,2,7,1,12.5%
Jaelan Phillips,MIA,0,0,0,,,,,,,,,,1,1,0,1.0,2,7,0,0.0%
Christian Wilkins,MIA,0,0,0,,,,,,,,,,0,0,1,0.0,1,6,1,14.3%
Andrew Van Ginkel,MIA,0,0,0,,,,,,,,,,5,0,1,0.0,1,6,2,25.0%
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
James Bradberry,PHI,0,8,6,75.0%,65,10.8,8.1,1,138.0,10.3,48,17,0,0,0,0.0,0,3,0,0.0%
Josiah Scott,PHI,0,6,6,100.0%,25,4.2,4.2,0,84.0,1.5,9,16,0,0,0,0.0,0,1,0,0.0%
Terrell Edmunds,PHI,0,6,5,83.3%,66,13.2,11.0,0,112.5,13.0,65,1,0,0,0,0.0,0,9,0,0.0%
Haason Reddick,PHI,0,2,2,100.0%,3,1.5,1.5,0,79.2,-2.0,-4,7,0,0,0,0.0,0,4,0,0.0%
Darius Slay,PHI,1,4,2,50.0%,34,17.0,8.5,0,39.6,15.0,33,1,0,0,0,0.0,0,4,0,0.0%
Josh Sweat,PHI,0,1,1,100.0%,6,6.0,6.0,0,91.7,-2.0,-2,8,4,1,0,2.0,3,2,0,0.0%
Sydney Brown,PHI,0,1,1,100.0%,17,17.0,17.0,0,118.7,15.0,15,2,0,0,0,0.0,0,4,0,0.0%
Jalen Carter,PHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Nolan Smith,PHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Fletcher Cox,PHI,0,1,0,0.0%,,,0.0,,39.6,-2.0,,,0,0,0,0.5,1,2,0,0.0%
Jordan Davis,PHI,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
Eli Ricks,PHI,0,3,0,0.0%,,,0.0,,39.6,7.7,,,0,0,0,0.0,0,0,0,
Zach Cunningham,PHI,0,0,0,,,,,,,,,,3,0,0,0.0,0,2,0,0.0%
