#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:47,SEA 35,3,0:54,0,Interception
2,1,8:23,SEA 32,5,1:53,18,Punt
3,1,4:38,SEA 23,9,3:51,38,Punt
4,2,8:45,SEA 48,6,2:17,16,Field Goal
5,2,3:01,SEA 40,1,0:06,0,Interception
6,2,1:01,SEA 33,3,0:29,0,Punt
7,2,0:08,SEA 42,1,0:08,25,End of Half
8,3,15:00,SEA 28,5,2:43,28,Punt
9,3,10:56,SEA 32,3,1:18,8,Punt
10,3,2:50,SEA 28,8,2:45,72,Touchdown
11,4,9:51,SEA 12,3,1:01,1,Safety
12,4,7:06,SEA 7,4,1:59,16,Punt
13,4,2:49,SEA 17,2,0:12,0,Interception
14,4,1:53,SEA 20,4,0:33,25,Interception
