Quarter,Time,Tm,Detail,SEA,ARI
1.0,8:23,Cardinals,Larry Fitzgerald 25 yard pass from Josh McCown (Neil Rackers kick),0,7
2.0,6:28,Seahawks,Josh Brown 54 yard field goal,3,7
,3:01,Cardinals,Neil Rackers 55 yard field goal,3,10
,1:01,Cardinals,Neil Rackers 55 yard field goal,3,13
3.0,2:50,Cardinals,Neil Rackers 50 yard field goal,3,16
,0:05,Seahawks,Darrell Jackson 1 yard pass from Matt Hasselbeck (Josh Brown kick),10,16
4.0,13:07,Seahawks,Ken Lucas 21 yard interception return (Josh Brown kick),17,16
,8:50,Cardinals,"Safety,",17,18
,1:53,Cardinals,Emmitt Smith 23 yard rush (Neil Rackers kick),17,25
