Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Matt Gay kicks off 64 yards, returned by Pierre Strong for 22 yards (tackle by Nick Cross)",0.000,0.480
1,14:55,1,10,CLE 23,0,0,Deshaun Watson pass incomplete short middle intended for Jerome Ford,0.480,-0.070
1,14:51,2,10,CLE 23,0,0,Jerome Ford right end for 8 yards (tackle by Zaire Franklin),-0.070,0.300
1,14:12,3,2,CLE 31,6,0,"Jerome Ford right guard for 69 yards, touchdown",0.300,7.000
1,14:03,,,IND 15,7,0,Dustin Hopkins kicks extra point good,0.000,0.000
1,14:03,,,CLE 35,7,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,14:03,1,10,IND 25,7,0,Jonathan Taylor up the middle for 6 yards (tackle by Grant Delpit and Dalvin Tomlinson),0.610,0.870
1,13:39,2,4,IND 31,7,0,Jonathan Taylor up the middle for 1 yard (tackle by Myles Garrett and Dalvin Tomlinson),0.870,0.300
1,12:58,3,3,IND 32,7,0,Gardner Minshew pass complete short middle to Josh Downs for 6 yards (tackle by Jeremiah Owusu-Koramoah),0.300,1.470
1,12:31,1,10,IND 38,7,0,Gardner Minshew pass incomplete short right intended for Will Mallory,1.470,0.920
1,12:28,2,10,IND 38,7,0,Zack Moss right tackle for 3 yards (tackle by Myles Garrett),0.920,0.630
1,11:47,3,7,IND 41,7,6,"Gardner Minshew pass complete deep right to Josh Downs for 59 yards, touchdown. Penalty on Myles Garrett: Defensive Offside, 5 yards (declined)",0.630,7.000
1,11:38,,,CLE 15,7,6,"Matt Gay kicks extra point good. Penalty on Taven Bryan: Illegal Formation, 5 yards (accepted) (no play)",0.000,0.000
1,11:38,,,CLE 20,7,7,Matt Gay kicks extra point good,0.000,0.000
1,11:38,,,IND 35,7,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
1,11:38,1,10,CLE 25,7,7,Kareem Hunt up the middle for 2 yards (tackle by Eric Johnson and Kenny Moore),0.610,0.330
1,11:05,2,8,CLE 27,7,7,Deshaun Watson pass incomplete short right intended for Kareem Hunt,0.330,-0.360
1,11:01,3,8,CLE 27,7,7,"Deshaun Watson pass deep right intended for Marquise Goodwin is intercepted by Julian Blackmon at IND-45 and returned for no gain Penalty on CLE: Illegal Formation, 5 yards (declined)",-0.360,-1.930
1,10:54,1,10,IND 45,7,7,Zack Moss up the middle for 5 yards (tackle by Greg Newsome and Anthony Walker),1.930,2.060
1,10:18,2,5,IND 50,7,7,Zack Moss up the middle for 4 yards (tackle by Shelby Harris),2.060,1.880
1,9:54,3,1,CLE 46,7,7,Zack Moss left tackle for -3 yards (tackle by Maurice Hurst and Shelby Harris),1.880,0.000
1,9:10,4,4,CLE 49,7,7,Rigoberto Sanchez punts 46 yards downed by Tony Brown,0.000,0.380
1,9:03,1,10,CLE 3,7,7,Jerome Ford right end for 3 yards (tackle by Kenny Moore and Shaquille Leonard),-0.380,-0.560
1,8:28,2,7,CLE 6,7,7,Jerome Ford left end for -4 yards (tackle by E.J. Speed),-0.560,-1.540
1,7:47,3,11,CLE 2,7,7,Deshaun Watson pass complete short left to Donovan Peoples-Jones for 5 yards (tackle by Julian Blackmon),-1.540,-2.490
1,7:05,4,6,CLE 7,7,7,"Corey Bojorquez punts 58 yards, returned by Isaiah McKenzie for 8 yards (tackle by Matthew Adams and Rodney McLeod)",-2.490,-1.800
1,6:53,1,10,IND 43,7,7,Gardner Minshew pass incomplete deep left intended for Josh Downs,1.800,1.250
1,6:47,2,10,IND 43,7,7,Gardner Minshew pass complete short left to Jonathan Taylor for 19 yards (tackle by Juan Thornhill),1.250,3.050
1,6:27,1,10,CLE 38,7,7,"Gardner Minshew scrambles right end for 8 yards (tackle by Jeremiah Owusu-Koramoah). Penalty on Martin Emerson: Defensive Holding, 5 yards (accepted)",3.050,3.910
1,5:53,1,10,CLE 25,7,7,Jonathan Taylor up the middle for 5 yards (tackle by Juan Thornhill),3.910,4.040
1,5:16,2,5,CLE 20,7,7,Jonathan Taylor up the middle for 3 yards (tackle by Myles Garrett and Grant Delpit),4.040,3.850
1,4:34,3,2,CLE 17,7,13,"Gardner Minshew scrambles right tackle for 17 yards, touchdown",3.850,7.000
1,4:28,,,CLE 15,7,14,Matt Gay kicks extra point good,0.000,0.000
1,4:28,,,IND 35,7,14,"Matt Gay kicks off 67 yards, returned by Pierre Strong for 24 yards (tackle by Nick Cross and Trevor Denbow)",0.000,0.410
1,4:23,1,10,CLE 22,7,14,Jerome Ford right tackle for 3 yards (tackle by Zaire Franklin),0.410,0.270
1,3:58,2,7,CLE 25,7,14,Jerome Ford right tackle for no gain (tackle by Kwity Paye and Shaquille Leonard),0.270,-0.430
1,3:03,3,7,CLE 25,7,14,"Deshaun Watson pass intended for Elijah Moore is intercepted by Kenny Moore at CLE-43 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Deshaun Watson pass incomplete deep left intended for Elijah Moore",-0.430,-1.700
1,3:00,4,7,CLE 25,7,14,"Corey Bojorquez punts 69 yards, returned by Isaiah McKenzie for 21 yards (tackle by Charley Hughlett and Mohamoud Diabate)",-1.700,-0.740
1,2:51,1,10,IND 27,7,14,Zack Moss up the middle for 9 yards (tackle by Martin Emerson and Juan Thornhill),0.740,1.410
1,2:16,2,1,IND 36,7,14,Zack Moss left guard for 3 yards (tackle by Greg Newsome and Tony Fields),1.410,1.530
1,1:34,1,10,IND 39,7,14,"Gardner Minshew sacked by Myles Garrett for -6 yards. Gardner Minshew fumbles (forced by Myles Garrett), recovered by Anthony Walker at IND-36 (tackle by Myles Garrett)",1.530,-3.180
1,1:23,1,10,IND 36,7,14,Kareem Hunt left tackle for 11 yards (tackle by Samson Ebukam),3.180,3.910
1,0:48,1,10,IND 25,7,14,Kareem Hunt left tackle for 5 yards (tackle by Samson Ebukam and Shaquille Leonard),3.910,4.040
1,0:19,2,5,IND 20,7,14,Marquise Goodwin right end for 17 yards (tackle by DeForest Buckner),4.040,6.510
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,3,IND 3,7,14,Kareem Hunt up the middle for 1 yard (tackle by DeForest Buckner),6.510,5.720
2,14:24,2,2,IND 2,13,14,"Kareem Hunt up the middle for 2 yards, touchdown",5.720,7.000
2,14:22,,,IND 15,14,14,Dustin Hopkins kicks extra point good,0.000,0.000
2,14:22,,,CLE 35,14,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,14:22,1,10,IND 25,14,14,Gardner Minshew pass complete short right to Alec Pierce for 11 yards (tackle by Denzel Ward),0.610,1.330
2,13:43,1,10,IND 36,14,14,Zack Moss right guard for 21 yards (tackle by Juan Thornhill),1.330,2.720
2,13:11,1,10,CLE 43,14,14,"Gardner Minshew scrambles for no gain. Penalty on Bernhard Raimann: Offensive Holding, 10 yards (offset) . Penalty on Za'Darius Smith: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",2.720,2.720
2,12:56,1,10,CLE 43,14,14,Gardner Minshew pass complete short left to Alec Pierce for 10 yards (tackle by Juan Thornhill),2.720,3.380
2,12:17,1,10,CLE 33,14,14,Gardner Minshew pass incomplete short left intended for Jonathan Taylor,3.380,2.840
2,12:11,2,10,CLE 33,14,14,Zack Moss left tackle for 7 yards (tackle by Anthony Walker),2.840,3.070
2,11:29,3,3,CLE 26,14,14,"Gardner Minshew scrambles for no gain. Penalty on Will Fries: Offensive Holding, 10 yards (accepted) (no play)",3.070,1.750
2,10:57,3,13,CLE 36,14,14,Gardner Minshew pass complete short left to Mo Alie-Cox for -6 yards (tackle by Grant Delpit),1.750,0.460
2,10:16,4,19,CLE 42,14,14,Matt Gay 60 yard field goal no good blocked by Myles Garrett (tackle by Andrew Ogletree),0.460,-3.840
2,10:09,1,10,IND 26,14,14,Jerome Ford right tackle for 3 yards (tackle by DeForest Buckner and Tyquan Lewis),3.840,3.700
2,9:32,2,7,IND 23,14,14,Jerome Ford left end for -3 yards (tackle by Tyquan Lewis and E.J. Speed),3.700,2.610
2,8:47,3,10,IND 26,14,14,P.J. Walker pass incomplete short middle intended for Elijah Moore,2.610,1.740
2,8:43,4,10,IND 26,17,14,Dustin Hopkins 44 yard field goal good,1.740,3.000
2,8:38,,,CLE 35,17,14,"Dustin Hopkins kicks off 64 yards,",0.000,0.610
2,8:38,1,10,IND 25,17,14,Zack Moss up the middle for -3 yards (tackle by Ogbonnia Okoronkwo and Anthony Walker),0.610,-0.340
2,7:55,2,13,IND 22,17,14,Gardner Minshew pass complete short right to Zack Moss for 5 yards (tackle by Anthony Walker and Tony Fields),-0.340,-0.360
2,7:08,3,8,IND 27,17,14,Gardner Minshew pass complete deep right to Josh Downs for 34 yards (tackle by Grant Delpit),-0.360,2.980
2,6:20,1,10,CLE 39,17,14,Jonathan Taylor right end for 24 yards (tackle by Denzel Ward and Juan Thornhill),2.980,4.580
2,5:49,1,10,CLE 15,17,14,Jonathan Taylor right end for 3 yards (tackle by Za'Darius Smith and Maurice Hurst),4.580,4.450
2,5:08,2,7,CLE 12,17,14,Jonathan Taylor up the middle for no gain (tackle by Shelby Harris and Jeremiah Owusu-Koramoah),4.450,3.580
2,4:27,3,7,CLE 12,17,14,Gardner Minshew pass complete short left to Michael Pittman for 8 yards (tackle by Grant Delpit),3.580,6.280
2,3:57,1,4,CLE 4,17,20,"Gardner Minshew left end for 4 yards, touchdown",6.280,7.000
2,3:51,,,CLE 15,17,21,Matt Gay kicks extra point good,0.000,0.000
2,3:51,,,IND 35,17,21,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,3:51,1,10,CLE 25,17,21,P.J. Walker pass incomplete deep left intended for David Njoku,0.610,0.060
2,3:45,2,10,CLE 25,17,21,P.J. Walker pass complete short middle to David Njoku for 26 yards (tackle by Julian Blackmon and Rodney Thomas),0.060,2.320
2,3:05,1,10,IND 49,17,21,"P.J. Walker pass intended for Jerome Ford is intercepted by DeForest Buckner at IND-49 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. P.J. Walker pass incomplete short middle intended for Jerome Ford",2.320,1.780
2,3:00,2,10,IND 49,17,21,Jerome Ford right end for 1 yard (tackle by Kwity Paye),1.780,1.220
2,2:26,3,9,IND 48,17,21,"Penalty on Ethan Pocic: False Start, 5 yards (accepted) (no play)",1.220,0.560
2,2:08,3,14,CLE 47,17,21,P.J. Walker pass complete short left to Elijah Moore for 10 yards (tackle by Zaire Franklin),0.560,0.400
2,2:00,4,4,IND 43,17,21,"Corey Bojorquez punts 32 yards, fair catch by Isaiah McKenzie at IND-11",0.400,0.370
2,1:54,1,10,IND 11,17,21,Gardner Minshew sacked by Jordan Elliott for -5 yards,-0.370,-1.150
2,1:50,,,,,,Timeout #1 by Cleveland Browns,,
2,1:50,2,15,IND 6,23,21,"Gardner Minshew sacked by Myles Garrett for -6 yards. Gardner Minshew fumbles (forced by Myles Garrett), recovered by Tony Fields in end zone, touchdown",-1.150,-7.000
2,1:42,,,IND 15,24,21,Dustin Hopkins kicks extra point good,0.000,0.000
2,1:42,,,CLE 35,24,21,"Dustin Hopkins kicks off 62 yards, returned by Isaiah McKenzie for 17 yards (tackle by D'Anthony Bell)",0.000,0.280
2,1:38,1,10,IND 20,24,21,Zack Moss left tackle for 2 yards (tackle by Grant Delpit),0.280,0.000
2,1:34,,,,,,Timeout #2 by Cleveland Browns,,
2,1:34,2,8,IND 22,24,21,"Penalty on Will Fries: False Start, 5 yards (accepted) (no play)",0.000,-0.790
2,1:34,2,13,IND 17,24,21,Jonathan Taylor left guard for no gain (tackle by Myles Garrett and Dalvin Tomlinson),-0.790,-1.510
2,1:30,,,,,,Timeout #3 by Cleveland Browns,,
2,1:30,3,13,IND 17,24,21,Gardner Minshew pass incomplete short middle,-1.510,-2.320
2,1:26,4,13,IND 17,24,21,"Penalty on Tony Fields: Neutral Zone Infraction, 5 yards (accepted) (no play)",-2.320,-1.900
2,1:26,4,8,IND 22,24,21,"Rigoberto Sanchez punts 57 yards, returned by Donovan Peoples-Jones for 9 yards (tackle by Andrew Ogletree)",-1.900,-0.940
2,1:17,1,10,CLE 30,24,21,P.J. Walker pass complete short middle to Jerome Ford for 8 yards (tackle by Zaire Franklin),0.940,1.470
2,0:57,2,2,CLE 38,24,21,P.J. Walker pass complete short right to David Njoku for 5 yards (tackle by Shaquille Leonard),1.470,1.800
2,0:52,1,10,CLE 43,24,21,P.J. Walker pass complete short left to Elijah Moore for 9 yards (tackle by Kenny Moore and Jaylon Jones),1.800,2.470
2,0:27,2,1,IND 48,24,21,P.J. Walker pass complete short right to Jerome Ford for 12 yards (tackle by Zaire Franklin),2.470,3.180
2,0:10,1,10,IND 36,24,21,P.J. Walker spiked the ball,3.180,2.640
2,0:09,2,10,IND 36,24,21,P.J. Walker pass incomplete deep right,2.640,1.950
2,0:02,3,10,IND 36,27,21,Dustin Hopkins 54 yard field goal good,1.950,3.000
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,27,21,"Dustin Hopkins kicks off 56 yards, returned by Isaiah McKenzie for 21 yards (tackle by Charlie Thomas)",0.000,0.940
3,14:56,1,10,IND 30,27,21,Zack Moss right end for 2 yards (tackle by Denzel Ward),0.940,0.660
3,14:23,2,8,IND 32,27,21,Zack Moss up the middle for no gain (tackle by Jordan Elliott),0.660,-0.030
3,13:36,3,8,IND 32,27,21,Gardner Minshew pass incomplete short left intended for Zack Moss (defended by Myles Garrett),-0.030,-1.240
3,13:32,4,8,IND 32,27,21,"Rigoberto Sanchez punts 54 yards, returned by Donovan Peoples-Jones for 6 yards (tackle by Trevor Denbow)",-1.240,-0.280
3,13:22,1,10,CLE 20,27,21,Kareem Hunt right tackle for no gain (tackle by DeForest Buckner),0.280,-0.270
3,12:41,2,10,CLE 20,27,21,P.J. Walker pass incomplete short right intended for Amari Cooper (defended by Darrell Baker),-0.270,-0.960
3,12:36,3,10,CLE 20,27,21,P.J. Walker sacked by Kenny Moore for -9 yards,-0.960,-2.490
3,11:58,4,19,CLE 11,27,21,"Corey Bojorquez punts 56 yards, returned by Isaiah McKenzie for no gain. Isaiah McKenzie fumbles (forced by Pierre Strong), recovered by Isaiah McKenzie at IND-33 (tackle by Pierre Strong)",-2.490,-1.140
3,11:46,1,10,IND 33,27,21,Jonathan Taylor right tackle for 2 yards (tackle by Grant Delpit),1.140,0.860
3,11:06,2,8,IND 35,27,21,Gardner Minshew pass complete short left to Josh Downs for 6 yards (tackle by Juan Thornhill),0.860,0.960
3,10:26,3,2,IND 41,27,21,Gardner Minshew pass deep right intended for Michael Pittman is intercepted by Denzel Ward at CLE-38 and returned for 20 yards (tackle by Alec Pierce),0.960,-2.790
3,10:16,1,10,IND 42,27,21,P.J. Walker pass incomplete short left intended for Harrison Bryant (defended by Samson Ebukam),2.790,2.240
3,10:10,2,10,IND 42,27,21,P.J. Walker pass incomplete short left intended for Amari Cooper,2.240,1.550
3,10:05,3,10,IND 42,27,21,P.J. Walker pass complete short right to Marquise Goodwin for 6 yards (tackle by Zaire Franklin),1.550,0.890
3,9:28,4,4,IND 36,30,21,Dustin Hopkins 54 yard field goal good,0.890,3.000
3,9:23,,,CLE 35,30,21,"Dustin Hopkins kicks off 65 yards,",0.000,0.610
3,9:23,1,10,IND 25,30,21,Gardner Minshew pass complete deep right to Josh Downs for 20 yards (tackle by Denzel Ward),0.610,1.930
3,8:56,1,10,IND 45,30,21,Gardner Minshew pass complete to Michael Pittman for no gain (no play),1.930,2.660
3,8:42,1,5,IND 50,30,21,Jonathan Taylor right guard for 9 yards (tackle by Ogbonnia Okoronkwo),2.660,2.850
3,8:11,1,10,CLE 41,30,21,Jonathan Taylor up the middle for 6 yards (tackle by Grant Delpit and Tony Fields),2.850,3.120
3,7:51,2,4,CLE 35,30,21,Jonathan Taylor left guard for no gain (tackle by Tony Fields and Ogbonnia Okoronkwo),3.120,2.410
3,6:53,3,4,CLE 35,30,21,Jonathan Taylor left guard for 4 yards (tackle by Tony Fields and Anthony Walker),2.410,3.510
3,6:12,1,10,CLE 31,30,21,Gardner Minshew pass complete short left to Jonathan Taylor for 20 yards (tackle by Za'Darius Smith and Grant Delpit),3.510,4.840
3,5:39,1,10,CLE 11,30,21,Jonathan Taylor up the middle for 6 yards (tackle by Shelby Harris and Greg Newsome),4.840,5.280
3,5:14,2,4,CLE 5,30,27,"Jonathan Taylor right guard for 5 yards, touchdown",5.280,7.000
3,5:11,,,CLE 15,30,28,Matt Gay kicks extra point good,0.000,0.000
3,5:11,,,IND 35,30,28,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,5:11,1,10,CLE 25,30,28,Pierre Strong up the middle for 4 yards (tackle by Zaire Franklin),0.610,0.600
3,4:48,2,6,CLE 29,30,28,P.J. Walker pass incomplete short right intended for Amari Cooper (defended by Julian Blackmon),0.600,-0.100
3,4:43,3,6,CLE 29,30,28,"P.J. Walker pass complete short middle to David Njoku for 7 yards (tackle by Kenny Moore). Penalty on DeForest Buckner: Roughing the Passer, 15 yards (accepted)",-0.100,2.320
3,4:27,1,10,IND 49,30,28,Pierre Strong left end for 8 yards (tackle by Zaire Franklin and DeForest Buckner),2.320,2.860
3,3:46,2,2,IND 41,30,28,Jerome Ford up the middle for no gain (tackle by Kwity Paye and E.J. Speed),2.860,2.150
3,3:07,3,2,IND 41,30,28,Kareem Hunt left guard for no gain (tackle by E.J. Speed and Tyquan Lewis),2.150,0.530
3,2:24,4,2,IND 41,30,28,"P.J. Walker aborted snap, recovered by Jerome Ford at CLE-46 (tackle by Julian Blackmon)",0.530,-2.260
3,2:18,1,10,IND 50,30,28,Zack Moss right tackle for 3 yards (tackle by Tony Fields),2.260,2.120
3,1:49,2,7,CLE 47,30,28,Zack Moss right tackle for -1 yards (tackle by Myles Garrett),2.120,1.290
