Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
3,1:08,3,8,CLE 48,30,28,"Gardner Minshew pass complete deep left to Alec Pierce for 32 yards (tackle by Rodney McLeod). Penalty on Myles Garrett: Defensive Offside, 5 yards (declined)",1.290,4.510
3,0:43,1,10,CLE 16,30,28,Jonathan Taylor up the middle for 1 yard (tackle by Dalvin Tomlinson),4.510,4.050
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CLE 15,30,28,Gardner Minshew pass incomplete short middle intended for Michael Pittman,4.050,3.220
4,14:55,3,9,CLE 15,30,28,Gardner Minshew pass complete short left to Jonathan Taylor for 6 yards (tackle by Za'Darius Smith),3.220,2.930
4,14:13,4,3,CLE 9,30,31,Matt Gay 27 yard field goal good,2.930,3.000
4,14:09,,,IND 35,30,31,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,14:09,1,10,CLE 25,30,31,P.J. Walker pass complete short left to David Njoku for 17 yards (tackle by Shaquille Leonard),0.610,1.730
4,13:29,1,10,CLE 42,30,31,Kareem Hunt right end for 5 yards (tackle by Zaire Franklin and Shaquille Leonard),1.730,1.860
4,12:56,2,5,CLE 47,30,31,Pierre Strong left end for -1 yards (tackle by Julian Blackmon and Samson Ebukam),1.860,1.030
4,12:14,3,6,CLE 46,30,31,P.J. Walker pass complete short right to Amari Cooper for 13 yards (tackle by Darrell Baker),1.030,2.850
4,11:42,1,10,IND 41,30,31,Jerome Ford left end for -6 yards (tackle by Kenny Moore),2.850,1.500
4,11:19,2,16,IND 47,30,31,P.J. Walker pass incomplete short left intended for Amari Cooper,1.500,0.830
4,11:14,3,16,IND 47,30,31,P.J. Walker pass deep left intended for Amari Cooper is intercepted by Rodney Thomas at IND-2 and returned for no gain (tackle by Amari Cooper),0.830,0.380
4,11:06,1,10,IND 2,30,31,Zack Moss up the middle for 1 yard (tackle by Anthony Walker and Myles Garrett),-0.380,-0.710
4,10:29,2,9,IND 3,30,31,Zack Moss up the middle for 3 yards (tackle by Anthony Walker and Jordan Elliott),-0.710,-0.950
4,9:44,3,6,IND 6,30,31,Zack Moss right guard for 1 yard (tackle by Anthony Walker and Maurice Hurst),-0.950,-2.490
4,9:09,4,5,IND 7,30,31,"Rigoberto Sanchez punts 50 yards, fair catch by Donovan Peoples-Jones at CLE-43",-2.490,-1.800
4,9:02,1,10,CLE 43,30,31,P.J. Walker scrambles right end for 4 yards (tackle by Kenny Moore),1.800,1.790
4,8:22,2,6,CLE 47,30,31,P.J. Walker pass complete short left to Elijah Moore for 10 yards (tackle by Shaquille Leonard),1.790,2.720
4,8:05,1,10,IND 43,30,31,Pierre Strong up the middle for 6 yards (tackle by Zaire Franklin and Kenny Moore),2.720,2.990
4,7:21,2,4,IND 37,30,31,Pierre Strong right end for -3 yards (tackle by Dayo Odeyingbo),2.990,1.880
4,6:39,3,7,IND 40,30,31,P.J. Walker pass incomplete deep right intended for Donovan Peoples-Jones,1.880,0.590
4,6:38,4,7,IND 40,33,31,Dustin Hopkins 58 yard field goal good,0.590,3.000
4,6:33,,,CLE 35,33,31,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,6:33,1,10,IND 25,33,31,Jonathan Taylor right tackle for no gain (tackle by Ogbonnia Okoronkwo),0.610,0.060
4,5:50,2,10,IND 25,33,37,"Gardner Minshew pass complete short middle to Michael Pittman for 75 yards, touchdown",0.060,7.000
4,5:38,,,CLE 21,33,37,"Penalty on Michael Pittman: Taunting / Offense, 15 yards (accepted) (no play)",0.000,0.000
4,5:38,,,CLE 30,33,38,Matt Gay kicks extra point good,0.000,0.000
4,5:38,,,IND 35,33,38,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,5:38,1,10,CLE 25,33,38,Kareem Hunt right end for 4 yards (tackle by Zaire Franklin),0.610,0.600
4,5:13,2,6,CLE 29,33,38,P.J. Walker pass complete short right to David Njoku for -1 yards (tackle by Kenny Moore),0.600,-0.230
4,4:26,3,7,CLE 28,33,38,P.J. Walker sacked by and Dayo Odeyingbo for -8 yards and Kenny Moore for -8 yards,-0.230,-2.030
4,3:48,4,15,CLE 20,33,38,"Corey Bojorquez punts 57 yards, returned by Isaiah McKenzie for 9 yards (tackle by Mike Ford)",-2.030,-1.070
4,3:39,1,10,IND 32,33,38,Zack Moss left guard for no gain (tackle by Jeremiah Owusu-Koramoah),1.070,0.530
4,3:34,,,,,,Timeout #1 by Cleveland Browns,,
4,3:34,2,10,IND 32,33,38,Jonathan Taylor left guard for no gain (tackle by Myles Garrett),0.530,-0.160
4,3:31,,,,,,Timeout #2 by Cleveland Browns,,
4,3:31,3,10,IND 32,33,38,"Penalty on Blake Freeland: False Start, 5 yards (accepted) (no play)",-0.160,-0.820
4,3:31,3,15,IND 27,33,38,Isaiah McKenzie right end for 7 yards (tackle by Grant Delpit),-0.820,-1.110
4,2:46,4,8,IND 34,33,38,"Rigoberto Sanchez punts 53 yards, returned by Donovan Peoples-Jones for 7 yards (tackle by E.J. Speed)",-1.110,-0.280
4,2:35,1,10,CLE 20,33,38,P.J. Walker pass incomplete short middle intended for David Njoku (defended by DeForest Buckner),0.280,-0.270
4,2:31,2,10,CLE 20,33,38,P.J. Walker pass incomplete short left intended for Amari Cooper,-0.270,-0.960
4,2:27,3,10,CLE 20,33,38,P.J. Walker pass complete deep right to Elijah Moore for 30 yards (tackle by Darrell Baker),-0.960,2.260
4,2:19,1,10,CLE 50,33,38,Pierre Strong left guard for 13 yards (tackle by Kwity Paye and Julian Blackmon),2.260,3.120
4,2:00,1,10,IND 37,33,38,Pierre Strong left guard for 1 yard (tackle by Kwity Paye),3.120,2.710
4,1:34,2,9,IND 36,33,38,P.J. Walker pass complete short right to Donovan Peoples-Jones for 17 yards (tackle by Rodney Thomas),2.710,4.310
4,1:11,1,10,IND 19,33,38,Pierre Strong left tackle for -3 yards (tackle by Samson Ebukam),4.310,3.420
4,0:51,2,12,IND 22,33,38,P.J. Walker pass complete short right to Amari Cooper for 9 yards (tackle by Darrell Baker),3.420,4.100
4,0:47,,,,,,Timeout #3 by Cleveland Browns,,
4,0:47,3,3,IND 13,33,38,"P.J. Walker sacked by. P.J. Walker fumbles, recovered by DeForest Buckner at IND-13 (no play)",4.100,0.000
4,0:38,1,10,IND 8,33,38,"P.J. Walker pass incomplete intended for Donovan Peoples-Jones. Penalty on Darrell Baker: Defensive Pass Interference, 7 yards (accepted) (no play)",0.000,6.970
4,0:33,1,1,IND 1,33,38,P.J. Walker pass incomplete short left intended for David Njoku (defended by Rodney Thomas),6.970,5.910
4,0:28,2,1,IND 1,33,38,P.J. Walker pass incomplete short middle intended for David Njoku,5.910,5.170
4,0:25,,,,,,Timeout #1 by Indianapolis Colts,,
4,0:25,3,1,IND 1,33,38,P.J. Walker pass incomplete short right intended for Elijah Moore,5.170,3.550
4,0:19,4,1,IND 1,39,38,"Kareem Hunt up the middle for 1 yard, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",3.550,7.000
4,0:15,,,,,,Timeout #2 by Indianapolis Colts,,
4,0:15,,,IND 2,39,38,"Two Point Attempt: Pierre Strong rushes, conversion fails.",1.000,-1.000
4,0:15,,,CLE 35,39,38,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,0:15,1,10,IND 25,39,38,Gardner Minshew pass incomplete deep middle intended for Michael Pittman (defended by Anthony Walker),0.610,0.060
4,0:09,2,10,IND 25,39,38,"Gardner Minshew sacked by Za'Darius Smith for no gain. Gardner Minshew fumbles (forced by Za'Darius Smith), recovered by Ogbonnia Okoronkwo at IND-26 (tackle by Za'Darius Smith)",0.060,-3.840
4,0:02,1,10,IND 26,39,38,P.J. Walker kneels for -1 yards,3.840,3.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
