#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:29,CIN 36,3,2:22,8,Punt
2,1,8:14,CIN 29,8,4:30,33,Punt
3,2,13:06,CIN 7,3,1:35,7,Punt
4,2,10:32,CIN 29,3,2:10,2,Punt
5,2,5:48,CIN 47,3,0:51,-3,Interception
6,2,2:27,CIN 20,3,0:38,4,Punt
7,2,0:33,CIN 20,1,0:33,-1,End of Half
8,3,15:00,CIN 18,6,2:47,42,Fumble
9,3,10:09,CIN 20,5,1:38,21,Punt
10,3,5:02,CIN 20,9,3:25,55,Fumble
11,4,14:47,PIT 46,3,0:50,46,Touchdown
12,4,11:11,CIN 13,13,5:59,70,Field Goal
13,4,3:28,PIT 45,7,1:38,45,Touchdown
14,4,1:36,PIT 26,1,0:13,6,Fumble
15,4,0:14,CIN 24,1,0:14,0,End of Game
