Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
1,3:21,4,10,MIA 9,0,0,"Brandon Fields punts 50 yards, returned by Ace Sanders for 10 yards (tackle by John Denney)",-2.490,-2.320
1,3:12,1,10,MIA 49,0,0,Denard Robinson up the middle for 8 yards (tackle by Dion Jordan),2.320,2.860
1,2:50,2,2,MIA 41,0,0,Blake Bortles pass incomplete short left intended for Cecil Shorts,2.860,2.150
1,2:45,3,2,MIA 41,0,0,Blake Bortles left end for 1 yard (tackle by Derrick Shelby),2.150,0.590
1,2:07,4,1,MIA 40,0,0,Blake Bortles up the middle for 1 yard (tackle by Derrick Shelby),0.590,2.980
1,1:39,1,10,MIA 39,0,0,Denard Robinson right guard for 8 yards (tackle by Reshad Jones),2.980,3.520
1,1:06,2,2,MIA 31,0,0,Denard Robinson right end for 8 yards (tackle by Reshad Jones and Michael Thomas),3.520,4.040
1,0:21,1,10,MIA 23,0,0,"Blake Bortles pass complete short left to Cecil Shorts for 18 yards (tackle by Olivier Vernon). Cecil Shorts fumbles (forced by Olivier Vernon), recovered by Allen Hurns at MIA-1. Penalty on Allen Hurns: Illegal Shift, 5 yards (no play)",4.040,3.710
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,15,MIA 28,6,0,"Blake Bortles pass incomplete short left intended for Nic Jacobs is intercepted by Louis Delmas at MIA-19 and returned for 81 yards, touchdown",3.710,-7.000
2,14:46,,,JAX 2,7,0,Caleb Sturgis kicks extra point good,0.000,0.000
2,14:46,,,MIA 35,7,0,"Caleb Sturgis kicks off 72 yards, returned by Jordan Todman for 29 yards (tackle by Michael Thomas)",0.000,-0.410
2,14:41,1,10,JAX 22,7,0,Blake Bortles pass complete short middle to Cecil Shorts for 13 yards (tackle by Reshad Jones),0.410,1.270
2,14:04,1,10,JAX 35,7,0,Denard Robinson left end for 8 yards (tackle by Kelvin Sheppard),1.270,1.800
2,13:31,2,2,JAX 43,7,0,Blake Bortles pass complete short left to Denard Robinson for 10 yards (tackle by Jelani Jenkins and Randy Starks),1.800,2.460
2,12:52,1,10,MIA 47,7,0,Blake Bortles sacked by Jonathan Freeny for -4 yards,2.460,1.370
2,12:16,2,14,JAX 49,7,0,Blake Bortles pass incomplete short middle intended for Clay Harbor,1.370,0.700
2,12:12,3,14,JAX 49,7,0,Blake Bortles pass complete deep middle to Allen Hurns for 20 yards (tackle by Cortland Finnegan),0.700,3.510
2,11:33,1,10,MIA 31,7,0,Toby Gerhart right end for 2 yards (tackle by Kelvin Sheppard and Jonathan Freeny),3.510,3.510
2,10:48,1,10,MIA 31,7,0,Timeout #1 by Miami Dolphins,3.510,3.240
2,10:48,2,8,MIA 29,7,0,Denard Robinson up the middle for 1 yard (tackle by Jelani Jenkins and Olivier Vernon),3.240,2.680
2,10:04,3,7,MIA 28,7,0,Blake Bortles left end for 2 yards (tackle by Cortland Finnegan),2.680,1.790
2,9:39,4,5,MIA 26,7,0,"Josh Scobee 45 yard field goal no good. Penalty on Dion Jordan: Defensive Offside, 4 yards (no play)",1.790,1.790
2,9:35,4,5,MIA 26,7,0,Timeout #2 by Jacksonville Jaguars,1.790,2.140
2,9:35,4,1,MIA 22,7,0,Toby Gerhart up the middle for 2 yards (tackle by Jared Odrick),2.140,4.240
2,8:54,1,10,MIA 20,7,0,Denard Robinson up the middle for 3 yards (tackle by Jelani Jenkins),4.240,4.120
2,8:20,2,7,MIA 17,7,0,"Penalty on Luke Bowanko: False Start, 5 yards (no play)",4.120,3.420
2,7:55,2,12,MIA 22,7,0,Denard Robinson right end for 3 yards (tackle by Earl Mitchell),3.420,3.100
2,7:16,3,9,MIA 19,7,0,Blake Bortles pass complete short right to Allen Robinson for 7 yards (tackle by Brent Grimes and Cortland Finnegan),3.100,2.760
2,6:32,4,2,MIA 12,7,3,Josh Scobee 30 yard field goal good,2.760,3.000
2,6:32,,,JAX 35,7,3,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,6:28,1,10,MIA 20,7,3,Ryan Tannehill pass complete short right to Charles Clay for 1 yard (tackle by Telvin Smith),0.280,-0.130
2,5:49,2,9,MIA 21,7,3,Ryan Tannehill pass incomplete short right intended for Mike Wallace,-0.130,-0.820
2,5:43,3,9,MIA 21,7,3,Ryan Tannehill pass incomplete deep right intended for Charles Clay,-0.820,-1.960
2,5:38,4,9,MIA 21,7,3,"Brandon Fields punts 64 yards. Penalty on Kelvin Sheppard: Illegal Formation, 5 yards (no play)",-1.960,-2.390
2,5:28,4,14,MIA 16,7,3,"Brandon Fields punts 51 yards, returned by Ace Sanders for 4 yards (tackle by Rishard Matthews)",-2.390,-1.400
2,5:17,1,10,JAX 37,7,3,"Blake Bortles pass incomplete deep right intended for Cecil Shorts. Penalty on Louis Delmas: Illegal Use of Hands (Declined), Penalty on Brent Grimes: Defensive Pass Interference, 23 yards (no play)",1.400,2.920
2,5:06,1,10,MIA 40,7,3,Blake Bortles right end for 3 yards (tackle by Cameron Wake),2.920,2.780
2,4:32,2,7,MIA 37,7,3,"Blake Bortles up the middle for 9 yards (tackle by Jelani Jenkins). Blake Bortles fumbles (forced by Jelani Jenkins), recovered by Louis Delmas at MIA-23 (tackle by Cecil Shorts)",2.780,-0.480
2,4:21,1,10,MIA 23,7,3,Jarvis Landry right end for 4 yards (tackle by Jonathan Cyprien),0.480,0.470
2,3:51,2,6,MIA 27,7,3,Ryan Tannehill left end for 9 yards,0.470,1.330
2,3:12,1,10,MIA 36,7,3,Ryan Tannehill pass incomplete short right intended for Brandon Gibson (defended by Abry Jones),1.330,0.790
2,3:08,2,10,MIA 36,7,3,Ryan Tannehill pass complete short left to Lamar Miller for 9 yards (tackle by Jonathan Cyprien),0.790,1.290
2,2:34,3,1,MIA 45,7,3,Lamar Miller up the middle for 6 yards (tackle by Jonathan Cyprien),1.290,2.320
2,2:02,1,10,JAX 49,7,3,Ryan Tannehill pass incomplete short left intended for Mike Wallace,2.320,1.780
2,1:58,2,10,JAX 49,7,3,Ryan Tannehill pass complete short middle to Brian Hartline for 19 yards (tackle by Jonathan Cyprien),1.780,3.580
2,1:38,1,10,JAX 30,7,3,Ryan Tannehill pass complete short left to Lamar Miller for 5 yards (tackle by Will Blackmon),3.580,3.710
2,1:12,2,5,JAX 25,7,3,Ryan Tannehill pass incomplete short left intended for Brandon Gibson (defended by Chris Clemons),3.710,3.010
2,1:07,3,5,JAX 25,7,3,Ryan Tannehill pass incomplete short middle intended for Brian Hartline,3.010,1.850
2,1:02,4,5,JAX 25,10,3,Caleb Sturgis 43 yard field goal good,1.850,3.000
2,1:02,,,MIA 35,10,3,"Caleb Sturgis kicks off 69 yards, returned by Jordan Todman for 23 yards (tackle by Dion Jordan)",0.000,-0.150
2,0:52,1,10,JAX 19,10,3,Blake Bortles sacked by Cameron Wake for -3 yards,0.150,-0.870
2,0:26,2,13,JAX 16,10,3,Blake Bortles pass complete short left to Allen Robinson for 11 yards (tackle by Jamar Taylor),-0.870,-0.030
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,10,3,"Josh Scobee kicks off 68 yards, returned by Jarvis Landry for 32 yards (tackle by Jonathan Cyprien)",0.000,-0.870
3,14:55,1,10,MIA 29,10,3,Ryan Tannehill pass complete short middle to Jarvis Landry for 11 yards (tackle by Will Blackmon),0.870,1.600
3,14:20,1,10,MIA 40,10,3,Ryan Tannehill pass complete short left to Jarvis Landry for 3 yards (tackle by Josh Evans),1.600,1.460
3,13:55,2,7,MIA 43,10,3,Ryan Tannehill pass complete short middle to Daniel Thomas for -1 yards (tackle by Telvin Smith and J.T. Thomas),1.460,0.630
3,13:11,3,8,MIA 42,10,3,Ryan Tannehill sacked by Ryan Davis for -7 yards,0.630,-1.040
3,12:35,4,15,MIA 35,10,3,"Brandon Fields punts 58 yards, returned by Ace Sanders for 7 yards (tackle by Jonathan Freeny). Penalty on Demetrius McCray: Illegal Block Above the Waist, 7 yards",-1.040,0.380
3,12:24,1,10,JAX 7,16,3,"Blake Bortles pass incomplete short right intended for Cecil Shorts is intercepted by Brent Grimes at JAX-22 and returned for 22 yards, touchdown",-0.380,-7.000
3,12:16,,,JAX 2,17,3,Caleb Sturgis kicks extra point good,0.000,0.000
3,12:16,,,MIA 35,17,3,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
3,12:16,1,10,JAX 20,17,3,Blake Bortles pass incomplete deep left intended for Clay Harbor,0.280,-0.270
3,12:11,2,10,JAX 20,17,3,Denard Robinson up the middle for 2 yards (tackle by Olivier Vernon and Jelani Jenkins),-0.270,-0.690
3,11:30,3,8,JAX 22,17,3,Blake Bortles for 32 yards,-0.690,2.520
3,10:52,1,10,MIA 46,17,3,Denard Robinson right end for 3 yards (tackle by Cameron Wake),2.520,2.380
3,10:16,2,7,MIA 43,17,3,Blake Bortles pass incomplete short middle intended for Allen Robinson,2.380,1.680
3,10:11,3,7,MIA 43,17,3,Blake Bortles pass complete short left to Allen Hurns for 9 yards (tackle by Cortland Finnegan and Jared Odrick),1.680,3.310
3,9:38,1,10,MIA 34,17,3,"Blake Bortles sacked by Olivier Vernon for -7 yards. Penalty on Louis Delmas: Illegal Contact, 5 yards (no play)",3.310,3.640
3,9:15,1,10,MIA 29,17,3,Denard Robinson left end for 4 yards (tackle by Kelvin Sheppard),3.640,3.640
3,8:43,2,6,MIA 25,17,3,Denard Robinson left end for 3 yards (tackle by Reshad Jones and Cortland Finnegan),3.640,3.340
3,8:02,3,3,MIA 22,17,3,Blake Bortles pass incomplete short left intended for Allen Robinson,3.340,2.090
3,7:59,4,3,MIA 22,17,6,Josh Scobee 40 yard field goal good,2.090,3.000
3,7:59,,,JAX 35,17,6,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,7:54,1,10,MIA 20,17,6,Ryan Tannehill pass incomplete deep middle intended for Brian Hartline,0.280,-0.270
3,7:50,2,10,MIA 20,17,6,Lamar Miller up the middle for 5 yards (tackle by Tyson Alualu),-0.270,-0.300
3,7:25,3,5,MIA 25,17,6,Ryan Tannehill pass incomplete short right intended for Mike Wallace,-0.300,-1.700
3,7:22,4,5,MIA 25,17,6,"Brandon Fields punts 47 yards, returned by Ace Sanders for 1 yard (tackle by Will Davis)",-1.700,-0.870
3,7:12,1,10,JAX 29,17,6,Blake Bortles pass incomplete short middle intended for Allen Hurns,0.870,0.330
3,7:08,2,10,JAX 29,17,6,Blake Bortles pass complete deep right to Allen Hurns for 20 yards,0.330,2.190
3,6:43,1,10,JAX 49,17,6,Blake Bortles pass incomplete deep right intended for Cecil Shorts,2.190,1.650
3,6:37,2,10,JAX 49,17,6,Blake Bortles pass incomplete short right intended for Marqise Lee,1.650,0.960
3,6:34,3,10,JAX 49,17,6,Blake Bortles sacked by Reshad Jones for -8 yards,0.960,-0.650
3,6:00,4,18,JAX 41,17,6,"Bryan Anger punts 54 yards, out of bounds",-0.650,0.380
3,5:50,1,10,MIA 5,17,6,Lamar Miller up the middle for 4 yards (tackle by J.T. Thomas),-0.380,-0.490
3,5:16,2,6,MIA 9,17,6,Lamar Miller up the middle for -1 yards (tackle by Evander Hood),-0.490,-1.070
3,4:34,3,7,MIA 8,17,6,"Ryan Tannehill pass complete short right to Jarvis Landry for 4 yards (tackle by Will Blackmon). Penalty on Samson Satele: Offensive Holding (Offsetting), Penalty on Dwayne Gratz: Defensive Holding (Offsetting) (no play)",-1.070,-1.070
3,4:06,3,7,MIA 8,17,6,Ryan Tannehill pass complete deep right to Mike Wallace for 50 yards,-1.070,2.790
3,3:47,1,10,JAX 42,17,6,Ryan Tannehill pass incomplete deep middle intended for Mike Wallace,2.790,2.240
3,3:39,2,10,JAX 42,17,6,Lamar Miller right end for 9 yards (tackle by Josh Evans),2.240,2.740
3,3:07,3,1,JAX 33,17,6,Lamar Miller up the middle for 30 yards (tackle by Dwayne Gratz),2.740,6.510
3,2:23,1,3,JAX 3,23,6,"Ryan Tannehill pass complete short left to Rishard Matthews for 3 yards, touchdown",6.510,7.000
3,2:23,,,JAX 2,24,6,Caleb Sturgis kicks extra point good,0.000,0.000
3,2:23,,,MIA 35,24,6,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
3,2:18,1,10,JAX 20,24,6,Blake Bortles pass incomplete deep left intended for Allen Robinson,0.280,-0.270
3,2:14,2,10,JAX 20,24,6,Denard Robinson left end for -1 yards (tackle by Olivier Vernon),-0.270,-1.140
3,1:30,3,11,JAX 19,24,6,Blake Bortles pass complete short left to Toby Gerhart for 3 yards (tackle by Jamar Taylor),-1.140,-1.900
3,0:52,4,8,JAX 22,24,6,"Bryan Anger punts 50 yards, returned by Jarvis Landry for 4 yards (tackle by Jeremiah George)",-1.900,-1.070
3,0:42,1,10,MIA 32,24,6,Lamar Miller right end for no gain (tackle by Chris Clemons),1.070,0.530
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIA 32,24,6,Ryan Tannehill pass complete short middle to Dion Sims for 13 yards (tackle by J.T. Thomas),0.530,1.930
4,14:27,1,10,MIA 45,24,6,Ryan Tannehill pass complete short left to Daniel Thomas for 13 yards (tackle by Jonathan Cyprien),1.930,2.790
4,14:06,1,10,JAX 42,24,6,Daniel Thomas up the middle for 9 yards (tackle by Geno Hayes),2.790,3.460
4,13:25,2,1,JAX 33,24,6,Ryan Tannehill pass incomplete deep left intended for Mike Wallace,3.460,2.740
4,13:19,3,1,JAX 33,24,6,Daniel Thomas up the middle for 2 yards (tackle by Chris Clemons),2.740,3.510
4,12:42,1,10,JAX 31,24,6,Ryan Tannehill pass complete short right to Brandon Gibson for 7 yards (tackle by Geno Hayes),3.510,3.910
4,12:05,2,3,JAX 24,24,6,Ryan Tannehill up the middle for 5 yards (tackle by Telvin Smith),3.910,4.310
4,11:24,1,10,JAX 19,24,6,Ryan Tannehill pass complete short right to Mike Wallace for 9 yards (tackle by Dekoda Watson),4.310,5.360
4,10:39,2,1,JAX 10,24,6,"Penalty on Chris Clemons: Encroachment, 5 yards (no play)",5.360,6.060
4,10:25,1,5,JAX 5,24,6,Ryan Tannehill pass incomplete short middle intended for Rishard Matthews is intercepted by J.T. Thomas at JAX--2,6.060,-0.280
4,10:16,1,10,JAX 20,24,6,Denard Robinson right guard for 4 yards (tackle by Terrence Fede),0.280,0.270
4,9:47,2,6,JAX 24,24,6,Blake Bortles pass complete short middle to Marqise Lee for 9 yards (tackle by Brent Grimes). Penalty on Jamar Taylor: Defensive Pass Interference (Declined),0.270,1.140
4,9:29,1,10,JAX 33,24,6,Blake Bortles pass incomplete deep left intended for Allen Robinson,1.140,0.590
4,9:23,2,10,JAX 33,24,6,Denard Robinson up the middle for 3 yards (tackle by Reshad Jones),0.590,0.300
4,8:47,3,7,JAX 36,24,6,Blake Bortles sacked by Terrence Fede for -5 yards. Penalty on Austin Pasztor: Offensive Holding (Declined),0.300,-1.310
4,8:47,4,12,JAX 31,24,6,"Bryan Anger punts 54 yards, returned by Jarvis Landry for 6 yards (tackle by Jeremy Harris)",-1.310,-0.340
4,8:21,1,10,MIA 21,24,6,Lamar Miller up the middle for 5 yards (tackle by Jonathan Cyprien),0.340,0.480
4,7:48,2,5,MIA 26,24,6,Ryan Tannehill pass complete short left to Jarvis Landry for 9 yards (tackle by J.T. Thomas and Will Blackmon),0.480,1.270
4,7:05,1,10,MIA 35,24,6,Lamar Miller right end for 10 yards (tackle by Tyson Alualu),1.270,1.930
4,6:19,1,10,MIA 45,24,6,"Ryan Tannehill pass incomplete deep left intended for Brandon Gibson. Penalty on Jeremy Harris: Illegal Contact, 5 yards (no play)",1.930,2.260
4,6:14,1,10,,24,6,"Penalty on Ja'Wuan James: False Start, 5 yards (no play)",2.260,1.930
4,6:14,1,15,MIA 45,24,6,Daniel Thomas right end for 7 yards (tackle by Jonathan Cyprien),1.930,1.980
4,5:46,2,8,JAX 48,24,6,Ryan Tannehill pass complete deep right to Dion Sims for 38 yards (tackle by Josh Evans),1.980,4.910
4,4:59,1,10,JAX 10,24,6,Daniel Thomas up the middle for no gain (tackle by Red Bryant and Geno Hayes),4.910,4.190
4,4:16,2,10,JAX 10,24,6,Lamar Miller up the middle for 4 yards (tackle by Chris Clemons),4.190,4.190
4,4:08,2,10,JAX 10,24,6,Timeout #1 by Jacksonville Jaguars,4.190,4.040
4,4:08,3,6,JAX 6,24,6,Ryan Tannehill pass incomplete short middle intended for Charles Clay,4.040,2.990
4,4:01,4,6,JAX 6,24,6,"Caleb Sturgis 24 yard field goal good. Penalty on Brandon Fields: Delay of Game, 5 yards (no play)",2.990,2.700
4,3:56,4,11,JAX 11,27,6,Caleb Sturgis 29 yard field goal good,2.700,3.000
4,3:56,,,MIA 35,27,6,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
4,3:53,1,10,JAX 20,27,6,Blake Bortles pass complete short right to Clay Harbor for 15 yards (tackle by Philip Wheeler),0.280,1.270
4,3:29,1,10,JAX 35,27,6,Blake Bortles pass complete short right to Jordan Todman for -3 yards (tackle by Chris McCain),1.270,0.320
4,3:29,2,13,JAX 32,27,6,Blake Bortles pass complete short middle to Clay Harbor for 12 yards (tackle by Jonathan Freeny),0.320,1.220
4,2:47,3,1,JAX 44,27,6,Jordan Todman right end for 8 yards (tackle by Dion Jordan),1.220,2.390
4,2:47,1,10,MIA 48,27,12,"Blake Bortles pass complete deep left to Allen Robinson for 48 yards, touchdown. Penalty on Chris McCain: Defensive Offside (Declined)",2.390,7.000
4,2:47,,,MIA 2,27,13,Josh Scobee kicks extra point good,0.000,0.000
4,2:47,,,JAX 35,27,13,"Josh Scobee kicks onside 13 yards, recovered by Michael Thomas",0.000,-2.390
4,2:16,1,10,JAX 48,27,13,Lamar Miller left end for -4 yards (tackle by Tyson Alualu and Roy Miller),2.390,2.390
4,2:11,1,10,JAX 48,27,13,Timeout #2 by Jacksonville Jaguars,2.390,1.310
4,2:11,2,14,MIA 48,27,13,Lamar Miller up the middle for 3 yards (tackle by Jonathan Cyprien),1.310,1.030
4,2:00,3,11,JAX 49,27,13,Ryan Tannehill left end for 30 yards (tackle by Josh Evans),1.030,4.310
4,1:12,1,10,JAX 19,27,13,Lamar Miller up the middle for 5 yards (tackle by Abry Jones and Telvin Smith),4.310,4.530
4,0:29,2,5,JAX 14,27,13,Ryan Tannehill kneels for -1 yards,4.530,3.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
