Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,ATL 38,0,7,Trevor Lawrence pass incomplete deep right intended for Christian Kirk,1.880,0.720
2,14:56,4,9,ATL 38,0,10,Brandon McManus 56 yard field goal good,0.720,3.000
2,14:51,,,JAX 35,0,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,14:51,1,10,ATL 25,0,10,Bijan Robinson left end for 4 yards (tackle by Andre Cisco),0.610,0.600
2,14:15,2,6,ATL 29,0,10,Desmond Ridder pass incomplete short middle intended for Drake London (defended by Darious Williams),0.600,-0.100
2,14:10,3,6,ATL 29,0,10,Desmond Ridder pass complete short left to Jonnu Smith for 15 yards (tackle by Foyesade Oluokun),-0.100,1.860
2,13:36,1,10,ATL 44,0,10,Bijan Robinson right end for 1 yard (tackle by Foyesade Oluokun),1.860,1.450
2,12:53,2,9,ATL 45,0,10,Desmond Ridder pass incomplete deep right intended for Drake London (defended by Tyson Campbell),1.450,0.760
2,12:47,3,9,ATL 45,0,10,Desmond Ridder sacked by Josh Allen for -14 yards,0.760,-1.310
2,12:10,4,23,ATL 31,0,10,"Bradley Pinion punts 62 yards, returned by Christian Kirk for 12 yards (tackle by Jaylinn Hawkins)",-1.310,-0.150
2,11:57,1,10,JAX 19,0,10,"Trevor Lawrence pass complete short middle to Evan Engram for 5 yards. Evan Engram fumbles (forced by Jessie Bates), recovered by Evan Engram at JAC-24 ATL challenged the ruling, and the play was upheld.",0.150,0.340
2,11:26,2,5,JAX 24,0,10,Trevor Lawrence pass complete short left to Christian Kirk for 3 yards (tackle by Jessie Bates and DeAundre Alford),0.340,-0.030
2,10:45,3,2,JAX 27,0,10,Trevor Lawrence scrambles up the middle for 1 yard (tackle by David Onyemata and Bud Dupree),-0.030,-1.500
2,10:14,4,1,JAX 28,0,10,"Logan Cooke punts 59 yards, fair catch by Mike Hughes at ATL-13",-1.500,0.320
2,10:08,1,10,ATL 13,0,10,Tyler Allgeier right tackle for 5 yards (tackle by Andrew Wingard),-0.320,-0.140
2,9:24,2,5,ATL 18,0,10,Tyler Allgeier left tackle for -3 yards (tackle by Foyesade Oluokun and Angelo Blackson),-0.140,-1.180
2,8:39,3,8,ATL 15,0,10,Desmond Ridder pass complete short left to Bijan Robinson for 9 yards (tackle by Foyesade Oluokun),-1.180,0.540
2,8:03,1,10,ATL 24,0,10,Desmond Ridder pass complete short right to Jonnu Smith for 7 yards (tackle by Chad Muma),0.540,0.940
2,7:24,2,3,ATL 31,0,10,Tyler Allgeier right tackle for 4 yards (tackle by Roy Robertson-Harris),0.940,1.270
2,6:39,1,10,ATL 35,0,10,Desmond Ridder pass complete short left to KhaDarel Hodge for 10 yards (tackle by Darious Williams),1.270,1.930
2,6:02,1,10,ATL 45,0,10,Bijan Robinson left guard for 8 yards (tackle by Chad Muma),1.930,2.460
2,5:21,2,2,JAX 47,0,10,Bijan Robinson left guard for 2 yards (tackle by Andre Cisco),2.460,2.590
2,4:42,1,10,JAX 45,0,16,"Desmond Ridder pass short right intended for Drake London is intercepted by Darious Williams at JAC-39 and returned for 61 yards, touchdown",2.590,-7.000
2,4:31,,,ATL 15,0,17,Brandon McManus kicks extra point good,0.000,0.000
2,4:31,,,JAX 35,0,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,4:31,1,10,ATL 25,0,17,"Desmond Ridder pass short middle intended for Kyle Pitts is intercepted by Andre Cisco at ATL-38 and returned for 18 yards. Andre Cisco fumbles (forced by Keith Smith), recovered by Foyesade Oluokun at ATL-16",0.610,-4.510
2,4:20,1,10,ATL 16,0,17,Travis Etienne right guard for 2 yards (tackle by Nathan Landman),4.510,4.210
2,3:40,2,8,ATL 14,0,17,Trevor Lawrence pass complete short middle to Christian Kirk for 6 yards (tackle by Jessie Bates),4.210,4.620
2,3:04,3,2,ATL 8,0,17,Travis Etienne right tackle for 1 yard (tackle by Grady Jarrett),4.620,3.010
2,2:26,4,1,ATL 7,0,17,Trevor Lawrence sacked by David Onyemata for -5 yards,3.010,0.350
2,2:20,1,10,ATL 12,0,17,"Penalty on Bijan Robinson: False Start, 5 yards (accepted) (no play)",-0.350,-0.570
2,2:20,1,15,ATL 7,0,17,Bijan Robinson left tackle for 4 yards (tackle by Folorunso Fatukasi and Chad Muma),-0.570,-0.850
2,2:00,2,11,ATL 11,0,17,Desmond Ridder pass complete short left to Drake London for 7 yards (tackle by Tyson Campbell),-0.850,-0.720
2,1:40,3,4,ATL 18,0,17,Desmond Ridder pass complete short left to Bijan Robinson for 5 yards (tackle by Foyesade Oluokun),-0.720,0.480
2,1:37,1,10,ATL 23,0,17,Desmond Ridder pass incomplete deep right intended for Mack Hollins (defended by Darious Williams),0.480,-0.070
2,1:30,2,10,ATL 23,0,17,Desmond Ridder pass complete short right to Kyle Pitts for 8 yards (tackle by Tre Herndon),-0.070,0.300
2,1:12,3,2,ATL 31,0,17,Bijan Robinson left tackle for no gain (tackle by Adam Gotsis),0.300,-1.310
2,1:05,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:05,4,2,ATL 31,0,17,"Bradley Pinion punts 49 yards, fair catch by Christian Kirk at JAC-20",-1.310,-0.280
2,0:58,1,10,JAX 20,0,17,Trevor Lawrence pass complete short left to Christian Kirk for 6 yards (tackle by Kaden Elliss),0.280,0.540
2,0:36,2,4,JAX 26,0,17,Trevor Lawrence pass incomplete short middle intended for Christian Kirk,0.540,-0.160
2,0:33,3,4,JAX 26,0,17,Trevor Lawrence pass complete short right to Christian Kirk for 16 yards (tackle by DeAundre Alford),-0.160,1.730
2,0:28,1,10,JAX 42,0,17,Trevor Lawrence pass incomplete short left intended for Christian Kirk,1.730,1.190
2,0:24,2,10,JAX 42,0,17,Trevor Lawrence sacked by and David Onyemata for -7 yards and Bud Dupree for -7 yards,1.190,-0.430
Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,0,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,0,17,Tyler Allgeier left end for 9 yards (tackle by Rayshawn Jenkins),0.610,1.280
3,14:20,2,1,ATL 34,0,17,Bijan Robinson left guard for 38 yards (tackle by Darious Williams),1.280,3.710
3,13:40,1,10,JAX 28,0,17,Bijan Robinson left guard for 3 yards (tackle by Angelo Blackson),3.710,3.570
3,13:03,2,7,JAX 25,0,17,Desmond Ridder pass incomplete short middle,3.570,2.870
3,12:59,3,7,JAX 25,0,17,Desmond Ridder pass complete short left to KhaDarel Hodge for 9 yards (tackle by Tyson Campbell),2.870,4.510
3,12:26,1,10,JAX 16,0,17,Bijan Robinson left tackle for 1 yard (tackle by Tyson Campbell and Chad Muma),4.510,4.050
3,11:48,2,9,JAX 15,0,17,Desmond Ridder pass incomplete short right intended for Tyler Allgeier,4.050,3.220
3,11:42,3,9,JAX 15,6,17,"Desmond Ridder pass complete short left to Drake London for 15 yards, touchdown",3.220,7.000
3,11:38,,,JAX 15,7,17,Younghoe Koo kicks extra point good,0.000,0.000
3,11:38,,,ATL 35,7,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,11:38,1,10,JAX 25,7,17,Trevor Lawrence pass complete short right to Calvin Ridley for 8 yards (tackle by AJ Terrell),0.610,1.140
3,11:01,2,2,JAX 33,7,17,Trevor Lawrence pass complete short middle to Travis Etienne for 4 yards (tackle by Nathan Landman),1.140,1.400
3,10:18,,,,,,Timeout #1 by Jacksonville Jaguars,,
3,10:18,1,10,JAX 37,7,17,Travis Etienne right guard for 3 yards (tackle by Kaden Elliss),1.400,1.260
3,9:41,2,7,JAX 40,7,17,Trevor Lawrence pass complete short left to Luke Farrell for 7 yards (tackle by Mike Hughes and Jessie Bates),1.260,2.060
3,8:59,1,10,JAX 47,7,17,Travis Etienne right guard for no gain (tackle by Calais Campbell and Jessie Bates),2.060,1.520
3,8:15,2,10,JAX 47,7,17,Trevor Lawrence pass complete short left to Tim Jones for -1 yards (tackle by DeAundre Alford),1.520,0.700
3,7:36,3,11,JAX 46,7,17,Trevor Lawrence pass incomplete short right intended for Jamycal Hasty,0.700,-0.320
3,7:32,4,11,JAX 46,7,17,Logan Cooke punts 47 yards,-0.320,0.380
3,7:24,1,10,ATL 7,7,17,"Bijan Robinson for 5 yards (tackle by Chad Muma and Foyesade Oluokun). Penalty on Jeremiah Ledbetter: Defensive Holding, 5 yards (offset) . Penalty on Chris Lindstrom: Chop Block, 15 yards (offset) (no play)",-0.380,-0.380
3,6:56,1,10,ATL 7,7,17,Bijan Robinson right end for 9 yards (tackle by Darious Williams),-0.380,-0.020
3,6:19,2,1,ATL 16,7,17,Bijan Robinson right tackle for 2 yards (tackle by Travon Walker and Foyesade Oluokun),-0.020,0.040
3,5:36,1,10,ATL 18,7,17,Desmond Ridder pass incomplete deep right intended for Kyle Pitts (defended by Tyson Campbell),0.040,-0.490
3,5:31,2,10,ATL 18,7,17,Bijan Robinson right end for 21 yards (tackle by Tyson Campbell),-0.490,1.530
3,5:01,1,10,ATL 39,7,17,Desmond Ridder pass complete short right to Kyle Pitts for 13 yards (tackle by Tyson Campbell),1.530,2.390
3,4:26,1,10,JAX 48,7,17,Desmond Ridder pass complete short left to Tyler Allgeier for -4 yards (tackle by Foyesade Oluokun),2.390,1.310
3,3:41,2,14,ATL 48,7,17,Desmond Ridder pass incomplete deep left intended for Mack Hollins,1.310,0.630
3,3:37,3,14,ATL 48,7,17,"Penalty on Jonnu Smith: False Start, 5 yards (accepted) (no play)",0.630,-0.030
3,3:37,3,19,ATL 43,7,17,Desmond Ridder pass complete short left to Bijan Robinson for 6 yards (tackle by Tre Herndon),-0.030,-0.130
3,3:03,4,13,ATL 49,7,17,"Bradley Pinion punts 41 yards, fair catch by Christian Kirk at JAC-10",-0.130,0.380
3,2:57,1,10,JAX 10,7,17,Travis Etienne right guard for 3 yards (tackle by Nathan Landman and Kaden Elliss),-0.380,-0.560
3,2:18,2,7,JAX 13,7,17,Trevor Lawrence pass complete short left to Evan Engram for 10 yards (tackle by Mike Hughes),-0.560,0.480
3,1:42,1,10,JAX 23,7,17,"Trevor Lawrence pass incomplete deep left intended for Evan Engram (defended by Jeff Okudah). Penalty on Luke Fortner: Offensive Holding, 10 yards (accepted) (no play)",0.480,-0.590
3,1:36,1,20,JAX 13,7,17,Trevor Lawrence pass complete short middle to Evan Engram for 10 yards (tackle by Richie Grant),-0.590,-0.070
3,0:54,2,10,JAX 23,7,17,Travis Etienne left tackle for 3 yards (tackle by Bud Dupree and David Onyemata),-0.070,-0.360
3,0:11,3,7,JAX 26,7,17,Trevor Lawrence pass complete short right to Christian Kirk for 11 yards (tackle by Mike Hughes),-0.360,1.400
Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 37,7,17,Trevor Lawrence pass complete short left to Evan Engram for 19 yards (tackle by Jessie Bates),1.400,2.650
4,14:20,1,10,ATL 44,7,17,Travis Etienne left guard for 4 yards (tackle by Grady Jarrett and David Onyemata),2.650,2.650
4,13:42,2,6,ATL 40,7,17,Travis Etienne right guard for no gain (tackle by Jeff Okudah and Calais Campbell),2.650,1.950
4,12:59,3,6,ATL 40,7,17,Trevor Lawrence scrambles right end for 10 yards (tackle by Richie Grant),1.950,3.580
4,12:18,1,10,ATL 30,7,17,Travis Etienne right guard for 3 yards (tackle by Zach Harrison and Timmy Horne),3.580,3.440
4,11:34,2,7,ATL 27,7,17,Trevor Lawrence pass complete short left to Christian Kirk for 2 yards (tackle by AJ Terrell),3.440,3.010
4,10:48,3,5,ATL 25,7,17,Trevor Lawrence pass incomplete deep right intended for Jamycal Hasty,3.010,1.850
4,10:41,4,5,ATL 25,7,20,Brandon McManus 43 yard field goal good,1.850,3.000
4,10:36,,,JAX 35,7,20,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,10:36,1,10,ATL 25,7,20,Desmond Ridder pass incomplete deep middle intended for Mack Hollins (defended by Chad Muma),0.610,0.060
4,10:32,2,10,ATL 25,7,20,Tyler Allgeier right end for 4 yards (tackle by Yasir Abdullah),0.060,-0.100
4,9:49,3,6,ATL 29,7,20,Desmond Ridder pass complete short left to Drake London for 6 yards (tackle by Tre Herndon and Chad Muma),-0.100,1.270
4,9:14,1,10,ATL 35,7,20,Desmond Ridder scrambles up the middle for 6 yards (tackle by Chad Muma),1.270,1.530
4,8:31,2,4,ATL 41,7,20,Bijan Robinson up the middle for 13 yards (tackle by Andrew Wingard),1.530,2.520
4,8:05,1,10,JAX 46,7,20,Desmond Ridder pass complete short middle to Jonnu Smith for 33 yards (tackle by Tre Herndon and Darious Williams),2.520,4.710
4,7:26,1,10,JAX 13,7,20,Tyler Allgeier left tackle for -5 yards (tackle by Foyesade Oluokun),4.710,3.400
4,6:51,2,15,JAX 18,7,20,Desmond Ridder pass incomplete short left intended for MyCole Pruitt (defended by Chad Muma),3.400,2.790
4,6:48,3,15,JAX 18,7,20,Desmond Ridder pass complete short left to Jonnu Smith for 12 yards (tackle by Tyson Campbell),2.790,3.010
4,6:06,4,3,JAX 6,7,20,Desmond Ridder pass incomplete short right intended for Drake London (defended by Tre Herndon),3.010,0.380
4,6:01,1,10,JAX 6,7,20,Travis Etienne left guard for 3 yards (tackle by Grady Jarrett and Calais Campbell),-0.380,-0.560
4,5:20,2,7,JAX 9,7,20,Trevor Lawrence pass complete short right to Evan Engram for 9 yards (tackle by Richie Grant),-0.560,0.040
4,4:37,1,10,JAX 18,7,20,Travis Etienne right guard for 1 yard (tackle by Grady Jarrett and David Onyemata),0.040,-0.320
4,4:34,,,,,,Timeout #1 by Atlanta Falcons,,
4,4:34,2,9,JAX 19,7,20,"Trevor Lawrence pass incomplete deep left intended for Calvin Ridley. Penalty on AJ Terrell: Defensive Pass Interference, 40 yards (accepted) (no play)",-0.320,2.850
4,4:27,1,10,ATL 41,7,20,Travis Etienne left tackle for 1 yard (tackle by Calais Campbell and Bud Dupree),2.850,2.440
4,4:23,,,,,,Timeout #2 by Atlanta Falcons,,
4,4:23,2,9,ATL 40,7,20,Travis Etienne right end for 6 yards (tackle by Mike Hughes and Richie Grant),2.440,2.540
4,3:41,3,3,ATL 34,7,20,Trevor Lawrence right end for 7 yards (tackle by Mike Hughes),2.540,3.780
4,3:38,,,,,,Timeout #3 by Atlanta Falcons,,
4,3:38,1,10,ATL 27,7,20,Travis Etienne up the middle for 2 yards (tackle by David Onyemata and Bud Dupree),3.780,3.500
4,2:52,2,8,ATL 25,7,20,Travis Etienne right guard for 3 yards (tackle by Jessie Bates),3.500,3.200
4,2:09,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,2:09,3,5,ATL 22,7,20,Travis Etienne right guard for 2 yards (tackle by Nathan Landman),3.200,2.220
4,2:00,4,3,ATL 20,7,23,Brandon McManus 38 yard field goal good,2.220,3.000
4,1:56,,,JAX 35,7,23,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,1:56,1,10,ATL 25,7,23,Desmond Ridder pass complete short right to Jonnu Smith for 14 yards (tackle by Rayshawn Jenkins),0.610,1.530
4,1:50,1,10,ATL 39,7,23,Desmond Ridder pass complete short middle to Jonnu Smith for 14 yards (tackle by Foyesade Oluokun),1.530,2.460
4,1:33,1,10,JAX 47,7,23,"Desmond Ridder sacked by Josh Allen for -9 yards. Desmond Ridder fumbles (forced by Josh Allen), recovered by Angelo Blackson at ATL-44 (tackle by Kaleb McGary)",2.460,-2.650
4,1:28,1,10,ATL 44,7,23,Trevor Lawrence kneels for -2 yards,2.650,1.840
4,0:46,2,12,ATL 46,7,23,Trevor Lawrence kneels for -1 yards,1.840,1.030
4,0:25,3,13,ATL 47,7,23,Trevor Lawrence kneels for -1 yards,1.030,0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
