Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Jaguars to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,JAX 20,0,0,Storm Johnson left tackle for 1 yard (tackle by Jurrell Casey),0.280,-0.130
1,14:34,2,9,JAX 21,0,0,Storm Johnson left guard for 3 yards (tackle by Jurrell Casey and Wesley Woodyard),-0.130,-0.430
1,13:55,3,6,JAX 24,0,0,Blake Bortles pass complete short right to Allen Hurns for 10 yards (tackle by Jason McCourty),-0.430,1.200
1,13:23,1,10,JAX 34,0,0,Blake Bortles pass complete short right to Jordan Todman for no gain,1.200,0.660
1,12:50,2,10,JAX 34,0,0,Blake Bortles pass complete deep right to Clay Harbor for 59 yards (tackle by Michael Griffin),0.660,5.600
1,12:11,1,7,TEN 7,0,0,Storm Johnson left end for 1 yard (tackle by Blidi Wreh-Wilson),5.600,4.950
1,11:27,2,6,TEN 6,0,0,"Blake Bortles pass incomplete short middle intended for Allen Robinson. Penalty on Daimion Stafford: Defensive Pass Interference, 5 yards (no play)",4.950,6.970
1,11:23,1,1,TEN 1,6,0,"Storm Johnson right guard for 1 yard, touchdown",6.970,7.000
1,11:23,,,TEN 2,7,0,Josh Scobee kicks extra point good,0.000,0.000
1,11:23,,,JAX 35,7,0,"Josh Scobee kicks off 68 yards, returned by Leon Washington for 50 yards (tackle by Jonathan Cyprien)",0.000,-2.060
1,11:10,1,10,TEN 47,7,0,Bishop Sankey left guard for no gain (tackle by Sen'Derrick Marks),2.060,1.520
1,10:36,2,10,TEN 47,7,0,Bishop Sankey up the middle for -1 yards (tackle by Roy Miller),1.520,0.700
1,10:00,3,11,TEN 46,7,0,Charlie Whitehurst pass incomplete short left intended for Leon Washington,0.700,-0.320
1,9:53,4,11,TEN 46,7,0,"Brett Kern punts 46 yards, returned by Ace Sanders for 8 yards (tackle by Quentin Groves)",-0.320,0.140
1,9:42,1,10,JAX 16,7,0,Storm Johnson left guard for 7 yards (tackle by Kamerion Wimbley and Jurrell Casey),-0.140,0.420
1,9:09,2,3,JAX 23,7,0,Storm Johnson up the middle for -1 yards (tackle by Ropati Pitoitua),0.420,-0.570
1,8:25,3,4,JAX 22,7,0,Blake Bortles pass complete short right to Cecil Shorts for 8 yards (tackle by Jason McCourty),-0.570,0.940
1,7:56,1,10,JAX 30,7,0,Jordan Todman up the middle for no gain (tackle by Avery Williamson),0.940,0.390
1,7:30,2,10,JAX 30,7,0,Blake Bortles pass complete short right to Cecil Shorts for 3 yards (tackle by Daimion Stafford),0.390,0.100
1,7:01,3,7,JAX 33,7,0,Blake Bortles pass incomplete short left intended for Allen Robinson (defended by Blidi Wreh-Wilson),0.100,-1.180
1,6:56,4,7,JAX 33,7,0,"Bryan Anger punts 45 yards, returned by Dexter McCluster for 4 yards (tackle by Dekoda Watson)",-1.180,-0.670
1,6:45,1,10,TEN 26,7,0,Charlie Whitehurst pass complete short right to Kendall Wright for 6 yards (tackle by Jonathan Cyprien and Demetrius McCray),0.670,0.940
1,6:10,2,4,TEN 32,7,0,Dexter McCluster right tackle for 3 yards (tackle by Red Bryant),0.940,0.630
1,5:32,3,1,TEN 35,7,0,Charlie Whitehurst pass complete short left to Delanie Walker for 18 yards (tackle by Josh Evans),0.630,2.460
1,5:02,1,10,JAX 47,7,0,Charlie Whitehurst pass incomplete deep right intended for Delanie Walker,2.460,1.910
1,4:51,2,10,JAX 47,7,0,Charlie Whitehurst pass complete short right to Leon Washington for 11 yards (tackle by Josh Evans),1.910,3.180
1,4:07,1,10,JAX 36,7,0,Bishop Sankey right end for 1 yard (tackle by Jonathan Cyprien and Will Blackmon),3.180,2.770
1,3:26,2,9,JAX 35,7,0,Charlie Whitehurst pass complete short left to Dexter McCluster for 25 yards (tackle by Josh Evans),2.770,4.910
1,2:48,1,10,JAX 10,7,0,Bishop Sankey left tackle for 2 yards (tackle by Evander Hood),4.910,4.570
1,2:11,2,8,JAX 8,7,0,Charlie Whitehurst pass complete short left to Dexter McCluster for 5 yards (tackle by Jonathan Cyprien and Geno Hayes),4.570,4.720
1,1:31,3,3,JAX 3,7,0,Charlie Whitehurst sacked by Evander Hood for -4 yards,4.720,2.970
1,0:49,4,7,JAX 7,7,3,Ryan Succop 25 yard field goal good,2.970,3.000
1,0:49,,,TEN 35,7,3,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
1,0:44,1,10,JAX 20,7,3,Storm Johnson up the middle for no gain (tackle by Ropati Pitoitua),0.280,-0.270
