Quarter,Time,Tm,Detail,JAX,TEN
1.0,11:17,Jaguars,Storm Johnson 1 yard rush (Josh Scobee kick),7,0
,0:44,Titans,Ryan Succop 25 yard field goal,7,3
2.0,1:04,Titans,Jackie Battle 1 yard rush (Ryan Succop kick),7,10
3.0,8:52,Titans,Ryan Succop 21 yard field goal,7,13
4.0,14:49,Titans,Ryan Succop 42 yard field goal,7,16
,0:37,Jaguars,Clay Harbor 20 yard pass from Blake Bortles (Josh Scobee kick),14,16
