Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
1,0:21,1,10,NYG 25,3,12,Daniel Jones pass complete short left to Saquon Barkley for -1 yards (tackle by Mike Edwards),0.610,-0.070
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,NYG 24,3,12,Daniel Jones pass complete short middle to Evan Engram for 6 yards (tackle by Mike Edwards and Kevin Minter),-0.070,0.040
2,14:23,3,5,NYG 30,3,12,Daniel Jones right end for 11 yards (tackle by Carlton Davis),0.040,1.660
2,13:47,1,10,NYG 41,3,12,Saquon Barkley up the middle for 3 yards (tackle by William Gholston and Jordan Whitehead),1.660,1.530
2,13:08,2,7,NYG 44,3,12,Daniel Jones pass complete short right to Evan Engram for 7 yards (tackle by Carlton Davis),1.530,2.320
2,12:27,1,10,TAM 49,3,12,"Penalty on NYG: Delay of Game, 5 yards (no play)",2.320,1.990
2,12:11,1,15,NYG 46,3,12,Daniel Jones pass complete short middle to Sterling Shepard for 12 yards (tackle by Mike Edwards),1.990,2.730
2,11:32,2,3,TAM 42,3,12,Daniel Jones pass incomplete short left intended for Darius Slayton,2.730,2.020
2,11:28,3,3,TAM 42,3,12,"Daniel Jones pass incomplete short right intended for Sterling Shepard. Penalty on Carlton Davis: Defensive Pass Interference, 10 yards (no play)",2.020,3.450
2,11:23,1,10,TAM 32,3,12,Daniel Jones pass incomplete deep right intended for Darius Slayton,3.450,2.900
2,11:17,2,10,TAM 32,3,12,Saquon Barkley up the middle for 6 yards (tackle by Anthony Nelson and Beau Allen),2.900,3.010
2,10:34,3,4,TAM 26,3,12,Daniel Jones pass complete short left to Saquon Barkley for 19 yards (tackle by M.J. Stewart). Penalty on Shaquil Barrett: Defensive Offside (Declined),3.010,5.600
2,10:09,1,7,TAM 7,3,12,Daniel Jones pass incomplete short left intended for Saquon Barkley,5.600,4.760
2,10:06,2,7,TAM 7,9,12,"Daniel Jones right end for 7 yards, touchdown",4.760,7.000
2,9:58,,,TAM 15,10,12,Aldrick Rosas kicks extra point good,0.000,0.000
2,9:58,,,NYG 35,10,12,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,9:58,1,10,TAM 25,10,12,Jameis Winston pass complete deep middle to Mike Evans for 55 yards (tackle by Janoris Jenkins),0.610,4.240
2,9:12,1,10,NYG 20,10,12,Ronald Jones left end for 1 yard (tackle by Tuzar Skipper and B.J. Hill),4.240,3.820
2,8:33,2,9,NYG 19,10,12,Jameis Winston pass incomplete deep right intended for Mike Evans,3.820,3.100
2,8:27,3,9,NYG 19,10,12,Jameis Winston sacked by Oshane Ximines for -10 yards,3.100,1.500
2,7:40,,,,,,Timeout #1 by New York Giants,,
2,7:40,4,19,NYG 29,10,15,Matt Gay 47 yard field goal good,1.500,3.000
2,7:35,,,TAM 35,10,15,"Bradley Pinion kicks off 63 yards, returned by Corey Ballentine for 22 yards (tackle by Andrew Adams and Deone Bucannon)",0.000,0.540
2,7:30,1,10,NYG 24,10,15,Daniel Jones pass incomplete deep right intended for Sterling Shepard,0.540,0.000
2,7:22,2,10,NYG 24,10,15,Saquon Barkley up the middle for no gain (tackle by Lavonte David and Mike Edwards),0.000,-0.690
2,6:38,3,10,NYG 24,10,15,"Penalty on Mike Remmers: False Start, 5 yards (no play)",-0.690,-1.430
2,6:19,3,15,NYG 19,10,15,Daniel Jones pass incomplete deep middle intended for Bennie Fowler (defended by Mike Edwards),-1.430,-2.140
2,6:12,4,15,NYG 19,10,15,"Riley Dixon punts 50 yards, returned by Bobo Wilson for -2 yards (tackle by Antonio Hamilton)",-2.140,-0.870
2,6:01,1,10,TAM 29,10,15,Jameis Winston pass incomplete short left intended for Antony Auclair (defended by Alec Ogletree),0.870,0.330
2,5:57,2,10,TAM 29,10,15,"Jameis Winston pass incomplete deep right intended for O.J. Howard (defended by Jabrill Peppers). Penalty on Jabrill Peppers: Defensive Pass Interference, 29 yards (no play)",0.330,2.790
2,5:52,1,10,NYG 42,10,15,Jameis Winston pass complete deep right to O.J. Howard for 30 yards (tackle by Grant Haley),2.790,4.780
2,5:27,1,10,NYG 12,10,15,Peyton Barber up the middle for 1 yard (tackle by Antoine Bethea),4.780,4.270
2,4:52,2,9,NYG 11,10,15,Jameis Winston up the middle for 2 yards (tackle by Lorenzo Carter),4.270,3.700
2,4:11,3,7,NYG 9,10,15,Jameis Winston pass incomplete short left intended for Cameron Brate,3.700,2.830
2,4:08,4,7,NYG 9,10,18,Matt Gay 27 yard field goal good,2.830,3.000
2,4:06,,,TAM 35,10,18,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,4:06,1,10,NYG 25,10,18,Saquon Barkley left end for -1 yards (tackle by Beau Allen and Lavonte David),0.610,-0.070
2,3:27,2,11,NYG 24,10,18,Daniel Jones pass complete short left to Saquon Barkley for 6 yards (tackle by Mike Edwards),-0.070,0.040
2,2:53,3,5,NYG 30,10,18,Daniel Jones pass complete short middle to Darius Slayton for 15 yards (tackle by Lavonte David),0.040,1.930
2,2:22,1,10,NYG 45,10,18,"Daniel Jones sacked by Shaquil Barrett for -4 yards. Daniel Jones fumbles (forced by Shaquil Barrett), recovered by Carl Nassib at NYG-41 (tackle by Will Hernandez)",1.930,-2.850
2,2:15,1,10,NYG 41,10,18,"Jameis Winston pass complete short right to Ronald Jones for 3 yards (tackle by Grant Haley). Penalty on Jabrill Peppers: Defensive Holding, 5 yards (no play)",2.850,3.180
2,2:00,1,10,NYG 36,10,18,Jameis Winston pass complete short middle to Dare Ogunbowale for 8 yards (tackle by Ryan Connelly and Tae Davis),3.180,3.720
2,1:41,2,2,NYG 28,10,18,Jameis Winston pass complete short middle to Chris Godwin for 8 yards (tackle by Grant Haley),3.720,4.240
2,1:31,,,,,,Timeout #2 by New York Giants,,
2,1:31,1,10,NYG 20,10,24,"Jameis Winston pass complete deep middle to Mike Evans for 20 yards, touchdown",4.240,7.000
2,1:26,,,NYG 15,10,25,Matt Gay kicks extra point good,0.000,0.000
2,1:26,,,TAM 35,10,25,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,1:26,1,10,NYG 25,10,25,Daniel Jones pass complete short middle to Sterling Shepard for 6 yards (tackle by Lavonte David),0.610,0.870
2,1:01,2,4,NYG 31,10,25,Daniel Jones pass incomplete deep middle intended for Russell Shepard,0.870,0.170
2,0:54,3,4,NYG 31,10,25,Daniel Jones right end for 3 yards (tackle by Lavonte David),0.170,-1.110
2,0:46,4,1,NYG 34,10,25,"Riley Dixon punts 44 yards, returned by Bobo Wilson for 8 yards (tackle by Eric Tomlinson). Penalty on Justin Watson: Illegal Block Above the Waist, 10 yards",-1.110,-0.280
2,0:36,1,10,TAM 20,10,25,Ronald Jones left end for 25 yards (tackle by Jabrill Peppers),0.280,1.930
2,0:28,1,10,TAM 45,10,25,Jameis Winston pass complete short middle to Mike Evans for 15 yards (tackle by Antoine Bethea),1.930,2.920
2,0:22,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,0:22,1,10,NYG 40,10,25,Jameis Winston pass complete short middle to Dare Ogunbowale for 6 yards (tackle by Antoine Bethea),2.920,3.180
2,0:17,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:17,2,4,NYG 34,10,25,Jameis Winston pass incomplete deep left intended for Bobo Wilson,3.180,2.480
2,0:11,3,4,NYG 34,10,25,Jameis Winston pass incomplete deep right intended for Mike Evans,2.480,1.080
2,0:04,4,4,NYG 34,10,28,Matt Gay 52 yard field goal good,1.080,3.000
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,28,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,16,28,"Daniel Jones pass complete short left to Evan Engram for 75 yards, touchdown",0.610,7.000
3,14:48,,,TAM 2,18,28,"Two Point Attempt: Daniel Jones pass complete to Sterling Shepard, conversion succeeds",1.000,1.000
3,14:48,,,NYG 35,18,28,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,14:48,1,10,TAM 25,18,28,Peyton Barber up the middle for 1 yard (tackle by Ryan Connelly and Lorenzo Carter),0.610,0.200
3,14:12,2,9,TAM 26,18,28,Jameis Winston pass complete deep middle to O.J. Howard for 18 yards (tackle by Deandre Baker),0.200,1.860
3,13:40,1,10,TAM 44,18,28,Peyton Barber left guard for 4 yards (tackle by Deandre Baker),1.860,1.860
3,13:04,2,6,TAM 48,18,28,Peyton Barber up the middle for 3 yards (tackle by Markus Golden and Ryan Connelly),1.860,1.550
3,12:24,3,3,NYG 49,18,28,Jameis Winston pass incomplete short right intended for Breshad Perriman (defended by Janoris Jenkins),1.550,0.000
3,12:19,4,3,NYG 49,18,28,"Bradley Pinion punts 49 yards, touchback.",0.000,-0.280
3,12:11,1,10,NYG 20,18,28,Sterling Shepard right end for 19 yards (tackle by Mike Edwards),0.280,1.530
3,11:36,1,10,NYG 39,18,28,Daniel Jones pass complete short middle to Sterling Shepard for 8 yards (tackle by M.J. Stewart),1.530,2.070
3,10:59,2,2,NYG 47,18,28,Wayne Gallman up the middle for 3 yards (tackle by Lavonte David and Shaquil Barrett),2.070,2.260
3,10:20,1,10,NYG 50,18,28,Daniel Jones pass complete deep middle to Darius Slayton for 46 yards (tackle by Vernon Hargreaves),2.260,6.280
3,9:38,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,9:38,1,4,TAM 4,18,28,Daniel Jones pass incomplete short right intended for Russell Shepard,6.280,5.340
3,9:33,2,4,TAM 4,18,28,"Wayne Gallman up the middle for 1 yard (tackle by Shaquil Barrett and Anthony Nelson). Penalty on Bennie Fowler: Illegal Block Above the Waist, 10 yards",5.340,3.720
3,9:04,2,13,TAM 13,18,28,Daniel Jones pass complete short left to Russell Shepard for 6 yards (tackle by M.J. Stewart),3.720,3.810
3,8:21,3,7,TAM 7,24,28,"Daniel Jones pass complete short right to Sterling Shepard for 7 yards, touchdown. Penalty on Vernon Hargreaves: Illegal Use of Hands (Declined)",3.810,7.000
3,8:14,,,TAM 15,25,28,Aldrick Rosas kicks extra point good,0.000,0.000
3,8:14,,,NYG 35,25,28,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,8:14,1,10,TAM 25,25,28,Ronald Jones right end for 2 yards (tackle by Deandre Baker),0.610,0.330
3,7:38,2,8,TAM 27,25,28,Jameis Winston pass incomplete short right intended for Mike Evans,0.330,-0.360
3,7:33,3,8,TAM 27,25,28,Jameis Winston sacked by Markus Golden for -2 yards,-0.360,-1.700
3,6:47,4,10,TAM 25,25,28,"Bradley Pinion punts 49 yards, muffed catch by T.J. Jones, recovered by T.J. Jones at NYG-26, returned by T.J. Jones for 13 yards (tackle by Dare Ogunbowale)",-1.700,-1.530
3,6:34,1,10,NYG 39,25,28,"Penalty on Evan Engram: False Start, 5 yards (no play)",1.530,1.200
3,6:34,1,15,NYG 34,25,28,Daniel Jones pass incomplete short left intended for Sterling Shepard,1.200,0.310
3,6:29,2,15,NYG 34,25,28,Daniel Jones pass incomplete short middle intended for Bennie Fowler,0.310,-0.360
3,6:26,3,15,NYG 34,25,28,Daniel Jones sacked by Carl Nassib for -1 yards,-0.360,-1.180
3,5:47,4,16,NYG 33,25,28,"Riley Dixon punts 52 yards, returned by Bobo Wilson for 1 yard (tackle by Cody Core and Tae Davis)",-1.180,0.140
3,5:36,1,10,TAM 16,25,28,Peyton Barber right tackle for 6 yards (tackle by Oshane Ximines and R.J. McIntosh),-0.140,0.280
3,4:55,2,4,TAM 22,25,28,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Jabrill Peppers),0.280,-0.570
3,4:47,3,4,TAM 22,25,28,Jameis Winston pass complete short right to Cameron Brate for 6 yards (tackle by Janoris Jenkins),-0.570,0.810
3,4:26,1,10,TAM 28,25,28,Peyton Barber left guard for 8 yards (tackle by Oshane Ximines),0.810,1.340
3,4:01,2,2,TAM 36,25,28,Peyton Barber up the middle for 6 yards (tackle by Antoine Bethea),1.340,1.730
3,3:20,1,10,TAM 42,25,28,Jameis Winston sacked by Dexter Lawrence for -7 yards,1.730,0.240
3,2:35,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
3,2:35,2,17,TAM 35,25,28,"Penalty on Demar Dotson: False Start, 5 yards (no play)",0.240,-0.430
3,2:35,2,22,TAM 30,25,28,Jameis Winston pass complete short left to Peyton Barber for 5 yards (tackle by Olsen Pierre),-0.430,-0.430
3,1:54,3,17,TAM 35,25,28,Jameis Winston pass complete short middle to Dare Ogunbowale for 9 yards (tackle by Antoine Bethea and Michael Thomas),-0.430,-0.460
3,1:13,4,8,TAM 44,25,28,"Bradley Pinion punts 37 yards, fair catch by T.J. Jones at NYG-19",-0.460,-0.150
3,1:04,1,10,NYG 19,25,28,Daniel Jones sacked by Shaquil Barrett for -11 yards,0.150,-1.580
3,0:20,2,21,NYG 8,25,28,Wayne Gallman left guard for 6 yards (tackle by William Gholston),-1.580,-1.920
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,15,NYG 14,25,28,Daniel Jones sacked by Shaquil Barrett for -8 yards,-1.920,-2.490
4,14:20,4,23,NYG 6,25,28,"Riley Dixon punts 49 yards, returned by Bobo Wilson for 1 yard (tackle by Michael Thomas)",-2.490,-1.990
4,14:09,1,10,TAM 46,25,28,Jameis Winston pass incomplete deep right intended for Chris Godwin,1.990,1.450
4,14:02,2,10,TAM 46,25,28,Jameis Winston pass complete short right to Peyton Barber for 2 yards (tackle by Tae Davis),1.450,1.030
4,13:21,3,8,TAM 48,25,28,Jameis Winston pass complete short left to Chris Godwin for 12 yards (tackle by Janoris Jenkins),1.030,2.920
4,12:43,1,10,NYG 40,25,28,Peyton Barber up the middle for 5 yards (tackle by Markus Golden and Ryan Connelly),2.920,3.050
4,12:08,2,5,NYG 35,25,28,Peyton Barber right tackle for no gain (tackle by B.J. Hill),3.050,2.340
4,11:24,3,5,NYG 35,25,28,Jameis Winston pass short middle intended for Mike Evans is intercepted by Ryan Connelly at NYG-26 and returned for 13 yards,2.340,-1.530
4,11:15,1,10,NYG 39,25,28,Wayne Gallman up the middle for 1 yard (tackle by Rakeem Nunez-Roches and Lavonte David),1.530,1.120
4,10:36,2,9,NYG 40,25,28,"Daniel Jones sacked by Shaquil Barrett for no gain. Daniel Jones fumbles (forced by Shaquil Barrett), recovered by Rakeem Nunez-Roches at NYG-42 (tackle by Daniel Jones)",1.120,-2.790
4,10:27,1,10,NYG 42,25,28,Ronald Jones right guard for 5 yards (tackle by Jabrill Peppers and Markus Golden),2.790,2.920
4,9:54,2,5,NYG 37,25,28,Ronald Jones left guard for 13 yards (tackle by Deandre Baker and Antoine Bethea),2.920,3.970
4,9:18,1,10,NYG 24,25,28,Ronald Jones left guard for 7 yards (tackle by Jabrill Peppers),3.970,4.460
4,8:46,2,3,NYG 17,25,28,Ronald Jones up the middle for 4 yards (tackle by Oshane Ximines),4.460,4.710
4,8:08,1,10,NYG 13,25,28,Ronald Jones up the middle for 6 yards (tackle by Jabrill Peppers and David Mayo),4.710,5.150
4,7:29,2,4,NYG 7,25,28,Ronald Jones left tackle for 2 yards (tackle by Jabrill Peppers),5.150,4.780
4,6:48,3,2,NYG 5,25,28,Peyton Barber left tackle for no gain (tackle by Dalvin Tomlinson and Ryan Connelly),4.780,3.030
4,6:04,4,2,NYG 5,25,31,Matt Gay 23 yard field goal good,3.030,3.000
4,6:00,,,TAM 35,25,31,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,6:00,1,10,NYG 25,25,31,Wayne Gallman up the middle for 2 yards (tackle by Carl Nassib and Lavonte David),0.610,0.330
4,5:22,2,8,NYG 27,25,31,Daniel Jones pass complete short right to Rhett Ellison for 3 yards (tackle by Kevin Minter),0.330,0.040
4,4:37,3,5,NYG 30,25,31,Daniel Jones pass incomplete short right intended for Russell Shepard,0.040,-1.370
4,4:33,4,5,NYG 30,25,31,"Riley Dixon punts 49 yards, returned by Bobo Wilson for 1 yard (tackle by Cody Core)",-1.370,-0.410
4,4:20,1,10,TAM 22,25,31,Ronald Jones up the middle for 8 yards (tackle by Antoine Bethea),0.410,0.950
4,3:41,2,2,TAM 30,25,31,Ronald Jones left guard for no gain (tackle by B.J. Hill and Dexter Lawrence),0.950,0.230
4,3:31,,,,,,Timeout #2 by New York Giants,,
4,3:30,3,2,TAM 30,25,31,Jameis Winston pass complete short left to Cameron Brate for 1 yard (tackle by Michael Thomas),0.230,-1.310
4,3:24,,,,,,Timeout #3 by New York Giants,,
4,3:24,4,1,TAM 31,25,31,"Bradley Pinion punts 44 yards, fair catch by T.J. Jones at NYG-25",-1.310,-0.610
4,3:16,1,10,NYG 25,25,31,Daniel Jones pass complete short right to Sterling Shepard for 5 yards (tackle by M.J. Stewart),0.610,0.740
4,2:48,2,5,NYG 30,25,31,Daniel Jones pass complete deep right to Darius Slayton for 21 yards (tackle by Carlton Davis),0.740,2.320
4,2:20,1,10,TAM 49,25,31,Daniel Jones pass complete short right to Evan Engram for 1 yard,2.320,1.920
4,2:15,2,9,TAM 48,25,31,Daniel Jones pass complete deep left to Sterling Shepard for 36 yards (tackle by Jordan Whitehead),1.920,4.780
4,2:00,1,10,TAM 12,25,31,Daniel Jones pass complete short right to Bennie Fowler for 5 yards (tackle by Carlton Davis),4.780,5.020
4,1:30,2,5,TAM 7,25,31,Daniel Jones pass incomplete short right intended for Evan Engram,5.020,4.160
4,1:26,3,5,TAM 7,25,31,Daniel Jones pass incomplete short right intended for Evan Engram (defended by Lavonte David),4.160,2.980
4,1:21,4,5,TAM 7,31,31,"Daniel Jones up the middle for 7 yards, touchdown",2.980,7.000
4,1:16,,,TAM 15,32,31,Aldrick Rosas kicks extra point good,0.000,0.000
4,1:16,,,NYG 35,32,31,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,1:16,1,10,TAM 25,32,31,Jameis Winston left end for 2 yards (tackle by Lorenzo Carter),0.610,0.330
4,0:51,2,8,TAM 27,32,31,Jameis Winston pass complete deep middle to Chris Godwin for 20 yards (tackle by Grant Haley),0.330,2.060
4,0:34,1,10,TAM 47,32,31,Jameis Winston pass complete deep right to Mike Evans for 44 yards (tackle by Janoris Jenkins),2.060,5.140
4,0:13,1,9,NYG 9,32,31,Jameis Winston spiked the ball,5.140,4.380
4,0:13,2,9,NYG 9,32,31,"Penalty on TAM: Delay of Game, 5 yards (no play)",4.380,3.580
4,0:11,2,14,NYG 14,32,31,Jameis Winston left end for -2 yards,3.580,2.850
4,0:04,3,16,NYG 16,32,31,Matt Gay 34 yard field goal no good,2.850,0.480
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
