Quarter,Time,Down,ToGo,Location,JAX,DAL,Detail,EPB,EPA
2,9:03,2,1,DAL 40,14,3,Marion Barber right tackle for 4 yards (tackle by Courtney Greene),1.680,1.860
2,8:22,1,10,DAL 44,14,3,Marion Barber left end for -5 yards (tackle by Derek Cox),1.860,0.640
2,7:45,2,15,DAL 39,14,3,Jon Kitna pass complete short middle to Miles Austin for 10 yards (tackle by Derek Cox),0.640,1.290
2,7:05,3,5,DAL 49,14,3,"Jon Kitna pass incomplete short right intended for Jason Witten. Penalty on Derek Cox: Defensive Holding, 5 yards (no play)",1.290,2.520
2,6:56,1,10,JAX 46,14,3,Jon Kitna pass incomplete deep left intended for Sam Hurd,2.520,1.980
2,6:51,2,10,JAX 46,14,3,Marion Barber left tackle for 2 yards (tackle by Aaron Kampman and Justin Durant),1.980,1.550
2,6:07,3,8,JAX 44,14,3,Jon Kitna pass complete short left to Tashard Choice for 4 yards (tackle by Justin Durant),1.550,0.590
2,5:57,4,4,JAX 40,14,3,"Mat McBriar punts 31 yards, returned by Mike Thomas for 16 yards (tackle by Victor Butler)",0.590,-0.610
2,5:46,1,10,JAX 25,14,3,David Garrard pass complete short left to Maurice Jones-Drew for 3 yards (tackle by Terence Newman and Igor Olshansky),0.610,0.470
2,5:09,2,7,JAX 28,14,3,Maurice Jones-Drew left guard for 8 yards (tackle by Igor Olshansky),0.470,1.330
2,4:33,1,10,JAX 36,14,3,Maurice Jones-Drew left guard for 2 yards (tackle by Josh Brent),1.330,1.060
2,3:51,2,8,JAX 38,14,3,David Garrard sacked by Sean Lissemore and Stephen Bowen for -14 yards,1.060,-1.480
2,3:07,3,22,JAX 24,14,3,Maurice Jones-Drew middle for 9 yards (tackle by Gerald Sensabaugh and Keith Brooking),-1.480,-1.180
2,2:33,4,13,JAX 33,14,3,"Adam Podlesh punts 37 yards, returned by Dez Bryant for 12 yards (tackle by Greg Jones)",-1.180,-1.730
2,2:20,1,10,DAL 42,14,3,Marion Barber right tackle for no gain (tackle by Justin Durant),1.730,1.190
2,2:00,2,10,DAL 42,14,3,Jon Kitna pass complete short left to Dez Bryant for 2 yards (tackle by Derek Cox),1.190,0.760
2,1:21,3,8,DAL 44,14,3,Jon Kitna pass complete short left to Miles Austin for 23 yards (tackle by Don Carey),0.760,3.380
2,1:13,1,10,JAX 33,14,3,Jon Kitna pass complete short middle to Jason Witten for 9 yards (tackle by Justin Durant),3.380,4.050
2,0:50,2,1,JAX 24,14,3,Jon Kitna right tackle for 3 yards (tackle by Daryl Smith),4.050,4.170
2,0:43,,,,14,3,Timeout #1 by Dallas Cowboys,0.000,4.170
2,0:43,1,10,JAX 21,14,3,Jon Kitna pass incomplete deep left intended for Dez Bryant (defended by Derek Cox),4.170,3.630
2,0:38,2,10,JAX 21,14,3,"Penalty on Marc Colombo: False Start, 5 yards (no play)",3.630,2.950
2,0:38,2,15,JAX 26,14,3,Jon Kitna pass complete short right to Jason Witten for 8 yards (tackle by Justin Durant),2.950,3.310
2,0:33,3,7,JAX 18,14,3,Jon Kitna pass complete short left to Dez Bryant for 9 yards,3.310,5.140
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:30,1,9,JAX 9,14,3,Jon Kitna pass incomplete short middle intended for Miles Austin,5.140,4.380
2,0:24,2,9,JAX 9,14,3,Jon Kitna left end for 8 yards (tackle by Derek Cox),4.380,5.170
2,0:15,,,,14,3,Timeout #2 by Dallas Cowboys,0.000,5.170
2,0:15,3,1,JAX 1,14,3,Marion Barber right guard for no gain (tackle by Daryl Smith and Kirk Morrison),5.170,3.550
2,0:11,,,,14,3,Timeout #3 by Dallas Cowboys,0.000,3.550
2,0:11,4,1,JAX 1,14,3,Marion Barber left tackle for no gain (tackle by Daryl Smith and Kirk Morrison),3.550,0.380
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:05,1,10,JAX 1,14,3,David Garrard middle for no gain (tackle by Bradie James),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,JAX,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,14,3,"David Buehler kicks off 70 yards, returned by Deji Karim for 17 yards (tackle by Gerald Sensabaugh)",0.000,-0.060
3,14:53,1,10,JAX 17,14,3,Maurice Jones-Drew middle for 2 yards (tackle by Marcus Spears),-0.060,-0.250
3,14:18,2,8,JAX 19,14,3,David Garrard pass complete short middle to Mike Sims-Walker for 29 yards (tackle by Gerald Sensabaugh),-0.250,2.130
3,13:35,1,10,JAX 48,14,3,David Garrard pass complete deep left to Mike Sims-Walker for 39 yards (tackle by Mike Jenkins),2.130,4.710
3,13:12,1,10,DAL 13,14,3,Maurice Jones-Drew left tackle for -2 yards (tackle by Keith Brooking),4.710,3.760
3,12:28,2,12,DAL 15,14,3,David Garrard pass incomplete short left intended for Mike Sims-Walker,3.760,3.030
3,12:22,,,,14,3,Timeout #1 by Jacksonville Jaguars,0.000,3.030
3,12:22,3,12,DAL 15,20,3,"David Garrard pass complete short left to Mike Thomas for 15 yards, touchdown",3.030,7.000
3,,,,DAL 2,21,3,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,21,3,"Josh Scobee kicks off 69 yards, returned by Akwasi Owusu-Ansah for 14 yards (tackle by Tyron Brackenridge)",0.000,-0.220
3,12:10,1,10,DAL 15,21,3,Jon Kitna pass incomplete short left intended for Miles Austin,-0.220,-0.710
3,12:05,2,10,DAL 15,21,3,Felix Jones middle for 7 yards (tackle by William Middleton),-0.710,-0.510
3,11:32,3,3,DAL 22,21,3,Jon Kitna pass complete short right to Sam Hurd for 8 yards (tackle by Justin Durant),-0.510,0.940
3,11:02,1,10,DAL 30,21,3,Jon Kitna pass incomplete deep left intended for Roy Williams is intercepted by Derek Cox at DAL-47 and returned for 14 yards,0.940,-3.380
,,,,,,,"DAL challenged the incomplete pass ruling, and the play was upheld.",,
3,10:56,1,10,DAL 33,21,3,Maurice Jones-Drew right tackle for 4 yards (tackle by Keith Brooking),3.380,3.380
3,10:19,2,6,DAL 29,21,3,David Garrard pass incomplete deep middle intended for Marcedes Lewis (defended by Gerald Sensabaugh),3.380,2.680
3,10:12,3,6,DAL 29,21,3,David Garrard pass complete short middle to Mike Sims-Walker for 20 yards (tackle by Alan Ball),2.680,5.140
3,9:47,1,9,DAL 9,21,3,Maurice Jones-Drew middle for no gain (tackle by Alan Ball),5.140,4.380
3,9:10,2,9,DAL 9,27,3,"David Garrard pass complete short left to Marcedes Lewis for 9 yards, touchdown",4.380,7.000
3,,,,DAL 2,28,3,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,28,3,"Josh Scobee kicks off 66 yards, returned by Akwasi Owusu-Ansah for 16 yards (tackle by Jacob Cutrera)",0.000,0.280
3,8:55,1,10,DAL 20,28,3,Jon Kitna sacked by Tyson Alualu for -8 yards,0.280,-1.360
3,8:33,2,18,DAL 12,28,3,Jon Kitna pass complete short middle to Felix Jones for -1 yards (tackle by Justin Durant and Daryl Smith),-1.360,-2.470
3,7:58,3,19,DAL 11,28,3,Jon Kitna pass complete deep middle to Dez Bryant for 17 yards (tackle by Daryl Smith),-2.470,-1.500
3,7:14,4,2,DAL 28,28,3,Mat McBriar punts 63 yards,-1.500,0.380
3,7:03,1,10,JAX 9,28,3,Maurice Jones-Drew middle for 3 yards (tackle by Bradie James),-0.380,-0.560
3,6:20,2,7,JAX 12,28,3,Maurice Jones-Drew left end for 3 yards (tackle by Gerald Sensabaugh and Bradie James),-0.560,-0.720
3,5:41,3,4,JAX 15,28,3,David Garrard pass complete short right to Mike Thomas for 8 yards (tackle by Alan Ball),-0.720,0.480
3,5:16,1,10,JAX 23,28,3,Maurice Jones-Drew left guard for 8 yards (tackle by Sean Lissemore),0.480,1.010
3,4:37,2,2,JAX 31,28,3,Maurice Jones-Drew left guard for no gain (tackle by Stephen Bowen),1.010,0.300
3,3:57,3,2,JAX 31,28,3,Maurice Jones-Drew middle for 1 yard (tackle by Keith Brooking),0.300,-1.240
3,3:16,4,1,JAX 32,28,3,Adam Podlesh punts 55 yards,-1.240,0.320
3,2:57,1,10,DAL 13,28,3,Jon Kitna pass incomplete deep middle intended for Dez Bryant (defended by Rashean Mathis),-0.320,-0.770
3,2:52,2,10,DAL 13,28,3,Jon Kitna sacked by Larry Hart and Terrance Knighton for -6 yards,-0.770,-2.120
3,2:18,3,16,DAL 7,28,3,Jon Kitna pass complete short left to Felix Jones for 7 yards (tackle by Derek Cox),-2.120,-2.470
3,1:52,4,9,DAL 14,28,3,Mat McBriar punts 40 yards,-2.470,-1.990
3,1:44,1,10,JAX 46,28,3,David Garrard sacked by Anthony Spencer for -8 yards,1.990,0.370
3,1:14,2,18,JAX 38,28,3,Maurice Jones-Drew left end for 10 yards (tackle by Anthony Spencer),0.370,1.030
3,0:28,3,8,JAX 48,28,3,David Garrard pass incomplete deep middle intended for Mike Sims-Walker,1.030,-0.190
3,0:28,4,8,JAX 48,28,3,"Penalty on Kassim Osgood: False Start, 5 yards (no play)",-0.190,-0.520
3,0:22,4,13,JAX 43,28,3,"Adam Podlesh punts 57 yards, touchback",-0.520,-0.280
3,0:10,1,10,DAL 20,28,3,Jon Kitna pass complete short middle to Roy Williams for 21 yards (tackle by Courtney Greene),0.280,1.660
Quarter,Time,Down,ToGo,Location,JAX,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 41,28,3,Marion Barber left end for 7 yards (tackle by Courtney Greene),1.660,2.070
4,14:30,2,3,DAL 48,28,3,Jon Kitna pass complete short right to Dez Bryant for 11 yards (tackle by Aaron Kampman),2.070,2.850
4,14:01,1,10,JAX 41,28,3,Jon Kitna pass complete short right to Jason Witten for 9 yards (tackle by Aaron Kampman),2.850,3.520
4,13:45,2,1,JAX 32,28,3,Jon Kitna pass incomplete deep right intended for Sam Hurd,3.520,2.810
4,13:45,3,1,JAX 32,28,3,"Felix Jones right tackle for 2 yards (tackle by Rashean Mathis). Penalty on Miles Austin: Illegal Motion, 5 yards (no play)",2.810,2.150
4,13:31,3,6,JAX 37,28,3,Jon Kitna pass complete short middle to Jason Witten for 8 yards (tackle by Justin Durant),2.150,3.640
4,13:04,1,10,JAX 29,28,3,"Jon Kitna pass complete deep middle to Jason Witten for 27 yards (tackle by Courtney Greene). Penalty on Don Carey: Unnecessary Roughness, 1 yards",3.640,6.970
4,12:34,1,1,JAX 1,28,9,"Marion Barber left tackle for 1 yard, touchdown",6.970,7.000
4,,,,JAX 2,28,10,David Buehler kicks extra point good,0.000,0.000
4,,,,DAL 30,28,10,"David Buehler kicks off 76 yards, touchback",0.000,0.280
4,12:29,1,10,JAX 20,28,10,Maurice Jones-Drew left end for 12 yards (tackle by Barry Church),0.280,1.070
4,11:45,1,10,JAX 32,28,10,Maurice Jones-Drew middle for 1 yard (tackle by Igor Olshansky and Keith Brooking),1.070,0.660
4,11:05,2,9,JAX 33,28,10,David Garrard pass incomplete short left intended for Maurice Jones-Drew,0.660,-0.030
4,10:59,3,9,JAX 33,28,10,David Garrard pass complete short middle to Mike Sims-Walker for 14 yards (tackle by Barry Church),-0.030,2.060
4,10:13,1,10,JAX 47,28,10,Maurice Jones-Drew right guard for 3 yards (tackle by Keith Brooking and Barry Church),2.060,1.920
4,9:29,2,7,DAL 50,28,10,Maurice Jones-Drew right guard for 5 yards (tackle by Marcus Spears),1.920,1.880
4,8:47,3,2,DAL 45,28,10,Maurice Jones-Drew middle for 1 yard (tackle by Marcus Spears),1.880,0.330
4,8:02,4,1,DAL 44,28,10,"Adam Podlesh punts 44 yards, touchback",0.330,-0.280
4,7:52,1,10,DAL 20,28,10,Jon Kitna pass complete short middle to Jason Witten for 7 yards (tackle by Justin Durant),0.280,0.680
4,7:27,2,3,DAL 27,28,10,Jon Kitna pass incomplete short right intended for Roy Williams is intercepted by Rashean Mathis at DAL-31 and returned for 24 yards,0.680,-5.600
4,7:17,1,7,DAL 7,28,10,Maurice Jones-Drew middle for 4 yards (tackle by Josh Brent),5.600,5.530
4,6:36,2,3,DAL 3,28,10,Maurice Jones-Drew middle for 1 yard (tackle by Barry Church),5.530,4.950
4,5:55,3,2,DAL 2,34,10,"David Garrard left end for 2 yards, touchdown",4.950,7.000
4,,,,DAL 2,35,10,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,35,10,"Josh Scobee kicks off 71 yards, returned by Tashard Choice for 27 yards (tackle by Sean Considine)",0.000,0.670
4,5:43,1,10,DAL 26,35,10,Jon Kitna pass complete short middle to Jason Witten for 8 yards (tackle by Justin Durant),0.670,1.210
4,5:20,2,2,DAL 34,35,10,Jon Kitna pass incomplete short left intended for Miles Austin,1.210,0.500
4,5:14,3,2,DAL 34,35,10,Jon Kitna pass incomplete short middle intended for Miles Austin,0.500,-1.110
4,5:09,4,2,DAL 34,35,10,Jon Kitna pass complete short left to Miles Austin for 15 yards (tackle by Sean Considine),-1.110,2.190
4,4:42,1,10,DAL 49,35,10,Jon Kitna pass complete short left to Tashard Choice for -1 yards,2.190,1.510
4,4:34,2,11,DAL 48,35,10,Jon Kitna pass incomplete deep right intended for Jason Witten,1.510,0.830
4,4:29,3,11,DAL 48,35,10,Jon Kitna middle for 2 yards (tackle by Aaron Morgan),0.830,-0.060
4,4:00,4,9,JAX 50,35,10,Jon Kitna pass complete short middle to Tashard Choice for 9 yards (tackle by Courtney Greene),-0.060,2.850
4,3:35,1,10,JAX 41,35,10,Jon Kitna pass complete short left to Tashard Choice for 15 yards (tackle by David Jones),2.850,3.840
4,3:02,1,10,JAX 26,35,10,Jon Kitna pass incomplete short left intended for Jason Witten,3.840,3.300
4,2:57,2,10,JAX 26,35,10,Jon Kitna pass complete short middle to Sam Hurd for 11 yards (tackle by William Middleton),3.300,4.580
4,2:46,,,,35,10,Timeout #2 by Dallas Cowboys,0.000,4.580
4,2:46,1,10,JAX 15,35,10,Jon Kitna pass complete short left to Dez Bryant for 7 yards (tackle by Kirk Morrison),4.580,5.220
4,2:34,,,,35,10,Timeout #3 by Dallas Cowboys,0.000,5.220
4,2:34,2,3,JAX 8,35,16,"Jon Kitna pass complete short right to Jason Witten for 8 yards, touchdown",5.220,7.000
4,,,,JAX 2,35,17,David Buehler kicks extra point good,0.000,0.000
4,,,,DAL 30,35,17,"David Buehler kicks off 55 yards, returned by Deji Karim for 8 yards (tackle by Sam Hurd)",0.000,0.480
4,2:25,1,10,JAX 23,35,17,Deji Karim middle for 1 yard (tackle by Igor Olshansky),0.480,0.070
4,2:00,2,9,JAX 24,35,17,Deji Karim left tackle for 2 yards (tackle by Igor Olshansky),0.070,-0.360
4,1:14,3,7,JAX 26,35,17,Deji Karim left end for 1 yard (tackle by Keith Brooking),-0.360,-1.570
4,0:27,,,,35,17,Timeout #2 by Jacksonville Jaguars,0.000,-1.570
4,0:27,4,6,JAX 27,35,17,Adam Podlesh punts 49 yards,-1.570,-0.540
4,0:19,1,10,DAL 24,35,17,Jon Kitna kneels for -1 yards,0.540,-0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
