Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 61 yards, returned by Josh Cribbs for 26 yards (tackle by William Gay)",0.000,1.270
1,14:54,1,10,CLE 35,0,0,Colt McCoy pass complete short right to Brian Robiskie for 8 yards (tackle by Bryant McFadden and Troy Polamalu),1.270,1.800
1,14:15,2,2,CLE 43,0,0,Josh Cribbs middle for 1 yard (tackle by Aaron Smith and Casey Hampton),1.800,1.220
1,13:37,3,1,CLE 44,0,0,Peyton Hillis right guard for 1 yard (tackle by Casey Hampton and Brett Keisel),1.220,1.930
1,13:06,1,10,CLE 45,0,0,Colt McCoy pass incomplete short left intended for Josh Cribbs,1.930,1.380
1,13:02,2,10,CLE 45,0,0,Peyton Hillis middle for no gain (tackle by Lawrence Timmons and Troy Polamalu),1.380,0.700
1,12:24,3,10,CLE 45,0,0,Colt McCoy pass complete deep left to Evan Moore for 19 yards (tackle by William Gay). Penalty on LaMarr Woodley: Defensive Offside (Declined),0.700,3.180
1,11:57,1,10,PIT 36,0,0,Colt McCoy sacked by LaMarr Woodley for -9 yards,3.180,1.420
1,11:24,2,19,PIT 45,0,0,Colt McCoy pass incomplete deep middle intended for Ben Watson is intercepted by Ryan Clark at PIT-18 and returned for 11 yards,1.420,-0.870
1,11:12,1,10,PIT 29,0,0,Rashard Mendenhall right end for 9 yards (tackle by Abram Elam and Eric Barton),0.870,1.540
1,10:34,2,1,PIT 38,0,0,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 3 yards (tackle by Scott Fujita and Eric Barton),1.540,1.660
1,9:58,1,10,PIT 41,0,0,Rashard Mendenhall middle for 4 yards (tackle by Chris Gocong and Ahtyba Rubin),1.660,1.660
1,9:19,2,6,PIT 45,0,0,Rashard Mendenhall middle for 5 yards (tackle by Chris Gocong and Ahtyba Rubin),1.660,1.620
1,8:39,3,1,PIT 50,0,0,Isaac Redman middle for 4 yards (tackle by Ahtyba Rubin and T.J. Ward),1.620,2.520
1,7:55,1,10,CLE 46,0,0,"Ben Roethlisberger pass incomplete deep left intended for Antwaan Randle El. Penalty on Sheldon Brown: Defensive Pass Interfere, 26 yards (no play)",2.520,4.240
1,7:49,1,10,CLE 20,0,0,Rashard Mendenhall middle for 2 yards (tackle by Kenyon Coleman),4.240,3.960
1,7:13,2,8,CLE 18,0,0,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 4 yards (tackle by Scott Fujita),3.960,3.890
1,6:26,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,3.890
1,6:26,3,4,CLE 14,0,0,Ben Roethlisberger pass incomplete short right intended for Mewelde Moore is intercepted by Joe Haden at CLE-3 and returned for 62 yards,3.890,-3.250
1,6:07,1,10,PIT 35,0,0,Peyton Hillis right guard for 5 yards (tackle by Brett Keisel and James Farrior),3.250,3.380
1,5:30,2,5,PIT 30,0,0,"Colt McCoy pass complete short left to Ben Watson for 9 yards (tackle by James Harrison). Penalty on Alex Mack: Tripping, 10 yards",3.380,3.240
1,4:58,2,6,PIT 31,0,0,Peyton Hillis left guard for 3 yards (tackle by James Farrior and Ryan Clark),3.240,2.940
1,4:18,3,3,PIT 28,0,0,"Ben Watson right end for -4 yards (tackle by Ryan Clark and Lawrence Timmons). Penalty on Troy Polamalu: Defensive Offside, 5 yards (no play)",2.940,4.040
1,3:53,1,10,PIT 23,0,0,Josh Cribbs left end for no gain (tackle by James Farrior and Ike Taylor),4.040,3.500
1,3:12,2,10,PIT 23,0,0,Colt McCoy sacked by Lawrence Timmons for -7 yards,3.500,1.880
1,2:36,3,17,PIT 30,0,0,Colt McCoy left end for 9 yards (tackle by Lawrence Timmons),1.880,2.060
1,1:55,4,8,PIT 21,3,0,Phil Dawson 39 yard field goal good,2.060,3.000
1,,,,CLE 30,3,0,"Phil Dawson kicks off 68 yards, returned by Emmanuel Sanders for 17 yards (tackle by T.J. Ward)",0.000,0.150
1,1:44,1,10,PIT 19,3,0,Rashard Mendenhall right guard for 5 yards (tackle by Ahtyba Rubin and Scott Fujita),0.150,0.340
1,1:04,2,5,PIT 24,3,0,Ben Roethlisberger pass complete short left to Hines Ward for 4 yards (tackle by T.J. Ward),0.340,0.100
1,0:22,3,1,PIT 28,3,0,Isaac Redman middle for 1 yard (tackle by Ahtyba Rubin and Kenyon Coleman),0.100,0.870
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 29,3,0,Ben Roethlisberger pass complete short left to Mike Wallace for 11 yards (tackle by Eric Barton and Eric Wright),0.870,1.600
2,14:19,1,10,PIT 40,3,0,Ben Roethlisberger middle for 5 yards (tackle by Brian Schaefering),1.600,1.730
2,13:35,2,5,PIT 45,3,0,Rashard Mendenhall left tackle for 7 yards (tackle by Abram Elam),1.730,2.390
2,12:57,1,10,CLE 48,3,0,Rashard Mendenhall left guard for -1 yards (tackle by Brian Schaefering),2.390,1.710
2,12:22,2,11,CLE 49,3,0,Rashard Mendenhall right tackle for -2 yards (tackle by Sheldon Brown),1.710,0.760
2,11:40,3,13,PIT 49,3,0,Ben Roethlisberger pass complete deep right to Emmanuel Sanders for 22 yards (tackle by Joe Haden),0.760,3.640
2,10:54,1,10,CLE 29,3,0,Ben Roethlisberger pass incomplete short right intended for Mike Wallace,3.640,3.100
2,10:47,2,10,CLE 29,3,6,"Ben Roethlisberger pass complete deep right to Mike Wallace for 29 yards, touchdown",3.100,7.000
2,,,,CLE 2,3,7,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,3,7,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
2,10:40,1,10,CLE 20,3,7,Colt McCoy for 3 yards,0.280,0.140
2,10:14,2,7,CLE 23,3,7,Colt McCoy pass complete short left to Peyton Hillis for 23 yards (tackle by Ike Taylor),0.140,1.990
2,9:27,1,10,CLE 46,3,7,"Josh Cribbs sacked by James Harrison and LaMarr Woodley for 0 yards. Josh Cribbs fumbles (forced by James Harrison), recovered by Floyd Womack at CLE-47",1.990,1.590
2,8:51,2,9,CLE 47,3,7,Colt McCoy pass complete short left to Peyton Hillis for 4 yards (tackle by Lawrence Timmons),1.590,1.420
2,8:07,3,5,PIT 49,3,7,Colt McCoy pass incomplete short left intended for Brian Robiskie (defended by Ike Taylor),1.420,0.000
2,8:03,4,5,PIT 49,3,7,Reggie Hodges punts 47 yards,0.000,0.380
2,7:54,1,10,PIT 2,3,7,Rashard Mendenhall left tackle for 25 yards (tackle by Abram Elam),-0.380,0.740
2,7:16,1,10,PIT 27,3,7,Ben Roethlisberger pass complete short right to Hines Ward for 7 yards (tackle by Sheldon Brown),0.740,1.140
2,6:37,2,3,PIT 34,3,7,Isaac Redman middle for 6 yards (tackle by Ahtyba Rubin and Brian Schaefering),1.140,1.600
2,5:56,1,10,PIT 40,3,7,Rashard Mendenhall right guard for no gain (tackle by Chris Gocong and T.J. Ward),1.600,1.050
2,5:18,2,10,PIT 40,3,7,Ben Roethlisberger pass incomplete short left intended for Heath Miller,1.050,0.370
2,5:07,,,,3,7,Timeout #2 by Pittsburgh Steelers,0.000,0.370
2,5:07,3,10,PIT 40,3,7,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,0.370,-0.720
2,4:58,4,10,PIT 40,3,7,"Daniel Sepulveda punts 44 yards, fair catch by Chansi Stuckey",-0.720,0.140
2,4:53,1,10,CLE 16,3,7,Peyton Hillis left guard for 3 yards (tackle by James Harrison and James Farrior),-0.140,-0.180
2,4:16,2,7,CLE 19,3,7,Peyton Hillis middle for 14 yards (tackle by Ryan Clark and Ike Taylor),-0.180,1.140
2,3:40,1,10,CLE 33,3,7,Peyton Hillis right guard for 1 yard (tackle by James Harrison and Nick Eason),1.140,0.730
2,3:00,2,9,CLE 34,3,7,Colt McCoy for 6 yards (tackle by James Farrior),0.730,0.830
2,2:22,3,3,CLE 40,3,7,Colt McCoy pass complete short right to Peyton Hillis for 4 yards (tackle by Bryant McFadden),0.830,1.860
2,2:00,1,10,CLE 44,3,7,"Colt McCoy pass incomplete short left intended for Mohamed Massaquoi (defended by James Harrison). Penalty on Alex Mack: Delay of Game, 5 yards",1.860,0.640
2,1:55,,,,3,7,Timeout #1 by Cleveland Browns,0.000,0.640
2,1:55,2,15,CLE 39,3,7,Peyton Hillis middle for 6 yards (tackle by Lawrence Timmons and Aaron Smith),0.640,0.760
2,1:12,3,9,CLE 45,3,7,Peyton Hillis right tackle for no gain (tackle by James Harrison and Bryant McFadden),0.760,-0.390
2,1:07,,,,3,7,Timeout #3 by Pittsburgh Steelers,0.000,-0.390
2,1:07,4,9,CLE 45,3,7,Reggie Hodges punts 49 yards,-0.390,0.380
2,0:56,1,10,PIT 6,3,7,Mewelde Moore left guard for 1 yard (tackle by Ahtyba Rubin and T.J. Ward),-0.380,-0.710
2,0:16,2,9,PIT 7,3,7,Rashard Mendenhall right tackle for -1 yards (tackle by Chris Gocong and Matt Roth),-0.710,-1.420
2,0:10,,,,3,7,Timeout #2 by Cleveland Browns,0.000,-1.420
2,0:10,3,10,PIT 6,3,7,Rashard Mendenhall right guard for no gain (tackle by Ahtyba Rubin and Chris Gocong),-1.420,-2.490
2,0:06,,,,3,7,Timeout #3 by Cleveland Browns,0.000,-2.490
2,0:05,4,10,PIT 6,3,7,Daniel Sepulveda punts 54 yards,-2.490,-0.380
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,3,7,"Phil Dawson kicks off 64 yards, returned by Emmanuel Sanders for 21 yards (tackle by Jason Trusnik)",0.000,0.740
3,14:55,1,10,PIT 27,3,7,Rashard Mendenhall middle for 1 yard (tackle by Brian Schaefering),0.740,0.330
3,14:17,2,9,PIT 28,3,7,Ben Roethlisberger pass complete short middle to Hines Ward for 9 yards (tackle by Eric Barton),0.330,1.400
3,13:33,1,10,PIT 37,3,7,Ben Roethlisberger pass complete deep left to Hines Ward for 26 yards (tackle by Eric Wright),1.400,3.120
3,13:04,1,10,CLE 37,3,7,"Rashard Mendenhall right guard for 12 yards (tackle by Matt Roth and T.J. Ward). Penalty on Ramon Foster: Offensive Holding, 10 yards (no play)",3.120,2.460
3,12:32,1,20,CLE 47,3,7,Rashard Mendenhall right tackle for 2 yards (tackle by Brian Schaefering),2.460,1.490
3,11:49,2,18,CLE 45,3,7,Ben Roethlisberger pass incomplete short left intended for Rashard Mendenhall,1.490,0.830
3,11:45,3,18,CLE 45,3,7,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Eric Wright),0.830,0.270
3,11:36,4,18,CLE 45,3,7,"Daniel Sepulveda punts 36 yards, fair catch by Chansi Stuckey",0.270,0.380
3,11:31,1,10,CLE 9,3,7,Colt McCoy pass complete short middle to Chansi Stuckey for 25 yards (tackle by Ryan Clark and Bryant McFadden),-0.380,1.200
3,10:57,1,10,CLE 34,3,7,Peyton Hillis middle for 5 yards (tackle by James Harrison and James Farrior),1.200,1.330
3,10:16,2,5,CLE 39,3,7,Chansi Stuckey left guard for 2 yards (tackle by James Harrison and Troy Polamalu),1.330,0.890
3,9:35,3,3,CLE 41,3,7,Colt McCoy pass complete short left to Chansi Stuckey for 7 yards (tackle by Lawrence Timmons and Troy Polamalu),0.890,2.130
3,8:53,1,10,CLE 48,3,7,Peyton Hillis right guard for 3 yards (tackle by Lawrence Timmons and Bryant McFadden),2.130,1.990
3,8:13,2,7,PIT 49,3,7,Peyton Hillis middle for no gain (tackle by Lawrence Timmons),1.990,1.290
3,7:29,3,7,PIT 49,3,7,Colt McCoy pass complete short left to Peyton Hillis for 11 yards (tackle by James Harrison),1.290,3.050
3,6:58,1,10,PIT 38,3,7,Mike Bell middle for no gain (tackle by James Harrison and Ryan Clark),3.050,2.510
3,6:17,2,10,PIT 38,3,7,Colt McCoy pass complete short right to Lawrence Vickers for 1 yard (tackle by LaMarr Woodley). Penalty on Lawrence Vickers: Illegal Touch Pass (Declined),2.510,1.950
3,5:51,3,9,PIT 37,3,7,Colt McCoy sacked by Lawrence Timmons for -3 yards,1.950,0.590
3,5:23,4,12,PIT 40,3,7,Reggie Hodges punts 36 yards,0.590,0.380
3,5:12,1,10,PIT 4,3,7,Ben Roethlisberger pass complete deep right to Mike Wallace for 50 yards (tackle by Abram Elam and T.J. Ward),-0.380,2.520
3,4:37,1,10,CLE 46,3,7,Ben Roethlisberger pass complete deep left to Heath Miller for 36 yards (tackle by T.J. Ward),2.520,4.910
3,4:08,1,10,CLE 10,3,7,Rashard Mendenhall left guard for 2 yards (tackle by T.J. Ward),4.910,4.570
3,3:27,2,8,CLE 8,3,7,Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Abram Elam),4.570,3.580
3,3:19,3,8,CLE 8,3,13,"Ben Roethlisberger pass complete short middle to Hines Ward for 8 yards, touchdown",3.580,7.000
3,,,,CLE 2,3,14,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,3,14,"Jeff Reed kicks off 66 yards, returned by Joe Haden for 24 yards (tackle by Stevenson Sylvester)",0.000,0.810
3,3:08,1,10,CLE 28,3,14,Colt McCoy pass complete deep left to Ben Watson for 23 yards (tackle by Ryan Clark),0.810,2.320
3,2:40,1,10,PIT 49,3,14,Mike Bell right guard for 3 yards (tackle by Bryant McFadden),2.320,2.190
3,2:03,2,7,PIT 46,3,14,Colt McCoy pass complete short right to Chansi Stuckey for 3 yards (tackle by Bryant McFadden),2.190,1.880
3,1:21,3,4,PIT 43,3,14,Colt McCoy pass incomplete short left intended for Chansi Stuckey,1.880,0.400
3,1:13,4,4,PIT 43,3,14,"Reggie Hodges punts 35 yards, muffed catch by Antwaan Randle El, recovered by Antwaan Randle El and returned for no gain",0.400,0.380
3,1:04,1,10,PIT 8,3,14,Rashard Mendenhall right guard for 2 yards (tackle by Kenyon Coleman),-0.380,-0.630
3,0:26,2,8,PIT 10,3,14,Rashard Mendenhall middle for no gain (tackle by Derreck Robinson),-0.630,-1.190
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,PIT 10,3,14,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 15 yards (tackle by Mike Adams),-1.190,0.610
4,14:18,1,10,PIT 25,3,14,Rashard Mendenhall left tackle for no gain (tackle by Derreck Robinson),0.610,0.060
4,13:35,2,10,PIT 25,3,14,Ben Roethlisberger pass complete short left to Antwaan Randle El for 11 yards (tackle by Sheldon Brown),0.060,1.330
4,12:57,1,10,PIT 36,3,14,Rashard Mendenhall left guard for 3 yards (tackle by Kenyon Coleman and Scott Fujita),1.330,1.200
4,12:20,2,7,PIT 39,3,14,Rashard Mendenhall right end for 1 yard (tackle by Chris Gocong and Sheldon Brown),1.200,0.630
4,11:38,3,6,PIT 40,3,14,Ben Roethlisberger pass incomplete short right intended for Antwaan Randle El,0.630,-0.720
4,11:32,4,6,PIT 40,3,14,"Daniel Sepulveda punts 60 yards, touchback",-0.720,-0.280
4,11:25,1,10,CLE 20,3,14,Colt McCoy pass complete short right to Peyton Hillis for 4 yards (tackle by Troy Polamalu and Aaron Smith),0.280,0.270
4,10:46,2,6,CLE 24,3,14,Colt McCoy pass incomplete short right intended for Brian Robiskie (defended by LaMarr Woodley),0.270,-0.430
4,10:42,3,6,CLE 24,3,14,Colt McCoy pass incomplete deep middle intended for Ben Watson,-0.430,-1.770
4,10:37,4,6,CLE 24,3,14,Reggie Hodges punts 37 yards,-1.770,-1.530
4,10:30,1,10,PIT 39,3,14,Rashard Mendenhall left tackle for 13 yards (tackle by T.J. Ward and Abram Elam),1.530,2.390
4,9:52,1,10,CLE 48,3,14,Isaac Redman right guard for 13 yards (tackle by T.J. Ward),2.390,3.250
4,9:07,1,10,CLE 35,3,14,Rashard Mendenhall left guard for -2 yards (tackle by Eric Wright and Scott Fujita),3.250,2.430
4,8:29,2,12,CLE 37,3,14,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,2.430,1.750
4,8:23,3,12,CLE 37,3,14,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,1.750,0.790
4,8:15,4,12,CLE 37,3,14,"Daniel Sepulveda punts 29 yards. Penalty on Anthony Madison: Illegal Formation, 5 yards (no play)",0.790,0.460
4,8:08,4,17,CLE 42,3,14,"Daniel Sepulveda punts 31 yards, fair catch by Chansi Stuckey. Penalty on Anthony Madison: Illegal Shift, 5 yards (no play)",0.460,0.130
4,8:00,4,22,CLE 47,3,14,"Daniel Sepulveda punts 34 yards, muffed catch by Chansi Stuckey, recovered by Keyaron Fox and returned for no gain. Penalty on Joe Haden: Defensive Offside (Declined)",0.130,4.710
4,7:50,1,10,CLE 13,3,14,Rashard Mendenhall right tackle for no gain (tackle by Brian Schaefering),4.710,4.050
4,6:57,2,10,CLE 13,3,14,Isaac Redman middle for 3 yards (tackle by Shaun Rogers),4.050,3.650
4,6:24,3,7,CLE 10,3,14,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 8 yards (tackle by Joe Haden),3.650,6.740
4,5:54,1,2,CLE 2,3,20,"Rashard Mendenhall left guard for 2 yards, touchdown",6.740,7.000
4,,,,CLE 2,3,21,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,3,21,"Jeff Reed kicks off 50 yards, returned by Lawrence Vickers for 10 yards (tackle by Anthony Madison)",0.000,0.940
4,5:45,1,10,CLE 30,3,21,Colt McCoy left guard for 4 yards,0.940,0.930
4,5:18,2,6,CLE 34,3,21,Colt McCoy pass complete short left to Ben Watson for 23 yards (tackle by Troy Polamalu),0.930,2.720
4,4:59,1,10,PIT 43,3,21,Colt McCoy pass complete short left to Peyton Hillis for 3 yards (tackle by Troy Polamalu and James Farrior),2.720,2.580
4,4:30,2,7,PIT 40,3,21,Colt McCoy pass complete deep right to Evan Moore for 28 yards,2.580,4.780
4,4:24,1,10,PIT 12,3,21,Colt McCoy pass incomplete short right intended for Peyton Hillis,4.780,4.100
4,4:17,2,10,PIT 12,9,21,"Colt McCoy pass complete short right to Ben Watson for 12 yards, touchdown",4.100,7.000
4,,,,PIT 2,10,21,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,10,21,Phil Dawson kicks onside 9 yards,0.000,2.980
4,4:08,1,10,CLE 39,10,21,Rashard Mendenhall right end for 3 yards (tackle by T.J. Ward and Matt Roth),2.980,2.850
4,3:26,2,7,CLE 36,10,21,Isaac Redman left tackle for 4 yards (tackle by Sheldon Brown and Brian Schaefering),2.850,2.680
4,2:43,3,3,CLE 32,10,21,Ben Roethlisberger pass incomplete deep middle intended for Matt Spaeth,2.680,1.290
4,2:39,4,3,CLE 32,10,21,Daniel Sepulveda punts 29 yards,1.290,0.380
4,2:30,1,10,CLE 3,10,21,Colt McCoy pass complete short middle to Chansi Stuckey for 11 yards (tackle by James Farrior),-0.380,-0.280
4,2:10,1,10,CLE 14,10,21,Colt McCoy pass complete short left to Brian Robiskie for 5 yards (tackle by William Gay),-0.280,-0.040
4,2:00,2,5,CLE 19,10,21,Colt McCoy sacked by Nick Eason and James Harrison for -4 yards,-0.040,-1.280
4,1:52,,,,10,21,Timeout #1 by Cleveland Browns,0.000,-1.280
4,1:52,3,9,CLE 15,10,21,Colt McCoy pass incomplete short right intended for Ben Watson is intercepted by Lawrence Timmons at CLE-23 and returned for 5 yards,-1.280,-4.370
4,1:42,1,10,CLE 18,10,21,Rashard Mendenhall left tackle for 4 yards (tackle by Matt Roth and Derreck Robinson),4.370,4.430
4,1:36,,,,10,21,Timeout #2 by Cleveland Browns,0.000,4.430
4,1:36,2,6,CLE 14,10,21,Rashard Mendenhall left guard for no gain (tackle by Derreck Robinson and Scott Fujita),4.430,3.630
4,1:31,,,,10,21,Timeout #3 by Cleveland Browns,0.000,3.630
4,1:31,3,6,CLE 14,10,27,"Ben Roethlisberger pass complete short left to Heath Miller for 14 yards, touchdown",3.630,7.000
4,,,,CLE 2,10,28,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,10,28,"Jeff Reed kicks off 67 yards, returned by Joe Haden for 21 yards (tackle by Keyaron Fox)",0.000,0.540
4,1:20,1,10,CLE 24,10,28,Colt McCoy sacked by James Harrison for 0 yards,0.540,0.000
4,0:49,2,10,CLE 24,10,28,Colt McCoy pass complete deep right to Evan Moore for 34 yards (tackle by Bryant McFadden),0.000,2.790
4,0:39,1,10,PIT 42,10,28,Colt McCoy pass complete short middle to Ben Watson for 10 yards (tackle by Lawrence Timmons). Penalty on James Harrison: Defensive Offside (Declined),2.790,3.450
4,0:36,1,10,PIT 32,10,28,Colt McCoy pass incomplete deep right intended for Evan Moore (defended by Bryant McFadden),3.450,2.900
4,0:29,2,10,PIT 32,10,28,Colt McCoy pass complete short right to Evan Moore for 3 yards (tackle by Bryant McFadden),2.900,2.610
4,0:08,3,7,PIT 29,10,28,Colt McCoy pass complete short right to Ben Watson for 11 yards (tackle by Lawrence Timmons),2.610,2.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
