Quarter,Time,Tm,Detail,CLE,PIT
1.0,1:51,Browns,Phil Dawson 39 yard field goal,3,0
2.0,10:40,Steelers,Mike Wallace 29 yard pass from Ben Roethlisberger (Jeff Reed kick),3,7
3.0,3:13,Steelers,Hines Ward 8 yard pass from Ben Roethlisberger (Jeff Reed kick),3,14
4.0,5:50,Steelers,Rashard Mendenhall 2 yard rush (Jeff Reed kick),3,21
,4:09,Browns,Ben Watson 12 yard pass from Colt McCoy (Phil Dawson kick),10,21
,1:25,Steelers,Heath Miller 14 yard pass from Ben Roethlisberger (Jeff Reed kick),10,28
