Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
1,1:57,1,10,KAN 24,0,3,"Rashard Mendenhall right end for 21 yards (tackle by Tamba Hali). Penalty on Heath Miller: Offensive Holding, 10 yards (no play)",3.970,3.310
1,1:23,1,20,KAN 34,0,3,Antonio Brown right end for 2 yards (tackle by Jovan Belcher),3.310,2.350
1,0:58,2,18,KAN 32,0,3,Ben Roethlisberger sacked by Amon Gordon for -11 yards,2.350,0.230
1,0:21,3,29,KAN 43,0,3,Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders (defended by Javier Arenas),0.230,0.400
1,0:15,4,29,KAN 43,0,3,Jeremy Kapinos punts 36 yards,0.400,0.380
1,0:05,1,10,KAN 8,0,3,Tyler Palko pass incomplete deep left intended for Steve Breaston is intercepted by Ike Taylor at KAN-36 and returned for 29 yards (tackle by Anthony Becht),-0.380,-5.600
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,7,KAN 7,0,3,Rashard Mendenhall right guard for 3 yards (tackle by Derrick O. Johnson),5.600,5.340
2,14:21,2,4,KAN 4,0,3,Isaac Redman up the middle for 1 yard (tackle by Tyson Jackson),5.340,4.720
2,13:35,3,3,KAN 3,0,3,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders,4.720,3.040
2,13:32,4,3,KAN 3,3,3,Shaun Suisham 21 yard field goal good,3.040,3.000
2,,,,PIT 35,3,3,"Shaun Suisham kicks off 71 yards, touchback",0.000,0.280
2,13:29,1,10,KAN 20,3,3,Tyler Palko pass incomplete short left intended for Dwayne Bowe is intercepted by Ryan Mundy at KAN-29 and returned for 5 yards (tackle by Branden Albert),0.280,-3.970
2,13:22,1,10,KAN 24,3,3,"Penalty on Max Starks: False Start, 5 yards (no play)",3.970,3.640
2,13:22,1,15,KAN 29,3,3,"Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Derrick O. Johnson). Penalty on Derrick O. Johnson: Defensive Holding, 5 yards, Penalty on Brandon Flowers: Illegal Contact (Declined) (no play)",3.640,3.970
2,13:14,1,10,KAN 24,3,3,Rashard Mendenhall left guard for 4 yards (tackle by Jovan Belcher),3.970,3.970
2,12:34,2,6,KAN 20,3,3,Ben Roethlisberger pass incomplete deep right intended for Jerricho Cotchery (defended by Brandon Flowers),3.970,3.270
2,12:28,3,6,KAN 20,3,3,"Ben Roethlisberger sacked by Tamba Hali for -11 yards. Penalty on Jon McGraw: Defensive Holding, 5 yards (no play)",3.270,4.580
2,12:15,1,10,KAN 15,3,3,Rashard Mendenhall left tackle for 6 yards (tackle by Brandon Carr),4.580,5.030
2,11:34,2,4,KAN 9,3,3,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 7 yards (tackle by Brandon Carr and Derrick O. Johnson),5.030,6.740
2,10:59,1,2,KAN 2,9,3,"Ben Roethlisberger pass complete short left to Weslye Saunders for 2 yards, touchdown",6.740,7.000
2,,,,KAN 2,10,3,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,PIT 35,10,3,"Shaun Suisham kicks off 67 yards, returned by Jeremy Horne for 20 yards (tackle by Ryan Mundy)",0.000,0.040
2,10:47,1,10,KAN 18,10,3,Jackie Battle up the middle for 1 yard (tackle by Lawrence Timmons),0.040,-0.320
2,10:26,2,9,KAN 19,10,3,Jackie Battle right guard for 3 yards (tackle by Ryan Mundy),-0.320,-0.660
2,9:45,3,6,KAN 22,10,3,Tyler Palko pass complete short right to Dwayne Bowe for 5 yards (tackle by Jason Worilds),-0.660,-1.570
2,9:16,4,1,KAN 27,10,3,"Dustin Colquitt punts 46 yards, fair catch by Antonio Brown",-1.570,-0.740
2,9:08,1,10,PIT 27,10,3,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace (defended by Brandon Carr),0.740,0.200
2,9:01,2,10,PIT 27,10,3,Isaac Redman up the middle for 7 yards (tackle by Travis Daniels),0.200,0.430
2,8:19,3,3,PIT 34,10,3,Ben Roethlisberger pass complete short right to Isaac Redman for 2 yards (tackle by Jon McGraw). Penalty on Ramon Foster: Offensive Holding (Declined),0.430,-0.980
2,8:02,4,1,PIT 36,10,3,"Jeremy Kapinos punts 47 yards, returned by Javier Arenas for 14 yards (tackle by Lawrence Timmons)",-0.980,-1.000
2,7:50,1,10,KAN 31,10,3,Thomas Jones up the middle for 3 yards,1.000,0.870
2,7:25,2,7,KAN 34,10,3,Thomas Jones up the middle for 3 yards (tackle by James Harrison),0.870,0.560
2,6:58,3,4,KAN 37,10,3,Tyler Palko pass complete short middle to Steve Breaston for 18 yards (tackle by Ryan Mundy and Ike Taylor). Penalty on PIT: Defensive 12 On-field (Declined),0.560,2.590
2,6:40,1,10,PIT 45,10,3,Dexter McCluster left guard for 4 yards (tackle by Steve McLendon),2.590,2.580
2,6:16,2,6,PIT 41,10,3,Dexter McCluster right tackle for 6 yards (tackle by Cameron Heyward),2.580,3.250
2,5:43,1,10,PIT 35,10,3,Dexter McCluster right end for 2 yards (tackle by Larry Foote),3.250,2.970
2,5:07,2,8,PIT 33,10,3,Thomas Jones up the middle for 2 yards (tackle by Lawrence Timmons),2.970,2.540
2,4:39,3,6,PIT 31,10,3,Tyler Palko pass incomplete short right intended for Jackie Battle,2.540,1.340
2,4:35,4,6,PIT 31,10,6,Ryan Succop 49 yard field goal good,1.340,3.000
2,,,,KAN 35,10,6,"Ryan Succop kicks off 67 yards, returned by Emmanuel Sanders for 24 yards (tackle by Cameron Sheffield)",0.000,0.410
2,4:23,1,10,PIT 22,10,6,Ben Roethlisberger pass complete short left to Mewelde Moore for 7 yards (tackle by Jovan Belcher),0.410,0.810
2,3:41,2,3,PIT 29,10,6,Mewelde Moore up the middle for 10 yards (tackle by Jon McGraw and Kendrick Lewis),0.810,1.530
2,2:58,1,10,PIT 39,10,6,Antonio Brown left end for 3 yards (tackle by Jovan Belcher),1.530,1.390
2,2:08,2,7,PIT 42,10,6,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 13 yards (tackle by Justin Houston),1.390,2.590
2,2:00,1,10,KAN 45,10,6,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 12 yards,2.590,3.380
2,1:26,1,10,KAN 33,10,6,Ben Roethlisberger pass complete short left to Mewelde Moore for 3 yards (tackle by Derrick O. Johnson),3.380,3.240
2,0:55,2,7,KAN 30,10,6,Ben Roethlisberger pass incomplete deep left intended for Heath Miller (defended by Jon McGraw),3.240,2.540
2,0:49,,,,10,6,Timeout #2 by Kansas City Chiefs,0.000,2.540
2,0:49,3,7,KAN 30,10,6,Ben Roethlisberger pass complete short left to Mewelde Moore for -1 yards (tackle by Sabby Piscitelli),2.540,1.320
2,0:04,,,,10,6,Timeout #3 by Pittsburgh Steelers,0.000,0.000
2,0:04,,,,10,6,Timeout #3 by Kansas City Chiefs,0.000,1.320
2,0:04,4,8,KAN 31,13,6,Shaun Suisham 49 yard field goal good,1.320,3.000
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,13,6,"Ryan Succop kicks off 65 yards, returned by Emmanuel Sanders for 25 yards (tackle by Andy Studebaker). Penalty on Chris Carter: Offensive Holding, 10 yards",0.000,-0.220
3,14:53,1,10,PIT 15,13,6,Rashard Mendenhall up the middle for 2 yards (tackle by Kelly Gregg),-0.220,-0.440
3,14:09,2,8,PIT 17,13,6,Ben Roethlisberger pass complete short left to Mike Wallace for 9 yards (tackle by Brandon Carr),-0.440,0.670
3,13:40,1,10,PIT 26,13,6,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 3 yards (tackle by Derrick O. Johnson),0.670,0.540
3,12:57,2,7,PIT 29,13,6,Rashard Mendenhall up the middle for 5 yards (tackle by Kendrick Lewis),0.540,0.500
3,12:15,3,2,PIT 34,13,6,Ben Roethlisberger pass complete short middle to Hines Ward for 14 yards (tackle by Brandon Flowers),0.500,2.130
3,11:35,1,10,PIT 48,13,6,Ben Roethlisberger pass complete short right to Hines Ward for 2 yards (tackle by Justin Houston),2.130,1.850
3,10:49,2,8,,13,6,Rashard Mendenhall up the middle for 8 yards (tackle by Travis Daniels),1.850,2.790
3,10:07,1,10,KAN 42,13,6,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown is intercepted by Travis Daniels at KAN-14 and returned for 25 yards (tackle by Rashard Mendenhall),2.790,-1.530
3,9:58,1,10,KAN 39,13,6,Dexter McCluster right end for no gain (tackle by Jason Worilds),1.530,0.990
3,9:28,2,10,KAN 39,13,6,Dexter McCluster up the middle for 1 yard (tackle by Lawrence Timmons),0.990,0.430
3,8:56,3,9,KAN 40,13,6,Tyler Palko pass incomplete short left intended for Dwayne Bowe,0.430,-0.720
3,8:48,4,9,KAN 40,13,6,Dustin Colquitt punts 35 yards,-0.720,-0.610
3,8:40,1,10,PIT 25,13,6,Rashard Mendenhall up the middle for 6 yards (tackle by Glenn Dorsey),0.610,0.870
3,7:56,2,4,PIT 31,13,6,Ben Roethlisberger pass complete short left to Mike Wallace for 8 yards (tackle by Kendrick Lewis),0.870,1.530
3,7:12,1,10,PIT 39,13,6,Rashard Mendenhall right tackle for 16 yards (tackle by Derrick O. Johnson),1.530,2.590
3,6:30,1,10,KAN 45,13,6,"Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace. Penalty on Doug Legursky: Offensive Holding, 10 yards (no play)",2.590,1.930
3,6:23,1,20,PIT 45,13,6,Rashard Mendenhall left end for -5 yards (tackle by Allen Bailey). Penalty on Emmanuel Sanders: Illegal Shift (Declined),1.930,0.020
3,5:55,2,25,PIT 40,13,6,Isaac Redman left end for 14 yards (tackle by Wallace Gilberry),0.020,1.220
3,5:09,3,11,KAN 46,13,6,Ben Roethlisberger up the middle for 7 yards (tackle by Derrick O. Johnson),1.220,0.660
3,4:21,,,,13,6,Timeout #1 by Pittsburgh Steelers,0.000,0.660
3,4:21,4,4,KAN 39,13,6,"Jeremy Kapinos punts 39 yards, touchback",0.660,-0.280
3,4:13,1,10,KAN 20,13,6,Tyler Palko pass incomplete short left intended for Steve Breaston (defended by Ike Taylor),0.280,-0.270
3,4:08,2,10,KAN 20,13,6,Tyler Palko pass complete short left to Steve Breaston for 9 yards (tackle by Ryan Mundy),-0.270,0.230
3,3:24,3,1,KAN 29,13,6,Javier Arenas up the middle for no gain (tackle by Lawrence Timmons),0.230,-1.440
3,3:24,4,1,KAN 29,13,6,Javier Arenas right end for 5 yards (tackle by Weslye Saunders),-1.440,1.200
3,2:14,1,10,KAN 34,13,6,Dexter McCluster left end for 9 yards (tackle by Ryan Mundy),1.200,1.870
3,2:02,2,1,KAN 43,13,6,Dexter McCluster up the middle for 2 yards (tackle by Brett Keisel),1.870,1.930
3,1:35,1,10,KAN 45,13,6,Jackie Battle up the middle for no gain (tackle by James Harrison and Ryan Mundy),1.930,1.380
3,1:09,2,10,KAN 45,13,6,Tyler Palko pass incomplete deep right intended for Dwayne Bowe,1.380,0.700
3,1:02,3,10,KAN 45,13,6,Tyler Palko sacked by Jason Worilds for -5 yards,0.700,-0.720
3,0:31,4,15,KAN 40,13,6,Dustin Colquitt punts 31 yards,-0.720,-0.870
3,0:20,1,10,PIT 29,13,6,Ben Roethlisberger pass complete deep left to Antonio Brown for 21 yards. Penalty on Tamba Hali: Defensive Offside (Declined),0.870,2.260
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,,13,6,Rashard Mendenhall left tackle for 2 yards (tackle by Tyson Jackson),2.260,1.980
4,14:21,2,8,KAN 48,13,6,Rashard Mendenhall right guard for -2 yards (tackle by Derrick O. Johnson),1.980,1.030
4,13:41,3,10,,13,6,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace (defended by Javier Arenas). Penalty on Marcus Gilbert: Offensive Holding (Declined),1.030,-0.060
4,13:35,4,10,,13,6,"Jeremy Kapinos punts 50 yards, touchback. Penalty on Jeremy Horne: Running Into the Kicker, 5 yards (no play)",-0.060,0.270
4,13:28,4,5,KAN 45,13,6,"Jeremy Kapinos punts 37 yards, fair catch by Dexter McCluster",0.270,0.380
4,13:22,1,10,KAN 8,13,6,Tyler Palko pass complete short right to Dwayne Bowe for 17 yards (tackle by Lawrence Timmons),-0.380,0.610
4,12:59,1,10,KAN 25,13,6,Jackie Battle left end for 1 yard (tackle by James Harrison),0.610,0.200
4,12:24,2,9,KAN 26,13,6,Tyler Palko pass complete short right to Steve Breaston for 9 yards (tackle by Ryan Mundy),0.200,1.270
4,11:46,1,10,KAN 35,13,6,Tyler Palko pass complete short right to Dwayne Bowe for 5 yards (tackle by James Farrior),1.270,1.400
4,11:08,2,5,KAN 40,13,6,Thomas Jones left end for 4 yards (tackle by James Farrior),1.400,1.220
4,10:36,3,1,KAN 44,13,6,Thomas Jones up the middle for 2 yards (tackle by James Farrior),1.220,1.990
4,10:11,1,10,KAN 46,13,6,Thomas Jones up the middle for 3 yards (tackle by Steve McLendon),1.990,1.860
4,9:45,2,7,KAN 49,13,6,Thomas Jones left end for 1 yard (tackle by Cameron Heyward),1.860,1.290
4,9:09,3,6,,13,6,Tyler Palko pass complete deep left to Jonathan Baldwin for 20 yards,1.290,3.580
4,8:51,1,10,PIT 30,13,6,Dexter McCluster right end for no gain (tackle by Jason Worilds),3.580,3.030
4,8:24,2,10,PIT 30,13,6,Thomas Jones right tackle for 8 yards (tackle by Ryan Mundy),3.030,3.400
4,8:00,3,2,PIT 22,13,6,Jackie Battle left end for no gain (tackle by Casey Hampton),3.400,2.120
4,7:16,4,2,PIT 22,13,9,Ryan Succop 40 yard field goal good,2.120,3.000
4,,,,KAN 35,13,9,"Ryan Succop kicks off 62 yards, returned by Emmanuel Sanders for 19 yards (tackle by Sabby Piscitelli). Penalty on Will Allen: Offensive Holding, 10 yards",0.000,-0.350
4,7:06,1,10,PIT 12,13,9,Rashard Mendenhall up the middle for 4 yards (tackle by Glenn Dorsey),-0.350,-0.370
4,6:27,2,6,PIT 16,13,9,Rashard Mendenhall up the middle for 1 yard (tackle by Jovan Belcher),-0.370,-0.840
4,5:40,3,5,PIT 17,13,9,Ben Roethlisberger pass complete short left to Antonio Brown for 9 yards (tackle by Brandon Carr),-0.840,0.670
4,5:14,1,10,PIT 26,13,9,Rashard Mendenhall right end for -1 yards (tackle by Justin Houston),0.670,-0.010
4,4:32,2,11,PIT 25,13,9,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Brandon Flowers),-0.010,-0.690
4,4:27,3,11,PIT 25,13,9,Ben Roethlisberger pass incomplete short middle intended for Mike Wallace (defended by Justin Houston),-0.690,-1.700
4,4:22,4,11,PIT 25,13,9,"Jeremy Kapinos punts 52 yards, returned by Dexter McCluster for 7 yards (tackle by Curtis Brown)",-1.700,-0.940
4,4:12,1,10,KAN 30,13,9,Thomas Jones left tackle for 1 yard (tackle by Ryan Mundy),0.940,0.530
4,3:36,2,9,KAN 31,13,9,Tyler Palko pass complete short left to Dexter McCluster for 5 yards (tackle by Ike Taylor),0.530,0.500
4,3:01,3,4,KAN 36,13,9,Tyler Palko pass complete short left to Jonathan Baldwin for 6 yards (tackle by Ike Taylor),0.500,1.730
4,2:17,1,10,KAN 42,13,9,Thomas Jones up the middle for 4 yards (tackle by Ryan Mundy and Jason Worilds),1.730,1.730
4,1:59,2,6,KAN 46,13,9,Tyler Palko pass incomplete deep right intended for Steve Breaston (defended by Keenan Lewis),1.730,1.030
4,1:55,3,6,KAN 46,13,9,Tyler Palko pass complete short left to Dwayne Bowe for -1 yards (tackle by William Gay),1.030,-0.390
4,1:24,4,7,KAN 45,13,9,Tyler Palko pass complete short middle to Dwayne Bowe for 9 yards (tackle by Keenan Lewis and Lawrence Timmons),-0.390,2.520
4,0:56,1,10,PIT 46,13,9,Tyler Palko pass incomplete short right intended for Anthony Becht,2.520,1.980
4,0:52,2,10,PIT 46,13,9,Tyler Palko pass complete short left to Dexter McCluster for 6 yards (tackle by Brett Keisel),1.980,2.080
4,0:45,,,,13,9,Timeout #1 by Kansas City Chiefs,0.000,2.080
4,0:45,3,4,PIT 40,13,9,Tyler Palko pass complete short middle to Steve Breaston for 8 yards (tackle by Ryan Mundy),2.080,3.450
4,0:38,,,,13,9,Timeout #2 by Kansas City Chiefs,0.000,3.450
4,0:38,1,10,PIT 32,13,9,"Penalty on Jared Gaither: False Start, 5 yards (no play)",3.450,3.120
4,0:38,1,15,PIT 37,13,9,Tyler Palko pass incomplete deep right intended for Dwayne Bowe is intercepted by Keenan Lewis at PIT-14 and returned for 9 yards,3.120,-0.480
4,0:28,1,10,PIT 23,13,9,Ben Roethlisberger kneels for -1 yards,0.480,-0.200
4,0:20,,,,13,9,Timeout #3 by Kansas City Chiefs,0.000,-0.200
4,0:20,2,11,PIT 22,13,9,Ben Roethlisberger kneels for -1 yards,-0.200,-1.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
