Quarter,Time,Tm,Detail,NYG,DAL
1.0,13:26,Cowboys,Tavon Austin 64 yard pass from Dak Prescott (Brett Maher kick),0,7
,6:01,Cowboys,Brett Maher 37 yard field goal,0,10
3.0,10:43,Cowboys,Brett Maher 29 yard field goal,0,13
,4:31,Giants,Aldrick Rosas 28 yard field goal,3,13
4.0,5:45,Cowboys,Ezekiel Elliott 6 yard rush (Brett Maher kick),3,20
,1:27,Giants,Evan Engram 18 yard pass from Eli Manning (Aldrick Rosas kick),10,20
,0:11,Giants,Aldrick Rosas 38 yard field goal,13,20
