Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
1,2:42,4,24,SDG 33,7,7,Mike Scifres punts 41 yards,-1.180,-0.670
1,2:34,1,10,PIT 26,7,7,Willie Parker right tackle for 1 yard (tackle by Tim Dobbins and Jamal Williams),0.670,0.270
1,1:53,2,9,PIT 27,7,7,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,0.270,-0.430
1,1:46,3,9,PIT 27,7,7,Ben Roethlisberger sacked by Eric Weddle for -4 yards,-0.430,-1.830
1,1:28,4,13,PIT 23,7,7,"Mitch Berger punts 49 yards, returned by Darren Sproles for no gain. Penalty on Cletis Gordon: Illegal Block Above the Waist, 10 yards",-1.830,-0.040
1,1:15,1,10,SDG 18,7,7,Darren Sproles right guard for 8 yards (tackle by James Farrior),0.040,0.680
1,0:41,2,2,SDG 26,7,7,Darren Sproles right tackle for 4 yards (tackle by Troy Polamalu and LaMarr Woodley),0.680,0.940
Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SDG 30,7,7,Darren Sproles right guard for 1 yard (tackle by James Farrior and James Harrison),0.940,0.530
2,14:19,2,9,SDG 31,7,7,Philip Rivers pass complete short left to Antonio Gates for 7 yards (tackle by Larry Foote),0.530,0.760
2,13:42,3,2,SDG 38,7,7,Darren Sproles left guard for 1 yard (tackle by Aaron Smith and James Farrior),0.760,-0.780
,,,,,,,"SDG challenged the first down ruling, and the play was upheld.",,
2,12:56,4,1,SDG 39,7,7,"Mike Scifres punts 43 yards, fair catch by Mewelde Moore",-0.780,-0.040
2,12:49,1,10,PIT 18,7,7,Willie Parker up the middle for 7 yards (tackle by Eric Weddle and Stephen Cooper),0.040,0.550
2,12:14,2,3,PIT 25,7,7,Willie Parker right tackle for 5 yards (tackle by Stephen Cooper and Jacques Cesaire),0.550,0.940
2,11:34,1,10,PIT 30,7,7,Willie Parker up the middle for 6 yards (tackle by Jyles Tucker),0.940,1.200
2,10:56,2,4,PIT 36,7,7,Willie Parker right guard for 5 yards (tackle by Stephen Cooper and Jamal Williams),1.200,1.660
2,10:12,1,10,PIT 41,7,7,Mewelde Moore left guard for 4 yards (tackle by Stephen Cooper),1.660,1.660
2,9:28,2,6,PIT 45,7,7,Willie Parker right guard for 3 yards (tackle by Stephen Cooper and Tim Dobbins),1.660,1.360
2,8:44,3,3,PIT 48,7,7,"Penalty on Darnell Stapleton: False Start, 5 yards (no play)",1.360,0.700
2,8:20,3,8,PIT 43,7,7,Ben Roethlisberger pass complete short right to Carey Davis for 6 yards (tackle by Eric Weddle),0.700,-0.130
2,7:48,,,,7,7,Timeout #2 by San Diego Chargers,0.000,-0.130
2,7:48,4,2,PIT 49,7,7,"Mitch Berger punts 51 yards, touchback",-0.130,-0.280
2,7:38,1,10,SDG 20,7,7,Philip Rivers pass incomplete short left intended for Vincent Jackson (defended by Ike Taylor),0.280,-0.270
2,7:33,2,10,SDG 20,7,7,Philip Rivers pass incomplete short left intended for Jacob Hester,-0.270,-0.960
2,7:30,3,10,SDG 20,7,7,Philip Rivers pass incomplete deep right intended for Vincent Jackson,-0.960,-2.030
,,,,,,,"PIT challenged the pass completion ruling, and the original play was overturned.",,
2,7:24,4,10,SDG 20,7,7,"Mike Scifres punts 41 yards, fair catch by Santonio Holmes",-2.030,-1.530
2,7:16,1,10,PIT 39,7,7,Santonio Holmes right end for 3 yards (tackle by Shaun Phillips),1.530,1.390
2,6:35,2,7,PIT 42,7,7,Ben Roethlisberger pass complete short right to Nate Washington for 5 yards (tackle by Quentin Jammer),1.390,1.360
2,5:48,3,2,PIT 47,7,7,Ben Roethlisberger pass complete short right to Carey Davis for 1 yard (tackle by Quentin Jammer),1.360,-0.190
2,5:11,4,1,PIT 48,7,7,Ryan Clark up the middle for -4 yards (tackle by Antwan Applewhite and Jacob Hester),-0.190,-2.650
2,5:05,1,10,PIT 44,7,7,Darren Sproles left tackle for -1 yards (tackle by LaMarr Woodley and James Harrison),2.650,1.980
2,4:27,2,11,PIT 45,7,7,Philip Rivers pass incomplete short middle intended for Legedu Naanee,1.980,1.290
2,4:23,3,11,PIT 45,7,7,Philip Rivers pass complete short left to Antonio Gates for 15 yards (tackle by Ryan Clark),1.290,3.580
2,3:43,1,10,PIT 30,7,7,Darren Sproles up the middle for -5 yards (tackle by Brett Keisel),3.580,2.360
2,3:02,2,15,PIT 35,7,7,Philip Rivers pass complete short right to Darren Sproles for 3 yards (tackle by LaMarr Woodley),2.360,2.080
2,2:17,3,12,PIT 32,7,7,Philip Rivers pass complete short left to Antonio Gates for 8 yards (tackle by James Farrior),2.080,1.940
2,2:00,4,4,PIT 24,10,7,Nate Kaeding 42 yard field goal good,1.940,3.000
2,,,,SDG 30,10,7,"Mike Scifres kicks off 50 yards, returned by Gary Russell for 14 yards (tackle by Brandon Siler)",0.000,1.200
2,1:52,1,10,PIT 34,10,7,Ben Roethlisberger pass complete short left to Santonio Holmes for 15 yards (tackle by Stephen Cooper),1.200,2.190
2,1:28,1,10,PIT 49,10,7,Ben Roethlisberger pass complete short left to Mewelde Moore for 9 yards (tackle by Paul Oliver),2.190,2.860
2,1:13,,,,10,7,Timeout #3 by San Diego Chargers,0.000,2.860
2,1:13,2,1,SDG 42,10,7,Ben Roethlisberger pass incomplete short right intended for Heath Miller,2.860,2.150
2,1:09,3,1,SDG 42,10,7,Gary Russell up the middle for 3 yards (tackle by Stephen Cooper and Igor Olshansky),2.150,2.980
2,1:06,,,,10,7,Timeout #1 by Pittsburgh Steelers,0.000,2.980
2,1:06,1,10,SDG 39,10,7,Ben Roethlisberger pass incomplete deep middle intended for Santonio Holmes,2.980,2.440
2,1:00,2,10,SDG 39,10,7,"Ben Roethlisberger pass complete deep left to Hines Ward for 13 yards (tackle by Antonio Cromartie). Penalty on Willie Colon: Illegal Formation, 5 yards (no play)",2.440,1.770
2,0:54,2,15,SDG 44,10,7,Ben Roethlisberger pass complete deep left to Hines Ward for 41 yards (tackle by Paul Oliver),1.770,6.510
2,0:45,,,,10,7,Timeout #2 by Pittsburgh Steelers,0.000,6.510
2,0:45,1,3,SDG 3,10,13,"Willie Parker left end for 3 yards, touchdown",6.510,7.000
2,,,,SDG 2,10,14,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,10,14,"Jeff Reed kicks off 47 yards, returned by Antonio Cromartie for 7 yards (tackle by Gary Russell)",0.000,0.940
2,0:35,1,10,SDG 30,10,14,Darren Sproles up the middle for no gain (tackle by Brett Keisel and Lawrence Timmons),0.940,0.390
Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,10,14,"Nate Kaeding kicks off 66 yards, returned by Gary Russell for 19 yards (tackle by Legedu Naanee)",0.000,0.480
3,14:24,1,10,PIT 23,10,14,Willie Parker up the middle for 2 yards (tackle by Tim Dobbins and Shaun Phillips),0.480,0.200
3,14:15,2,8,PIT 25,10,14,Willie Parker right end for 13 yards (tackle by Eric Weddle),0.200,1.470
3,13:32,1,10,PIT 38,10,14,Willie Parker up the middle for 4 yards (tackle by Stephen Cooper and Eric Weddle),1.470,1.460
3,12:52,2,6,PIT 42,10,14,Willie Parker left guard for -1 yards (tackle by Tim Dobbins and Igor Olshansky),1.460,0.630
3,12:13,3,7,PIT 41,10,14,Ben Roethlisberger pass complete short right to Santonio Holmes for 10 yards (tackle by Quentin Jammer),0.630,2.320
3,11:28,1,10,SDG 49,10,14,Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes,2.320,1.780
3,11:20,2,10,SDG 49,10,14,Willie Parker up the middle for -1 yards (tackle by Matt Wilhelm),1.780,0.960
3,10:37,3,11,SDG 50,10,14,Ben Roethlisberger pass complete deep right to Nate Washington for 18 yards (tackle by Paul Oliver),0.960,3.450
3,9:55,1,10,SDG 32,10,14,Willie Parker left tackle for 2 yards (tackle by Igor Olshansky and Jamal Williams),3.450,3.170
3,9:17,2,8,SDG 30,10,14,Ben Roethlisberger pass complete short middle to Carey Davis for no gain,3.170,2.480
3,8:33,3,8,SDG 30,10,14,Ben Roethlisberger pass complete short right to Heath Miller for 18 yards (tackle by Cletis Gordon),2.480,4.780
3,7:47,1,10,SDG 12,10,14,Willie Parker right tackle for 4 yards (tackle by Cletis Gordon),4.780,4.830
3,7:10,2,6,SDG 8,10,20,"Ben Roethlisberger pass complete short right to Heath Miller for 8 yards, touchdown",4.830,7.000
3,,,,SDG 2,10,21,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,10,21,"Jeff Reed kicks off 56 yards, returned by Darren Sproles for 63 yards (tackle by Patrick Bailey)",0.000,4.040
3,6:53,1,10,PIT 23,10,21,Philip Rivers pass incomplete short middle intended for Vincent Jackson is intercepted by Larry Foote at PIT-21,4.040,-0.340
,,,,,,,"SDG challenged the pass completion ruling, and the play was upheld.",,
3,6:47,1,10,PIT 21,10,21,Willie Parker right tackle for 3 yards (tackle by Matt Wilhelm),0.340,0.210
3,6:09,2,7,PIT 24,10,21,Willie Parker left end for 4 yards (tackle by Eric Weddle),0.210,0.040
3,5:24,3,3,PIT 28,10,21,Santonio Holmes right end for 4 yards (tackle by Cletis Gordon),0.040,1.070
3,4:35,1,10,PIT 32,10,21,Willie Parker up the middle for 4 yards (tackle by Stephen Cooper),1.070,1.070
3,3:56,2,6,PIT 36,10,21,"Willie Parker right end for 13 yards (tackle by Cletis Gordon). Penalty on Heath Miller: Offensive Holding, 10 yards (no play)",1.070,-0.280
3,3:26,2,16,PIT 26,10,21,Mewelde Moore up the middle for 5 yards (tackle by Matt Wilhelm and Ryon Bingham),-0.280,-0.290
3,2:45,3,11,PIT 31,10,21,Ben Roethlisberger pass complete short middle to Mewelde Moore for 3 yards (tackle by Eric Weddle),-0.290,-1.110
3,2:12,4,8,PIT 34,10,21,"Mitch Berger punts 43 yards, muffed catch by Eric Weddle, recovered by William Gay and returned for no gain",-1.110,4.040
3,2:03,1,10,SDG 23,10,21,"Penalty on Darnell Stapleton: False Start, 5 yards (no play)",4.040,3.710
3,2:03,1,15,SDG 28,10,21,Ben Roethlisberger pass incomplete short right intended for Willie Parker,3.710,2.820
3,1:55,2,15,SDG 28,10,21,"Ben Roethlisberger pass complete short right to Hines Ward for 19 yards (tackle by Cletis Gordon). Penalty on Cletis Gordon: Unnecessary Roughness, 5 yards",2.820,6.280
3,1:31,1,4,SDG 4,10,21,Willie Parker up the middle for 3 yards (tackle by Jacques Cesaire and Stephen Cooper),6.280,5.910
3,0:48,2,1,SDG 1,10,21,Ben Roethlisberger pass incomplete short right intended for Gary Russell,5.910,5.170
3,0:34,3,1,SDG 1,10,21,Gary Russell up the middle for no gain (tackle by Brandon Siler and Stephen Cooper),5.170,3.550
Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,SDG 1,10,21,Carey Davis up the middle for no gain (tackle by Tim Dobbins and Brandon Siler),3.550,0.380
4,14:56,1,10,SDG 1,10,21,Philip Rivers pass complete short left to Jacob Hester for 11 yards (tackle by James Farrior),-0.380,-0.350
4,14:33,1,10,SDG 12,10,21,Philip Rivers sacked by LaMarr Woodley for -10 yards,-0.350,-1.510
4,14:02,2,20,SDG 2,10,21,Philip Rivers pass incomplete short left intended for Legedu Naanee,-1.510,-2.590
4,13:58,3,20,SDG 2,10,21,Philip Rivers pass incomplete deep middle intended for Antonio Gates,-2.590,-2.490
4,13:53,4,20,SDG 2,10,21,"Mike Scifres punts 53 yards, returned by Santonio Holmes for 6 yards (tackle by David Binn)",-2.490,-2.320
4,13:41,1,10,SDG 49,10,21,Willie Parker right tackle for 4 yards (tackle by Shaun Phillips),2.320,2.320
4,13:04,2,6,SDG 45,10,21,"Ben Roethlisberger pass incomplete deep right intended for Nate Washington. Penalty on Eric Weddle: Defensive Pass Interference, 44 yards (no play)",2.320,6.970
4,12:56,1,1,SDG 1,10,27,"Gary Russell left tackle for 1 yard, touchdown",6.970,7.000
4,,,,SDG 2,10,28,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,10,28,"Jeff Reed kicks off 73 yards, returned by Darren Sproles for 30 yards (tackle by Tyrone Carter)",0.000,0.740
4,12:44,1,10,SDG 27,10,28,Philip Rivers pass complete short right to Vincent Jackson for 8 yards (tackle by Bryant McFadden),0.740,1.280
4,12:21,2,2,SDG 35,10,28,Philip Rivers sacked by Brett Keisel for -8 yards,1.280,-0.490
4,11:51,3,10,SDG 27,10,28,Philip Rivers pass complete short left to Brandon Manumaleuna for 14 yards (tackle by Tyrone Carter),-0.490,1.660
4,11:11,1,10,SDG 41,10,28,Philip Rivers pass complete short middle to Darren Sproles for 11 yards (tackle by Lawrence Timmons),1.660,2.390
4,10:33,1,10,PIT 48,10,28,Philip Rivers pass incomplete short left intended for Jacob Hester,2.390,1.850
4,10:23,2,10,PIT 48,10,28,Philip Rivers pass incomplete short right intended for Brandon Manumaleuna,1.850,1.160
4,10:19,3,10,PIT 48,10,28,Philip Rivers pass complete short left to Chris Chambers for 15 yards (tackle by Ike Taylor),1.160,3.380
4,9:43,1,10,PIT 33,10,28,Philip Rivers pass incomplete deep left intended for Brandon Manumaleuna,3.380,2.840
4,9:37,2,10,PIT 33,10,28,"Philip Rivers pass complete deep middle to Chris Chambers for 25 yards (tackle by Ike Taylor). Penalty on Troy Polamalu: Roughing the Passer, 4 yards",2.840,6.280
4,9:13,1,4,PIT 4,16,28,"Philip Rivers pass complete short left to Legedu Naanee for 4 yards, touchdown",6.280,7.000
4,,,,PIT 2,17,28,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,17,28,"Nate Kaeding kicks off 61 yards, returned by Mewelde Moore for 18 yards (tackle by Marques Harris)",0.000,0.740
4,9:04,1,10,PIT 27,17,28,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,0.740,0.200
4,8:56,,,,17,28,Timeout #1 by Pittsburgh Steelers,0.000,0.200
4,8:56,2,10,PIT 27,17,28,Ben Roethlisberger pass complete short right to Nate Washington for 7 yards (tackle by Cletis Gordon),0.200,0.430
4,8:15,3,3,PIT 34,17,28,Ben Roethlisberger pass complete short left to Hines Ward for 9 yards (tackle by Stephen Cooper),0.430,1.800
4,7:35,1,10,PIT 43,17,28,Willie Parker right guard for 2 yards (tackle by Jacques Cesaire),1.800,1.520
4,6:50,2,8,PIT 45,17,28,Willie Parker right end for 27 yards (tackle by Eric Weddle),1.520,3.710
4,6:18,1,10,SDG 28,17,28,Willie Parker left guard for 7 yards (tackle by Eric Weddle and Antwan Applewhite),3.710,4.110
4,5:32,2,3,SDG 21,17,28,Mewelde Moore left end for 4 yards (tackle by Antonio Cromartie),4.110,4.440
4,5:00,1,10,SDG 17,17,28,Willie Parker right tackle for 1 yard (tackle by Tim Dobbins and Igor Olshansky),4.440,4.000
4,4:17,2,9,SDG 16,17,34,"Willie Parker right end for 16 yards, touchdown",4.000,7.000
4,,,,SDG 2,17,35,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,17,35,"Jeff Reed kicks off 69 yards, returned by Darren Sproles for 23 yards (tackle by Andre Frazier)",0.000,0.540
4,4:05,1,10,SDG 24,17,35,Philip Rivers pass incomplete short right intended for Vincent Jackson,0.540,0.000
4,4:01,2,10,SDG 24,17,35,Philip Rivers pass incomplete deep left intended for Vincent Jackson,0.000,-0.690
4,3:55,3,10,SDG 24,17,35,Philip Rivers sacked by James Harrison for -7 yards,-0.690,-2.320
4,3:23,4,17,SDG 17,17,35,"Mike Scifres punts 52 yards, fair catch by Mewelde Moore",-2.320,-1.000
4,3:15,1,10,PIT 31,17,35,Gary Russell left tackle for 1 yard (tackle by Clinton Hart),1.000,0.600
4,3:06,,,,17,35,Timeout #2 by San Diego Chargers,0.000,0.600
4,3:06,2,9,PIT 32,17,35,Byron Leftwich up the middle for 2 yards (tackle by Eric Weddle),0.600,0.170
4,3:00,,,,17,35,Timeout #3 by San Diego Chargers,0.000,0.170
4,3:00,3,7,PIT 34,17,35,Byron Leftwich pass incomplete deep right intended for Limas Sweed,0.170,-1.110
4,3:00,4,7,PIT 34,17,35,"Mitch Berger punts 49 yards, returned by Darren Sproles for 4 yards (tackle by Lawrence Timmons)",-1.110,-0.340
4,2:43,1,10,SDG 21,17,35,Philip Rivers pass complete deep right to Chris Chambers for 20 yards,0.340,1.660
4,2:38,1,10,SDG 41,17,35,Philip Rivers pass complete short left to Jacob Hester for 2 yards (tackle by Lawrence Timmons),1.660,1.390
4,2:11,2,8,SDG 43,17,35,Philip Rivers pass incomplete deep left intended for Vincent Jackson (defended by Ike Taylor),1.390,0.700
,,,,,,,"PIT challenged the pass completion ruling, and the play was upheld.",,
4,2:03,3,8,SDG 43,17,35,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",0.700,0.040
4,2:03,3,13,SDG 38,23,35,"Philip Rivers pass complete deep middle to Darren Sproles for 62 yards, touchdown",0.040,7.000
4,,,,PIT 2,24,35,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,,24,35,"Mike Scifres kicks onside 10 yards. Penalty on William Gay: Defensive Offside, 5 yards (no play)",0.000,0.000
4,,,,SDG 35,24,35,"Mike Scifres kicks onside 13 yards, recovered by Gary Russell",0.000,2.390
4,1:52,1,10,SDG 48,24,35,Byron Leftwich kneels for -2 yards,2.390,1.580
4,1:11,2,12,,24,35,Byron Leftwich kneels for -1 yards,1.580,0.760
4,0:25,3,13,PIT 49,24,35,Byron Leftwich kneels for -1 yards,0.760,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
