#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ARI 20,3,1:34,3,Punt
2,1,9:30,ARI 20,6,1:43,9,Punt
3,1,4:31,ARI 20,6,2:43,25,Punt
4,1,0:49,ARI 20,7,3:06,42,Fumble
5,2,11:47,ARI 21,10,6:03,79,Touchdown
6,2,1:56,ARI 20,1,0:09,0,Fumble
7,2,0:56,CAR 22,1,0:07,0,Interception
8,3,7:50,ARI 20,3,1:31,8,Punt
9,3,2:08,ARI 20,10,2:52,80,Touchdown
10,4,12:58,ARI 36,5,1:20,20,Interception
11,4,5:26,ARI 12,1,0:15,0,Interception
12,4,5:11,ARI 21,2,0:41,13,Interception
13,4,1:17,ARI 26,5,1:17,28,End of Game
