Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
1,1:42,2,10,CAR 12,0,10,Jonathan Stewart left tackle for 2 yards (tackle by Kevin Minter and Deone Bucannon),-0.780,-1.190
1,1:03,3,8,CAR 14,0,16,"Cam Newton pass complete deep left to Corey Brown for 86 yards, touchdown",-1.190,7.000
1,1:03,,,ARI 14,0,17,Graham Gano kicks extra point good,0.000,0.000
1,1:03,,,CAR 35,0,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
1,0:49,1,10,ARI 20,0,17,Carson Palmer pass complete short left to Larry Fitzgerald for 2 yards (tackle by Kurt Coleman and Thomas Davis),0.280,0.000
1,0:12,2,8,ARI 22,0,17,David Johnson right end for 14 yards (tackle by Dwan Edwards),0.000,1.330
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 36,0,17,Carson Palmer pass complete short right to David Johnson for 4 yards (tackle by Thomas Davis and Robert McClain),1.330,1.330
2,14:21,2,6,ARI 40,0,17,David Johnson right end for 23 yards (tackle by Roman Harper and Luke Kuechly),1.330,3.120
2,13:35,1,10,CAR 37,0,17,Andre Ellington left guard for no gain (tackle by Star Lotulelei),3.120,2.570
2,12:58,2,10,CAR 37,0,17,Carson Palmer pass incomplete short right intended for Andre Ellington,2.570,1.880
2,12:52,3,10,CAR 37,0,17,"Carson Palmer sacked by Kawann Short for -3 yards. Carson Palmer fumbles (forced by Kawann Short), recovered by Luke Kuechly at CAR-38 (tackle by Lyle Sendlein)",1.880,-1.470
2,12:43,1,10,CAR 38,0,17,Cam Newton pass incomplete short middle intended for Greg Olsen,1.470,0.920
2,12:38,2,10,CAR 38,0,17,Jonathan Stewart middle for -1 yards (tackle by Ed Stinson and Tony Jefferson),0.920,0.100
2,12:02,3,11,CAR 37,0,17,Cam Newton pass incomplete deep right intended for Devin Funchess,0.100,-0.910
2,11:57,4,11,CAR 37,0,17,"Brad Nortman punts 44 yards, returned by Patrick Peterson for 2 yards (tackle by Joe Webb)",-0.910,-0.340
2,11:47,1,10,ARI 21,0,17,David Johnson right end for -6 yards (tackle by Thomas Davis),0.340,-1.140
2,11:05,2,16,ARI 15,0,17,Carson Palmer pass complete short right to David Johnson for 5 yards (tackle by Kony Ealy),-1.140,-1.020
2,10:23,3,11,ARI 20,0,17,Carson Palmer pass complete short right to JJ Nelson for 15 yards (tackle by Robert McClain),-1.020,1.270
2,9:42,1,10,ARI 35,0,17,"Penalty on Kawann Short: Neutral Zone Infraction, 5 yards (no play)",1.270,2.000
2,9:31,1,5,ARI 40,0,17,"David Johnson left guard for 2 yards (tackle by Ryan Delaire and Mario Addison). Penalty on Mario Addison: Face Mask (15 Yards), 15 yards",2.000,2.720
2,9:11,1,10,CAR 43,0,17,David Johnson right tackle for 15 yards (tackle by Kurt Coleman),2.720,3.710
2,8:29,1,10,CAR 28,0,17,David Johnson right guard for no gain (tackle by Thomas Davis),3.710,3.170
2,7:48,2,10,CAR 28,0,17,Carson Palmer pass complete short middle to Darren Fells for 15 yards (tackle by Luke Kuechly and Kurt Coleman),3.170,4.710
2,7:12,1,10,CAR 13,0,17,Carson Palmer pass complete short right to JJ Nelson for 10 yards (tackle by Robert McClain),4.710,6.510
2,6:27,1,3,CAR 3,0,17,David Johnson left tackle for 2 yards (tackle by Josh Norman and Cortland Finnegan),6.510,5.910
2,5:46,2,1,CAR 1,6,17,"David Johnson middle for 1 yard, touchdown",5.910,7.000
2,5:46,,,CAR 1,7,17,Chandler Catanzaro kicks extra point good,0.000,0.000
2,5:46,,,ARI 35,7,17,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,5:44,1,10,CAR 20,7,17,Cam Newton right tackle for 7 yards (tackle by Patrick Peterson and Kevin Minter),0.280,0.680
2,5:04,2,3,CAR 27,7,17,Cam Newton pass incomplete short right intended for Corey Brown (defended by Justin Bethel),0.680,-0.030
2,5:00,3,3,CAR 27,7,17,Cam Newton pass incomplete deep right intended for Fozzy Whittaker,-0.030,-1.570
2,4:54,4,3,CAR 27,7,17,"Brad Nortman punts 34 yards, muffed catch by Patrick Peterson, recovered by Teddy Williams and returned for no gain",-1.570,2.520
2,4:45,1,10,ARI 46,7,17,"Cam Newton pass incomplete deep left intended for Ted Ginn. Penalty on Patrick Peterson: Defensive Holding, 5 yards (no play)",2.520,2.850
2,4:38,1,10,ARI 41,7,17,Jonathan Stewart middle for 17 yards (tackle by Tony Jefferson and Rashad Johnson),2.850,3.970
2,4:04,1,10,ARI 24,7,17,Jonathan Stewart middle for 23 yards (tackle by Tony Jefferson and Jerraud Powers),3.970,6.970
2,3:17,1,1,ARI 1,7,17,Mike Tolbert middle for -1 yards (tackle by Calais Campbell and Deone Bucannon),6.970,5.720
2,2:36,2,2,ARI 2,7,17,Jonathan Stewart right guard for 1 yard (tackle by Frostee Rucker and Tony Jefferson),5.720,5.170
2,2:00,3,1,ARI 1,7,23,"Cam Newton middle for 1 yard, touchdown",5.170,7.000
2,2:00,,,ARI 1,7,24,"Graham Gano kicks extra point good. Penalty on ARI: Illegal Formation, 5 yards",0.000,0.000
2,2:00,,,CAR 40,7,24,"Graham Gano kicks off 60 yards, touchback",0.000,-0.280
2,1:56,1,10,ARI 20,7,24,"Carson Palmer sacked by Charles Johnson for -6 yards. Carson Palmer fumbles (forced by Charles Johnson), recovered by Tre Boston at ARI-31 (tackle by John Brown)",0.280,-3.510
2,1:47,1,10,ARI 31,7,24,Jonathan Stewart left guard for no gain (tackle by Frostee Rucker and Rodney Gunter),3.510,2.970
2,1:12,2,10,ARI 31,7,24,Cam Newton pass incomplete deep right intended for Ed Dickson is intercepted by Patrick Peterson at ARI-6 and returned for 72 yards,2.970,-4.110
2,0:56,1,10,CAR 22,7,24,Carson Palmer pass incomplete deep middle intended for John Brown is intercepted by Kurt Coleman at CAR-0,4.110,-0.280
2,0:49,1,10,CAR 20,7,24,Cam Newton kneels for -1 yards,0.280,-0.460
2,0:10,2,11,CAR 19,7,24,Cam Newton kneels for -1 yards,-0.460,-1.330
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,7,24,"Chandler Catanzaro kicks off 67 yards, returned by Fozzy Whittaker for 19 yards (tackle by Gabe Martin)",0.000,-0.060
3,14:55,1,10,CAR 17,7,24,Cam Newton pass complete short middle to Jerricho Cotchery for 12 yards (tackle by Jerraud Powers),-0.060,0.870
3,14:24,1,10,CAR 29,7,24,Cam Newton left guard for 4 yards (tackle by Calais Campbell),0.870,0.870
3,13:46,2,6,CAR 33,7,24,Jonathan Stewart right end for 4 yards (tackle by Ed Stinson and Calais Campbell),0.870,0.700
3,13:46,3,2,CAR 37,7,24,"Penalty on Calais Campbell: Neutral Zone Infraction, 5 yards (no play)",0.700,1.730
3,12:58,1,10,CAR 42,7,24,Cam Newton pass complete deep middle to Greg Olsen for 29 yards (tackle by Tony Jefferson),1.730,3.640
3,12:15,1,10,ARI 29,7,24,Cam Newton pass complete short left to Corey Brown for 7 yards (tackle by Jerraud Powers),3.640,4.050
3,11:32,2,3,ARI 22,7,24,Jonathan Stewart right tackle for -1 yards (tackle by Kevin Minter),4.050,3.200
3,10:52,3,4,ARI 23,7,24,Cam Newton pass complete short right to Mike Tolbert for 14 yards (tackle by Tony Jefferson and Deone Bucannon),3.200,5.140
3,10:06,1,9,ARI 9,7,24,Jonathan Stewart middle for 3 yards (tackle by Markus Golden),5.140,4.950
3,9:24,2,6,ARI 6,7,24,Cam Newton sacked by Ed Stinson for -11 yards,4.950,2.740
3,8:38,3,17,ARI 17,7,24,Cam Newton pass complete short middle to Greg Olsen for 14 yards (tackle by Tony Jefferson),2.740,3.040
3,7:53,4,3,ARI 3,7,27,Graham Gano 21 yard field goal good,3.040,3.000
3,7:53,,,CAR 35,7,27,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,7:50,1,10,ARI 20,7,27,David Johnson right tackle for 2 yards (tackle by Shaq Thompson),0.280,0.000
3,7:15,2,8,ARI 22,7,27,Carson Palmer pass complete short right to David Johnson for 6 yards (tackle by Josh Norman),0.000,0.100
3,6:32,3,2,ARI 28,7,27,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Star Lotulelei),0.100,-1.500
3,6:27,4,2,ARI 28,7,27,"Drew Butler punts 51 yards, fair catch by Ted Ginn",-1.500,-0.340
3,6:19,1,10,CAR 21,7,27,Jonathan Stewart middle for 2 yards (tackle by Deone Bucannon),0.340,0.070
3,5:47,2,8,CAR 23,7,27,Cam Newton pass complete deep left to Ted Ginn for 39 yards (tackle by Patrick Peterson),0.070,3.050
3,5:00,1,10,ARI 38,7,27,Cam Newton right tackle for -1 yards (tackle by Markus Golden),3.050,3.050
3,4:15,1,10,ARI 38,7,27,Timeout #1 by Carolina Panthers,3.050,2.370
3,4:13,2,11,ARI 39,7,27,Cam Newton pass complete short left to Devin Funchess for 16 yards (tackle by Patrick Peterson),2.370,4.040
3,3:41,1,10,ARI 23,7,27,Cam Newton pass complete short left to Greg Olsen for no gain,4.040,3.500
3,2:54,2,10,ARI 23,7,27,Cam Newton pass incomplete deep right intended for Ed Dickson,3.500,2.810
3,2:49,3,10,ARI 23,7,27,Cam Newton right end for 11 yards (tackle by Chris Clemons),2.810,4.780
3,2:14,1,10,ARI 12,7,33,"Cam Newton right end for 12 yards, touchdown",4.780,7.000
3,2:14,,,ARI 12,7,34,Graham Gano kicks extra point good,0.000,0.000
3,2:14,,,CAR 35,7,34,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,2:08,1,10,ARI 20,7,34,Carson Palmer pass complete short right to David Johnson for 8 yards (tackle by Robert McClain),0.280,0.810
3,1:37,2,2,ARI 28,7,34,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,0.810,0.100
3,1:33,3,2,ARI 28,7,34,Carson Palmer pass complete short right to Larry Fitzgerald for 7 yards (tackle by Cortland Finnegan and Luke Kuechly),0.100,1.270
3,1:10,1,10,ARI 35,7,34,Carson Palmer pass complete short right to John Brown for 12 yards (tackle by Luke Kuechly),1.270,2.060
3,0:47,1,10,ARI 47,7,34,Carson Palmer pass complete short right to Jaron Brown for 16 yards (tackle by Robert McClain),2.060,3.120
3,0:25,1,10,CAR 37,7,34,David Johnson left end for no gain (tackle by Luke Kuechly),3.120,2.570
3,0:01,2,10,CAR 37,7,34,Carson Palmer pass complete short left to David Johnson for 8 yards (tackle by Luke Kuechly and Kony Ealy),2.570,2.940
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CAR 29,7,34,Carson Palmer pass incomplete short right intended for Darren Fells,2.940,1.600
4,14:55,4,2,CAR 29,7,34,Carson Palmer pass complete short left to David Johnson for 8 yards (tackle by Kawann Short),1.600,4.170
4,14:22,1,10,CAR 21,13,34,"Carson Palmer pass complete deep middle to Darren Fells for 21 yards, touchdown",4.170,7.000
4,14:22,1,,CAR 21,15,34,"Two Point Attempt: JJ Nelson left end, conversion succeeds",4.170,1.000
4,14:22,,,ARI 35,15,34,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
4,14:16,1,10,CAR 20,15,34,Jonathan Stewart middle for -1 yards (tackle by Red Bryant and Markus Golden),0.280,-0.460
4,13:46,2,11,CAR 19,15,34,Cam Newton pass incomplete short right intended for Corey Brown,-0.460,-1.140
4,13:42,3,11,CAR 19,15,34,Cam Newton pass complete short left to Greg Olsen for 4 yards (tackle by Justin Bethel),-1.140,-1.830
4,13:06,4,7,CAR 23,15,34,"Brad Nortman punts 41 yards, fair catch by Patrick Peterson",-1.830,-1.330
4,12:58,1,10,ARI 36,15,34,Carson Palmer pass complete short right to David Johnson for 5 yards (tackle by Tre Boston and Luke Kuechly),1.330,1.470
4,12:33,2,5,ARI 41,15,34,Carson Palmer pass complete short right to Michael Floyd for 10 yards,1.470,2.320
4,12:04,1,10,CAR 49,15,34,Carson Palmer pass incomplete deep left intended for Michael Floyd (defended by Josh Norman),2.320,1.780
4,11:58,2,10,CAR 49,15,34,Carson Palmer pass incomplete deep left intended for Larry Fitzgerald (defended by Robert McClain),1.780,1.090
4,11:53,3,10,CAR 49,15,34,"Carson Palmer pass incomplete short left intended for Larry Fitzgerald. Penalty on Cortland Finnegan: Defensive Holding, 5 yards (no play)",1.090,2.650
4,11:48,1,10,CAR 44,15,34,"Carson Palmer pass incomplete deep left intended for John Brown is intercepted by Kurt Coleman at CAR-1. Penalty on John Brown: Face Mask (15 Yards), 15 yards",2.650,0.140
4,11:38,1,10,CAR 16,15,34,Cam Newton pass complete short left to Corey Brown for 6 yards (tackle by Justin Bethel),-0.140,0.280
4,11:00,2,4,CAR 22,15,34,Jonathan Stewart left tackle for 1 yard (tackle by Rashad Johnson and Markus Golden),0.280,-0.450
4,10:18,3,3,CAR 23,15,34,Cam Newton pass complete deep middle to Greg Olsen for 54 yards (tackle by Justin Bethel),-0.450,4.040
4,9:25,1,10,ARI 23,15,34,Mike Tolbert right guard for 2 yards (tackle by Deone Bucannon and Rodney Gunter),4.040,3.770
4,8:44,2,8,ARI 21,15,34,Mike Tolbert left guard for 3 yards (tackle by Tony Jefferson),3.770,3.490
4,8:44,3,5,ARI 18,15,34,"Penalty on Michael Oher: False Start, 5 yards (no play)",3.490,2.810
4,7:45,3,10,ARI 23,15,34,Cam Newton middle for 14 yards (tackle by Sean Weatherspoon),2.810,5.140
4,7:01,1,9,ARI 9,15,34,Jonathan Stewart middle for 3 yards (tackle by Frostee Rucker and Markus Golden),5.140,4.950
4,6:18,2,6,ARI 6,15,34,Jonathan Stewart middle for 1 yard (tackle by Kareem Martin and Kevin Minter),4.950,4.260
4,5:31,3,5,ARI 5,15,40,"Cam Newton pass complete short left to Devin Funchess for 5 yards, touchdown",4.260,7.000
4,5:31,3,5,ARI 5,15,40,"Penalty on Kevin Minter: Neutral Zone Infraction, 1 yards (no play)",4.260,4.260
4,5:31,3,,ARI 5,15,42,"Two Point Attempt: Cam Newton pass complete to Mike Tolbert, conversion succeeds",4.260,1.000
4,5:31,,,CAR 35,15,42,"Graham Gano kicks off 69 yards, returned by JJ Nelson for 31 yards (tackle by Cortland Finnegan). Penalty on Chris Clemons: Offensive Holding, 10 yards",0.000,0.350
4,5:20,1,10,ARI 12,15,48,"Carson Palmer pass incomplete short middle intended for John Brown is intercepted by Luke Kuechly at ARI-22 and returned for 22 yards, touchdown",-0.350,-7.000
4,5:11,,,ARI 12,15,49,"Graham Gano kicks extra point good. Penalty on Chris Scott: Unnecessary Roughness, 15 yards",0.000,0.000
4,5:11,,,CAR 20,15,49,"Graham Gano kicks off 78 yards, returned by JJ Nelson for 19 yards (tackle by Fozzy Whittaker)",0.000,-0.340
4,5:05,1,10,ARI 21,15,49,Carson Palmer pass complete short right to Larry Fitzgerald for 13 yards (tackle by Shaq Thompson and A.J. Klein),0.340,1.200
4,4:38,1,10,ARI 34,15,49,Carson Palmer pass incomplete short middle intended for Michael Floyd is intercepted by Tre Boston at ARI-45 and returned for 5 yards,1.200,-2.920
4,4:30,1,10,ARI 40,15,49,Jonathan Stewart middle for 8 yards (tackle by Kevin Minter and Kareem Martin),2.920,3.450
4,3:41,2,2,ARI 32,15,49,Jonathan Stewart right guard for 10 yards (tackle by Tony Jefferson),3.450,4.110
4,2:54,1,10,ARI 22,15,49,Fozzy Whittaker left tackle for -2 yards (tackle by Markus Golden and Deone Bucannon),4.110,3.290
4,2:08,2,12,ARI 24,15,49,Fozzy Whittaker middle for no gain (tackle by Red Bryant),3.290,2.610
4,2:00,3,12,ARI 24,15,49,Derek Anderson kneels for -1 yards,2.610,1.800
4,1:18,4,13,ARI 25,15,49,Derek Anderson kneels for -1 yards,1.800,-0.670
4,1:17,1,10,ARI 26,15,49,Carson Palmer pass incomplete deep right intended for Michael Floyd,0.670,0.130
4,1:09,2,10,ARI 26,15,49,Carson Palmer pass complete short right to David Johnson for 8 yards (tackle by Shaq Thompson),0.130,0.500
4,1:04,3,2,ARI 34,15,49,Carson Palmer sacked by Kyle Love for -7 yards,0.500,-1.570
4,0:34,4,9,ARI 27,15,49,Carson Palmer pass complete short right to Michael Floyd for 12 yards (tackle by Shaq Thompson and A.J. Klein),-1.570,1.530
4,0:06,1,10,ARI 39,15,49,Carson Palmer pass complete short right to Michael Floyd for 15 yards (tackle by Shaq Thompson),1.530,2.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
