Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
2,10:31,1,10,HOU 27,0,7,Matt Schaub pass complete short right to Andre Johnson for 13 yards (tackle by Aaron Williams),0.740,1.600
2,9:50,1,10,HOU 40,0,7,Arian Foster right tackle for 21 yards (tackle by Nigel Bradham and Aaron Williams),1.600,2.980
2,9:07,1,10,BUF 39,0,7,"Penalty on Antoine Caldwell: False Start, 5 yards (no play)",2.980,2.650
2,8:50,1,15,BUF 44,0,7,Matt Schaub pass complete short middle to James Casey for 24 yards (tackle by Chris Kelsay),2.650,4.240
2,8:07,1,10,BUF 20,0,7,Keshawn Martin left end for 1 yard (tackle by Jairus Byrd),4.240,3.820
2,7:21,2,9,BUF 19,0,7,Matt Schaub sacked by Mario Williams for -4 yards. Penalty on Duane Brown: Offensive Holding (Declined),3.820,2.610
2,7:01,3,13,BUF 23,0,7,"Penalty on Derek Newton: False Start, 5 yards (no play)",2.610,1.950
2,6:37,3,18,BUF 28,0,7,Matt Schaub pass incomplete short middle intended for Kevin Walter (defended by Justin Rogers),1.950,1.590
2,6:32,4,18,BUF 28,0,7,"Shayne Graham 46 yard field goal no good, blocked by Alex Carrington",1.590,-1.330
2,6:22,1,10,BUF 36,0,7,Fred Jackson up the middle for 13 yards (tackle by Glover Quin),1.330,2.190
2,5:36,1,10,BUF 49,0,7,Ryan Fitzpatrick pass complete short middle to Dorin Dickerson for 13 yards (tackle by Tim Dobbins),2.190,3.050
2,5:08,1,10,HOU 38,0,7,Ryan Fitzpatrick pass complete short right to Donald Jones for 14 yards (tackle by Johnathan Joseph),3.050,3.970
2,4:26,1,10,HOU 24,0,7,Fred Jackson right guard for 4 yards (tackle by Glover Quin and J.J. Watt),3.970,0.000
2,3:45,,,,0,7,Timeout #2 by Buffalo Bills,0.000,3.970
2,3:45,2,6,HOU 20,0,7,Brad Smith right guard for no gain (tackle by J.J. Watt),3.970,3.270
2,3:00,3,6,HOU 20,0,7,Ryan Fitzpatrick pass complete short right to Scott Chandler for 8 yards (tackle by Glover Quin),3.270,4.780
2,2:21,1,10,HOU 12,0,7,Fred Jackson up the middle for 2 yards (tackle by J.J. Watt),4.780,4.450
2,2:00,2,8,HOU 10,0,7,"Penalty on Andy Levitre: False Start, 5 yards (no play)",4.450,3.660
2,2:00,2,13,HOU 15,0,7,Ryan Fitzpatrick pass complete short left to Fred Jackson for 4 yards (tackle by Quintin Demps),3.660,0.000
2,1:54,,,,0,7,Timeout #1 by Houston Texans,0.000,3.290
2,1:54,3,9,HOU 11,0,7,Ryan Fitzpatrick pass complete short middle to Donald Jones for 7 yards (tackle by Brice McCain),3.290,0.000
2,1:45,,,,0,7,Timeout #2 by Houston Texans,0.000,3.040
2,1:45,4,2,HOU 4,3,7,Rian Lindell 22 yard field goal good,3.040,3.000
2,1:42,,,BUF 35,3,7,"Rian Lindell kicks off 67 yards, returned by Keshawn Martin for 28 yards (tackle by Nigel Bradham)",0.000,0.670
2,1:36,1,10,HOU 26,3,7,Matt Schaub pass incomplete short middle intended for Owen Daniels,0.670,0.130
2,1:30,2,10,HOU 26,3,7,Matt Schaub pass complete short middle to Owen Daniels for 3 yards (tackle by Nick Barnett),0.130,-0.160
2,1:10,3,7,HOU 29,3,7,Matt Schaub pass incomplete short left intended for Owen Daniels (defended by Bryan Scott),-0.160,-1.440
2,1:05,4,7,HOU 29,3,7,"Donnie Jones punts 58 yards, returned by Leodis McKelvin for 20 yards (tackle by Brice McCain)",-1.440,-1.140
2,0:52,1,10,BUF 33,3,7,Ryan Fitzpatrick pass incomplete short right intended for T.J. Graham,1.140,0.590
2,0:48,2,10,BUF 33,3,7,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 12 yards (tackle by Quintin Demps),0.590,1.930
2,0:28,1,10,BUF 45,3,7,Ryan Fitzpatrick pass complete short right to Donald Jones for 19 yards (tackle by Danieal Manning),1.930,3.180
2,0:22,1,10,HOU 36,3,7,C.J. Spiller right end for 22 yards (tackle by Johnathan Joseph),3.180,4.650
2,0:16,1,10,HOU 14,3,7,Ryan Fitzpatrick sacked by J.J. Watt for -6 yards,4.650,0.000
2,0:09,,,,3,7,Timeout #3 by Buffalo Bills,0.000,3.280
2,0:09,2,16,HOU 20,6,7,Rian Lindell 38 yard field goal good,3.280,3.000
2,,,,BUF 35,,,"Rian Lindell kicks off 51 yards, returned by Keshawn Martin for 9 yards",,
2,0:02,1,10,HOU 23,6,7,Matt Schaub kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,6,7,Shayne Graham kicks off 39 yards,0.000,0.670
3,14:58,1,10,BUF 26,6,7,Ryan Fitzpatrick pass incomplete short left intended for Scott Chandler (defended by Bradie James),0.670,0.130
3,14:52,2,10,BUF 26,6,7,Ryan Fitzpatrick pass incomplete deep right intended for Fred Jackson,0.130,-0.560
3,14:47,3,10,BUF 26,6,7,Ryan Fitzpatrick pass incomplete deep left intended for Steve Johnson,-0.560,-1.630
3,14:41,4,10,BUF 26,6,7,"Shawn Powell punts 43 yards, returned by Keshawn Martin for 26 yards (tackle by Brad Smith)",-1.630,-2.720
3,14:27,1,10,BUF 43,6,7,Arian Foster right guard for 1 yard (tackle by Kyle Williams),2.720,2.310
3,13:59,2,9,BUF 42,6,7,Arian Foster left end for 4 yards (tackle by Da'Norris Searcy),2.310,2.150
3,13:19,3,5,BUF 38,6,7,Matt Schaub pass complete deep right to Andre Johnson for 34 yards (tackle by Aaron Williams),2.150,6.280
3,12:48,1,4,BUF 4,6,7,Arian Foster up the middle for 1 yard (tackle by Mario Williams and Kelvin Sheppard),6.280,5.530
3,12:16,2,3,BUF 3,6,13,"Arian Foster left tackle for 3 yards, touchdown",5.530,7.000
3,12:16,,,BUF 2,6,14,Shayne Graham kicks extra point good,0.000,0.000
3,12:11,,,HOU 35,6,14,"Shayne Graham kicks off 57 yards, returned by Leodis McKelvin for 15 yards (tackle by Quintin Demps)",0.000,0.480
3,12:04,1,10,BUF 23,6,14,C.J. Spiller up the middle for 3 yards (tackle by Brooks Reed),0.480,0.340
3,11:19,2,7,BUF 26,6,14,Ryan Fitzpatrick pass complete short left to Donald Jones for 15 yards (tackle by Johnathan Joseph),0.340,1.660
3,10:36,1,10,BUF 41,6,14,Ryan Fitzpatrick pass complete short left to Fred Jackson for 3 yards (tackle by Tim Dobbins),1.660,1.530
3,9:50,2,7,BUF 44,6,14,Ryan Fitzpatrick pass complete deep left to Scott Chandler for 27 yards (tackle by Danieal Manning),1.530,3.640
3,9:03,1,10,HOU 29,6,14,Fred Jackson left guard for 2 yards (tackle by Shaun Cody),3.640,3.370
3,8:23,2,8,HOU 27,6,14,C.J. Spiller right end for 6 yards (tackle by Bradie James),3.370,3.470
3,7:50,3,2,HOU 21,6,14,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson (defended by Johnathan Joseph),3.470,2.180
3,7:45,4,2,HOU 21,9,14,Rian Lindell 39 yard field goal good,2.180,3.000
3,7:41,,,BUF 35,9,14,"Rian Lindell kicks off 66 yards, returned by Keshawn Martin for 25 yards (tackle by Bryan Scott)",0.000,0.540
3,7:34,1,10,HOU 24,9,14,Arian Foster up the middle for 1 yard (tackle by George Wilson),0.540,0.130
3,7:03,2,9,HOU 25,9,14,Matt Schaub pass complete short right to Andre Johnson for 11 yards (tackle by Stephon Gilmore),0.130,1.330
3,6:24,1,10,HOU 36,9,14,"Arian Foster left tackle for no gain (tackle by Kelvin Sheppard). Penalty on Chris Myers: Offensive Holding, 10 yards (no play)",1.330,0.670
3,6:05,1,20,HOU 26,9,14,Matt Schaub pass incomplete deep left intended for Andre Johnson (defended by Stephon Gilmore),0.670,-0.560
3,5:59,2,20,HOU 26,9,14,Arian Foster right tackle for 2 yards (tackle by Marcell Dareus and Kyle Williams),-0.560,-0.960
3,5:16,3,18,HOU 28,9,14,Matt Schaub pass complete short right to James Casey for 13 yards (tackle by Jairus Byrd),-0.960,-0.650
3,4:41,4,5,HOU 41,9,14,"Donnie Jones punts 39 yards, out of bounds",-0.650,-0.280
3,4:32,1,10,BUF 20,9,14,Ryan Fitzpatrick pass complete short right to T.J. Graham for -1 yards (tackle by Danieal Manning),0.280,-0.460
3,3:48,2,11,BUF 19,9,14,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 4 yards (tackle by Quintin Demps),-0.460,-0.560
3,3:11,3,7,BUF 23,9,14,Ryan Fitzpatrick pass incomplete short middle intended for Donald Jones (defended by Brice McCain),-0.560,-1.830
3,3:04,4,7,BUF 23,9,14,"Shawn Powell punts 45 yards, fair catch by Keshawn Martin",-1.830,-1.070
3,2:55,1,10,HOU 32,9,14,Matt Schaub pass complete short left to Kevin Walter for 10 yards (tackle by Leodis McKelvin),1.070,1.730
3,2:15,1,10,HOU 42,9,14,Arian Foster left tackle for -4 yards (tackle by Kyle Williams),1.730,0.650
3,1:34,2,14,HOU 38,9,14,Matt Schaub pass complete short middle to Owen Daniels for 12 yards (tackle by George Wilson and Kelvin Sheppard),0.650,1.550
3,0:53,3,2,,9,14,Matt Schaub pass complete short right to Andre Johnson for 14 yards (tackle by Mario Williams),1.550,3.180
3,0:13,1,10,BUF 36,9,14,Arian Foster right tackle for 8 yards (tackle by Nigel Bradham),3.180,3.720
Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,BUF 28,9,14,Arian Foster right guard for 3 yards (tackle by Marcell Dareus and Chris Kelsay),3.720,3.910
4,14:20,1,10,BUF 25,9,14,Arian Foster right tackle for -2 yards (tackle by Nick Barnett),3.910,3.090
4,13:39,2,12,BUF 27,9,14,Matt Schaub pass complete short left to Andre Johnson for 18 yards (tackle by George Wilson),3.090,5.140
4,12:56,1,9,BUF 9,9,14,Arian Foster left tackle for -2 yards (tackle by Nigel Bradham),5.140,4.020
4,12:18,2,11,BUF 11,9,14,Matt Schaub pass complete short right to Garrett Graham for 6 yards (tackle by Nigel Bradham),4.020,0.000
4,11:32,,,,9,14,Timeout #1 by Houston Texans,0.000,4.260
4,11:32,3,5,BUF 5,9,20,"Matt Schaub pass complete short right to Garrett Graham for 5 yards, touchdown",4.260,7.000
4,11:32,,,BUF 2,9,21,Shayne Graham kicks extra point good,0.000,0.000
4,11:25,,,HOU 35,9,21,"Shayne Graham kicks off 49 yards, returned by Brad Smith for 15 yards (tackle by Jesse Nading)",0.000,1.000
4,11:16,1,10,BUF 31,9,21,Ryan Fitzpatrick pass complete short middle to Donald Jones for 2 yards (tackle by Bradie James),1.000,0.730
4,10:37,2,8,BUF 33,9,21,Ryan Fitzpatrick pass incomplete short right intended for Fred Jackson (defended by Jared Crick),0.730,0.000
4,10:32,,,,9,21,Timeout #1 by Buffalo Bills,0.000,0.040
4,10:32,3,8,BUF 33,9,21,Ryan Fitzpatrick pass incomplete short left intended for Scott Chandler,0.040,-1.180
4,10:27,4,8,BUF 33,9,21,"Shawn Powell punts 57 yards, out of bounds",-1.180,0.380
4,10:19,1,10,HOU 10,9,21,Arian Foster up the middle for 3 yards (tackle by Marcell Dareus),-0.380,-0.560
4,9:43,2,7,HOU 13,9,21,Matt Schaub pass complete short middle to Andre Johnson for 9 yards (tackle by Leodis McKelvin),-0.560,0.410
4,9:00,1,10,HOU 22,9,21,Arian Foster left guard for 5 yards (tackle by Kelvin Sheppard and Kyle Williams),0.410,0.540
4,8:17,2,5,HOU 27,9,21,Arian Foster left end for 6 yards (tackle by Stephon Gilmore),0.540,1.140
4,7:44,1,10,HOU 33,9,21,Arian Foster right tackle for 2 yards (tackle by Spencer Johnson),1.140,0.860
4,7:02,2,8,HOU 35,9,21,Matt Schaub pass complete short left to James Casey for 12 yards (tackle by Kelvin Sheppard),0.860,2.060
4,6:15,1,10,HOU 47,9,21,Arian Foster left end for 19 yards (tackle by Leodis McKelvin),2.060,3.310
4,5:37,1,10,BUF 34,9,21,Justin Forsett left tackle for no gain (tackle by Mario Williams),3.310,0.000
4,4:51,,,,9,21,Timeout #2 by Houston Texans,0.000,2.770
4,4:51,2,10,BUF 34,9,21,Justin Forsett left end for 5 yards (tackle by Da'Norris Searcy),2.770,0.000
4,4:42,,,,9,21,Timeout #2 by Buffalo Bills,0.000,2.740
4,4:42,3,5,BUF 29,9,21,Arian Foster right guard for -1 yards (tackle by Bryan Scott and Nick Barnett),2.740,0.000
4,4:38,,,,9,21,Timeout #3 by Buffalo Bills,0.000,1.430
4,4:38,4,6,BUF 30,9,21,Matt Schaub pass incomplete deep left intended for Andre Johnson,1.430,-0.940
4,4:31,1,10,BUF 30,9,21,Ryan Fitzpatrick pass incomplete deep left intended for Steve Johnson (defended by Quintin Demps),0.940,0.390
4,4:24,2,10,BUF 30,9,21,Ryan Fitzpatrick pass complete short middle to Fred Jackson for 5 yards (tackle by Glover Quin and Danieal Manning),0.390,0.370
4,3:45,3,5,BUF 35,9,21,Ryan Fitzpatrick pass incomplete short left intended for Ruvell Martin,0.370,-1.040
4,3:41,4,5,BUF 35,9,21,Ryan Fitzpatrick pass complete short middle to Scott Chandler for 16 yards (tackle by Kareem Jackson),-1.040,2.320
4,3:34,1,10,HOU 49,9,21,Ryan Fitzpatrick pass incomplete short right intended for Donald Jones,2.320,1.780
4,3:29,2,10,HOU 49,9,21,Ryan Fitzpatrick left end for 11 yards (tackle by Kareem Jackson),1.780,3.050
4,3:21,1,10,HOU 38,9,21,"Ryan Fitzpatrick left end for 4 yards (tackle by Whitney Mercilus). Ryan Fitzpatrick fumbles (forced by Whitney Mercilus), recovered by Quintin Demps at HOU-32 (tackle by Scott Chandler)",3.050,-1.070
4,3:12,1,10,HOU 32,9,21,Justin Forsett left guard for -1 yards (tackle by George Wilson and Mario Williams),1.070,0.390
4,2:30,2,11,HOU 31,9,21,Justin Forsett right guard for 6 yards (tackle by Nigel Bradham and Jairus Byrd),0.390,0.500
4,2:00,3,5,HOU 37,9,21,Justin Forsett left tackle for -3 yards (tackle by Mario Williams),0.500,0.000
4,1:15,,,,9,21,Timeout #3 by Houston Texans,0.000,-1.110
4,1:15,4,8,HOU 34,9,21,"Donnie Jones punts 43 yards, returned by Leodis McKelvin for -1 yards (tackle by Alan Ball)",-1.110,-0.410
4,1:06,1,10,BUF 22,9,21,Ryan Fitzpatrick pass complete short middle to C.J. Spiller for 6 yards (tackle by Brice McCain),0.410,0.680
4,0:58,2,4,BUF 28,9,21,Ryan Fitzpatrick pass complete short middle to T.J. Graham for 5 yards (tackle by Connor Barwin),0.680,1.140
4,0:33,1,10,BUF 33,9,21,Ryan Fitzpatrick pass complete short middle to C.J. Spiller for 13 yards (tackle by Quintin Demps),1.140,1.990
4,0:25,1,10,BUF 46,9,21,"Penalty on Cordy Glenn: False Start, 5 yards (no play)",1.990,1.660
4,0:25,1,15,BUF 41,9,21,Ryan Fitzpatrick sacked by Whitney Mercilus for -2 yards,1.660,0.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
