Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss, Saints to receive the opening kickoff.",,
1,15:00,,,MIN 30,0,0,"Ryan Longwell kicks off 72 yards, returned by Courtney Roby for 25 yards (tackle by Heath Farwell)",0.000,0.480
1,14:56,1,10,NOR 23,0,0,Drew Brees pass complete deep middle to Marques Colston for 28 yards (tackle by Husain Abdullah),0.480,2.320
1,14:21,1,10,MIN 49,0,0,Drew Brees pass complete short left to Lance Moore for 12 yards (tackle by E.J. Henderson),2.320,3.120
1,13:41,1,10,MIN 37,0,0,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Lito Sheppard),3.120,2.570
1,13:36,2,10,MIN 37,0,0,Reggie Bush left end for 8 yards (tackle by Madieu Williams and Asher Allen),2.570,2.940
1,13:04,3,2,MIN 29,0,6,"Drew Brees pass complete deep right to Devery Henderson for 29 yards, touchdown. Penalty on Lito Sheppard: Face Mask (15 Yards), 15 yards",2.940,7.000
1,,,,MIN 2,0,7,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 45,0,7,"Thomas Morstead kicks off 55 yards, touchback",0.000,0.280
1,12:56,1,10,MIN 20,0,7,Adrian Peterson right tackle for 3 yards (tackle by Roman Harper),0.280,0.140
1,12:16,2,7,MIN 23,0,7,Adrian Peterson right tackle for 5 yards (tackle by Jonathan Vilma),0.140,0.100
1,11:38,3,2,MIN 28,0,7,Adrian Peterson left guard for -1 yards (tackle by Scott Shanle and Jo-Lonn Dunbar),0.100,-1.570
1,11:01,4,3,MIN 27,0,7,"Chris Kluwe punts 46 yards, fair catch by Reggie Bush",-1.570,-0.740
1,10:53,1,10,NOR 27,0,7,Drew Brees pass complete short left to Pierre Thomas for -2 yards (tackle by Ben Leber),0.740,-0.070
1,10:14,2,12,NOR 25,0,7,Drew Brees pass complete short left to Lance Moore for 2 yards (tackle by Asher Allen and Chad Greenway),-0.070,-0.490
1,9:32,3,10,NOR 27,0,7,Drew Brees pass incomplete deep right intended for Devery Henderson,-0.490,-1.570
1,9:26,4,10,NOR 27,0,7,Thomas Morstead punts 43 yards,-1.570,-0.940
