Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
2,11:18,3,5,SEA 24,0,0,Mark Brunell pass complete to Santana Moss for 14 yards (tackle by Lofa Tatupu),3.070,4.910
2,10:39,1,10,SEA 10,0,0,Clinton Portis left tackle for 1 yard (tackle by Kevin Bentley and Craig Terrill),4.910,4.380
2,9:56,2,9,SEA 9,0,0,Clinton Portis right tackle for 2 yards (tackle by Marcus Tubbs and Kevin Bentley),4.380,3.810
2,9:11,3,7,SEA 7,0,0,Mark Brunell pass incomplete intended for Santana Moss,3.810,2.970
2,9:03,4,7,SEA 7,3,0,John Hall 26 yard field goal good,2.970,3.000
2,,,,WAS 30,3,0,"John Hall kicks off 56 yards, returned by Josh Scobey for 12 yards (tackle by Ade Jimoh)",0.000,0.670
2,8:54,1,10,SEA 26,3,0,Matt Hasselbeck pass incomplete intended for Maurice Morris (defended by Carlos Rogers),0.670,0.130
2,8:48,2,10,SEA 26,3,0,Matt Hasselbeck pass incomplete intended for Bobby Engram,0.130,-0.560
2,8:45,3,10,SEA 26,3,0,Matt Hasselbeck pass complete to Darrell Jackson for 10 yards (tackle by Omar Stoutmire),-0.560,1.330
2,8:19,1,10,SEA 36,3,0,Maurice Morris right tackle for 1 yard (tackle by Ryan Clark and Marcus Washington),1.330,0.930
2,7:46,2,9,SEA 37,3,0,Matt Hasselbeck pass complete to Darrell Jackson for 8 yards (tackle by Ryan Clark),0.930,1.290
2,7:05,3,1,SEA 45,3,0,Maurice Morris left tackle for 2 yards (tackle by Warrick Holdman and Cornelius Griffin),1.290,2.060
2,6:31,1,10,SEA 47,3,0,Matt Hasselbeck right end for 9 yards (tackle by Sean Taylor),2.060,2.730
2,6:11,2,1,WAS 44,3,0,Maurice Morris right tackle for 4 yards (tackle by Cornelius Griffin and Marcus Washington),2.730,2.920
2,5:31,1,10,WAS 40,3,0,Matt Hasselbeck left guard for 7 yards (tackle by Lemar Marshall),2.920,3.320
2,4:52,2,3,WAS 33,3,0,Maurice Morris right tackle for 2 yards (tackle by Nic Clemons and Lemar Marshall),3.320,2.870
2,4:07,3,1,WAS 31,3,0,Maurice Morris left guard for 2 yards (tackle by Lemar Marshall and Sean Taylor),2.870,3.640
2,3:29,1,10,WAS 29,3,6,"Matt Hasselbeck pass complete to Darrell Jackson for 29 yards, touchdown",3.640,7.000
2,,,,WAS 2,3,7,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,3,7,"Josh Brown kicks off 61 yards, returned by Jimmy Farris for 20 yards (tackle by Kevin Bentley)",0.000,0.870
2,3:13,1,10,WAS 29,3,7,Mark Brunell pass complete to Taylor Jacobs for 16 yards (tackle by Michael Boulware),0.870,1.930
2,2:42,1,10,WAS 45,3,7,Clinton Portis left tackle for 2 yards (tackle by Rocky Bernard),1.930,1.650
2,2:08,2,8,WAS 47,3,7,Mark Brunell pass complete to Robert Royal for -6 yards (tackle by LeRoy Hill and Bryce Fisher),1.650,0.170
2,1:58,3,14,WAS 41,3,7,Mark Brunell pass incomplete intended for Jimmy Farris. Penalty on Jimmy Farris: Offensive Pass Interfere (Declined),0.170,-0.650
2,1:48,4,14,WAS 41,3,7,"Derrick Frost punts 38 yards, fair catch by Jimmy Williams",-0.650,-0.340
2,1:38,1,10,SEA 21,3,7,Matt Hasselbeck pass complete to Darrell Jackson for 2 yards (tackle by Pierson Prioleau),0.340,0.070
2,1:07,2,8,SEA 23,3,7,"Maurice Morris left guard for 7 yards (tackle by Phillip Daniels and Omar Stoutmire). Maurice Morris fumbles (forced by Phillip Daniels), recovered by Maurice Morris at SEA-30",0.070,0.300
2,0:33,3,1,SEA 30,3,7,Maurice Morris left end for -1 yards (tackle by Carlos Rogers),0.300,-1.440
2,0:30,,,,3,7,Timeout #1 by Washington Redskins,0.000,-1.440
2,0:30,4,2,SEA 29,3,7,Tom Rouen punts 40 yards,-1.440,-1.000
2,0:18,1,10,WAS 31,3,7,Mark Brunell pass complete to Ladell Betts for 2 yards (tackle by Lofa Tatupu),1.000,0.730
2,0:12,,,,3,7,Timeout #2 by Washington Redskins,0.000,0.730
2,0:12,2,8,WAS 33,3,7,Mark Brunell pass incomplete intended for Santana Moss,0.730,0.040
2,0:06,3,8,WAS 33,3,7,Ladell Betts up the middle for 7 yards (tackle by Grant Wistrom and Jordan Babineaux),0.040,-0.720
Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,3,7,"Josh Brown kicks off 56 yards, returned by Ladell Betts for 16 yards (tackle by Isaiah Kacyvenski)",0.000,0.940
3,14:56,1,10,WAS 30,3,7,Mark Brunell pass incomplete intended for Santana Moss,0.940,0.390
3,14:50,2,10,WAS 30,3,7,Clinton Portis left tackle for 7 yards (tackle by Lofa Tatupu),0.390,0.630
3,14:10,3,3,WAS 37,3,7,Mark Brunell pass incomplete intended for Chris Cooley,0.630,-0.910
3,14:04,4,3,WAS 37,3,7,Derrick Frost punts 44 yards,-0.910,-0.150
3,13:55,1,10,SEA 19,3,7,Matt Hasselbeck pass complete to Jerramy Stevens for 9 yards (tackle by LaVar Arrington),0.150,0.880
3,13:23,2,1,SEA 28,3,7,Maurice Morris right guard for 4 yards (tackle by Marcus Washington and Joe Salave'a),0.880,1.070
3,12:51,1,10,SEA 32,3,7,Matt Hasselbeck pass complete to Jerramy Stevens for 4 yards (tackle by Ryan Clark),1.070,1.070
3,12:29,2,6,SEA 36,3,7,"Matt Hasselbeck pass incomplete intended for Jerramy Stevens. Penalty on Lemar Marshall: Illegal Contact, 5 yards (no play)",1.070,1.660
3,12:23,1,10,SEA 41,3,7,Matt Hasselbeck pass incomplete,1.660,1.120
3,12:17,2,10,SEA 41,3,7,Maurice Morris up the middle for 7 yards (tackle by Lemar Marshall),1.120,1.360
3,11:37,3,3,SEA 48,3,7,Matt Hasselbeck pass complete to Joe Jurevicius for 31 yards (tackle by Ryan Clark),1.360,4.170
3,11:08,1,10,WAS 21,3,7,Matt Hasselbeck pass complete to Darrell Jackson for 10 yards (tackle by Sean Taylor),4.170,4.840
3,10:24,1,10,WAS 11,3,7,Maurice Morris left tackle for 5 yards (tackle by LaVar Arrington and Lemar Marshall),4.840,5.080
3,9:47,2,5,WAS 6,3,7,Matt Hasselbeck pass incomplete intended for Bobby Engram (defended by Joe Salave'a),5.080,4.210
3,9:43,3,5,WAS 6,3,13,"Matt Hasselbeck right end for 6 yards, touchdown",4.210,7.000
3,,,,WAS 2,3,14,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,3,14,"Josh Brown kicks off 65 yards, returned by Ladell Betts for 19 yards (tackle by Joe Tafoya)",0.000,0.540
3,9:29,1,10,WAS 24,3,14,"Mark Brunell right end for 6 yards (tackle by Kelly Herndon). Penalty on Cory Raymer: Offensive Holding, 10 yards (no play)",0.540,-0.500
3,9:02,1,20,WAS 14,3,14,Mark Brunell pass complete to Santana Moss for 3 yards (tackle by Lofa Tatupu),-0.500,-1.080
3,8:21,2,17,WAS 17,3,14,Ladell Betts right tackle for -3 yards (tackle by Grant Wistrom),-1.080,-2.450
3,7:40,3,20,WAS 14,3,14,Mark Brunell pass complete to Santana Moss for 23 yards (tackle by Marquand Manuel),-2.450,1.400
3,6:59,1,10,WAS 37,3,14,Clinton Portis left guard for 3 yards (tackle by Joe Tafoya),1.400,1.260
3,6:18,2,7,WAS 40,3,14,Mark Brunell pass complete to Chris Cooley for 16 yards (tackle by Michael Boulware),1.260,2.650
3,5:34,1,10,SEA 44,3,14,"Mark Brunell sacked by Craig Terrill for -6 yards. Penalty on Joe Tafoya: Defensive Offside, 5 yards (no play)",2.650,3.380
3,5:15,1,5,SEA 39,3,14,"Mark Brunell pass complete to Robert Royal for 6 yards (tackle by Marcus Tubbs and LeRoy Hill). Penalty on Jimmy Farris: Illegal Formation, 5 yards (no play)",3.380,2.650
3,5:01,,,,3,14,Timeout #1 by Seattle Seahawks,0.000,2.650
3,5:01,1,10,SEA 44,3,14,Mark Brunell pass complete to Clinton Portis for 9 yards (tackle by Lofa Tatupu),2.650,3.330
3,4:24,2,1,SEA 35,3,14,Clinton Portis right guard for -1 yards (tackle by Bryce Fisher and LeRoy Hill),3.330,2.480
3,3:43,3,2,SEA 36,3,14,Mark Brunell pass incomplete intended for Chris Cooley (defended by Marquand Manuel),2.480,0.890
3,3:37,4,2,SEA 36,3,14,Clinton Portis right end for 6 yards (tackle by Chartric Darby),0.890,3.580
3,2:58,1,10,SEA 30,3,14,Clinton Portis pass incomplete intended for Chris Cooley (defended by Marquand Manuel),3.580,3.030
3,2:51,2,10,SEA 30,3,14,"Mark Brunell pass incomplete intended for Jimmy Farris. Penalty on Mark Brunell: Intentional Grounding, 10 yards",3.030,1.020
3,2:46,3,20,SEA 40,3,14,Mark Brunell right tackle for 7 yards (tackle by Jordan Babineaux),1.020,1.150
3,2:01,4,13,SEA 33,3,14,"Mark Brunell sacked by Bryce Fisher for -4 yards. Mark Brunell fumbles (forced by Bryce Fisher), recovered by Grant Wistrom at SEA-37 (tackle by Mark Brunell)",1.150,-1.400
3,1:55,1,10,SEA 37,3,14,Matt Hasselbeck pass complete to Bobby Engram for 2 yards (tackle by Sean Taylor),1.400,1.130
3,1:19,2,8,SEA 39,3,14,Matt Hasselbeck pass complete to Darrell Jackson for 37 yards (tackle by Sean Taylor),1.130,3.970
3,0:56,1,10,WAS 24,3,14,Maurice Morris left end for no gain (tackle by Phillip Daniels),3.970,3.430
3,0:16,2,10,WAS 24,3,14,Maurice Morris left tackle for 8 yards (tackle by Ryan Clark and Lemar Marshall),3.430,3.950
Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,WAS 16,3,14,Matt Hasselbeck pass complete to Ryan Hannam for 1 yard (tackle by Marcus Washington),3.950,2.590
4,14:20,4,1,WAS 15,3,17,Josh Brown 33 yard field goal good,2.590,3.000
4,,,,SEA 30,3,17,"Josh Brown kicks off 68 yards, returned by Ladell Betts for 22 yards (tackle by Niko Koutouvides)",0.000,0.540
4,14:09,1,10,WAS 24,3,17,Mark Brunell pass complete to Chris Cooley for 52 yards (tackle by Michael Boulware and Marquand Manuel),0.540,3.970
4,13:26,1,10,SEA 24,3,17,Mark Brunell pass complete to Santana Moss for -1 yards (tackle by Andre Dyson),3.970,3.300
4,12:47,2,11,SEA 25,3,17,Mark Brunell pass complete to Santana Moss for 5 yards (tackle by LeRoy Hill),3.300,3.270
4,12:11,3,6,SEA 20,9,17,"Mark Brunell pass complete to Santana Moss for 20 yards, touchdown",3.270,7.000
4,,,,SEA 2,10,17,John Hall kicks extra point good,0.000,0.000
4,,,,WAS 30,10,17,"John Hall kicks off 64 yards, returned by Josh Scobey for 21 yards. Josh Scobey fumbles, recovered by John Hall at SEA-40 (tackle by Niko Koutouvides)",0.000,-2.920
4,11:51,1,10,SEA 40,10,17,"Mark Brunell pass incomplete intended for Clinton Portis (defended by Marquand Manuel). Penalty on Andre Dyson: Illegal Contact, 5 yards (no play)",2.920,3.250
4,11:42,1,10,SEA 35,10,17,Santana Moss left end for 1 yard (tackle by Craig Terrill),3.250,2.840
4,11:02,2,9,SEA 34,10,17,Mark Brunell pass complete to Chris Cooley for 8 yards (tackle by Andre Dyson and Lofa Tatupu),2.840,3.200
4,10:18,3,1,SEA 26,10,17,Clinton Portis left end for 2 yards (tackle by Michael Boulware),3.200,3.970
4,9:48,1,10,SEA 24,10,17,"Penalty on Jon Jansen: False Start, 5 yards (no play)",3.970,3.640
4,9:32,1,15,SEA 29,10,17,Mark Brunell pass complete to Ladell Betts for 10 yards (tackle by Michael Boulware and Bryce Fisher),3.640,4.120
4,8:52,2,5,SEA 19,10,17,Ladell Betts right tackle for 1 yard (tackle by LeRoy Hill and Bryce Fisher),4.120,3.570
4,8:12,3,4,SEA 18,10,17,Mark Brunell pass incomplete intended for Santana Moss (defended by Marcus Trufant),3.570,2.320
4,8:06,4,4,SEA 18,10,17,John Hall 36 yard field goal no good,2.320,-0.740
4,8:01,1,10,SEA 27,10,17,Maurice Morris right tackle for 1 yard (tackle by Sean Taylor),0.740,0.330
4,7:20,2,9,SEA 28,10,17,Matt Hasselbeck pass complete to Maurice Morris for 16 yards (tackle by Carlos Rogers),0.330,1.860
4,6:46,1,10,SEA 44,10,17,Maurice Morris left tackle for 3 yards (tackle by Phillip Daniels),1.860,1.720
4,6:03,2,7,SEA 47,10,17,Maurice Morris right end for 1 yard (tackle by Demetric Evans),1.720,1.160
4,5:17,3,6,SEA 48,10,17,Mack Strong right tackle for 32 yards (tackle by Carlos Rogers),1.160,4.240
4,4:29,1,10,WAS 20,10,17,Maurice Morris right guard for 2 yards (tackle by Marcus Washington and Cornelius Griffin),4.240,3.960
4,3:57,2,8,WAS 18,10,17,"Maurice Morris left tackle for 2 yards (tackle by Ryan Clark and Sean Taylor). Penalty on Robbie Tobeck: Offensive Holding (Offsetting), Penalty on Lemar Marshall: Illegal Use of Hands (Offsetting) (no play)",3.960,3.960
4,3:50,2,8,WAS 18,10,17,Maurice Morris up the middle for no gain (tackle by Marcus Washington),3.960,3.220
4,3:07,3,8,WAS 18,10,17,Mack Strong up the middle for 5 yards (tackle by Pierson Prioleau),3.220,2.670
4,2:58,,,,10,17,Timeout #1 by Washington Redskins,0.000,2.670
4,2:58,4,3,WAS 13,10,20,Josh Brown 31 yard field goal good,2.670,3.000
4,,,,SEA 30,10,20,"Josh Brown kicks off 62 yards, returned by Ladell Betts for 18 yards (tackle by Josh Scobey)",0.000,0.670
4,2:49,1,10,WAS 26,10,20,Mark Brunell pass complete to Clinton Portis for 2 yards (tackle by Lofa Tatupu),0.670,0.400
4,2:23,2,8,WAS 28,10,20,Mark Brunell pass incomplete intended for Santana Moss,0.400,-0.300
4,2:17,3,8,WAS 28,10,20,Mark Brunell sacked by Chartric Darby for -8 yards,-0.300,-2.030
4,2:00,4,16,WAS 20,10,20,Mark Brunell pass complete to Santana Moss for 39 yards (tackle by Michael Boulware),-2.030,2.850
4,1:33,1,10,SEA 41,10,20,"Mark Brunell pass complete to Clinton Portis for 29 yards (tackle by Michael Boulware). Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",2.850,2.190
4,1:23,1,20,WAS 49,10,20,Mark Brunell pass complete to Robert Royal for 4 yards (tackle by Marcus Trufant),2.190,1.500
4,1:18,2,16,SEA 47,10,20,Mark Brunell pass complete to Ladell Betts for 9 yards (tackle by Bryce Fisher and Craig Terrill),1.500,2.020
4,1:06,,,,10,20,Timeout #2 by Washington Redskins,0.000,2.020
4,1:06,3,7,SEA 38,10,20,Mark Brunell pass complete to Robert Royal for 5 yards (tackle by Marcus Trufant and Michael Boulware),2.020,1.200
4,0:54,,,,10,20,Timeout #3 by Washington Redskins,0.000,1.200
4,0:54,4,2,SEA 33,10,20,Mark Brunell pass incomplete intended for Santana Moss (defended by Michael Boulware),1.200,-1.140
4,0:47,1,10,SEA 33,10,20,Matt Hasselbeck kneels for -1 yards,1.140,0.460
4,0:12,2,11,SEA 32,10,20,Matt Hasselbeck kneels for -1 yards,0.460,-0.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
