Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 74 yards, returned by Josh Cribbs for 30 yards (tackle by Matt Slater)",0.000,-0.340
1,14:55,1,10,IND 21,0,0,Dan Herron up the middle for 2 yards (tackle by Sealver Siliga),0.340,0.070
1,14:21,2,8,IND 23,0,0,Andrew Luck pass incomplete short right intended for Dwayne Allen,0.070,-0.630
1,14:16,3,8,IND 23,0,0,Andrew Luck pass incomplete short right intended for Reggie Wayne,-0.630,-1.830
1,14:11,4,8,IND 23,0,0,"Pat McAfee punts 53 yards, returned by Julian Edelman for 20 yards (tackle by Colt Anderson)",-1.830,-1.860
1,13:57,1,10,NWE 44,0,0,Tom Brady pass complete short middle to Shane Vereen for 6 yards (tackle by Jerrell Freeman),1.860,2.130
1,13:27,2,4,,0,0,LeGarrette Blount right guard for 1 yard (tackle by Erik Walden and Jerrell Freeman),2.130,1.550
1,12:42,3,3,IND 49,0,0,Tom Brady pass incomplete deep middle intended for Julian Edelman,1.550,0.000
1,12:37,4,3,IND 49,0,0,"Ryan Allen punts 27 yards, muffed catch by Josh Cribbs, recovered by Darius Fleming and returned for no gain",0.000,3.840
1,12:27,1,10,IND 26,0,0,Tom Brady pass complete short right to Julian Edelman for 5 yards (tackle by Greg Toler),3.840,3.970
1,11:49,2,5,IND 21,0,0,LeGarrette Blount left guard for 8 yards (tackle by Cory Redding),3.970,4.710
1,11:23,1,10,IND 13,0,0,LeGarrette Blount left guard for 2 yards (tackle by Arthur Jones),4.710,4.390
1,10:50,2,8,IND 11,0,0,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Jerrell Freeman),4.390,5.010
1,10:33,3,1,IND 4,0,0,LeGarrette Blount up the middle for 3 yards (tackle by D'Qwell Jackson and Mike Adams),5.010,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
1,10:21,1,1,IND 1,0,6,"LeGarrette Blount right guard for 1 yard, touchdown",6.970,7.000
1,10:21,,,IND 2,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,10:21,,,NWE 35,0,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,10:15,1,10,IND 20,0,7,Dan Herron left end for 12 yards (tackle by Devin McCourty),0.280,1.070
1,9:32,1,10,IND 32,0,7,Dan Herron left end for 2 yards (tackle by Darrelle Revis),1.070,0.800
1,8:58,2,8,IND 34,0,7,Andrew Luck right tackle for 5 yards (tackle by Dont'a Hightower),0.800,0.760
1,8:18,3,3,IND 39,0,7,"Andrew Luck pass complete short left to Dan Herron for 3 yards (tackle by Jamie Collins). Penalty on Brandon Browner: Defensive Holding, 5 yards (no play)",0.760,1.860
1,7:49,1,10,IND 44,0,7,Andrew Luck pass complete short left to Dwayne Allen for 6 yards (tackle by Logan Ryan),1.860,2.130
1,7:20,2,4,,0,7,Dan Herron up the middle for 4 yards (tackle by Sealver Siliga),2.130,2.520
1,6:37,1,10,NWE 46,0,7,Dan Herron up the middle for 5 yards (tackle by Jamie Collins and Sealver Siliga),2.520,2.650
1,6:01,2,5,NWE 41,0,7,Andrew Luck pass incomplete short right intended for Jack Doyle (defended by Rob Ninkovich),2.650,1.950
1,5:55,3,5,NWE 41,0,7,Andrew Luck pass complete short middle to Coby Fleener for 8 yards (tackle by Jamie Collins),1.950,3.380
1,5:11,1,10,NWE 33,0,7,Andrew Luck pass incomplete short middle intended for Dan Herron,3.380,2.840
1,5:05,2,10,NWE 33,0,7,Andrew Luck pass incomplete deep right intended for Dan Herron,2.840,2.150
1,4:59,3,10,NWE 33,0,7,Andrew Luck pass incomplete short right intended for Reggie Wayne,2.150,1.150
1,4:55,4,10,NWE 33,0,7,Adam Vinatieri 51 yard field goal no good,1.150,-1.660
1,4:50,1,10,NWE 41,0,7,"Julian Edelman right end for 12 yards (tackle by Darius Butler). Julian Edelman fumbles (forced by Darius Butler), ball out of bounds at IND-47",1.660,2.460
1,4:19,1,10,IND 47,0,7,Tom Brady pass incomplete short right intended for Brandon LaFell,2.460,1.910
1,4:15,2,10,IND 47,0,7,Tom Brady pass complete deep left to Shane Vereen for 30 yards (tackle by Jerrell Freeman),1.910,4.440
1,3:33,1,10,IND 17,0,7,LeGarrette Blount up the middle for no gain (tackle by Montori Hughes and Ricky Jean-Francois),4.440,4.440
1,2:51,1,10,IND 17,0,7,Timeout #1 by Indianapolis Colts,4.440,3.850
1,2:51,2,10,IND 17,0,7,Tom Brady pass incomplete short middle intended for Julian Edelman,3.850,3.070
1,2:47,3,10,IND 17,0,7,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Jerrell Freeman and Erik Walden),3.070,6.060
1,2:09,1,5,IND 5,0,7,LeGarrette Blount up the middle for 4 yards (tackle by Erik Walden and D'Qwell Jackson),6.060,5.910
1,1:25,2,1,IND 1,0,13,"Tom Brady pass complete short right to James Develin for 1 yard, touchdown",5.910,7.000
1,1:25,,,IND 2,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
1,1:25,,,NWE 35,0,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,1:20,1,10,IND 20,0,14,Dan Herron up the middle for 5 yards (tackle by Rob Ninkovich),0.280,0.410
1,0:50,2,5,IND 25,0,14,Andrew Luck pass complete short left to Dan Herron for 8 yards (tackle by Dont'a Hightower),0.410,1.140
1,0:10,1,10,IND 33,0,14,Andrew Luck pass incomplete short middle intended for Jack Doyle (defended by Rob Ninkovich),1.140,0.590
1,0:05,2,10,IND 33,0,14,Andrew Luck pass incomplete deep right intended for Hakeem Nicks,0.590,-0.100
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,IND 33,0,14,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Devin McCourty),-0.100,-1.180
2,14:55,4,10,IND 33,0,14,"Pat McAfee punts 43 yards, returned by Julian Edelman for 6 yards (tackle by Dewey McDonald)",-1.180,-0.940
2,14:44,1,10,NWE 30,0,14,Tom Brady pass incomplete short right intended for Rob Gronkowski,0.940,0.390
2,14:39,2,10,NWE 30,0,14,Tom Brady pass complete short left to Danny Amendola for 8 yards (tackle by LaRon Landry and D'Qwell Jackson),0.390,0.760
2,13:56,3,2,NWE 38,0,14,Tom Brady pass complete short left to Julian Edelman for 3 yards (tackle by Vontae Davis),0.760,1.660
2,13:19,1,10,NWE 41,0,14,LeGarrette Blount left guard for 10 yards (tackle by Mike Adams and Arthur Jones),1.660,2.320
2,12:31,1,10,IND 49,0,14,LeGarrette Blount left guard for 8 yards (tackle by Greg Toler),2.320,2.860
2,12:03,2,2,IND 41,0,14,LeGarrette Blount right tackle for 4 yards (tackle by Ricky Jean-Francois and D'Qwell Jackson),2.860,3.120
2,11:25,1,10,IND 37,0,14,LeGarrette Blount right guard for 3 yards (tackle by Arthur Jones and Josh Chapman),3.120,2.980
2,10:48,2,7,IND 34,0,14,Tom Brady pass complete short left to Michael Hoomanawanui for 6 yards (tackle by Vontae Davis),2.980,2.980
2,10:02,2,7,IND 34,0,14,Timeout #1 by New England Patriots,2.980,3.070
2,10:02,3,1,IND 28,0,14,LeGarrette Blount left tackle for 2 yards (tackle by Mike Adams and Andy Studebaker),3.070,3.840
2,9:21,1,10,IND 26,0,14,Tom Brady pass incomplete deep middle intended for Rob Gronkowski is intercepted by D'Qwell Jackson at IND-1 and returned for 6 yards. Penalty on Daniel Connolly: Offensive Holding (Declined),3.840,0.380
2,9:11,1,10,IND 7,0,14,Andrew Luck pass complete short middle to Dwayne Allen for 9 yards (tackle by Dont'a Hightower),-0.380,-0.020
2,8:34,2,1,IND 16,0,14,"Andrew Luck pass complete short right to Jack Doyle for -5 yards (tackle by Jonathan Casillas and Vince Wilfork). Penalty on Vince Wilfork: Unnecessary Roughness, 15 yards (no play)",-0.020,1.000
2,8:01,1,10,IND 31,0,14,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton,1.000,0.460
2,7:54,2,10,IND 31,0,14,Zurlon Tipton left tackle for 2 yards (tackle by Chandler Jones),0.460,0.040
2,7:15,3,8,IND 33,0,14,Andrew Luck pass complete deep right to T.Y. Hilton for 36 yards,0.040,3.510
2,7:05,1,10,NWE 31,0,14,Andrew Luck left guard for 3 yards (tackle by Rob Ninkovich),3.510,3.370
2,6:24,2,7,NWE 28,0,14,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton,3.370,2.680
2,6:17,3,7,NWE 28,0,14,"Andrew Luck pass incomplete deep left intended for Dwayne Allen. Penalty on Jamie Collins: Illegal Contact, 5 yards (no play)",2.680,4.040
2,6:11,1,10,NWE 23,0,14,Andrew Luck pass incomplete short left intended for Zurlon Tipton,4.040,3.500
2,6:06,2,10,NWE 23,0,14,Andrew Luck pass complete short left to Coby Fleener for 11 yards,3.500,4.780
2,5:29,1,10,NWE 12,0,14,Andrew Luck pass complete short middle to Coby Fleener for 11 yards (tackle by Jonathan Casillas),4.780,6.970
2,4:58,1,1,NWE 1,6,14,"Zurlon Tipton right guard for 1 yard, touchdown. Penalty on NWE: Defensive 12 On-field (Declined)",6.970,7.000
2,4:58,,,NWE 2,7,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,4:58,,,IND 35,7,14,"Pat McAfee kicks off 65 yards, touchback. Penalty on Dewey McDonald: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,4:58,,,IND 30,7,14,"Pat McAfee kicks off 68 yards, returned by Danny Amendola for 30 yards (tackle by Andrew Jackson)",0.000,-1.070
2,4:48,1,10,NWE 32,7,14,Tom Brady pass complete short right to Shane Vereen for 5 yards (tackle by Jerrell Freeman),1.070,1.200
2,4:15,2,5,NWE 37,7,14,Tom Brady pass incomplete short middle intended for Danny Amendola,1.200,0.500
2,4:10,3,5,NWE 37,7,14,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Greg Toler),0.500,2.190
2,3:33,1,10,NWE 49,7,14,LeGarrette Blount right guard for 5 yards (tackle by Cory Redding),2.190,2.320
2,2:54,2,5,IND 46,7,14,LeGarrette Blount left guard for 8 yards (tackle by Mike Adams),2.320,3.050
2,2:15,1,10,IND 38,7,14,LeGarrette Blount up the middle for 9 yards (tackle by Arthur Jones and Mike Adams),3.050,3.720
2,2:00,2,1,IND 29,7,14,Tom Brady up the middle for 3 yards (tackle by Jerrell Freeman),3.720,3.840
2,1:34,1,10,IND 26,7,14,"Tom Brady pass incomplete short middle intended for Julian Edelman. Penalty on Jerrell Freeman: Roughing the Passer, 13 yards (no play)",3.840,4.710
