Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
2,0:29,1,10,CIN 1,17,10,Andy Dalton up the middle for 2 yards (tackle by Kyle Williams),-0.380,-0.380
2,0:22,1,10,CIN 1,17,10,Timeout #2 by Buffalo Bills,-0.380,-0.630
2,0:22,2,8,CIN 3,17,10,Andy Dalton kneels for -1 yards,-0.630,-0.630
2,0:15,2,8,CIN 3,17,10,Timeout #3 by Buffalo Bills,-0.630,-1.300
2,0:15,3,9,CIN 2,17,10,Andy Dalton kneels for -1 yards,-1.300,-2.490
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,17,10,"Mike Nugent kicks off 67 yards, returned by Marquise Goodwin for 26 yards (tackle by Shawn Williams)",0.000,-0.540
3,14:53,1,10,BUF 24,17,10,Thaddeus Lewis pass incomplete short left intended for Robert Woods,0.540,0.000
3,14:51,2,10,BUF 24,17,10,C.J. Spiller for 19 yards,0.000,1.800
3,14:31,1,10,BUF 43,17,10,Fred Jackson right guard for 4 yards (tackle by Michael Johnson and Domata Peko),1.800,1.790
3,13:53,2,6,BUF 47,17,10,Thaddeus Lewis pass incomplete short right intended for Robert Woods (defended by Terence Newman),1.790,1.090
3,13:49,3,6,BUF 47,17,10,"Thaddeus Lewis left guard for 1 yard (tackle by Carlos Dunlap). Thaddeus Lewis fumbles (forced by Carlos Dunlap), recovered by Vontaze Burfict at CIN-47 (tackle by Scott Chandler)",1.090,-2.060
3,13:40,1,10,CIN 47,17,10,Andy Dalton pass incomplete short right intended for A.J. Green,2.060,1.520
3,13:36,2,10,CIN 47,17,10,Andy Dalton pass complete short right to A.J. Green for 2 yards (tackle by Leodis McKelvin),1.520,1.090
3,13:08,3,8,CIN 49,17,10,Andy Dalton pass complete short left to Mohamed Sanu for 12 yards (tackle by Kiko Alonso),1.090,2.980
3,12:49,1,10,BUF 39,17,10,Giovani Bernard up the middle for 7 yards (tackle by Kiko Alonso and Jerry Hughes),2.980,3.390
3,12:22,2,3,BUF 32,17,10,BenJarvus Green-Ellis up the middle for 7 yards (tackle by Jim Leonhard and Kiko Alonso),3.390,3.910
3,11:43,1,10,BUF 25,17,10,"Andy Dalton pass incomplete short right intended for Giovani Bernard. Penalty on Kyle Williams: Taunting, 13 yards",3.910,4.780
3,11:37,1,10,BUF 12,17,10,Giovani Bernard right guard for 2 yards (tackle by Alan Branch),4.780,4.450
3,10:59,2,8,BUF 10,17,10,Andy Dalton pass incomplete short left intended for Mohamed Sanu (defended by Jerry Hughes),4.450,3.480
3,10:56,3,8,BUF 10,23,10,"Andy Dalton pass complete short right to Marvin Jones for 10 yards, touchdown",3.480,7.000
3,10:56,,,BUF 2,24,10,Mike Nugent kicks extra point good,0.000,0.000
3,10:56,,,CIN 35,24,10,"Mike Nugent kicks off 68 yards, returned by Marquise Goodwin for 20 yards (tackle by Jayson DiManche)",0.000,0.060
3,10:44,1,10,BUF 17,24,10,C.J. Spiller left tackle for -1 yards (tackle by Michael Johnson and Vontaze Burfict),-0.060,-0.730
3,10:15,2,11,BUF 16,24,10,Thaddeus Lewis pass incomplete deep left intended for Marquise Goodwin,-0.730,-1.410
3,10:09,3,11,BUF 16,24,10,Thaddeus Lewis sacked by Wallace Gilberry for -7 yards,-1.410,-2.490
3,9:52,4,18,BUF 9,24,10,"Brian Moorman punts 57 yards (tackle by Jamaal Westerman). Penalty on Marvin Jones: Illegal Block Above the Waist, 10 yards",-2.490,-0.870
3,9:41,1,10,CIN 29,24,10,BenJarvus Green-Ellis up the middle for 5 yards (tackle by Marcell Dareus and Da'Norris Searcy),0.870,1.000
3,9:02,2,5,CIN 34,24,10,Andy Dalton pass complete short right to Giovani Bernard for 9 yards (tackle by Leodis McKelvin),1.000,1.800
3,8:26,1,10,CIN 43,24,10,Giovani Bernard right end for -1 yards (tackle by Da'Norris Searcy and Kiko Alonso),1.800,1.120
3,7:43,2,11,CIN 42,24,10,Andy Dalton pass complete short right to Tyler Eifert for 10 yards (tackle by Jairus Byrd),1.120,1.750
3,7:15,3,1,BUF 48,24,10,Andy Dalton up the middle for 2 yards (tackle by Kiko Alonso),1.750,2.520
3,6:39,1,10,BUF 46,24,10,BenJarvus Green-Ellis up the middle for 3 yards (tackle by Jerry Hughes and Kiko Alonso),2.520,2.380
3,6:04,2,7,BUF 43,24,10,Andy Dalton pass complete short left to Mohamed Sanu for 14 yards (tackle by Stephon Gilmore),2.380,3.640
3,5:40,1,10,BUF 29,24,10,BenJarvus Green-Ellis left tackle for 5 yards (tackle by Arthur Moats and Jamaal Westerman),3.640,3.780
3,4:57,2,5,BUF 24,24,10,Andy Dalton pass incomplete deep right intended for A.J. Green,3.780,3.070
3,4:51,3,5,BUF 24,24,10,Andy Dalton sacked by Da'Norris Searcy for -10 yards,3.070,3.070
3,4:46,3,5,BUF 24,24,10,Timeout #1 by Cincinnati Bengals,3.070,1.060
3,4:46,4,15,BUF 34,24,10,Andy Dalton pass complete deep middle to Dane Sanzenbacher for 23 yards (tackle by Jim Leonhard),1.060,4.840
3,4:03,1,10,BUF 11,24,10,Andy Dalton pass complete short middle to Jermaine Gresham for 1 yard (tackle by Kiko Alonso),4.840,4.320
3,3:21,2,9,BUF 10,24,10,"Andy Dalton sacked by Mario Williams and Kyle Williams for -2 yards. Penalty on Kyle Williams: Face Mask (15 Yards), 6 yards",4.320,5.830
3,3:03,1,6,BUF 6,24,10,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",5.830,4.770
3,2:42,1,11,BUF 11,24,10,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Alan Branch and Arthur Moats),4.770,4.380
3,2:00,2,9,BUF 9,24,10,Andy Dalton pass complete short left to Tyler Eifert for 3 yards (tackle by Jerry Hughes and Kiko Alonso),4.380,4.040
3,1:26,3,6,BUF 6,24,10,Andy Dalton pass incomplete short left intended for A.J. Green,4.040,2.990
3,1:22,4,6,BUF 6,24,10,"Mike Nugent 24 yard field goal good. Penalty on Alex Smith: Offensive Holding, 10 yards (no play)",2.990,2.380
3,1:18,4,16,BUF 16,24,10,Mike Nugent 34 yard field goal no good,2.380,-0.610
3,1:15,1,10,BUF 25,24,10,Thaddeus Lewis pass incomplete short left intended for Robert Woods,0.610,0.060
3,1:06,2,10,BUF 25,24,10,Thaddeus Lewis pass complete short right to T.J. Graham for 14 yards (tackle by Terence Newman and George Iloka),0.060,1.530
3,0:40,1,10,BUF 39,24,10,C.J. Spiller right guard for 1 yard (tackle by Wallace Gilberry),1.530,1.120
3,0:13,2,9,BUF 40,24,10,Thaddeus Lewis pass incomplete short left intended for Tashard Choice,1.120,0.430
3,0:10,3,9,BUF 40,24,10,Thaddeus Lewis pass complete short middle to Tashard Choice for 4 yards (tackle by Leon Hall),0.430,-0.460
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,BUF 44,24,10,Brian Moorman punts 51 yards,-0.460,0.380
4,14:48,1,10,CIN 5,24,10,Andy Dalton pass complete short right to Mohamed Sanu for -2 yards (tackle by Da'Norris Searcy),-0.380,-0.930
4,14:09,2,12,CIN 3,24,10,BenJarvus Green-Ellis left tackle for -1 yards (tackle by Kiko Alonso and Da'Norris Searcy),-0.930,-1.770
4,13:24,3,13,CIN 2,24,10,BenJarvus Green-Ellis left tackle for 5 yards (tackle by Da'Norris Searcy and Stephon Gilmore),-1.770,-2.490
4,12:56,4,8,CIN 7,24,10,"Kevin Huber punts 41 yards, returned by Leodis McKelvin for 3 yards (tackle by Cedric Peerman)",-2.490,-2.590
4,12:46,1,10,CIN 45,24,10,Thaddeus Lewis pass complete short left to T.J. Graham for 9 yards,2.590,3.260
4,12:12,2,1,CIN 36,24,10,Thaddeus Lewis pass incomplete short right intended for Robert Woods,3.260,2.540
4,12:11,3,1,CIN 36,24,10,Fred Jackson left guard for 1 yard (tackle by Rey Maualuga),2.540,3.250
4,11:41,1,10,CIN 35,24,10,Thaddeus Lewis pass complete short left to Marquise Goodwin for 11 yards (tackle by Reggie Nelson),3.250,3.970
4,11:23,1,10,CIN 24,24,10,Thaddeus Lewis sacked by Brandon Thompson and Geno Atkins for -7 yards,3.970,2.490
4,11:06,2,17,CIN 31,24,10,Thaddeus Lewis pass incomplete short right intended for Fred Jackson (defended by Dre Kirkpatrick),2.490,1.820
4,11:02,3,17,CIN 31,24,10,Thaddeus Lewis pass complete short right to Fred Jackson for 9 yards (tackle by Vontaze Burfict),1.820,1.990
4,10:17,4,8,CIN 22,24,16,"Thaddeus Lewis pass complete short middle to Scott Chandler for 22 yards, touchdown",1.990,7.000
4,10:17,,,CIN 2,24,17,Dan Carpenter kicks extra point good,0.000,0.000
4,10:17,,,BUF 35,24,17,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
4,10:13,1,10,CIN 20,24,17,Andy Dalton right end for 5 yards (tackle by Jerry Hughes),0.280,0.410
4,9:40,2,5,CIN 25,24,17,Giovani Bernard left guard for -2 yards (tackle by Corbin Bryant),0.410,-0.560
4,8:57,3,7,CIN 23,24,17,"Andy Dalton pass incomplete short right intended for A.J. Green. Penalty on Nickell Robey: Defensive Holding, 5 yards (no play)",-0.560,0.810
4,8:52,1,10,CIN 28,24,17,Giovani Bernard right tackle for -2 yards (tackle by Alan Branch and Arthur Moats),0.810,-0.010
4,8:08,2,12,CIN 26,24,17,Giovani Bernard left guard for no gain (tackle by Alan Branch and Jerry Hughes),-0.010,-0.690
4,7:27,3,12,CIN 26,24,17,Andy Dalton pass incomplete short left intended for Jermaine Gresham,-0.690,-1.630
4,7:23,4,12,CIN 26,24,17,"Kevin Huber punts 50 yards, returned by Leodis McKelvin for 7 yards (tackle by Marvin Jones)",-1.630,-1.000
4,7:13,1,10,BUF 31,24,17,Thaddeus Lewis pass incomplete short right intended for T.J. Graham,1.000,0.460
4,7:08,2,10,BUF 31,24,17,Thaddeus Lewis pass complete short right to Chris Hogan for 2 yards (tackle by Rey Maualuga),0.460,0.040
4,6:35,3,8,BUF 33,24,17,Thaddeus Lewis left end for 3 yards (tackle by Geno Atkins),0.040,-0.980
4,6:12,4,5,BUF 36,24,17,"Brian Moorman punts 38 yards, fair catch by Brandon Tate",-0.980,-0.670
4,6:03,1,10,CIN 26,24,17,Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Leodis McKelvin and Kiko Alonso),0.670,1.350
4,5:29,2,1,CIN 35,24,17,Andy Dalton pass incomplete,1.350,0.630
4,5:23,3,1,CIN 35,24,17,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Da'Norris Searcy and Nigel Bradham),0.630,1.400
4,4:48,1,10,CIN 37,24,17,Giovani Bernard up the middle for 6 yards (tackle by Leodis McKelvin),1.400,1.670
4,4:07,2,4,CIN 43,24,17,Giovani Bernard up the middle for 3 yards (tackle by Kiko Alonso and Jim Leonhard),1.670,1.360
4,3:28,3,1,CIN 46,24,17,Giovani Bernard up the middle for no gain (tackle by Arthur Moats and Kyle Williams),1.360,-0.320
4,2:47,4,1,CIN 46,24,17,"Kevin Huber punts 40 yards, fair catch by Leodis McKelvin",-0.320,0.280
4,2:40,1,10,BUF 14,24,17,Fred Jackson right guard for 10 yards (tackle by Michael Johnson and Taylor Mays),-0.280,0.540
4,2:14,1,10,BUF 24,24,17,Thaddeus Lewis pass complete short right to Robert Woods for 6 yards (tackle by Terence Newman),0.540,0.810
4,2:09,2,4,BUF 30,24,17,Thaddeus Lewis sacked by Carlos Dunlap for -2 yards,0.810,-0.160
4,2:00,3,6,BUF 28,24,17,Thaddeus Lewis pass complete short middle to Fred Jackson for 7 yards (tackle by Vontaze Burfict and George Iloka),-0.160,-0.160
4,1:46,3,6,BUF 28,24,17,Timeout #2 by Cincinnati Bengals,-0.160,1.270
4,1:46,1,10,BUF 35,24,17,Thaddeus Lewis pass incomplete short left intended for Scott Chandler (defended by Michael Johnson),1.270,0.720
4,1:41,2,10,BUF 35,24,17,Thaddeus Lewis pass complete short middle to Scott Chandler for 25 yards (tackle by Reggie Nelson),0.720,2.920
4,1:14,1,10,CIN 40,24,23,"Thaddeus Lewis pass complete deep right to Marquise Goodwin for 40 yards, touchdown",2.920,7.000
4,1:14,,,CIN 2,24,24,Dan Carpenter kicks extra point good,0.000,0.000
4,1:14,,,BUF 35,24,24,"Dan Carpenter kicks off 64 yards, returned by Brandon Tate for 27 yards (tackle by Arthur Moats)",0.000,-0.810
4,1:01,1,10,CIN 28,24,24,Andy Dalton pass complete deep middle to Marvin Jones for 19 yards (tackle by Da'Norris Searcy),0.810,2.060
4,0:38,1,10,CIN 47,24,24,Andy Dalton pass complete short left to Giovani Bernard for -5 yards (tackle by Nickell Robey and Kiko Alonso),2.060,2.060
4,0:31,1,10,CIN 47,24,24,Timeout #3 by Cincinnati Bengals,2.060,0.840
4,0:31,2,15,CIN 42,24,24,Andy Dalton pass incomplete short left intended for BenJarvus Green-Ellis,0.840,0.170
4,0:25,3,15,CIN 42,24,24,Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Andrew Whitworth: Offensive Holding (Declined),0.170,-0.590
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,0:18,4,15,CIN 42,24,24,"Kevin Huber punts 45 yards, out of bounds",-0.590,0.320
4,0:12,1,10,BUF 13,24,24,Thaddeus Lewis kneels for -1 yards,-0.320,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
,,,,,,,"Bengals won the coin toss, Bengals to receive the overtime kickoff.",,
OT,15:00,,,BUF 35,24,24,"Dan Carpenter kicks off 69 yards, returned by Brandon Tate for 27 yards (tackle by Jamaal Westerman)",0.000,-0.480
OT,14:54,1,10,CIN 23,24,24,"Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Leodis McKelvin). Penalty on A.J. Green: Offensive Pass Interference, 10 yards (no play)",0.480,-0.590
OT,14:32,1,20,CIN 13,24,24,Andy Dalton pass complete short right to A.J. Green for 12 yards (tackle by Leodis McKelvin),-0.590,0.200
OT,13:54,2,8,CIN 25,24,24,Andy Dalton pass complete short left to Mohamed Sanu for 10 yards (tackle by Aaron Williams),0.200,1.270
OT,13:18,1,10,CIN 35,24,24,Andy Dalton pass complete short right to Giovani Bernard for 23 yards (tackle by Jairus Byrd and Jerry Hughes),1.270,2.790
OT,12:25,1,10,BUF 42,24,24,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Marcell Dareus and Leodis McKelvin),2.790,2.510
OT,11:45,2,8,BUF 40,24,24,Andy Dalton sacked by Marcell Dareus for -7 yards,2.510,0.890
OT,11:07,3,15,BUF 47,24,24,Andy Dalton pass complete short right to Giovani Bernard for 10 yards (tackle by Nigel Bradham and Kiko Alonso),0.890,0.790
OT,10:25,4,5,BUF 37,24,24,"Kevin Huber punts 30 yards, fair catch by Leodis McKelvin",0.790,0.380
OT,10:17,1,10,BUF 7,24,24,"Penalty on Cordy Glenn: False Start, 3 yards (no play)",-0.380,-0.490
OT,10:16,1,13,BUF 4,24,24,C.J. Spiller up the middle for 3 yards (tackle by Geno Atkins and Michael Johnson),-0.490,-0.780
OT,9:44,2,10,BUF 7,24,24,C.J. Spiller right guard for 4 yards (tackle by Carlos Dunlap and George Iloka),-0.780,-0.950
OT,9:09,3,6,BUF 11,24,24,Thaddeus Lewis pass incomplete short middle intended for Chris Hogan,-0.950,-2.490
OT,9:05,4,6,BUF 11,24,24,"Brian Moorman punts 51 yards, returned by Brandon Tate for 29 yards (tackle by Garrison Sanborn)",-2.490,-3.380
OT,8:48,1,10,BUF 33,24,24,BenJarvus Green-Ellis up the middle for 3 yards (tackle by Kyle Williams and Kiko Alonso),3.380,3.240
OT,8:15,2,7,BUF 30,24,24,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Nigel Bradham and Arthur Moats),3.240,2.810
OT,7:34,3,5,BUF 28,24,24,Giovani Bernard up the middle for 3 yards (tackle by Da'Norris Searcy and Jim Leonhard),2.810,1.930
OT,6:49,4,2,BUF 25,27,24,Mike Nugent 43 yard field goal good,1.930,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
