Quarter,Time,Down,ToGo,Location,CLE,NYG,Detail,EPB,EPA
1,5:34,1,10,CLE 24,14,0,Ahmad Bradshaw right tackle for 6 yards (tackle by John Hughes and T.J. Ward),3.970,4.290
1,4:59,2,4,CLE 18,14,0,Ahmad Bradshaw left guard for 10 yards (tackle by Usama Young),4.290,5.370
1,4:13,1,8,CLE 8,14,0,Eli Manning pass complete short middle to Rueben Randle for 5 yards (tackle by D'Qwell Jackson and Usama Young),5.370,5.530
1,3:32,2,3,CLE 3,14,6,"Eli Manning pass complete short right to Victor Cruz for 3 yards, touchdown",5.530,7.000
1,3:32,,,CLE 2,14,7,Lawrence Tynes kicks extra point good,0.000,0.000
1,3:22,,,NYG 35,14,7,"Lawrence Tynes kicks off 69 yards, returned by Josh Cribbs for 40 yards (tackle by Spencer Paysinger)",0.000,1.330
1,3:15,1,10,CLE 36,14,7,"Trent Richardson right end for 7 yards (tackle by Antrel Rolle). Penalty on Ben Watson: Offensive Holding, 10 yards (no play)",1.330,0.670
1,2:57,1,20,CLE 26,14,7,Brandon Weeden pass complete short left to Trent Richardson for 22 yards (tackle by Corey Webster),0.670,2.130
1,2:17,1,10,CLE 48,14,7,Trent Richardson right tackle for 2 yards (tackle by Linval Joseph),2.130,1.850
1,1:46,2,8,,14,7,Brandon Weeden pass complete short right to Jordan Norwood for 8 yards (tackle by Corey Webster),1.850,2.790
1,1:21,1,10,NYG 42,14,7,Trent Richardson right end for 7 yards (tackle by Chase Blackburn and Jason Pierre-Paul),2.790,3.190
1,0:40,2,3,NYG 35,14,7,Brandon Weeden pass incomplete deep right intended for Greg Little,3.190,0.000
1,0:29,,,,14,7,Timeout #2 by Cleveland Browns,0.000,2.480
1,0:29,3,3,NYG 35,14,7,Brandon Weeden pass complete short middle to Jordan Norwood for 14 yards (tackle by Michael Boley),2.480,4.170
Quarter,Time,Down,ToGo,Location,CLE,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 21,14,7,Trent Richardson left end for 9 yards (tackle by Mathias Kiwanuka and Stevie Brown),4.170,5.160
2,14:28,2,1,NYG 12,14,7,Brandon Weeden pass incomplete short left intended for Josh Gordon,5.160,4.490
2,14:22,3,1,NYG 12,14,7,Trent Richardson up the middle for -2 yards (tackle by Antrel Rolle and Osi Umenyiora),4.490,2.610
2,13:48,4,3,NYG 14,17,7,Phil Dawson 32 yard field goal good,2.610,3.000
2,13:39,,,CLE 35,17,7,"Phil Dawson kicks off 53 yards, returned by David Wilson for 9 yards (tackle by Buster Skrine)",0.000,0.340
2,13:32,1,10,NYG 21,17,7,Ahmad Bradshaw left guard for 1 yard (tackle by Dimitri Patterson and Ahtyba Rubin),0.340,-0.070
2,13:01,2,9,NYG 22,17,7,Eli Manning pass complete short left to Domenik Hixon for 17 yards (tackle by Usama Young and D'Qwell Jackson),-0.070,1.530
2,12:26,1,10,NYG 39,17,7,David Wilson right end for 4 yards (tackle by Kaluka Maiava and D'Qwell Jackson),1.530,1.530
2,11:46,2,6,NYG 43,17,7,Ahmad Bradshaw up the middle for 3 yards (tackle by Billy Winn and Ahtyba Rubin),1.530,1.220
2,11:07,3,3,NYG 46,17,7,Eli Manning pass complete short left to Domenik Hixon for 7 yards (tackle by Sheldon Brown),1.220,2.460
2,10:25,1,10,CLE 47,17,7,Eli Manning pass complete short middle to Martellus Bennett for 8 yards (tackle by Usama Young),2.460,2.990
2,9:44,2,2,CLE 39,17,7,Ahmad Bradshaw left end for 6 yards (tackle by Scott Fujita),2.990,3.380
2,9:07,1,10,CLE 33,17,7,Ahmad Bradshaw left tackle for no gain (tackle by Ishmaa'ily Kitchen),3.380,2.840
2,8:27,2,10,CLE 33,17,7,Eli Manning pass complete short right to Domenik Hixon for 8 yards (tackle by Buster Skrine),2.840,3.200
2,7:46,3,2,CLE 25,17,7,Ahmad Bradshaw left guard for 14 yards (tackle by Craig Robertson),3.200,4.840
2,7:07,1,10,CLE 11,17,7,Eli Manning pass incomplete short right intended for Domenik Hixon (defended by Dimitri Patterson),4.840,4.140
2,7:00,2,10,CLE 11,17,7,Eli Manning pass incomplete short right intended for Rueben Randle (defended by Buster Skrine),4.140,3.130
2,6:55,3,10,CLE 11,17,7,Eli Manning pass incomplete short middle intended for Victor Cruz (defended by Dimitri Patterson),3.130,2.700
2,6:49,4,10,CLE 11,17,10,Lawrence Tynes 29 yard field goal good,2.700,3.000
2,6:46,,,NYG 35,17,10,"Lawrence Tynes kicks off 72 yards, touchback",0.000,0.280
2,6:46,1,10,CLE 20,17,10,"Brandon Weeden pass incomplete short right intended for Jordan Norwood. Penalty on Prince Amukamara: Illegal Use of Hands, 5 yards (no play)",0.280,0.610
2,6:38,1,10,CLE 25,17,10,Trent Richardson left tackle for 3 yards (tackle by Michael Boley and Justin Tuck),0.610,0.470
2,6:00,2,7,CLE 28,17,10,Brandon Weeden pass incomplete short right intended for Trent Richardson,0.470,-0.230
2,5:51,3,7,CLE 28,17,10,Brandon Weeden pass complete short right to Chris Ogbonnaya for 38 yards (tackle by Corey Webster),-0.230,3.310
2,5:16,1,10,NYG 34,17,10,Trent Richardson right end for 4 yards (tackle by Will Hill and Chase Blackburn),3.310,3.310
2,4:41,2,6,NYG 30,17,10,Trent Richardson left tackle for 5 yards (tackle by Michael Boley and Linval Joseph),3.310,3.270
2,4:00,3,1,NYG 25,17,10,Brandon Weeden pass incomplete short right intended for Josh Gordon is intercepted by Stevie Brown at NYG-14 and returned for 46 yards (tackle by Chris Ogbonnaya),3.270,-2.920
2,3:46,1,10,CLE 40,17,10,Eli Manning pass complete deep left to Rueben Randle for 36 yards (tackle by Sheldon Brown and Usama Young),2.920,6.280
2,2:59,1,4,CLE 4,17,16,"Ahmad Bradshaw left guard for 4 yards, touchdown",6.280,7.000
2,2:59,,,CLE 2,17,17,Lawrence Tynes kicks extra point good,0.000,0.000
2,2:52,,,NYG 35,17,17,"Lawrence Tynes kicks off 65 yards, returned by Josh Cribbs for 30 yards (tackle by Will Hill). Josh Cribbs fumbles (forced by Will Hill), recovered by Stevie Brown at CLE-38 and returned for 9 yards (tackle by L.J. Fort)",0.000,-3.640
2,2:37,1,10,CLE 29,17,17,Eli Manning pass incomplete short left intended for Rueben Randle,3.640,3.100
2,2:31,2,10,CLE 29,17,17,Ahmad Bradshaw up the middle for 2 yards (tackle by Ahtyba Rubin),3.100,2.680
2,2:00,3,8,CLE 27,17,17,Eli Manning pass complete short middle to Martellus Bennett for 17 yards (tackle by Craig Robertson). Penalty on Jabaal Sheard: Defensive Offside (Declined),2.680,4.910
2,1:53,1,10,CLE 10,17,17,Ahmad Bradshaw right guard for 3 yards (tackle by L.J. Fort),4.910,4.760
2,1:16,2,7,CLE 7,17,23,"Eli Manning pass complete short left to Victor Cruz for 7 yards, touchdown",4.760,7.000
2,1:16,,,CLE 2,17,24,Lawrence Tynes kicks extra point good,0.000,0.000
2,1:10,,,NYG 35,17,24,"Lawrence Tynes kicks off 72 yards, returned by Josh Cribbs for 24 yards (tackle by Adrian Tracy)",0.000,-0.060
2,1:05,1,10,CLE 17,17,24,Brandon Weeden pass incomplete short right intended for Josh Gordon,-0.060,-0.580
2,0:59,2,10,CLE 17,17,24,"Trent Richardson left guard for 5 yards (tackle by Osi Umenyiora). Penalty on Jordan Norwood: Illegal Crackback, 11 yards",-0.580,-1.220
2,0:50,2,16,CLE 11,17,24,"Brandon Weeden pass complete short left to Trent Richardson for -1 yards (tackle by Prince Amukamara and Justin Tuck). Penalty on Alex Mack: Illegal Block Above the Waist, 5 yards (no play)",-1.220,-1.580
2,0:42,2,21,CLE 6,17,24,Trent Richardson right end for 6 yards (tackle by Justin Tuck),-1.580,0.000
2,0:35,,,,17,24,Timeout #1 by New York Giants,0.000,-2.010
2,0:35,3,15,CLE 12,17,24,Brandon Weeden pass complete short left to Jordan Norwood for 5 yards (tackle by Prince Amukamara and Osi Umenyiora),-2.010,0.000
2,0:28,,,,17,24,Timeout #2 by New York Giants,0.000,-2.320
2,0:28,4,10,CLE 17,17,24,"Reggie Hodges punts 49 yards, returned by Rueben Randle for 8 yards (tackle by Chris Ogbonnaya)",-2.320,-1.730
2,0:17,1,10,NYG 42,17,24,Ahmad Bradshaw right tackle for 12 yards (tackle by L.J. Fort and Craig Robertson),1.730,0.000
2,0:10,,,,17,24,Timeout #3 by New York Giants,0.000,2.520
2,0:10,1,10,CLE 46,17,24,"Eli Manning pass incomplete deep right intended for Rueben Randle. Penalty on Buster Skrine: Defensive Pass Interference, 24 yards (no play)",2.520,4.110
2,0:04,1,10,CLE 22,17,27,Lawrence Tynes 40 yard field goal good,4.110,3.000
Quarter,Time,Down,ToGo,Location,CLE,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,17,27,"Lawrence Tynes kicks off 66 yards, returned by Josh Cribbs for 28 yards (tackle by Michael Coe)",0.000,0.740
3,14:55,1,10,CLE 27,17,27,Brandon Weeden pass complete short right to Jordan Norwood for 8 yards (tackle by Corey Webster),0.740,1.280
3,14:32,2,2,CLE 35,17,27,Trent Richardson right tackle for no gain (tackle by Justin Tuck and Corey Webster),1.280,0.560
3,13:45,3,2,CLE 35,17,27,Brandon Weeden pass complete short right to Chris Ogbonnaya for 1 yard (tackle by Antrel Rolle),0.560,-0.980
3,13:12,4,1,CLE 36,17,27,Brandon Weeden up the middle for 2 yards (tackle by Justin Tuck),-0.980,1.470
3,12:33,1,10,CLE 38,17,27,Trent Richardson left end for 12 yards (tackle by Markus Kuhn),1.470,2.260
3,11:54,1,10,,17,27,Jordan Norwood left end for 1 yard (tackle by Antrel Rolle and Markus Kuhn),2.260,1.850
3,11:09,2,9,NYG 49,17,27,Brandon Weeden pass incomplete short left intended for Josh Gordon (defended by Markus Kuhn),1.850,1.160
3,11:05,3,9,NYG 49,17,27,Brandon Weeden pass complete short left to Jordan Norwood for 4 yards (tackle by Antrel Rolle and Michael Boley),1.160,0.270
3,10:34,4,5,NYG 45,17,27,Reggie Hodges punts 40 yards,0.270,0.380
3,10:19,1,10,NYG 5,17,27,Ahmad Bradshaw up the middle for 2 yards (tackle by Jabaal Sheard and Kaluka Maiava),-0.380,-0.630
3,9:39,2,8,NYG 7,17,27,Eli Manning pass complete short left to Domenik Hixon for 7 yards (tackle by Sheldon Brown),-0.630,-0.370
3,9:06,3,1,NYG 14,17,27,Ahmad Bradshaw left tackle for 5 yards (tackle by Ahtyba Rubin),-0.370,0.150
3,8:30,1,10,NYG 19,17,27,Eli Manning pass complete short left to Rueben Randle for 4 yards (tackle by Sheldon Brown),0.150,0.210
3,7:48,2,6,NYG 23,17,27,Ahmad Bradshaw left end for 37 yards (tackle by T.J. Ward),0.210,2.920
3,7:13,1,10,CLE 40,17,27,Eli Manning pass complete short middle to Martellus Bennett for 5 yards (tackle by Scott Fujita),2.920,3.050
3,6:32,2,5,CLE 35,17,27,Ahmad Bradshaw left tackle for 7 yards (tackle by Emmanuel Stephens and Ishmaa'ily Kitchen),3.050,3.710
3,5:55,1,10,CLE 28,17,27,Ahmad Bradshaw left tackle for no gain (tackle by Frostee Rucker),3.710,3.170
3,5:14,2,10,CLE 28,17,33,"Eli Manning pass complete deep right to Victor Cruz for 28 yards, touchdown",3.170,7.000
3,5:14,,,CLE 2,17,34,Lawrence Tynes kicks extra point good,0.000,0.000
3,5:06,,,NYG 35,17,34,"Lawrence Tynes kicks off 69 yards, returned by Josh Cribbs for 74 yards (tackle by Mark Herzlich)",0.000,3.580
3,4:55,1,10,NYG 30,17,34,Brandon Weeden pass incomplete short right intended for Greg Little,3.580,3.030
3,4:50,2,10,NYG 30,17,34,Brandon Weeden pass complete short left to Trent Richardson for 6 yards (tackle by Spencer Paysinger and Osi Umenyiora),3.030,3.140
3,4:10,3,4,NYG 24,17,34,Brandon Weeden pass complete short right to Ben Watson for 1 yard (tackle by Corey Webster),3.140,2.030
3,3:37,4,3,NYG 23,20,34,Phil Dawson 41 yard field goal good,2.030,3.000
3,3:27,,,CLE 35,20,34,"Phil Dawson kicks off 69 yards, returned by David Wilson for 21 yards (tackle by Trevin Wade)",0.000,-0.060
3,3:21,1,10,NYG 17,20,34,Eli Manning pass complete short right to Ahmad Bradshaw for 14 yards (tackle by L.J. Fort),-0.060,1.000
3,2:45,1,10,NYG 31,20,34,Eli Manning pass incomplete short middle intended for Domenik Hixon (defended by Buster Skrine),1.000,0.460
3,2:38,2,10,NYG 31,20,34,Eli Manning pass incomplete deep left intended for Domenik Hixon,0.460,-0.230
3,2:31,3,10,NYG 31,20,34,Eli Manning pass complete short left to Jerrel Jernigan for 6 yards (tackle by Trevin Wade and Craig Robertson),-0.230,-0.910
3,2:00,4,4,NYG 37,20,34,"Penalty on Tank Carder: Defensive Offside, 5 yards (no play)",-0.910,1.730
3,1:52,1,10,NYG 42,20,34,Eli Manning pass complete short right to Bear Pascoe for 7 yards (tackle by L.J. Fort and Usama Young),1.730,2.130
3,1:04,2,3,NYG 49,20,34,Eli Manning pass incomplete short left intended for Victor Cruz,2.130,1.420
3,0:58,3,3,NYG 49,20,34,Eli Manning pass incomplete short right intended for Rueben Randle (defended by Buster Skrine),1.420,-0.130
3,0:54,4,3,NYG 49,20,34,"Steve Weatherford punts 43 yards, returned by Josh Cribbs for 12 yards (tackle by Adrian Tracy)",-0.130,-0.280
3,0:42,1,10,CLE 20,20,34,Brandon Weeden pass complete short right to Trent Richardson for 4 yards (tackle by Spencer Paysinger and Justin Tuck),0.280,0.270
3,0:03,2,6,CLE 24,20,34,Brandon Weeden pass incomplete short middle intended for Ben Watson (defended by Michael Boley),0.270,-0.430
Quarter,Time,Down,ToGo,Location,CLE,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CLE 24,20,34,Brandon Weeden pass incomplete short right intended for Chris Ogbonnaya (defended by Osi Umenyiora),-0.430,-1.770
4,14:54,4,6,CLE 24,20,34,Reggie Hodges punts 55 yards,-1.770,-0.340
4,14:38,1,10,NYG 21,20,34,Ahmad Bradshaw left tackle for no gain (tackle by Usama Young),0.340,-0.200
4,13:53,2,10,NYG 21,20,34,Eli Manning pass complete short right to Ahmad Bradshaw for 2 yards (tackle by Craig Robertson),-0.200,-0.630
4,13:11,3,8,NYG 23,20,34,Eli Manning pass incomplete deep left intended for Victor Cruz is intercepted by Usama Young at CLE-29 and returned for 44 yards (tackle by Jerrel Jernigan),-0.630,-3.780
4,12:53,1,10,NYG 27,20,34,Trent Richardson left tackle for -3 yards (tackle by Will Hill and Marvin Austin),3.780,2.830
4,12:22,2,13,NYG 30,20,34,"Penalty on Mitchell Schwartz: False Start, 5 yards (no play)",2.830,2.150
4,12:06,2,18,NYG 35,20,34,Brandon Weeden pass complete short middle to Trent Richardson for 5 yards (tackle by Michael Boley and Marvin Austin),2.150,2.150
4,11:30,3,13,NYG 30,20,34,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",2.150,1.490
4,11:06,3,18,NYG 35,20,34,Brandon Weeden pass complete short left to Chris Ogbonnaya for 15 yards (tackle by Prince Amukamara). Penalty on Osi Umenyiora: Defensive Offside (Declined),1.490,2.220
4,10:50,4,3,NYG 20,20,34,Brandon Weeden pass complete short middle to Trent Richardson for 10 yards (tackle by Stevie Brown and Antrel Rolle),2.220,4.910
4,10:08,1,10,NYG 10,20,34,Brandon Weeden pass incomplete short left intended for Trent Richardson (defended by Jason Pierre-Paul),4.910,4.190
4,10:01,2,10,NYG 10,20,34,Trent Richardson up the middle for 5 yards (tackle by Linval Joseph),4.190,4.260
4,9:22,3,5,NYG 5,20,34,"Brandon Weeden pass complete short middle to Brandon Weeden for -8 yards. Penalty on Brandon Weeden: Illegal Forward Pass, 5 yards (no play)",4.260,3.130
4,9:10,3,10,NYG 10,20,34,Brandon Weeden pass incomplete short middle intended for Ben Watson is intercepted by Chase Blackburn at NYG--4,3.130,-0.280
4,9:05,1,10,NYG 20,20,34,Ahmad Bradshaw left guard for 2 yards (tackle by Billy Winn),0.280,0.000
4,8:36,2,8,NYG 22,20,34,Ahmad Bradshaw left end for 28 yards (tackle by Usama Young and L.J. Fort),0.000,2.260
4,7:54,1,10,,20,34,Ahmad Bradshaw right tackle for 3 yards (tackle by Jabaal Sheard),2.260,2.120
4,7:17,2,7,CLE 47,20,34,Eli Manning pass complete short left to Ahmad Bradshaw for 3 yards (tackle by John Hughes),2.120,1.820
4,6:34,3,4,CLE 44,20,34,Eli Manning pass complete short middle to Victor Cruz for 4 yards (tackle by T.J. Ward),1.820,2.920
4,5:49,1,10,CLE 40,20,40,"David Wilson right guard for 40 yards, touchdown",2.920,7.000
4,5:49,,,CLE 2,20,41,Lawrence Tynes kicks extra point good,0.000,0.000
4,5:41,,,NYG 35,20,41,"Lawrence Tynes kicks off 66 yards, returned by Josh Cribbs for 25 yards (tackle by Michael Coe)",0.000,0.540
4,5:34,1,10,CLE 24,20,41,Brandon Weeden pass incomplete short right intended for Josh Gordon,0.540,0.000
4,5:30,2,10,CLE 24,20,41,Brandon Weeden pass complete short right to Jordan Norwood for 11 yards (tackle by Michael Boley),0.000,1.270
4,5:08,1,10,CLE 35,20,41,Brandon Weeden pass complete short middle to Jordan Norwood for 9 yards (tackle by Chase Blackburn),1.270,1.940
4,4:38,2,1,CLE 44,20,41,Brandon Weeden pass complete short right to Jordan Norwood for 15 yards (tackle by Chase Blackburn),1.940,2.850
4,4:31,1,10,NYG 41,20,41,Brandon Weeden pass incomplete deep left intended for Josh Gordon (defended by Markus Kuhn),2.850,2.310
4,4:26,2,10,NYG 41,20,41,Brandon Weeden pass complete short middle to Jordan Cameron for 21 yards (tackle by Stevie Brown),2.310,4.240
4,4:03,1,10,NYG 20,26,41,"Brandon Weeden pass complete deep right to Josh Gordon for 20 yards, touchdown",4.240,7.000
4,4:03,,,NYG 2,27,41,Phil Dawson kicks extra point good,0.000,0.000
4,3:56,,,CLE 35,27,41,"Phil Dawson kicks onside 16 yards, recovered by Will Hill",0.000,2.190
4,3:55,1,10,NYG 49,27,41,Ahmad Bradshaw right tackle for 8 yards (tackle by Buster Skrine and L.J. Fort),2.190,0.000
4,3:40,,,,27,41,Timeout #1 by Cleveland Browns,0.000,2.730
4,3:40,2,2,CLE 43,27,41,Ahmad Bradshaw right guard for no gain (tackle by Scott Fujita and T.J. Ward),2.730,0.000
4,3:34,,,,27,41,Timeout #2 by Cleveland Browns,0.000,2.010
4,3:34,3,2,CLE 43,27,41,Ahmad Bradshaw left tackle for 3 yards (tackle by Emmanuel Stephens and Ahtyba Rubin),2.010,0.000
4,3:27,,,,27,41,Timeout #3 by Cleveland Browns,0.000,2.920
4,3:27,1,10,CLE 40,27,41,Ahmad Bradshaw left tackle for 11 yards (tackle by L.J. Fort),2.920,3.640
4,2:43,1,10,CLE 29,27,41,Ahmad Bradshaw left tackle for 2 yards (tackle by Scott Fujita and L.J. Fort),3.640,3.370
4,2:00,2,8,CLE 27,27,41,Ahmad Bradshaw up the middle for 12 yards (tackle by Buster Skrine and L.J. Fort),3.370,4.580
4,1:22,1,10,CLE 15,27,41,Eli Manning kneels for no gain,4.580,3.950
4,0:40,2,10,CLE 15,27,41,Eli Manning kneels for -1 yards,3.950,3.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
