#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,OAK 24,3,1:32,4,Punt
2,1,12:09,OAK 40,3,1:57,1,Punt
3,1,7:41,OAK 18,1,0:08,0,Interception
4,1,6:57,OAK 34,3,2:12,8,Punt
5,1,2:27,OAK 14,1,0:22,86,Touchdown
6,2,14:43,OAK 13,12,6:58,76,Field Goal
7,2,3:44,OAK 20,4,1:51,16,Interception
8,2,0:06,OAK 37,1,0:06,20,End of Half
9,3,11:25,OAK 37,5,2:31,23,Downs
10,3,6:57,OAK 14,7,3:39,27,Punt
11,3,2:26,OAK 18,6,3:01,18,Punt
12,4,13:27,OAK 40,7,3:02,32,Field Goal
13,4,8:54,OAK 26,3,1:05,0,Punt
14,4,6:06,OAK 20,4,2:24,22,Punt
15,4,2:14,OAK 44,7,2:14,20,End of Game
