Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Steelers to receive the opening kickoff.",,
1,15:00,,,MIA 30,0,0,"Dan Carpenter kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,PIT 20,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 1 yard (tackle by Sean Smith),0.280,-0.130
1,14:24,2,9,PIT 21,0,0,Rashard Mendenhall middle for 2 yards (tackle by Kendall Langford),-0.130,-0.560
1,13:40,3,7,PIT 23,0,0,Ben Roethlisberger pass complete short middle to Mike Wallace for 10 yards (tackle by Vontae Davis),-0.560,1.140
1,13:02,1,10,PIT 33,0,0,Ben Roethlisberger sacked by Joey Porter for -1 yards,1.140,0.460
1,12:22,2,11,PIT 32,0,0,Ben Roethlisberger pass complete short right to Heath Miller for 37 yards (tackle by Yeremiah Bell),0.460,3.510
1,11:47,1,10,MIA 31,0,0,Rashard Mendenhall right guard for 12 yards (tackle by Yeremiah Bell),3.510,4.310
1,11:01,1,10,MIA 19,0,0,Rashard Mendenhall right guard for 1 yard (tackle by Reggie Torbor),4.310,3.880
1,10:17,2,9,MIA 18,0,0,Ben Roethlisberger pass complete short left to Hines Ward for 8 yards (tackle by Nate Jones),3.880,4.690
1,9:34,3,1,MIA 10,0,0,Rashard Mendenhall right guard for 3 yards (tackle by Kendall Langford),4.690,5.600
1,8:55,1,7,MIA 7,0,0,Rashard Mendenhall middle for 2 yards (tackle by Yeremiah Bell),5.600,5.150
1,8:17,2,5,MIA 5,0,0,Ben Roethlisberger pass incomplete short left intended for Heath Miller,5.150,4.260
1,8:07,3,5,MIA 5,6,0,"Ben Roethlisberger pass complete short middle to Santonio Holmes for 5 yards, touchdown",4.260,7.000
1,,,,MIA 2,7,0,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,7,0,"Jeff Reed kicks off 53 yards, returned by Ted Ginn for 17 yards (tackle by Joe Burnett)",0.000,1.200
1,7:56,1,10,MIA 34,7,0,Ricky Williams middle for 16 yards (tackle by Ryan Clark),1.200,2.260
1,7:20,1,10,,7,0,Chad Henne pass complete short right to Greg Camarillo for 9 yards (tackle by Deshea Townsend),2.260,2.930
1,6:42,2,1,PIT 41,7,0,Ricky Williams right guard for 3 yards (tackle by Tyrone Carter),2.930,3.050
1,6:00,1,10,PIT 38,7,0,Chad Henne pass incomplete short left intended for Ted Ginn,3.050,2.510
1,5:55,2,10,PIT 38,7,0,Chad Henne pass complete short middle to Davone Bess for 4 yards (tackle by James Farrior),2.510,2.340
1,5:16,3,6,PIT 34,7,0,Chad Henne pass complete short right to Brian Hartline for 10 yards (tackle by James Farrior),2.340,3.970
1,4:33,1,10,PIT 24,7,0,Brian Hartline right end for 4 yards (tackle by James Farrior),3.970,3.970
1,4:06,2,6,PIT 20,7,0,Lex Hilliard right guard for 9 yards (tackle by Ryan Clark and LaMarr Woodley),3.970,4.840
1,3:25,1,10,PIT 11,7,6,"Chad Henne pass complete short right to Lex Hilliard for 11 yards, touchdown",4.840,7.000
1,,,,PIT 2,7,7,Dan Carpenter kicks extra point good,0.000,0.000
1,,,,MIA 30,7,7,"Dan Carpenter kicks off 67 yards, returned by Stefan Logan for 30 yards (tackle by Tyrone Culver)",0.000,1.140
1,3:11,1,10,PIT 33,7,7,Rashard Mendenhall left tackle for 6 yards (tackle by Akin Ayodele),1.140,1.400
1,2:37,2,4,PIT 39,7,7,Ben Roethlisberger pass incomplete short right intended for Hines Ward,1.400,0.700
1,2:32,3,4,PIT 39,7,7,Ben Roethlisberger left end for 3 yards (tackle by Jason Taylor),0.700,-0.590
1,2:06,4,1,PIT 42,7,7,Ben Roethlisberger middle for 2 yards (tackle by Kendall Langford),-0.590,1.860
1,1:21,1,10,PIT 44,7,7,Rashard Mendenhall right tackle for 2 yards (tackle by Quentin Moses),1.860,1.590
1,0:35,2,8,PIT 46,13,7,"Ben Roethlisberger pass complete deep right to Mike Wallace for 54 yards, touchdown",1.590,7.000
1,,,,MIA 2,14,7,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,14,7,"Jeff Reed kicks off 50 yards, returned by Lousaka Polite for 12 yards (tackle by Stefan Logan)",0.000,1.070
1,0:20,1,10,MIA 32,14,7,Lousaka Polite left guard for 4 yards (tackle by James Harrison),1.070,1.070
Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,MIA 36,14,7,Pat White right guard for 3 yards (tackle by Travis Kirschke and Casey Hampton),1.070,0.760
2,14:24,3,3,MIA 39,14,7,Chad Henne pass complete short right to Greg Camarillo for 10 yards (tackle by Deshea Townsend),0.760,2.190
2,13:57,1,10,MIA 49,14,7,"Kory Sheets right tackle for 5 yards (tackle by Ryan Clark). Penalty on Nick Eason: Defensive Holding, 5 yards",2.190,2.850
2,13:30,1,10,PIT 41,14,7,Chad Henne pass incomplete short middle intended for Ricky Williams,2.850,2.310
2,13:26,2,10,PIT 41,14,7,Chad Henne pass complete short left to Davone Bess for 13 yards (tackle by Ryan Mundy),2.310,3.710
2,12:47,1,10,PIT 28,14,7,Chad Henne pass complete short left to Ted Ginn for 6 yards (tackle by Ike Taylor),3.710,3.980
2,12:04,2,4,PIT 22,14,7,Ricky Williams left tackle for -3 yards (tackle by James Harrison),3.980,2.870
2,11:27,3,7,PIT 25,14,7,Chad Henne pass complete short middle to Davone Bess for 13 yards (tackle by William Gay),2.870,4.780
2,10:49,1,10,PIT 12,14,7,Ricky Williams left tackle for 4 yards (tackle by Ryan Clark and Ike Taylor),4.780,4.830
2,10:10,2,6,PIT 8,14,7,Ricky Williams right tackle for 1 yard (tackle by Tyrone Carter and James Harrison),4.830,4.160
2,9:29,3,5,PIT 7,14,7,Chad Henne pass incomplete short left intended for Brian Hartline (defended by William Gay),4.160,2.980
2,9:24,4,5,PIT 7,14,10,Dan Carpenter 25 yard field goal good,2.980,3.000
2,,,,MIA 30,14,10,"Dan Carpenter kicks off 65 yards, returned by Stefan Logan for 39 yards (tackle by Nate Jones)",0.000,1.860
2,9:10,1,10,PIT 44,14,10,Willie Parker right guard for 12 yards (tackle by Vontae Davis and Yeremiah Bell),1.860,2.650
2,8:31,1,10,MIA 44,14,10,Willie Parker right end for 3 yards (tackle by Vontae Davis),2.650,2.520
2,7:49,2,7,MIA 41,14,10,Ben Roethlisberger pass complete short right to Heath Miller for 9 yards (tackle by Reggie Torbor). Penalty on Jason Taylor: Defensive Offside (Declined),2.520,3.450
2,7:21,1,10,MIA 32,14,10,Ben Roethlisberger pass incomplete short left intended for Hines Ward,3.450,2.900
,,,,,,,"PIT challenged the fumble ruling, and the original play was overturned.",,
2,7:17,2,10,MIA 32,14,10,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 26 yards (tackle by Sean Smith),2.900,5.830
2,6:34,,,,14,10,Timeout #1 by Miami Dolphins,0.000,5.830
2,6:34,1,6,MIA 6,14,10,Willie Parker right tackle for 2 yards (tackle by Phillip Merling),5.830,5.340
2,5:44,2,4,MIA 4,14,10,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Jason Taylor),5.340,4.490
2,5:40,3,4,MIA 4,14,10,Ben Roethlisberger pass incomplete short middle intended for Mewelde Moore (defended by Gibril Wilson),4.490,3.030
2,5:36,4,4,MIA 4,17,10,Jeff Reed 22 yard field goal good,3.030,3.000
2,,,,PIT 30,17,10,"Jeff Reed kicks off 75 yards, touchback",0.000,0.280
2,5:32,1,10,MIA 20,17,10,Chad Henne pass incomplete deep left intended for Greg Camarillo is intercepted by Deshea Townsend at MIA-40 and returned for -1 yards,0.280,-2.850
2,5:24,1,10,MIA 41,17,10,Santonio Holmes pass incomplete deep right intended for Rashard Mendenhall is intercepted by Yeremiah Bell at MIA-7 and returned for 16 yards,2.850,-0.480
2,5:12,1,10,MIA 23,17,10,Chad Henne pass complete short right to Ricky Williams for 6 yards (tackle by Lawrence Timmons),0.480,0.740
2,4:35,2,4,MIA 29,17,10,Chad Henne pass complete short right to Greg Camarillo for 3 yards (tackle by Deshea Townsend),0.740,0.430
2,3:49,3,1,MIA 32,17,10,Chad Henne pass complete short left to Joey Haynos for 6 yards (tackle by Deshea Townsend and James Farrior),0.430,1.470
2,3:10,1,10,MIA 38,17,10,Chad Henne pass complete short right to Ricky Williams for -10 yards (tackle by Lawrence Timmons),1.470,-0.430
2,2:26,2,20,MIA 28,17,10,Chad Henne pass complete deep left to Brian Hartline for 24 yards (tackle by Ryan Clark),-0.430,2.390
2,2:02,1,10,PIT 48,17,10,Chad Henne pass complete short left to Ricky Williams for 8 yards (tackle by Ryan Clark),2.390,2.930
2,1:56,2,2,PIT 40,17,10,Chad Henne sacked by LaMarr Woodley for -6 yards,2.930,1.420
2,1:28,3,8,PIT 46,17,10,"Penalty on Davone Bess: False Start, 4 yards (no play)",1.420,0.890
2,1:26,3,12,,17,10,Chad Henne pass complete deep right to Davone Bess for 21 yards,0.890,3.640
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:21,1,10,PIT 29,17,10,Chad Henne pass complete short left to Ted Ginn for 6 yards (tackle by Ike Taylor),3.640,3.910
2,0:58,2,4,PIT 23,17,10,"Chad Henne for no gain. Chad Henne fumbles, recovered by Vernon Carey at PIT-28",3.910,1.360
2,0:51,,,,17,10,Timeout #2 by Miami Dolphins,0.000,1.360
2,0:51,3,18,PIT 37,17,10,Chad Henne sacked by LaMarr Woodley for -4 yards,1.360,0.530
2,0:41,,,,17,10,Timeout #1 by Pittsburgh Steelers,0.000,0.530
2,0:41,4,22,PIT 41,17,10,"Brandon Fields punts 25 yards, fair catch by Mewelde Moore",0.530,0.140
2,0:34,1,10,PIT 16,17,10,Rashard Mendenhall right tackle for 2 yards (tackle by Randy Starks),-0.140,-0.350
Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,17,10,"Jeff Reed kicks off 63 yards, returned by Ted Ginn for 22 yards (tackle by Patrick Bailey)",0.000,0.870
3,14:54,1,10,MIA 29,17,10,Ricky Williams middle for 4 yards (tackle by Travis Kirschke),0.870,0.870
3,14:17,2,6,MIA 33,17,10,Ricky Williams right guard for 1 yard (tackle by Lawrence Timmons),0.870,0.300
3,13:34,3,5,MIA 34,17,10,Pat White sacked by Lawrence Timmons for -9 yards,0.300,-1.700
3,13:00,4,14,MIA 25,17,10,"Brandon Fields punts 40 yards, returned by Stefan Logan for 19 yards (tackle by Brandon Fields)",-1.700,-2.520
3,12:48,1,10,MIA 46,17,10,Rashard Mendenhall right tackle for 4 yards (tackle by Paul Soliai),2.520,2.520
3,12:08,2,6,MIA 42,17,10,Rashard Mendenhall middle for 2 yards (tackle by Kendall Langford and Randy Starks),2.520,2.080
3,11:23,3,4,MIA 40,17,10,Ben Roethlisberger pass incomplete short right intended for Hines Ward,2.080,0.590
3,11:16,4,4,MIA 40,17,10,"Daniel Sepulveda punts 30 yards, fair catch by Davone Bess",0.590,0.380
3,11:09,1,10,MIA 10,17,10,Ricky Williams right end for 4 yards (tackle by Casey Hampton),-0.380,-0.460
3,10:28,2,6,MIA 14,17,10,Pat White pass incomplete short left intended for Ricky Williams,-0.460,-0.950
3,10:24,3,6,MIA 14,17,10,Pat White right guard for 10 yards (tackle by James Farrior),-0.950,0.540
3,9:44,1,10,MIA 24,17,10,Ricky Williams right tackle for 2 yards (tackle by James Farrior),0.540,0.270
3,9:00,2,8,MIA 26,17,10,Pat White middle for 6 yards (tackle by Lawrence Timmons),0.270,0.370
3,8:14,3,2,MIA 32,17,10,Pat White pass incomplete short left intended for Brian Hartline,0.370,-1.240
3,8:09,4,2,MIA 32,17,10,"Brandon Fields punts 58 yards, fair catch by Stefan Logan",-1.240,0.380
3,8:00,1,10,PIT 10,17,10,"Rashard Mendenhall right tackle for 1 yard (tackle by Reggie Torbor). Penalty on Jason Taylor: Face Mask (15 Yards), 15 yards",-0.380,0.670
3,7:31,1,10,PIT 26,17,10,Rashard Mendenhall middle for 6 yards (tackle by Akin Ayodele),0.670,0.940
3,6:52,2,4,PIT 32,17,10,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,0.940,0.230
3,6:47,,,,17,10,Timeout #1 by Pittsburgh Steelers,0.000,0.230
3,6:47,3,4,PIT 32,17,10,Ben Roethlisberger for 13 yards,0.230,1.930
3,6:16,1,10,PIT 45,17,10,Ben Roethlisberger pass complete short right to Hines Ward for 13 yards (tackle by Yeremiah Bell),1.930,2.790
3,5:46,1,10,MIA 42,17,10,Rashard Mendenhall right guard for 36 yards (tackle by Gibril Wilson),2.790,5.830
3,5:13,,,,17,10,Timeout #2 by Pittsburgh Steelers,0.000,5.830
3,5:13,1,6,MIA 6,17,10,Rashard Mendenhall right tackle for 1 yard (tackle by Gibril Wilson),5.830,5.150
3,4:40,2,5,MIA 5,17,10,Ben Roethlisberger pass complete short right to Heath Miller for 2 yards (tackle by Kendall Langford),5.150,4.720
3,3:51,3,3,MIA 3,23,10,"Ben Roethlisberger pass complete short left to Heath Miller for 3 yards, touchdown",4.720,7.000
3,,,,MIA 2,24,10,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,24,10,"Jeff Reed kicks off 72 yards, returned by Ted Ginn for 20 yards (tackle by William Gay)",0.000,0.040
3,3:36,1,10,MIA 18,24,10,Pat White left end for 1 yard (tackle by James Farrior),0.040,-0.320
3,2:57,2,9,MIA 19,24,10,Ricky Williams right end for 1 yard (tackle by Nick Eason),-0.320,-0.910
3,2:12,3,8,MIA 20,24,10,Pat White left end for 7 yards (tackle by Lawrence Timmons),-0.910,-1.570
3,1:54,4,1,MIA 27,24,10,"Brandon Fields punts 49 yards, returned by Stefan Logan for 22 yards (tackle by Cameron Wake)",-1.570,-1.990
3,1:34,1,10,PIT 46,24,10,Rashard Mendenhall right guard for 3 yards (tackle by Reggie Torbor),1.990,1.860
3,0:59,2,7,PIT 49,24,10,"Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes. Penalty on Sean Smith: Defensive Pass Interfere, 26 yards (no play)",1.860,3.910
3,0:51,1,10,MIA 25,24,10,Rashard Mendenhall middle for 5 yards (tackle by Randy Starks),3.910,4.040
3,0:13,2,5,MIA 20,24,10,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace (defended by Jason Allen),4.040,3.340
3,0:07,3,5,MIA 20,24,10,Ben Roethlisberger pass complete short middle to Hines Ward for 9 yards (tackle by Sean Smith),3.340,4.840
Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 11,24,10,"Ben Roethlisberger pass complete short right to Heath Miller for 5 yards (tackle by Kendall Langford). Heath Miller fumbles (forced by Kendall Langford), ball out of bounds at MIA-4",4.840,5.080
4,14:31,2,5,MIA 6,24,10,Rashard Mendenhall right end for 3 yards (tackle by Yeremiah Bell),5.080,4.890
4,14:07,3,2,MIA 3,24,10,Ben Roethlisberger pass incomplete short right intended for Rashard Mendenhall,4.890,3.050
4,14:01,4,2,MIA 3,27,10,Jeff Reed 21 yard field goal good,3.050,3.000
4,,,,PIT 30,27,10,"Jeff Reed kicks off 43 yards, returned by Lousaka Polite for 12 yards (tackle by Keyaron Fox)",0.000,1.530
4,13:50,1,10,MIA 39,27,10,Ricky Williams left end for 1 yard (tackle by Nick Eason),1.530,1.120
4,13:32,2,9,MIA 40,27,10,Tyler Thigpen pass complete short left to Ted Ginn for 8 yards (tackle by Ike Taylor),1.120,1.490
4,13:01,3,1,MIA 48,27,10,Lousaka Polite middle for 2 yards (tackle by Nick Eason),1.490,2.260
4,12:25,1,10,,27,10,Tyler Thigpen pass incomplete short right intended for Ted Ginn,2.260,1.710
4,12:19,2,10,,27,10,"Tyler Thigpen pass incomplete short right intended for Davone Bess. Penalty on Lawrence Timmons: Defensive Holding, 5 yards (no play)",1.710,2.590
4,12:09,1,10,PIT 45,27,10,Tyler Thigpen pass complete short middle to Anthony Fasano for 14 yards (tackle by Ryan Clark),2.590,3.510
4,11:42,1,10,PIT 31,27,10,Tyler Thigpen pass incomplete deep right intended for Kory Sperry,3.510,2.970
4,11:37,2,10,PIT 31,27,10,"Tyler Thigpen pass incomplete short left intended for Brian Hartline. Penalty on William Gay: Defensive Pass Interfere, 15 yards (no play)",2.970,4.510
4,11:32,1,10,PIT 16,27,16,"Brian Hartline left end for 16 yards, touchdown",4.510,7.000
4,,,,PIT 2,27,17,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 30,27,17,"Dan Carpenter kicks off 74 yards, touchback",0.000,0.280
4,11:24,1,10,PIT 20,27,17,Ben Roethlisberger sacked by Randy Starks for -10 yards. Penalty on Willie Colon: Offensive Holding (Declined),0.280,-1.510
4,10:59,2,20,PIT 10,27,17,Ben Roethlisberger pass complete short right to Hines Ward for 6 yards (tackle by Jason Allen),-1.510,-1.690
4,10:13,3,14,PIT 16,27,17,Ben Roethlisberger pass complete short middle to Mewelde Moore for 8 yards (tackle by Tyrone Culver). Penalty on Willie Colon: Offensive Holding (Declined),-1.690,-1.770
4,10:01,4,6,PIT 24,27,17,Daniel Sepulveda punts 41 yards,-1.770,-1.470
4,9:52,1,10,MIA 38,27,17,Tyler Thigpen pass complete short middle to Anthony Fasano for 27 yards (tackle by Lawrence Timmons),1.470,3.250
4,9:15,1,10,PIT 35,27,17,Tyler Thigpen for 1 yard,3.250,2.840
4,8:46,2,9,PIT 34,27,23,"Tyler Thigpen pass complete deep left to Davone Bess for 34 yards, touchdown",2.840,7.000
4,,,,PIT 2,27,24,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 30,27,24,"Dan Carpenter kicks off 66 yards, returned by Stefan Logan for 14 yards (tackle by Jason Allen)",0.000,0.040
4,8:26,1,10,PIT 18,27,24,Rashard Mendenhall middle for 2 yards (tackle by Akin Ayodele),0.040,-0.130
4,7:50,2,8,PIT 20,27,24,Rashard Mendenhall middle for 1 yard (tackle by Reggie Torbor),-0.130,-0.790
4,7:04,3,7,PIT 21,27,24,"Ben Roethlisberger sacked by Nate Jones for -8 yards. Ben Roethlisberger fumbles (forced by Nate Jones), recovered by Joey Porter at PIT-13 (tackle by Max Starks)",-0.790,-4.710
4,6:56,1,10,PIT 13,27,24,Ricky Williams right guard for -3 yards (tackle by Nick Eason),4.710,3.620
4,6:20,2,13,PIT 16,27,24,Tyler Thigpen pass incomplete short left intended for Ted Ginn is intercepted by Ryan Clark at PIT-2,3.620,0.380
4,6:10,1,10,PIT 2,27,24,Rashard Mendenhall left guard for no gain (tackle by Paul Soliai),-0.380,-0.780
4,5:32,2,10,PIT 2,27,24,Ben Roethlisberger pass complete short middle to Hines Ward for 5 yards (tackle by Jason Allen),-0.780,-0.840
4,4:47,3,5,PIT 7,27,24,Ben Roethlisberger pass complete short left to Hines Ward for 13 yards (tackle by Nate Jones),-0.840,0.280
4,4:41,1,10,PIT 20,27,24,Willie Parker right guard for 7 yards (tackle by Akin Ayodele),0.280,0.680
4,3:58,2,3,PIT 27,27,24,Willie Parker middle for 4 yards (tackle by Phillip Merling),0.680,1.000
