Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1,6:57,1,10,WAS 50,0,0,Curtis Samuel right end for 2 yards (tackle by Kayvon Thibodeaux),2.260,1.980
1,6:19,2,8,NYG 48,0,0,Taylor Heinicke right end for 9 yards (tackle by Jaylon Smith),1.980,2.980
1,5:42,1,10,NYG 39,0,0,Antonio Gibson left end for 4 yards (tackle by Azeez Ojulari),2.980,2.980
1,5:01,2,6,NYG 35,0,0,Antonio Gibson right end for 10 yards (tackle by Julian Love),2.980,3.910
1,4:18,1,10,NYG 25,0,0,Brian Robinson right guard for -2 yards (tackle by Kayvon Thibodeaux),3.910,3.090
1,3:39,2,12,NYG 27,0,0,Taylor Heinicke pass incomplete short right intended for Antonio Gibson,3.090,2.410
1,3:33,3,12,NYG 27,0,0,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",2.410,1.750
1,3:33,3,17,NYG 32,0,0,"Penalty on Jahan Dotson: False Start, 5 yards (accepted) (no play)",1.750,1.090
1,3:33,3,22,NYG 37,0,0,Taylor Heinicke pass complete short middle to Curtis Samuel for 14 yards (tackle by Julian Love and Landon Collins),1.090,1.930
1,2:56,4,8,NYG 23,0,3,Joey Slye 41 yard field goal good,1.930,3.000
1,2:51,,,WAS 35,0,3,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
1,2:51,1,10,NYG 25,0,3,Daniel Jones pass complete short left to Saquon Barkley for 9 yards (tackle by Jamin Davis),0.610,1.280
1,2:39,2,1,NYG 34,0,3,Saquon Barkley up the middle for 2 yards (tackle by Jamin Davis and Montez Sweat),1.280,1.330
1,1:58,1,10,NYG 36,0,3,Saquon Barkley left end for 4 yards (tackle by Jamin Davis and Daron Payne),1.330,1.330
1,1:05,2,6,NYG 40,0,3,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",1.330,0.660
1,0:52,2,11,NYG 35,0,3,Daniel Jones right guard for 5 yards (tackle by Kamren Curl),0.660,0.630
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,NYG 40,0,3,Daniel Jones pass complete short right to Isaiah Hodgins for 4 yards (tackle by Bobby McCain),0.630,-0.460
2,14:15,4,2,NYG 44,0,3,"Jamie Gillan punts 38 yards, fair catch by Dax Milne at WAS-18",-0.460,-0.040
2,14:08,1,10,WAS 18,0,3,Antonio Gibson up the middle for 2 yards (tackle by Jaylon Smith and Kayvon Thibodeaux),0.040,-0.130
2,13:47,2,8,WAS 20,0,3,"Antonio Gibson for no gain. Penalty on Cornelius Lucas: Offensive Holding, 10 yards (accepted) (no play)",-0.130,-1.360
2,13:18,2,18,WAS 10,6,3,"Taylor Heinicke sacked by Kayvon Thibodeaux for -9 yards. Taylor Heinicke fumbles (forced by Kayvon Thibodeaux), recovered by Kayvon Thibodeaux at WAS-1 and returned for 1 yard, touchdown",-1.360,-7.000
2,13:10,,,WAS 15,7,3,Graham Gano kicks extra point good,0.000,0.000
2,13:10,,,NYG 35,7,3,"Graham Gano kicks off 61 yards, returned by Antonio Gibson for 28 yards (tackle by Carter Coughlin)",0.000,1.070
2,13:05,1,10,WAS 32,7,3,Brian Robinson right tackle for 13 yards (tackle by Julian Love and Jason Pinnock),1.070,1.930
2,12:32,1,10,WAS 45,7,3,Brian Robinson left end for no gain (tackle by Landon Collins),1.930,1.380
2,11:53,2,10,WAS 45,7,3,Brian Robinson left end for 11 yards. Brian Robinson fumbles (forced by Jason Pinnock),1.380,2.650
2,11:20,1,10,NYG 44,7,3,Taylor Heinicke pass incomplete deep middle intended for Dyami Brown,2.650,2.110
2,11:13,2,10,NYG 44,7,3,Antonio Gibson left tackle for 4 yards (tackle by Dexter Lawrence and Jaylon Smith),2.110,1.950
2,10:35,3,6,NYG 40,7,3,Taylor Heinicke pass incomplete deep left intended for Curtis Samuel (defended by Jason Pinnock),1.950,0.590
2,10:28,4,6,NYG 40,7,3,Tress Way punts 37 yards downed by Dyami Brown,0.590,0.380
2,10:18,1,10,NYG 3,7,3,Saquon Barkley left guard for 2 yards (tackle by David Mayo),-0.380,-0.630
2,9:41,2,8,NYG 5,7,3,Daniel Jones pass complete short left to Nick Vannett for 15 yards (tackle by Kamren Curl),-0.630,0.280
2,9:14,1,10,NYG 20,7,3,Daniel Jones pass complete short right to Saquon Barkley for 4 yards (tackle by Bobby McCain),0.280,0.270
2,8:34,2,6,NYG 24,7,3,Daniel Jones pass complete short left to Saquon Barkley for 6 yards (tackle by Darrick Forrest),0.270,0.940
2,8:02,1,10,NYG 30,7,3,Saquon Barkley left end for -5 yards (tackle by Jonathan Allen),0.940,-0.280
2,7:23,2,15,NYG 25,7,3,Daniel Jones pass complete short middle to Richie James for 6 yards (tackle by Bobby McCain),-0.280,-0.160
2,6:32,3,9,NYG 31,7,3,Daniel Jones pass complete short left to Richie James for 10 yards (tackle by Bobby McCain),-0.160,1.660
2,5:56,1,10,NYG 41,7,3,Matt Breida up the middle for 5 yards (tackle by Jonathan Allen),1.660,1.800
2,5:08,2,5,NYG 46,7,3,Daniel Jones pass complete short left to Isaiah Hodgins for 7 yards (tackle by Kendall Fuller),1.800,2.460
2,4:31,1,10,WAS 47,7,3,Daniel Jones pass complete short left to Isaiah Hodgins for 7 yards (tackle by Danny Johnson),2.460,2.860
2,3:55,2,3,WAS 40,7,3,Saquon Barkley left end for 4 yards (tackle by Danny Johnson and Kamren Curl),2.860,3.180
2,3:17,1,10,WAS 36,7,3,Daniel Jones pass incomplete short middle intended for Daniel Bellinger,3.180,2.640
2,3:08,2,10,WAS 36,7,3,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",2.640,1.960
2,3:08,2,15,WAS 41,7,3,Daniel Jones pass complete short middle to Matt Breida for 6 yards (tackle by Bobby McCain and Kamren Curl),1.960,2.080
2,2:29,3,9,WAS 35,7,3,Daniel Jones pass incomplete short left,2.080,0.970
2,2:23,,,,,,Timeout #2 by New York Giants,,
2,2:23,4,9,WAS 35,7,3,Daniel Jones pass complete short middle to Richie James for 11 yards (tackle by Bobby McCain and Kendall Fuller),0.970,3.970
2,2:00,1,10,WAS 24,7,3,Daniel Jones pass complete short middle to Isaiah Hodgins for 19 yards (tackle by Darrick Forrest),3.970,6.060
2,1:51,,,,,,Timeout #1 by Washington Commanders,,
2,1:51,1,5,WAS 5,7,3,Daniel Jones left tackle for 2 yards (tackle by Darrick Forrest and Jonathan Allen),6.060,5.530
2,1:46,,,,,,Timeout #2 by Washington Commanders,,
2,1:46,2,3,WAS 3,13,3,"Saquon Barkley left tackle for 3 yards, touchdown",5.530,7.000
2,1:43,,,WAS 15,14,3,Graham Gano kicks extra point good,0.000,0.000
2,1:43,,,NYG 35,14,3,"Graham Gano kicks off 66 yards, returned by Antonio Gibson for 22 yards (tackle by Matt Breida and Marcus Johnson)",0.000,0.340
2,1:37,1,10,WAS 21,14,3,Taylor Heinicke pass incomplete short left,0.340,-0.200
2,1:33,2,10,WAS 21,14,3,Taylor Heinicke pass complete short right to Terry McLaurin for 10 yards (tackle by Darnay Holmes and Fabian Moreau),-0.200,1.000
2,1:13,1,10,WAS 31,14,3,Taylor Heinicke pass complete short right to Curtis Samuel for 3 yards (tackle by Tony Jefferson),1.000,0.870
2,0:45,2,7,WAS 34,14,3,Taylor Heinicke pass complete short middle to Antonio Gibson for 2 yards (tackle by Tony Jefferson),0.870,0.430
2,0:34,,,,,,Timeout #3 by Washington Commanders,,
2,0:34,3,5,WAS 36,14,3,Taylor Heinicke pass incomplete short right intended for Antonio Gibson (defended by Tony Jefferson),0.430,-0.980
2,0:25,4,5,WAS 36,14,3,"Tress Way punts 48 yards, returned by Richie James for 9 yards (tackle by Casey Toohill)",-0.980,-0.610
2,0:16,1,10,NYG 25,14,3,Daniel Jones kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,14,3,"Joey Slye kicks off 61 yards, returned by Gary Brightwell for 21 yards (tackle by Percy Butler)",0.000,0.610
3,14:55,1,10,NYG 25,14,3,Daniel Jones pass complete short right to Darius Slayton for 7 yards (tackle by Danny Johnson),0.610,1.010
3,14:28,2,3,NYG 32,14,3,Saquon Barkley up the middle for 3 yards (tackle by Jamin Davis and Kamren Curl),1.010,1.270
3,13:49,1,10,NYG 35,14,3,Daniel Jones pass incomplete short right intended for Saquon Barkley,1.270,0.720
3,13:42,2,10,NYG 35,14,3,Daniel Jones pass complete short right to Darius Slayton for 7 yards (tackle by Danny Johnson),0.720,0.960
3,13:04,3,3,NYG 42,14,3,Daniel Jones pass incomplete short middle intended for Richie James,0.960,-0.590
3,12:57,4,3,NYG 42,14,3,"Jamie Gillan punts 49 yards, fair catch by Dax Milne at WAS-9",-0.590,0.380
3,12:49,1,10,WAS 9,14,3,Taylor Heinicke pass complete short left to Terry McLaurin for 18 yards (tackle by Fabian Moreau),-0.380,0.740
3,12:13,1,10,WAS 27,14,3,Taylor Heinicke pass complete short left to Terry McLaurin for 13 yards (tackle by Fabian Moreau),0.740,1.600
3,11:36,1,10,WAS 40,14,3,Dyami Brown left end for 15 yards (tackle by Jason Pinnock),1.600,2.590
3,10:44,1,10,NYG 45,14,3,"Brian Robinson for no gain. Penalty on Logan Thomas: Illegal Motion, 5 yards (accepted) (no play)",2.590,2.260
3,10:13,1,15,NYG 50,14,3,Taylor Heinicke pass complete short right to Terry McLaurin for 20 yards (tackle by Kayvon Thibodeaux),2.260,3.580
3,9:26,1,10,NYG 30,14,3,Taylor Heinicke pass complete short right to Jahan Dotson for 11 yards (tackle by Julian Love),3.580,4.310
3,8:43,1,10,NYG 19,14,9,"Taylor Heinicke pass complete deep middle to Jahan Dotson for 19 yards, touchdown",4.310,7.000
3,8:38,,,NYG 15,14,9,"Penalty on Jahan Dotson: Offensive Pass Interference, 10 yards (accepted) (no play)",0.000,0.000
3,8:38,1,10,NYG 25,14,9,Joey Slye kicks extra point no good,0.000,-1.000
3,8:38,,,WAS 35,14,9,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,8:38,1,10,NYG 25,14,9,Daniel Jones pass complete short left to Darius Slayton for 6 yards (tackle by Danny Johnson),0.610,0.870
3,8:00,2,4,NYG 31,14,9,Saquon Barkley up the middle for 8 yards (tackle by Bobby McCain),0.870,1.530
3,7:30,1,10,NYG 39,14,9,"Daniel Jones scrambles for no gain. Daniel Jones fumbles, recovered by Casey Toohill at NYG-48 (tackle by Danny Johnson) Replay Assistant challenged the fumble ruling, and the original play was overturned. Daniel Jones scrambles left guard for 9 yards (tackle by Danny Johnson)",1.530,2.200
3,7:23,2,1,NYG 48,14,9,Daniel Jones left guard for 3 yards (tackle by Efe Obada),2.200,2.320
3,6:42,1,10,WAS 49,14,9,Daniel Jones pass complete short right to Saquon Barkley for 6 yards (tackle by Bobby McCain),2.320,2.590
3,6:13,2,4,WAS 43,14,9,Saquon Barkley right tackle for 6 yards (tackle by Jonathan Allen and Daron Payne),2.590,3.120
3,5:32,1,10,WAS 37,14,9,Matt Breida right tackle for 1 yard (tackle by Jamin Davis),3.120,2.710
3,4:46,2,9,WAS 36,14,9,"Daniel Jones pass incomplete intended for Matt Breida. Penalty on Jon Feliciano: Offensive Holding, 10 yards (accepted) (no play)",2.710,1.360
3,4:39,2,19,WAS 46,14,9,Daniel Jones pass complete short right to Darius Slayton for 4 yards (tackle by Danny Johnson),1.360,1.220
3,4:05,3,15,WAS 42,14,9,Daniel Jones scrambles up the middle for 10 yards (tackle by Bobby McCain),1.220,1.260
3,3:15,4,5,WAS 32,17,9,Graham Gano 50 yard field goal good,1.260,3.000
3,3:11,,,NYG 35,17,9,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,3:11,1,10,WAS 25,17,9,Brian Robinson right guard for 7 yards (tackle by Jaylon Smith and Micah McFadden),0.610,1.010
3,2:33,2,3,WAS 32,17,9,Taylor Heinicke pass incomplete deep middle intended for Dyami Brown,1.010,0.300
3,2:24,3,3,WAS 32,17,9,Curtis Samuel up the middle for 2 yards (tackle by Landon Collins and Darnay Holmes),0.300,-1.110
3,1:40,4,1,WAS 34,17,9,Tress Way punts 65 yards downed by Percy Butler,-1.110,0.380
3,1:26,1,10,NYG 1,17,9,Saquon Barkley left guard for 5 yards (tackle by Jamin Davis and David Mayo),-0.380,-0.420
3,0:48,2,5,NYG 6,17,9,Daniel Jones pass incomplete short right intended for Saquon Barkley,-0.420,-0.840
3,0:40,3,5,NYG 6,17,9,Daniel Jones pass incomplete short middle intended for Daniel Bellinger,-0.840,-2.490
3,0:36,4,5,NYG 6,17,9,"Jamie Gillan punts 56 yards, returned by Dax Milne for 4 yards (tackle by Marcus Johnson)",-2.490,-1.730
3,0:22,1,10,WAS 42,17,9,Brian Robinson left end for 4 yards (tackle by Cordale Flott and Kayvon Thibodeaux),1.730,1.730
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,WAS 46,17,9,Brian Robinson left end for 5 yards (tackle by Jaylon Smith and Justin Ellis),1.730,1.690
4,14:21,3,1,NYG 49,17,9,Taylor Heinicke scrambles right end for 15 yards (tackle by Kayvon Thibodeaux and Julian Love),1.690,3.310
4,13:34,1,10,NYG 34,17,9,Taylor Heinicke pass incomplete short left intended for Logan Thomas,3.310,2.770
4,13:27,2,10,NYG 34,17,9,"Antonio Gibson for 1 yard. Antonio Gibson fumbles (forced by Azeez Ojulari), recovered by Antonio Gibson at NYG-33 (tackle by Oshane Ximines)",2.770,2.210
4,12:42,3,9,NYG 33,17,9,Taylor Heinicke pass incomplete short right intended for Jahan Dotson (defended by Jason Pinnock),2.210,1.150
4,12:36,4,9,NYG 33,17,12,Joey Slye 51 yard field goal good,1.150,3.000
4,12:31,,,WAS 35,17,12,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,12:31,1,10,NYG 25,17,12,Daniel Jones pass complete short right to Daniel Bellinger for 4 yards (tackle by Jamin Davis),0.610,0.600
4,11:47,2,6,NYG 29,17,12,Daniel Jones pass complete short left to Richie James for 15 yards (tackle by Darrick Forrest and Kendall Fuller),0.600,1.860
4,11:23,1,10,NYG 44,17,12,Daniel Jones pass incomplete short left,1.860,1.320
4,11:15,2,10,NYG 44,17,12,Saquon Barkley up the middle for 4 yards (tackle by Jamin Davis),1.320,1.160
4,10:41,3,6,NYG 48,17,12,Daniel Jones pass complete short middle to Saquon Barkley for 8 yards (tackle by Kamren Curl),1.160,2.650
4,10:05,1,10,WAS 44,17,12,Daniel Jones pass incomplete short left intended for Daniel Bellinger (defended by Efe Obada),2.650,2.110
4,9:59,2,10,WAS 44,17,12,Daniel Jones right tackle for 2 yards (tackle by Casey Toohill and Jonathan Allen),2.110,1.690
4,9:19,3,8,WAS 42,17,12,Daniel Jones pass incomplete short right intended for Saquon Barkley (defended by Darrick Forrest),1.690,0.460
4,9:13,4,8,WAS 42,17,12,"Jamie Gillan punts 33 yards, fair catch by Dax Milne at WAS-9",0.460,0.380
4,9:06,1,10,WAS 9,17,12,Taylor Heinicke pass complete deep middle to Jahan Dotson for 61 yards (tackle by Jason Pinnock),-0.380,3.580
4,8:17,1,10,NYG 30,17,12,Brian Robinson left end for 19 yards (tackle by Fabian Moreau),3.580,4.840
4,7:47,1,10,NYG 11,17,12,Curtis Samuel left end for 1 yard (tackle by Kayvon Thibodeaux),4.840,4.320
4,6:55,2,9,NYG 10,17,12,Taylor Heinicke pass complete short middle to Terry McLaurin for 5 yards (tackle by Fabian Moreau and Jaylon Smith),4.320,4.440
4,6:16,3,4,NYG 5,17,12,"Taylor Heinicke sacked by and Azeez Ojulari for -9 yards and Dexter Lawrence for -9 yards NYG challenged the fumble ruling, and the original play was overturned. Taylor Heinicke sacked by and Dexter Lawrence for -9 yards and Azeez Ojulari for -9 yards. Taylor Heinicke fumbles (forced by Dexter Lawrence), recovered by Leonard Williams at NYG-14 (tackle by Dexter Lawrence) (tackle by Dexter Lawrence)",4.440,0.280
4,6:06,1,10,NYG 14,17,12,Saquon Barkley left guard for 12 yards (tackle by Darrick Forrest and Montez Sweat),-0.280,0.670
4,5:28,1,10,NYG 26,17,12,Saquon Barkley up the middle for 15 yards (tackle by Bobby McCain and Darrick Forrest),0.670,1.660
4,4:44,1,10,NYG 41,17,12,Saquon Barkley up the middle for 14 yards (tackle by Jonathan Bostic),1.660,2.590
4,4:01,1,10,WAS 45,17,12,Saquon Barkley up the middle for 3 yards (tackle by John Ridgeway),2.590,2.450
4,3:18,2,7,WAS 42,17,12,Daniel Jones right end for 7 yards (tackle by Danny Johnson),2.450,3.250
4,2:27,1,10,WAS 35,17,12,Saquon Barkley left tackle for 1 yard (tackle by Jonathan Allen),3.250,2.840
4,2:20,,,,,,Timeout #1 by Washington Commanders,,
4,2:20,2,9,WAS 34,17,12,Saquon Barkley up the middle for 3 yards (tackle by John Ridgeway and Kamren Curl),2.840,2.540
4,2:15,,,,,,Timeout #2 by Washington Commanders,,
4,2:15,3,6,WAS 31,17,12,"Daniel Jones pass complete short left to Darius Slayton for -1 yards. Darius Slayton fumbles (forced by Bobby McCain), recovered by Darius Slayton at WAS-32",2.540,1.240
4,2:00,4,7,WAS 32,20,12,Graham Gano 50 yard field goal good,1.240,3.000
4,1:55,,,NYG 35,20,12,"Graham Gano kicks off 65 yards, returned by Antonio Gibson for 43 yards (tackle by Nick McCloud)",0.000,1.800
4,1:47,1,10,WAS 43,20,12,Taylor Heinicke pass complete deep right to Curtis Samuel for 27 yards (tackle by Darnay Holmes),1.800,3.580
4,1:34,1,10,NYG 30,20,12,"Taylor Heinicke pass complete to Logan Thomas for 6 yards (tackle by Darnay Holmes) Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Taylor Heinicke pass complete short left to Logan Thomas for 6 yards (tackle by Darnay Holmes)",3.580,3.840
4,1:26,2,4,NYG 24,20,12,Taylor Heinicke pass complete short right to Jahan Dotson for 14 yards (tackle by Nick McCloud),3.840,4.910
4,1:13,1,10,NYG 10,20,12,Taylor Heinicke pass incomplete short middle intended for Jahan Dotson (defended by Nick McCloud),4.910,4.190
4,1:08,,,,,,Timeout #1 by New York Giants,,
4,1:08,2,10,NYG 10,20,12,Taylor Heinicke scrambles right end for 9 yards (tackle by Kayvon Thibodeaux),4.190,5.170
4,1:03,3,1,NYG 1,20,12,"Penalty on Terry McLaurin: Illegal Shift, 5 yards (accepted) (no play)",5.170,4.040
4,1:01,3,6,NYG 6,20,12,Taylor Heinicke pass incomplete short right,4.040,2.990
4,0:56,4,6,NYG 6,20,12,Taylor Heinicke pass incomplete short left intended for Curtis Samuel (defended by Darnay Holmes),2.990,0.380
4,0:48,1,10,NYG 6,20,12,Daniel Jones kneels for -1 yards,-0.380,-0.850
4,0:15,2,11,NYG 5,20,12,Daniel Jones kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
