Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
3,12:07,1,10,JAX 39,7,20,Mike Glennon sacked by DeForest Buckner for -6 yards,1.530,0.180
3,11:31,2,16,JAX 33,7,20,Mike Glennon pass complete short right to Dare Ogunbowale for 2 yards (tackle by T.J. Carrie and Kenny Moore),0.180,-0.230
3,10:51,3,14,JAX 35,7,20,Mike Glennon pass complete short middle to Chris Conley for 15 yards (tackle by Tavon Wilson),-0.230,2.260
3,10:14,1,10,JAX 50,7,20,Dare Ogunbowale up the middle for 11 yards (tackle by Tavon Wilson),2.260,2.980
3,9:40,1,10,IND 39,7,20,Dare Ogunbowale up the middle for -1 yards (tackle by Kenny Moore),2.980,2.300
3,9:05,2,11,IND 40,7,20,Mike Glennon pass complete short right to Keelan Cole for 3 yards (tackle by T.J. Carrie),2.300,2.020
3,8:26,3,8,IND 37,7,20,Mike Glennon pass complete short middle to Keelan Cole for 12 yards (tackle by Tavon Wilson),2.020,3.910
3,7:48,1,10,IND 25,7,20,Mike Glennon pass complete short middle to Eric Saubert for 9 yards (tackle by DeForest Buckner and Anthony Walker),3.910,4.750
3,7:12,2,1,IND 16,7,20,Dare Ogunbowale up the middle for 8 yards (tackle by Anthony Walker),4.750,5.370
3,6:32,1,8,IND 8,13,20,"Mike Glennon pass complete short right to Laviska Shenault for 8 yards, touchdown",5.370,7.000
3,6:26,,,IND 15,14,20,Aldrick Rosas kicks extra point good,0.000,0.000
3,6:26,,,JAX 35,14,20,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,6:26,1,10,IND 25,14,20,Jonathan Taylor up the middle for 4 yards (tackle by Joe Schobert),0.610,0.600
3,5:49,2,6,IND 29,14,20,Jonathan Taylor up the middle for 5 yards (tackle by Joe Schobert and Daniel Ekuale),0.600,0.560
3,5:04,3,1,IND 34,14,20,Jonathan Taylor left guard for no gain (tackle by Adam Gotsis),0.560,-1.110
3,4:28,4,1,IND 34,14,20,"Rigoberto Sanchez punts 40 yards, fair catch by Keelan Cole at JAC-26",-1.110,-0.670
3,4:21,1,10,JAX 26,14,20,Mike Glennon pass incomplete short middle intended for Chris Conley (defended by Darius Leonard),0.670,0.130
3,4:16,2,10,JAX 26,14,20,Mike Glennon pass incomplete short middle intended for Keelan Cole,0.130,-0.560
3,4:13,3,10,JAX 26,14,20,Mike Glennon pass incomplete short right intended for Keelan Cole,-0.560,-1.630
3,4:08,4,10,JAX 26,14,20,"Logan Cooke punts 52 yards, fair catch by Nyheim Hines at IND-22",-1.630,-0.410
3,4:01,1,10,IND 22,14,20,Philip Rivers pass complete deep left to Zach Pascal for 25 yards (tackle by Tre Herndon),0.410,2.060
3,3:18,1,10,IND 47,14,20,Philip Rivers pass complete short middle to Zach Pascal for 16 yards (tackle by Joe Schobert),2.060,3.120
3,2:36,1,10,JAX 37,14,20,Jonathan Taylor right end for no gain (tackle by K'Lavon Chaisson and Daniel Ross),3.120,2.570
3,1:58,2,10,JAX 37,14,20,Philip Rivers pass deep middle intended for T.Y. Hilton is intercepted by Andrew Wingard at JAC-0 and returned for 19 yards,2.570,0.320
3,1:46,1,10,JAX 13,14,20,Dare Ogunbowale up the middle for 1 yard (tackle by Grover Stewart and Denico Autry),-0.320,-0.680
3,1:09,2,9,JAX 14,14,20,Mike Glennon pass complete short middle to Laviska Shenault for 6 yards (tackle by Darius Leonard),-0.680,-0.590
3,0:46,3,3,JAX 20,14,20,Mike Glennon pass complete short right to Chris Conley for 12 yards (tackle by Xavier Rhodes),-0.590,1.070
3,0:15,1,10,JAX 32,14,20,Mike Glennon sacked by and Grover Stewart for -7 yards and Justin Houston for -7 yards,1.070,-0.420
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,JAX 25,14,20,Mike Glennon pass incomplete short right intended for Chris Conley,-0.420,-1.090
4,14:56,3,17,JAX 25,14,20,Mike Glennon pass incomplete deep middle intended for Keelan Cole,-1.090,-1.700
4,14:52,4,17,JAX 25,14,20,"Logan Cooke punts 44 yards, fair catch by Nyheim Hines at IND-31",-1.700,-1.000
4,14:45,1,10,IND 31,14,20,Philip Rivers pass complete short middle to Jack Doyle for 8 yards (tackle by Andrew Wingard),1.000,1.540
4,14:04,2,2,IND 39,14,20,Philip Rivers pass complete short right to T.Y. Hilton for 6 yards (tackle by Chris Claybrooks),1.540,1.930
4,13:23,1,10,IND 45,14,20,Jonathan Taylor right tackle for 9 yards (tackle by Tre Herndon and Jarrod Wilson),1.930,2.600
4,12:48,2,1,JAX 46,14,20,Jonathan Taylor right tackle for 4 yards (tackle by Tre Herndon),2.600,2.790
4,12:06,1,10,JAX 42,14,20,Philip Rivers pass incomplete deep left intended for Zach Pascal,2.790,2.240
4,12:00,2,10,JAX 42,14,20,Philip Rivers pass complete short middle to Jack Doyle for 2 yards (tackle by Josiah Scott),2.240,1.820
4,11:17,3,8,JAX 40,14,20,Philip Rivers pass incomplete deep right intended for T.Y. Hilton,1.820,0.590
4,11:12,4,8,JAX 40,14,20,"Rigoberto Sanchez punts 40 yards, touchback.",0.590,-0.280
4,11:02,1,10,JAX 20,14,20,Mike Glennon pass complete short left to Laviska Shenault for 21 yards (tackle by T.J. Carrie),0.280,1.660
4,10:24,1,10,JAX 41,14,20,Dare Ogunbowale left end for 9 yards (tackle by Darius Leonard),1.660,2.340
4,9:56,2,1,JAX 50,14,20,Dare Ogunbowale up the middle for no gain (tackle by Grover Stewart),2.340,1.620
4,9:22,3,1,JAX 50,14,20,Mike Glennon right guard for 2 yards (tackle by Al-Quadin Muhammad),1.620,2.390
4,8:45,1,10,IND 48,14,20,Mike Glennon pass incomplete short left,2.390,1.850
4,8:38,2,10,IND 48,14,20,Mike Glennon pass incomplete short right intended for Tyler Eifert (defended by Darius Leonard),1.850,1.160
4,8:36,3,10,IND 48,14,20,Mike Glennon sacked by Kemoko Turay for -5 yards,1.160,-0.260
4,8:06,4,15,JAX 47,14,20,"Logan Cooke punts 39 yards, returned by Nyheim Hines for 14 yards (tackle by Eric Saubert and Shaquille Quarterman)",-0.260,-0.810
4,7:55,1,10,IND 28,14,20,Philip Rivers pass incomplete deep middle intended for T.Y. Hilton (defended by Adam Gotsis),0.810,0.260
4,7:51,2,10,IND 28,14,20,"Philip Rivers pass complete short right to Michael Pittman for 13 yards (tackle by Tre Herndon and Jarrod Wilson). Penalty on Jarrod Wilson: Lowering the Head to Initiate Contact, 15 yards",0.260,2.650
4,7:33,1,10,JAX 44,14,20,Jonathan Taylor right end for -2 yards (tackle by Andrew Wingard),2.650,1.840
4,6:49,2,12,JAX 46,14,20,Philip Rivers pass complete short left to Jonathan Taylor for 1 yard (tackle by Myles Jack),1.840,1.290
4,6:06,3,11,JAX 45,14,20,Philip Rivers pass incomplete short left intended for Jonathan Taylor,1.290,0.270
4,6:00,4,11,JAX 45,14,20,"Rigoberto Sanchez punts 40 yards, returned by Brandon Watson for 3 yards (tackle by George Odum)",0.270,0.370
4,5:50,1,10,JAX 11,14,20,Laviska Shenault right end for -2 yards (tackle by Julian Blackmon),-0.370,-0.930
4,5:17,2,12,JAX 9,14,20,Mike Glennon pass complete short middle to Chris Conley for 6 yards (tackle by Darius Leonard),-0.930,-0.950
4,4:40,3,6,JAX 15,14,20,Mike Glennon pass incomplete short left intended for Terry Godwin,-0.950,-2.440
4,4:36,4,6,JAX 15,14,20,"Logan Cooke punts 46 yards, returned by Nyheim Hines for 11 yards (tackle by Andrew Wingard)",-2.440,-2.260
4,4:26,1,10,IND 50,14,20,Jonathan Taylor left end for 5 yards (tackle by Daniel Ekuale),2.260,2.390
4,3:44,2,5,JAX 45,14,26,"Jonathan Taylor up the middle for 45 yards, touchdown",2.390,7.000
4,3:35,,,JAX 2,14,28,"Two Point Attempt: Philip Rivers pass complete to T.Y. Hilton, conversion succeeds",1.000,1.000
4,3:35,,,IND 35,14,28,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
4,3:35,1,10,JAX 25,14,28,Mike Glennon pass incomplete short middle intended for Keelan Cole,0.610,0.060
4,3:32,2,10,JAX 25,14,28,Mike Glennon pass complete short left to Chris Conley for 13 yards (tackle by Julian Blackmon),0.060,1.470
4,3:27,1,10,JAX 38,14,28,Mike Glennon pass complete short left to Dare Ogunbowale for 11 yards (tackle by Darius Leonard and Bobby Okereke),1.470,2.190
4,3:01,1,10,JAX 49,14,28,"Mike Glennon pass incomplete short middle intended for Dare Ogunbowale (defended by DeForest Buckner). Penalty on Cam Robinson: Unnecessary Roughness, 15 yards",2.190,-0.380
4,2:56,2,25,JAX 34,14,28,Mike Glennon pass complete short right to James O'Shaughnessy for 10 yards (tackle by Bobby Okereke),-0.380,0.300
4,2:33,3,15,JAX 44,14,28,Mike Glennon pass complete short right to Dare Ogunbowale for 3 yards (tackle by Darius Leonard),0.300,-0.260
4,2:26,4,12,JAX 47,14,28,Mike Glennon pass complete short left to Laviska Shenault for 6 yards (tackle by Kenny Moore),-0.260,-2.060
4,2:20,1,10,IND 47,14,28,Jonathan Taylor right end for 1 yard (tackle by Adam Gotsis),2.060,1.650
4,2:14,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,2:14,2,9,IND 48,14,28,Jonathan Taylor up the middle for 6 yards (tackle by Joe Giles-Harris and Jarrod Wilson),1.650,1.750
4,2:00,3,3,JAX 46,14,28,Jonathan Taylor right tackle for 5 yards (tackle by Tre Herndon and Joe Schobert),1.750,2.850
4,1:14,1,10,JAX 41,14,28,Philip Rivers kneels for -1 yards,2.850,2.170
4,0:37,2,11,JAX 42,14,28,Philip Rivers kneels for -1 yards,2.170,1.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
