Quarter,Time,Tm,Detail,JAX,IND
1.0,10:16,Colts,T.Y. Hilton 6 yard pass from Philip Rivers (Rodrigo Blankenship kick),0,7
,1:16,Colts,Rodrigo Blankenship 22 yard field goal,0,10
2.0,11:40,Colts,Jonathan Taylor 1 yard rush (Rodrigo Blankenship kick),0,17
,2:38,Colts,Rodrigo Blankenship 24 yard field goal,0,20
,0:27,Jaguars,Laviska Shenault Jr. 9 yard pass from Mike Glennon (Aldrick Rosas kick),7,20
3.0,6:26,Jaguars,Laviska Shenault Jr. 8 yard pass from Mike Glennon (Aldrick Rosas kick),14,20
4.0,3:35,Colts,Jonathan Taylor 45 yard rush (T.Y. Hilton pass from Philip Rivers),14,28
