Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dare Ogunbowale,JAX,14,50,0,2,26,1.9,24,1.7,1,14.0
Mike Glennon,JAX,1,2,0,1,2,2.0,0,0.0,0,
Terry Godwin,JAX,1,3,0,0,1,1.0,2,2.0,0,
Laviska Shenault Jr.,JAX,1,-2,0,0,-2,-2.0,0,0.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,30,253,2,10,172,5.7,81,2.7,4,7.5
Jacoby Brissett,IND,2,3,0,1,1,0.5,2,1.0,0,
Nyheim Hines,IND,2,17,0,1,16,8.0,1,0.5,0,
Philip Rivers,IND,2,-2,0,0,-2,-1.0,0,0.0,0,
Michael Pittman Jr.,IND,1,2,0,0,0,0.0,2,2.0,0,
