Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
1,9:45,3,12,JAX 25,0,0,Blaine Gabbert pass complete short middle to Rashad Jennings for 9 yards (tackle by Miles Burris and Joselio Hanson),-0.760,-1.110
1,9:07,4,3,JAX 34,0,0,"Bryan Anger punts 40 yards, muffed catch by Denarius Moore, recovered by Denarius Moore and returned for no gain",-1.110,-0.810
1,8:57,1,10,OAK 28,0,0,Carson Palmer pass incomplete deep right intended for Denarius Moore,0.810,0.260
1,8:52,2,10,OAK 28,0,0,Darren McFadden left tackle for 4 yards (tackle by Jeremy Mincey and Paul Posluszny),0.260,0.100
1,8:08,3,6,OAK 32,0,0,Carson Palmer pass complete deep right to Darrius Heyward-Bey for 59 yards (tackle by Chris Prosinski),0.100,5.140
1,7:38,1,9,JAX 9,0,0,Darren McFadden left tackle for 1 yard (tackle by George Selvie and Terrance Knighton),5.140,4.570
1,6:59,2,8,JAX 8,0,0,Carson Palmer pass incomplete short right intended for Brandon Myers,4.570,3.580
1,6:55,3,8,JAX 8,0,0,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 5 yards (tackle by Paul Posluszny),3.580,3.040
1,6:16,4,3,JAX 3,0,3,Sebastian Janikowski 21 yard field goal good,3.040,3.000
1,6:13,,,OAK 35,0,3,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
1,6:13,1,10,JAX 20,0,3,Blaine Gabbert pass incomplete short right intended for Justin Blackmon,0.280,-0.270
1,6:08,2,10,JAX 20,0,3,Rashad Jennings up the middle for 4 yards (tackle by Tommy Kelly),-0.270,-0.430
1,5:30,3,6,JAX 24,0,3,Blaine Gabbert pass complete short middle to Rashad Jennings for 13 yards (tackle by Tyvon Branch),-0.430,1.400
1,4:46,1,10,JAX 37,0,3,Blaine Gabbert pass complete deep right to Cecil Shorts for 19 yards (tackle by Phillip Adams),1.400,2.650
1,4:10,1,10,OAK 44,0,3,Rashad Jennings left guard for 2 yards (tackle by Miles Burris),2.650,2.380
1,3:32,2,8,OAK 42,6,3,"Blaine Gabbert pass complete deep left to Cecil Shorts for 42 yards, touchdown",2.380,7.000
1,3:32,,,OAK 2,7,3,Josh Scobee kicks extra point good,0.000,0.000
1,3:24,,,JAX 35,7,3,"Josh Scobee kicks off 66 yards, returned by Mike Goodson for 45 yards (tackle by Josh Scobee)",0.000,1.860
1,3:15,1,10,OAK 44,7,3,Carson Palmer pass complete short middle to Marcel Reece for 3 yards (tackle by Paul Posluszny),1.860,1.720
1,2:34,2,7,OAK 47,7,3,Darren McFadden left end for no gain (tackle by Derek Cox),1.720,1.030
1,1:50,3,7,OAK 47,7,3,Carson Palmer pass complete short middle to Darren McFadden for 4 yards (tackle by Derek Cox),1.030,0.000
1,1:17,4,3,JAX 49,7,3,"Shane Lechler punts 38 yards, fair catch by Aaron Ross",0.000,0.370
1,1:12,1,10,JAX 11,7,3,"Blaine Gabbert for no gain. Blaine Gabbert fumbles, recovered by Blaine Gabbert at JAX-11. Penalty on Christo Bilukidi: Defensive Offside, 5 yards (no play)",-0.370,0.170
1,0:52,1,5,JAX 16,7,3,"Penalty on Matt Shaughnessy: Encroachment, 5 yards (no play)",0.170,0.340
1,0:34,1,10,JAX 21,7,3,Blaine Gabbert pass complete short left to Rashad Jennings for 5 yards (tackle by Patrick Lee),0.340,0.480
1,0:10,2,5,JAX 26,7,3,Blaine Gabbert pass complete short left to Marcedes Lewis for 9 yards (tackle by Miles Burris),0.480,1.270
Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 35,7,3,Rashad Jennings right end for 3 yards (tackle by Michael Huff and Miles Burris),1.270,1.130
2,14:19,2,7,JAX 38,7,3,"Blaine Gabbert sacked by Tommy Kelly for 0 yards. Penalty on Tommy Kelly: Neutral Zone Infraction, 5 yards (no play)",1.130,1.800
2,13:58,2,2,JAX 43,7,3,Rashad Jennings left guard for 4 yards (tackle by Rolando McClain),1.800,2.060
2,13:18,1,10,JAX 47,7,3,Rashad Jennings right tackle for 1 yard (tackle by Miles Burris and Andre Carter),2.060,1.650
2,12:39,2,9,JAX 48,7,3,Blaine Gabbert pass incomplete deep middle intended for Cecil Shorts (defended by Michael Huff),1.650,0.960
2,12:33,3,9,JAX 48,7,3,Blaine Gabbert pass incomplete deep middle intended for Cecil Shorts,0.960,-0.190
2,12:28,4,9,JAX 48,7,3,"Bryan Anger punts 36 yards, muffed catch by Phillip Adams, recovered by Russell Allen and returned for no gain",-0.190,4.510
2,12:20,1,10,OAK 16,7,3,Blaine Gabbert pass complete short middle to Mike Thomas for 11 yards (tackle by Joselio Hanson and Michael Huff),4.510,6.060
2,11:42,1,5,OAK 5,7,3,Blaine Gabbert pass incomplete short right intended for Rashad Jennings,6.060,5.150
2,11:38,2,5,OAK 5,13,3,"Rashad Jennings up the middle for 5 yards, touchdown",5.150,7.000
2,11:38,,,OAK 2,14,3,Josh Scobee kicks extra point good,0.000,0.000
2,11:34,,,JAX 35,14,3,"Josh Scobee kicks off 70 yards, returned by Mike Goodson for 25 yards (tackle by Jalen Parmele)",0.000,0.280
2,11:29,1,10,OAK 20,14,3,Darren McFadden left tackle for 1 yard (tackle by Terrance Knighton),0.280,-0.130
2,10:50,2,9,OAK 21,14,3,Carson Palmer pass complete short right to Brandon Myers for 3 yards (tackle by Kyle Bosworth),-0.130,-0.430
2,10:08,3,6,OAK 24,14,3,Carson Palmer pass incomplete short right intended for Derek Hagan,-0.430,-1.770
2,9:59,4,6,OAK 24,14,3,"Shane Lechler punts 45 yards, returned by Micheal Spurlock for 2 yards (tackle by Michael Mitchell)",-1.770,-1.140
2,9:53,1,10,JAX 33,14,3,Rashad Jennings left tackle for 7 yards (tackle by Rolando McClain),1.140,1.540
2,9:10,2,3,JAX 40,14,3,Rashad Jennings right guard for 2 yards (tackle by Rolando McClain and Tyvon Branch),1.540,1.090
2,8:33,3,1,JAX 42,14,3,Rashad Jennings left guard for -1 yards (tackle by Desmond Bryant),1.090,-0.650
2,7:53,4,2,JAX 41,14,3,Bryan Anger punts 36 yards,-0.650,-0.480
2,7:40,1,10,OAK 23,14,3,Carson Palmer pass complete short left to Darrius Heyward-Bey for 9 yards (tackle by Aaron Ross),0.480,1.150
2,7:02,2,1,OAK 32,14,3,Carson Palmer pass incomplete short middle intended for Denarius Moore is intercepted by Derek Cox at OAK-38 and returned for 2 yards,1.150,-3.180
2,6:52,1,10,OAK 36,14,3,Chad Henne pass incomplete short right intended for Zach Potter,3.180,2.640
2,6:44,2,10,OAK 36,14,3,Rashad Jennings right tackle for 4 yards (tackle by Richard Seymour),2.640,2.480
2,6:06,3,6,OAK 32,14,3,Chad Henne pass incomplete short middle intended for Cecil Shorts,2.480,1.250
2,6:02,4,6,OAK 32,17,3,Josh Scobee 50 yard field goal good,1.250,3.000
2,5:57,,,JAX 35,17,3,"Josh Scobee kicks onside 10 yards, recovered by Antwon Blake (onside kick successful)",0.000,1.930
2,5:56,1,10,JAX 45,17,3,Rashad Jennings right end for -1 yards (tackle by Michael Huff),1.930,1.250
2,5:11,2,11,JAX 44,17,3,Chad Henne pass complete short left to Cecil Shorts for 10 yards (tackle by Phillip Adams),1.250,0.000
2,4:39,,,,17,3,Timeout #1 by Oakland Raiders,0.000,1.880
2,4:39,3,1,OAK 46,17,3,Chad Henne pass incomplete short left intended for Jalen Parmele,1.880,0.000
2,4:35,,,,17,3,Timeout #1 by Jacksonville Jaguars,0.000,0.200
2,4:35,4,1,OAK 46,17,3,Chad Henne pass incomplete short right intended for Kevin Elliott,0.200,-1.990
2,4:29,1,10,OAK 46,17,3,Carson Palmer pass complete short left to Marcel Reece for 9 yards (tackle by Julian Stanford),1.990,2.670
2,3:55,2,1,JAX 45,17,3,Darren McFadden left tackle for 1 yard (tackle by Daryl Smith),2.670,2.650
2,3:16,1,10,JAX 44,17,3,Carson Palmer right end for 9 yards (tackle by Russell Allen),2.650,3.330
2,2:51,2,1,JAX 35,17,3,Darren McFadden left tackle for 4 yards (tackle by Tyson Alualu),3.330,3.510
2,2:15,1,10,JAX 31,17,3,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey,3.510,2.970
2,2:08,2,10,JAX 31,17,3,Carson Palmer pass complete short middle to Brandon Myers for 9 yards (tackle by Russell Allen),2.970,3.470
2,2:00,3,1,JAX 22,17,3,Owen Schmitt up the middle for 2 yards (tackle by Jeremy Mincey),3.470,4.240
2,1:26,1,10,JAX 20,17,3,Carson Palmer pass incomplete short right intended for Denarius Moore,4.240,3.690
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,1:24,2,10,JAX 20,17,3,Carson Palmer pass complete short middle to Brandon Myers for 5 yards (tackle by Paul Posluszny and Austen Lane),3.690,3.700
2,0:43,3,5,JAX 15,17,3,Carson Palmer pass incomplete short left intended for Brandon Myers,3.700,2.490
2,0:38,4,5,JAX 15,17,6,Sebastian Janikowski 33 yard field goal good,2.490,3.000
2,0:34,,,OAK 35,17,6,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,0.280
2,0:34,1,10,JAX 20,17,6,Chad Henne kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,17,6,"Josh Scobee kicks off 67 yards, touchback",0.000,0.280
3,15:00,1,10,OAK 20,17,6,Darren McFadden right tackle for 1 yard (tackle by Austen Lane),0.280,-0.130
3,14:27,2,9,OAK 21,17,6,"Carson Palmer for no gain. Carson Palmer fumbles, recovered by Carson Palmer at OAK-21",-0.130,-0.820
3,13:53,3,9,OAK 21,17,6,Carson Palmer pass incomplete short right intended for Darren McFadden,-0.820,-1.960
3,13:45,4,9,OAK 21,17,6,"Shane Lechler punts 46 yards, returned by Micheal Spurlock for 28 yards (tackle by David Ausberry)",-1.960,-2.980
3,13:31,1,10,OAK 39,17,6,Rashad Jennings up the middle for 8 yards (tackle by Patrick Lee and Tyvon Branch),2.980,3.520
3,12:50,2,2,OAK 31,17,6,Rashad Jennings right guard for 4 yards (tackle by Tommy Kelly),3.520,3.780
3,12:15,1,10,OAK 27,17,6,Rashad Jennings right end for 3 yards (tackle by Philip Wheeler and Lamarr Houston),3.780,3.640
3,11:34,2,7,OAK 24,17,6,Chad Henne pass incomplete short right intended for Justin Blackmon,3.640,2.940
3,11:30,3,7,OAK 24,17,6,Chad Henne left end for 2 yards (tackle by Tommy Kelly and Desmond Bryant),2.940,2.040
3,10:48,4,5,OAK 22,20,6,Josh Scobee 40 yard field goal good,2.040,3.000
3,10:42,,,JAX 35,20,6,"Josh Scobee kicks off 67 yards, returned by Mike Goodson for 17 yards (tackle by William Middleton)",0.000,-0.220
3,10:35,1,10,OAK 15,20,6,Carson Palmer pass complete short left to Mike Goodson for 6 yards (tackle by Julian Stanford),-0.220,0.210
3,9:54,2,4,OAK 21,20,6,Darren McFadden left tackle for 8 yards (tackle by Dawan Landry and Daryl Smith),0.210,0.870
3,9:11,1,10,OAK 29,20,6,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 12 yards (tackle by Dawan Landry),0.870,1.660
3,8:43,1,10,OAK 41,20,6,Darren McFadden up the middle for 3 yards (tackle by Austen Lane),1.660,1.530
3,8:03,2,7,OAK 44,20,6,"Carson Palmer pass incomplete deep right intended for Denarius Moore (defended by Rashean Mathis). Penalty on Rashean Mathis: Defensive Pass Interference, 33 yards (no play)",1.530,4.040
3,7:57,1,10,JAX 23,20,6,Carson Palmer pass complete short right to Darren McFadden for 9 yards (tackle by C.J. Mosley),4.040,4.950
3,7:30,2,1,JAX 14,20,6,Darren McFadden right tackle for 3 yards (tackle by Paul Posluszny),4.950,4.840
3,6:51,1,10,JAX 11,20,6,Darren McFadden up the middle for 3 yards (tackle by C.J. Mosley and Dawan Landry),4.840,4.700
3,6:12,2,7,JAX 8,20,6,Carson Palmer pass incomplete short left intended for Juron Criner,4.700,3.760
3,6:07,3,7,JAX 8,20,12,"Carson Palmer pass complete short middle to Denarius Moore for 8 yards, touchdown",3.760,7.000
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
3,6:07,,,JAX 2,20,13,Sebastian Janikowski kicks extra point good,0.000,0.000
3,6:01,,,OAK 35,20,13,"Sebastian Janikowski kicks off 66 yards, returned by Micheal Spurlock for 18 yards (tackle by Brandian Ross)",0.000,-0.060
3,5:55,1,10,JAX 17,20,13,Chad Henne sacked by Miles Burris for -10 yards,-0.060,-1.510
3,5:18,2,20,JAX 7,20,13,Chad Henne pass complete short right to Rashad Jennings for -4 yards (tackle by Lamarr Houston),-1.510,-3.060
3,4:31,3,24,JAX 3,20,13,Chad Henne pass complete short middle to Rashad Jennings for 2 yards (tackle by Michael Huff),-3.060,-2.490
3,3:44,4,22,JAX 5,20,13,"Bryan Anger punts 45 yards, returned by Phillip Adams for no gain. Penalty on Michael Mitchell: Offensive Holding, 10 yards",-2.490,-1.600
3,3:32,1,10,OAK 40,20,13,Carson Palmer pass complete short middle to Brandon Myers for 7 yards (tackle by Aaron Ross),1.600,2.000
3,2:53,2,3,OAK 47,20,13,Carson Palmer pass complete short middle to Darren McFadden for 4 yards (tackle by Paul Posluszny),2.000,2.320
3,2:15,1,10,JAX 49,20,13,Carson Palmer pass incomplete short left intended for Darren McFadden,2.320,1.780
3,2:09,2,10,JAX 49,20,13,Darren McFadden left tackle for 1 yard (tackle by Paul Posluszny),1.780,1.220
3,1:31,3,9,JAX 48,20,13,Carson Palmer left end for 3 yards (tackle by Russell Allen),1.220,0.270
3,1:13,4,6,JAX 45,20,13,"Shane Lechler punts 45 yards, touchback",0.270,-0.280
3,1:07,1,10,JAX 20,20,13,Rashad Jennings left end for -2 yards (tackle by Richard Seymour and Rolando McClain),0.280,-0.630
3,0:23,2,12,JAX 18,20,13,Chad Henne pass incomplete short right intended for Justin Blackmon,-0.630,-1.330
3,0:20,3,12,JAX 18,20,13,Chad Henne pass complete short left to Rashad Jennings for 7 yards (tackle by Matt Giordano),-1.330,-1.700
Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,JAX 25,20,13,"Bryan Anger punts 44 yards, returned by Phillip Adams for 1 yard (tackle by Antwon Blake)",-1.700,-1.070
4,14:51,1,10,OAK 32,20,13,"Carson Palmer sacked by Terrance Knighton for -8 yards. Carson Palmer fumbles (forced by Terrance Knighton), recovered by C.J. Mosley at OAK-24 (tackle by Darren McFadden)",1.070,-3.970
4,14:43,1,10,OAK 24,20,13,Rashad Jennings up the middle for no gain (tackle by Philip Wheeler),3.970,3.430
4,14:03,2,10,OAK 24,20,13,Chad Henne up the middle for 3 yards (tackle by Joselio Hanson and Philip Wheeler),3.430,3.140
4,13:18,3,7,OAK 21,20,13,Chad Henne sacked by Lamarr Houston for -6 yards,3.140,1.670
4,12:46,4,13,OAK 27,23,13,Josh Scobee 45 yard field goal good,1.670,3.000
4,12:40,,,JAX 35,23,13,"Josh Scobee kicks off 61 yards, returned by Mike Goodson for 12 yards (tackle by Kyle Bosworth). Penalty on Coye Francies: Offensive Holding, 8 yards",0.000,-0.380
4,12:31,1,10,OAK 8,23,13,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey (defended by Paul Posluszny),-0.380,-0.780
4,12:26,2,10,OAK 8,23,13,Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey,-0.780,-1.420
4,12:23,3,10,OAK 8,23,13,"Carson Palmer pass complete short left to Brandon Myers for 4 yards (tackle by Derek Cox). Penalty on Andre Branch: Roughing the Passer, 15 yards",-1.420,0.740
4,11:57,1,10,OAK 27,23,13,Carson Palmer pass complete deep middle to Marcel Reece for 35 yards (tackle by Julian Stanford),0.740,3.050
4,11:28,1,10,JAX 38,23,13,Carson Palmer pass complete short middle to Brandon Myers for -1 yards (tackle by Paul Posluszny),3.050,2.370
4,10:56,2,11,JAX 39,23,13,Darren McFadden up the middle for 2 yards (tackle by C.J. Mosley),2.370,1.950
4,10:26,3,9,JAX 37,23,13,Carson Palmer pass complete short middle to Brandon Myers for 17 yards (tackle by Dawan Landry),1.950,4.240
4,9:52,1,10,JAX 20,23,13,Carson Palmer pass complete short middle to Marcel Reece for 11 yards (tackle by Mike Harris),4.240,5.140
4,9:04,1,9,JAX 9,23,13,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",5.140,4.440
4,8:43,1,14,JAX 14,23,13,"Carson Palmer pass complete short left to Darrius Heyward-Bey for 5 yards (tackle by Russell Allen). Penalty on Owen Schmitt: Offensive Pass Interference, 10 yards (no play)",4.440,3.970
4,8:19,1,24,JAX 24,23,13,Carson Palmer pass complete short right to Darren McFadden for 11 yards (tackle by Chris Prosinski),3.970,3.720
4,7:48,2,13,JAX 13,23,13,Darren McFadden right guard for no gain (tackle by Jeremy Mincey),3.720,0.000
4,7:01,,,,23,13,Timeout #1 by Oakland Raiders,0.000,3.060
4,7:00,3,13,JAX 13,23,13,Carson Palmer pass incomplete short left intended for Rod Streater,3.060,2.570
4,6:56,4,13,JAX 13,23,16,Sebastian Janikowski 31 yard field goal good,2.570,3.000
4,6:52,,,OAK 35,23,16,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
4,6:52,1,10,JAX 20,23,16,Chad Henne pass incomplete short left intended for Mike Thomas (defended by Joselio Hanson),0.280,-0.270
4,6:48,2,10,JAX 20,23,16,Chad Henne pass incomplete short left intended for Cecil Shorts,-0.270,0.000
4,6:45,,,,23,16,Timeout #2 by Oakland Raiders,0.000,-0.960
4,6:45,3,10,JAX 20,23,16,Chad Henne pass incomplete short left intended for Rashad Jennings,-0.960,-2.030
4,6:40,4,10,JAX 20,23,16,Bryan Anger punts 38 yards,-2.030,-1.730
4,6:31,1,10,OAK 42,23,16,Carson Palmer sacked by Jeremy Mincey for -8 yards,1.730,0.110
4,6:09,2,18,OAK 34,23,16,Carson Palmer pass complete short left to Denarius Moore for 17 yards (tackle by Dawan Landry),0.110,1.690
4,5:44,3,1,JAX 49,23,16,Carson Palmer up the middle for 2 yards (tackle by Terrance Knighton),1.690,2.460
4,5:12,1,10,JAX 47,23,16,Carson Palmer pass incomplete deep middle intended for Marcel Reece (defended by Mike Harris),2.460,1.910
4,5:07,2,10,JAX 47,23,16,Darren McFadden left tackle for 4 yards (tackle by Russell Allen),1.910,1.750
4,4:39,3,6,JAX 43,23,16,Carson Palmer pass complete short left to Rod Streater for 18 yards (tackle by Derek Cox),1.750,3.910
4,4:10,1,10,JAX 25,23,16,Carson Palmer pass incomplete deep middle intended for Marcel Reece (defended by Mike Harris),3.910,3.360
4,4:05,2,10,JAX 25,23,16,Carson Palmer pass incomplete short middle intended for Brandon Myers,3.360,2.680
4,4:00,3,10,JAX 25,23,16,Carson Palmer pass incomplete deep right intended for Rod Streater (defended by Aaron Ross),2.680,0.000
4,3:53,,,,23,16,Timeout #3 by Oakland Raiders,0.000,1.800
4,3:53,4,10,JAX 25,23,16,"Carson Palmer pass incomplete deep right intended for Darrius Heyward-Bey. Penalty on Aaron Ross: Defensive Pass Interference, 24 yards (no play)",1.800,6.970
4,3:48,1,1,JAX 1,23,16,Darren McFadden right end for no gain (tackle by C.J. Mosley). Penalty on JAX: Defensive 12 On-field (no play),6.970,6.970
4,3:38,1,1,JAX 1,23,22,"Carson Palmer up the middle for 1 yard, touchdown",6.970,7.000
4,3:38,,,JAX 2,23,23,Sebastian Janikowski kicks extra point good,0.000,0.000
4,3:34,,,OAK 35,23,23,"Sebastian Janikowski kicks off 66 yards, touchback",0.000,0.280
4,3:34,1,10,JAX 20,23,23,Chad Henne pass complete short right to Rashad Jennings for 26 yards (tackle by Tyvon Branch),0.280,1.990
4,2:56,1,10,JAX 46,23,23,"Chad Henne pass complete deep right to Cecil Shorts for 17 yards. Penalty on Cecil Shorts: Offensive Pass Interference, 10 yards (no play)",1.990,1.330
4,2:51,1,20,JAX 36,23,23,Rashad Jennings up the middle for 1 yard (tackle by Lamarr Houston),1.330,0.240
4,2:09,2,19,JAX 37,23,23,Chad Henne pass complete short left to Mike Thomas for 6 yards (tackle by Tyvon Branch),0.240,0.370
4,2:00,3,13,JAX 43,23,23,Chad Henne pass complete short left to Marcedes Lewis for 9 yards (tackle by Miles Burris and Tyvon Branch),0.370,0.000
4,1:52,,,,23,23,Timeout #1 by Jacksonville Jaguars,0.000,0.070
4,1:51,4,4,OAK 48,23,23,"Bryan Anger punts 48 yards, touchback",0.070,-0.280
4,1:43,1,10,OAK 20,23,23,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",0.280,-0.310
4,1:43,1,15,OAK 15,23,23,Carson Palmer pass complete short right to Denarius Moore for 6 yards (tackle by Chris Prosinski),-0.310,-0.130
4,1:25,2,9,OAK 21,23,23,Carson Palmer pass complete short middle to Denarius Moore for 5 yards (tackle by Derek Cox),-0.130,-0.160
4,1:17,3,4,OAK 26,23,23,Carson Palmer pass incomplete short left intended for Darren McFadden,-0.160,-1.630
4,1:14,4,4,OAK 26,23,23,"Shane Lechler punts 41 yards, returned by Micheal Spurlock for 10 yards (tackle by Keenan Clayton)",-1.630,-1.800
4,1:06,1,10,JAX 43,23,23,Chad Henne pass complete short left to Justin Blackmon for 7 yards (tackle by Tyvon Branch),1.800,2.200
4,0:43,2,3,,23,23,Chad Henne pass incomplete short right intended for Cecil Shorts (defended by Michael Huff),2.200,1.490
4,0:41,3,3,,23,23,Chad Henne pass incomplete short right intended for Cecil Shorts,1.490,-0.060
4,0:36,4,3,,23,23,"Bryan Anger punts 37 yards, fair catch by Phillip Adams",-0.060,0.320
4,0:29,1,10,OAK 13,23,23,Darren McFadden up the middle for 5 yards (tackle by Andre Branch),-0.320,0.000
4,0:25,,,,23,23,Timeout #2 by Jacksonville Jaguars,0.000,-0.140
4,0:25,2,5,OAK 18,23,23,Darren McFadden up the middle for 13 yards (tackle by Dawan Landry),-0.140,1.000
4,0:18,1,10,OAK 31,23,23,Carson Palmer spiked the ball,1.000,0.460
4,0:11,2,10,OAK 31,23,23,Carson Palmer pass complete deep left to Rod Streater for 23 yards,0.460,2.520
4,0:06,1,10,JAX 46,23,23,Sebastian Janikowski 64 yard field goal no good,2.520,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,JAX,OAK,Detail,EPB,EPA
,,,,,,,"Jaguars won the coin toss, Jaguars to receive the overtime kickoff.",,
OT,15:00,,,OAK 35,23,23,"Sebastian Janikowski kicks off 60 yards, returned by Mike Thomas for 14 yards (tackle by Michael Mitchell)",0.000,0.150
OT,14:53,1,10,JAX 19,23,23,Rashad Jennings up the middle for no gain (tackle by Rolando McClain and Lamarr Houston),0.150,-0.390
OT,14:13,2,10,JAX 19,23,23,Chad Henne sacked by Richard Seymour for -10 yards,-0.390,-2.590
OT,13:37,3,20,JAX 9,23,23,"Chad Henne pass complete short middle to Cecil Shorts for 8 yards (tackle by Lamarr Houston). Cecil Shorts fumbles (forced by Lamarr Houston), recovered by Joselio Hanson at JAX-21 (tackle by Marcedes Lewis)",-2.590,-4.170
OT,13:31,1,10,JAX 21,23,23,Carson Palmer kneels for -1 yards,4.170,3.490
OT,12:58,2,11,JAX 22,23,26,Sebastian Janikowski 40 yard field goal good,3.490,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
