#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:33,OAK 34,3,1:30,-6,Punt
2,1,8:57,OAK 28,7,2:44,69,Field Goal
3,1,3:24,OAK 44,3,2:12,7,Punt
4,2,11:34,OAK 20,3,1:41,4,Punt
5,2,7:40,OAK 23,2,0:48,9,Interception
6,2,4:29,OAK 46,11,3:55,39,Field Goal
7,3,15:00,OAK 20,3,1:29,1,Punt
8,3,10:42,OAK 15,9,4:41,85,Touchdown
9,3,3:32,OAK 40,5,2:25,15,Punt
10,4,14:51,OAK 32,1,0:08,-8,Fumble
11,4,12:40,OAK 8,12,5:48,79,Field Goal
12,4,6:31,OAK 42,10,2:57,58,Touchdown
13,4,1:43,OAK 20,3,0:37,6,Punt
14,4,0:29,OAK 13,5,0:29,41,Missed FG
15,5,13:31,JAX 21,2,0:37,-1,Field Goal
