Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
1,1:33,3,3,NYJ 25,0,7,"Penalty on NYJ: Offensive 12 On-field, 5 yards (no play)",-0.270,-0.910
1,0:38,3,8,NYJ 20,0,7,Geno Smith pass incomplete deep right intended for Jeff Cumberland (defended by Marcus Gilchrist),-0.910,-2.030
1,0:29,4,8,NYJ 20,0,7,"Ryan Quigley punts 64 yards, returned by Eddie Royal for 2 yards (tackle by Josh Bush). Penalty on Chris Davis: Illegal Block Above the Waist, 9 yards",-2.030,0.380
1,0:12,1,10,SDG 9,0,7,Donald Brown up the middle for 3 yards (tackle by Damon Harrison),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,SDG 12,0,7,Donald Brown up the middle for 2 yards (tackle by Dawan Landry and Jason Babin),-0.560,-0.840
2,14:25,3,5,SDG 14,0,7,Philip Rivers pass complete short left to Antonio Gates for 28 yards (tackle by Dawan Landry),-0.840,1.730
2,13:52,1,10,SDG 42,0,7,Branden Oliver up the middle for 4 yards (tackle by Calvin Pace and Damon Harrison),1.730,1.730
2,13:09,2,6,SDG 46,0,7,Philip Rivers pass incomplete,1.730,1.030
2,13:00,3,6,SDG 46,0,7,Philip Rivers pass complete deep middle to Eddie Royal for 32 yards (tackle by Kyle Wilson),1.030,1.030
2,12:15,3,6,SDG 46,0,7,Timeout #1 by San Diego Chargers,1.030,4.110
2,12:15,1,10,NYJ 22,0,7,Philip Rivers pass incomplete deep left intended for Keenan Allen is intercepted by Phillip Adams at NYJ-0,4.110,-0.280
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,12:05,1,10,NYJ 20,0,7,"Chris Johnson right tackle for no gain (tackle by Ricardo Mathews and Jarret Johnson). Chris Johnson fumbles (forced by Ricardo Mathews), recovered by Jahleel Addae at NYJ-20 (tackle by Chris Johnson)",0.280,-4.240
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,11:57,1,10,NYJ 20,0,7,"Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by David Harris). Penalty on David Harris: Illegal Contact, 5 yards (no play)",4.240,4.580
2,11:37,1,10,NYJ 15,0,7,"Donald Brown up the middle for -2 yards (tackle by Quinton Coples). Penalty on Quinton Coples: Unnecessary Roughness, 8 yards (no play)",4.580,5.600
2,11:15,1,7,NYJ 7,0,7,"Philip Rivers pass complete short middle to Ladarius Green for 7 yards. Penalty on Chris Watt: Offensive Holding, 10 yards (no play)",5.600,4.260
2,11:04,1,17,NYJ 17,0,7,Philip Rivers pass incomplete deep middle intended for Keenan Allen (defended by Dee Milliner),4.260,3.240
2,10:59,2,17,NYJ 17,0,7,Philip Rivers pass complete short right to Keenan Allen for 5 yards (tackle by David Harris),3.240,3.100
2,10:23,3,12,NYJ 12,0,13,"Philip Rivers pass complete short right to Antonio Gates for 12 yards, touchdown. Penalty on Jason Babin: Defensive Holding (Declined)",3.100,7.000
2,10:23,,,NYJ 2,0,14,Nick Novak kicks extra point good,0.000,0.000
2,10:23,,,SDG 35,0,14,"Nick Novak kicks off 69 yards, returned by Saalim Hakim for 20 yards (tackle by Tourek Williams)",0.000,0.140
2,10:10,1,10,NYJ 16,0,14,Geno Smith pass complete short right to Jeremy Kerley for 6 yards (tackle by Brandon Flowers),-0.140,0.280
2,9:39,2,4,NYJ 22,0,14,Geno Smith pass complete short left to Greg Salas for 5 yards (tackle by Jason Verrett),0.280,0.740
2,9:08,1,10,NYJ 27,0,14,"Penalty on Willie Colon: False Start, 5 yards (no play)",0.740,0.410
2,8:50,1,15,NYJ 22,0,14,Geno Smith pass incomplete short left intended for Chris Ivory,0.410,-0.480
2,8:41,2,15,NYJ 22,0,14,Chris Ivory right tackle for 8 yards (tackle by Eric Weddle and Jahleel Addae),-0.480,-0.100
2,8:02,3,7,NYJ 30,0,14,Geno Smith for 3 yards (tackle by Cordarro Law),-0.100,-1.180
2,7:43,4,4,NYJ 33,0,14,"Ryan Quigley punts 58 yards, out of bounds",-1.180,0.380
2,7:28,1,10,SDG 9,0,14,Branden Oliver right tackle for 3 yards (tackle by Damon Harrison),-0.380,-0.560
2,6:50,2,7,SDG 12,0,14,Philip Rivers pass complete short right to Branden Oliver for 6 yards (tackle by Calvin Pace and Demario Davis),-0.560,-0.370
2,6:18,3,1,SDG 18,0,14,Branden Oliver up the middle for 2 yards (tackle by David Harris),-0.370,0.280
2,5:39,1,10,SDG 20,0,14,Philip Rivers pass complete short left to Ladarius Green for 8 yards (tackle by Dawan Landry),0.280,0.810
2,5:09,2,2,SDG 28,0,14,Branden Oliver up the middle for 6 yards (tackle by Antonio Allen and Sheldon Richardson),0.810,1.200
2,4:30,1,10,SDG 34,0,14,"Branden Oliver left tackle for 1 yard (tackle by Dawan Landry and David Harris). Penalty on D.J. Johnson: Offensive Holding, 10 yards",1.200,0.610
2,4:11,1,19,SDG 25,0,14,Philip Rivers pass complete short right to Malcom Floyd for 6 yards (tackle by Dawan Landry),0.610,0.250
2,3:28,2,13,SDG 31,0,14,Philip Rivers sacked by Calvin Pace for -4 yards,0.250,-0.960
2,2:51,3,17,SDG 27,0,14,Philip Rivers pass complete short right to Branden Oliver for 50 yards (tackle by David Harris),-0.960,4.040
2,1:57,1,10,NYJ 23,0,14,Branden Oliver left end for 4 yards (tackle by David Harris),4.040,4.050
2,1:30,2,6,NYJ 19,0,14,Branden Oliver up the middle for 4 yards (tackle by David Harris and Dawan Landry),4.050,4.050
2,0:51,3,2,NYJ 15,0,20,"Branden Oliver up the middle for 15 yards, touchdown",4.050,7.000
2,0:51,,,NYJ 2,0,21,Nick Novak kicks extra point good,0.000,0.000
2,0:51,,,SDG 35,0,21,"Nick Novak kicks off 65 yards, returned by Saalim Hakim for 26 yards (tackle by Kevin Reddick)",0.000,-0.670
2,0:36,1,10,NYJ 26,0,21,Geno Smith pass complete short left to David Nelson for 9 yards (tackle by Jason Verrett),0.670,0.670
2,0:31,1,10,NYJ 26,0,21,Timeout #1 by New York Jets,0.670,1.350
2,0:31,2,1,NYJ 35,0,21,"Geno Smith pass incomplete deep right intended for Jace Amaro (defended by Marcus Gilchrist). Penalty on David Nelson: Offensive Pass Interference, 10 yards (no play)",1.350,-0.010
2,0:23,2,11,NYJ 25,0,21,Geno Smith pass incomplete,-0.010,-0.690
2,0:16,3,11,NYJ 25,0,21,Geno Smith pass incomplete deep middle intended for Greg Salas is intercepted by Brandon Flowers at SDG-18 and returned for 27 yards,-0.690,-1.930
2,0:01,1,10,SDG 45,0,21,Philip Rivers kneels for -1 yards,1.930,1.250
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,0,21,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SDG 20,0,21,Philip Rivers sacked by Calvin Pace for -5 yards,0.280,-1.070
3,14:23,2,15,SDG 15,0,21,Branden Oliver up the middle for 1 yard (tackle by Leger Douzable),-1.070,-1.690
3,13:50,3,14,SDG 16,0,21,Philip Rivers pass complete short left to Eddie Royal for no gain,-1.690,-2.390
3,13:09,4,14,SDG 16,0,21,"Mike Scifres punts 48 yards, returned by Walt Powell for 7 yards (tackle by Kavell Conner)",-2.390,-1.800
3,12:55,1,10,NYJ 43,0,21,Chris Ivory for 5 yards (tackle by Jarret Johnson),1.800,1.930
3,12:38,2,5,NYJ 48,0,21,Michael Vick sacked by Sean Lissemore for -8 yards. Penalty on Nick Mangold: Face Mask (15 Yards) (Declined),1.930,1.930
3,12:04,2,5,NYJ 48,0,21,Timeout #1 by New York Jets,1.930,0.170
3,12:04,3,13,NYJ 40,0,21,Michael Vick pass incomplete deep left intended for Greg Salas,0.170,-0.720
3,11:57,4,13,NYJ 40,0,21,"Ryan Quigley punts 50 yards, fair catch by Keenan Allen",-0.720,0.380
3,11:49,1,10,SDG 10,0,21,Branden Oliver up the middle for 1 yard (tackle by Damon Harrison and Leger Douzable). Penalty on Chris Watt: Face Mask (15 Yards) (Declined),-0.380,-0.710
3,11:34,2,9,SDG 11,0,21,Philip Rivers pass complete short right to Seyi Ajirotutu for 11 yards (tackle by Antonio Allen),-0.710,0.410
3,11:34,1,10,SDG 22,0,21,Philip Rivers up the middle for 4 yards (tackle by Demario Davis),0.410,0.410
3,10:10,2,6,SDG 26,0,21,Branden Oliver left end for 52 yards (tackle by Phillip Adams and Dee Milliner),0.410,4.110
3,9:19,1,10,NYJ 22,0,21,Shaun Draughn up the middle for 6 yards (tackle by David Harris),4.110,4.460
3,8:55,2,4,NYJ 16,0,21,Shaun Draughn left end for -3 yards (tackle by Muhammad Wilkerson),4.460,3.260
3,8:04,3,7,NYJ 19,0,21,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Dee Milliner),3.260,4.910
3,7:33,1,10,NYJ 10,0,21,Branden Oliver right end for 1 yard (tackle by Leger Douzable and Demario Davis),4.910,4.380
3,6:54,2,9,NYJ 9,0,27,"Philip Rivers pass complete short middle to Branden Oliver for 9 yards, touchdown",4.380,7.000
3,6:54,,,NYJ 2,0,28,Nick Novak kicks extra point good,0.000,0.000
3,6:54,,,SDG 35,0,28,"Nick Novak kicks off 65 yards, returned by Saalim Hakim for 13 yards (tackle by Seyi Ajirotutu)",0.000,0.320
3,6:40,1,10,NYJ 13,0,28,Michael Vick pass complete short middle to Jace Amaro for 7 yards (tackle by Donald Butler and Kavell Conner),-0.320,0.220
3,6:10,2,3,NYJ 20,0,28,Chris Johnson up the middle for 4 yards (tackle by Donald Butler),0.220,0.540
3,5:37,1,10,NYJ 24,0,28,Michael Vick pass incomplete deep right intended for David Nelson,0.540,0.000
3,5:32,2,10,NYJ 24,0,28,"Michael Vick sacked by Donald Butler for -6 yards. Penalty on Brian Winters: Unnecessary Roughness, 9 yards",0.000,-3.180
3,5:03,3,25,NYJ 9,0,28,Michael Vick pass incomplete deep right intended for David Nelson,-3.180,-2.490
3,4:57,4,25,NYJ 9,0,28,"Ryan Quigley punts 51 yards, fair catch by Keenan Allen. Penalty on Saalim Hakim: Unnecessary Roughness, 15 yards",-2.490,-2.590
3,4:49,1,10,NYJ 45,0,28,Shaun Draughn left end for 3 yards (tackle by Demario Davis),2.590,2.450
3,4:09,2,7,NYJ 42,0,28,Shaun Draughn right tackle for 1 yard (tackle by Damon Harrison),2.450,1.880
3,3:30,3,6,NYJ 41,0,28,Philip Rivers pass incomplete short left intended for Keenan Allen,1.880,1.880
3,3:20,3,6,NYJ 41,0,28,Timeout #2 by New York Jets,1.880,0.530
3,3:20,4,6,NYJ 41,0,28,Mike Scifres punts 36 yards,0.530,0.380
3,3:10,1,10,NYJ 5,0,28,Michael Vick pass incomplete short left intended for Greg Salas (defended by Jason Verrett),-0.380,-0.780
3,3:05,2,10,NYJ 5,0,28,Bilal Powell right end for 1 yard (tackle by Ricardo Mathews),-0.780,-1.300
3,2:31,3,9,NYJ 6,0,28,Michael Vick pass incomplete short middle intended for Jeremy Kerley (defended by Brandon Flowers),-1.300,-2.490
3,2:25,4,9,NYJ 6,0,28,"Ryan Quigley punts 32 yards, out of bounds",-2.490,-3.050
3,2:17,1,10,NYJ 38,0,28,Philip Rivers pass incomplete deep left intended for Antonio Gates (defended by Dawan Landry),3.050,2.510
3,2:10,2,10,NYJ 38,0,28,Shaun Draughn right end for 1 yard (tackle by Sheldon Richardson and Muhammad Wilkerson),2.510,1.950
3,1:25,3,9,NYJ 37,0,28,Philip Rivers pass complete short middle to Antonio Gates for 12 yards (tackle by Antonio Allen),1.950,3.910
3,0:37,1,10,NYJ 25,0,28,Branden Oliver up the middle for 2 yards (tackle by Demario Davis),3.910,3.630
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,NYJ 23,0,28,Branden Oliver left end for 4 yards (tackle by Sheldon Richardson),3.630,3.490
4,14:23,3,4,NYJ 19,0,28,Philip Rivers pass complete short left to Branden Oliver for 3 yards (tackle by Antonio Allen),3.490,2.530
4,13:38,4,1,NYJ 16,0,31,Nick Novak 34 yard field goal good,2.530,3.000
4,13:38,,,SDG 35,0,31,"Nick Novak kicks off 68 yards, returned by Saalim Hakim for 26 yards (tackle by Tourek Williams)",0.000,-0.480
4,13:22,1,10,NYJ 23,0,31,Chris Johnson right end for 2 yards (tackle by Jason Verrett),0.480,0.200
4,12:46,2,8,NYJ 25,0,31,Michael Vick pass incomplete short middle intended for Jeremy Kerley,0.200,-0.490
4,12:37,3,8,NYJ 25,0,31,"Michael Vick pass incomplete (defended by Marcus Gilchrist). Penalty on Michael Vick: Intentional Grounding, 17 yards",-0.490,-2.490
4,12:31,4,25,NYJ 8,0,31,"Ryan Quigley punts 59 yards, returned by Keenan Allen for 10 yards (tackle by Nick Bellore)",-2.490,-1.800
4,12:17,1,10,SDG 43,0,31,Shaun Draughn up the middle for 4 yards (tackle by Muhammad Wilkerson and Damon Harrison),1.800,1.790
4,11:37,2,6,SDG 47,0,31,Shaun Draughn right tackle for 3 yards (tackle by Dawan Landry and David Harris),1.790,1.490
4,10:55,3,3,,0,31,Branden Oliver up the middle for 5 yards (tackle by David Harris),1.490,2.590
4,10:28,1,10,NYJ 45,0,31,Branden Oliver right guard for 3 yards (tackle by Damon Harrison and Demario Davis),2.590,2.450
4,9:37,2,7,NYJ 42,0,31,Branden Oliver left end for 2 yards (tackle by Leger Douzable),2.450,2.010
4,9:05,3,5,NYJ 40,0,31,Philip Rivers pass incomplete deep right intended for Keenan Allen (defended by Dee Milliner),2.010,0.590
4,8:55,4,5,NYJ 40,0,31,"Mike Scifres punts 40 yards, touchback",0.590,-0.280
4,8:47,1,10,NYJ 20,0,31,Chris Ivory left end for 11 yards (tackle by Jahleel Addae),0.280,1.000
4,8:47,1,10,NYJ 31,0,31,Michael Vick pass incomplete short right intended for Jeff Cumberland (defended by Eric Weddle),1.000,0.460
4,8:24,2,10,NYJ 31,0,31,Chris Ivory left guard for 7 yards (tackle by Andrew Gachkar and Tenny Palepoi),0.460,0.700
4,7:42,3,3,NYJ 38,0,31,"Michael Vick pass incomplete deep left intended for T.J. Graham. Penalty on Richard Marshall: Defensive Pass Interference, 32 yards (no play)",0.700,3.580
4,7:35,1,10,SDG 30,0,31,Michael Vick pass incomplete short left intended for Jeremy Kerley,3.580,3.030
4,7:35,2,10,SDG 30,0,31,Chris Ivory up the middle for 6 yards (tackle by Ryan Carrethers),3.030,3.140
4,7:35,3,4,SDG 24,0,31,Bilal Powell up the middle for 5 yards (tackle by Ryan Carrethers),3.140,4.310
4,6:14,1,10,SDG 19,0,31,Michael Vick right end for 13 yards (tackle by Eric Weddle),4.310,5.830
4,5:55,1,6,SDG 6,0,31,"Penalty on Willie Colon: False Start, 5 yards (no play)",5.830,4.770
4,5:39,1,11,SDG 11,0,31,Chris Ivory right end for -1 yards (tackle by Richard Marshall),4.770,3.860
4,5:00,2,12,SDG 12,0,31,Michael Vick pass incomplete short middle intended for Jeff Cumberland,3.860,3.100
4,4:55,3,12,SDG 12,0,31,"Michael Vick left end for 1 yard. Penalty on Michael Vick: Illegal Forward Pass, 5 yards",3.100,2.380
4,4:38,4,16,SDG 16,0,31,Michael Vick pass complete short right to Jeff Cumberland for 6 yards (tackle by Andrew Gachkar),2.380,0.380
4,4:33,1,10,SDG 10,0,31,Shaun Draughn right end for 3 yards (tackle by Muhammad Wilkerson),-0.380,-0.560
4,3:48,2,7,SDG 13,0,31,Shaun Draughn right end for -2 yards (tackle by Muhammad Wilkerson),-0.560,-1.300
4,2:57,3,9,SDG 11,0,31,Shaun Draughn left end for 3 yards (tackle by Leger Douzable),-1.300,-2.470
4,2:18,4,6,SDG 14,0,31,"Mike Scifres punts 60 yards, returned by Walt Powell for -2 yards (tackle by Seyi Ajirotutu)",-2.470,-0.540
4,2:07,1,10,NYJ 24,0,31,Chris Johnson left end for 4 yards (tackle by Kavell Conner),0.540,0.540
4,2:00,2,6,NYJ 28,0,31,Michael Vick pass complete short middle to Jeremy Kerley for 7 yards (tackle by Chris Davis),0.540,0.540
4,1:43,2,6,NYJ 28,0,31,Timeout #3 by New York Jets,0.540,1.270
4,1:43,1,10,NYJ 35,0,31,Michael Vick pass complete short right to Jeremy Kerley for 11 yards (tackle by Chris Davis),1.270,1.990
4,1:38,1,10,NYJ 46,0,31,Michael Vick pass complete short right to Jace Amaro for 9 yards (tackle by Tourek Williams),1.990,2.670
4,1:17,2,1,SDG 45,0,31,Michael Vick pass complete short middle to Jeff Cumberland for 6 yards (tackle by Jahleel Addae),2.670,2.980
4,0:56,1,10,SDG 39,0,31,Michael Vick pass complete short right to Jace Amaro for 3 yards (tackle by Richard Marshall and Chris Davis),2.980,2.850
4,0:17,2,7,SDG 36,0,31,Michael Vick pass incomplete deep left intended for Greg Salas,2.850,2.150
4,0:10,3,7,SDG 36,0,31,Michael Vick pass complete short left to Chris Johnson for -2 yards (tackle by Andrew Gachkar),2.150,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
