Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
1,0:03,1,10,TAM 16,12,0,"Drew Brees pass complete short right to Michael Thomas for 16 yards, touchdown",4.510,7.000
1,0:00,,,TAM 15,13,0,Wil Lutz kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,NOR 35,13,0,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,15:00,1,10,TAM 25,13,0,Jameis Winston pass complete short middle to Cameron Brate for 10 yards (tackle by A.J. Klein),0.610,1.270
2,14:25,1,10,TAM 35,13,0,Jameis Winston pass incomplete short right intended for Breshad Perriman (defended by Eli Apple),1.270,0.720
2,14:20,2,10,TAM 35,13,0,"Jameis Winston pass incomplete short right intended for Breshad Perriman. Penalty on P.J. Williams: Defensive Pass Interference, 10 yards (no play)",0.720,1.930
2,14:16,1,10,TAM 45,13,0,Ronald Jones right guard for 4 yards (tackle by Chauncey Gardner-Johnson),1.930,1.920
2,13:37,2,6,TAM 49,13,0,Jameis Winston pass complete short left to Ronald Jones for -3 yards (tackle by Kiko Alonso),1.920,0.830
2,12:48,3,9,TAM 46,13,0,Jameis Winston sacked by and Cameron Jordan for -6 yards and Vonn Bell for -6 yards,0.830,-0.720
2,12:07,4,15,TAM 40,13,0,"Bradley Pinion punts 38 yards, returned by Alvin Kamara for 27 yards (tackle by Justin Watson)",-0.720,-2.190
2,11:55,1,10,NOR 49,13,0,Alvin Kamara left end for 4 yards (tackle by Lavonte David),2.190,2.190
2,11:16,2,6,TAM 47,13,0,Drew Brees pass complete short left to Michael Thomas for 4 yards (tackle by Devin White),2.190,2.010
2,10:34,3,2,TAM 43,13,0,Taysom Hill left end for 2 yards (tackle by Lavonte David),2.010,2.850
2,9:50,1,10,TAM 41,13,0,Drew Brees pass incomplete short right,2.850,2.310
2,9:44,2,10,TAM 41,13,0,Alvin Kamara left guard for 9 yards (tackle by Andrew Adams),2.310,2.810
2,8:58,3,1,TAM 32,13,0,Zach Line up the middle for 5 yards (tackle by Ndamukong Suh),2.810,3.780
2,8:19,1,10,TAM 27,13,0,Drew Brees pass complete short left to Michael Thomas for 7 yards (tackle by Devin White),3.780,4.180
2,7:51,2,3,TAM 20,13,0,Drew Brees pass complete short left to Michael Thomas for 5 yards (tackle by Sean Murphy-Bunting),4.180,4.580
2,7:13,1,10,TAM 15,13,0,Alvin Kamara right guard for 7 yards (tackle by Mike Edwards),4.580,5.220
2,6:34,2,3,TAM 8,13,0,Latavius Murray up the middle for 2 yards (tackle by William Gholston),5.220,4.900
2,5:57,3,1,TAM 6,13,0,Drew Brees pass complete short right to Alvin Kamara for 3 yards (tackle by Devin White),4.900,6.510
2,5:22,1,3,TAM 3,13,0,Drew Brees pass incomplete short left intended for Michael Thomas,6.510,5.530
2,5:19,2,3,TAM 3,19,0,"Drew Brees pass complete short right to Jared Cook for 3 yards, touchdown",5.530,7.000
2,5:13,,,TAM 15,20,0,Wil Lutz kicks extra point good,0.000,0.000
2,5:13,,,NOR 35,20,0,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,5:13,1,10,TAM 25,20,0,Jameis Winston pass complete short right to T.J. Logan for 11 yards (tackle by Kiko Alonso). Penalty on Vonn Bell: Defensive Holding (Declined),0.610,1.330
2,4:54,1,10,TAM 36,20,0,Jameis Winston pass complete short left to Cameron Brate for 8 yards (tackle by Chauncey Gardner-Johnson),1.330,1.870
2,4:17,2,2,TAM 44,20,0,Jameis Winston pass complete short middle to Cameron Brate for 7 yards (tackle by Vonn Bell),1.870,2.320
2,3:43,1,10,NOR 49,20,0,Jameis Winston pass complete deep right to Scott Miller for 48 yards (tackle by Chauncey Gardner-Johnson),2.320,6.970
2,3:32,1,1,NOR 1,20,0,Jameis Winston pass incomplete short right intended for Chris Godwin (defended by Eli Apple),6.970,5.910
2,3:28,2,1,NOR 1,20,0,"Jameis Winston aborted snap, recovered by Jameis Winston at NO-6 and returned for -5 yards",5.910,4.040
2,2:47,3,6,NOR 6,20,6,"Jameis Winston pass complete short middle to Peyton Barber for 6 yards, touchdown",4.040,7.000
2,2:42,,,NOR 15,20,7,Matt Gay kicks extra point good,0.000,0.000
2,2:42,,,TAM 35,20,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,2:42,1,10,NOR 25,20,7,Drew Brees pass complete short right to Latavius Murray for 2 yards (tackle by Mike Edwards),0.610,0.330
2,2:04,2,8,NOR 27,20,7,"Drew Brees pass complete short right to Alvin Kamara for 18 yards (tackle by Andrew Adams). Penalty on Tre'Quan Smith: Offensive Pass Interference, 10 yards (no play)",0.330,-1.150
2,1:57,2,18,NOR 17,20,7,Drew Brees pass incomplete deep left intended for Ted Ginn,-1.150,-1.930
2,1:52,3,18,NOR 17,20,7,Drew Brees pass incomplete short left intended for Ted Ginn (defended by Sean Murphy-Bunting),-1.930,-2.320
2,1:46,4,18,NOR 17,20,7,"Thomas Morstead punts 47 yards, returned by T.J. Logan for 7 yards (tackle by J.T. Gray)",-2.320,-1.800
2,1:38,1,10,TAM 43,20,7,Jameis Winston pass incomplete short middle intended for Cameron Brate,1.800,1.250
2,1:34,2,10,TAM 43,20,7,Jameis Winston pass incomplete short left intended for Scott Miller,1.250,0.560
2,1:29,3,10,TAM 43,20,7,"Jameis Winston sacked by Cameron Jordan for no gain. Penalty on P.J. Williams: Defensive Holding, 5 yards (no play)",0.560,2.130
2,1:22,1,10,TAM 48,20,7,Jameis Winston pass complete short right to Dare Ogunbowale for 3 yards (tackle by Patrick Robinson),2.130,1.990
2,1:16,2,7,NOR 49,20,7,Jameis Winston pass complete short left to Dare Ogunbowale for 3 yards (tackle by Kiko Alonso),1.990,1.680
2,1:09,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:09,3,4,NOR 46,20,7,Jameis Winston pass complete short left to Dare Ogunbowale for 4 yards (tackle by Demario Davis and Cameron Jordan),1.680,2.790
2,0:57,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:57,1,10,NOR 42,20,7,Jameis Winston pass complete short right to Mike Evans for 6 yards (tackle by P.J. Williams),2.790,3.050
2,0:36,2,4,NOR 36,20,7,"Jameis Winston pass incomplete short left. Penalty on Alex Cappa: Offensive Holding, 10 yards (no play)",3.050,1.700
2,0:28,2,14,NOR 46,20,7,Jameis Winston pass complete short left to Cameron Brate for 3 yards (tackle by Demario Davis),1.700,1.420
2,0:09,3,11,NOR 43,20,7,Jameis Winston pass deep middle (defended by Kiko Alonso) intended for Chris Godwin is intercepted by Vonn Bell at NO-16 and returned for 19 yards,1.420,3.250
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,20,7,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,20,7,Jameis Winston pass incomplete short left,0.610,0.060
3,14:54,2,10,TAM 25,20,7,Jameis Winston pass complete short middle to Cameron Brate for 9 yards (tackle by A.J. Klein),0.060,0.560
3,14:19,3,1,TAM 34,20,7,Ronald Jones left tackle for 3 yards (tackle by Patrick Robinson),0.560,1.400
3,13:47,1,10,TAM 37,20,7,Jameis Winston pass incomplete short left intended for Ronald Jones (defended by Demario Davis),1.400,0.860
3,13:39,2,10,TAM 37,20,7,Jameis Winston pass complete short middle to Chris Godwin for 4 yards (tackle by Kiko Alonso),0.860,0.700
3,13:01,3,6,TAM 41,20,7,Jameis Winston pass complete short left to Cameron Brate for 12 yards (tackle by Eli Apple),0.700,2.460
3,12:22,1,10,NOR 47,20,7,"Jameis Winston pass complete short right to Mike Evans for 7 yards (tackle by Eli Apple). Penalty on Eli Apple: Defensive Pass Interference, 6 yards (no play)",2.460,2.850
3,12:12,1,10,NOR 41,20,7,Jameis Winston pass incomplete deep middle intended for Scott Miller,2.850,2.310
3,12:06,2,10,NOR 41,20,7,Jameis Winston pass complete short left to Scott Miller for 9 yards,2.310,2.810
3,11:37,3,1,NOR 32,20,7,"Penalty on Demar Dotson: False Start, 5 yards (no play)",2.810,2.150
3,11:18,3,6,NOR 37,20,7,Jameis Winston pass incomplete short middle intended for Mike Evans,2.150,0.790
3,11:13,4,6,NOR 37,20,10,Matt Gay 55 yard field goal good,0.790,3.000
3,11:08,,,TAM 35,20,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,11:08,1,10,NOR 25,20,10,Alvin Kamara up the middle for 7 yards (tackle by Sean Murphy-Bunting),0.610,1.010
3,10:26,2,3,NOR 32,20,10,Latavius Murray left guard for 3 yards (tackle by Sean Murphy-Bunting),1.010,1.270
3,9:50,1,10,NOR 35,20,10,Drew Brees pass complete short right to Alvin Kamara for 4 yards (tackle by Lavonte David),1.270,1.260
3,9:07,2,6,NOR 39,20,10,Alvin Kamara left end for 3 yards (tackle by Mike Edwards and Lavonte David),1.260,0.960
3,8:22,3,3,NOR 42,20,10,Drew Brees pass complete short left to Michael Thomas for 41 yards (tackle by Andrew Adams),0.960,4.440
3,7:37,,,,,,Timeout #1 by New Orleans Saints,,
3,7:37,1,10,TAM 17,20,10,"Alvin Kamara left end for 12 yards (tackle by Jordan Whitehead). Penalty on Jared Cook: Offensive Holding, 10 yards",4.440,4.820
3,7:17,1,8,TAM 15,20,10,Drew Brees pass complete short left to Josh Hill for 5 yards (tackle by Sean Murphy-Bunting),4.820,5.100
3,6:57,2,3,TAM 10,20,10,Alvin Kamara up the middle for 1 yard (tackle by Ndamukong Suh),5.100,4.570
3,6:15,3,2,TAM 9,20,10,Drew Brees pass complete short middle to Alvin Kamara for 3 yards (tackle by Devin White),4.570,5.830
3,5:32,1,6,TAM 6,26,10,"Drew Brees pass complete short middle to Ted Ginn for 6 yards, touchdown",5.830,7.000
3,5:27,,,TAM 15,27,10,Wil Lutz kicks extra point good,0.000,0.000
3,5:27,,,NOR 35,27,10,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,5:22,1,10,TAM 25,27,10,Jameis Winston pass complete short middle to Cameron Brate for 6 yards (tackle by A.J. Klein),0.610,0.870
3,4:58,2,4,TAM 31,27,10,Jameis Winston pass complete short left to Peyton Barber for 5 yards (tackle by P.J. Williams),0.870,1.330
3,4:34,1,10,TAM 36,27,10,Jameis Winston sacked by Cameron Jordan for -9 yards,1.330,-0.430
3,3:53,2,19,TAM 27,27,10,Jameis Winston pass complete short left to Cameron Brate for 7 yards (tackle by Eli Apple),-0.430,-0.160
3,3:11,3,12,TAM 34,27,10,Jameis Winston pass complete short right to Chris Godwin for 13 yards (tackle by Eli Apple),-0.160,2.060
3,2:33,1,10,TAM 47,27,10,Jameis Winston pass complete short left to Mike Evans for 14 yards,2.060,2.980
3,2:04,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,2:04,1,10,NOR 39,27,10,Jameis Winston pass complete short right to Scott Miller for 9 yards (tackle by Eli Apple),2.980,3.660
3,1:31,2,1,NOR 30,27,16,"Jameis Winston pass complete short middle to Chris Godwin for 30 yards, touchdown",3.660,7.000
3,1:22,,,NOR 15,27,17,Matt Gay kicks extra point good,0.000,0.000
3,1:22,,,TAM 35,27,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,1:22,1,10,NOR 25,27,17,Drew Brees pass complete short left to Michael Thomas for 15 yards (tackle by Andrew Adams),0.610,1.600
3,0:48,1,10,NOR 40,27,17,Latavius Murray right end for -6 yards (tackle by Ndamukong Suh),1.600,0.240
3,0:04,2,16,NOR 34,27,17,Drew Brees pass complete short left to Alvin Kamara for -1 yards (tackle by Ndamukong Suh),0.240,-0.560
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,17,NOR 33,27,17,Drew Brees pass incomplete deep right intended for Tre'Quan Smith,-0.560,-1.180
4,14:54,4,17,NOR 33,27,17,Thomas Morstead punts 52 yards out of bounds,-1.180,0.220
4,14:46,1,10,TAM 15,27,17,Jameis Winston pass complete short right to Cameron Brate for 4 yards (tackle by Demario Davis),-0.220,-0.110
4,14:05,2,6,TAM 19,27,17,Jameis Winston left end for 23 yards (tackle by Marcus Williams),-0.110,1.730
4,13:31,1,10,TAM 42,27,17,Jameis Winston pass complete short left to Ronald Jones for 4 yards (tackle by P.J. Williams),1.730,1.730
4,12:53,2,6,TAM 46,27,17,Jameis Winston pass incomplete short left intended for Dare Ogunbowale,1.730,1.030
4,12:45,3,6,TAM 46,27,17,Jameis Winston pass complete short left to Scott Miller for 5 yards (tackle by Demario Davis),1.030,0.000
4,12:02,4,1,NOR 49,27,17,"Jameis Winston pass complete short right to Mike Evans for 6 yards (tackle by P.J. Williams). Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",0.000,-0.650
4,11:56,4,11,TAM 41,27,17,"Bradley Pinion punts 46 yards, returned by Alvin Kamara for 5 yards (tackle by T.J. Logan). Penalty on T.J. Logan: Unsportsmanlike Conduct, 15 yards",-0.650,-1.140
4,11:47,1,10,NOR 33,27,17,Drew Brees pass complete short middle to Michael Thomas for 11 yards (tackle by Andrew Adams),1.140,1.860
4,11:12,1,10,NOR 44,27,17,Latavius Murray up the middle for 7 yards (tackle by Vita Vea and Devin White),1.860,2.260
4,10:26,,,,,,Timeout #2 by New Orleans Saints,,
4,10:26,2,3,TAM 49,27,17,Drew Brees pass complete short left to Taysom Hill for 2 yards (tackle by Lavonte David),2.260,1.820
4,9:42,3,1,TAM 47,27,17,Latavius Murray left tackle for no gain (tackle by Beau Allen and Devin White),1.820,0.130
4,9:07,4,1,TAM 47,27,17,Drew Brees up the middle for 2 yards (tackle by Vita Vea),0.130,2.590
4,8:52,1,10,TAM 45,27,17,Drew Brees pass complete short right to Zach Line for 5 yards (tackle by Devin White),2.590,2.720
4,8:03,2,5,TAM 40,27,17,Latavius Murray left tackle for 3 yards (tackle by Jordan Whitehead),2.720,2.410
4,7:20,3,2,TAM 37,27,17,"Taysom Hill right end for 3 yards (tackle by Sean Murphy-Bunting) Penalty on NOR: Illegal Shift, 5 yards (no play)",2.410,1.750
4,6:49,,,,,,Timeout #3 by New Orleans Saints,,
4,6:49,3,7,TAM 42,27,17,Drew Brees pass complete short left to Alvin Kamara for 4 yards (tackle by Mike Edwards),1.750,0.720
4,5:59,4,3,TAM 38,27,17,"Thomas Morstead punts 27 yards, fair catch by T.J. Logan at TB-11",0.720,0.370
4,5:52,1,10,TAM 11,27,17,Jameis Winston pass complete short middle to Mike Evans for 22 yards (tackle by Marcus Williams),-0.370,1.140
4,5:35,1,10,TAM 33,27,17,Jameis Winston pass incomplete deep left,1.140,0.590
4,5:29,2,10,TAM 33,27,17,Jameis Winston pass incomplete short left intended for Cameron Brate,0.590,-0.100
4,5:24,3,10,TAM 33,27,17,Jameis Winston pass incomplete short middle intended for Cameron Brate (defended by Demario Davis),-0.100,-1.180
4,5:19,4,10,TAM 33,33,17,"Jameis Winston pass deep right intended for Mike Evans is intercepted by Marcus Williams at NO-45 and returned for 55 yards, touchdown",-1.180,-7.000
4,5:07,,,TAM 15,34,17,Wil Lutz kicks extra point good,0.000,0.000
4,5:07,,,NOR 35,34,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,5:07,1,10,TAM 25,34,17,Jameis Winston pass complete deep left to Breshad Perriman for 20 yards (tackle by Vonn Bell),0.610,1.930
4,4:37,1,10,TAM 45,34,17,"Jameis Winston pass complete short right to Cameron Brate for 7 yards (tackle by Patrick Robinson). Penalty on Sheldon Rankins: Roughing the Passer, 15 yards",1.930,3.380
4,4:30,1,10,NOR 33,34,17,Jameis Winston pass incomplete deep left intended for Breshad Perriman,3.380,2.840
4,4:25,2,10,NOR 33,34,17,Jameis Winston pass incomplete short middle intended for Cameron Brate,2.840,2.150
4,4:20,3,10,NOR 33,34,17,Jameis Winston pass incomplete deep middle intended for Chris Godwin (defended by Chauncey Gardner-Johnson),2.150,1.150
4,4:15,4,10,NOR 33,34,17,"Jameis Winston pass incomplete short right intended for Scott Miller (defended by Eli Apple). Penalty on Chauncey Gardner-Johnson: Defensive Holding, 5 yards (no play)",1.150,3.710
4,4:09,1,10,NOR 28,34,17,Jameis Winston pass complete short middle to Mike Evans for 27 yards (tackle by Marcus Williams),3.710,6.970
4,3:47,1,1,NOR 1,34,17,Dare Ogunbowale up the middle for no gain (tackle by Marcus Williams),6.970,5.910
4,3:27,2,1,NOR 1,34,17,Dare Ogunbowale up the middle for no gain (tackle by Kiko Alonso),5.910,5.170
4,2:52,3,1,NOR 1,34,17,Jameis Winston pass short right intended for Mike Evans is intercepted by P.J. Williams at NO-0 and returned for no gain. Penalty on Cameron Brate: Illegal Motion (Declined),5.170,-0.280
4,2:43,1,10,NOR 20,34,19,Alvin Kamara left tackle for 2 yards (tackle by Jason Pierre-Paul),0.280,0.000
4,2:40,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,2:40,2,8,NOR 22,34,17,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",0.000,0.680
4,2:40,2,3,NOR 27,34,17,Latavius Murray right tackle for 2 yards (tackle by Vita Vea),0.680,0.230
4,2:00,3,1,NOR 29,34,17,Latavius Murray up the middle for 2 yards (tackle by William Gholston and Rakeem Nunez-Roches),0.230,1.000
4,1:15,1,10,NOR 31,34,17,Drew Brees kneels for -1 yards,1.000,0.320
4,0:34,2,11,NOR 30,34,17,Drew Brees kneels for -1 yards,0.320,-0.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
