Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
2,10:10,1,10,PHI 28,3,7,Donovan McNabb up the middle for 6 yards (tackle by Brady Smith),0.810,1.070
2,9:33,2,4,PHI 34,3,7,Dorsey Levens right guard for 3 yards (tackle by Antwan Lake),1.070,0.760
2,8:53,3,1,PHI 37,3,7,Dorsey Levens right guard for 2 yards (tackle by Patrick Kerney),0.760,1.530
2,8:07,1,10,PHI 39,3,7,"Donovan McNabb pass complete to L.J. Smith for 17 yards (tackle by Keith Brooking). Penalty on Freddie Mitchell: Illegal Shift, 5 yards (no play)",1.530,1.200
2,7:45,1,15,PHI 34,3,7,Dorsey Levens up the middle for 4 yards (tackle by Chris Draft),1.200,0.850
2,7:08,2,11,PHI 38,3,7,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Bryan Scott),0.850,0.170
2,7:03,3,11,PHI 38,3,7,Donovan McNabb pass complete to Freddie Mitchell for 13 yards,0.170,2.320
2,6:33,1,10,ATL 49,3,7,Donovan McNabb pass complete to Greg Lewis for 45 yards (tackle by Aaron Beasley),2.320,6.280
2,5:45,1,4,ATL 4,3,7,Dorsey Levens right end for 1 yard (tackle by Chad Lavalais),6.280,5.530
2,5:05,2,3,ATL 3,3,13,"Donovan McNabb pass complete to Chad Lewis for 3 yards, touchdown",5.530,7.000
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
2,,,,ATL 2,3,14,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,3,14,"David Akers kicks off 64 yards, returned by Allen Rossum for 24 yards (tackle by Ike Reese)",0.000,0.940
2,4:50,1,10,ATL 30,3,14,Warrick Dunn left end for 3 yards (tackle by Derrick Burgess),0.940,0.800
2,4:10,2,7,ATL 33,3,14,Michael Vick pass complete to Peerless Price for 14 yards (tackle by Sheldon Brown),0.800,2.060
2,3:35,1,10,ATL 47,3,14,Warrick Dunn left end for -3 yards (tackle by Jeremiah Trotter),2.060,1.110
2,2:58,2,13,ATL 44,3,14,"Michael Vick pass incomplete intended for Alge Crumpler. Penalty on Sam Rayburn: Roughing the Passer, 15 yards (no play)",1.110,2.850
2,2:52,1,10,PHI 41,3,14,Michael Vick pass complete to Alge Crumpler for 31 yards (tackle by Brian Dawkins),2.850,4.910
2,2:07,1,10,PHI 10,9,14,"Warrick Dunn right tackle for 10 yards, touchdown",4.910,7.000
2,,,,PHI 2,10,14,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,10,14,"Jay Feely kicks off 61 yards, returned by Roderick Hood for 20 yards (tackle by Brian Finneran)",0.000,0.870
2,1:54,1,10,PHI 29,10,14,Donovan McNabb sacked by Patrick Kerney for -6 yards,0.870,-0.480
2,1:18,2,16,PHI 23,10,14,Brian Westbrook left end for 9 yards (tackle by Keith Brooking),-0.480,0.040
2,0:44,3,7,PHI 32,10,14,Donovan McNabb pass complete to Brian Westbrook for 6 yards (tackle by Jason Webster),0.040,-0.850
2,0:35,4,1,PHI 38,10,14,"Dirk Johnson punts 39 yards, returned by Allen Rossum for 12 yards (tackle by Ike Reese)",-0.850,-1.270
2,0:21,1,10,ATL 35,10,14,Michael Vick pass incomplete intended for Brian Finneran (defended by Corey Simon),1.270,0.720
2,0:16,2,10,ATL 35,10,14,Michael Vick sacked by Jevon Kearse for -17 yards,0.720,-2.510
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,10,14,"Jay Feely kicks off 56 yards, returned by Roderick Hood for 13 yards (tackle by Siddeeq Shabazz)",0.000,0.740
3,14:54,1,10,PHI 27,10,14,Brian Westbrook left tackle for 3 yards (tackle by Bryan Scott),0.740,0.600
3,14:12,2,7,PHI 30,10,14,Donovan McNabb pass complete to Brian Westbrook for 5 yards (tackle by Matt Stewart),0.600,0.560
3,13:37,3,2,PHI 35,10,14,Donovan McNabb for 8 yards (tackle by Bryan Scott),0.560,1.800
3,13:08,1,10,PHI 43,10,14,"Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Christian Morton). Penalty on Christian Morton: Illegal Contact, 5 yards (no play)",1.800,2.130
3,12:59,1,10,PHI 48,10,14,Donovan McNabb pass complete to Dorsey Levens for 4 yards (tackle by Jason Webster),2.130,2.120
3,12:18,2,6,ATL 48,10,14,Brian Westbrook right guard for 8 yards (tackle by Ed Jasper),2.120,2.920
3,11:39,1,10,ATL 40,10,14,Brian Westbrook for 12 yards,2.920,3.710
3,11:03,1,10,ATL 28,10,14,Brian Westbrook right end for 11 yards (tackle by Bryan Scott),3.710,4.440
3,10:30,1,10,ATL 17,10,14,"Donovan McNabb for no gain. Donovan McNabb fumbles, recovered by Brian Westbrook at ATL-22",4.440,3.220
3,9:53,2,15,ATL 22,10,14,Donovan McNabb pass complete to Brian Westbrook for 9 yards (tackle by Cory Hall),3.220,3.680
3,9:08,3,6,ATL 13,10,14,Donovan McNabb pass incomplete intended for Dorsey Levens (defended by Bryan Scott),3.680,2.590
3,8:58,4,6,ATL 13,10,17,David Akers 31 yard field goal good,2.590,3.000
3,,,,PHI 30,10,17,"David Akers kicks off 72 yards, touchback",0.000,0.280
3,8:54,1,10,ATL 20,10,17,Warrick Dunn right tackle for 6 yards (tackle by Jeremiah Trotter),0.280,0.540
3,8:21,2,4,ATL 26,10,17,Warrick Dunn left tackle for 7 yards (tackle by Jeremiah Trotter),0.540,1.140
3,7:45,1,10,ATL 33,10,17,Michael Vick sacked by Derrick Burgess for -9 yards,1.140,-0.620
3,7:17,2,19,ATL 24,10,17,Warrick Dunn left end for 4 yards (tackle by Derrick Burgess),-0.620,-0.760
3,6:36,3,15,ATL 28,10,17,Michael Vick pass complete to Michael Jenkins for 7 yards (tackle by Sheldon Brown),-0.760,-1.040
3,5:53,4,8,ATL 35,10,17,Chris Mohr punts 18 yards,-1.040,-2.060
3,5:42,1,10,PHI 47,10,17,Brian Westbrook left end for -1 yards (tackle by Brady Smith),2.060,1.380
3,5:04,2,11,PHI 46,10,17,Donovan McNabb pass complete to Brian Westbrook for 14 yards (tackle by Matt Stewart),1.380,2.920
3,4:24,1,10,ATL 40,10,17,Donovan McNabb pass incomplete intended for Dorsey Levens,2.920,2.370
3,4:19,2,10,ATL 40,10,17,Donovan McNabb pass complete to Dorsey Levens for -2 yards (tackle by DeAngelo Hall),2.370,1.420
3,3:35,3,12,ATL 42,10,17,Donovan McNabb up the middle for 2 yards (tackle by Keith Brooking). Penalty on PHI: Illegal Shift (Declined),1.420,0.590
3,3:28,4,10,ATL 40,10,17,"Dirk Johnson punts 30 yards. Penalty on J.R. Reed: Offensive Holding, 10 yards (no play)",0.590,-0.060
3,3:17,4,20,PHI 50,10,17,Dirk Johnson punts 36 yards,-0.060,0.280
3,3:06,1,10,ATL 14,10,17,Michael Vick pass incomplete intended for Alge Crumpler is intercepted by Brian Dawkins at ATL-30 and returned for 19 yards (tackle by Brian Finneran),-0.280,-4.840
3,2:56,1,10,ATL 11,10,17,"Penalty on Tra Thomas: False Start, 5 yards (no play)",4.840,4.340
3,2:56,1,15,ATL 16,10,17,Donovan McNabb pass incomplete intended for L.J. Smith,4.340,3.440
3,2:51,2,15,ATL 16,10,17,Donovan McNabb pass complete to Freddie Mitchell for 7 yards,3.440,3.530
3,2:20,3,8,ATL 9,10,17,"Donovan McNabb sacked by Brady Smith for -7 yards. Donovan McNabb fumbles (forced by Brady Smith), recovered by Donovan McNabb at ATL-16",3.530,2.380
3,2:05,4,15,ATL 16,10,20,David Akers 34 yard field goal good,2.380,3.000
3,,,,PHI 30,10,20,"David Akers kicks off 66 yards, returned by Allen Rossum for 24 yards (tackle by L.J. Smith)",0.000,0.810
3,1:55,1,10,ATL 28,10,20,Michael Vick pass incomplete intended for Fred McCrary (defended by Keith Adams),0.810,0.260
3,1:45,2,10,ATL 28,10,20,T.J. Duckett left tackle for 4 yards (tackle by Jeremiah Trotter),0.260,0.100
3,1:04,3,6,ATL 32,10,20,Michael Vick pass complete to Brian Finneran for 29 yards (tackle by Michael Lewis),0.100,2.980
3,0:37,1,10,PHI 39,10,20,T.J. Duckett right end for no gain (tackle by Keith Adams and Darwin Walker),2.980,2.440
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,PHI 39,10,20,Michael Vick pass incomplete intended for Warrick Dunn (defended by Michael Lewis),2.440,1.750
4,14:56,3,10,PHI 39,10,20,Warrick Dunn up the middle for 2 yards (tackle by Derrick Burgess),1.750,0.790
4,14:07,4,8,PHI 37,10,20,"Chris Mohr punts 37 yards, touchback",0.790,-0.280
4,13:59,1,10,PHI 20,10,20,Dorsey Levens right tackle for 4 yards (tackle by Brady Smith),0.280,0.270
4,13:20,2,6,PHI 24,10,20,Donovan McNabb pass incomplete intended for Brian Westbrook,0.270,-0.430
4,13:16,3,6,PHI 24,10,20,Greg Lewis left end for 10 yards (tackle by Bryan Scott),-0.430,1.200
4,12:33,1,10,PHI 34,10,20,Brian Westbrook right tackle for 4 yards (tackle by Khaleed Vaughn),1.200,1.200
4,11:53,2,6,PHI 38,10,20,Donovan McNabb pass incomplete intended for Dorsey Levens (defended by Keith Brooking),1.200,0.500
4,11:45,3,6,PHI 38,10,20,Donovan McNabb pass incomplete intended for L.J. Smith,0.500,-0.850
4,11:40,4,6,PHI 38,10,20,"Dirk Johnson punts 40 yards, returned by Allen Rossum for 8 yards (tackle by Mike Labinjo)",-0.850,-0.940
4,11:29,1,10,ATL 30,10,20,Michael Vick pass complete to Warrick Dunn for 4 yards (tackle by Keith Adams),0.940,0.930
4,11:03,2,6,ATL 34,10,20,Michael Vick sacked by Derrick Burgess for -5 yards,0.930,-0.430
4,10:30,3,11,ATL 29,10,20,Michael Vick pass incomplete intended for Peerless Price (defended by Lito Sheppard),-0.430,-1.440
4,10:24,4,11,ATL 29,10,20,"Chris Mohr punts 32 yards, returned by Reno Mahe for -4 yards (tackle by Bryan Scott)",-1.440,-1.270
4,10:14,1,10,PHI 35,10,20,Brian Westbrook left end for 2 yards (tackle by Brady Smith),1.270,0.990
4,9:33,2,8,PHI 37,10,20,Donovan McNabb for 6 yards,0.990,1.090
4,9:03,3,2,PHI 43,10,20,Donovan McNabb pass complete to Chad Lewis for 12 yards (tackle by Cory Hall),1.090,2.590
4,8:19,1,10,ATL 45,10,20,Brian Westbrook right end for 1 yard (tackle by Bryan Scott),2.590,2.180
4,7:37,2,9,ATL 44,10,20,"Donovan McNabb pass incomplete intended for Chad Lewis (defended by Chris Draft). Penalty on Chris Draft: Defensive Pass Interference, 4 yards (no play)",2.180,2.920
4,7:33,1,10,ATL 40,10,20,Donovan McNabb pass complete to Greg Lewis for 20 yards (tackle by DeAngelo Hall),2.920,4.240
4,7:00,1,10,ATL 20,10,20,Brian Westbrook right end for 1 yard (tackle by Chad Lavalais),4.240,3.820
4,6:19,2,9,ATL 19,10,20,Brian Westbrook left end for 5 yards (tackle by Aaron Beasley),3.820,3.890
4,5:34,3,4,ATL 14,10,20,Donovan McNabb up the middle for 6 yards (tackle by Brady Smith),3.890,5.370
4,4:49,1,8,ATL 8,10,20,Brian Westbrook left tackle for 1 yard (tackle by Keith Brooking),5.370,4.760
4,4:10,2,7,ATL 7,10,20,Donovan McNabb pass complete to Brian Westbrook for 5 yards (tackle by DeAngelo Hall),4.760,4.950
4,3:27,3,2,ATL 2,10,26,"Donovan McNabb pass complete to Chad Lewis for 2 yards, touchdown",4.950,7.000
4,3:21,,,,10,26,Timeout #1 by Philadelphia Eagles,0.000,0.000
4,,,,ATL 2,10,27,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,10,27,"David Akers kicks off 65 yards, returned by Allen Rossum for 5 yards, lateral to DeAngelo Hall for 15 yards (tackle by Roderick Hood)",0.000,0.610
4,3:12,1,10,ATL 25,10,27,Michael Vick pass incomplete intended for Alge Crumpler (defended by Derrick Burgess),0.610,0.060
4,3:04,2,10,ATL 25,10,27,Michael Vick pass incomplete intended for Michael Jenkins (defended by Sheldon Brown),0.060,-0.620
4,3:00,3,10,ATL 25,10,27,Michael Vick pass complete to Dez White for 7 yards (tackle by Ike Reese),-0.620,-1.240
4,2:53,4,3,ATL 32,10,27,Michael Vick pass complete to Peerless Price for 23 yards (tackle by Lito Sheppard),-1.240,2.590
4,2:18,1,10,PHI 45,10,27,Michael Vick pass incomplete intended for Alge Crumpler,2.590,2.040
4,2:12,2,10,PHI 45,10,27,Michael Vick pass incomplete intended for Michael Jenkins (defended by Brian Dawkins),2.040,1.360
4,2:03,3,10,PHI 45,10,27,"Penalty on Michael Vick: Delay of Game, 5 yards (no play)",1.360,0.700
4,2:03,3,15,PHI 50,10,27,Michael Vick pass complete to Alge Crumpler for 7 yards (tackle by Roderick Hood),0.700,0.400
4,1:53,4,8,PHI 43,10,27,Michael Vick pass incomplete intended for Alge Crumpler,0.400,-1.860
4,1:46,1,10,PHI 44,10,27,Donovan McNabb kneels for -2 yards,1.860,1.050
4,1:07,2,12,PHI 42,10,27,Donovan McNabb kneels for -1 yards,1.050,0.230
4,0:30,3,13,PHI 41,10,27,Donovan McNabb kneels for -1 yards,0.230,-0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
