Quarter,Time,Down,ToGo,Location,CHI,OAK,Detail,EPB,EPA
2,8:59,1,10,OAK 14,0,3,"Brian Griese pass complete short right to John Gilmore for 6 yards (tackle by Stuart Schweigert). Penalty on Muhsin Muhammad: Illegal Block Above the Waist, 10 yards",4.650,4.310
2,8:26,1,14,OAK 18,0,3,Cedric Benson right tackle for -1 yards (tackle by Kirk Morrison and Terdell Sands),4.310,3.370
2,7:42,2,15,OAK 19,0,3,Brian Griese pass incomplete short right intended for Muhsin Muhammad,3.370,2.730
2,7:37,3,15,OAK 19,0,3,Adrian Peterson right end for 5 yards (tackle by Stuart Schweigert and Chris Johnson),2.730,2.510
2,6:55,4,10,OAK 14,3,3,Robbie Gould 32 yard field goal good,2.510,3.000
2,,,,CHI 30,3,3,"Robbie Gould kicks off 73 yards, touchback",0.000,0.280
2,6:51,1,10,OAK 20,3,3,Josh McCown pass incomplete short left intended for Jerry Porter,0.280,-0.270
2,6:47,2,10,OAK 20,3,3,Justin Fargas left tackle for 9 yards (tackle by Danieal Manning),-0.270,0.230
2,6:06,3,1,OAK 29,3,3,Justin Fargas up the middle for 2 yards (tackle by Adam Archuleta),0.230,1.000
2,5:29,1,10,OAK 31,3,3,Tim Dwight left end for 2 yards (tackle by Charles Tillman),1.000,0.730
2,4:42,2,8,OAK 33,3,3,Josh McCown pass complete short middle to Justin Fargas for 5 yards (tackle by Hunter Hillenmeyer),0.730,0.700
2,3:59,3,3,OAK 38,3,3,Josh McCown pass incomplete short left intended for Jerry Porter (defended by Trumaine McBride),0.700,-0.850
2,3:54,4,3,OAK 38,3,3,Shane Lechler punts 45 yards (tackle by Hiram Eugene),-0.850,0.320
2,3:40,1,10,CHI 13,3,3,Brian Griese pass complete short left to Muhsin Muhammad for 18 yards (tackle by Chris Carr),-0.320,1.000
2,3:09,1,10,CHI 31,3,3,Cedric Benson up the middle for 3 yards (tackle by Michael Huff and Kirk Morrison),1.000,0.870
2,2:30,2,7,CHI 34,3,3,Brian Griese pass complete short right to Muhsin Muhammad for 12 yards (tackle by Stanford Routt),0.870,1.990
2,2:00,1,10,CHI 46,3,3,Brian Griese sacked by Kirk Morrison for -8 yards,1.990,0.370
2,1:32,,,,3,3,Timeout #1 by Chicago Bears,0.000,0.370
2,1:32,2,18,CHI 38,3,3,"Rex Grossman for no gain. Rex Grossman fumbles, recovered by Rex Grossman at CHI-37",0.370,-0.430
2,1:22,,,,3,3,Timeout #1 by Oakland Raiders,0.000,-0.430
2,1:22,3,19,CHI 37,3,3,Adrian Peterson right tackle for 1 yard (tackle by Kirk Morrison),-0.430,-0.850
2,1:17,,,,3,3,Timeout #2 by Oakland Raiders,0.000,-0.850
2,1:17,4,18,CHI 38,3,3,"Brad Maynard punts 44 yards, returned by Tim Dwight for 13 yards (tackle by Patrick Mannelly)",-0.850,-1.000
2,1:08,1,10,OAK 31,3,3,Josh McCown pass complete short left to Ronald Curry for 9 yards (tackle by Trumaine McBride),1.000,1.680
2,0:50,2,1,OAK 40,3,3,Josh McCown pass complete to Justin Fargas for 6 yards (tackle by Hunter Hillenmeyer),1.680,1.990
2,0:44,,,,3,3,Timeout #3 by Oakland Raiders,0.000,1.990
2,0:44,1,10,OAK 46,3,3,Josh McCown pass complete short right to Ronald Curry for 2 yards (tackle by Charles Tillman),1.990,1.720
2,0:38,2,8,OAK 48,3,3,Josh McCown sacked by Adewale Ogunleye and Israel Idonije for -6 yards,1.720,0.230
2,0:15,3,14,OAK 42,3,3,Josh McCown pass incomplete short left intended for Tim Dwight,0.230,-0.590
2,0:09,4,14,OAK 42,3,3,"Shane Lechler punts 51 yards, returned by Devin Hester for -4 yards (tackle by Isaiah Ekejiuba)",-0.590,1.730
Quarter,Time,Down,ToGo,Location,CHI,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,3,"Robbie Gould kicks off 56 yards, returned by Chris Carr for 14 yards (tackle by Corey Graham)",0.000,0.810
3,14:55,1,10,OAK 28,3,3,Justin Fargas right tackle for 4 yards (tackle by Tommie Harris),0.810,0.800
3,14:20,2,6,OAK 32,3,3,"Justin Fargas up the middle for 8 yards (tackle by Adewale Ogunleye). Penalty on Jeremy Newberry: Offensive Holding, 10 yards (no play)",0.800,-0.550
3,13:58,2,16,OAK 22,3,3,Justin Fargas up the middle for 3 yards (tackle by Brian Urlacher),-0.550,-0.820
3,13:22,3,13,OAK 25,3,3,Josh McCown pass incomplete short right intended for Ronald Curry,-0.820,-1.700
3,13:18,4,13,OAK 25,3,3,Shane Lechler punts 43 yards. Penalty on CHI: Defensive Offside (Declined),-1.700,-1.070
3,13:11,1,10,CHI 32,3,3,Rex Grossman pass complete deep middle to Muhsin Muhammad for 33 yards (tackle by Stanford Routt),1.070,3.250
3,12:35,1,10,OAK 35,3,3,Cedric Benson up the middle for no gain (tackle by Michael Huff),3.250,2.700
3,11:52,2,10,OAK 35,3,3,Rex Grossman pass incomplete,2.700,2.010
3,11:44,3,10,OAK 35,3,3,Rex Grossman pass incomplete deep right intended for Bernard Berrian (defended by Chris Johnson),2.010,0.970
3,11:36,4,10,OAK 35,3,3,Robbie Gould 53 yard field goal no good,0.970,-1.800
3,11:31,1,10,OAK 43,3,3,Josh McCown up the middle for 1 yard (tackle by Brian Urlacher),1.800,1.390
3,10:56,2,9,OAK 44,3,3,Justin Fargas left tackle for 6 yards (tackle by Tommie Harris and Lance Briggs),1.390,1.490
3,10:20,3,3,,3,3,"Justin Fargas left tackle for 4 yards (tackle by Israel Idonije). Justin Fargas fumbles (forced by Israel Idonije), recovered by Trumaine McBride at CHI-44 (tackle by Jerry Porter)",1.490,-1.860
3,10:13,1,10,CHI 44,3,3,Cedric Benson left guard for 4 yards (tackle by Derrick Burgess),1.860,1.860
3,9:38,2,6,CHI 48,3,3,Cedric Benson up the middle for 2 yards (tackle by Derrick Burgess),1.860,1.420
3,9:03,3,4,,3,3,Rex Grossman pass complete short left to Adrian Peterson for 10 yards (tackle by Thomas Howard),1.420,2.920
3,8:47,1,10,OAK 40,3,3,Rex Grossman pass incomplete deep right intended for Muhsin Muhammad,2.920,2.370
3,8:42,2,10,OAK 40,3,3,Cedric Benson left guard for 6 yards (tackle by Thomas Howard and Robert W. Thomas),2.370,2.480
3,8:03,3,4,OAK 34,3,3,Rex Grossman pass incomplete short right intended for Greg Olsen (defended by Michael Huff),2.480,1.080
3,7:59,4,4,OAK 34,3,3,Brad Maynard punts 31 yards,1.080,0.380
3,7:51,1,10,OAK 3,3,3,"Penalty on Ronald Curry: False Start, 1 yards (no play)",-0.380,-0.420
3,7:51,1,11,OAK 2,3,3,Josh McCown pass incomplete short right intended for Justin Griffith,-0.420,-0.850
3,7:45,2,11,OAK 2,3,3,Justin Fargas up the middle for 2 yards (tackle by Tommie Harris),-0.850,-1.300
3,7:11,3,9,OAK 4,3,3,Justin Fargas right tackle for 10 yards (tackle by Danieal Manning and Adam Archuleta),-1.300,-0.280
3,6:29,1,10,OAK 14,3,3,"Josh McCown pass incomplete short left intended for Ronald Curry. Penalty on CHI: Unsportsmanlike Conduct, 15 yards",-0.280,0.870
3,6:22,1,10,OAK 29,3,3,Justin Fargas up the middle for 1 yard (tackle by Adam Archuleta),0.870,0.460
3,5:52,2,9,OAK 30,3,3,Justin Fargas left guard for 1 yard (tackle by Brian Urlacher),0.460,-0.100
3,5:14,3,8,OAK 31,3,3,Josh McCown pass incomplete short left intended for Zach Miller,-0.100,-1.310
3,5:09,4,8,OAK 31,3,3,"Shane Lechler punts 59 yards, returned by Devin Hester for 64 yards (tackle by Shane Lechler). Penalty on Brendon Ayanbadejo: Offensive Holding, 5 yards",-1.310,0.380
3,4:52,1,10,CHI 5,3,3,Cedric Benson right end for 9 yards (tackle by Stuart Schweigert),-0.380,-0.100
3,4:12,2,1,CHI 14,3,3,Cedric Benson up the middle for -4 yards (tackle by Terdell Sands),-0.100,-0.840
3,3:25,3,5,CHI 10,3,3,"Penalty on CHI: Delay of Game, 5 yards (no play)",-0.840,-1.420
3,3:04,3,10,CHI 5,3,3,Rex Grossman pass complete short right to Cedric Benson for 10 yards (tackle by Kirk Morrison),-1.420,-0.220
3,2:24,1,10,CHI 15,3,3,Rex Grossman pass complete short left to Bernard Berrian for 14 yards (tackle by Chris Carr),-0.220,0.870
3,1:47,1,10,CHI 29,3,3,Cedric Benson left end for 1 yard (tackle by Kirk Morrison and Warren Sapp),0.870,0.460
3,1:07,2,9,CHI 30,3,3,Cedric Benson up the middle for 4 yards (tackle by Thomas Howard and Jay Richardson),0.460,0.300
3,0:20,3,5,CHI 34,3,3,Rex Grossman pass incomplete deep right intended for Devin Hester,0.300,-1.110
3,0:14,4,5,CHI 34,3,3,"Brad Maynard punts 42 yards, returned by Tim Dwight for no gain",-1.110,-0.540
3,0:05,1,10,OAK 24,3,3,Justin Fargas up the middle for 1 yard (tackle by Hunter Hillenmeyer and Mark Anderson),0.540,0.130
Quarter,Time,Down,ToGo,Location,CHI,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,OAK 25,3,3,Josh McCown pass incomplete deep right intended for Ronald Curry,0.130,-0.560
4,14:56,3,9,OAK 25,3,3,"Penalty on Cornell Green: False Start, 5 yards (no play)",-0.560,-1.220
4,14:56,3,14,OAK 20,3,3,"Penalty on Ronald Curry: False Start, 5 yards (no play)",-1.220,-2.250
4,14:56,3,19,OAK 15,3,3,Justin Fargas up the middle for 15 yards (tackle by Danieal Manning and Adam Archuleta),-2.250,-1.370
4,14:16,4,4,OAK 30,3,3,"Shane Lechler punts 54 yards, returned by Devin Hester for 8 yards (tackle by Stuart Schweigert)",-1.370,-0.540
4,14:06,1,10,CHI 24,3,3,Rex Grossman pass complete short right to Bernard Berrian for 5 yards (tackle by Stanford Routt),0.540,0.670
4,13:32,2,5,CHI 29,3,3,"Rex Grossman sacked by Chris Clemons for -9 yards. Rex Grossman fumbles (forced by Chris Clemons), recovered by Cedric Benson at CHI-25",0.670,-0.560
4,12:47,3,9,CHI 25,3,3,Rex Grossman sacked by Derrick Burgess for -10 yards,-0.560,-2.440
4,12:43,4,19,CHI 15,3,3,"Brad Maynard punts 35 yards, returned by Tim Dwight for no gain",-2.440,-2.260
4,12:36,1,10,,3,3,Justin Fargas right tackle for 1 yard (tackle by Hunter Hillenmeyer),2.260,1.850
4,12:02,2,9,CHI 49,3,3,Dominic Rhodes left end for 2 yards (tackle by Adam Archuleta),1.850,1.420
4,11:24,3,7,CHI 47,3,3,Josh McCown pass incomplete deep middle intended for Jerry Porter (defended by Trumaine McBride),1.420,0.130
4,11:18,4,7,CHI 47,3,3,Shane Lechler punts 42 yards,0.130,0.380
4,11:06,1,10,CHI 5,3,3,Cedric Benson right guard for 4 yards (tackle by Robert W. Thomas),-0.380,-0.490
4,10:31,2,6,CHI 9,3,3,Cedric Benson right end for 4 yards (tackle by Thomas Howard),-0.490,-0.480
4,9:48,3,2,CHI 13,3,3,Cedric Benson right guard for 3 yards (tackle by Kirk Morrison),-0.480,-0.140
4,9:09,1,10,CHI 16,3,3,Rex Grossman pass incomplete short left intended for Desmond Clark,-0.140,-0.660
4,9:02,2,10,CHI 16,3,3,Cedric Benson up the middle for 2 yards (tackle by Robert W. Thomas),-0.660,-1.070
4,8:19,3,8,CHI 18,3,3,Rex Grossman pass incomplete short right intended for Adrian Peterson,-1.070,-2.240
4,8:12,4,8,CHI 18,3,3,"Brad Maynard punts 47 yards, returned by Tim Dwight for 12 yards (tackle by Corey Graham)",-2.240,-2.060
4,8:01,1,10,OAK 47,3,3,Justin Fargas right guard for 1 yard (tackle by Anthony Adams),2.060,1.650
4,7:27,2,9,OAK 48,3,3,Justin Fargas right guard for 2 yards (tackle by Anthony Adams),1.650,1.220
4,6:52,3,7,,3,3,Josh McCown pass complete short middle to Zach Miller for 9 yards (tackle by Brian Urlacher),1.220,2.850
4,6:15,1,10,CHI 41,3,3,Josh McCown up the middle for 2 yards (tackle by Adewale Ogunleye),2.850,2.580
4,5:32,2,8,CHI 39,3,3,"Josh McCown sacked by Alex Brown for -6 yards. Josh McCown fumbles (forced by Alex Brown), recovered by Lance Briggs at OAK-47. Penalty on Alex Brown: Defensive Offside, 5 yards (no play)",2.580,3.250
4,5:22,2,3,CHI 34,3,3,Josh McCown right end for 1 yard (tackle by Hunter Hillenmeyer),3.250,2.680
4,4:45,3,2,CHI 33,3,3,Justin Fargas left guard for -1 yards (tackle by Adewale Ogunleye and Darwin Walker),2.680,1.090
4,4:09,4,3,CHI 34,3,6,Sebastian Janikowski 52 yard field goal good,1.090,3.000
4,,,,OAK 30,3,6,"Sebastian Janikowski kicks off 41 yards, returned by Adrian Peterson for 1 yard (tackle by Isaiah Ekejiuba)",0.000,0.940
4,4:03,1,10,CHI 30,3,6,Cedric Benson right end for no gain (tackle by Robert W. Thomas),0.940,0.390
4,3:28,2,10,CHI 30,3,6,Rex Grossman pass complete short middle to Cedric Benson for 11 yards (tackle by Thomas Howard),0.390,1.660
4,3:19,1,10,CHI 41,9,6,"Rex Grossman pass complete deep left to Bernard Berrian for 59 yards, touchdown",1.660,7.000
4,,,,OAK 2,10,6,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,10,6,"Robbie Gould kicks off 69 yards, returned by Tim Dwight for 30 yards (tackle by Trumaine McBride)",0.000,1.000
4,3:02,1,10,OAK 31,10,6,Josh McCown pass incomplete intended for Tim Dwight (defended by Mark Anderson),1.000,0.460
4,2:58,2,10,OAK 31,10,6,Josh McCown pass incomplete deep left intended for Zach Miller,0.460,-0.230
4,2:48,3,10,OAK 31,10,6,Josh McCown pass incomplete deep right intended for Tim Dwight,-0.230,-1.310
4,2:36,4,10,OAK 31,10,6,Shane Lechler punts 46 yards,-1.310,-0.480
4,2:24,1,10,CHI 23,10,6,Cedric Benson up the middle for 2 yards (tackle by Kirk Morrison and Michael Huff),0.480,0.200
4,2:20,,,,10,6,Timeout #1 by Oakland Raiders,0.000,0.200
4,2:20,2,8,CHI 25,10,6,Cedric Benson up the middle for 3 yards (tackle by Derrick Burgess),0.200,-0.100
4,2:16,,,,10,6,Timeout #2 by Oakland Raiders,0.000,-0.100
4,2:16,3,5,CHI 28,10,6,Cedric Benson up the middle for 2 yards (tackle by Stuart Schweigert and Chris Carr),-0.100,-1.370
4,2:00,4,3,CHI 30,10,6,"Brad Maynard punts 45 yards, returned by Tim Dwight for no gain",-1.370,-0.610
4,1:48,1,10,OAK 25,10,6,"Josh McCown sacked by Adewale Ogunleye for -9 yards. Josh McCown fumbles (forced by Adewale Ogunleye), recovered by Israel Idonije at OAK-3 (tackle by Cooper Carlisle)",0.610,-6.510
4,1:39,1,3,OAK 3,16,6,"Cedric Benson up the middle for 3 yards, touchdown",6.510,7.000
4,,,,OAK 2,17,6,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,17,6,"Robbie Gould kicks off 72 yards, returned by Chris Carr for 23 yards (tackle by Israel Idonije)",0.000,0.340
4,1:28,1,10,OAK 21,17,6,Josh McCown pass complete short right to Ronald Curry for 9 yards (tackle by Charles Tillman),0.340,1.020
4,1:22,2,1,OAK 30,17,6,Josh McCown pass complete short middle to Justin Fargas for 8 yards (tackle by Lance Briggs),1.020,1.470
4,0:47,1,10,OAK 38,17,6,Josh McCown pass complete short right to Zach Miller for 13 yards (tackle by Charles Tillman),1.470,2.320
4,0:25,1,10,CHI 49,17,6,"Josh McCown pass incomplete deep right intended for Johnnie Lee Higgins (defended by Adam Archuleta). Penalty on Mark Anderson: Defensive Offside, 5 yards (no play)",2.320,3.050
4,0:16,1,5,CHI 44,17,6,Josh McCown pass complete short left to Zach Miller for 9 yards,3.050,3.250
4,0:10,1,10,CHI 35,17,6,Josh McCown pass incomplete deep left intended for Tim Dwight is intercepted by Danieal Manning at CHI-0,3.250,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
