Quarter,Time,Tm,Detail,CAR,ATL
1.0,11:36,Panthers,Graham Gano 54 yard field goal,3,0
,5:41,Falcons,Matt Bryant 44 yard field goal,3,3
2.0,8:42,Panthers,Jarius Wright 5 yard pass from Cam Newton (Graham Gano kick),10,3
,4:03,Falcons,Calvin Ridley 11 yard pass from Matt Ryan (Matt Bryant kick),10,10
,0:22,Falcons,Austin Hooper 8 yard pass from Matt Ryan (Matt Bryant kick),10,17
3.0,9:23,Falcons,Matt Ryan 1 yard rush (Matt Bryant kick),10,24
4.0,11:23,Panthers,Torrey Smith 3 yard pass from Cam Newton (Graham Gano kick),17,24
,7:17,Falcons,Matt Ryan 8 yard rush (Matt Bryant kick),17,31
,2:20,Panthers,D.J. Moore 51 yard pass from Cam Newton (Graham Gano kick),24,31
