Quarter,Time,Tm,Detail,SEA,ARI
1.0,4:59,Seahawks,Jason Myers 33 yard field goal,3,0
,4:15,Seahawks,Jadeveon Clowney 27 yard interception return (Jason Myers kick),10,0
2.0,13:49,Cardinals,Zane Gonzalez 33 yard field goal,10,3
,10:48,Seahawks,Will Dissly 9 yard pass from Russell Wilson (Jason Myers kick),17,3
,0:17,Seahawks,Jason Myers 24 yard field goal,20,3
4.0,10:21,Cardinals,Kyler Murray 9 yard rush (Zane Gonzalez kick),20,10
,2:13,Seahawks,C.J. Prosise 9 yard rush (Jason Myers kick),27,10
