Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
2,11:44,1,10,ARI 37,10,3,Russell Wilson pass complete deep left to Tyler Lockett for 28 yards (tackle by D.J. Swearinger),3.120,5.140
2,11:00,1,9,ARI 9,10,3,Russell Wilson pass incomplete short left intended for David Moore,5.140,4.380
2,10:53,2,9,ARI 9,16,3,"Russell Wilson pass complete short left to Will Dissly for 9 yards, touchdown. Penalty on Jonathan Bullard: Illegal Use of Hands (Declined)",4.380,7.000
2,10:48,,,ARI 15,17,3,Jason Myers kicks extra point good,0.000,0.000
2,10:48,,,SEA 35,17,3,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,10:48,1,10,ARI 25,17,3,Kyler Murray pass complete short middle to David Johnson for 28 yards (tackle by Delano Hill and Shaquill Griffin),0.610,2.460
2,10:06,1,10,SEA 47,17,3,David Johnson up the middle for no gain (tackle by Quinton Jefferson),2.460,1.910
2,9:31,2,10,SEA 47,17,3,Kyler Murray up the middle for 15 yards (tackle by Shaquill Griffin),1.910,3.450
2,8:57,1,10,SEA 32,17,3,Kyler Murray sacked by Rasheem Green for -8 yards,3.450,1.820
2,8:19,2,18,SEA 40,17,3,Chase Edmonds up the middle for 10 yards (tackle by Bobby Wagner and Delano Hill),1.820,2.480
2,7:47,3,8,SEA 30,17,3,Kyler Murray pass incomplete short left intended for David Johnson,2.480,1.410
2,7:43,4,8,SEA 30,17,3,Zane Gonzalez 48 yard field goal no good,1.410,-1.470
2,7:38,1,10,SEA 38,17,3,Chris Carson up the middle for 6 yards (tackle by D.J. Swearinger),1.470,1.730
2,7:00,2,4,SEA 44,17,3,"Russell Wilson sacked by Terrell Suggs for -5 yards. Russell Wilson fumbles (forced by Terrell Suggs), recovered by Russell Wilson at SEA-39",1.730,0.370
2,6:13,,,,,,Timeout #1 by Seattle Seahawks,,
2,6:13,3,9,SEA 39,17,3,"Russell Wilson pass complete short middle to Will Dissly for 3 yards (tackle by Jordan Hicks). Will Dissly fumbles (forced by Jordan Hicks), recovered by Will Dissly at SEA-42",0.370,-0.590
2,5:38,4,6,SEA 42,17,3,"Penalty on Cassius Marsh: Neutral Zone Infraction, 5 yards (no play)",-0.590,-0.260
2,5:22,4,1,SEA 47,17,3,"Michael Dickson punts 47 yards, fair catch by Christian Kirk at ARI-6",-0.260,0.380
2,5:15,1,10,ARI 6,17,3,David Johnson up the middle for 4 yards (tackle by Al Woods),-0.380,-0.490
2,4:59,2,6,ARI 10,17,3,"David Johnson left end for 4 yards (tackle by Al Woods). Penalty on D.J. Humphries: Offensive Holding, 5 yards (no play)",-0.490,-0.850
2,4:36,2,11,ARI 5,17,3,Kyler Murray pass incomplete deep right,-0.850,-1.540
2,4:28,3,11,ARI 5,17,3,Kyler Murray pass incomplete short left intended for David Johnson,-1.540,-2.490
2,4:21,4,11,ARI 5,17,3,Ryan Winslow punts 51 yards downed by Dennis Gardeck,-2.490,-1.860
2,4:10,1,10,SEA 44,17,3,Russell Wilson pass complete short left to Will Dissly for 15 yards (tackle by Tramaine Brock),1.860,2.850
2,3:33,1,10,ARI 41,17,3,Chris Carson up the middle for 4 yards (tackle by Terrell Suggs and Haason Reddick),2.850,2.850
2,2:45,2,6,ARI 37,17,3,Chris Carson up the middle for 7 yards (tackle by Terrell Suggs and Jordan Hicks),2.850,3.580
2,2:00,1,10,ARI 30,17,3,Chris Carson left end for 6 yards (tackle by Budda Baker),3.580,3.840
2,1:53,2,4,ARI 24,17,3,Chris Carson up the middle for 8 yards (tackle by Jordan Hicks),3.840,4.510
2,1:18,1,10,ARI 16,17,3,Chris Carson up the middle for 11 yards (tackle by D.J. Swearinger and Budda Baker),4.510,6.060
2,0:34,1,5,ARI 5,17,3,C.J. Prosise up the middle for -1 yards (tackle by Cassius Marsh and Rodney Gunter),6.060,4.950
2,0:29,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:29,2,6,ARI 6,17,3,Russell Wilson pass incomplete short left intended for D.K. Metcalf (defended by Kevin Peterson),4.950,4.040
2,0:25,3,6,ARI 6,17,3,Russell Wilson pass incomplete short right intended for Will Dissly (defended by Byron Murphy),4.040,2.990
2,0:20,4,6,ARI 6,20,3,Jason Myers 24 yard field goal good,2.990,3.000
2,0:17,,,SEA 35,20,3,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,0:17,1,10,ARI 25,20,3,Kyler Murray kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,20,3,"Zane Gonzalez kicks off 64 yards, returned by Tyler Lockett for 21 yards (tackle by Joe Walker)",0.000,0.410
3,14:55,1,10,SEA 22,20,3,Russell Wilson pass complete short right to Will Dissly for 5 yards (tackle by Jordan Hicks),0.410,0.540
3,14:25,2,5,SEA 27,20,3,Chris Carson up the middle for 9 yards (tackle by Corey Peters),0.540,1.330
3,13:47,,,,,,Timeout #1 by Arizona Cardinals,,
3,13:47,1,10,SEA 36,20,3,C.J. Prosise right tackle for -4 yards (tackle by Terrell Suggs),1.330,0.250
3,13:09,2,14,SEA 32,20,3,Russell Wilson pass complete short right to Jaron Brown for 10 yards (tackle by Byron Murphy),0.250,0.890
3,12:26,3,4,SEA 42,20,3,Russell Wilson sacked by Haason Reddick for no gain,0.890,-0.590
3,11:49,4,4,SEA 42,20,3,"Michael Dickson punts 40 yards, returned by Christian Kirk for 1 yard (tackle by Ugochukwu Amadi)",-0.590,-0.150
3,11:37,1,10,ARI 19,20,3,Kyler Murray pass incomplete short left intended for Charles Clay,0.150,-0.390
3,11:33,2,10,ARI 19,20,3,Kyler Murray sacked by Mychal Kendricks for -10 yards,-0.390,-2.590
3,11:01,3,20,ARI 9,20,3,Kyler Murray pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Ezekiel Ansah and Bobby Wagner),-2.590,-2.030
3,10:20,4,9,ARI 20,20,3,"Ryan Winslow punts 45 yards, returned by Tyler Lockett for no gain (tackle by Maxx Williams and Andy Isabella). Penalty on Ben Burr-Kirven: Offensive Holding, 10 yards",-2.030,-0.610
3,10:09,1,10,SEA 25,20,3,Russell Wilson pass complete short left to David Moore for 9 yards (tackle by Byron Murphy),0.610,1.280
3,9:29,2,1,SEA 34,20,3,Chris Carson up the middle for 2 yards (tackle by D.J. Swearinger and Haason Reddick),1.280,1.330
3,8:56,1,10,SEA 36,20,3,Russell Wilson pass complete short left to Chris Carson for 17 yards (tackle by Kevin Peterson),1.330,2.460
3,8:15,1,10,ARI 47,20,3,Chris Carson up the middle for 3 yards (tackle by Jordan Hicks and Clinton McDonald),2.460,2.320
3,7:34,2,7,ARI 44,20,3,Russell Wilson pass complete short right to Will Dissly for 2 yards (tackle by Byron Murphy),2.320,1.880
3,6:58,3,5,ARI 42,20,3,"Russell Wilson sacked by and Terrell Suggs for -5 yards. Russell Wilson fumbles (forced by Jordan Hicks), recovered by D.J. Fluker at ARI-47 (tackle by Rodney Gunter)",1.880,0.130
3,6:10,4,10,ARI 47,20,3,"Michael Dickson punts 33 yards, fair catch by Christian Kirk at ARI-14. Penalty on Tyler Ott: Offensive Holding, 10 yards",0.130,-0.540
3,6:03,1,10,ARI 24,20,3,David Johnson up the middle for 5 yards (tackle by Jadeveon Clowney and K.J. Wright),0.540,0.670
3,5:37,2,5,ARI 29,20,3,David Johnson left tackle for 2 yards (tackle by Poona Ford and Quinton Jefferson),0.670,0.230
3,5:00,3,3,ARI 31,20,3,Kyler Murray pass complete short left to Larry Fitzgerald for 9 yards (tackle by Tre Flowers),0.230,1.600
3,4:29,1,10,ARI 40,20,3,Chase Edmonds up the middle for 1 yard (tackle by Al Woods),1.600,1.190
3,3:58,2,9,ARI 41,20,3,"Kyler Murray pass complete short right to Christian Kirk for 14 yards (tackle by Shaquill Griffin). Penalty on Christian Kirk: Offensive Pass Interference, 10 yards (no play)",1.190,-0.160
3,3:28,2,19,ARI 31,20,3,David Johnson up the middle for 2 yards (tackle by L.J. Collier),-0.160,-0.560
3,2:59,3,17,ARI 33,20,3,Kyler Murray pass complete short middle to David Johnson for 10 yards (tackle by K.J. Wright and Bobby Wagner),-0.560,-0.520
3,2:30,4,7,ARI 43,20,3,"Ryan Winslow punts 45 yards, returned by Tyler Lockett for -3 yards (tackle by Andy Isabella)",-0.520,0.380
3,2:18,1,10,SEA 9,20,3,Chris Carson up the middle for 6 yards (tackle by Jonathan Bullard),-0.380,-0.280
3,1:47,2,4,SEA 15,20,3,Chris Carson up the middle for 10 yards (tackle by Haason Reddick and D.J. Swearinger),-0.280,0.610
3,1:06,1,10,SEA 25,20,3,"Russell Wilson pass complete short left to Tyler Lockett for 7 yards (tackle by Budda Baker). Penalty on David Moore: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
3,0:39,1,20,SEA 15,20,3,Chris Carson up the middle for no gain (tackle by Jonathan Bullard and Rodney Gunter),-0.410,-1.430
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,20,SEA 15,20,3,Russell Wilson pass complete short left to Chris Carson for 5 yards (tackle by D.J. Swearinger),-1.430,-1.290
4,14:14,3,15,SEA 20,20,3,Russell Wilson pass complete short middle to Luke Willson for 9 yards (tackle by Budda Baker and Jordan Hicks),-1.290,-1.440
4,13:40,4,6,SEA 29,20,3,Michael Dickson punts 51 yards out of bounds,-1.440,-0.280
4,13:32,1,10,ARI 20,20,3,Kyler Murray pass complete short right to KeeSean Johnson for 8 yards (tackle by Bobby Wagner),0.280,0.810
4,13:07,2,2,ARI 28,20,3,David Johnson up the middle for 3 yards (tackle by Bradley McDougald and K.J. Wright),0.810,1.000
4,12:42,1,10,ARI 31,20,3,Kyler Murray pass complete short right to Maxx Williams for 21 yards (tackle by Bobby Wagner),1.000,2.390
4,12:11,1,10,SEA 48,20,3,"Kyler Murray pass incomplete short middle intended for Larry Fitzgerald (defended by Shaquill Griffin). Penalty on Tre Flowers: Defensive Holding, 5 yards (no play)",2.390,2.720
4,12:05,1,10,SEA 43,20,3,Kyler Murray pass incomplete deep right intended for Trent Sherfield,2.720,2.180
4,11:59,2,10,SEA 43,20,3,"Kyler Murray pass complete short right to Charles Clay for 19 yards (tackle by K.J. Wright). Penalty on Justin Murray: Ineligible Downfield Pass, 5 yards (no play)",2.180,1.500
4,11:26,2,15,SEA 48,20,3,Kyler Murray pass complete deep right to Christian Kirk for 18 yards (tackle by Bradley McDougald),1.500,3.580
4,11:03,1,10,SEA 30,20,3,"Kyler Murray pass incomplete deep middle intended for Christian Kirk. Penalty on Tedric Thompson: Unnecessary Roughness, 15 yards",3.580,4.580
4,10:57,1,10,SEA 15,20,3,Christian Kirk right tackle for 6 yards (tackle by Shaquill Griffin and Bobby Wagner),4.580,5.030
4,10:27,2,4,SEA 9,20,9,"Kyler Murray up the middle for 9 yards, touchdown",5.030,7.000
4,10:21,,,SEA 15,20,10,Zane Gonzalez kicks extra point good,0.000,0.000
4,10:21,,,ARI 35,20,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,10:21,1,10,SEA 25,20,10,"Penalty on SEA: Delay of Game, 5 yards (no play)",0.610,0.280
4,10:21,1,15,SEA 20,20,10,Russell Wilson pass complete short left to D.K. Metcalf for 6 yards (tackle by Kevin Peterson),0.280,0.200
4,9:54,2,9,SEA 26,20,10,Russell Wilson pass complete short left to Chris Carson for 12 yards (tackle by Kevin Peterson),0.200,1.470
4,9:12,1,10,SEA 38,20,10,Chris Carson right tackle for 6 yards (tackle by Terrell Suggs),1.470,1.730
4,8:32,2,4,SEA 44,20,10,Chris Carson left end for 2 yards (tackle by Cassius Marsh),1.730,1.290
4,7:49,,,,,,Timeout #1 by Seattle Seahawks,,
4,7:49,3,2,SEA 46,20,10,Russell Wilson pass complete deep left to Luke Willson for 17 yards (tackle by Jordan Hicks). Penalty on Jordan Hicks: Illegal Contact (Declined),1.290,3.120
4,7:25,1,10,ARI 37,20,10,Russell Wilson sacked by Jonathan Bullard for -5 yards,3.120,1.900
4,6:42,2,15,ARI 42,20,10,Russell Wilson up the middle for 5 yards (tackle by Haason Reddick),1.900,1.880
4,5:56,3,10,ARI 37,20,10,Russell Wilson pass complete short left to Tyler Lockett for 11 yards (tackle by D.J. Swearinger),1.880,3.840
4,5:09,1,10,ARI 26,20,10,Chris Carson up the middle for 4 yards (tackle by Jordan Hicks and Haason Reddick),3.840,3.840
4,5:04,,,,,,Timeout #2 by Arizona Cardinals,,
4,5:04,2,6,ARI 22,20,10,Chris Carson left end for 12 yards (tackle by Jordan Hicks),3.840,4.910
4,4:19,1,10,ARI 10,20,10,Russell Wilson pass complete short left to Tyler Lockett for 4 yards (tackle by Tramaine Brock),4.910,4.950
4,4:12,,,,,,Timeout #3 by Arizona Cardinals,,
4,4:12,2,6,ARI 6,20,10,"Russell Wilson left end for 2 yards (tackle by Jordan Hicks and D.J. Swearinger). Penalty on Tramaine Brock: Unnecessary Roughness, 2 yards",4.950,6.740
4,4:00,1,2,ARI 2,20,10,"Chris Carson right end for 2 yards. Penalty on Will Dissly: Offensive Holding, 10 yards (no play)",6.740,4.640
4,3:55,1,12,ARI 12,20,10,Chris Carson up the middle for -1 yards (tackle by Rodney Gunter),4.640,3.720
4,3:11,2,13,ARI 13,20,10,"Russell Wilson pass incomplete short middle intended for Tyler Lockett (defended by Byron Murphy). Penalty on Chandler Jones: Roughing the Passer, 7 yards (no play)",3.720,5.830
4,3:05,1,6,ARI 6,20,10,Chris Carson up the middle for -3 yards (tackle by Cassius Marsh and Miles Brown),5.830,4.380
4,2:19,2,9,ARI 9,26,10,"C.J. Prosise right tackle for 9 yards, touchdown",4.380,7.000
4,2:13,,,ARI 15,27,10,Jason Myers kicks extra point good,0.000,0.000
4,2:13,,,SEA 35,27,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,2:13,1,10,ARI 25,27,10,Kyler Murray pass complete short right to KeeSean Johnson for 11 yards (tackle by Shaquill Griffin and K.J. Wright),0.610,1.330
4,2:00,1,10,ARI 36,27,10,Kyler Murray pass complete short right to David Johnson for 2 yards (tackle by Shaquill Griffin),1.330,1.060
4,1:56,2,8,ARI 38,27,10,Kyler Murray pass complete short left to Larry Fitzgerald for 11 yards (tackle by Bobby Wagner),1.060,2.190
4,1:41,1,10,ARI 49,27,10,Kyler Murray pass complete short right to Larry Fitzgerald for 15 yards (tackle by Ezekiel Ansah),2.190,3.180
4,1:22,1,10,SEA 36,27,10,Kyler Murray pass incomplete short right,3.180,2.640
4,1:15,2,10,SEA 36,27,10,David Johnson up the middle for 14 yards (tackle by Bradley McDougald and Bobby Wagner),2.640,4.110
4,0:54,1,10,SEA 22,27,10,Kyler Murray pass complete short left to Christian Kirk for 7 yards (tackle by Jamar Taylor),4.110,4.650
4,0:26,2,3,SEA 15,27,10,Kyler Murray pass complete short right to Christian Kirk for 6 yards (tackle by Jamar Taylor),4.650,5.140
4,0:03,1,9,SEA 9,27,10,Kyler Murray sacked by Ezekiel Ansah for -12 yards,5.140,2.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
