Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Ted Ginn Jr.,CAR,0,0,,0,0,3,44,14.7,0,36
Joe Webb,CAR,3,64,21.3,0,27,0,0,,0,0
Ed Dickson,CAR,1,1,1.0,0,1,0,0,,0,0
Fozzy Whittaker,CAR,1,17,17.0,0,17,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Dwayne Harris,NYG,1,19,19.0,0,19,3,11,3.7,0,9
Odell Beckham Jr.,NYG,0,0,,0,0,1,21,21.0,0,21
