Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
1,3:12,1,10,CAR 40,7,0,Eli Manning pass complete short right to Jerome Cunningham for 7 yards (tackle by Cortland Finnegan),2.920,3.320
1,2:44,2,3,CAR 33,7,0,Rashad Jennings middle for 2 yards (tackle by Kurt Coleman and Luke Kuechly),3.320,2.870
1,2:09,3,1,CAR 31,7,0,Rashad Jennings right guard for 4 yards (tackle by Luke Kuechly and Kurt Coleman),2.870,3.780
1,1:33,1,10,CAR 27,7,6,"Eli Manning pass complete short left to Rueben Randle for 27 yards, touchdown",3.780,7.000
1,1:33,,,CAR 27,7,7,Josh Brown kicks extra point good,0.000,0.000
1,1:33,,,NYG 35,7,7,"Josh Brown kicks off 63 yards, returned by Joe Webb for 23 yards (tackle by Orleans Darkwa)",0.000,-0.610
1,1:18,1,10,CAR 25,7,7,Cam Newton pass incomplete short middle intended for Greg Olsen,0.610,0.060
1,1:13,2,10,CAR 25,7,7,Fozzy Whittaker left tackle for 2 yards (tackle by Jay Bromley),0.060,-0.360
1,0:36,3,8,CAR 27,7,7,Cam Newton right end for 16 yards (tackle by Craig Dahl),-0.360,1.800
1,0:09,1,10,CAR 43,7,7,Cam Newton right guard for 3 yards (tackle by J.T. Thomas),1.800,1.660
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,CAR 46,7,7,Cam Newton sacked by J.T. Thomas and Robert Ayers for -9 yards,1.660,-0.230
2,14:17,3,16,CAR 37,7,7,Cam Newton pass incomplete deep right intended for Ted Ginn (defended by Craig Dahl),-0.230,-0.910
2,14:07,4,16,CAR 37,7,7,"Brad Nortman punts 54 yards, returned by Dwayne Harris for 2 yards (tackle by Mario Addison). Penalty on Prince Amukamara: Illegal Block Above the Waist, 3 yards",-0.910,0.380
2,13:52,1,10,NYG 3,7,7,"Andre Williams middle for 2 yards (tackle by Jared Allen and Charles Johnson). Penalty on Odell Beckham: Unnecessary Roughness, 2 yards",-0.380,-0.780
2,13:35,2,10,NYG 3,7,7,Eli Manning pass complete short left to Will Tye for 9 yards (tackle by Thomas Davis and Roman Harper),-0.780,-0.370
2,13:09,3,1,NYG 12,7,7,Andre Williams middle for 2 yards (tackle by Kurt Coleman and Star Lotulelei),-0.370,-0.280
2,12:38,1,10,NYG 14,7,7,Andre Williams right tackle for 10 yards (tackle by Kurt Coleman and Luke Kuechly),-0.280,0.540
2,12:14,1,10,NYG 24,7,7,Andre Williams right guard for 2 yards (tackle by Thomas Davis),0.540,0.270
2,11:40,2,8,NYG 26,7,7,Eli Manning pass incomplete short middle intended for Jerome Cunningham,0.270,-0.430
2,11:30,3,8,NYG 26,7,7,Eli Manning pass complete short left to Shane Vereen for 3 yards (tackle by Cortland Finnegan),-0.430,-1.440
2,10:55,4,5,NYG 29,7,7,"Brad Wing punts 46 yards, returned by Ted Ginn for no gain. Penalty on A.J. Klein: Offensive Holding, 10 yards",-1.440,0.220
2,10:45,1,10,CAR 15,7,7,Cam Newton pass complete short left to Jerricho Cotchery for 16 yards (tackle by Prince Amukamara and Landon Collins),-0.220,1.000
2,10:12,1,10,CAR 31,7,7,Cam Newton pass incomplete deep middle intended for Devin Funchess,1.000,0.460
2,9:59,2,10,CAR 31,7,7,Fozzy Whittaker middle for no gain (tackle by Robert Ayers),0.460,-0.230
2,9:19,3,10,CAR 31,7,7,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Jonathan Casillas),-0.230,-1.310
2,9:10,4,10,CAR 31,7,7,"Brad Nortman punts 40 yards, returned by Dwayne Harris for 2 yards (tackle by Tre Boston)",-1.310,-1.000
2,8:59,1,10,NYG 31,7,7,Rashad Jennings left end for 9 yards (tackle by Roman Harper and Thomas Davis),1.000,1.680
2,8:26,2,1,NYG 40,7,7,Eli Manning pass complete short right to Dwayne Harris for 5 yards (tackle by Cortland Finnegan),1.680,1.930
2,7:46,1,10,NYG 45,7,7,Eli Manning pass complete short left to Dwayne Harris for 4 yards (tackle by Luke Kuechly),1.930,1.920
2,7:06,2,6,NYG 49,7,7,Rashad Jennings left guard for 3 yards (tackle by Luke Kuechly and Thomas Davis),1.920,1.620
2,6:25,3,3,CAR 48,7,7,"Eli Manning pass complete short middle to Dwayne Harris for 13 yards (tackle by Charles Tillman). Penalty on Will Tye: Offensive Pass Interference, 10 yards (no play)",1.620,0.300
2,6:04,3,13,NYG 42,7,7,Eli Manning pass incomplete short right intended for Shane Vereen (defended by Star Lotulelei),0.300,-0.590
2,5:56,4,13,NYG 42,7,7,"Brad Wing punts 58 yards, touchback",-0.590,-0.280
2,5:46,1,10,CAR 20,7,7,Cam Newton sacked by Jason Pierre-Paul for -9 yards,0.280,-1.440
2,5:11,2,19,CAR 11,7,7,Cameron Artis-Payne left end for 9 yards (tackle by Landon Collins),-1.440,-0.960
2,4:34,3,10,CAR 20,7,7,Cam Newton pass incomplete deep right intended for Ted Ginn,-0.960,-2.030
2,4:26,4,10,CAR 20,7,7,"Brad Nortman punts 38 yards, fair catch by Odell Beckham",-2.030,-1.730
2,4:18,1,10,NYG 42,7,7,Rashad Jennings left tackle for 7 yards (tackle by Roman Harper and Shaq Thompson),1.730,2.130
2,3:37,2,3,NYG 49,7,7,"Rashad Jennings left end for 2 yards (tackle by Charles Tillman and Shaq Thompson). Rashad Jennings fumbles (forced by Charles Tillman), recovered by Charles Tillman at NYG-46",2.130,-2.520
,,,,,,,"CAR challenged the runner was down by contact ruling, and the original play was overturned.",,
2,3:30,1,10,NYG 46,7,7,Cameron Artis-Payne left guard for 9 yards (tackle by Cooper Taylor and Craig Dahl),2.520,3.190
2,3:03,2,1,NYG 37,7,7,Cameron Artis-Payne right end for no gain (tackle by Jason Pierre-Paul and J.T. Thomas),3.190,2.480
2,2:26,3,1,NYG 37,13,7,"Cam Newton pass complete short right to Greg Olsen for 37 yards, touchdown",2.480,7.000
2,2:26,,,NYG 37,14,7,Graham Gano kicks extra point good,0.000,0.000
2,2:26,,,CAR 35,14,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,2:14,1,10,NYG 20,14,7,Andre Williams right guard for 3 yards (tackle by Dwan Edwards and Luke Kuechly),0.280,0.140
2,2:00,2,7,NYG 23,14,7,Eli Manning pass complete short middle to Shane Vereen for 6 yards (tackle by Luke Kuechly),0.140,0.230
2,1:38,3,1,NYG 29,14,7,Eli Manning pass incomplete short left intended for Shane Vereen,0.230,-1.440
2,1:34,4,1,NYG 29,14,7,"Brad Wing punts 51 yards, returned by Ted Ginn for 8 yards (tackle by Jonathan Casillas)",-1.440,-0.810
2,1:24,1,10,CAR 28,14,7,Cam Newton pass complete short left to Ted Ginn for 19 yards (tackle by Dominique Rodgers-Cromartie),0.810,2.060
2,1:01,1,10,CAR 47,14,7,Cam Newton pass complete short left to Fozzy Whittaker for 5 yards (tackle by Jonathan Casillas),2.060,2.190
2,0:56,2,5,NYG 48,14,7,Cam Newton pass incomplete short left intended for Devin Funchess,2.190,1.490
2,0:52,3,5,NYG 48,14,7,Cam Newton pass complete short right to Jerricho Cotchery for 7 yards (tackle by Dominique Rodgers-Cromartie),1.490,2.850
2,0:43,1,10,NYG 41,14,7,Cam Newton pass complete short right to Jerricho Cotchery for 12 yards (tackle by Jonathan Casillas and Uani Unga),2.850,2.850
2,0:37,1,10,NYG 41,14,7,Timeout #1 by Carolina Panthers,2.850,3.640
2,0:37,1,10,NYG 29,14,7,Cam Newton pass incomplete deep middle intended for Ted Ginn,3.640,3.100
2,0:31,2,10,NYG 29,14,7,Cam Newton pass complete short right to Greg Olsen for 3 yards (tackle by Prince Amukamara),3.100,2.810
2,0:26,3,7,NYG 26,14,7,Cam Newton pass complete short left to Jerricho Cotchery for 12 yards (tackle by Prince Amukamara),2.810,4.650
2,0:21,1,10,NYG 14,20,7,"Cam Newton pass complete short middle to Devin Funchess for 14 yards, touchdown",4.650,7.000
2,0:21,,,NYG 14,21,7,Graham Gano kicks extra point good,0.000,0.000
2,0:21,,,CAR 35,21,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,0:15,1,10,NYG 20,21,7,Andre Williams right tackle for 2 yards (tackle by Thomas Davis),0.280,0.000
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,21,7,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CAR 20,21,7,Cameron Artis-Payne left guard for no gain (tackle by Jonathan Casillas and Jasper Brinkley),0.280,-0.270
3,14:29,2,10,CAR 20,21,7,Cameron Artis-Payne right end for 4 yards (tackle by Landon Collins),-0.270,-0.430
3,13:44,3,6,CAR 24,21,7,Cam Newton pass incomplete short right intended for Jerricho Cotchery,-0.430,-1.770
3,13:38,4,6,CAR 24,21,7,"Brad Nortman punts 36 yards, fair catch by Dwayne Harris",-1.770,-1.600
3,13:30,1,10,NYG 40,21,7,Eli Manning pass complete short right to Rueben Randle for 2 yards (tackle by Charles Tillman),1.600,1.320
3,13:06,2,8,NYG 42,21,7,Eli Manning pass incomplete deep middle intended for Odell Beckham,1.320,0.630
3,12:59,3,8,NYG 42,21,7,Eli Manning pass incomplete short middle intended for Rueben Randle,0.630,-0.590
3,12:54,4,8,NYG 42,21,7,"Brad Wing punts 38 yards, fair catch by Ted Ginn",-0.590,-0.280
3,12:46,1,10,CAR 20,21,7,Cam Newton pass complete short middle to Devin Funchess for 16 yards (tackle by J.T. Thomas and Cooper Taylor),0.280,1.330
3,12:23,1,10,CAR 36,21,7,Cam Newton pass complete short middle to Corey Brown for 15 yards (tackle by Jasper Brinkley),1.330,2.320
3,11:56,1,10,NYG 49,21,7,Cameron Artis-Payne middle for 1 yard (tackle by Jay Bromley and Jasper Brinkley),2.320,1.920
3,11:23,2,9,NYG 48,21,7,Cam Newton pass incomplete deep left intended for Ted Ginn,1.920,1.220
3,11:09,3,9,NYG 48,21,7,Cam Newton pass complete short left to Ted Ginn for 14 yards (tackle by Trumaine McBride and Uani Unga),1.220,3.310
3,10:40,1,10,NYG 34,21,7,Cam Newton pass complete short right to Greg Olsen for 14 yards (tackle by Craig Dahl),3.310,4.240
3,10:14,1,10,NYG 20,27,7,"Cam Newton pass complete deep right to Corey Brown for 20 yards, touchdown",4.240,7.000
3,10:14,,,NYG 20,28,7,Graham Gano kicks extra point good,0.000,0.000
3,10:14,,,CAR 35,28,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,10:03,1,10,NYG 20,28,7,Rashad Jennings middle for 3 yards (tackle by Shaq Thompson and Kyle Love),0.280,0.140
3,9:24,2,7,NYG 23,28,7,Rashad Jennings left guard for 4 yards (tackle by Shaq Thompson and Luke Kuechly),0.140,-0.030
3,8:44,3,3,NYG 27,28,7,Eli Manning pass complete short right to Rueben Randle for -2 yards (tackle by Kurt Coleman). Penalty on Odell Beckham: Offensive Pass Interference (Declined),-0.030,-1.700
3,8:34,4,5,NYG 25,28,7,"Brad Wing punts 48 yards, returned by Ted Ginn for 36 yards (tackle by Orleans Darkwa)",-1.700,-3.120
3,8:16,1,10,NYG 37,28,7,Cameron Artis-Payne left end for no gain (tackle by Landon Collins and Jasper Brinkley),3.120,2.570
3,7:46,2,10,NYG 37,28,7,Cam Newton pass complete short left to Cameron Artis-Payne for 20 yards (tackle by Craig Dahl and Jasper Brinkley),2.570,4.440
3,7:10,1,10,NYG 17,28,7,Cam Newton pass incomplete deep left intended for Devin Funchess (defended by Prince Amukamara),4.440,3.850
3,7:01,2,10,NYG 17,28,7,Cam Newton pass complete short left to Corey Brown for 16 yards (tackle by Dominique Rodgers-Cromartie),3.850,6.970
3,6:31,1,1,NYG 1,28,7,Cam Newton sacked by Robert Ayers for -13 yards,6.970,3.580
3,5:45,2,14,NYG 14,28,7,Cam Newton pass incomplete short left intended for Devin Funchess (defended by Prince Amukamara),3.580,3.580
3,5:38,2,14,NYG 14,28,7,Timeout #1 by Carolina Panthers,3.580,3.000
3,5:38,3,14,NYG 14,34,7,"Cam Newton pass complete short left to Ted Ginn for 14 yards, touchdown. Penalty on Ted Ginn: Unsportsmanlike Conduct, 15 yards",3.000,7.000
3,5:38,,,NYG 14,35,7,Graham Gano kicks extra point good,0.000,0.000
3,5:38,,,CAR 20,35,7,"Graham Gano kicks off 63 yards, returned by Dwayne Harris for 19 yards (tackle by Shaq Thompson)",0.000,-1.330
3,5:25,1,10,NYG 36,35,7,"Eli Manning pass complete short left to Odell Beckham for 3 yards (tackle by Josh Norman). Odell Beckham fumbles (forced by Josh Norman), ball out of bounds at NYG-40",1.330,1.200
3,5:08,2,7,NYG 39,35,7,Rashad Jennings left end for 8 yards (tackle by Roman Harper and Josh Norman),1.200,2.060
3,4:34,1,10,NYG 47,35,7,Rashad Jennings left guard for 6 yards (tackle by Roman Harper),2.060,2.330
3,4:05,2,4,CAR 47,35,7,Eli Manning pass complete short left to Will Tye for 2 yards (tackle by Thomas Davis),2.330,1.880
3,3:45,3,2,CAR 45,35,7,Eli Manning pass incomplete short left intended for Will Tye (defended by Thomas Davis),1.880,0.270
3,3:43,4,2,CAR 45,35,7,"Eli Manning pass complete short left to Odell Beckham for 5 yards (tackle by Josh Norman). Penalty on Odell Beckham: Unnecessary Roughness, 15 yards",0.270,1.930
3,3:21,1,10,NYG 45,35,7,Eli Manning pass incomplete short left intended for Rashad Jennings,1.930,1.380
3,3:16,2,10,NYG 45,35,7,"Penalty on Myles White: False Start, 5 yards (no play)",1.380,0.710
3,3:16,2,15,NYG 40,35,7,"Shane Vereen middle for 19 yards (tackle by Roman Harper and Kurt Coleman). Penalty on Odell Beckham: Unnecessary Roughness (Offsetting), Penalty on Josh Norman: Unnecessary Roughness (Offsetting)",0.710,2.850
3,3:01,1,10,CAR 41,35,7,Shane Vereen middle for 3 yards (tackle by Kony Ealy and Charles Johnson),2.850,2.710
3,2:30,2,7,CAR 38,35,7,"Eli Manning pass complete short middle to Myles White for 10 yards (tackle by Luke Kuechly). Penalty on Josh Norman: Unnecessary Roughness, 14 yards",2.710,4.650
3,2:14,1,10,CAR 14,35,7,Eli Manning pass incomplete short middle intended for Will Tye,4.650,4.000
3,2:08,2,10,CAR 14,35,7,Eli Manning pass complete short right to Odell Beckham for 6 yards (tackle by Luke Kuechly),4.000,4.280
3,1:27,3,4,CAR 8,35,13,"Eli Manning pass complete short right to Will Tye for 8 yards, touchdown",4.280,7.000
3,1:27,,,CAR 8,35,14,Josh Brown kicks extra point good,0.000,0.000
3,1:27,,,NYG 35,35,14,"Josh Brown kicks off 45 yards, returned by Ed Dickson for 1 yard (tackle by James Morris)",0.000,-0.340
3,1:13,1,10,CAR 21,35,14,Cameron Artis-Payne left end for 2 yards (tackle by Prince Amukamara and Kerry Wynn),0.340,0.070
3,0:30,2,8,CAR 23,35,14,Cameron Artis-Payne left tackle for 5 yards (tackle by Jasper Brinkley),0.070,0.040
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CAR 28,35,14,Cam Newton pass incomplete short middle intended for Devin Funchess (defended by Dominique Rodgers-Cromartie),0.040,-1.500
4,14:55,4,3,CAR 28,35,14,"Brad Nortman punts 59 yards, returned by Odell Beckham for 21 yards (tackle by Ed Dickson)",-1.500,-1.200
4,14:41,1,10,NYG 34,35,14,Eli Manning pass complete short right to Rashad Jennings for no gain,1.200,0.660
4,14:16,2,10,NYG 34,35,14,Eli Manning pass complete short middle to Rueben Randle for 20 yards (tackle by Charles Tillman),0.660,2.520
4,13:56,1,10,CAR 46,35,14,Rashad Jennings left tackle for 8 yards (tackle by Cortland Finnegan and Kurt Coleman),2.520,3.060
4,13:34,2,2,CAR 38,35,20,"Rashad Jennings left tackle for 38 yards, touchdown",3.060,7.000
4,13:34,,,CAR 38,35,21,"Josh Brown kicks extra point good. Penalty on Thomas Davis: Defensive Offside, 5 yards",0.000,0.000
4,13:34,,,NYG 40,35,21,"Josh Brown kicks off 55 yards, returned by Fozzy Whittaker for 17 yards (tackle by Mark Herzlich)",0.000,-0.410
4,13:17,1,10,CAR 22,35,21,Cam Newton pass complete short middle to Cameron Artis-Payne for 14 yards (tackle by Jasper Brinkley and J.T. Thomas),0.410,1.330
4,12:38,1,10,CAR 36,35,21,Cameron Artis-Payne left tackle for 26 yards (tackle by Prince Amukamara),1.330,3.050
4,12:02,1,10,NYG 38,35,21,Cameron Artis-Payne left guard for 3 yards (tackle by Landon Collins and J.T. Thomas),3.050,2.910
4,11:20,2,7,NYG 35,35,21,Cam Newton pass incomplete deep right intended for Corey Brown,2.910,2.210
4,11:12,3,7,NYG 35,35,21,Cam Newton middle for 14 yards (tackle by Uani Unga),2.210,4.170
4,10:30,1,10,NYG 21,35,21,Cameron Artis-Payne left guard for 2 yards (tackle by Robert Ayers),4.170,3.900
4,9:47,2,8,NYG 19,35,21,Cam Newton pass complete short right to Greg Olsen for 3 yards (tackle by Jasper Brinkley),3.900,3.630
4,9:07,3,5,NYG 16,35,21,Cam Newton pass incomplete short middle intended for Ted Ginn,3.630,2.430
4,9:00,4,5,NYG 16,35,21,"Graham Gano 34 yard field goal no good, blocked by Dominique Rodgers-Cromartie, recovered by Prince Amukamara and returned for 9 yards",2.430,-2.520
4,8:52,1,10,CAR 46,35,21,Eli Manning pass complete short left to Shane Vereen for 5 yards (tackle by Thomas Davis),2.520,2.650
4,8:38,2,5,CAR 41,35,21,Eli Manning pass complete deep left to Will Tye for 20 yards (tackle by Kurt Coleman and Luke Kuechly),2.650,4.170
4,8:11,1,10,CAR 21,35,21,Eli Manning pass complete short right to Odell Beckham for 8 yards (tackle by Kurt Coleman),4.170,4.950
4,7:43,2,2,CAR 13,35,21,Eli Manning pass incomplete deep left intended for Hakeem Nicks is intercepted by Charles Tillman at CAR--4,4.950,-0.280
4,7:33,1,10,CAR 20,35,21,Cameron Artis-Payne left tackle for no gain (tackle by J.T. Thomas and Montori Hughes),0.280,-0.270
4,6:50,2,10,CAR 20,35,21,"Cam Newton for no gain. Cam Newton fumbles, recovered by Kerry Wynn at CAR-14",-0.270,-4.650
4,6:43,1,10,CAR 14,35,21,Rashad Jennings middle for 2 yards (tackle by Kawann Short),4.650,4.330
4,6:14,2,8,CAR 12,35,21,Eli Manning pass complete short right to Shane Vereen for 4 yards (tackle by Star Lotulelei and Kurt Coleman),4.330,4.280
4,5:36,3,4,CAR 8,35,27,"Eli Manning pass complete short middle to Shane Vereen for 8 yards, touchdown",4.280,7.000
4,5:36,,,CAR 8,35,28,Josh Brown kicks extra point good,0.000,0.000
4,5:36,,,NYG 35,35,28,"Josh Brown kicks off 63 yards, returned by Joe Webb for 14 yards (tackle by James Morris)",0.000,0.140
4,5:20,1,10,CAR 16,35,28,Cam Newton pass incomplete,-0.140,-0.660
4,5:12,2,10,CAR 16,35,28,"Penalty on Mike Remmers: False Start, 5 yards (no play)",-0.660,-1.150
4,5:12,2,15,CAR 11,35,28,Cam Newton left tackle for 8 yards (tackle by Prince Amukamara),-1.150,-0.950
4,4:30,3,7,CAR 19,35,28,Cam Newton pass incomplete short middle intended for Jerricho Cotchery (defended by Jason Pierre-Paul),-0.950,-2.140
4,4:25,4,7,CAR 19,35,28,"Brad Nortman punts 47 yards, fair catch by Odell Beckham",-2.140,-1.200
4,4:17,1,10,NYG 34,35,28,Eli Manning pass complete short left to Shane Vereen for 3 yards (tackle by Luke Kuechly and Kurt Coleman),1.200,1.060
4,3:37,2,7,NYG 37,35,28,Eli Manning right end for 4 yards (tackle by Luke Kuechly),1.060,0.890
4,2:55,3,3,NYG 41,35,28,Eli Manning pass complete short middle to Odell Beckham for 40 yards (tackle by Charles Tillman),0.890,4.310
4,2:08,1,10,CAR 19,35,28,Eli Manning pass incomplete deep left intended for Hakeem Nicks,4.310,3.750
4,2:01,2,10,CAR 19,35,28,Eli Manning pass complete short right to Shane Vereen for 5 yards (tackle by Cortland Finnegan),3.750,3.760
4,1:55,3,5,CAR 14,35,28,Eli Manning pass incomplete,3.760,2.560
4,1:51,4,5,CAR 14,35,34,"Eli Manning pass complete short left to Odell Beckham for 14 yards, touchdown",2.560,7.000
4,1:51,,,CAR 14,35,35,Josh Brown kicks extra point good,0.000,0.000
4,1:51,,,NYG 35,35,35,"Josh Brown kicks off 66 yards, returned by Joe Webb for 27 yards (tackle by Trevin Wade)",0.000,-0.670
4,1:40,1,10,CAR 26,35,35,Cam Newton pass complete short left to Fozzy Whittaker for 9 yards (tackle by Landon Collins),0.670,1.350
4,1:35,2,1,CAR 35,35,35,Cam Newton middle for 2 yards (tackle by Uani Unga and Kerry Wynn),1.350,1.400
4,1:07,1,10,CAR 37,35,35,Cam Newton pass complete short left to Greg Olsen for 16 yards (tackle by Uani Unga),1.400,1.400
4,0:57,1,10,CAR 37,35,35,Timeout #2 by Carolina Panthers,1.400,2.460
4,0:57,1,10,NYG 47,35,35,Cam Newton pass complete short left to Ted Ginn for 12 yards (tackle by Prince Amukamara),2.460,3.250
4,0:36,1,10,NYG 35,35,35,Cam Newton pass incomplete short left intended for Ted Ginn,3.250,2.700
4,0:32,2,10,NYG 35,35,35,Cam Newton right end for 10 yards (tackle by Craig Dahl),2.700,3.910
4,0:06,1,10,NYG 25,35,35,Cam Newton spiked the ball,3.910,3.910
4,0:05,1,10,NYG 25,35,35,Timeout #1 by New York Giants,3.910,3.360
4,0:05,2,10,NYG 25,38,35,Graham Gano 43 yard field goal good. Penalty on NYG: Illegal Formation (Declined),3.360,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
