Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
1,0:05,1,10,PHI 22,0,14,Donovan McNabb pass complete to Terrell Owens for 10 yards (tackle by DeAngelo Hall),0.410,1.070
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 32,0,14,Donovan McNabb pass complete to Terrell Owens for 14 yards (tackle by Keith Brooking),1.070,1.990
2,14:21,1,10,PHI 46,0,14,Brian Westbrook up the middle for -2 yards (tackle by Patrick Kerney),1.990,1.180
2,13:39,2,12,PHI 44,0,14,Donovan McNabb pass complete to Terrell Owens for 16 yards (tackle by DeAngelo Hall),1.180,2.920
2,13:13,1,10,ATL 40,0,14,Donovan McNabb pass incomplete intended for Terrell Owens,2.920,2.370
2,13:09,2,10,ATL 40,0,14,Brian Westbrook left tackle for 17 yards (tackle by Bryan Scott),2.370,4.040
2,12:27,1,10,ATL 23,0,14,"Donovan McNabb pass incomplete intended for L.J. Smith (defended by Demorrio Williams). Penalty on Josh Parry: Offensive Holding, 10 yards (no play)",4.040,3.380
2,12:22,1,20,ATL 33,0,14,Donovan McNabb pass incomplete intended for L.J. Smith,3.380,2.150
2,12:17,2,20,ATL 33,0,14,Donovan McNabb pass complete to Brian Westbrook for 24 yards (tackle by Jonathan Babineaux),2.150,5.140
2,11:28,1,9,ATL 9,6,14,"Donovan McNabb pass complete to Brian Westbrook for 9 yards, touchdown",5.140,7.000
2,,,,ATL 2,7,14,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,7,14,"David Akers kicks off 68 yards, returned by Allen Rossum for 33 yards (tackle by Roderick Hood)",0.000,1.270
2,11:15,1,10,ATL 35,7,14,"Michael Vick left end for 9 yards (tackle by Michael Lewis). Penalty on Michael Lewis: Personal Foul, 15 yards",1.270,2.850
2,10:54,1,10,PHI 41,7,14,Warrick Dunn right tackle for 1 yard (tackle by Trent Cole),2.850,2.440
2,10:18,2,9,PHI 40,7,14,T.J. Duckett up the middle for 3 yards (tackle by Jevon Kearse),2.440,2.150
2,9:40,3,6,PHI 37,7,14,Michael Vick pass complete to Dwayne Blakley for 9 yards (tackle by Michael Lewis),2.150,3.710
2,9:03,1,10,PHI 28,7,14,T.J. Duckett up the middle for 2 yards (tackle by Mike Patterson),3.710,3.440
2,8:25,2,8,PHI 26,7,14,Michael Vick pass complete to Warrick Dunn for no gain,3.440,2.740
2,7:42,3,8,PHI 26,7,14,"Michael Vick sacked by Darwin Walker for -8 yards. Michael Vick fumbles (forced by Darwin Walker), recovered by Darwin Walker at PHI-44 and returned for 18 yards (tackle by Matt Lehr)",2.740,-3.050
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
2,7:26,1,10,ATL 38,7,14,Donovan McNabb sacked by Roderick Coleman for -7 yards. Penalty on Shawn Andrews: Offensive Holding (Declined),3.050,1.560
2,7:06,2,17,ATL 45,7,14,Brian Westbrook up the middle for 1 yard (tackle by Roderick Coleman),1.560,1.030
2,6:32,,,,7,14,Timeout #1 by Philadelphia Eagles,0.000,1.030
2,6:32,3,16,ATL 44,7,14,Donovan McNabb pass complete to Josh Parry for 1 yard (tackle by DeAngelo Hall),1.030,0.400
2,5:53,4,15,ATL 43,7,14,Dirk Johnson punts 34 yards,0.400,0.380
2,5:42,1,10,ATL 9,7,14,Warrick Dunn left tackle for 30 yards (tackle by Lito Sheppard),-0.380,1.530
2,5:31,,,,7,14,Timeout #2 by Atlanta Falcons,0.000,1.530
2,4:53,1,10,ATL 39,7,14,"Michael Vick pass incomplete intended for Alge Crumpler. Penalty on Alge Crumpler: Offensive Pass Interfere, 10 yards (no play)",1.530,0.870
2,4:48,1,20,ATL 29,7,14,Warrick Dunn up the middle for 4 yards (tackle by Jevon Kearse),0.870,0.180
2,4:14,2,16,ATL 33,7,14,Michael Vick pass complete to Alge Crumpler for 24 yards (tackle by Brian Dawkins),0.180,2.720
2,3:44,1,10,PHI 43,7,14,Warrick Dunn up the middle for 5 yards (tackle by Hollis Thomas),2.720,2.850
2,3:11,2,5,PHI 38,7,14,"Michael Vick sacked by Michael Lewis for -4 yards. Michael Vick fumbles (forced by Michael Lewis), ball out of bounds at PHI-42",2.850,1.620
2,2:50,3,9,PHI 42,7,14,Michael Vick sacked by Brian Dawkins and Darwin Walker for -10 yards,1.620,-0.190
2,2:45,,,,7,14,Timeout #2 by Philadelphia Eagles,0.000,-0.190
2,2:45,4,19,ATL 48,7,14,"Michael Koenen punts 34 yards, returned by Dexter Wynn for 17 yards (tackle by Kevin McCadam)",-0.190,-1.270
2,2:35,1,10,PHI 35,7,14,Donovan McNabb pass complete to Terrell Owens for 15 yards,1.270,2.260
2,2:10,1,10,ATL 50,7,14,Donovan McNabb pass incomplete intended for Terrell Owens,2.260,1.710
2,2:05,2,10,ATL 50,7,14,Brian Westbrook right end for 23 yards (tackle by Keion Carpenter),1.710,3.780
2,1:55,1,10,ATL 27,7,14,Donovan McNabb pass incomplete intended for Brian Westbrook,3.780,3.230
2,1:51,2,10,ATL 27,7,14,Donovan McNabb pass incomplete intended for Greg Lewis,3.230,2.540
2,1:48,3,10,ATL 27,7,14,Donovan McNabb pass complete to Brian Westbrook for -5 yards (tackle by Demorrio Williams),2.540,1.240
2,1:10,4,15,ATL 32,7,14,David Akers 49 yard field goal no good,1.240,-1.600
2,1:05,1,10,ATL 40,7,14,Michael Vick pass incomplete intended for Roddy White,1.600,1.050
2,1:01,2,10,ATL 40,7,14,Warrick Dunn right tackle for 6 yards (tackle by Mike Patterson),1.050,1.160
2,0:36,3,4,ATL 46,7,14,Michael Vick pass complete to Brian Finneran for 5 yards (tackle by Roderick Hood and Michael Lewis),1.160,2.320
2,0:28,1,10,PHI 49,7,14,Michael Vick pass incomplete intended for Roddy White,2.320,1.780
2,0:22,2,10,PHI 49,7,14,Warrick Dunn up the middle for 1 yard (tackle by Darwin Walker and Mike Patterson),1.780,1.220
2,0:04,,,,7,14,Timeout #3 by Atlanta Falcons,0.000,1.220
2,0:04,3,9,PHI 48,7,14,Michael Vick pass incomplete intended for Roddy White,1.220,0.070
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,7,14,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,7,14,Warrick Dunn right tackle for 13 yards (tackle by Dhani Jones and Sheldon Brown),0.280,1.140
3,14:25,1,10,ATL 33,7,14,Warrick Dunn left tackle for 11 yards (tackle by Brian Dawkins and Hollis Thomas),1.140,1.860
3,13:51,1,10,ATL 44,7,14,Warrick Dunn right tackle for 2 yards (tackle by Darwin Walker),1.860,1.590
3,13:16,2,8,ATL 46,7,14,Michael Vick pass complete to Justin Griffith for 1 yard (tackle by Sheldon Brown),1.590,1.030
3,12:39,3,7,ATL 47,7,14,Michael Vick pass complete to Michael Jenkins for 4 yards (tackle by Michael Lewis),1.030,0.000
3,11:57,4,3,PHI 49,7,14,"Michael Koenen punts 49 yards, touchback. Penalty on Matt Lehr: Ineligible Downfield Kic, 5 yards",0.000,-0.610
3,11:48,1,10,PHI 25,7,14,Donovan McNabb pass complete to L.J. Smith for 16 yards (tackle by DeAngelo Hall),0.610,1.660
3,11:08,1,10,PHI 41,7,14,Brian Westbrook left end for 4 yards (tackle by Keith Brooking),1.660,1.660
3,10:35,2,6,PHI 45,7,14,Donovan McNabb pass complete to L.J. Smith for 1 yard (tackle by Chad Lavalais),1.660,1.090
3,9:48,3,5,PHI 46,7,14,Donovan McNabb pass complete to Terrell Owens for 23 yards (tackle by Demorrio Williams),1.090,3.510
3,9:02,1,10,ATL 31,7,14,"Donovan McNabb for no gain. Donovan McNabb fumbles, recovered by Keith Brooking at ATL-44",3.510,-1.860
3,8:46,1,10,ATL 44,7,14,"Michael Vick pass complete to Alge Crumpler for 13 yards (tackle by Brian Dawkins). Penalty on Dwayne Blakley: Offensive Holding, 10 yards (no play)",1.860,1.200
3,8:29,1,20,ATL 34,7,14,Warrick Dunn up the middle for 1 yard (tackle by Keith Adams),1.200,0.100
3,7:57,2,19,ATL 35,7,14,Michael Vick pass incomplete intended for Dez White,0.100,-0.560
3,7:52,3,19,ATL 35,7,14,Warrick Dunn right tackle for -1 yards (tackle by Mike Patterson),-0.560,-1.110
3,7:15,4,20,ATL 34,7,14,"Michael Koenen punts 38 yards, returned by Dexter Wynn for 11 yards (tackle by Michael Boley)",-1.110,-1.530
3,7:02,1,10,PHI 39,7,14,Brian Westbrook right tackle for 6 yards (tackle by Ed Hartwell),1.530,1.800
3,6:20,2,4,PHI 45,7,14,Brian Westbrook right end for -5 yards (tackle by Chauncey Davis),1.800,0.430
3,5:36,3,9,PHI 40,7,14,Donovan McNabb pass complete to Brian Westbrook for 7 yards (tackle by Brady Smith),0.430,-0.260
3,5:00,4,2,PHI 47,7,14,"Dirk Johnson punts 42 yards. Penalty on Reggie Brown: Illegal Formation, 5 yards (no play)",-0.260,-0.590
3,4:53,4,7,PHI 42,7,14,"Dirk Johnson punts 47 yards, returned by Allen Rossum for no gain",-0.590,0.370
3,4:44,1,10,ATL 11,7,14,Warrick Dunn right tackle for 3 yards (tackle by Hollis Thomas),-0.370,-0.530
3,4:07,2,7,ATL 14,7,14,T.J. Duckett up the middle for 2 yards (tackle by Dhani Jones),-0.530,-0.840
3,3:29,3,5,ATL 16,7,14,Michael Vick left tackle for 4 yards (tackle by Mike Patterson),-0.840,-2.030
,,,,,,,"PHI challenged the ruling, and the original play was overturned.",,
3,3:01,4,1,ATL 20,7,14,Michael Koenen punts 59 yards,-2.030,-0.340
3,2:46,1,10,PHI 21,7,14,Donovan McNabb pass complete to Greg Lewis for 7 yards (tackle by Jason Webster),0.340,0.750
3,2:26,2,3,PHI 28,7,14,"Donovan McNabb sacked by Patrick Kerney for -4 yards. Donovan McNabb fumbles (forced by Patrick Kerney), recovered by Jonathan Babineaux at PHI-30",0.750,-3.580
3,2:10,1,10,PHI 30,7,14,Michael Vick pass incomplete intended for Alge Crumpler,3.580,3.030
3,2:05,2,10,PHI 30,7,14,T.J. Duckett up the middle for 2 yards (tackle by Darwin Walker),3.030,2.610
3,1:20,3,8,PHI 28,7,14,Michael Vick pass complete to Brian Finneran for 7 yards (tackle by Sheldon Brown),2.610,2.210
3,1:10,4,1,PHI 21,7,14,Michael Vick up the middle for 1 yard (tackle by Dhani Jones),2.210,4.240
3,0:27,1,10,PHI 20,7,14,Michael Vick pass complete to Alge Crumpler for 7 yards (tackle by Quintin Mikell and Keith Adams),4.240,4.830
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,PHI 13,7,14,Michael Vick right end for 8 yards (tackle by Sheldon Brown),4.830,6.060
4,14:14,1,5,PHI 5,7,14,T.J. Duckett left tackle for no gain (tackle by Mike Patterson),6.060,5.150
4,13:30,2,5,PHI 5,7,14,"T.J. Duckett up the middle for 5 yards. Penalty on Todd McClure: Offensive Holding, 10 yards (no play)",5.150,3.460
4,13:25,2,15,PHI 15,7,14,Michael Vick pass incomplete intended for Alge Crumpler (defended by Brian Dawkins),3.460,2.930
4,13:19,3,15,PHI 15,7,14,"Michael Vick sacked by Brian Dawkins for -6 yards. Michael Vick fumbles (forced by Brian Dawkins), recovered by Michael Lewis at PHI-20 (tackle by Michael Vick)",2.930,-0.280
4,13:14,1,10,PHI 20,7,14,Lamar Gordon up the middle for 4 yards (tackle by Keith Brooking and Demorrio Williams),0.280,0.270
4,12:38,2,6,PHI 24,7,14,Donovan McNabb pass incomplete intended for Greg Lewis,0.270,-0.430
4,12:35,3,6,PHI 24,7,14,Donovan McNabb pass complete to Terrell Owens for 19 yards (tackle by Jason Webster),-0.430,1.800
4,12:08,1,10,PHI 43,7,14,Donovan McNabb pass complete to Greg Lewis for 15 yards (tackle by Jason Webster),1.800,2.790
4,11:25,1,10,ATL 42,7,14,Donovan McNabb pass incomplete intended for Terrell Owens,2.790,2.240
4,11:20,2,10,ATL 42,7,14,Donovan McNabb pass complete to Brian Westbrook for 18 yards (tackle by Brady Smith),2.240,3.970
4,10:38,1,10,ATL 24,7,14,"Penalty on L.J. Smith: False Start, 5 yards (no play)",3.970,3.640
4,10:20,1,15,ATL 29,7,14,Donovan McNabb pass complete to Brian Westbrook for 3 yards (tackle by Bryan Scott),3.640,3.160
4,9:35,2,12,ATL 26,7,14,Donovan McNabb pass incomplete intended for Terrell Owens (defended by DeAngelo Hall),3.160,2.480
4,9:31,,,,7,14,Timeout #1 by Philadelphia Eagles,0.000,2.480
4,9:31,3,12,ATL 26,7,14,Donovan McNabb pass incomplete intended for Brian Westbrook,2.480,1.740
4,9:25,4,12,ATL 26,10,14,David Akers 44 yard field goal good,1.740,3.000
4,,,,PHI 30,10,14,"David Akers kicks off 71 yards, returned by Allen Rossum for 20 yards (tackle by Keith Adams)",0.000,0.150
4,9:15,1,10,ATL 19,10,14,Warrick Dunn up the middle for 2 yards (tackle by Mike Labinjo),0.150,-0.060
4,8:41,2,8,ATL 21,10,14,Michael Vick pass incomplete intended for Alge Crumpler,-0.060,-0.810
4,8:36,3,8,ATL 21,10,14,Michael Vick pass complete to Alge Crumpler for 5 yards (tackle by Mike Labinjo),-0.810,-1.630
4,7:57,4,3,ATL 26,10,14,"Michael Koenen punts 38 yards, muffed catch by Dexter Wynn, recovered by Dexter Wynn and returned for no gain. Penalty on Brian Finneran: Face Mask (15 Yards), 15 yards",-1.630,-2.320
4,7:48,1,10,ATL 49,10,14,Donovan McNabb pass incomplete intended for Terrell Owens,2.320,1.780
4,7:43,2,10,ATL 49,10,14,Donovan McNabb pass incomplete intended for Terrell Owens,1.780,1.090
4,7:36,,,,10,14,Timeout #2 by Philadelphia Eagles,0.000,1.090
4,7:36,3,10,ATL 49,10,14,"Penalty on Artis Hicks: False Start, 5 yards (no play)",1.090,0.430
4,7:36,3,15,PHI 46,10,14,Donovan McNabb pass incomplete intended for Greg Lewis. Penalty on Tra Thomas: Illegal Formation (Declined),0.430,-0.320
4,7:31,4,15,PHI 46,10,14,"Dirk Johnson punts 43 yards, fair catch by Allen Rossum",-0.320,0.370
4,7:24,1,10,ATL 11,10,14,Michael Vick up the middle for 29 yards (tackle by Lito Sheppard),-0.370,1.600
4,6:36,1,10,ATL 40,10,14,Michael Vick left tackle for 5 yards (tackle by N.D. Kalu),1.600,1.730
4,5:49,2,5,ATL 45,10,14,Warrick Dunn up the middle for 4 yards (tackle by Michael Lewis),1.730,1.550
4,5:03,3,1,ATL 49,10,14,T.J. Duckett up the middle for no gain (tackle by Michael Lewis),1.550,-0.130
4,4:02,4,1,ATL 49,10,14,Michael Koenen punts 27 yards,-0.130,-0.540
4,3:54,1,10,PHI 24,10,14,Brian Westbrook up the middle for 3 yards (tackle by Demorrio Williams),0.540,0.400
4,3:20,2,7,PHI 27,10,14,Donovan McNabb pass complete to Brian Westbrook for 8 yards (tackle by Bryan Scott),0.400,1.270
4,3:14,1,10,PHI 35,10,14,Brian Westbrook right tackle for no gain (tackle by Patrick Kerney),1.270,0.720
4,2:35,2,10,PHI 35,10,14,Donovan McNabb pass complete to Reggie Brown for 7 yards (tackle by Jason Webster),0.720,0.960
4,2:02,3,3,PHI 42,10,14,Donovan McNabb pass complete to Greg Lewis for 7 yards (tackle by Allen Rossum),0.960,2.190
4,1:55,1,10,PHI 49,10,14,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Roderick Coleman),2.190,1.650
4,1:47,2,10,PHI 49,10,14,Donovan McNabb pass incomplete intended for Terrell Owens,1.650,0.960
4,1:42,3,10,PHI 49,10,14,Donovan McNabb pass incomplete intended for Brian Westbrook,0.960,-0.130
4,1:38,,,,10,14,Timeout #3 by Philadelphia Eagles,0.000,-0.130
4,1:38,4,10,PHI 49,10,14,Donovan McNabb pass incomplete intended for Terrell Owens,-0.130,-2.390
4,1:33,1,10,PHI 48,10,14,Michael Vick kneels for -1 yards,2.390,1.710
4,0:53,2,11,PHI 49,10,14,Michael Vick kneels for -1 yards,1.710,0.890
4,0:27,3,12,ATL 50,10,14,Michael Vick kneels for -1 yards,0.890,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
