Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
1,,,,JAX 30,7,7,"Josh Scobee kicks off 55 yards, returned by Najeh Davenport for 13 yards (tackle by Montell Owens)",0.000,0.810
1,9:36,1,10,PIT 28,7,7,Najeh Davenport left guard for 6 yards (tackle by Clint Ingram),0.810,1.070
1,8:58,2,4,PIT 34,7,7,Ben Roethlisberger pass complete short left to Gary Russell for 6 yards (tackle by Justin Durant),1.070,1.600
1,8:30,1,10,PIT 40,7,7,Najeh Davenport right guard for 5 yards (tackle by Terry Cousin),1.600,1.730
1,7:54,2,5,PIT 45,7,7,Najeh Davenport up the middle for -2 yards (tackle by Bobby McCray and Reggie Hayward),1.730,0.760
1,7:16,3,7,PIT 43,7,7,Ben Roethlisberger up the middle for 4 yards (tackle by Brent Hawkins),0.760,-0.260
1,6:40,4,3,PIT 47,7,7,"Daniel Sepulveda punts 47 yards, returned by Dennis Northcutt for 3 yards (tackle by Andre Frazier)",-0.260,0.380
1,6:29,1,10,JAX 9,7,7,Fred Taylor left guard for 2 yards (tackle by James Harrison and Ike Taylor),-0.380,-0.630
1,5:51,2,8,JAX 11,7,7,"Fred Taylor up the middle for -1 yards (tackle by Clark Haggans). Penalty on Clark Haggans: Defensive Holding, 5 yards (no play)",-0.630,-0.160
1,5:29,2,3,JAX 16,7,7,Fred Taylor up the middle for 1 yard (tackle by James Harrison and Casey Hampton),-0.160,-0.480
1,4:40,3,2,JAX 17,7,7,Maurice Jones-Drew right guard for 3 yards (tackle by Deshea Townsend),-0.480,0.280
1,3:55,,,,7,7,Timeout #2 by Jacksonville Jaguars,0.000,0.280
1,3:55,1,10,JAX 20,7,7,Maurice Jones-Drew left guard for 1 yard (tackle by James Harrison and Brett Keisel),0.280,-0.130
1,3:17,2,9,JAX 21,7,7,David Garrard right end for 12 yards (tackle by Clark Haggans),-0.130,1.140
1,2:44,1,10,JAX 33,7,7,David Garrard pass complete short right to Marcedes Lewis for 11 yards (tackle by James Farrior),1.140,1.860
1,1:57,1,10,JAX 44,7,7,Fred Taylor right tackle for 2 yards (tackle by Larry Foote and Chris Hoke),1.860,1.590
1,1:15,2,8,JAX 46,7,7,David Garrard pass incomplete deep middle intended for Richard Angulo,1.590,0.890
1,1:10,3,8,JAX 46,7,7,David Garrard pass incomplete short middle intended for Reggie Williams (defended by Brett Keisel),0.890,-0.320
1,1:03,4,8,JAX 46,7,7,"Adam Podlesh punts 54 yards, touchback",-0.320,-0.280
1,0:58,1,10,PIT 20,7,7,Ben Roethlisberger pass complete short left to Heath Miller for 13 yards (tackle by Brian Williams),0.280,1.140
1,0:13,1,10,PIT 33,7,7,Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes (defended by Clint Ingram),1.140,0.590
1,0:05,2,10,PIT 33,7,7,Gary Russell right guard for 2 yards (tackle by Sammy Knight),0.590,0.170
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,PIT 35,7,7,Ben Roethlisberger sacked by Paul Spicer for -10 yards,0.170,-1.700
2,14:45,4,18,PIT 25,7,7,"Daniel Sepulveda punts 48 yards, returned by Dennis Northcutt for 12 yards (tackle by Andre Frazier)",-1.700,-1.530
2,14:34,1,10,JAX 39,7,7,David Garrard sacked by LaMarr Woodley for -13 yards,1.530,-0.770
2,13:58,2,23,JAX 26,7,7,Fred Taylor right tackle for -2 yards (tackle by Brett Keisel and James Harrison),-0.770,-1.680
2,13:13,3,25,JAX 24,7,7,David Garrard pass complete short left to Reggie Williams for 15 yards (tackle by Larry Foote),-1.680,-0.780
2,12:43,4,10,JAX 39,7,7,"Adam Podlesh punts 54 yards, returned by Cedrick Wilson for 1 yard (tackle by Chad Nkang). Penalty on Chad Nkang: Illegal Motion, 5 yards (no play)",-0.780,-1.110
2,12:32,4,15,JAX 34,7,7,"Adam Podlesh punts 50 yards, fair catch by Cedrick Wilson",-1.110,0.140
2,12:25,1,10,PIT 16,7,7,Najeh Davenport left tackle for no gain (tackle by Rashean Mathis),-0.140,-0.660
2,11:43,2,10,PIT 16,7,7,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Rashean Mathis),-0.660,-1.320
2,11:40,3,10,PIT 16,7,7,Ben Roethlisberger pass complete deep right to Hines Ward for 33 yards (tackle by Justin Durant),-1.320,2.190
2,11:09,1,10,PIT 49,7,7,Gary Russell right end for -1 yards (tackle by Reggie Hayward and Daryl Smith),2.190,1.510
2,10:31,2,11,PIT 48,13,7,"Ben Roethlisberger pass incomplete short right intended for Santonio Holmes is intercepted by Rashean Mathis at JAX-37 and returned for 63 yards, touchdown. Penalty on Gary Russell: Low Block, 15 yards",1.510,-7.000
2,,,,PIT 2,14,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 45,14,7,"Josh Scobee kicks off 55 yards, touchback",0.000,0.280
2,10:19,1,10,PIT 20,14,7,Najeh Davenport right guard for -5 yards (tackle by Grady Jackson),0.280,-1.070
2,9:37,2,15,PIT 15,14,7,Ben Roethlisberger pass incomplete deep right intended for Najeh Davenport is intercepted by Rashean Mathis at PIT-47 and returned for 1 yard (tackle by Najeh Davenport),-1.070,-2.520
,,,,,,,"PIT challenged the runner was down by contact ruling, and the original play was overturned.",,
2,9:30,1,10,PIT 46,14,7,David Garrard pass incomplete short right intended for Maurice Jones-Drew,2.520,1.980
2,9:27,2,10,PIT 46,14,7,Fred Taylor right tackle for 3 yards (tackle by Brett Keisel and Casey Hampton),1.980,1.680
2,8:42,3,7,PIT 43,20,7,"David Garrard pass complete short right to Maurice Jones-Drew for 43 yards, touchdown",1.680,7.000
2,,,,PIT 2,21,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,21,7,"Josh Scobee kicks off 68 yards, returned by Najeh Davenport for 19 yards (tackle by Scott Starks)",0.000,0.340
2,8:30,1,10,PIT 21,21,7,Najeh Davenport left guard for -2 yards (tackle by Clint Ingram and Justin Durant),0.340,-0.530
2,7:47,2,12,PIT 19,21,7,Ben Roethlisberger sacked by Jeremy Mincey for -4 yards,-0.530,-1.960
2,7:09,3,16,PIT 15,21,7,Ben Roethlisberger sacked by Derek Landri for -3 yards,-1.960,-2.490
2,6:42,4,19,PIT 12,21,7,Daniel Sepulveda punts 42 yards,-2.490,-1.990
2,6:30,1,10,JAX 46,21,7,Fred Taylor left guard for 3 yards (tackle by James Harrison),1.990,1.860
2,5:51,2,7,JAX 49,21,7,Fred Taylor up the middle for 10 yards (tackle by Ike Taylor and Troy Polamalu),1.860,2.850
2,5:09,1,10,PIT 41,21,7,Fred Taylor up the middle for 9 yards (tackle by Tyrone Carter),2.850,3.520
2,4:29,2,1,PIT 32,21,7,Maurice Jones-Drew up the middle for 3 yards (tackle by Casey Hampton and James Farrior),3.520,3.640
2,3:46,1,10,PIT 29,21,7,David Garrard pass incomplete deep left intended for Dennis Northcutt,3.640,3.100
2,3:39,2,10,PIT 29,21,7,Fred Taylor left guard for -4 yards (tackle by Larry Foote and Brett Keisel),3.100,1.880
2,2:56,3,14,PIT 33,21,7,David Garrard pass complete short right to Marcedes Lewis for 5 yards (tackle by Deshea Townsend),1.880,1.590
2,2:13,4,9,PIT 28,21,7,Josh Scobee 46 yard field goal no good,1.590,-1.330
2,2:08,1,10,PIT 36,21,7,Ben Roethlisberger pass complete short left to Heath Miller for 5 yards (tackle by Sammy Knight),1.330,1.470
2,2:00,2,5,PIT 41,21,7,Ben Roethlisberger pass complete short right to Nate Washington for 8 yards (tackle by Rashean Mathis),1.470,2.190
2,1:55,1,10,PIT 49,21,7,Ben Roethlisberger up the middle for 6 yards (tackle by Sammy Knight),2.190,2.460
2,1:31,2,4,JAX 45,21,7,Ben Roethlisberger pass incomplete deep middle intended for Santonio Holmes,2.460,1.750
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:27,3,4,JAX 45,21,7,Ben Roethlisberger pass complete short left to Najeh Davenport for 18 yards (tackle by Justin Durant),1.750,3.780
2,1:17,,,,21,7,Timeout #1 by Pittsburgh Steelers,0.000,3.780
2,1:17,1,10,JAX 27,21,7,Ben Roethlisberger pass complete short left to Carey Davis for 6 yards (tackle by Terry Cousin),3.780,4.040
2,0:57,2,4,JAX 21,21,7,Ben Roethlisberger pass incomplete short middle intended for Carey Davis is intercepted by Derek Landri at JAX-25 and returned for 3 yards (tackle by Trai Essex),4.040,-0.810
2,0:50,1,10,JAX 28,21,7,Fred Taylor right guard for 4 yards (tackle by Travis Kirschke),0.810,0.800
2,0:09,2,6,JAX 32,21,7,Fred Taylor left guard for 4 yards (tackle by Tyrone Carter and Brett Keisel),0.800,0.630
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,21,7,"Jeff Reed kicks off 42 yards, returned by Montell Owens for 3 yards (tackle by James Harrison)",0.000,1.000
3,14:57,1,10,JAX 31,21,7,Fred Taylor right guard for 2 yards (tackle by James Harrison),1.000,0.730
3,14:17,2,8,JAX 33,21,7,David Garrard pass incomplete short left intended for Dennis Northcutt is intercepted by James Farrior at JAX-45 and returned for 2 yards (tackle by Ernest Wilford),0.730,-2.720
3,14:09,1,10,JAX 43,21,7,Najeh Davenport left end for -1 yards (tackle by Justin Durant),2.720,2.040
3,13:27,2,11,JAX 44,21,7,Ben Roethlisberger pass complete short right to Heath Miller for 13 yards (tackle by Clint Ingram),2.040,3.510
3,12:52,1,10,JAX 31,21,7,Gary Russell up the middle for 1 yard (tackle by Justin Durant),3.510,3.100
3,12:10,2,9,JAX 30,21,7,Ben Roethlisberger pass complete short right to Santonio Holmes for 14 yards (tackle by Sammy Knight),3.100,4.510
3,11:36,1,10,JAX 16,21,7,Najeh Davenport up the middle for 3 yards (tackle by Sammy Knight and Daryl Smith),4.510,4.390
3,10:56,2,7,JAX 13,21,7,Ben Roethlisberger pass complete short left to Santonio Holmes for -2 yards (tackle by Brian Williams),4.390,3.220
3,10:11,3,9,JAX 15,21,7,Ben Roethlisberger pass complete short left to Najeh Davenport for 5 yards (tackle by Sammy Knight),3.220,2.840
3,9:28,4,4,JAX 10,21,10,Jeff Reed 28 yard field goal good,2.840,3.000
3,,,,PIT 30,21,10,"Jeff Reed kicks off 51 yards, muffed catch by Greg Jones, ball out of bounds at JAX-18",0.000,0.040
3,9:23,1,10,JAX 18,21,10,Fred Taylor up the middle for 7 yards (tackle by Travis Kirschke and James Farrior),0.040,0.550
3,8:49,2,3,JAX 25,21,10,Fred Taylor right tackle for 1 yard (tackle by Larry Foote and Brett Keisel),0.550,-0.140
3,8:02,3,2,JAX 26,21,10,David Garrard left guard for 12 yards (tackle by James Farrior),-0.140,1.470
3,7:17,1,10,JAX 38,21,10,David Garrard right guard for 3 yards (tackle by Larry Foote),1.470,1.330
3,6:35,2,7,JAX 41,21,10,"David Garrard sacked by James Harrison for -5 yards. Penalty on Ike Taylor: Face Mask (15 Yards), 15 yards",1.330,2.320
3,6:07,1,10,PIT 49,21,10,David Garrard pass complete deep left to Ernest Wilford for 20 yards (tackle by Ike Taylor),2.320,3.640
3,5:28,1,10,PIT 29,21,10,David Garrard pass complete deep middle to Ernest Wilford for 19 yards (tackle by Tyrone Carter),3.640,4.910
3,4:44,1,10,PIT 10,27,10,"Maurice Jones-Drew left tackle for 10 yards, touchdown",4.910,7.000
3,,,,PIT 2,28,10,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,28,10,"Josh Scobee kicks off 55 yards, returned by Najeh Davenport for 16 yards (tackle by Brian Iwuh)",0.000,1.000
3,4:34,1,10,PIT 31,28,10,Ben Roethlisberger pass incomplete short right intended for Hines Ward (defended by Terry Cousin),1.000,0.460
3,4:30,2,10,PIT 31,28,10,Carey Davis right tackle for 2 yards (tackle by Sammy Knight),0.460,0.040
3,3:49,3,8,PIT 33,28,10,Ben Roethlisberger pass complete short middle to Heath Miller for 10 yards (tackle by Daryl Smith),0.040,1.800
3,3:16,1,10,PIT 43,28,10,Ben Roethlisberger pass complete short left to Heath Miller for 8 yards (tackle by Sammy Knight),1.800,2.330
3,2:50,2,2,JAX 49,28,10,Carey Davis up the middle for 2 yards (tackle by Bobby McCray),2.330,2.460
3,2:18,1,10,JAX 47,28,10,Ben Roethlisberger pass complete short middle to Hines Ward for 12 yards (tackle by Daryl Smith). Penalty on Bobby McCray: Illegal Use of Hands (Declined),2.460,3.250
3,2:01,1,10,JAX 35,28,10,Carey Davis left guard for -1 yards (tackle by Justin Durant and Jeremy Mincey),3.250,2.570
3,1:28,2,11,JAX 36,28,10,"Penalty on Trai Essex: False Start, 5 yards (no play)",2.570,1.890
3,1:04,2,16,JAX 41,28,10,Ben Roethlisberger sacked by Rob Meier for -10 yards,1.890,-0.100
3,0:23,3,26,PIT 49,28,10,Ben Roethlisberger pass complete short middle to Hines Ward for 14 yards (tackle by Terry Cousin),-0.100,0.790
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,12,JAX 37,28,16,"Ben Roethlisberger pass complete short left to Santonio Holmes for 37 yards, touchdown",0.790,7.000
4,,,,JAX 2,28,17,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,28,17,"Jeff Reed kicks off 44 yards, returned by Montell Owens for 12 yards (tackle by James Harrison)",0.000,1.470
4,14:49,1,10,JAX 38,28,17,David Garrard pass incomplete short left intended for Maurice Jones-Drew,1.470,0.920
4,14:46,2,10,JAX 38,28,17,David Garrard pass incomplete short right intended for Marcedes Lewis,0.920,0.230
4,14:40,3,10,JAX 38,28,17,David Garrard sacked by James Harrison and James Farrior for -12 yards,0.230,-1.630
4,14:21,4,22,JAX 26,28,17,"Adam Podlesh punts 43 yards, fair catch by Cedrick Wilson",-1.630,-1.000
4,14:14,1,10,PIT 31,28,17,Ben Roethlisberger pass complete short left to Hines Ward for 12 yards (tackle by Clint Ingram),1.000,1.800
4,13:36,1,10,PIT 43,28,17,Ben Roethlisberger pass complete short right to Hines Ward for 7 yards (tackle by Reggie Nelson),1.800,2.200
4,13:10,2,3,PIT 50,28,17,Ben Roethlisberger pass incomplete short right intended for Nate Washington (defended by Justin Durant),2.200,1.490
4,13:05,3,3,PIT 50,28,17,Ben Roethlisberger pass complete short middle to Hines Ward for 6 yards (tackle by Justin Durant),1.490,2.650
4,12:32,1,10,JAX 44,28,17,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,2.650,2.110
4,12:25,2,10,JAX 44,28,17,Ben Roethlisberger pass complete short right to Heath Miller for 16 yards (tackle by Sammy Knight),2.110,3.710
4,11:47,1,10,JAX 28,28,17,Najeh Davenport left guard for 4 yards (tackle by Terry Cousin and Clint Ingram),3.710,3.710
4,11:09,2,6,JAX 24,28,17,Ben Roethlisberger pass complete short right to Cedrick Wilson for 10 yards (tackle by Brian Williams). Penalty on Brian Williams: Illegal Contact (Declined),3.710,4.650
4,10:34,1,10,JAX 14,28,17,Ben Roethlisberger pass incomplete short left intended for Najeh Davenport,4.650,4.000
4,10:29,2,10,JAX 14,28,23,"Ben Roethlisberger pass complete short middle to Heath Miller for 14 yards, touchdown",4.000,7.000
4,,,,,28,23,"Two Point Attempt: Ben Roethlisberger pass complete to Hines Ward, conversion succeeds. Penalty on Sean Mahan: Offensive Holding, 10 yards (no play)",1.000,1.000
4,,,,,28,23,"Two Point Attempt: Ben Roethlisberger up the middle, conversion fails",1.000,-1.000
4,,,,PIT 30,28,23,"Jeff Reed kicks off 61 yards, returned by Scott Starks for 15 yards (tackle by Carey Davis)",0.000,0.540
4,10:19,1,10,JAX 24,28,23,"Fred Taylor up the middle for 5 yards (tackle by Clark Haggans and Tyrone Carter). Penalty on Richard Angulo: Offensive Holding, 10 yards (no play)",0.540,-0.500
4,9:55,1,20,JAX 14,28,23,Fred Taylor right end for 5 yards (tackle by LaMarr Woodley and James Farrior),-0.500,-0.740
4,9:08,2,15,JAX 19,28,23,David Garrard pass incomplete deep right intended for Marcedes Lewis is intercepted by Ike Taylor at JAX-47 and returned for 31 yards (tackle by David Garrard),-0.740,-4.510
4,8:50,1,10,JAX 16,28,23,Ben Roethlisberger pass complete short left to Carey Davis for 8 yards (tackle by Brian Williams),4.510,5.350
4,8:19,2,2,JAX 8,28,23,Najeh Davenport left tackle for 1 yard (tackle by Jeremy Mincey and Justin Durant),5.350,4.850
4,7:53,3,1,JAX 7,28,23,Ben Roethlisberger up the middle for 2 yards (tackle by Jeremy Mincey and Clint Ingram),4.850,6.060
4,7:25,1,5,JAX 5,28,23,Ben Roethlisberger pass complete short right to Hines Ward for 4 yards (tackle by Reggie Nelson),6.060,5.910
4,6:40,2,1,JAX 1,28,23,Ben Roethlisberger pass incomplete short right intended for Matt Spaeth (defended by Reggie Hayward),5.910,5.170
4,6:35,3,1,JAX 1,28,23,Ben Roethlisberger pass incomplete short right intended for Carey Davis,5.170,3.550
4,6:32,4,1,JAX 1,28,23,Ben Roethlisberger pass incomplete short right intended for Hines Ward. Penalty on Brian Williams: Defensive Pass Interference (no play),3.550,6.970
4,6:28,1,1,JAX 1,28,29,"Najeh Davenport up the middle for 1 yard, touchdown",6.970,7.000
4,,,,,28,29,"Two Point Attempt: Ben Roethlisberger pass incomplete intended for Nate Washington, conversion fails",1.000,-1.000
4,,,,PIT 30,28,29,"Jeff Reed kicks off 62 yards, returned by Scott Starks for 14 yards (tackle by Gary Russell)",0.000,0.410
4,6:16,1,10,JAX 22,28,29,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",0.410,-0.120
4,6:16,1,15,JAX 17,28,29,David Garrard pass complete short right to Fred Taylor for 2 yards (tackle by James Farrior),-0.120,-0.600
4,5:31,2,13,JAX 19,28,29,David Garrard pass incomplete short right intended for Greg Jones,-0.600,-1.290
4,5:24,3,13,JAX 19,28,29,David Garrard pass complete deep middle to Dennis Northcutt for 17 yards (tackle by Deshea Townsend). Penalty on Deshea Townsend: Illegal Contact (Declined),-1.290,1.330
4,5:00,1,10,JAX 36,28,29,Maurice Jones-Drew up the middle for 3 yards (tackle by Travis Kirschke and James Farrior),1.330,1.200
4,4:22,2,7,JAX 39,28,29,David Garrard pass incomplete short right intended for Greg Jones,1.200,0.500
4,4:11,3,7,JAX 39,28,29,David Garrard sacked by LaMarr Woodley for -6 yards,0.500,-1.180
4,3:56,4,13,JAX 33,28,29,"Adam Podlesh punts 53 yards, returned by Cedrick Wilson for 8 yards (tackle by Kenneth Pettway)",-1.180,-0.410
4,3:43,1,10,PIT 22,28,29,Najeh Davenport right guard for 5 yards (tackle by Reggie Hayward),0.410,0.540
4,3:02,2,5,PIT 27,28,29,Najeh Davenport left tackle for -1 yards (tackle by Sammy Knight and Brian Williams),0.540,-0.290
4,2:56,,,,28,29,Timeout #1 by Jacksonville Jaguars,0.000,-0.290
4,2:56,3,6,PIT 26,28,29,Ben Roethlisberger left tackle for 1 yard (tackle by Sammy Knight),-0.290,-1.570
4,2:50,,,,28,29,Timeout #2 by Jacksonville Jaguars,0.000,-1.570
4,2:50,4,5,PIT 27,28,29,"Daniel Sepulveda punts 40 yards, returned by Dennis Northcutt for 16 yards (tackle by Greg Warren)",-1.570,-2.190
4,2:38,1,10,JAX 49,28,29,David Garrard pass incomplete deep middle intended for Ernest Wilford,2.190,1.650
,,,,,,,"JAX challenged the pass completion ruling, and the play was upheld.",,
4,2:31,2,10,JAX 49,28,29,David Garrard pass complete short right to Reggie Williams for 8 yards (tackle by Bryant McFadden),1.650,2.010
4,2:00,3,2,PIT 43,28,29,David Garrard pass incomplete short left intended for Marcedes Lewis,2.010,0.400
4,1:56,4,2,PIT 43,28,29,David Garrard up the middle for 32 yards (tackle by Tyrone Carter),0.400,4.840
4,1:34,,,,28,29,Timeout #1 by Pittsburgh Steelers,0.000,4.840
4,1:34,1,10,PIT 11,28,29,Maurice Jones-Drew right guard for -2 yards (tackle by James Farrior),4.840,3.830
4,1:30,,,,28,29,Timeout #2 by Pittsburgh Steelers,0.000,3.830
4,1:30,2,12,PIT 13,28,29,Maurice Jones-Drew right guard for 5 yards (tackle by Travis Kirschke and Larry Foote),3.830,3.760
4,1:25,,,,28,29,Timeout #3 by Pittsburgh Steelers,0.000,3.760
4,1:25,3,7,PIT 8,28,29,Maurice Jones-Drew right guard for 6 yards (tackle by Troy Polamalu and Tyrone Carter),3.760,3.250
4,0:40,4,1,PIT 2,28,29,"Penalty on David Garrard: Delay of Game, 5 yards (no play)",3.250,2.980
4,0:40,4,6,PIT 7,31,29,Josh Scobee 25 yard field goal good,2.980,3.000
4,,,,JAX 30,31,29,"Josh Scobee kicks off 62 yards, returned by Najeh Davenport for 20 yards (tackle by Chad Nkang)",0.000,0.810
4,0:29,1,10,PIT 28,31,29,"Ben Roethlisberger sacked by Bobby McCray for -7 yards. Ben Roethlisberger fumbles (forced by Bobby McCray), recovered by Derek Landri at PIT-21 (tackle by Najeh Davenport)",0.810,-4.170
4,0:20,1,10,PIT 21,31,29,David Garrard kneels for -1 yards,4.170,3.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
