Quarter,Time,Down,ToGo,Location,PIT,WAS,Detail,EPB,EPA
1,5:35,4,8,PIT 41,0,6,"Ryan Plackemeier punts 41 yards, touchback",0.530,-0.280
1,5:26,1,10,PIT 20,0,6,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Carlos Rogers),0.280,-0.270
1,5:22,2,10,PIT 20,0,6,Willie Parker right guard for no gain (tackle by Marcus Washington and Cornelius Griffin),-0.270,-0.960
1,4:37,3,10,PIT 20,0,6,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,-0.960,-2.030
1,4:33,4,10,PIT 20,0,6,"Mitch Berger punts 27 yards, fair catch by Antwaan Randle El",-2.030,-2.460
1,4:26,1,10,PIT 47,0,6,Clinton Portis right end for 3 yards (tackle by Casey Hampton and LaMarr Woodley),2.460,2.320
1,3:43,2,7,PIT 44,0,6,Shaun Alexander right tackle for 4 yards (tackle by James Harrison),2.320,2.150
1,2:57,,,,0,6,Timeout #2 by Washington Redskins,0.000,2.150
1,2:57,3,3,PIT 40,0,6,Jason Campbell pass incomplete short middle intended for Santana Moss (defended by Ike Taylor),2.150,0.590
1,2:52,4,3,PIT 40,0,6,"Ryan Plackemeier punts 31 yards, fair catch by Mewelde Moore",0.590,0.380
1,2:44,1,10,PIT 9,0,6,Willie Parker right end for 13 yards (tackle by LaRon Landry),-0.380,0.410
1,2:12,1,10,PIT 22,0,6,Willie Parker left tackle for 3 yards (tackle by Kedric Golston and Marcus Washington),0.410,0.270
1,1:30,2,7,PIT 25,0,6,Ben Roethlisberger pass incomplete short left intended for Matt Spaeth (defended by Chris Horton),0.270,-0.430
1,1:23,3,7,PIT 25,0,6,Ben Roethlisberger pass incomplete short left intended for Nate Washington (defended by Fred Smoot),-0.430,-1.700
1,1:18,4,7,PIT 25,0,6,"Mitch Berger punts 40 yards, fair catch by Antwaan Randle El",-1.700,-1.270
1,1:10,1,10,WAS 35,0,6,Jason Campbell pass complete short left to Antwaan Randle El for 5 yards (tackle by James Harrison),1.270,1.400
1,0:39,2,5,WAS 40,0,6,Clinton Portis right end for -1 yards (tackle by Troy Polamalu),1.400,0.560
Quarter,Time,Down,ToGo,Location,PIT,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,WAS 39,0,6,Jason Campbell sacked by James Farrior and James Harrison for -5 yards,0.560,-1.110
2,14:36,4,11,WAS 34,0,6,"Ryan Plackemeier punts 51 yards, returned by Santonio Holmes for 17 yards (tackle by James Thrash)",-1.110,-1.070
2,14:21,1,10,PIT 32,0,6,Willie Parker right end for 2 yards (tackle by Fred Smoot),1.070,0.800
2,13:42,2,8,PIT 34,0,6,Willie Parker left end for 6 yards (tackle by London Fletcher),0.800,0.890
2,12:58,3,2,PIT 40,0,6,Ben Roethlisberger pass incomplete short middle intended for Mewelde Moore (defended by London Fletcher),0.890,-0.720
2,12:52,4,2,PIT 40,0,6,"Mitch Berger punts 32 yards, fair catch by Antwaan Randle El",-0.720,-0.810
2,12:43,1,10,WAS 28,0,6,Jason Campbell pass incomplete short left intended for Santana Moss,0.810,0.260
2,12:36,2,10,WAS 28,0,6,Clinton Portis up the middle for 1 yard (tackle by Aaron Smith),0.260,-0.300
2,11:53,3,9,WAS 29,0,6,Jason Campbell sacked by James Harrison for -11 yards. Penalty on Chris Samuels: Offensive Holding (Declined),-0.300,-2.240
2,11:34,4,20,WAS 18,0,6,"Ryan Plackemeier punts 55 yards, returned by Santonio Holmes for 12 yards (tackle by Kareem Moore). Penalty on Anthony Smith: Illegal Block Above the Waist, 10 yards",-2.240,-0.340
2,11:22,1,10,PIT 21,0,6,"Ben Roethlisberger pass incomplete deep left intended for Hines Ward. Penalty on Carlos Rogers: Defensive Pass Interference, 43 yards (no play)",0.340,3.180
2,11:13,1,10,WAS 36,0,6,Ben Roethlisberger pass incomplete short right intended for Hines Ward,3.180,2.640
2,11:07,2,10,WAS 36,0,6,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes,2.640,1.950
2,10:59,,,,0,6,Timeout #1 by Pittsburgh Steelers,0.000,1.950
2,10:59,3,10,WAS 36,0,6,Ben Roethlisberger pass complete short middle to Hines Ward for 12 yards (tackle by London Fletcher),1.950,3.970
2,10:17,1,10,WAS 24,0,6,Willie Parker right end for 2 yards (tackle by Demetric Evans and Fred Smoot),3.970,3.700
2,9:38,2,8,WAS 22,0,6,Ben Roethlisberger pass complete short right to Matt Spaeth for 6 yards (tackle by Chris Horton),3.700,3.950
2,8:52,3,2,WAS 16,0,6,Ben Roethlisberger sacked by Demetric Evans for -1 yards,3.950,2.410
2,8:14,4,3,WAS 17,3,6,Jeff Reed 35 yard field goal good,2.410,3.000
2,,,,PIT 30,3,6,"Jeff Reed kicks off 65 yards, returned by Rock Cartwright for 17 yards (tackle by Patrick Bailey)",0.000,0.410
2,8:04,1,10,WAS 22,3,6,Jason Campbell pass complete short middle to Chris Cooley for 6 yards (tackle by James Farrior),0.410,0.680
2,7:30,2,4,WAS 28,3,6,Clinton Portis right end for 7 yards (tackle by James Harrison),0.680,1.270
2,6:56,1,10,WAS 35,3,6,Jason Campbell pass incomplete short left intended for Todd Yoder,1.270,0.720
2,6:51,2,10,WAS 35,3,6,"Clinton Portis right end for 1 yard (tackle by Brett Keisel and LaMarr Woodley). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",0.720,-0.630
2,6:22,2,20,WAS 25,3,6,Jason Campbell pass incomplete short right intended for James Thrash (defended by Deshea Townsend),-0.630,-1.290
2,6:18,3,20,WAS 25,3,6,Jason Campbell pass complete short right to Clinton Portis for 5 yards (tackle by James Farrior),-1.290,-1.370
2,5:47,4,15,WAS 30,3,6,"Ryan Plackemeier punts 39 yards, returned by Santonio Holmes for 3 yards (tackle by Khary Campbell)",-1.370,-1.200
2,5:38,1,10,PIT 34,3,6,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by Carlos Rogers),1.200,0.660
2,5:33,2,10,PIT 34,3,6,Willie Parker left end for 6 yards (tackle by Marcus Washington),0.660,0.760
2,4:46,3,4,PIT 40,3,6,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Fred Smoot),0.760,-0.720
2,4:30,4,4,PIT 40,3,6,"Mitch Berger punts 33 yards, fair catch by Antwaan Randle El",-0.720,-0.740
2,4:24,1,10,WAS 27,3,6,Jason Campbell pass complete short middle to Santana Moss for 4 yards (tackle by Ike Taylor),0.740,0.740
2,3:52,2,6,WAS 31,3,6,Clinton Portis left tackle for no gain (tackle by Casey Hampton),0.740,0.040
2,3:10,3,6,WAS 31,3,6,Jason Campbell pass complete short middle to Chris Cooley for 5 yards (tackle by James Farrior),0.040,-0.980
2,2:21,4,1,WAS 36,3,6,Ryan Plackemeier punts no gain,-0.980,-4.710
2,2:11,1,10,WAS 13,3,6,Ben Roethlisberger sacked by Kedric Golston for -1 yards,4.710,3.900
2,2:00,2,11,WAS 14,3,6,"Willie Parker left tackle for 5 yards (tackle by LaRon Landry). Penalty on Max Starks: Offensive Holding, 10 yards (no play)",3.900,2.670
2,1:53,2,21,WAS 24,3,6,Ben Roethlisberger pass complete short middle to Santonio Holmes for 9 yards (tackle by Chris Horton),2.670,3.030
2,1:10,3,12,WAS 15,3,6,Ben Roethlisberger pass complete short middle to Hines Ward for 14 yards (tackle by Carlos Rogers),3.030,6.970
2,0:35,,,,3,6,Timeout #2 by Pittsburgh Steelers,0.000,0.000
2,0:35,,,,3,6,Timeout #3 by Washington Redskins,0.000,6.970
2,0:35,1,1,WAS 1,9,6,"Ben Roethlisberger left guard for 1 yard, touchdown",6.970,7.000
2,,,,WAS 2,10,6,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,10,6,"Jeff Reed kicks off 50 yards, returned by Rock Cartwright for 12 yards (tackle by Gary Russell)",0.000,1.070
2,0:27,1,10,WAS 32,10,6,Jason Campbell sacked by LaMarr Woodley for -5 yards,1.070,-0.150
Quarter,Time,Down,ToGo,Location,PIT,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,10,6,"Shaun Suisham kicks off 66 yards, returned by Mewelde Moore for 24 yards (tackle by Khary Campbell)",0.000,0.810
3,14:53,1,10,PIT 28,10,6,Willie Parker right tackle for 6 yards (tackle by Fred Smoot),0.810,1.070
3,14:14,2,4,PIT 34,10,6,Willie Parker right end for 3 yards (tackle by Demetric Evans and Leigh Torrence),1.070,0.760
3,13:31,3,1,PIT 37,10,6,Najeh Davenport right guard for 2 yards (tackle by Andre Carter and H.B. Blades),0.760,1.530
3,12:46,1,10,PIT 39,10,6,Byron Leftwich pass complete deep left to Nate Washington for 50 yards (tackle by Fred Smoot),1.530,4.840
3,11:56,1,10,WAS 11,10,6,Willie Parker left guard for 3 yards (tackle by London Fletcher and Kedric Golston),4.840,4.700
3,11:10,2,7,WAS 8,10,6,Byron Leftwich pass incomplete short left intended for Santonio Holmes,4.700,3.760
3,11:04,3,7,WAS 8,10,6,Byron Leftwich pass complete short middle to Mewelde Moore for 7 yards (tackle by Marcus Washington),3.760,6.970
3,10:26,1,1,WAS 1,16,6,"Willie Parker left tackle for 1 yard, touchdown",6.970,7.000
3,,,,WAS 2,16,6,Jeff Reed kicks extra point no good,0.000,-1.000
3,,,,PIT 30,16,6,"Jeff Reed kicks off 64 yards, returned by Rock Cartwright for 19 yards (tackle by Gary Russell). Penalty on Chris Horton: Offensive Holding, 10 yards",0.000,-0.220
3,10:16,1,10,WAS 15,16,6,Clinton Portis left guard for 3 yards (tackle by James Farrior and James Harrison),-0.220,-0.280
3,9:41,2,7,WAS 18,16,6,Jason Campbell sacked by LaMarr Woodley for -8 yards,-0.280,-2.010
3,9:08,3,15,WAS 10,16,6,Jason Campbell pass incomplete short middle intended for Clinton Portis (defended by William Gay),-2.010,-2.490
3,9:02,4,15,WAS 10,16,6,"Ryan Plackemeier punts 45 yards, returned by Santonio Holmes for 6 yards (tackle by Rock Cartwright)",-2.490,-2.320
3,8:50,1,10,WAS 49,16,6,Willie Parker right end for -1 yards (tackle by London Fletcher),2.320,1.650
3,8:07,2,11,,16,6,Nate Washington right end for -6 yards (tackle by Carlos Rogers),1.650,0.170
3,7:21,3,17,PIT 44,16,6,Mewelde Moore right end for -4 yards (tackle by Chris Wilson and Demetric Evans),0.170,-0.720
3,6:45,4,21,PIT 40,16,6,"Mitch Berger punts 37 yards, returned by Antwaan Randle El for 5 yards (tackle by James Harrison)",-0.720,-0.810
3,6:34,1,10,WAS 28,16,6,Jason Campbell pass complete short middle to Clinton Portis for 4 yards (tackle by James Farrior),0.810,0.800
3,6:01,2,6,WAS 32,16,6,Clinton Portis up the middle for 5 yards (tackle by James Farrior),0.800,0.760
3,5:21,3,1,WAS 37,16,6,Jason Campbell pass complete short left to Chris Cooley for 12 yards (tackle by Lawrence Timmons),0.760,2.190
3,4:55,1,10,WAS 49,16,6,Clinton Portis left guard for 4 yards (tackle by Chris Hoke and Travis Kirschke),2.190,2.190
3,4:18,2,6,PIT 47,16,6,Jason Campbell pass complete short left to Clinton Portis for 17 yards (tackle by Lawrence Timmons),2.190,3.580
3,3:51,1,10,PIT 30,16,6,". Deshea Townsend fumbles (forced by Clinton Portis), recovered by Deshea Townsend at PIT-23. Penalty on Chris Samuels: Offensive Holding (Declined)",3.580,-0.480
,,,,,,,"WAS challenged the pass completion ruling, and the play was upheld.",,
3,3:41,1,10,PIT 23,16,6,Byron Leftwich sacked by Chris Horton for -8 yards,0.480,-1.280
3,3:02,2,18,PIT 15,16,6,Willie Parker right guard for 3 yards (tackle by Anthony Montgomery and Rocky McIntosh),-1.280,-1.560
3,2:19,3,15,PIT 18,16,6,Byron Leftwich pass complete short right to Santonio Holmes for 16 yards (tackle by Carlos Rogers),-1.560,1.200
3,1:50,1,10,PIT 34,16,6,Willie Parker left end for 8 yards (tackle by LaRon Landry and Carlos Rogers),1.200,1.740
3,1:06,2,2,PIT 42,16,6,Mewelde Moore right tackle for -2 yards (tackle by Chris Horton),1.740,0.760
3,0:24,3,4,PIT 40,16,6,Byron Leftwich pass complete short right to Mewelde Moore for 13 yards (tackle by Carlos Rogers),0.760,2.460
Quarter,Time,Down,ToGo,Location,PIT,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 47,16,6,Byron Leftwich pass complete short middle to Mewelde Moore for 25 yards (tackle by LaRon Landry),2.460,4.110
4,14:14,1,10,WAS 22,16,6,Mewelde Moore right tackle for 2 yards (tackle by H.B. Blades),4.110,3.830
4,13:32,2,8,WAS 20,16,6,Byron Leftwich pass incomplete deep left intended for Santonio Holmes (defended by Carlos Rogers),3.830,3.140
4,13:30,,,,16,6,Timeout #1 by Pittsburgh Steelers,0.000,3.140
4,13:30,3,8,WAS 20,16,6,Byron Leftwich pass complete short left to Hines Ward for 13 yards (tackle by Leigh Torrence),3.140,5.600
4,12:47,1,7,WAS 7,16,6,Mewelde Moore right guard for 2 yards (tackle by LaRon Landry and Fred Smoot),5.600,5.150
4,12:04,2,5,WAS 5,22,6,"Byron Leftwich pass complete short left to Santonio Holmes for 5 yards, touchdown",5.150,7.000
4,,,,WAS 2,23,6,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,23,6,"Jeff Reed kicks off 64 yards, returned by Rock Cartwright for 27 yards (tackle by James Harrison)",0.000,1.140
4,11:51,1,10,WAS 33,23,6,Jason Campbell pass complete short left to Clinton Portis for 29 yards (tackle by James Farrior),1.140,3.050
4,11:24,1,10,PIT 38,23,6,Jason Campbell pass incomplete short middle intended for Clinton Portis (defended by James Farrior),3.050,2.510
4,11:17,2,10,PIT 38,23,6,"Jason Campbell pass incomplete deep left intended for Devin Thomas. Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",2.510,1.160
4,11:11,2,20,PIT 48,23,6,Jason Campbell sacked by Aaron Smith for -2 yards,1.160,0.230
4,10:34,3,22,,23,6,Jason Campbell pass complete short middle to Chris Cooley for 13 yards (tackle by Troy Polamalu),0.230,0.790
4,9:50,4,9,PIT 37,23,6,"Jason Campbell pass incomplete short right intended for Devin Thomas. Penalty on James Farrior: Roughing the Passer, 16 yards (no play)",0.790,4.170
4,9:42,1,10,PIT 21,23,6,Jason Campbell pass complete short right to Devin Thomas for -2 yards (tackle by William Gay),4.170,3.360
4,9:08,2,12,PIT 23,23,6,Jason Campbell pass incomplete short middle intended for Chris Cooley,3.360,2.680
4,9:00,3,12,PIT 23,23,6,Jason Campbell pass complete short middle to Chris Cooley for 14 yards (tackle by LaMarr Woodley),2.680,5.140
4,8:14,,,,23,6,Timeout #2 by Washington Redskins,0.000,5.140
4,8:14,1,9,PIT 9,23,6,Jason Campbell pass incomplete short left intended for Clinton Portis,5.140,4.380
4,8:09,2,9,PIT 9,23,6,Clinton Portis left guard for 3 yards (tackle by James Farrior and Brett Keisel),4.380,4.040
4,7:26,3,6,PIT 6,23,6,Jason Campbell left tackle for 5 yards (tackle by Brett Keisel),4.040,3.550
,,,,,,,"PIT challenged the runner broke the plane ruling, and the original play was overturned.",,
4,7:01,4,1,PIT 1,23,6,Jason Campbell pass incomplete short middle intended for Lorenzo Alexander (defended by James Farrior),3.550,0.380
4,6:55,1,10,PIT 1,23,6,Willie Parker up the middle for no gain (tackle by Marcus Washington),-0.380,-0.780
4,6:16,2,10,PIT 1,23,6,Willie Parker left guard for 1 yard (tackle by Rocky McIntosh),-0.780,-1.300
4,5:32,3,9,PIT 2,23,6,Byron Leftwich pass incomplete deep left intended for Santonio Holmes,-1.300,-2.490
4,5:27,4,9,PIT 2,23,6,"Mitch Berger punts 38 yards, returned by Antwaan Randle El for 9 yards (tackle by William Gay)",-2.490,-3.510
4,5:23,1,10,PIT 31,23,6,Jason Campbell pass complete short middle to Clinton Portis for 9 yards (tackle by Tyrone Carter),3.510,4.180
4,4:58,2,1,PIT 22,23,6,Jason Campbell pass complete short right to Chris Cooley for 8 yards (tackle by James Farrior),4.180,4.650
4,4:38,1,10,PIT 14,23,6,Jason Campbell pass incomplete short right intended for James Thrash (defended by William Gay),4.650,4.000
4,4:35,2,10,PIT 14,23,6,Jason Campbell pass incomplete short middle intended for Santana Moss (defended by Deshea Townsend),4.000,3.110
4,4:30,3,10,PIT 14,23,6,Jason Campbell pass complete short left to Clinton Portis for 2 yards (tackle by Tyrone Carter),3.110,2.630
4,3:43,4,8,PIT 12,23,6,Jason Campbell sacked by Lawrence Timmons for -14 yards,2.630,-0.670
4,3:39,1,10,PIT 26,23,6,Willie Parker right tackle for 1 yard (tackle by Kedric Golston and London Fletcher),0.670,0.270
4,2:57,2,9,PIT 27,23,6,Willie Parker right tackle for no gain (tackle by London Fletcher and Cornelius Griffin),0.270,-0.430
4,2:50,,,,23,6,Timeout #3 by Washington Redskins,0.000,-0.430
4,2:50,3,9,PIT 27,23,6,"Byron Leftwich pass incomplete deep left intended for Nate Washington. Penalty on Kedric Golston: Defensive Offside, 5 yards (no play)",-0.430,0.230
4,2:45,3,4,PIT 32,23,6,Byron Leftwich sacked by Demetric Evans and Rocky McIntosh for -5 yards. Penalty on PIT: Illegal Formation (Declined),0.230,-1.570
4,2:39,4,9,PIT 27,23,6,"Mitch Berger punts 48 yards, returned by Antwaan Randle El for 5 yards (tackle by Anthony Smith)",-1.570,-0.940
4,2:28,1,10,WAS 30,23,6,Jason Campbell pass complete short right to Devin Thomas for 6 yards (tackle by William Gay),0.940,1.200
4,2:07,2,4,WAS 36,23,6,Jason Campbell pass incomplete short left intended for Antwaan Randle El,1.200,0.500
4,2:01,3,4,WAS 36,23,6,Jason Campbell pass complete short right to Clinton Portis for 7 yards (tackle by James Farrior),0.500,1.800
4,1:53,1,10,WAS 43,23,6,Jason Campbell pass complete short middle to Antwaan Randle El for 7 yards (tackle by James Farrior),1.800,2.200
4,1:30,2,3,,23,6,Jason Campbell pass complete short right to Devin Thomas for 10 yards (tackle by William Gay),2.200,2.920
4,1:04,1,10,PIT 40,23,6,Jason Campbell pass incomplete short middle intended for Chris Cooley,2.920,2.370
4,1:00,2,10,PIT 40,23,6,Jason Campbell pass complete short left to Antwaan Randle El for 10 yards (tackle by Deshea Townsend),2.370,3.580
4,0:54,1,10,PIT 30,23,6,Jason Campbell pass complete short middle to Chris Cooley for 13 yards (tackle by James Farrior),3.580,4.440
4,0:33,1,10,PIT 17,23,6,Jason Campbell pass incomplete short middle intended for Chris Cooley (defended by Troy Polamalu),4.440,3.850
4,0:29,2,10,PIT 17,23,6,Jason Campbell pass incomplete short right intended for James Thrash is intercepted by Tyrone Carter at PIT-12 and returned for 14 yards (tackle by James Thrash),3.850,-0.670
4,0:20,1,10,PIT 26,23,6,Byron Leftwich kneels for -1 yards,0.670,-0.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
