Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
2,,,,SEA 30,3,10,"Olindo Mare kicks off 66 yards, returned by Will Blackmon for 30 yards (tackle by Will Heller)",0.000,1.200
2,8:10,1,10,GNB 34,3,10,Aaron Rodgers pass incomplete deep right intended for Donald Driver,1.200,0.660
2,8:03,2,10,GNB 34,3,10,Ryan Grant left guard for 3 yards (tackle by LeRoy Hill and Lofa Tatupu),0.660,0.370
2,7:24,3,7,GNB 37,3,10,Aaron Rodgers pass complete deep right to Donald Driver for 19 yards (tackle by Lofa Tatupu),0.370,2.650
2,6:40,1,10,SEA 44,3,10,Aaron Rodgers pass complete short right to Donald Lee for 5 yards (tackle by Marcus Trufant),2.650,2.780
2,6:01,2,5,SEA 39,3,10,Ryan Grant up the middle for 3 yards (tackle by Julian Peterson),2.780,2.480
2,5:22,3,2,SEA 36,3,10,Ryan Grant right tackle for 6 yards (tackle by Jordan Babineaux),2.480,3.580
2,4:43,1,10,SEA 30,3,10,Ryan Grant right tackle for -1 yards (tackle by Brandon Mebane and Lawrence Jackson),3.580,2.900
2,4:01,2,11,SEA 31,3,10,"Aaron Rodgers pass complete short left to Donald Driver for 7 yards (tackle by Jordan Babineaux). Penalty on Jordan Babineaux: Face Mask (15 Yards), 12 yards",2.900,4.780
2,3:31,1,10,SEA 12,3,10,"Penalty on Korey Hall: False Start, 5 yards (no play)",4.780,4.320
2,3:06,1,15,SEA 17,3,10,Ryan Grant left tackle for no gain (tackle by Lofa Tatupu and Rocky Bernard),4.320,3.420
2,2:19,2,15,SEA 17,3,10,Aaron Rodgers left guard for 6 yards,3.420,3.290
2,2:00,3,9,SEA 11,3,10,Aaron Rodgers pass complete short right to Greg Jennings for 9 yards (tackle by Deon Grant),3.290,6.740
2,1:52,1,2,SEA 2,3,10,Ryan Grant left guard for 1 yard (tackle by Rocky Bernard),6.740,5.910
2,1:11,2,1,SEA 1,9,10,"Aaron Rodgers up the middle for 1 yard, touchdown",5.910,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,,,,SEA 2,10,10,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,10,10,"Mason Crosby kicks off 68 yards, returned by Josh Wilson for 14 yards (tackle by Brandon Chillar). Penalty on Owen Schmitt: Illegal Block Above the Waist, 8 yards",0.000,-0.380
2,1:01,1,10,SEA 8,10,10,Julius Jones left tackle for 2 yards (tackle by A.J. Hawk and Jeremy Thompson),-0.380,-0.630
2,0:25,2,8,SEA 10,10,10,Julius Jones right guard for 4 yards (tackle by Johnny Jolly),-0.630,-0.720
Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,10,10,"Olindo Mare kicks off 59 yards, returned by Will Blackmon for 19 yards (tackle by D.D. Lewis)",0.000,0.940
3,14:56,1,10,GNB 30,10,10,Ryan Grant left end for 1 yard (tackle by Brandon Mebane and Rocky Bernard),0.940,0.530
3,14:14,2,9,GNB 31,10,10,Aaron Rodgers pass incomplete short left intended for Greg Jennings,0.530,-0.160
3,14:10,3,9,GNB 31,10,10,Aaron Rodgers pass incomplete short middle intended for Donald Driver,-0.160,-1.310
3,14:06,4,9,GNB 31,10,10,"Derrick Frost punts 37 yards. Penalty on Marcus Trufant: Offensive Holding, 10 yards",-1.310,-0.410
3,13:54,1,10,SEA 22,10,10,Julius Jones left tackle for 3 yards (tackle by Nick Barnett and Johnny Jolly),0.410,0.270
3,13:24,2,7,SEA 25,10,10,"Julius Jones left tackle for 51 yards (tackle by Tramon Williams). Penalty on Mike Wahle: Offensive Holding, 10 yards (no play)",0.270,-1.210
3,12:51,2,17,SEA 15,10,10,Julius Jones right end for 2 yards (tackle by Ryan Pickett and Jeremy Thompson),-1.210,-1.680
3,12:16,3,15,SEA 17,10,10,Charlie Frye pass incomplete deep middle intended for Bobby Engram,-1.680,-2.320
3,12:11,4,15,SEA 17,10,10,"Jon Ryan punts 48 yards, returned by Will Blackmon for 4 yards (tackle by Kevin Hobbs)",-2.320,-1.530
3,12:00,1,10,GNB 39,10,10,Ryan Grant right guard for 4 yards (tackle by Marcus Trufant),1.530,1.530
3,11:20,2,6,GNB 43,10,10,Aaron Rodgers pass incomplete short middle intended for Ruvell Martin,1.530,0.830
3,11:16,3,6,GNB 43,10,10,Aaron Rodgers pass complete short left to Greg Jennings for 8 yards (tackle by Josh Wilson),0.830,2.320
3,10:39,1,10,SEA 49,10,10,Ryan Grant left guard for no gain (tackle by Julian Peterson and Rocky Bernard),2.320,1.780
3,9:57,2,10,SEA 49,10,10,Ryan Grant left tackle for -1 yards (tackle by Lofa Tatupu),1.780,0.960
3,9:14,3,11,,10,10,Aaron Rodgers pass complete short left to Donald Driver for 8 yards (tackle by Jordan Babineaux),0.960,0.460
3,8:36,4,3,SEA 42,10,10,"Derrick Frost punts 26 yards, fair catch by Michael Bumpus",0.460,0.140
3,8:28,1,10,SEA 16,10,10,Charlie Frye pass incomplete short middle intended for Will Heller,-0.140,-0.660
3,8:24,2,10,SEA 16,10,10,Charlie Frye pass complete short right to Leonard Weaver for no gain,-0.660,-1.320
3,7:42,3,10,SEA 16,10,10,Charlie Frye pass incomplete short right intended for Keary Colbert (defended by Colin Cole),-1.320,-2.390
3,7:37,4,10,SEA 16,10,10,"Jon Ryan punts 45 yards, returned by Will Blackmon for 12 yards (tackle by Jeff Robinson)",-2.390,-2.320
3,7:24,1,10,SEA 49,10,10,Aaron Rodgers pass complete short middle to Korey Hall for 4 yards (tackle by LeRoy Hill),2.320,2.320
3,6:48,2,6,SEA 45,10,10,Ryan Grant left tackle for no gain (tackle by Darryl Tapp and Brandon Mebane),2.320,1.620
3,6:04,3,6,SEA 45,16,10,"Aaron Rodgers pass complete deep right to Greg Jennings for 45 yards, touchdown",1.620,7.000
3,,,,SEA 2,17,10,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,17,10,"Mason Crosby kicks off 57 yards, returned by Josh Wilson for 13 yards (tackle by Jarrett Bush)",0.000,0.670
3,5:52,1,10,SEA 26,17,10,Charlie Frye pass complete short right to John Carlson for 4 yards (tackle by Charlie Peprah),0.670,0.670
3,5:21,2,6,SEA 30,17,10,"Julius Jones left end for 1 yard (tackle by Nick Collins). Julius Jones fumbles (forced by Nick Collins), ball out of bounds at SEA-31",0.670,0.100
3,5:01,3,5,SEA 31,17,10,Charlie Frye sacked by Aaron Kampman for -8 yards,0.100,-1.830
3,4:27,4,13,SEA 23,17,10,"Jon Ryan punts 46 yards, returned by Will Blackmon for no gain. Penalty on Jarrett Bush: Face Mask (15 Yards), 15 yards",-1.830,0.140
3,4:15,1,10,GNB 16,17,10,Ryan Grant left tackle for 2 yards (tackle by LeRoy Hill),-0.140,-0.350
3,3:38,2,8,GNB 18,17,10,Ryan Grant up the middle for 2 yards (tackle by Lofa Tatupu and Patrick Kerney),-0.350,-0.820
3,2:53,3,6,GNB 20,17,10,Aaron Rodgers pass complete short left to Greg Jennings for 8 yards (tackle by Lofa Tatupu),-0.820,0.810
3,2:25,1,10,GNB 28,17,10,Aaron Rodgers pass incomplete,0.810,0.260
3,2:18,2,10,GNB 28,17,10,Aaron Rodgers pass complete short right to Greg Jennings for 14 yards,0.260,1.730
3,1:48,1,10,GNB 42,17,10,Ryan Grant left tackle for 2 yards (tackle by Craig Terrill),1.730,1.460
3,1:07,2,8,GNB 44,17,10,"Aaron Rodgers for 16 yards. Penalty on Marcus Trufant: Defensive Holding, 5 yards",1.460,3.250
3,0:40,1,10,SEA 35,17,10,Ryan Grant left tackle for 1 yard (tackle by Julian Peterson and Brandon Mebane),3.250,2.840
Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,SEA 34,17,10,Aaron Rodgers pass complete short left to Donald Lee for 4 yards (tackle by Julian Peterson),2.840,2.680
4,14:16,3,5,SEA 30,17,10,Aaron Rodgers pass complete short right to Donald Driver for 8 yards (tackle by Marcus Trufant),2.680,4.110
4,13:45,1,10,SEA 22,17,10,Ryan Grant right tackle for 7 yards (tackle by Lofa Tatupu),4.110,4.650
4,13:03,2,3,SEA 15,17,10,Ryan Grant left guard for 1 yard (tackle by Craig Terrill),4.650,4.150
4,12:19,3,2,SEA 14,17,10,Aaron Rodgers pass complete short right to Jordy Nelson for 10 yards (tackle by Marcus Trufant),4.150,6.280
4,12:05,1,4,SEA 4,17,10,Ryan Grant right guard for 3 yards (tackle by Patrick Kerney and Marcus Trufant),6.280,5.910
4,11:28,2,1,SEA 1,23,10,"Aaron Rodgers pass complete short left to John Kuhn for 1 yard, touchdown",5.910,7.000
4,,,,SEA 2,24,10,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,24,10,"Mason Crosby kicks off 70 yards, touchback",0.000,0.280
4,11:23,1,10,SEA 20,24,10,Charlie Frye pass complete short right to Leonard Weaver for 7 yards (tackle by Charles Woodson),0.280,0.680
4,11:05,2,3,SEA 27,24,10,Maurice Morris left tackle for 6 yards (tackle by A.J. Hawk),0.680,1.140
4,10:35,1,10,SEA 33,24,10,Charlie Frye pass incomplete short right intended for John Carlson is intercepted by Charles Woodson at SEA-45 and returned for 12 yards (tackle by Maurice Morris),1.140,-3.380
4,10:26,1,10,SEA 33,24,10,Ryan Grant right tackle for no gain (tackle by Lofa Tatupu),3.380,2.840
4,9:45,2,10,SEA 33,24,10,Aaron Rodgers sacked by Brian Russell for -7 yards,2.840,1.220
4,9:08,3,17,SEA 40,24,10,Aaron Rodgers pass complete short middle to DeShawn Wynn for 7 yards (tackle by Julian Peterson),1.220,1.150
4,8:47,4,10,SEA 33,27,10,Mason Crosby 51 yard field goal good,1.150,3.000
4,,,,GNB 30,27,10,"Mason Crosby kicks off 65 yards, returned by Josh Wilson for 30 yards (tackle by Korey Hall)",0.000,1.270
4,8:33,1,10,SEA 35,27,10,"Charlie Frye sacked by Colin Cole for -7 yards. Penalty on Brady Poppinga: Illegal Contact, 5 yards (no play)",1.270,1.600
4,8:18,1,10,SEA 40,27,10,Charlie Frye pass complete short right to Maurice Morris for 6 yards (tackle by Colin Cole),1.600,1.860
4,7:41,2,4,SEA 46,27,10,Charlie Frye up the middle for 3 yards (tackle by Nick Barnett),1.860,1.550
4,7:06,3,1,SEA 49,27,10,Charlie Frye pass complete short right to John Carlson for 8 yards (tackle by Nick Barnett),1.550,2.720
4,6:35,1,10,GNB 43,27,10,Charlie Frye pass incomplete deep left intended for Koren Robinson is intercepted by Tramon Williams at GNB-9 and returned for 15 yards (tackle by John Carlson),2.720,-0.540
4,6:22,1,10,GNB 24,27,10,Ryan Grant right tackle for -1 yards (tackle by Lofa Tatupu and Patrick Kerney),0.540,-0.140
4,5:38,2,11,GNB 23,27,10,Ryan Grant right tackle for 3 yards (tackle by Darryl Tapp),-0.140,-0.430
4,5:38,,,,27,10,Timeout #1 by Seattle Seahawks,0.000,-0.430
4,5:32,3,8,GNB 26,27,10,Aaron Rodgers pass incomplete short left intended for Ruvell Martin (defended by Kelly Jennings),-0.430,-1.630
4,5:28,4,8,GNB 26,27,10,Derrick Frost punts 46 yards,-1.630,-0.810
4,5:15,1,10,SEA 28,27,10,Charlie Frye pass incomplete short left intended for Julius Jones,0.810,0.260
4,5:09,2,10,SEA 28,27,10,Charlie Frye pass complete short middle to Leonard Weaver for 13 yards (tackle by Nick Collins),0.260,1.660
4,4:47,1,10,SEA 41,27,10,Charlie Frye pass incomplete short right intended for Bobby Engram,1.660,1.120
4,4:43,2,10,SEA 41,27,10,Charlie Frye pass incomplete short right intended for John Carlson (defended by Brandon Chillar),1.120,0.430
4,4:38,3,10,SEA 41,27,10,"Penalty on Charlie Frye: Delay of Game, 5 yards (no play)",0.430,-0.230
4,4:38,3,15,SEA 36,27,10,Charlie Frye left tackle for 27 yards (tackle by Kabeer Gbaja-Biamila),-0.230,3.120
4,4:27,1,10,GNB 37,27,10,"Charlie Frye pass incomplete short right intended for Leonard Weaver. Penalty on Aaron Kampman: Roughing the Passer, 15 yards (no play)",3.120,4.110
4,4:22,1,10,GNB 22,27,10,Leonard Weaver up the middle for 13 yards (tackle by Charlie Peprah),4.110,5.140
4,3:55,1,9,GNB 9,27,10,Charlie Frye pass complete short right to John Carlson for 4 yards (tackle by Charlie Peprah),5.140,5.150
4,3:23,2,5,GNB 5,27,10,Charlie Frye pass incomplete short right intended for Koren Robinson,5.150,4.260
4,3:17,3,5,GNB 5,27,16,"Charlie Frye pass complete short middle to Keary Colbert for 5 yards, touchdown",4.260,7.000
4,,,,GNB 2,27,17,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,27,17,"Olindo Mare kicks onside 13 yards, recovered by Jarrett Bush",0.000,2.720
4,3:13,1,10,SEA 43,27,17,Ryan Grant right tackle for 3 yards (tackle by Craig Terrill),2.720,2.580
4,2:30,2,7,SEA 40,27,17,Ryan Grant up the middle for 3 yards (tackle by Darryl Tapp),2.580,2.280
4,2:26,,,,27,17,Timeout #2 by Seattle Seahawks,0.000,2.280
4,2:26,3,4,SEA 37,27,17,Ryan Grant up the middle for 5 yards (tackle by Brian Russell),2.280,3.450
4,2:00,1,10,SEA 32,27,17,Ryan Grant up the middle for 6 yards (tackle by Deon Grant),3.450,3.710
4,1:16,2,4,SEA 26,27,17,Aaron Rodgers kneels for no gain,3.710,3.010
4,0:35,3,4,SEA 26,27,17,Aaron Rodgers kneels for -1 yards,3.010,1.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
