Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
1,6:40,1,10,ARI 40,3,0,Kyler Murray pass complete deep left to DeAndre Hopkins for 30 yards,1.600,3.580
1,6:19,1,10,DET 30,3,0,Kenyan Drake left tackle for no gain (tackle by Tracy Walker and Trey Flowers),3.580,3.030
1,5:44,2,10,DET 30,3,0,Kyler Murray pass incomplete short right intended for KeeSean Johnson,3.030,2.340
1,5:40,3,10,DET 30,3,0,Kyler Murray pass deep middle (defended by Jamie Collins) intended for Dan Arnold is intercepted by Duron Harmon at DET-11 and returned for 21 yards,2.340,-1.070
1,5:28,1,10,DET 32,3,0,Matthew Stafford pass incomplete deep left intended for Kenny Golladay,1.070,0.530
1,5:24,2,10,DET 32,3,0,Adrian Peterson up the middle for -2 yards (tackle by Chris Banjo),0.530,-0.430
1,4:45,3,12,DET 30,3,0,"Matthew Stafford pass incomplete deep left intended for Marvin Jones. Penalty on Chandler Jones: Defensive Offside, 5 yards (no play)",-0.430,0.230
1,4:38,3,7,DET 35,3,0,Matthew Stafford pass incomplete short middle intended for Danny Amendola (defended by Haason Reddick),0.230,-1.040
1,4:32,4,7,DET 35,3,0,"Jack Fox punts 65 yards, touchback.",-1.040,-0.280
1,4:22,1,10,ARI 20,3,0,Kenyan Drake up the middle for 5 yards (tackle by Jahlani Tavai and Jamie Collins),0.280,0.410
1,3:52,2,5,ARI 25,3,0,Kyler Murray pass complete short left to Chase Edmonds for 6 yards (tackle by Christian Jones and Duron Harmon),0.410,1.000
1,3:22,1,10,ARI 31,3,0,Kyler Murray pass complete deep left to Andy Isabella for 26 yards (tackle by Jeff Okudah),1.000,2.720
1,2:44,1,10,DET 43,3,0,Kyler Murray pass complete short left to Andy Isabella for 4 yards (tackle by Darryl Roberts),2.720,2.720
1,2:16,2,6,DET 39,3,0,Kyler Murray up the middle for 7 yards (tackle by Tracy Walker),2.720,3.450
1,1:57,1,10,DET 32,3,0,Kyler Murray pass complete short right to Darrell Daniels for 15 yards (tackle by Tracy Walker),3.450,4.440
1,1:41,1,10,DET 17,3,0,Kenyan Drake up the middle for 1 yard (tackle by Da'Shawn Hand and Tracy Walker),4.440,4.000
1,0:56,2,9,DET 16,3,0,"Kyler Murray pass incomplete short middle intended for Larry Fitzgerald. Penalty on Darryl Roberts: Defensive Pass Interference, 6 yards (no play)",4.000,4.910
1,0:52,1,10,DET 10,3,0,Kyler Murray pass complete short left to DeAndre Hopkins for -3 yards (tackle by Jeff Okudah),4.910,3.720
1,0:20,2,13,DET 13,3,6,"Kyler Murray pass complete short right to Andy Isabella for 13 yards, touchdown",3.720,7.000
1,0:14,,,DET 15,3,7,Zane Gonzalez kicks extra point good,0.000,0.000
1,0:14,,,ARI 35,3,7,"Zane Gonzalez kicks off 68 yards, returned by Jamal Agnew for 26 yards (tackle by Deionte Thompson)",0.000,0.480
1,0:06,1,10,DET 23,3,7,Adrian Peterson up the middle for 8 yards (tackle by Dre Kirkpatrick),0.480,1.010
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,DET 31,3,7,Adrian Peterson left tackle for 1 yard (tackle by Budda Baker),1.010,0.430
2,14:18,3,1,DET 32,3,7,Matthew Stafford pass complete short middle to Jesse James for 15 yards (tackle by Chris Banjo),0.430,2.060
2,13:47,1,10,DET 47,3,7,Adrian Peterson up the middle for 3 yards (tackle by De'Vondre Campbell),2.060,1.920
2,13:13,2,7,DET 50,3,7,Matthew Stafford pass complete short left to Jamal Agnew for no gain (tackle by Jordan Hicks),1.920,1.220
2,12:28,3,7,DET 50,3,7,"Penalty on T.J. Hockenson: False Start, 5 yards (no play)",1.220,0.560
2,12:08,3,12,DET 45,3,7,Matthew Stafford sacked by Devon Kennard for -9 yards,0.560,-0.980
2,11:26,4,21,DET 36,3,7,"Jack Fox punts 54 yards, fair catch by Andy Isabella at ARI-10",-0.980,0.380
2,11:18,1,10,ARI 10,3,7,Kenyan Drake right end for 8 yards (tackle by Duron Harmon),-0.380,0.070
2,10:55,2,2,ARI 18,3,7,Kenyan Drake up the middle for 1 yard (tackle by Da'Shawn Hand),0.070,-0.370
2,10:20,3,1,ARI 19,3,7,Kenyan Drake up the middle for 1 yard (tackle by Christian Jones and Jamie Collins),-0.370,0.280
2,9:44,1,10,ARI 20,3,7,Kyler Murray pass short right intended for Larry Fitzgerald is intercepted by Jamie Collins at ARI-28 and returned for 1 yard,0.280,-3.780
2,9:37,1,10,ARI 27,3,7,Adrian Peterson up the middle for 5 yards (tackle by Dre Kirkpatrick),3.780,3.910
2,9:05,2,5,ARI 22,3,7,Adrian Peterson up the middle for 8 yards (tackle by Deionte Thompson),3.910,4.650
2,8:20,1,10,ARI 14,3,7,Adrian Peterson left end for no gain (tackle by Deionte Thompson),4.650,4.000
2,7:41,2,10,ARI 14,3,7,Adrian Peterson up the middle for 8 yards (tackle by Devon Kennard),4.000,4.730
2,7:01,3,2,ARI 6,3,7,Matthew Stafford pass complete short left to Kenny Golladay for 1 yard (tackle by Budda Baker),4.730,3.030
2,6:20,4,1,ARI 5,9,7,"Matthew Stafford pass complete short right to Jesse James for 5 yards, touchdown, touchdown",3.030,7.000
2,6:15,,,ARI 15,10,7,"Matt Prater kicks extra point good. Penalty on Patrick Peterson: Defensive Offside, 5 yards",0.000,0.000
2,6:15,,,DET 40,10,7,"Jack Fox kicks off 43 yards, returned by Darrell Daniels for 9 yards (tackle by Miles Killebrew)",0.000,0.670
2,6:11,1,10,ARI 26,10,7,Kyler Murray pass complete short left to DeAndre Hopkins for 18 yards (tackle by Jeff Okudah),0.670,1.860
2,5:50,1,10,ARI 44,10,7,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards (tackle by Jeff Okudah),1.860,2.590
2,5:23,1,10,DET 45,10,7,Kenyan Drake up the middle for no gain (tackle by Jamie Collins and John Penisini),2.590,2.040
2,4:43,2,10,DET 45,10,7,Kyler Murray pass complete short right to Dan Arnold for 11 yards (tackle by Tracy Walker),2.040,3.310
2,4:11,1,10,DET 34,10,7,Kenyan Drake right end for 11 yards (tackle by Romeo Okwara),3.310,4.040
2,3:41,1,10,DET 23,10,7,Kyler Murray right end for 3 yards (tackle by Nick Williams),4.040,3.900
2,3:07,2,7,DET 20,10,7,Chase Edmonds up the middle for 4 yards (tackle by Reggie Ragland),3.900,3.850
2,2:23,3,3,DET 16,10,7,Kyler Murray pass complete short middle to Chase Edmonds for 15 yards (tackle by Tracy Walker),3.850,6.970
2,2:00,1,1,DET 1,10,13,"Kyler Murray left end for 1 yard, touchdown",6.970,7.000
2,1:53,,,DET 15,10,13,Zane Gonzalez kicks extra point no good wide right,0.000,-1.000
2,1:53,,,ARI 35,10,13,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,1:53,1,10,DET 25,10,13,Matthew Stafford pass complete short right to Jamal Agnew for 20 yards (tackle by De'Vondre Campbell),0.610,1.930
2,1:46,1,10,DET 45,10,13,Adrian Peterson up the middle for no gain (tackle by Corey Peters),1.930,1.380
2,1:10,2,10,DET 45,10,13,Matthew Stafford pass complete short middle to T.J. Hockenson for 11 yards (tackle by Budda Baker),1.380,2.650
2,0:45,1,10,ARI 44,10,13,Matthew Stafford pass complete short left to Kenny Golladay for 10 yards (tackle by Dre Kirkpatrick),2.650,3.310
2,0:41,,,,,,Timeout #1 by Detroit Lions,,
2,0:41,1,10,ARI 34,10,13,Matthew Stafford pass complete short left to D'Andre Swift for 19 yards (tackle by De'Vondre Campbell and Dre Kirkpatrick),3.310,4.580
2,0:35,,,,,,Timeout #2 by Detroit Lions,,
2,0:35,1,10,ARI 15,16,13,Matthew Stafford pass complete short middle to Kenny Golladay for 15 yards,4.580,7.000
2,0:31,,,ARI 15,17,13,Matt Prater kicks extra point good,0.000,0.000
2,0:31,,,DET 35,17,13,"Jack Fox kicks off 62 yards, returned by Chase Edmonds for 18 yards (tackle by Will Harris)",0.000,0.340
2,0:26,1,10,ARI 21,17,13,Kyler Murray pass complete short middle to KeeSean Johnson for 10 yards (tackle by Will Harris),0.340,1.000
2,0:21,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:21,1,10,ARI 31,17,13,Kyler Murray pass incomplete short left. Penalty on Kyler Murray: Intentional Grounding,1.000,0.460
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,13,"Jack Fox kicks off 64 yards, returned by Chase Edmonds for 24 yards (tackle by Jalen Reeves-Maybin)",0.000,0.610
3,14:54,1,10,ARI 25,17,13,Kyler Murray pass complete short right to Darrell Daniels for 9 yards (tackle by Jamie Collins),0.610,1.280
3,14:20,2,1,ARI 34,17,13,Kenyan Drake up the middle for 5 yards (tackle by Will Harris),1.280,1.530
3,13:53,1,10,ARI 39,17,13,Kyler Murray pass complete short left to DeAndre Hopkins for 21 yards (tackle by Darryl Roberts),1.530,2.920
3,13:19,1,10,DET 40,17,13,Kenyan Drake left end for 1 yard (tackle by Tracy Walker),2.920,2.510
3,12:55,2,9,DET 39,17,13,Andy Isabella right end for -6 yards (tackle by Jeff Okudah),2.510,1.030
3,12:08,3,15,DET 45,17,13,Kyler Murray pass complete short right to KeeSean Johnson for 14 yards (tackle by Amani Oruwariye),1.030,1.410
3,11:24,,,,,,Timeout #1 by Arizona Cardinals,,
3,11:24,4,1,DET 31,17,13,"Penalty on Dan Arnold: False Start, 5 yards (no play)",1.410,0.880
3,11:24,4,6,DET 36,17,16,Zane Gonzalez 54 yard field goal good,0.880,3.000
3,11:19,,,ARI 35,17,16,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,11:19,1,10,DET 25,17,16,Adrian Peterson up the middle for no gain (tackle by Chandler Jones and Corey Peters),0.610,0.060
3,10:43,2,10,DET 25,17,16,Matthew Stafford pass complete short left to Kenny Golladay for 1 yard (tackle by Jordan Hicks),0.060,-0.490
3,9:59,3,9,DET 26,17,16,Matthew Stafford pass incomplete short middle intended for Danny Amendola (defended by Budda Baker),-0.490,-1.630
3,9:54,4,9,DET 26,17,16,Jack Fox punts 60 yards,-1.630,0.280
3,9:42,1,10,ARI 14,17,16,Kyler Murray pass complete short left to Kenyan Drake for 6 yards (tackle by Tracy Walker),-0.280,0.150
3,9:06,2,4,ARI 20,17,16,Kenyan Drake left tackle for 15 yards (tackle by Duron Harmon),0.150,1.270
3,8:48,1,10,ARI 35,17,16,Kyler Murray pass incomplete short right intended for DeAndre Hopkins,1.270,0.720
3,8:42,2,10,ARI 35,17,16,"Kyler Murray pass incomplete short left intended for DeAndre Hopkins. Penalty on Jeff Okudah: Defensive Holding, 5 yards (no play)",0.720,1.600
3,8:36,1,10,ARI 40,17,16,Kyler Murray sacked by Romeo Okwara for -2 yards,1.600,0.780
3,7:58,2,12,ARI 38,17,16,Kyler Murray pass incomplete short right intended for KeeSean Johnson,0.780,0.100
3,7:51,3,12,ARI 38,17,16,Kyler Murray pass deep middle intended for DeAndre Hopkins is intercepted by Jeff Okudah at DET-42 and returned for 36 yards,0.100,-4.110
3,7:36,1,10,ARI 22,17,16,Kerryon Johnson up the middle for 9 yards (tackle by Budda Baker),4.110,5.060
3,6:55,2,1,ARI 13,17,16,Kerryon Johnson up the middle for 5 yards (tackle by Zach Allen),5.060,5.370
3,6:19,1,8,ARI 8,17,16,Kerryon Johnson up the middle for 2 yards (tackle by Jordan Hicks and Zach Allen),5.370,4.950
3,5:40,2,6,ARI 6,17,16,Matthew Stafford pass incomplete short right intended for Jesse James,4.950,4.040
3,5:36,3,6,ARI 6,17,16,Matthew Stafford pass incomplete short right intended for Danny Amendola,4.040,2.990
3,5:30,4,6,ARI 6,20,16,Matt Prater 24 yard field goal good,2.990,3.000
3,5:27,,,DET 35,20,16,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,5:27,1,10,ARI 25,20,16,Kenyan Drake right tackle for 4 yards (tackle by Trey Flowers and Christian Jones),0.610,0.600
3,4:55,2,6,ARI 29,20,16,Kyler Murray pass complete short left to DeAndre Hopkins for 15 yards (tackle by Darryl Roberts),0.600,1.860
3,4:32,1,10,ARI 44,20,16,Kyler Murray pass complete short left to DeAndre Hopkins for 12 yards,1.860,2.650
3,4:10,1,10,DET 44,20,16,Kyler Murray pass incomplete short middle intended for Larry Fitzgerald (defended by Duron Harmon),2.650,2.110
3,4:04,2,10,DET 44,20,16,Kyler Murray left end for 5 yards (tackle by Jeff Okudah),2.110,2.080
3,3:31,3,5,DET 39,20,16,Kyler Murray right end for 13 yards (tackle by Tracy Walker),2.080,3.840
3,2:56,1,10,DET 26,20,16,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards (tackle by Trey Flowers and Duron Harmon),3.840,4.580
3,2:34,1,10,DET 15,20,16,Kenyan Drake up the middle for -1 yards (tackle by Reggie Ragland and Jahlani Tavai),4.580,3.810
3,1:56,2,11,DET 16,20,16,Kyler Murray pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Duron Harmon),3.810,4.900
3,1:11,3,1,DET 6,20,16,Kenyan Drake up the middle for 2 yards (tackle by Da'Shawn Hand and Danny Shelton),4.900,6.280
3,0:40,1,4,DET 4,20,22,"Kyler Murray pass complete short right to Andy Isabella for 4 yards, touchdown",6.280,7.000
3,0:35,,,DET 15,20,23,Zane Gonzalez kicks extra point good,0.000,0.000
3,0:35,,,ARI 35,20,23,"Zane Gonzalez kicks off 67 yards, returned by Jamal Agnew for 22 yards (tackle by Trent Sherfield and Zeke Turner). Penalty on Elijah Lee: Offensive Holding, 10 yards",0.000,-0.380
3,0:28,1,10,DET 10,20,23,Adrian Peterson up the middle for no gain (tackle by Angelo Blackson),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DET 10,20,23,Matthew Stafford pass incomplete short right intended for D'Andre Swift,-0.780,-1.420
4,14:57,3,10,DET 10,20,23,Matthew Stafford pass complete deep right to Kenny Golladay for 19 yards (tackle by Budda Baker),-1.420,0.870
4,14:12,1,10,DET 29,20,23,Matthew Stafford pass complete short right to T.J. Hockenson for 27 yards (tackle by Haason Reddick). Penalty on Haason Reddick: Defensive Holding (Declined),0.870,2.650
4,13:49,1,10,ARI 44,20,23,Matthew Stafford sacked by Corey Peters for -10 yards,2.650,0.760
4,13:04,2,20,DET 46,20,23,Matthew Stafford pass incomplete short right intended for T.J. Hockenson. Penalty on Jesse James: Illegal Shift (Declined),0.760,0.100
4,12:59,3,20,DET 46,20,23,Matthew Stafford pass complete short right to Kerryon Johnson for 14 yards (tackle by De'Vondre Campbell),0.100,0.590
4,12:08,4,6,ARI 40,20,23,"Penalty on DET: Delay of Game, 5 yards (no play)",0.590,0.270
4,12:08,4,11,ARI 45,20,23,Jack Fox punts 43 yards downed by Tony McRae,0.270,0.380
4,11:58,1,10,ARI 2,20,23,Kenyan Drake up the middle for 2 yards (tackle by Nick Williams),-0.380,-0.630
4,11:27,2,8,ARI 4,20,23,Kyler Murray pass incomplete short right intended for KeeSean Johnson (defended by Amani Oruwariye),-0.630,-1.190
4,11:22,3,8,ARI 4,20,23,Kyler Murray pass incomplete short left,-1.190,-2.490
4,11:14,4,8,ARI 4,20,23,"Andy Lee punts 51 yards, returned by Jamal Agnew for 19 yards (tackle by Zeke Turner and Haason Reddick)",-2.490,-3.180
4,11:03,1,10,ARI 36,20,23,Adrian Peterson up the middle for -2 yards (tackle by Budda Baker),3.180,2.370
4,10:25,2,12,ARI 38,20,23,Matthew Stafford pass complete short middle to T.J. Hockenson for 8 yards (tackle by Deionte Thompson),2.370,2.740
4,9:45,3,4,ARI 30,20,23,Matthew Stafford pass complete short middle to T.J. Hockenson for 7 yards (tackle by Curtis Riley),2.740,4.040
4,9:04,1,10,ARI 23,20,23,Matthew Stafford pass complete short right to Jesse James for 8 yards (tackle by Isaiah Simmons),4.040,4.750
4,8:26,2,2,ARI 15,20,23,"Penalty on ARI: Defensive Too Many Men on Field, 5 yards (no play)",4.750,4.910
4,8:14,1,10,ARI 10,20,23,Adrian Peterson up the middle for 2 yards (tackle by Budda Baker),4.910,4.570
4,7:39,2,8,ARI 8,20,23,Matthew Stafford pass incomplete short right intended for T.J. Hockenson,4.570,3.580
4,7:35,3,8,ARI 8,20,23,Matthew Stafford sacked by Haason Reddick for -9 yards,3.580,2.310
4,6:49,4,17,ARI 17,23,23,Matt Prater 35 yard field goal good,2.310,3.000
4,6:44,,,DET 35,23,23,"Jack Fox kicks off 58 yards, returned by Chase Edmonds for 16 yards (tackle by Quintez Cephus)",0.000,0.480
4,6:39,1,10,ARI 23,23,23,Kyler Murray pass complete short left to DeAndre Hopkins for 12 yards (tackle by Tracy Walker),0.480,1.270
4,6:12,1,10,ARI 35,23,23,Kenyan Drake right end for 14 yards (tackle by Amani Oruwariye),1.270,2.190
4,5:48,1,10,ARI 49,23,23,Kenyan Drake up the middle for 1 yard (tackle by Tracy Walker),2.190,1.780
4,5:10,2,9,ARI 50,23,23,Kyler Murray pass incomplete deep right intended for KeeSean Johnson (defended by Amani Oruwariye),1.780,1.090
4,5:05,3,9,ARI 50,23,23,Kyler Murray pass incomplete deep right intended for KeeSean Johnson,1.090,-0.060
4,4:58,4,9,ARI 50,23,23,Andy Lee punts 41 yards downed by Trent Sherfield,-0.060,0.380
4,4:49,1,10,DET 9,23,23,Adrian Peterson right tackle for 3 yards (tackle by Jordan Hicks),-0.380,-0.560
4,4:11,2,7,DET 12,23,23,Matthew Stafford pass complete short left to Adrian Peterson for 10 yards (tackle by Dre Kirkpatrick),-0.560,0.410
4,3:30,1,10,DET 22,23,23,Matthew Stafford pass complete deep right to Marvin Jones for 20 yards (tackle by Patrick Peterson),0.410,1.730
4,2:52,1,10,DET 42,23,23,Adrian Peterson up the middle for 5 yards (tackle by Jordan Hicks and Corey Peters),1.730,1.860
4,2:09,2,5,DET 47,23,23,"Matthew Stafford pass complete deep left to Marvin Hall for 52 yards (tackle by Budda Baker). Penalty on Halapoulivaati Vaitai: Offensive Holding, 10 yards (no play)",1.860,0.510
4,1:58,2,15,DET 37,23,23,"Matthew Stafford pass incomplete short right intended for T.J. Hockenson. Penalty on Byron Murphy: Defensive Pass Interference, 13 yards (no play)",0.510,2.260
4,1:52,1,10,DET 50,23,23,Adrian Peterson right end for 1 yard (tackle by Chandler Jones),2.260,1.850
4,1:09,2,9,ARI 49,23,23,Matthew Stafford pass complete short left to Kenny Golladay for 11 yards (tackle by Byron Murphy),1.850,3.050
4,1:03,1,10,ARI 38,23,23,Adrian Peterson up the middle for no gain (tackle by Curtis Riley and Chandler Jones),3.050,2.510
4,0:58,,,,,,Timeout #2 by Arizona Cardinals,,
4,0:58,2,10,ARI 38,23,23,Matthew Stafford pass complete short right to Marvin Jones for 20 yards (tackle by De'Vondre Campbell),2.510,4.370
4,0:12,,,,,,Timeout #1 by Detroit Lions,,
4,0:12,1,10,ARI 18,23,23,Matthew Stafford left end for -3 yards,4.370,3.420
4,0:04,,,,,,Timeout #2 by Detroit Lions,,
4,0:04,2,13,ARI 21,26,23,Matt Prater 39 yard field goal good,3.420,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
