Quarter,Time,Down,ToGo,Location,WAS,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,11,WAS 46,3,7,"Tress Way punts 54 yards, touchback",-0.320,-0.280
2,14:51,1,10,IND 20,3,7,Dan Herron up the middle for 11 yards (tackle by Bashaud Breeland and Ryan Clark),0.280,1.000
2,14:23,1,10,IND 31,3,7,Dan Herron left end for 5 yards (tackle by Ryan Clark),1.000,1.140
2,13:44,2,5,IND 36,3,7,Andrew Luck pass complete short right to Reggie Wayne for 7 yards (tackle by Bashaud Breeland),1.140,1.800
2,13:10,1,10,IND 43,3,7,Andrew Luck pass complete short left to Jack Doyle for 8 yards (tackle by Everette Brown),1.800,2.330
2,12:37,2,2,WAS 49,3,13,"Dan Herron left tackle for 49 yards, touchdown",2.330,7.000
2,12:37,,,WAS 2,3,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,12:37,,,IND 35,3,14,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,12:27,1,10,WAS 20,3,14,Alfred Morris right end for -4 yards (tackle by Jonathan Newsome),0.280,-0.940
2,11:47,2,14,WAS 16,3,14,Colt McCoy pass incomplete short left intended for Pierre Garcon (defended by Vontae Davis),-0.940,-1.690
2,11:42,3,14,WAS 16,3,14,"Colt McCoy sacked by Jonathan Newsome for -8 yards. Colt McCoy fumbles (forced by Jonathan Newsome), recovered by Colt McCoy at WAS-9",-1.690,-2.490
2,11:05,4,21,WAS 9,3,14,"Tress Way punts 54 yards, returned by Josh Cribbs for 16 yards (tackle by Silas Redd). Penalty on Henoc Muamba: Offensive Holding, 10 yards",-2.490,-1.070
2,10:53,1,10,IND 32,3,14,Andrew Luck pass complete short right to T.Y. Hilton for 11 yards (tackle by Bashaud Breeland),1.070,1.800
2,10:53,1,10,IND 43,3,14,"Penalty on Ryan Kerrigan: Neutral Zone Infraction, 5 yards (no play)",1.800,2.530
2,10:00,1,5,IND 48,3,14,Andrew Luck pass incomplete deep left intended for Coby Fleener,2.530,1.930
2,9:52,2,5,IND 48,3,14,Trent Richardson left tackle for 2 yards (tackle by Ryan Kerrigan),1.930,1.490
2,9:14,3,3,,3,14,Andrew Luck pass complete short right to Coby Fleener for 8 yards (tackle by Chase Minnifield),1.490,2.790
2,8:46,1,10,WAS 42,3,14,Andrew Luck pass complete short left to Coby Fleener for 16 yards (tackle by Ryan Clark),2.790,3.840
2,8:09,1,10,WAS 26,3,14,Andrew Luck pass incomplete deep left intended for Donte Moncrief (defended by David Amerson),3.840,3.840
2,8:02,1,10,WAS 26,3,14,Timeout #1 by Washington Redskins,3.840,3.300
2,8:01,2,10,WAS 26,3,14,"Andrew Luck for no gain. Jonotthan Harrison fumbles, recovered by Jonotthan Harrison at IND-WAS",3.300,2.350
2,7:36,3,12,WAS 28,3,14,Andrew Luck pass complete deep right to T.Y. Hilton for 25 yards,2.350,6.510
2,6:59,1,3,WAS 3,3,20,"Andrew Luck pass complete short left to T.Y. Hilton for 3 yards, touchdown",6.510,7.000
2,6:59,,,WAS 2,3,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,6:59,,,IND 35,3,21,"Pat McAfee kicks off 67 yards, returned by Andre Roberts for 18 yards (tackle by Josh Cribbs)",0.000,0.140
2,6:48,1,10,WAS 16,3,21,Colt McCoy pass complete short right to Pierre Garcon for no gain,-0.140,-0.660
2,6:08,2,10,WAS 16,3,21,"Colt McCoy pass incomplete deep right intended for Pierre Garcon is intercepted by Greg Toler at WAS-39 and returned for 20 yards. Penalty on Greg Toler: Defensive Holding, 5 yards (no play)",-0.660,0.340
2,5:52,1,10,WAS 21,3,21,Colt McCoy pass complete short left to Santana Moss for 13 yards (tackle by Vontae Davis),0.340,0.340
2,5:15,1,10,WAS 21,3,21,Timeout #2 by Washington Redskins,0.340,1.200
2,5:15,1,10,WAS 34,3,21,Roy Helu right end for 5 yards (tackle by Darius Butler),1.200,1.330
2,4:32,2,5,WAS 39,3,21,Colt McCoy pass complete short right to Jordan Reed for 16 yards (tackle by LaRon Landry),1.330,2.590
2,3:54,1,10,IND 45,3,21,Alfred Morris right tackle for no gain (tackle by Josh Chapman and Jonathan Newsome),2.590,2.040
2,3:08,2,10,IND 45,3,21,Colt McCoy pass incomplete,2.040,1.360
2,3:00,3,10,IND 45,3,21,Colt McCoy pass complete deep left to Andre Roberts for 22 yards (tackle by Greg Toler),1.360,4.040
2,2:18,1,10,IND 23,3,21,"Colt McCoy pass incomplete deep left intended for Pierre Garcon (defended by Vontae Davis). Penalty on Vontae Davis: Taunting, 12 yards",4.040,4.840
2,2:12,1,10,IND 11,3,21,"Alfred Morris left end for 11 yards. Penalty on DeSean Jackson: Offensive Holding, 10 yards (no play)",4.840,4.170
2,2:06,1,20,IND 21,9,21,"Colt McCoy pass complete short middle to Roy Helu for 21 yards, touchdown",4.170,7.000
2,2:06,,,IND 2,10,21,Kai Forbath kicks extra point good,0.000,0.000
2,2:06,,,WAS 35,10,21,"Kai Forbath kicks off 61 yards, returned by Josh Cribbs for 22 yards (tackle by Trent Robinson)",0.000,-0.670
2,1:50,1,10,IND 26,10,21,Andrew Luck pass complete short middle to Reggie Wayne for 9 yards (tackle by Phillip Thomas),0.670,1.350
2,1:29,2,1,IND 35,10,21,"Andrew Luck pass incomplete. Penalty on Andrew Luck: Intentional Grounding, 9 yards",1.350,-0.560
2,1:20,3,10,IND 26,10,21,Andrew Luck for 15 yards,-0.560,1.660
2,1:13,1,10,IND 41,10,21,"Andrew Luck pass complete short left to Dan Herron for 7 yards (tackle by Perry Riley). Dan Herron fumbles (forced by Perry Riley), recovered by Ryan Clark at IND-48 (tackle by Dan Herron)",1.660,-2.390
2,1:06,1,10,IND 48,10,21,"Colt McCoy pass incomplete short right intended for Jordan Reed. Penalty on Darius Butler: Illegal Contact, 5 yards (no play)",2.390,2.720
2,1:01,1,10,IND 43,10,21,Colt McCoy pass incomplete short right intended for Pierre Garcon,2.720,2.180
2,0:55,2,10,IND 43,10,21,Colt McCoy sacked by Erik Walden for -8 yards,2.180,2.180
2,0:49,2,10,IND 43,10,21,Timeout #3 by Washington Redskins,2.180,0.430
2,0:49,3,18,WAS 49,10,21,Colt McCoy pass complete short left to DeSean Jackson for 4 yards (tackle by Darius Butler),0.430,0.130
2,0:41,4,14,IND 47,10,21,"Tress Way punts 36 yards, fair catch by Josh Cribbs. Penalty on Josh McNary: Running Into the Kicker (Declined)",0.130,0.370
2,0:34,1,10,IND 11,10,21,Andrew Luck kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,WAS,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,10,21,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,WAS 20,10,21,Colt McCoy pass complete short right to Niles Paul for 7 yards (tackle by Darius Butler),0.280,0.680
3,14:29,2,3,WAS 27,10,21,Alfred Morris left end for 4 yards (tackle by D'Qwell Jackson and Vontae Davis),0.680,1.000
3,13:47,1,10,WAS 31,10,21,Colt McCoy pass complete short right to DeSean Jackson for 18 yards (tackle by Mike Adams),1.000,2.190
3,13:24,1,10,WAS 49,10,21,Alfred Morris right end for 6 yards (tackle by Cory Redding),2.190,2.190
3,12:37,1,10,WAS 49,10,21,Timeout #1 by Washington Redskins,2.190,2.460
3,12:37,2,4,IND 45,10,21,Colt McCoy pass incomplete short right intended for Andre Roberts (defended by Cory Redding),2.460,1.750
3,12:34,3,4,IND 45,10,21,Colt McCoy pass complete deep right to Andre Roberts for 24 yards,1.750,4.170
,,,,,,,"IND challenged the pass completion ruling, and the play was upheld.",,
3,12:15,1,10,IND 21,10,21,Alfred Morris up the middle for 5 yards (tackle by Josh Chapman),4.170,4.370
3,11:34,2,5,IND 16,16,21,"Colt McCoy pass complete short right to Logan Paulsen for 16 yards, touchdown",4.370,7.000
3,11:34,,,IND 2,17,21,"Kai Forbath kicks extra point good. Penalty on Frank Kearse: Unsportsmanlike Conduct, 15 yards",0.000,0.000
3,11:34,,,WAS 20,17,21,"Kai Forbath kicks off 74 yards, returned by Josh Cribbs for 33 yards (tackle by Phillip Thomas). Penalty on Phillip Thomas: Offside on Free Kick, 5 yards",0.000,-1.860
3,11:15,1,10,IND 44,17,21,Trent Richardson right tackle for 2 yards (tackle by Jarvis Jenkins),1.860,1.590
3,10:49,2,8,IND 46,17,21,Andrew Luck right guard for 6 yards (tackle by Ryan Kerrigan),1.590,1.690
3,10:13,3,2,WAS 48,17,27,"Andrew Luck pass complete deep right to Donte Moncrief for 48 yards, touchdown",1.690,7.000
3,10:13,,,WAS 2,17,28,Adam Vinatieri kicks extra point good,0.000,0.000
3,10:13,,,IND 35,17,28,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,10:05,1,10,WAS 20,17,28,Alfred Morris left tackle for 1 yard (tackle by Cory Redding and Josh Chapman),0.280,-0.130
3,9:25,2,9,WAS 21,17,28,Colt McCoy pass complete short right to DeSean Jackson for 11 yards,-0.130,1.070
3,8:55,1,10,WAS 32,17,28,Colt McCoy pass incomplete deep left intended for Pierre Garcon,1.070,0.530
3,8:49,2,10,WAS 32,17,28,Colt McCoy pass complete short right to Roy Helu for 2 yards (tackle by Sergio Brown),0.530,0.100
3,8:05,3,8,WAS 34,17,28,Colt McCoy pass complete short left to Jordan Reed for 7 yards (tackle by Mike Adams),0.100,0.100
3,7:39,3,8,WAS 34,17,28,Timeout #2 by Indianapolis Colts,0.100,-0.650
3,7:39,4,1,WAS 41,17,34,"Colt McCoy sacked by Erik Walden for -7 yards. Colt McCoy fumbles (forced by Erik Walden), recovered by D'Qwell Jackson at WAS-35 and returned for 35 yards, touchdown",-0.650,-7.000
3,7:30,,,WAS 2,17,35,Adam Vinatieri kicks extra point good,0.000,0.000
3,7:30,,,IND 35,17,35,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,7:30,1,10,WAS 20,17,35,Colt McCoy pass complete short left to Roy Helu for 7 yards (tackle by Jerrell Freeman and LaRon Landry),0.280,0.680
3,7:00,2,3,WAS 27,17,35,Colt McCoy for 11 yards,0.680,1.470
3,6:31,1,10,WAS 38,17,35,"Colt McCoy left end for 1 yard (tackle by Josh Gordy). Penalty on Trent Williams: Offensive Holding, 10 yards",1.470,0.870
3,6:05,1,19,WAS 29,17,35,Colt McCoy pass incomplete short right intended for Jordan Reed (defended by Jerrell Freeman),0.870,-0.290
3,6:01,2,19,WAS 29,17,35,Colt McCoy pass complete short right to Jordan Reed for 29 yards (tackle by Darius Butler),-0.290,2.790
3,5:19,1,10,IND 42,23,35,"Colt McCoy pass complete deep left to DeSean Jackson for 42 yards, touchdown",2.790,7.000
3,5:19,,,IND 2,24,35,Kai Forbath kicks extra point good,0.000,0.000
3,5:19,,,WAS 35,24,35,"Kai Forbath kicks off 73 yards, returned by Josh Cribbs for 35 yards (tackle by Steve Beauharnais)",0.000,-0.740
3,5:06,1,10,IND 27,24,35,Andrew Luck pass incomplete,0.740,0.200
3,5:00,2,10,IND 27,24,41,"Andrew Luck pass complete short middle to Coby Fleener for 73 yards, touchdown",0.200,7.000
3,5:00,,,WAS 2,24,42,Adam Vinatieri kicks extra point good,0.000,0.000
3,5:00,,,IND 35,24,42,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,4:45,1,10,WAS 20,24,42,Colt McCoy pass complete short left to Pierre Garcon for 5 yards (tackle by Josh Gordy),0.280,0.410
3,4:11,2,5,WAS 25,24,42,Colt McCoy pass complete short right to Jordan Reed for 7 yards (tackle by Sergio Brown),0.410,1.070
3,3:36,1,10,WAS 32,24,42,Colt McCoy pass complete short right to Jordan Reed for 16 yards (tackle by Mike Adams),1.070,2.130
3,2:56,1,10,WAS 48,24,42,Colt McCoy pass complete short right to DeSean Jackson for 9 yards (tackle by Greg Toler),2.130,2.800
3,2:20,2,1,IND 43,24,42,"Colt McCoy pass incomplete deep left intended for DeSean Jackson. Penalty on Josh Gordy: Defensive Pass Interference, 28 yards (no play)",2.800,4.580
3,2:14,1,10,IND 15,24,42,Alfred Morris left end for 4 yards (tackle by Mike Adams),4.580,4.640
3,1:36,2,6,IND 11,24,42,"Colt McCoy pass incomplete short right intended for Andre Roberts. Penalty on Darius Butler: Defensive Holding, 5 yards (no play)",4.640,5.830
3,1:29,1,6,IND 6,24,42,Colt McCoy pass complete short left to Jordan Reed for 5 yards (tackle by Sergio Brown),5.830,5.910
3,0:46,2,1,IND 1,24,42,Alfred Morris up the middle for no gain (tackle by Cory Redding and Andrew Jackson),5.910,5.170
3,0:09,3,1,IND 1,24,42,Alfred Morris up the middle for -1 yards (tackle by Andrew Jackson and Sergio Brown),5.170,3.250
Quarter,Time,Down,ToGo,Location,WAS,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,IND 2,24,42,Colt McCoy pass incomplete short right intended for Jordan Reed (defended by Mike Adams),3.250,0.380
4,14:57,1,10,IND 2,24,42,Andrew Luck pass incomplete,-0.380,-0.780
4,14:50,2,10,IND 2,24,42,Trent Richardson left tackle for 3 yards (tackle by Chris Baker),-0.780,-1.070
4,14:06,3,7,IND 5,24,42,Andrew Luck pass incomplete deep left intended for Coby Fleener,-1.070,-2.490
4,13:59,4,7,IND 5,24,42,"Pat McAfee punts 49 yards, returned by Andre Roberts for 6 yards (tackle by Zurlon Tipton)",-2.490,-2.390
4,13:45,1,10,IND 48,24,42,Colt McCoy pass incomplete short middle intended for Alfred Morris,2.390,1.850
4,13:41,2,10,IND 48,24,42,Colt McCoy pass complete short left to Jordan Reed for 30 yards (tackle by Mike Adams),1.850,4.370
4,13:01,1,10,IND 18,24,42,Alfred Morris up the middle for 7 yards (tackle by LaRon Landry and Jerrell Freeman),4.370,5.010
4,12:16,2,3,IND 11,24,42,Colt McCoy pass incomplete short left intended for Andre Roberts (defended by Josh Gordy),5.010,4.260
4,12:09,3,3,IND 11,24,42,Colt McCoy pass incomplete short right intended for Pierre Garcon,4.260,2.800
4,12:05,4,3,IND 11,27,42,Kai Forbath 29 yard field goal good,2.800,3.000
4,12:05,,,WAS 35,27,42,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
4,12:00,1,10,IND 20,27,42,Dan Herron up the middle for no gain (tackle by Trent Murphy),0.280,-0.270
4,11:27,2,10,IND 20,27,42,Andrew Luck pass complete short left to Dan Herron for 1 yard (tackle by Phillip Thomas),-0.270,-0.820
4,10:46,3,9,IND 21,27,48,"Andrew Luck pass complete deep right to Donte Moncrief for 79 yards, touchdown",-0.820,7.000
4,10:46,,,WAS 2,27,49,Adam Vinatieri kicks extra point good,0.000,0.000
4,10:46,,,IND 35,27,49,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,10:34,1,10,WAS 20,27,49,"Colt McCoy pass complete short left to Pierre Garcon for 3 yards (tackle by Josh Gordy). Penalty on Santana Moss: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
4,10:10,1,20,WAS 10,27,49,Colt McCoy pass complete short middle to Alfred Morris for 12 yards (tackle by D'Qwell Jackson and Jerrell Freeman),-0.760,0.000
4,9:30,2,8,WAS 22,27,49,"Colt McCoy sacked by Greg Toler for -7 yards. Colt McCoy fumbles (forced by Greg Toler), recovered by Chris Chester at WAS-6",0.000,-3.060
4,9:30,3,24,WAS 6,27,49,"Penalty on Colt McCoy: Delay of Game, 3 yards (no play)",-3.060,-3.410
4,8:14,3,27,WAS 3,27,49,Colt McCoy pass complete short left to Santana Moss for 10 yards (tackle by Darius Butler),-3.410,-2.490
4,7:41,4,17,WAS 13,27,49,"Tress Way punts 54 yards, returned by Josh Cribbs for 8 yards (tackle by Niles Paul)",-2.490,-1.660
4,7:28,1,10,IND 41,27,49,Donte Moncrief left end for 6 yards (tackle by Ryan Clark),1.660,1.930
4,6:49,2,4,IND 47,27,49,Andrew Luck pass complete short right to Reggie Wayne for 4 yards (tackle by Bashaud Breeland),1.930,2.320
4,6:04,1,10,WAS 49,27,49,"Dan Herron right end for 5 yards (tackle by Chris Baker and Ryan Clark). Penalty on Joe Reitz: Offensive Holding, 10 yards (no play)",2.320,1.660
4,5:34,1,20,IND 41,27,49,Dan Herron up the middle for 9 yards (tackle by Phillip Thomas),1.660,1.650
4,4:50,2,11,,27,49,Trent Richardson right guard for 2 yards (tackle by Phillip Thomas and Keenan Robinson),1.650,1.220
4,4:04,3,9,WAS 48,27,49,Andrew Luck pass complete short left to Donte Moncrief for 7 yards (tackle by Keenan Robinson),1.220,0.530
4,4:04,4,2,WAS 41,27,49,"Penalty on Pat McAfee: Delay of Game, 5 yards (no play)",0.530,0.200
4,3:16,4,7,WAS 46,27,49,"Pat McAfee punts 31 yards, fair catch by Andre Roberts",0.200,0.220
4,3:08,1,10,WAS 15,27,49,Alfred Morris up the middle for 7 yards (tackle by Jerrell Freeman),-0.220,0.350
4,2:38,2,3,WAS 22,27,49,Colt McCoy pass incomplete short left intended for Pierre Garcon,0.350,-0.510
4,2:33,3,3,WAS 22,27,49,Colt McCoy pass complete short left to Santana Moss for 7 yards (tackle by Darius Butler),-0.510,0.870
4,2:28,1,10,WAS 29,27,49,Colt McCoy pass incomplete short right intended for Alfred Morris (defended by D'Qwell Jackson),0.870,0.330
4,2:22,2,10,WAS 29,27,49,Alfred Morris right guard for 2 yards (tackle by D'Qwell Jackson),0.330,-0.100
4,2:00,3,8,WAS 31,27,49,Colt McCoy pass complete short left to Roy Helu for 31 yards (tackle by Jerrell Freeman),-0.100,3.050
4,1:22,1,10,IND 38,27,49,Colt McCoy pass complete short left to Alfred Morris for 3 yards (tackle by Shaun Phillips),3.050,2.910
4,0:55,2,7,IND 35,27,49,Alfred Morris up the middle for 3 yards (tackle by D'Qwell Jackson),2.910,2.610
4,0:10,3,4,IND 32,27,49,Alfred Morris right end for 7 yards (tackle by Greg Toler),2.610,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
