#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYG 24,9,4:50,43,Interception
2,1,9:59,NYG 36,5,2:40,22,Punt
3,1,4:33,NYG 35,11,4:15,65,Touchdown
4,2,14:43,NYG 39,5,2:24,61,Touchdown
5,2,6:05,NYG 30,6,3:11,5,Punt
6,2,2:54,SFO 8,1,0:05,8,Touchdown
7,2,1:53,NYG 44,5,1:43,56,Touchdown
8,3,12:09,NYG 46,6,2:16,54,Touchdown
9,3,8:47,NYG 34,9,4:20,63,Field Goal
10,3,2:03,NYG 20,3,1:27,-7,Punt
11,4,14:55,NYG 34,3,1:40,2,Punt
12,4,7:49,NYG 36,8,4:48,40,Missed FG
13,4,1:00,NYG 48,6,1:00,29,End of Game
