Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
1,1:14,3,9,SFO 17,0,7,Kerry Collins pass complete to Ron Dixon for 10 yards (tackle by Ahmed Plummer),3.170,5.600
1,0:52,1,7,SFO 7,0,7,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",5.600,4.640
1,0:27,1,12,SFO 12,0,7,Kerry Collins pass incomplete intended for Amani Toomer,4.640,3.860
1,0:22,2,12,SFO 12,6,7,"Kerry Collins pass complete to Amani Toomer for 12 yards, touchdown",3.860,7.000
1,0:22,,,SFO 12,7,7,Matt Bryant kicks extra point good,0.000,0.000
1,0:22,,,NYG 30,7,7,"Matt Bryant kicks off 63 yards, returned by Vinny Sutherland for 21 yards (tackle by Wesly Mallard)",0.000,0.810
1,0:11,1,10,SFO 28,7,7,Jeff Garcia pass incomplete intended for Tai Streets,0.810,0.260
1,0:06,2,10,SFO 28,7,7,Garrison Hearst right guard for 2 yards (tackle by Cornelius Griffin),0.260,-0.160
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,SFO 30,7,7,Jeff Garcia pass incomplete intended for J.J. Stokes (defended by Kenny Holmes),-0.160,-1.370
2,14:55,4,8,SFO 30,7,7,"Bill LaFleur punts 46 yards, returned by Delvin Joyce for 15 yards (tackle by Brandon Moore)",-1.370,-1.530
2,14:43,1,10,NYG 39,7,7,Tiki Barber for 29 yards (tackle by Julian Peterson),1.530,3.450
2,14:21,1,10,SFO 32,7,7,Tiki Barber left guard for 4 yards (tackle by Jim Flanigan),3.450,3.440
2,13:46,2,6,SFO 28,7,7,Kerry Collins pass complete to Jeremy Shockey for 27 yards (tackle by Julian Peterson and Mike Rumph),3.440,6.970
2,13:04,1,1,SFO 1,7,7,Tiki Barber left tackle for -1 yards (tackle by Andre Carter),6.970,5.720
2,12:24,2,2,SFO 2,13,7,"Kerry Collins pass complete to Jeremy Shockey for 2 yards, touchdown",5.720,7.000
2,12:24,,,SFO 2,14,7,Matt Bryant kicks extra point good,0.000,0.000
2,12:24,,,NYG 30,14,7,"Matt Bryant kicks off 57 yards, returned by Paul Smith for 18 yards (tackle by Kevin Lewis)",0.000,1.000
2,12:14,1,10,SFO 31,14,7,Kevan Barlow left guard for 2 yards (tackle by Shaun Williams),1.000,0.730
2,11:35,2,8,SFO 33,14,7,Jeff Garcia pass complete to Terrell Owens for 10 yards (tackle by Will Allen),0.730,1.800
2,11:12,1,10,SFO 43,14,7,Jeff Garcia left end for 11 yards (tackle by Kenny Holmes),1.800,2.520
2,10:27,1,10,NYG 46,14,7,Jeff Garcia pass incomplete intended for Eric Johnson,2.520,1.980
2,10:22,2,10,NYG 46,14,7,Garrison Hearst middle for 4 yards (tackle by Micheal Barrow),1.980,1.820
2,9:44,3,6,NYG 42,14,7,Jeff Garcia right end for 10 yards (tackle by Cornelius Griffin),1.820,3.450
2,9:00,1,10,NYG 32,14,7,Terrell Owens pass complete to Tai Streets for 25 yards (tackle by Omar Stoutmire),3.450,5.600
2,8:25,1,7,NYG 7,14,7,Jeff Garcia right end for 6 yards (tackle by Byron Frisch),5.600,5.910
2,7:38,2,1,NYG 1,14,7,Fred Beasley left guard for no gain (tackle by Cornelius Griffin),5.910,5.170
2,6:58,3,1,NYG 1,14,13,"Kevan Barlow left guard for 1 yard, touchdown",5.170,7.000
,,,,,,,"SFO challenged the ruling, and the original play was overturned.",,
2,6:58,,,NYG 1,14,14,Jeff Chandler kicks extra point good,0.000,0.000
2,6:58,,,SFO 30,14,14,"Jeff Chandler kicks off 63 yards, returned by Delvin Joyce for 23 yards (tackle by John Engelberger)",0.000,0.940
2,5:59,1,10,NYG 30,14,14,Kerry Collins pass complete to Charles Stackhouse for 6 yards (tackle by Mike Rumph),0.940,1.200
2,5:25,2,4,NYG 36,14,14,Tiki Barber left guard for 3 yards (tackle by Tony Parrish),1.200,0.890
2,4:51,2,4,NYG 36,,,Timeout #1 by New York Giants,1.200,0.890
2,4:51,3,1,NYG 39,14,14,Tiki Barber left guard for 3 yards (tackle by Brandon Moore),0.890,1.730
2,4:18,1,10,NYG 42,14,14,Kerry Collins sacked by Julian Peterson for -9 yards,1.730,-0.030
2,3:51,2,19,NYG 33,14,14,Tiki Barber middle for 2 yards (tackle by Dana Stubblefield),-0.030,-0.430
2,3:11,3,17,NYG 35,14,14,Kerry Collins pass incomplete intended for Daryl Jones,-0.430,-1.040
2,3:05,4,17,NYG 35,14,14,"Matt Allen punts 49 yards, muffed catch by Cedrick Wilson, recovered by Johnnie Harris and returned for no gain",-1.040,5.370
2,2:54,1,8,SFO 8,20,14,"Kerry Collins pass complete to Amani Toomer for 8 yards, touchdown",5.370,7.000
2,2:54,,,SFO 8,21,14,Matt Bryant kicks extra point good,0.000,0.000
2,2:54,,,NYG 30,21,14,"Matt Bryant kicks off 63 yards, returned by Vinny Sutherland for 19 yards (tackle by DeWayne Patmon)",0.000,0.670
2,2:43,1,10,SFO 26,21,14,Jeff Garcia pass complete to Terrell Owens for 15 yards (tackle by Will Allen),0.670,1.660
2,2:18,1,10,SFO 41,21,14,Jeff Garcia pass incomplete intended for Garrison Hearst,1.660,1.120
2,2:12,2,10,SFO 41,21,14,Garrison Hearst right end for -1 yards (tackle by Brandon Short),1.120,0.300
2,2:00,3,11,SFO 40,21,14,Jeff Garcia pass incomplete intended for J.J. Stokes is intercepted by Jason Sehorn at NYG-44,0.300,-1.860
2,1:53,1,10,NYG 44,21,14,Kerry Collins pass complete to Tiki Barber for 8 yards (tackle by Derek Smith),1.860,2.400
2,1:19,2,2,SFO 48,21,14,"Kerry Collins pass complete to Amani Toomer for 16 yards (tackle by Ahmed Plummer). Penalty on Dan Campbell: Offensive Holding, 10 yards (no play)",2.400,1.050
2,1:11,2,12,NYG 42,21,14,Kerry Collins pass complete to Tiki Barber for 4 yards (tackle by Tony Parrish),1.050,0.890
2,0:33,3,8,NYG 46,21,14,Kerry Collins pass complete to Tiki Barber for 30 yards (tackle by Zack Bronson),0.890,3.970
2,0:21,3,8,NYG 46,,,Timeout #2 by New York Giants,0.890,3.970
2,0:21,1,10,SFO 24,21,14,Kerry Collins pass incomplete intended for Dan Campbell,3.970,3.430
2,0:16,2,10,SFO 24,27,14,"Kerry Collins pass complete to Amani Toomer for 24 yards, touchdown",3.430,7.000
2,0:16,,,SFO 24,28,14,Matt Bryant kicks extra point good,0.000,0.000
2,0:16,,,NYG 30,28,14,"Matt Bryant kicks off 44 yards, returned by Paul Smith for 18 yards (tackle by Kevin Lewis)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,28,14,"Matt Bryant kicks off 58 yards, returned by Vinny Sutherland for 18 yards (tackle by Nick Greisen)",0.000,0.940
3,14:55,1,10,SFO 30,28,14,Jeff Garcia pass complete to Eric Johnson for 9 yards (tackle by Omar Stoutmire),0.940,1.610
3,14:21,2,1,SFO 39,28,14,Garrison Hearst middle for 6 yards (tackle by Shaun Williams),1.610,1.930
3,13:45,1,10,SFO 45,28,14,Jeff Garcia left guard for 7 yards (tackle by Micheal Barrow and Dhani Jones),1.930,2.330
3,13:05,2,3,NYG 48,28,14,Garrison Hearst right guard for 1 yard (tackle by Dhani Jones),2.330,1.750
3,12:26,3,2,NYG 47,28,14,Jeff Garcia pass complete to Terrell Owens for 1 yard (tackle by Dhani Jones),1.750,0.200
3,12:15,4,1,NYG 46,28,14,Fred Beasley middle for no gain (tackle by Dhani Jones),0.200,-1.990
3,12:09,1,10,NYG 46,28,14,Kerry Collins pass incomplete intended for Jeremy Shockey,1.990,1.450
3,12:04,2,10,NYG 46,28,14,Tiki Barber left tackle for 22 yards (tackle by Zack Bronson),1.450,3.450
3,11:27,1,10,SFO 32,28,14,Tiki Barber left end for 1 yard (tackle by Julian Peterson),3.450,3.040
3,10:47,2,9,SFO 31,28,14,"Kerry Collins pass complete to Amani Toomer for 17 yards (tackle by Jeff Ulbrich). Amani Toomer fumbles (forced by Jeff Ulbrich), ball out of bounds at SFO-14",3.040,4.650
3,10:24,1,10,SFO 14,28,14,Tiki Barber right end for 8 yards (tackle by Jeff Ulbrich),4.650,5.470
3,9:57,2,2,SFO 6,34,14,"Tiki Barber right guard for 6 yards, touchdown",5.470,7.000
3,9:57,,,SFO 6,35,14,Matt Bryant kicks extra point good,0.000,0.000
3,9:57,,,NYG 30,35,14,"Matt Bryant kicks off 62 yards, returned by Vinny Sutherland for 20 yards (tackle by Derek Dorris)",0.000,0.810
3,9:47,1,10,SFO 28,35,14,Jeff Garcia pass complete to Garrison Hearst for 3 yards (tackle by Shaun Williams),0.810,0.670
3,9:10,2,7,SFO 31,35,14,Jeff Garcia pass incomplete intended for Kevan Barlow (defended by Micheal Barrow),0.670,-0.030
3,9:02,3,7,SFO 31,35,14,Jeff Garcia pass incomplete intended for Eric Johnson,-0.030,-1.310
3,8:58,4,7,SFO 31,35,14,"Bill LaFleur punts 46 yards, returned by Delvin Joyce for 11 yards (tackle by Zack Bronson)",-1.310,-1.200
3,8:47,1,10,NYG 34,35,14,Ron Dayne middle for 1 yard (tackle by Derek Smith),1.200,0.790
3,8:00,2,9,NYG 35,35,14,Kerry Collins pass complete to Ron Dixon for 11 yards (tackle by Mike Rumph),0.790,1.990
3,7:18,1,10,NYG 46,35,14,Ron Dayne middle for 3 yards (tackle by Derek Smith),1.990,1.860
3,6:37,2,7,NYG 49,35,14,Kerry Collins pass complete to Ron Dixon for 2 yards (tackle by Ahmed Plummer),1.860,1.420
3,5:52,3,5,SFO 49,35,14,Kerry Collins pass complete to Amani Toomer for 46 yards (tackle by Zack Bronson),1.420,6.510
3,5:24,1,3,SFO 3,35,14,Ron Dayne right guard for no gain (tackle by Derek Smith),6.510,5.530
3,4:42,2,3,SFO 3,35,14,Kerry Collins pass incomplete intended for Jeremy Shockey,5.530,4.720
3,4:35,3,3,SFO 3,35,14,Kerry Collins pass incomplete intended for Jeremy Shockey,4.720,3.040
3,4:30,4,3,SFO 3,38,14,Matt Bryant 21 yard field goal good,3.040,3.000
3,4:30,,,NYG 30,38,14,"Matt Bryant kicks off 57 yards, returned by Vinny Sutherland for 17 yards (tackle by Derek Dorris)",0.000,0.940
3,4:22,1,10,SFO 30,38,14,Jeff Garcia pass complete to Eric Johnson for 12 yards (tackle by Omar Stoutmire),0.940,1.730
3,3:58,1,10,SFO 42,38,14,Jeff Garcia pass complete to Tai Streets for 11 yards (tackle by Will Allen),1.730,2.460
3,3:33,1,10,NYG 47,38,14,Garrison Hearst middle for 3 yards (tackle by Michael Strahan and Brandon Short),2.460,2.320
3,3:11,2,7,NYG 44,38,14,Jeff Garcia pass complete to Terrell Owens for 12 yards (tackle by Brandon Short),2.320,3.450
3,2:43,1,10,NYG 32,38,14,Jeff Garcia pass complete to Eric Johnson for 6 yards (tackle by Brandon Short),3.450,3.710
3,2:16,2,4,NYG 26,38,14,Jeff Garcia pass incomplete intended for Tai Streets,3.710,3.010
3,2:10,3,4,NYG 26,38,20,"Jeff Garcia pass complete to Terrell Owens for 26 yards, touchdown",3.010,7.000
3,2:10,3,,NYG 26,38,22,"Two Point Attempt: Jeff Garcia pass complete to Terrell Owens, conversion succeeds. Penalty on Omar Stoutmire: Roughing the Passer, 15 yards",1.000,1.000
3,2:10,,,SFO 45,38,22,"Jeff Chandler kicks off 60 yards, touchback",0.000,0.280
3,2:03,1,10,NYG 20,38,22,Tiki Barber left end for -1 yards (tackle by John Keith),0.280,-0.460
3,1:27,2,11,NYG 19,38,22,Kerry Collins pass incomplete intended for Jeremy Shockey,-0.460,-1.140
3,1:21,3,11,NYG 19,38,22,Kerry Collins sacked by John Engelberger for -6 yards,-1.140,-2.490
3,0:46,4,17,NYG 13,38,22,"Matt Allen punts 29 yards, fair catch by Vinny Sutherland. Penalty on NYG: Illegal Motion (Declined), Penalty on Dhani Jones: Unnecessary Roughness, 15 yards",-2.490,-3.780
3,0:36,1,10,NYG 27,38,22,Jeff Garcia pass complete to Fred Beasley for 3 yards (tackle by Brandon Short),3.780,3.640
3,0:12,2,7,NYG 24,38,22,Jeff Garcia pass complete to J.J. Stokes for 10 yards (tackle by Brandon Short),3.640,4.650
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 14,38,28,"Jeff Garcia left end for 14 yards, touchdown",4.650,7.000
4,15:00,1,,NYG 14,38,30,"Two Point Attempt: Jeff Garcia pass complete to Terrell Owens, conversion succeeds",1.000,1.000
4,15:00,,,SFO 30,38,30,"Jeff Chandler kicks off 64 yards, returned by Delvin Joyce for 28 yards (tackle by Jeff Chandler)",0.000,1.200
4,14:47,1,10,NYG 34,38,30,Tiki Barber middle for -1 yards (tackle by Jeff Ulbrich),1.200,0.520
4,14:12,2,11,NYG 33,38,30,Kerry Collins pass complete to Dan Campbell for 3 yards (tackle by Mike Rumph),0.520,0.230
4,13:29,3,8,NYG 36,38,30,Kerry Collins pass incomplete intended for Ron Dixon,0.230,-0.980
4,13:23,4,8,NYG 36,38,30,"Matt Allen punts 46 yards, fair catch by Vinny Sutherland",-0.980,-0.040
4,13:15,1,10,SFO 18,38,30,Jeff Garcia pass complete to Eric Johnson for 5 yards (tackle by Omar Stoutmire),0.040,0.280
4,12:46,2,5,SFO 23,38,30,Jeff Garcia pass complete to Terrell Owens for 21 yards (tackle by Brandon Short),0.280,1.860
4,12:18,1,10,SFO 44,38,30,Jeff Garcia pass incomplete intended for J.J. Stokes,1.860,1.320
4,12:11,2,10,SFO 44,38,30,Jeff Garcia pass complete to Cedrick Wilson for 18 yards (tackle by Will Allen),1.320,3.050
4,11:45,1,10,NYG 38,38,30,Jeff Garcia pass incomplete intended for J.J. Stokes (defended by Shaun Williams),3.050,2.510
4,11:39,2,10,NYG 38,38,30,Jeff Garcia pass complete to Eric Johnson for 9 yards (tackle by Brandon Short),2.510,3.010
4,11:16,3,1,NYG 29,38,30,Jeff Garcia middle for no gain (tackle by Brandon Short),3.010,1.620
4,10:36,3,1,NYG 29,,,Timeout #1 by San Francisco 49ers,3.010,1.620
4,10:36,4,1,NYG 29,38,30,Jeff Garcia pass complete to Tai Streets for 4 yards (tackle by Will Peterson),1.620,3.910
4,9:58,4,1,NYG 29,,,Timeout #1 by New York Giants,1.620,3.910
4,9:58,1,10,NYG 25,38,30,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Will Allen),3.910,4.040
4,9:21,2,5,NYG 20,38,30,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Brandon Short),4.040,3.340
4,9:16,3,5,NYG 20,38,30,Jeff Garcia pass complete to Terrell Owens for 9 yards (tackle by Jason Sehorn),3.340,4.840
4,8:40,1,10,NYG 11,38,30,Jeff Garcia pass incomplete intended for Terrell Owens,4.840,4.140
4,8:35,2,10,NYG 11,38,30,Fred Beasley middle for 3 yards (tackle by Frank Ferrara),4.140,3.760
4,8:00,3,7,NYG 8,38,30,Jeff Garcia pass incomplete intended for J.J. Stokes,3.760,2.960
4,7:52,4,7,NYG 8,38,33,Jeff Chandler 25 yard field goal good,2.960,3.000
4,7:52,,,SFO 30,38,33,"Jeff Chandler kicks off 50 yards, returned by Delvin Joyce for 16 yards (tackle by Quincy Stewart)",0.000,1.330
4,7:45,1,10,NYG 36,38,33,Kerry Collins pass complete to Jeremy Shockey for 7 yards (tackle by Derek Smith and Julian Peterson),1.330,1.740
4,7:03,2,3,NYG 43,38,33,Tiki Barber left tackle for 4 yards (tackle by Derek Smith),1.740,2.060
4,6:21,1,10,NYG 47,38,33,Kerry Collins pass complete to Dan Campbell for 10 yards (tackle by Mike Rumph and John Keith),2.060,2.720
4,5:38,1,10,SFO 43,38,33,Tiki Barber middle for 10 yards (tackle by Ahmed Plummer),2.720,3.380
4,4:57,1,10,SFO 33,38,33,Tiki Barber middle for -1 yards (tackle by Bryant Young),3.380,2.700
4,4:18,2,11,SFO 34,38,33,Kerry Collins pass complete to Jeremy Shockey for 9 yards (tackle by Derek Smith),2.700,3.200
4,3:36,3,2,SFO 25,38,33,Tiki Barber right guard for 1 yard (tackle by Tony Parrish and Julian Peterson),3.200,2.020
4,3:06,4,1,SFO 24,38,33,Matt Bryant 42 yard field goal no good,2.020,-1.070
4,3:01,1,10,SFO 32,38,33,Jeff Garcia pass complete to J.J. Stokes for 4 yards (tackle by Omar Stoutmire),1.070,1.070
4,2:30,2,6,SFO 36,38,33,Jeff Garcia pass incomplete intended for Tai Streets,1.070,0.370
4,2:25,3,6,SFO 36,38,33,Jeff Garcia pass complete to Terrell Owens for 7 yards (tackle by Will Peterson and Shaun Williams),0.370,1.800
4,2:00,1,10,SFO 43,38,33,Jeff Garcia pass incomplete intended for Tai Streets,1.800,1.250
4,1:55,2,10,SFO 43,38,33,Jeff Garcia pass complete to Eric Johnson for 7 yards (tackle by Brandon Short),1.250,1.490
4,1:33,3,3,,38,33,Jeff Garcia pass complete to Eric Johnson for 25 yards (tackle by Omar Stoutmire),1.490,3.910
4,1:26,1,10,NYG 25,38,33,Jeff Garcia left guard for 12 yards (tackle by Shaun Williams),3.910,4.710
4,1:10,1,10,NYG 25,,,Timeout #2 by San Francisco 49ers,3.910,4.710
4,1:10,1,10,NYG 13,38,33,Jeff Garcia pass incomplete intended for J.J. Stokes,4.710,4.050
4,1:05,2,10,NYG 13,38,39,"Jeff Garcia pass complete to Tai Streets for 13 yards, touchdown. Penalty on Terrell Owens: Unsportsmanlike Conduct (Offsetting), Penalty on Shaun Williams: Unsportsmanlike Conduct (Offsetting)",4.050,7.000
4,1:05,2,,NYG 13,38,39,"Two Point Attempt: Jeff Garcia pass incomplete intended for Terrell Owens, conversion fails. Penalty on Terrell Owens: Unnecessary Roughness (Offsetting), Penalty on Shaun Williams: Unnecessary Roughness (Offsetting)",1.000,-1.000
4,1:05,,,SFO 30,38,39,"Jeff Chandler kicks off 54 yards, returned by Delvin Joyce for 32 yards (tackle by Jeff Chandler)",0.000,2.130
4,1:00,1,10,NYG 48,38,39,Kerry Collins pass complete to Ron Dixon for 10 yards (tackle by Mike Rumph),2.130,2.790
4,0:29,1,10,SFO 42,38,39,Kerry Collins pass incomplete intended for Amani Toomer (defended by Ahmed Plummer),2.790,2.240
4,0:22,2,10,SFO 42,38,39,"Penalty on NYG: Delay of Game, 5 yards (no play)",2.240,1.570
4,0:22,2,15,SFO 47,38,39,Kerry Collins pass complete to Ron Dixon for 19 yards (tackle by Mike Rumph),1.570,3.710
4,0:15,2,15,SFO 47,,,Timeout #2 by New York Giants,1.570,3.710
4,0:15,1,10,SFO 28,38,39,Kerry Collins pass incomplete intended for Amani Toomer,3.710,3.170
4,0:09,2,10,SFO 28,38,39,Kerry Collins pass complete to Amani Toomer for 5 yards (tackle by Ahmed Plummer),3.170,3.140
4,0:06,2,10,SFO 28,,,Timeout #3 by San Francisco 49ers,3.170,3.140
4,0:06,3,5,SFO 23,38,39,Matt Allen pass incomplete intended for Tam Hopkins. Penalty on Rich Seubert: Ineligible Downfield Pass (Declined),3.140,3.140
4,0:06,3,5,SFO 23,38,39,,3.140,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
