0,1
Game Info,Game Info
Won Toss,Patriots (deferred)
Roof,outdoors
Surface,fieldturf
Duration,3:06
Attendance,68756
Weather,"29 degrees, relative humidity 0%, wind 6 mph, wind chill 23"
Vegas Line,New England Patriots -7.0
Over/Under,50.0 (under)
