Quarter,Time,Down,ToGo,Location,JAX,MIN,Detail,EPB,EPA
1,10:28,1,10,MIN 20,0,0,Onterrio Smith up the middle for -1 yards (tackle by Marcus Stroud and Mike Peterson),0.280,-0.460
1,9:56,2,11,MIN 19,0,0,Daunte Culpepper pass complete to Jermaine Wiggins for 21 yards (tackle by Deon Grant),-0.460,1.600
1,9:28,1,10,MIN 40,0,0,Kelly Campbell left end for 16 yards (tackle by Greg Favors),1.600,2.650
1,8:47,1,10,JAX 44,0,0,Daunte Culpepper pass complete to Randy Moss for 11 yards (tackle by Rashean Mathis),2.650,3.380
1,8:28,1,10,JAX 33,0,0,Daunte Culpepper pass complete to Nate Burleson for 6 yards (tackle by Rashean Mathis),3.380,3.650
1,8:12,2,4,JAX 27,0,0,Onterrio Smith left guard for 11 yards (tackle by Dewayne Washington),3.650,4.510
1,7:36,1,10,JAX 16,0,0,Onterrio Smith left guard for 5 yards (tackle by Donovin Darius and Daryl Smith),4.510,4.760
1,6:54,2,5,JAX 11,0,0,Daunte Culpepper pass incomplete intended for Marcus Robinson (defended by Rashean Mathis),4.760,3.940
1,6:49,3,5,JAX 11,0,0,Daunte Culpepper left end for 4 yards (tackle by Deon Grant),3.940,3.010
1,6:37,4,1,JAX 7,0,3,Morten Andersen 25 yard field goal good,3.010,3.000
1,,,,MIN 30,0,3,"Jose Cortez kicks off 61 yards, returned by Troy Edwards for 18 yards (tackle by Antoine Winfield)",0.000,0.740
1,6:27,1,10,JAX 27,0,3,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Brian Williams),0.740,0.200
1,6:21,2,10,JAX 27,0,3,Fred Taylor left end for 7 yards (tackle by Chris Claiborne),0.200,0.430
1,5:36,3,3,JAX 34,0,3,Byron Leftwich pass complete to Reggie Williams for 12 yards (tackle by Brian Russell),0.430,1.990
1,4:53,1,10,JAX 46,0,3,Byron Leftwich pass complete to Cortez Hankton for 5 yards (tackle by E.J. Henderson),1.990,2.130
1,4:13,2,5,MIN 49,0,3,"Troy Edwards for no gain. Troy Edwards fumbles, recovered by Vince Manuwai at JAX-27",2.130,-1.750
1,3:45,3,29,JAX 27,0,3,Byron Leftwich pass complete to Cortez Hankton for 14 yards (tackle by Brian Williams),-1.750,-0.650
1,2:40,4,15,JAX 41,0,3,"Chris Hanson punts 55 yards, returned by Nate Burleson for 12 yards",-0.650,0.140
1,2:30,1,10,MIN 16,0,3,Daunte Culpepper pass complete to Marcus Robinson for 5 yards (tackle by Rashean Mathis),-0.140,0.150
1,2:07,2,5,MIN 21,0,3,Onterrio Smith up the middle for 2 yards,0.150,-0.450
1,1:31,3,3,MIN 23,0,3,Daunte Culpepper pass incomplete intended for Marcus Robinson,-0.450,-1.830
1,1:27,4,3,MIN 23,0,3,"Darren Bennett punts 40 yards, returned by Jermaine Lewis for 3 yards (tackle by Larry Ned)",-1.830,-1.600
1,1:17,1,10,JAX 40,0,3,Fred Taylor left tackle for 11 yards (tackle by Corey Chavous),1.600,2.320
1,0:37,1,10,MIN 49,0,3,Byron Leftwich pass complete to Fred Taylor for 13 yards (tackle by Chris Claiborne),2.320,3.180
Quarter,Time,Down,ToGo,Location,JAX,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 36,0,3,Byron Leftwich pass complete to Jimmy Smith for 7 yards (tackle by Ralph Brown),3.180,3.580
2,14:22,2,3,MIN 29,0,3,Fred Taylor up the middle for 3 yards (tackle by Corey Chavous),3.580,3.840
2,13:46,1,10,MIN 26,6,3,"Byron Leftwich pass complete to Brian Jones for 26 yards, touchdown",3.840,7.000
2,,,,MIN 2,7,3,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,7,3,"Josh Scobee kicks off 76 yards, touchback",0.000,0.280
2,13:39,1,10,MIN 20,7,3,Daunte Culpepper pass incomplete intended for Jermaine Wiggins (defended by Marcus Stroud),0.280,-0.270
2,13:35,2,10,MIN 20,7,3,Daunte Culpepper pass incomplete intended for Nate Burleson is intercepted by Donovin Darius at MIN-36 and returned for 16 yards (tackle by Cory Withrow),-0.270,-4.240
2,13:26,1,10,MIN 20,7,3,Fred Taylor up the middle for 3 yards (tackle by Kevin Williams and Spencer Johnson),4.240,4.120
2,12:49,2,7,MIN 17,7,3,Fred Taylor right tackle for 4 yards (tackle by E.J. Henderson and Kenny Mixon),4.120,4.100
2,12:07,3,3,MIN 13,7,3,LaBrandon Toefield left tackle for -2 yards (tackle by Antoine Winfield),4.100,2.490
2,11:28,4,5,MIN 15,10,3,Josh Scobee 33 yard field goal good,2.490,3.000
2,,,,JAX 30,10,3,"Josh Scobee kicks off 75 yards, touchback",0.000,0.280
2,11:23,1,10,MIN 20,10,3,Onterrio Smith left end for 4 yards (tackle by John Henderson),0.280,0.270
2,10:44,2,6,MIN 24,10,3,Daunte Culpepper pass complete to Kelly Campbell for 48 yards (tackle by Dewayne Washington),0.270,3.710
2,9:58,1,10,JAX 28,10,3,Onterrio Smith right end for 1 yard (tackle by John Henderson and Tommy Hendricks),3.710,3.300
2,9:20,2,9,JAX 27,10,3,Onterrio Smith right guard for 8 yards (tackle by Tommy Hendricks),3.300,3.720
2,8:46,3,1,JAX 19,10,3,Daunte Culpepper up the middle for 2 yards (tackle by Akin Ayodele),3.720,4.440
2,8:11,1,10,JAX 17,10,3,Onterrio Smith up the middle for 2 yards (tackle by John Henderson and Greg Favors),4.440,4.150
2,7:33,2,8,JAX 15,10,3,Daunte Culpepper pass complete to Onterrio Smith for 10 yards (tackle by Akin Ayodele),4.150,6.060
2,6:53,1,5,JAX 5,10,3,Onterrio Smith up the middle for 4 yards (tackle by Deon Grant and Donovin Darius),6.060,5.910
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
2,6:25,2,1,JAX 1,10,9,"Daunte Culpepper up the middle for 1 yard, touchdown",5.910,7.000
2,,,,JAX 2,10,10,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,10,10,Jose Cortez kicks off 66 yards,0.000,1.600
2,6:15,1,10,JAX 40,10,10,Fred Taylor up the middle for 4 yards (tackle by Kenny Mixon),1.600,1.590
2,5:38,2,6,JAX 44,10,10,Byron Leftwich pass incomplete intended for Brian Jones,1.590,0.890
2,5:33,3,6,JAX 44,10,10,Byron Leftwich pass complete to LaBrandon Toefield for 6 yards (tackle by Brian Williams),0.890,2.260
2,4:50,1,10,MIN 50,10,10,Fred Taylor right guard for 19 yards (tackle by Brian Williams and Chris Claiborne),2.260,3.510
2,4:02,1,10,MIN 31,10,10,Chris Fuamatu-Ma'afala up the middle for 1 yard (tackle by Kenny Mixon and Darrion Scott),3.510,3.100
2,3:20,2,9,MIN 30,10,10,Byron Leftwich pass complete to Reggie Williams for 10 yards (tackle by Brian Williams),3.100,4.240
2,2:38,1,10,MIN 20,10,10,Chris Fuamatu-Ma'afala up the middle for 1 yard (tackle by Kevin Williams),4.240,3.820
2,2:00,2,9,MIN 19,10,10,Byron Leftwich pass complete to Todd Yoder for 5 yards (tackle by E.J. Henderson),3.820,3.890
2,1:19,3,4,MIN 14,10,10,Byron Leftwich pass incomplete intended for LaBrandon Toefield,3.890,2.580
2,1:13,4,4,MIN 14,13,10,Josh Scobee 32 yard field goal good,2.580,3.000
2,,,,JAX 30,13,10,"Josh Scobee kicks off 73 yards, touchback",0.000,0.280
2,1:09,1,10,MIN 20,13,10,Daunte Culpepper pass complete to Marcus Robinson for 20 yards (tackle by Mike Peterson),0.280,1.600
2,0:44,1,10,MIN 40,13,10,"Daunte Culpepper pass incomplete intended for Nate Burleson. Penalty on Rashean Mathis: Illegal Contact, 5 yards, Penalty on Donovin Darius: Defensive Holding (Declined) (no play)",1.600,1.930
2,0:38,1,10,MIN 45,13,10,Daunte Culpepper pass complete to Jermaine Wiggins for 7 yards (tackle by Kiwaukee Thomas),1.930,2.330
2,0:33,2,3,JAX 48,13,10,Daunte Culpepper pass complete to Onterrio Smith for 5 yards (tackle by Kiwaukee Thomas),2.330,2.720
2,0:25,1,10,JAX 43,13,10,Daunte Culpepper pass complete to Randy Moss for 15 yards (tackle by Dewayne Washington),2.720,3.710
2,0:17,,,,13,10,Timeout #2 by Minnesota Vikings,0.000,3.710
2,0:17,1,10,JAX 28,13,10,Daunte Culpepper pass complete to Onterrio Smith for 3 yards (tackle by Rashean Mathis),3.710,3.570
2,0:10,2,7,JAX 25,13,10,Daunte Culpepper pass complete to Jermaine Wiggins for 10 yards (tackle by Dewayne Washington),3.570,4.580
2,0:03,1,10,JAX 15,13,13,Morten Andersen 33 yard field goal good,4.580,3.000
Quarter,Time,Down,ToGo,Location,JAX,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,13,13,"Josh Scobee kicks off 76 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,13,13,Daunte Culpepper pass complete to Michael Bennett for 5 yards (tackle by Deon Grant),0.280,0.410
3,14:23,2,5,MIN 25,13,13,Onterrio Smith up the middle for 3 yards (tackle by Greg Favors),0.410,0.100
3,13:43,3,2,MIN 28,13,13,"Daunte Culpepper pass complete to Nate Burleson for 27 yards (tackle by Deon Grant). Penalty on Sean Berton: Offensive Holding, 10 yards (no play)",0.100,-1.330
3,13:23,3,12,MIN 18,13,13,Daunte Culpepper pass complete to Jermaine Wiggins for 17 yards (tackle by Rashean Mathis),-1.330,1.270
3,12:35,1,10,MIN 35,13,13,"Daunte Culpepper sacked by John Henderson for -1 yards. Penalty on John Henderson: Face Mask (15 Yards), 15 yards",1.270,2.190
3,12:16,1,10,MIN 49,13,13,Onterrio Smith right end for 9 yards (tackle by Rashean Mathis),2.190,2.860
3,11:54,2,1,JAX 42,13,13,Onterrio Smith up the middle for 5 yards (tackle by John Henderson and Mike Peterson),2.860,3.120
3,11:21,1,10,JAX 37,13,13,Onterrio Smith left end for 4 yards (tackle by John Henderson),3.120,3.110
3,10:39,2,6,JAX 33,13,13,"Daunte Culpepper pass incomplete intended for Moe Williams. Penalty on Akin Ayodele: Defensive Holding, 5 yards (no play)",3.110,3.710
3,10:32,1,10,JAX 28,13,13,"Daunte Culpepper pass complete to Jermaine Wiggins for 8 yards (tackle by Dewayne Washington). Penalty on Rob Meier: Defensive Offside, 5 yards (no play)",3.710,4.440
3,10:08,1,5,JAX 23,13,13,Daunte Culpepper sacked by John Henderson for -4 yards,4.440,3.300
3,9:32,2,9,JAX 27,13,13,Moe Williams right guard for 6 yards (tackle by Deon Grant and Akin Ayodele),3.300,3.400
3,8:51,3,3,JAX 21,13,13,Daunte Culpepper up the middle for 6 yards,3.400,4.580
3,8:10,1,10,JAX 15,13,13,Onterrio Smith right tackle for 8 yards (tackle by Akin Ayodele),4.580,5.410
3,7:34,2,2,JAX 7,13,13,Onterrio Smith up the middle for 1 yard (tackle by Daryl Smith and Mike Peterson),5.410,4.900
3,7:04,3,1,JAX 6,13,13,Daunte Culpepper up the middle for 2 yards (tackle by Bobby McCray),4.900,6.280
3,6:23,1,4,JAX 4,13,13,Onterrio Smith up the middle for 2 yards (tackle by Jason Gildon),6.280,5.720
3,5:42,2,2,JAX 2,13,13,Daunte Culpepper pass incomplete intended for Randy Moss,5.720,4.950
3,5:38,3,2,JAX 2,13,19,"Daunte Culpepper pass complete to Randy Moss for 2 yards, touchdown",4.950,7.000
3,,,,JAX 2,13,20,Morten Andersen kicks extra point good,0.000,0.000
3,,,,MIN 30,13,20,"Jose Cortez kicks off 72 yards, touchback",0.000,0.280
3,5:34,1,10,JAX 20,13,20,Byron Leftwich pass incomplete intended for Fred Taylor,0.280,-0.270
3,5:29,2,10,JAX 20,13,20,Fred Taylor right guard for 16 yards (tackle by Antoine Winfield and Brian Russell),-0.270,1.330
3,4:45,1,10,JAX 36,13,20,Byron Leftwich pass complete to Kyle Brady for 4 yards (tackle by Chris Claiborne),1.330,1.330
3,4:04,2,6,JAX 40,13,20,Byron Leftwich pass incomplete intended for Fred Taylor,1.330,0.630
3,3:58,3,6,JAX 40,13,20,"Penalty on Byron Leftwich: Delay of Game, 5 yards (no play)",0.630,-0.030
3,3:58,3,11,JAX 35,13,20,Byron Leftwich pass incomplete intended for Troy Edwards,-0.030,-1.040
3,3:53,4,11,JAX 35,13,20,"Chris Hanson punts 53 yards, returned by Nate Burleson for 20 yards (tackle by Nick Sorensen)",-1.040,-1.070
3,3:36,1,10,MIN 32,13,20,Onterrio Smith up the middle for -2 yards (tackle by Bobby McCray),1.070,0.260
3,3:01,2,12,MIN 30,13,20,Daunte Culpepper pass incomplete intended for Jermaine Wiggins (defended by Greg Favors),0.260,-0.430
3,2:55,3,12,MIN 30,13,20,Daunte Culpepper sacked by Jason Gildon for -8 yards,-0.430,-1.900
3,2:35,4,20,MIN 22,13,20,"Darren Bennett punts 58 yards, returned by Jermaine Lewis for 8 yards (tackle by Brian Russell)",-1.900,-0.810
3,2:24,1,10,JAX 28,13,20,Fred Taylor right end for 31 yards (tackle by Brian Russell),0.810,2.850
3,1:59,1,10,MIN 41,13,20,Fred Taylor up the middle for 2 yards (tackle by Steve Martin and Chris Claiborne),2.850,2.580
3,1:15,2,8,MIN 39,13,20,LaBrandon Toefield left guard for 7 yards (tackle by Chris Claiborne),2.580,2.810
3,0:36,3,1,MIN 32,13,20,Fred Taylor up the middle for 7 yards (tackle by Dontarrious Thomas),2.810,3.910
Quarter,Time,Down,ToGo,Location,JAX,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 25,13,20,Fred Taylor up the middle for 1 yard (tackle by Spencer Johnson),3.910,3.500
4,14:21,2,9,MIN 24,13,20,Fred Taylor right tackle for no gain (tackle by Lance Johnstone and Kenechi Udeze),3.500,2.810
4,13:39,3,9,MIN 24,13,20,Byron Leftwich pass incomplete intended for Ernest Wilford,2.810,1.870
4,13:33,4,9,MIN 24,16,20,Josh Scobee 42 yard field goal good,1.870,3.000
4,,,,JAX 30,16,20,"Josh Scobee kicks off 70 yards, returned by Onterrio Smith for 21 yards (tackle by Todd Yoder)",0.000,0.340
4,13:24,1,10,MIN 21,16,20,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,0.340,-0.200
4,13:17,2,10,MIN 21,16,20,Daunte Culpepper pass complete to Marcus Robinson for 12 yards (tackle by Dewayne Washington),-0.200,1.140
4,12:57,1,10,MIN 33,16,20,Daunte Culpepper pass incomplete intended for Onterrio Smith,1.140,0.590
4,12:48,2,10,MIN 33,16,20,Daunte Culpepper pass complete to Randy Moss for 12 yards (tackle by Dewayne Washington),0.590,1.930
4,12:12,1,10,MIN 45,16,20,Onterrio Smith right end for no gain (tackle by Akin Ayodele),1.930,1.380
4,11:31,2,10,MIN 45,16,20,Daunte Culpepper right end for 5 yards (tackle by Mike Peterson),1.380,1.360
4,11:00,3,5,MIN 50,16,20,Daunte Culpepper pass complete to Marcus Robinson for 11 yards (tackle by Deon Grant),1.360,2.980
4,9:56,1,10,JAX 39,16,20,Daunte Culpepper pass complete to Nate Burleson for 15 yards (tackle by Mike Peterson),2.980,3.970
4,9:11,1,10,JAX 24,16,20,Onterrio Smith right tackle for 4 yards (tackle by Donovin Darius and Mike Peterson),3.970,3.970
4,8:31,2,6,JAX 20,16,20,Onterrio Smith up the middle for 2 yards (tackle by Mike Peterson and Akin Ayodele),3.970,3.570
4,7:54,3,4,JAX 18,16,20,"Daunte Culpepper sacked by Bobby McCray for -4 yards. Daunte Culpepper fumbles (forced by Bobby McCray), recovered by Marcus Stroud at JAX-22 (tackle by Daunte Culpepper)",3.570,-0.410
4,7:46,1,10,JAX 22,16,20,Fred Taylor right guard for 3 yards (tackle by Chris Claiborne),0.410,0.270
4,7:09,2,7,JAX 25,16,20,Fred Taylor up the middle for 2 yards (tackle by Kenechi Udeze and Brian Russell),0.270,-0.160
4,6:25,3,5,JAX 27,16,20,Byron Leftwich pass complete to Jimmy Smith for 9 yards (tackle by Brian Williams),-0.160,1.330
4,5:44,1,10,JAX 36,16,20,Fred Taylor right tackle for no gain (tackle by E.J. Henderson and Spencer Johnson),1.330,0.790
4,5:02,2,10,JAX 36,16,20,"Byron Leftwich sacked by Lance Johnstone for -5 yards. Penalty on Lance Johnstone: Defensive Offside, 5 yards (no play)",0.790,1.470
4,4:57,2,5,JAX 41,16,20,Fred Taylor up the middle for 2 yards (tackle by E.J. Henderson),1.470,1.030
4,4:13,3,3,JAX 43,16,20,"Byron Leftwich pass incomplete intended for Reggie Williams. Penalty on Terrance Shaw: Illegal Contact, 5 yards (no play)",1.030,2.130
4,4:08,1,10,JAX 48,16,20,"Byron Leftwich pass complete to Chris Fuamatu-Ma'afala for 8 yards (tackle by Lance Johnstone). Penalty on Ephraim Salaam: Illegal Use of Hands, 10 yards (no play)",2.130,1.470
4,4:00,1,20,JAX 38,16,20,Byron Leftwich pass incomplete intended for Troy Edwards,1.470,0.230
4,3:54,2,20,JAX 38,16,20,Byron Leftwich pass complete to Reggie Williams for 10 yards (tackle by Brian Williams),0.230,0.890
4,3:49,3,10,JAX 48,16,20,Byron Leftwich pass complete to Troy Edwards for 29 yards (tackle by Corey Chavous),0.890,4.040
4,3:08,1,10,MIN 23,16,20,Fred Taylor up the middle for 4 yards (tackle by Willie Offord and Darrion Scott),4.040,4.050
4,2:23,2,6,MIN 19,16,20,Byron Leftwich pass incomplete intended for Reggie Williams,4.050,3.340
4,2:18,3,6,MIN 19,16,26,"Byron Leftwich sacked by Kenechi Udeze for -6 yards. Byron Leftwich fumbles (forced by Kenechi Udeze), recovered by Kevin Williams at MIN-23 and returned for 77 yards, touchdown. Penalty on Brian Williams: Taunting, 15 yards",3.340,-7.000
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
4,,,,JAX 2,16,27,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 15,16,27,"Jose Cortez kicks off 70 yards, returned by Jermaine Lewis for 20 yards (tackle by Antoine Winfield)",0.000,1.270
4,1:53,1,10,JAX 35,16,27,Byron Leftwich pass complete to Brian Jones for 2 yards (tackle by Brian Williams),1.270,0.990
4,1:34,2,8,JAX 37,16,27,Byron Leftwich pass complete to Jimmy Smith for 43 yards,0.990,4.240
4,1:26,1,10,MIN 20,16,27,Byron Leftwich pass incomplete intended for Reggie Williams,4.240,3.690
4,1:18,2,10,MIN 20,16,27,Byron Leftwich pass complete to LaBrandon Toefield for 5 yards (tackle by Dontarrious Thomas),3.690,3.700
4,0:54,3,5,MIN 15,16,27,Byron Leftwich pass incomplete intended for LaBrandon Toefield,3.700,2.490
4,0:51,4,5,MIN 15,16,27,Byron Leftwich pass incomplete intended for LaBrandon Toefield,2.490,0.220
4,0:44,1,10,MIN 15,16,27,Daunte Culpepper kneels for -1 yards,-0.220,-0.820
4,0:44,,,,16,27,Timeout #2 by Jacksonville Jaguars,0.000,-0.820
4,0:37,2,11,MIN 14,16,27,Daunte Culpepper kneels for -1 yards,-0.820,-1.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
