Quarter,Time,Tm,Detail,PHI,TAM
1.0,3:05,Eagles,Jake Elliott 36 yard field goal,3,0
2.0,8:33,Buccaneers,Chase McLaughlin 33 yard field goal,3,3
,3:32,Eagles,Olamide Zaccheaus 34 yard pass from Jalen Hurts (Jake Elliott kick),10,3
,0:00,Eagles,Jake Elliott 38 yard field goal,13,3
3.0,9:12,Eagles,Jalen Hurts 1 yard rush (Jake Elliott kick),20,3
,3:40,Eagles,"Safety, Rachaad White tackled in end zone by Nicholas Morrow",22,3
4.0,13:28,Eagles,Jake Elliott 26 yard field goal,25,3
,9:22,Buccaneers,Mike Evans 1 yard pass from Baker Mayfield (Chris Godwin pass from Baker Mayfield),25,11
