Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Commanders to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,WAS 25,0,0,Brian Robinson right guard for 8 yards (tackle by Markquese Bell and Damone Clark),0.610,1.140
1,14:30,2,2,WAS 33,0,0,Brian Robinson up the middle for 1 yard (tackle by Micah Parsons and Donovan Wilson),1.140,0.560
1,13:47,3,1,WAS 34,0,0,Sam Howell pass complete short right to Brian Robinson for 19 yards (tackle by Stephon Gilmore),0.560,2.460
1,13:10,1,10,DAL 47,0,0,Sam Howell sacked by Johnathan Hankins for -8 yards,2.460,0.830
1,12:24,2,18,WAS 45,0,0,Sam Howell pass incomplete short left intended for Terry McLaurin,0.830,0.170
1,12:20,3,18,WAS 45,0,0,Sam Howell pass complete short left to Antonio Gibson for 11 yards (tackle by Juanyeh Thomas and Jourdan Lewis),0.170,0.330
1,11:40,4,7,DAL 44,0,0,"Tress Way punts 29 yards, fair catch by KaVontae Turpin at DAL-15",0.330,0.220
1,11:33,1,10,DAL 15,0,0,Dak Prescott pass complete short right to Michael Gallup for 13 yards (tackle by Benjamin St-Juste),-0.220,0.810
1,10:59,1,10,DAL 28,0,0,"Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Benjamin St-Juste). Penalty on Benjamin St-Juste: Illegal Contact, 5 yards (accepted) (no play)",0.810,1.140
1,10:53,1,10,DAL 33,0,0,Tony Pollard right tackle for 5 yards (tackle by Jamin Davis),1.140,1.270
1,10:22,2,5,DAL 38,0,0,Dak Prescott pass incomplete deep right intended for CeeDee Lamb,1.270,0.560
1,10:16,3,5,DAL 38,0,0,Dak Prescott pass incomplete deep middle intended for Jalen Tolbert,0.560,-0.850
1,10:11,4,5,DAL 38,0,0,"Bryan Anger punts 59 yards, returned by Jamison Crowder for no gain (tackle by Sam Williams). Penalty on Sam Williams: Face Mask (15 Yards), 15 yards (accepted)",-0.850,-0.040
1,9:59,1,10,WAS 18,0,0,Brian Robinson left guard for 1 yard (tackle by Damone Clark and Markquese Bell),0.040,-0.320
1,9:21,2,9,WAS 19,0,0,Brian Robinson left end for 6 yards (tackle by Damone Clark),-0.320,-0.270
1,8:40,3,3,WAS 25,0,0,Sam Howell pass complete short right to Terry McLaurin for 8 yards,-0.270,1.140
1,8:06,1,10,WAS 33,0,0,Sam Howell pass complete short right to Curtis Samuel for 6 yards (tackle by Stephon Gilmore),1.140,1.400
1,7:34,2,4,WAS 39,0,0,Sam Howell pass complete short left to Jahan Dotson for 10 yards (tackle by DaRon Bland),1.400,2.190
1,6:52,1,10,WAS 49,0,0,Sam Howell pass complete short right to Curtis Samuel for 8 yards (tackle by DaRon Bland),2.190,2.730
1,6:08,2,2,DAL 43,0,0,Sam Howell pass incomplete short right intended for Brian Robinson,2.730,2.010
1,6:03,3,2,DAL 43,0,0,Sam Howell pass incomplete short left intended for Terry McLaurin,2.010,0.400
1,6:00,4,2,DAL 43,0,0,"Tress Way punts 33 yards, fair catch by KaVontae Turpin at DAL-10",0.400,0.380
1,5:53,1,10,DAL 10,0,0,"Penalty on Zack Martin: False Start, 5 yards (accepted) (no play)",-0.380,-0.570
1,5:53,1,15,DAL 5,0,0,Dak Prescott pass complete deep middle to Jake Ferguson for 35 yards (tackle by Cody Barton),-0.570,1.600
1,5:19,1,10,DAL 40,0,0,Tony Pollard right end for 9 yards (tackle by Kamren Curl),1.600,2.270
1,4:46,2,1,DAL 49,0,0,Tony Pollard right tackle for -3 yards (tackle by Daron Payne),2.270,1.160
1,4:08,3,4,DAL 46,0,0,Dak Prescott pass complete short middle to CeeDee Lamb for 8 yards (tackle by K.J. Henry),1.160,2.520
1,3:38,1,10,WAS 46,0,0,Dak Prescott pass incomplete short right intended for Brandin Cooks,2.520,1.980
1,3:29,2,10,WAS 46,0,0,"Rico Dowdle left end for no gain (tackle by Percy Butler). Penalty on CeeDee Lamb: Offensive Holding, 10 yards (accepted) (no play)",1.980,0.630
1,3:19,2,20,DAL 44,0,0,"Penalty on CeeDee Lamb: False Start, 5 yards (accepted) (no play)",0.630,-0.050
1,3:03,2,25,DAL 39,0,0,"Dak Prescott pass complete deep middle to Jalen Tolbert for 18 yards (tackle by Kendall Fuller). Penalty on Daron Payne: Defensive Offside, 5 yards (declined)",-0.050,1.680
1,2:52,3,7,WAS 43,0,0,Tony Pollard right end for 14 yards (tackle by Kendall Fuller),1.680,3.640
1,2:19,1,10,WAS 29,0,0,"Dak Prescott pass complete short left to Tony Pollard for 6 yards. Tony Pollard fumbles (forced by Jamin Davis), recovered by CeeDee Lamb at WAS-22",3.640,4.050
1,1:38,2,3,WAS 22,0,0,Rico Dowdle right end for 7 yards (tackle by Khaleke Hudson),4.050,4.580
1,0:57,,,,,,Timeout #1 by Dallas Cowboys,,
1,0:57,1,10,WAS 15,0,0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,4.580,3.950
1,0:53,2,10,WAS 15,0,6,"Dak Prescott pass complete short right to Rico Dowdle for 15 yards, touchdown",3.950,7.000
1,0:46,,,WAS 15,0,7,Brandon Aubrey kicks extra point good,0.000,0.000
1,0:46,,,DAL 35,0,7,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,0:46,1,10,WAS 25,0,7,Brian Robinson left tackle for no gain (tackle by Damone Clark and Sam Williams),0.610,0.060
1,0:07,2,10,WAS 25,0,7,Sam Howell pass incomplete short right intended for Terry McLaurin,0.060,-0.620
