Quarter,Time,Down,ToGo,Location,JAX,MIA,Detail,EPB,EPA
1,3:37,4,15,MIA 31,3,3,"Brandon Fields punts 63 yards, returned by Jordan Shipley for 9 yards (tackle by Nolan Carroll)",-1.310,0.220
1,3:27,1,10,JAX 15,3,3,Richard Murphy right tackle for 4 yards (tackle by Jason Trusnik),-0.220,-0.110
1,3:00,2,6,JAX 19,3,3,Montell Owens left end for 3 yards (tackle by Kevin Burnett),-0.110,-0.510
1,2:19,3,3,JAX 22,3,3,Chad Henne pass complete short right to Cecil Shorts for 7 yards (tackle by Reshad Jones),-0.510,0.870
1,1:45,1,10,JAX 29,3,3,"Chad Henne pass incomplete deep right intended for Cecil Shorts. Penalty on Sean Smith: Defensive Pass Interference, 16 yards (no play)",0.870,1.930
1,1:38,1,10,JAX 45,3,3,Montell Owens left end for 4 yards (tackle by Kevin Burnett),1.930,1.920
1,0:54,2,6,JAX 49,3,3,Chad Henne pass complete short right to Justin Blackmon for 5 yards (tackle by Sean Smith),1.920,1.880
1,0:16,3,1,MIA 46,3,3,Greg Jones right guard for 3 yards (tackle by Jonathan Freeny and Jason Trusnik),1.880,2.720
Quarter,Time,Down,ToGo,Location,JAX,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 43,3,3,Chad Henne pass incomplete short left intended for Cecil Shorts,2.720,2.180
2,14:55,2,10,MIA 43,3,3,Chad Henne pass complete short left to Marcedes Lewis for -1 yards (tackle by Kevin Burnett),2.180,1.360
2,14:27,3,11,MIA 44,3,3,"Chad Henne left end for 5 yards (tackle by Karlos Dansby). Penalty on Austin Pasztor: Offensive Holding, 10 yards (no play)",1.360,0.040
2,14:04,3,21,JAX 46,3,3,"Chad Henne for no gain. Chad Henne fumbles, recovered by Chad Henne at MIA-46",0.040,0.200
2,14:04,4,13,MIA 46,3,3,"Bryan Anger punts 37 yards, fair catch by Marcus Thigpen",0.200,0.380
2,13:23,1,10,MIA 9,3,3,Lamar Miller left end for 1 yard (tackle by Austen Lane),-0.380,-0.710
2,13:03,2,9,MIA 10,3,3,Ryan Tannehill pass complete short right to Charles Clay for 6 yards (tackle by Derek Cox),-0.710,-0.600
2,12:20,3,3,MIA 16,3,3,"Ryan Tannehill pass incomplete short left intended for Marcus Thigpen (defended by Chris Prosinski). Penalty on Chris Prosinski: Personal Foul, 15 yards (no play)",-0.600,1.000
2,12:13,1,10,MIA 31,3,3,Ryan Tannehill pass incomplete short right intended for Reggie Bush,1.000,0.460
2,12:08,2,10,MIA 31,3,3,"Ryan Tannehill sacked by Tyson Alualu for -5 yards. Ryan Tannehill fumbles (forced by Tyson Alualu), recovered by Tyson Alualu at MIA-20 (tackle by Jonathan Martin)",0.460,-4.240
2,11:54,1,10,MIA 20,3,3,"Chad Henne pass complete deep left to Justin Blackmon for 20 yards. Penalty on Guy Whimper: Illegal Substitution, 5 yards (no play)",4.240,3.910
2,11:47,1,15,MIA 25,3,3,Richard Murphy up the middle for 1 yard (tackle by Jared Odrick),3.910,3.150
2,11:10,2,14,MIA 24,3,3,Chad Henne pass incomplete short left intended for Justin Blackmon,3.150,2.480
2,10:56,3,14,MIA 24,3,3,"Chad Henne pass complete short right to Marcedes Lewis for 1 yard (tackle by Reshad Jones). Penalty on Jared Odrick: Defensive Offside, 5 yards (no play)",2.480,3.100
2,10:33,3,9,MIA 19,3,3,Chad Henne left tackle for 8 yards (tackle by Karlos Dansby),3.100,2.850
2,9:41,4,1,MIA 11,3,3,Chad Henne up the middle for no gain (tackle by Karlos Dansby),2.850,0.370
2,9:30,1,10,MIA 11,3,3,Reggie Bush right tackle for -3 yards (tackle by Russell Allen),-0.370,-1.000
2,9:01,2,13,MIA 8,3,3,Ryan Tannehill pass complete short right to Anthony Fasano for 5 yards (tackle by Dawan Landry),-1.000,-1.190
2,8:24,3,8,MIA 13,3,3,Ryan Tannehill pass complete short right to Marcus Thigpen for 15 yards (tackle by Mike Harris),-1.190,0.810
2,7:50,1,10,MIA 28,3,3,Ryan Tannehill pass complete short left to Rishard Matthews for 7 yards (tackle by Mike Harris),0.810,1.210
2,7:13,2,3,MIA 35,3,3,Reggie Bush left tackle for 2 yards (tackle by Paul Posluszny),1.210,0.760
2,6:49,3,1,MIA 37,3,3,Ryan Tannehill right guard for 1 yard (tackle by Austen Lane),0.760,1.470
2,6:18,1,10,MIA 38,3,3,Ryan Tannehill pass complete short left to Rishard Matthews for 11 yards (tackle by Rashean Mathis),1.470,2.190
2,5:29,1,10,MIA 49,3,3,Reggie Bush left tackle for 4 yards (tackle by Paul Posluszny),2.190,2.190
2,4:53,2,6,JAX 47,3,3,Ryan Tannehill pass complete short right to Jorvorskie Lane for 2 yards (tackle by Derek Cox),2.190,1.750
2,4:13,3,4,JAX 45,3,3,"Ryan Tannehill pass incomplete short middle intended for Rishard Matthews. Penalty on Rashean Mathis: Defensive Pass Interference, 13 yards (no play)",1.750,3.450
2,4:06,1,10,JAX 32,3,3,Daniel Thomas left guard for 6 yards (tackle by Mike Harris),3.450,3.710
2,3:39,2,4,JAX 26,3,3,Ryan Tannehill left end for 9 yards (tackle by Mike Harris),3.710,4.440
2,2:56,1,10,JAX 17,3,3,Reggie Bush left end for 11 yards (tackle by Dawan Landry),4.440,5.830
2,2:23,1,6,JAX 6,3,3,Reggie Bush right guard for 2 yards (tackle by Paul Posluszny),5.830,5.340
2,1:59,2,4,JAX 4,3,9,"Ryan Tannehill pass complete short right to Jorvorskie Lane for 4 yards, touchdown",5.340,7.000
2,1:59,,,JAX 2,3,10,Dan Carpenter kicks extra point good,0.000,0.000
2,1:56,,,MIA 35,3,10,"Dan Carpenter kicks off 62 yards, muffed catch by Richard Murphy, recovered by Richard Murphy and returned for no gain",0.000,0.280
2,1:52,1,10,JAX 20,3,10,Chad Henne pass complete short middle to Cecil Shorts for 18 yards (tackle by Reshad Jones and R.J. Stanford),0.280,1.470
2,1:33,1,10,JAX 38,3,10,Chad Henne pass complete short right to Jordan Shipley for 6 yards (tackle by Jimmy Wilson and Chris Clemons),1.470,1.730
2,1:11,2,4,JAX 44,3,10,Chad Henne pass complete short middle to Cecil Shorts for 17 yards (tackle by R.J. Stanford),1.730,0.000
2,1:03,,,,3,10,Timeout #1 by Jacksonville Jaguars,0.000,2.980
2,0:59,1,10,MIA 39,3,10,Chad Henne pass incomplete short middle intended for Justin Blackmon,2.980,2.440
2,0:59,2,10,MIA 39,3,10,"Chad Henne pass complete short right to Jordan Shipley for 8 yards (tackle by Kevin Burnett). Penalty on Cameron Bradfield: Offensive Holding, 10 yards (no play)",2.440,1.090
2,0:53,2,20,MIA 49,3,10,Chad Henne pass incomplete short left intended for Toney Clemons,1.090,0.430
2,0:49,3,20,MIA 49,3,10,Chad Henne pass incomplete short right intended for Justin Blackmon (defended by Sean Smith),0.430,0.000
2,0:45,4,20,MIA 49,3,10,Bryan Anger punts 45 yards,0.000,0.380
2,0:32,1,10,MIA 4,3,10,Ryan Tannehill kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,JAX,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,3,10,"Josh Scobee kicks off 60 yards, returned by Marcus Thigpen for 14 yards (tackle by Antwaun Molden)",0.000,0.150
3,14:55,1,10,MIA 19,3,10,Ryan Tannehill pass complete deep right to Brian Hartline for 37 yards (tackle by Derek Cox),0.150,2.650
3,14:37,1,10,JAX 44,3,10,"Penalty on Jorvorskie Lane: False Start, 5 yards (no play)",2.650,2.320
3,14:33,1,15,JAX 49,3,10,Reggie Bush left tackle for 2 yards (tackle by Russell Allen),2.320,1.710
3,13:45,2,13,JAX 47,3,10,Ryan Tannehill pass complete short middle to Marlon Moore for 20 yards (tackle by Paul Posluszny),1.710,3.780
3,13:17,1,10,JAX 27,3,10,Ryan Tannehill pass complete short right to Anthony Fasano for 7 yards (tackle by Dawan Landry),3.780,4.180
3,12:45,2,3,JAX 20,3,10,Reggie Bush left end for -3 yards (tackle by Dwight Lowery),4.180,3.070
3,12:15,3,6,JAX 23,3,10,Ryan Tannehill pass complete short right to Brian Hartline for 12 yards (tackle by Chris Prosinski). Penalty on Rashean Mathis: Defensive Holding (Declined),3.070,4.840
3,11:07,1,10,JAX 11,3,10,Reggie Bush up the middle for no gain (tackle by Paul Posluszny),4.840,4.140
3,10:28,2,10,JAX 11,3,10,Ryan Tannehill pass complete short right to Anthony Fasano for 6 yards (tackle by Dawan Landry),4.140,4.440
3,9:48,3,4,JAX 5,3,10,Ryan Tannehill pass incomplete short middle intended for Brian Hartline,4.440,3.010
3,9:33,4,4,JAX 5,3,10,Brandon Fields pass incomplete short right intended for Anthony Fasano,3.010,0.380
3,9:33,1,10,JAX 5,3,10,Montell Owens right guard for 4 yards (tackle by Chris Clemons and Cameron Wake),-0.380,-0.490
3,8:51,2,6,JAX 9,3,10,Chad Henne pass incomplete short right intended for Justin Blackmon,-0.490,-0.950
3,8:50,3,6,JAX 9,3,10,Chad Henne pass incomplete deep right intended for Jordan Shipley,-0.950,-2.490
3,8:42,4,6,JAX 9,3,10,"Bryan Anger punts 53 yards. Penalty on Lamar Miller: Offensive Holding, 10 yards",-2.490,-0.810
3,8:29,1,10,MIA 28,3,10,Reggie Bush right tackle for 53 yards (tackle by Paul Posluszny),0.810,4.310
3,7:40,1,10,JAX 19,3,10,Ryan Tannehill left end for 6 yards (tackle by Mike Harris),4.310,4.720
3,7:03,2,4,JAX 13,3,10,Reggie Bush right guard for 1 yard (tackle by C.J. Mosley),4.720,4.190
3,6:34,3,3,JAX 12,3,10,Reggie Bush right tackle for no gain (tackle by Jeremy Mincey),4.190,2.730
3,5:40,4,3,JAX 12,3,13,Dan Carpenter 30 yard field goal good,2.730,3.000
3,5:35,,,MIA 35,3,13,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
3,5:35,1,10,JAX 20,3,13,Chad Henne pass complete short right to Justin Blackmon for 2 yards (tackle by Sean Smith),0.280,0.000
3,5:18,2,8,JAX 22,3,13,Richard Murphy right tackle for 4 yards (tackle by Cameron Wake),0.000,-0.160
3,4:17,3,4,JAX 26,3,13,Chad Henne pass incomplete short right intended for Jordan Shipley (defended by Karlos Dansby),-0.160,-1.630
3,4:08,4,4,JAX 26,3,13,"Bryan Anger punts 51 yards, fair catch by Marcus Thigpen",-1.630,-0.480
3,4:01,1,10,MIA 23,3,13,Ryan Tannehill pass complete short right to Brian Hartline for 17 yards (tackle by Dwight Lowery),0.480,1.600
3,3:29,1,10,MIA 40,3,13,Reggie Bush left guard for 3 yards (tackle by Jeris Pendleton),1.600,1.460
3,2:52,2,7,MIA 43,3,13,"Ryan Tannehill for 30 yards. Penalty on Rashean Mathis: Illegal Contact, 5 yards",1.460,4.110
3,2:35,1,10,JAX 22,3,13,Reggie Bush left tackle for no gain (tackle by Mike Harris),4.110,3.560
3,1:57,2,10,JAX 22,3,13,Ryan Tannehill pass incomplete deep middle intended for Marcus Thigpen (defended by Mike Harris),3.560,2.870
3,1:49,3,10,JAX 22,3,13,Ryan Tannehill pass complete short middle to Brian Hartline for 9 yards (tackle by Derek Cox),2.870,2.720
3,1:04,4,1,JAX 13,3,16,Dan Carpenter 31 yard field goal good,2.720,3.000
3,1:01,,,MIA 35,3,16,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
3,1:01,1,10,JAX 20,3,16,Chad Henne pass complete short left to Marcedes Lewis for 9 yards (tackle by Karlos Dansby),0.280,0.950
3,0:44,2,1,JAX 29,3,16,Montell Owens left end for 12 yards (tackle by Bryan McCann),0.950,1.660
3,0:09,1,10,JAX 41,3,16,Montell Owens right tackle for 5 yards (tackle by Randy Starks),1.660,1.800
Quarter,Time,Down,ToGo,Location,JAX,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,JAX 46,3,16,Chad Henne pass complete short middle to Cecil Shorts for 30 yards (tackle by Chris Clemons),1.800,3.970
4,15:00,1,10,MIA 24,3,16,Montell Owens left end for 1 yard (tackle by Karlos Dansby),3.970,3.570
4,13:46,2,9,MIA 23,3,16,Montell Owens left guard for 1 yard (tackle by Kevin Burnett),3.570,3.010
4,13:13,3,8,MIA 22,3,16,Chad Henne pass complete short right to Jordan Shipley for 7 yards (tackle by Jimmy Wilson),3.010,2.590
4,12:27,4,1,MIA 15,3,16,Montell Owens left tackle for no gain (tackle by Jason Trusnik),2.590,0.220
4,12:13,1,10,MIA 15,3,16,Ryan Tannehill right tackle for 8 yards (tackle by Chris Prosinski),-0.220,0.480
4,11:49,2,2,MIA 23,3,16,Lamar Miller right tackle for 1 yard (tackle by Dawan Landry),0.480,-0.270
4,11:12,3,1,MIA 24,3,16,Ryan Tannehill pass complete short right to Lamar Miller for 2 yards (tackle by Russell Allen),-0.270,0.670
4,10:28,1,10,MIA 26,3,16,"Ryan Tannehill pass incomplete short left intended for Armon Binns. Penalty on Mike Harris: Defensive Pass Interference, 8 yards (no play)",0.670,1.200
4,10:18,1,10,MIA 34,3,16,Lamar Miller right guard for 8 yards (tackle by Chris Prosinski and Paul Posluszny),1.200,1.740
4,9:56,2,2,MIA 42,3,16,Lamar Miller up the middle for no gain (tackle by Russell Allen),1.740,1.030
4,9:05,3,2,MIA 42,3,16,Ryan Tannehill pass complete short middle to Rishard Matthews for 5 yards (tackle by Rashean Mathis),1.030,2.060
4,8:14,1,10,MIA 47,3,16,Ryan Tannehill pass complete short right to Brian Hartline for 2 yards (tackle by Derek Cox),2.060,1.790
4,7:49,2,8,MIA 49,3,16,Ryan Tannehill pass complete deep middle to Anthony Fasano for 22 yards (tackle by Russell Allen),1.790,3.640
4,6:57,1,10,JAX 29,3,16,Reggie Bush right tackle for 9 yards (tackle by Chris Prosinski),3.640,4.320
4,6:25,2,1,JAX 20,3,16,Reggie Bush right tackle for 2 yards (tackle by Julian Stanford),4.320,4.370
4,5:30,1,10,JAX 18,3,16,Lamar Miller right tackle for 4 yards (tackle by C.J. Mosley),4.370,4.430
4,4:55,2,6,JAX 14,3,16,"Ryan Tannehill pass incomplete short right intended for Brian Hartline. Penalty on Russell Allen: Roughing the Passer, 7 yards (no play)",4.430,5.600
4,4:43,1,7,JAX 7,3,16,Reggie Bush right tackle for 1 yard (tackle by C.J. Mosley),5.600,4.950
4,4:20,2,6,JAX 6,3,16,Reggie Bush right tackle for 4 yards (tackle by Julian Stanford),4.950,0.000
4,3:17,,,,3,16,Timeout #1 by Miami Dolphins,0.000,4.950
4,3:17,3,2,JAX 2,3,22,"Ryan Tannehill pass complete short left to Anthony Fasano for 2 yards, touchdown",4.950,7.000
4,3:17,,,,3,24,"Two Point Attempt: Ryan Tannehill pass complete to Anthony Fasano, conversion succeeds",0.000,1.000
4,3:12,,,MIA 35,3,24,"Dan Carpenter kicks off 70 yards, returned by Richard Murphy for 24 yards (tackle by R.J. Stanford)",0.000,0.150
4,3:05,1,10,JAX 19,3,24,Chad Henne pass complete short right to Cecil Shorts for 23 yards,0.150,1.730
4,2:56,1,10,JAX 42,3,24,Chad Henne pass complete deep middle to Justin Blackmon for 27 yards (tackle by Chris Clemons),1.730,3.510
4,2:34,1,10,MIA 31,3,24,Chad Henne pass incomplete deep left intended for Toney Clemons,3.510,2.970
4,2:28,2,10,MIA 31,3,24,Chad Henne pass incomplete short left intended for Justin Blackmon (defended by Reshad Jones),2.970,2.280
4,2:23,3,10,MIA 31,3,24,Chad Henne pass complete short right to Justin Blackmon for 14 yards (tackle by Karlos Dansby),2.280,4.440
4,2:02,1,10,MIA 17,3,24,Chad Henne pass incomplete deep left intended for Cecil Shorts,4.440,3.850
4,1:58,2,10,MIA 17,3,24,Chad Henne pass complete short left to Cecil Shorts for 6 yards (tackle by Bryan McCann),3.850,4.100
4,1:38,3,4,MIA 11,3,24,Chad Henne pass complete short right to Justin Blackmon for 7 yards (tackle by Reshad Jones),4.100,0.000
4,1:28,,,,3,24,Timeout #1 by Jacksonville Jaguars,0.000,6.280
4,1:28,1,4,MIA 4,3,24,Chad Henne pass incomplete short left intended for Cecil Shorts (defended by Bryan McCann),6.280,5.340
4,1:24,2,4,MIA 4,3,24,Chad Henne pass incomplete short right intended for Marcedes Lewis,5.340,4.490
4,1:19,3,4,MIA 4,3,24,Chad Henne pass incomplete short right intended for Cecil Shorts,4.490,3.030
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,1:14,4,4,MIA 4,3,24,Chad Henne pass incomplete short right intended for Cecil Shorts (defended by Cameron Wake),3.030,0.380
4,1:11,1,10,MIA 4,3,24,Reggie Bush right tackle for 7 yards (tackle by Austen Lane),-0.380,0.000
4,1:07,,,,3,24,Timeout #2 by Jacksonville Jaguars,0.000,-0.270
4,1:07,2,3,MIA 11,3,24,Lamar Miller right tackle for 4 yards (tackle by Tyson Alualu),-0.270,0.000
4,1:02,,,,3,24,Timeout #3 by Jacksonville Jaguars,0.000,-0.220
4,1:02,1,10,MIA 15,3,24,Ryan Tannehill kneels for -1 yards,-0.220,-0.820
4,0:42,2,11,MIA 14,3,24,Ryan Tannehill kneels for no gain,-0.820,-1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
