Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Brad Meester,C,63,100%,0,0%,1,5%
Eugene Monroe,T,63,100%,0,0%,1,5%
Cameron Bradfield,T,63,100%,0,0%,1,5%
Uche Nwaneri,G,63,100%,0,0%,1,5%
Cecil Shorts,WR,63,100%,0,0%,0,0%
Austin Pasztor,G,63,100%,0,0%,0,0%
Chad Henne,QB,63,100%,0,0%,0,0%
Justin Blackmon,WR,57,90%,0,0%,0,0%
Marcedes Lewis,TE,48,76%,0,0%,0,0%
Montell Owens,FB,44,70%,0,0%,3,15%
Jordan Shipley,WR,37,59%,0,0%,1,5%
Greg Jones,FB,25,40%,0,0%,0,0%
Richard Murphy,RB,12,19%,0,0%,9,45%
Toney Clemons,WR,11,17%,0,0%,0,0%
Guy Whimper,T,8,13%,0,0%,0,0%
Zach Potter,TE,7,11%,0,0%,7,35%
Will Ta'ufo'ou,RB,3,5%,0,0%,9,45%
Paul Posluszny,LB,0,0%,71,100%,5,25%
Derek Cox,CB,0,0%,71,100%,0,0%
Mike Harris,CB,0,0%,70,99%,5,25%
Dawan Landry,SS,0,0%,70,99%,0,0%
Russell Allen,LB,0,0%,64,90%,10,50%
Tyson Alualu,DT,0,0%,50,70%,5,25%
Jeremy Mincey,DE,0,0%,49,69%,5,25%
Dwight Lowery,FS,0,0%,48,68%,5,25%
Jason Babin,DE,0,0%,48,68%,5,25%
C.J. Mosley,DT,0,0%,44,62%,5,25%
Julian Stanford,LB,0,0%,43,61%,13,65%
Terrance Knighton,DT,0,0%,40,56%,6,30%
Austen Lane,DE,0,0%,40,56%,1,5%
Chris Prosinski,FS,0,0%,30,42%,19,95%
Rashean Mathis,CB,0,0%,28,39%,0,0%
Jeris Pendleton,DT,0,0%,11,15%,6,30%
John Chick,DE,0,0%,4,6%,3,15%
Antwon Blake,SS,0,0%,0,0%,19,95%
Keith Toston,RB,0,0%,0,0%,14,70%
Kevin Rutland,CB,0,0%,0,0%,14,70%
,LB,0,0%,0,0%,14,70%
Kyle Bosworth,LB,0,0%,0,0%,14,70%
Bryan Anger,P,0,0%,0,0%,6,30%
Jeremy Cain,LS,0,0%,0,0%,6,30%
Josh Scobee,K,0,0%,0,0%,3,15%
Antwaun Molden,CB,0,0%,0,0%,3,15%
Eben Britton,G,0,0%,0,0%,1,5%
